,home_team_name,away_team_name,home_score,away_score,Matchweek,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H,HomePlayer1_Overall,AwayPlayer1_Overall,HomePlayer2_Overall,AwayPlayer2_Overall,HomePlayer3_Overall,AwayPlayer3_Overall,HomePlayer4_Overall,AwayPlayer4_Overall,HomePlayer5_Overall,AwayPlayer5_Overall,HomePlayer6_Overall,AwayPlayer6_Overall,HomePlayer7_Overall,AwayPlayer7_Overall,HomePlayer8_Overall,AwayPlayer8_Overall,HomePlayer9_Overall,AwayPlayer9_Overall,HomePlayer10_Overall,AwayPlayer10_Overall,HomePlayer11_Overall,AwayPlayer11_Overall
47,Granada,Levante,0,1,Matchweek 5,2.0,-10.0,2.0,-10.0,8.0,1.0,8.0,1.0,7.0,3.9,1.5,76,72,76,68,72,77,71,68,75,72,77,74,78,69,69,74,68,73,74,76,63,66
48,Espanyol,Getafe,2,0,Matchweek 5,-3.0,-6.0,-3.0,-6.0,2.0,3.0,2.0,3.0,5.5,3.6,1.67,80,79,74,74,69,71,74,70,76,75,75,70,77,63,71,68,65,77,75,70,70,71
49,Valencia,Córdoba,3,0,Matchweek 5,8.0,-4.0,8.0,-4.0,10.0,2.0,10.0,2.0,8.5,5.0,1.33,81,67,70,67,77,69,81,75,79,73,80,75,78,68,74,69,78,71,75,73,80,66
50,Elche,Celta Vigo,0,1,Matchweek 6,-8.0,3.0,-5.0,1.0,4.0,9.0,4.0,9.0,2.4,3.4,2.8,76,72,73,73,73,68,71,74,71,76,67,77,67,74,75,72,73,69,72,73,72,77
51,Villarreal,Real Madrid,0,2,Matchweek 6,3.0,9.0,1.0,7.0,8.0,9.0,8.0,9.0,1.62,4.0,5.25,79,84,72,79,79,87,79,81,73,92,78,85,74,85,74,76,74,87,72,82,79,87
52,Barcelona,Granada,6,0,Matchweek 6,11.0,1.0,8.0,0.0,13.0,8.0,13.0,8.0,17.0,8.5,1.13,83,76,83,76,85,72,86,71,93,66,86,73,83,75,76,78,83,68,80,74,66,57
53,Atlético Madrid,Sevilla,4,0,Matchweek 6,3.0,6.0,3.0,6.0,11.0,13.0,11.0,13.0,4.75,4.0,1.67,78,81,84,77,80,79,82,75,74,76,83,81,84,71,82,77,77,78,79,75,83,75
54,Athletic Club,Eibar,0,0,Matchweek 6,-2.0,1.0,-1.0,0.0,3.0,7.0,3.0,7.0,7.0,3.75,1.53,78,74,81,69,81,70,80,70,80,70,80,71,78,72,77,68,80,66,74,71,77,71
55,Levante,Rayo Vallecano,0,2,Matchweek 6,-9.0,-2.0,-7.0,-2.0,4.0,5.0,4.0,5.0,2.4,3.2,3.0,72,74,68,76,77,74,68,77,72,73,74,77,74,71,73,72,76,74,76,73,73,76
56,Getafe,Málaga,1,0,Matchweek 6,-8.0,-2.0,-6.0,-3.0,3.0,6.0,3.0,6.0,2.38,3.2,3.0,79,73,74,77,68,76,74,78,70,76,63,72,74,73,77,73,70,75,76,72,70,71
57,La Coruña,Almería,0,1,Matchweek 6,-7.0,-1.0,-6.0,-1.0,4.0,5.0,4.0,5.0,3.6,3.4,2.05,75,74,71,72,69,70,75,74,75,70,72,73,73,70,71,72,74,69,71,70,74,67
58,Real Sociedad,Valencia,1,1,Matchweek 6,-1.0,11.0,0.0,11.0,4.0,13.0,4.0,13.0,2.63,3.3,2.63,70,81,74,77,77,79,80,80,77,74,79,78,82,80,77,72,75,75,71,74,75,80
59,Córdoba,Espanyol,0,0,Matchweek 6,-7.0,-1.0,-5.0,-1.0,2.0,5.0,2.0,5.0,2.6,3.25,2.7,67,80,71,74,67,74,65,71,66,76,75,77,74,71,73,65,75,68,68,75,69,70
60,Getafe,Córdoba,1,1,Matchweek 7,-7.0,-7.0,-6.0,-5.0,6.0,3.0,6.0,3.0,4.2,3.2,1.95,79,67,68,71,70,67,75,65,74,66,70,74,63,73,77,75,70,68,76,69,70,71
61,Valencia,Atlético Madrid,3,1,Matchweek 7,11.0,7.0,8.0,6.0,14.0,14.0,13.0,13.0,2.6,3.2,2.75,81,78,77,84,79,77,80,80,78,82,74,82,78,83,80,84,72,82,75,78,80,83
62,Rayo Vallecano,Barcelona,0,2,Matchweek 7,0.0,17.0,0.0,13.0,8.0,16.0,7.0,13.0,1.25,6.5,9.0,74,83,76,84,74,85,77,86,73,89,77,93,71,86,74,76,67,83,73,80,76,66
63,Eibar,Levante,3,3,Matchweek 7,1.0,-11.0,1.0,-6.0,8.0,4.0,5.0,4.0,4.75,3.4,1.8,74,71,69,66,70,68,70,74,71,72,71,74,72,69,71,74,71,73,70,76,73,66
64,Málaga,Granada,2,1,Matchweek 7,-3.0,-5.0,-1.0,-6.0,6.0,8.0,3.0,5.0,4.5,3.5,1.8,73,76,77,76,76,72,78,71,76,75,72,77,74,78,73,69,75,68,68,70,71,74
65,Almería,Elche,2,2,Matchweek 7,0.0,-9.0,1.0,-6.0,8.0,4.0,7.0,4.0,3.6,3.1,2.15,74,76,72,73,70,73,74,71,70,71,73,75,73,67,70,67,72,75,69,72,72,72
66,Sevilla,La Coruña,4,1,Matchweek 7,2.0,-8.0,1.0,-7.0,13.0,4.0,12.0,4.0,8.0,4.4,1.4,81,75,77,71,76,69,81,73,72,75,79,72,80,71,77,74,78,72,78,71,75,74
67,Celta Vigo,Villarreal,1,3,Matchweek 7,4.0,1.0,2.0,0.0,12.0,8.0,9.0,5.0,3.0,3.2,2.38,72,79,75,72,73,79,68,78,75,81,77,74,74,73,74,74,68,72,73,79,75,60
68,Espanyol,Real Sociedad,2,0,Matchweek 7,-1.0,-1.0,0.0,-2.0,6.0,5.0,5.0,5.0,2.8,3.25,2.5,80,70,74,79,69,77,76,80,75,77,77,79,71,82,65,77,68,75,75,71,70,75
69,Real Madrid,Athletic Club,5,0,Matchweek 7,11.0,-2.0,11.0,-4.0,12.0,4.0,9.0,4.0,15.0,6.5,1.2,84,78,79,81,83,80,87,81,92,80,85,80,85,78,76,77,87,78,82,67,87,77
70,Granada,Rayo Vallecano,0,1,Matchweek 8,-6.0,-2.0,-7.0,-1.0,8.0,8.0,4.0,6.0,3.3,3.3,2.2,76,74,76,76,72,76,71,74,77,77,78,73,67,77,64,71,68,74,74,73,58,76
71,Levante,Real Madrid,0,5,Matchweek 8,-11.0,16.0,-6.0,17.0,5.0,15.0,5.0,12.0,1.17,7.5,13.0,71,84,66,79,68,83,74,92,69,85,74,76,72,82,74,81,73,62,76,87,66,83
72,Athletic Club,Celta Vigo,1,1,Matchweek 8,-7.0,2.0,-7.0,0.0,4.0,12.0,1.0,8.0,3.75,3.6,1.91,78,72,81,75,81,68,80,75,80,77,80,74,78,74,77,69,78,68,80,73,77,75
73,Barcelona,Eibar,3,0,Matchweek 8,19.0,1.0,13.0,2.0,19.0,9.0,13.0,6.0,21.0,9.0,1.1,83,74,70,69,84,73,86,70,83,70,93,70,86,72,83,68,75,71,83,70,80,73
74,Córdoba,Málaga,1,2,Matchweek 8,-7.0,-2.0,-5.0,0.0,4.0,9.0,3.0,6.0,2.38,3.0,3.25,67,73,66,77,75,76,74,76,73,78,75,67,70,71,73,73,68,75,69,68,64,63
75,Atlético Madrid,Espanyol,2,0,Matchweek 8,5.0,1.0,3.0,4.0,14.0,9.0,10.0,8.0,9.5,4.75,1.33,78,80,84,69,80,74,82,76,79,75,83,77,84,71,82,65,77,68,79,75,71,70
76,La Coruña,Valencia,3,0,Matchweek 8,-11.0,13.0,-11.0,8.0,4.0,17.0,3.0,13.0,1.83,3.4,4.5,70,81,71,71,74,77,74,79,75,80,72,78,73,74,74,78,71,80,69,72,74,80
77,Elche,Sevilla,0,2,Matchweek 8,-9.0,5.0,-7.0,2.0,5.0,16.0,4.0,12.0,2.05,3.4,3.6,76,81,73,77,73,79,71,76,71,81,70,72,75,79,67,78,75,75,66,78,72,75
78,Villarreal,Almería,2,0,Matchweek 8,3.0,0.0,2.0,1.0,11.0,9.0,8.0,8.0,9.0,5.0,1.33,79,74,72,72,78,70,81,74,74,70,72,73,74,73,73,70,74,72,72,69,79,67
79,Real Sociedad,Getafe,1,2,Matchweek 8,-3.0,-7.0,-4.0,-4.0,5.0,7.0,2.0,4.0,6.0,4.0,1.53,70,79,77,74,80,68,75,73,79,74,82,70,74,63,75,70,64,76,67,71,71,67
80,Celta Vigo,Levante,3,0,Matchweek 9,2.0,-16.0,0.0,-6.0,13.0,5.0,8.0,4.0,6.0,4.5,1.44,72,71,75,68,68,72,68,74,74,69,77,74,74,71,72,73,69,76,73,76,75,73
81,Almería,Athletic Club,0,1,Matchweek 9,-2.0,-7.0,-2.0,-6.0,9.0,5.0,7.0,2.0,2.2,3.25,3.3,74,78,72,81,70,80,74,81,70,80,73,80,73,73,70,78,72,78,69,80,67,77
82,Real Madrid,Barcelona,3,1,Matchweek 9,21.0,22.0,16.0,11.0,18.0,22.0,15.0,13.0,3.0,3.75,2.38,84,83,79,84,83,85,87,86,92,89,85,89,85,93,76,86,82,83,87,83,83,80
83,Valencia,Elche,3,1,Matchweek 9,10.0,-11.0,2.0,-7.0,17.0,5.0,10.0,1.0,8.5,4.75,1.36,81,76,77,73,79,73,80,71,78,71,74,71,78,72,80,75,72,67,75,75,80,72
84,Eibar,Granada,1,1,Matchweek 9,-2.0,-7.0,-3.0,-9.0,9.0,8.0,6.0,3.0,3.75,3.1,2.1,74,76,69,76,70,72,70,71,71,77,72,78,71,67,66,69,71,68,71,74,73,57
85,Córdoba,Real Sociedad,1,1,Matchweek 9,-8.0,-4.0,-4.0,-4.0,4.0,5.0,2.0,1.0,2.2,3.2,3.4,67,70,71,77,65,80,66,75,74,82,73,76,75,74,73,77,69,64,64,67,63,71
86,Málaga,Rayo Vallecano,4,0,Matchweek 9,-1.0,-1.0,1.0,2.0,12.0,11.0,8.0,9.0,4.33,3.5,1.83,73,74,77,76,76,76,76,74,78,77,67,73,73,77,75,72,68,74,63,73,71,71
87,Espanyol,La Coruña,0,0,Matchweek 9,-1.0,-8.0,2.0,-2.0,9.0,7.0,8.0,3.0,4.0,3.4,1.91,80,70,74,71,71,74,71,74,77,75,71,72,65,73,68,74,75,71,70,69,75,74
88,Sevilla,Villarreal,2,1,Matchweek 9,7.0,5.0,2.0,2.0,19.0,14.0,12.0,10.0,3.75,3.4,2.0,81,79,77,72,79,79,76,78,79,81,81,72,72,74,79,73,78,74,78,72,75,79
89,Getafe,Atlético Madrid,0,1,Matchweek 9,-6.0,7.0,0.0,5.0,10.0,17.0,7.0,10.0,1.53,3.75,7.0,79,78,74,84,68,77,73,79,75,82,74,82,63,79,70,83,76,84,71,79,67,83
90,La Coruña,Getafe,1,2,Matchweek 10,-8.0,-7.0,-1.0,1.0,8.0,10.0,4.0,7.0,3.5,3.1,2.2,70,79,71,68,74,70,75,75,75,74,72,70,73,63,74,68,71,70,69,71,74,67
91,Granada,Real Madrid,0,4,Matchweek 10,-7.0,23.0,-8.0,14.0,9.0,21.0,1.0,15.0,1.2,7.0,12.0,76,84,76,79,71,83,67,87,78,92,67,85,69,85,73,76,68,82,74,87,57,83
92,Atlético Madrid,Córdoba,4,2,Matchweek 10,8.0,-8.0,5.0,-1.0,20.0,5.0,12.0,3.0,15.0,6.5,1.18,78,67,84,71,77,69,79,66,82,68,82,74,83,73,84,75,82,73,79,71,83,64
93,Barcelona,Celta Vigo,0,1,Matchweek 10,20.0,5.0,9.0,2.0,22.0,16.0,10.0,10.0,17.0,8.5,1.13,83,72,83,75,85,68,89,68,93,74,86,77,78,74,83,72,81,69,83,73,80,75
94,Real Sociedad,Málaga,0,1,Matchweek 10,-4.0,3.0,-3.0,5.0,6.0,15.0,2.0,10.0,3.2,3.4,2.2,70,73,77,77,80,76,82,76,76,78,74,67,77,73,75,75,67,68,71,63,62,71
95,Athletic Club,Sevilla,1,0,Matchweek 10,-6.0,8.0,-4.0,2.0,8.0,22.0,5.0,12.0,2.9,3.3,2.4,78,81,81,77,81,79,80,76,80,81,80,72,73,77,78,78,78,75,80,78,77,75
96,Villarreal,Valencia,1,3,Matchweek 10,4.0,12.0,1.0,1.0,14.0,20.0,7.0,10.0,3.4,3.4,2.1,79,81,72,77,78,81,81,79,72,78,74,74,73,78,73,80,74,72,72,75,79,80
97,Levante,Almería,2,1,Matchweek 10,-19.0,-3.0,-10.0,-2.0,5.0,9.0,4.0,4.0,3.1,3.1,2.4,71,74,77,72,74,70,72,74,74,73,74,70,71,72,74,72,76,69,76,70,66,67
98,Elche,Espanyol,2,1,Matchweek 10,-13.0,-1.0,-5.0,0.0,5.0,10.0,1.0,8.0,2.75,3.1,2.63,76,80,73,71,73,71,71,76,71,77,71,71,70,65,67,68,75,75,72,70,70,75
99,Rayo Vallecano,Eibar,2,3,Matchweek 10,-5.0,-2.0,-3.0,-3.0,11.0,10.0,9.0,4.0,3.8,3.2,2.05,74,74,76,69,73,73,76,70,74,70,77,70,73,71,73,72,72,68,74,66,76,71
100,Córdoba,La Coruña,0,0,Matchweek 11,-10.0,-9.0,-3.0,-1.0,5.0,8.0,3.0,4.0,3.4,3.1,2.25,67,70,71,71,67,71,66,75,75,75,74,72,73,71,75,74,68,71,71,69,73,71
101,Almería,Barcelona,1,2,Matchweek 11,-4.0,19.0,-4.0,2.0,9.0,22.0,4.0,9.0,1.14,7.5,17.0,74,83,66,83,72,85,74,83,70,93,73,78,70,83,72,76,70,81,67,76,72,66
102,Getafe,Elche,0,0,Matchweek 11,-6.0,-12.0,1.0,-3.0,13.0,8.0,10.0,4.0,4.0,3.2,2.0,79,76,68,73,70,73,75,71,74,71,70,70,63,75,68,73,70,72,71,72,67,70
103,Real Madrid,Rayo Vallecano,5,1,Matchweek 11,27.0,-6.0,16.0,-6.0,24.0,11.0,15.0,6.0,26.0,15.0,1.05,79,71,83,76,87,67,92,77,85,73,85,77,76,71,87,72,82,74,62,73,87,76
104,Málaga,Eibar,2,1,Matchweek 11,4.0,-1.0,7.0,-2.0,18.0,13.0,12.0,6.0,6.0,3.75,1.57,73,74,77,69,76,70,78,70,67,70,74,71,73,72,73,68,68,75,63,71,71,71
105,Celta Vigo,Granada,0,0,Matchweek 11,6.0,-11.0,2.0,-6.0,19.0,9.0,10.0,1.0,6.0,3.8,1.57,72,76,75,76,68,72,74,71,77,75,74,78,74,67,72,69,69,73,73,68,75,74
106,Sevilla,Levante,1,1,Matchweek 11,7.0,-18.0,5.0,-7.0,22.0,8.0,9.0,4.0,12.0,5.5,1.25,81,71,77,77,79,74,76,72,81,74,72,74,79,71,80,74,77,76,78,76,78,76
107,Espanyol,Villarreal,1,1,Matchweek 11,-2.0,2.0,-1.0,1.0,10.0,14.0,5.0,6.0,2.3,3.2,3.1,80,79,74,72,69,79,76,73,75,76,77,78,71,72,65,74,68,73,75,72,55,79
108,Valencia,Athletic Club,0,0,Matchweek 11,14.0,-5.0,3.0,-3.0,23.0,11.0,10.0,8.0,5.25,4.0,1.62,81,78,77,81,81,81,79,80,78,73,74,78,78,78,80,74,72,67,75,77,80,63
109,Real Sociedad,Atlético Madrid,2,1,Matchweek 11,-5.0,10.0,-4.0,3.0,6.0,23.0,2.0,12.0,1.8,3.6,4.33,70,78,76,84,79,77,77,79,80,82,77,79,77,83,79,84,82,82,64,79,67,83
110,Athletic Club,Espanyol,3,1,Matchweek 12,-5.0,-2.0,2.0,-3.0,12.0,11.0,8.0,5.0,4.5,3.5,1.8,78,80,81,74,81,71,80,76,80,71,73,77,78,71,78,65,80,68,74,75,77,70
111,Atlético Madrid,Málaga,3,1,Matchweek 12,9.0,5.0,4.0,7.0,23.0,21.0,9.0,15.0,7.5,4.2,1.44,78,73,84,76,80,76,82,78,82,67,83,76,84,75,82,73,77,68,79,63,71,71
112,Eibar,Real Madrid,0,4,Matchweek 12,-2.0,31.0,-3.0,15.0,13.0,27.0,5.0,15.0,1.18,6.5,15.0,74,84,69,79,73,83,70,87,70,92,70,85,71,85,72,76,75,87,71,82,73,83
113,Barcelona,Sevilla,5,1,Matchweek 12,20.0,7.0,1.0,2.0,25.0,23.0,9.0,10.0,11.0,7.0,1.2,83,81,84,79,83,75,85,76,86,81,89,72,93,80,86,77,81,78,83,75,80,78
