,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek
12,Stuttgart,Ron-Robert Zieler,Dennis Aogo,Timo Baumgartl,Josip Brekalo,Simon Terodde,Chadrac Akolo,Christian Gentner,Benjamin Pavard,Orel Mangala,Holger Badstuber,Marcin Kamiński,Mainz 05,René Adler,Giulio Donati,Abdou Diallo,Danny Latza,Robin Quaison,Levin Öztunalı,Yoshinori Mutō,Alexandru Maxim,Stefan Bell,Daniel Brosinski,Fabian Frei,1,0,Matchweek 2
13,Leverkusen,Bernd Leno,Jonathan Tah,Sven Bender,Julian Brandt,Admir Mehmedi,Wendell,Charles Aránguiz,Dominik Kohr,Kevin Volland,Karim Bellarabi,Benjamin Henrichs,Hoffenheim,Oliver Baumann,Ermin Bičakčić,Lukas Rupp,Sandro Wagner,Jeremy Toljan,Steven Zuber,Nadiem Amiri,Mark Uth,Benjamin Hübner,Kevin Vogt,Andrej Kramarić,2,2,Matchweek 2
14,Werder Bremen,Jiří Pavlenka,Robert Bauer,Ludwig Augustinsson,Thomas Delaney,Jérôme Gondorf,Max Kruse,Miloš Veljković,Fin Bartels,Theodor Gebre Selassie,Lamine Sané,Maximilian Eggestein,Bayern Munich,Manuel Neuer,Niklas Süle,Mats Hummels,Thiago Alcántara,Franck Ribéry,Robert Lewandowski,Arjen Robben,Arturo Vidal,Corentin Tolisso,David Alaba,Joshua Kimmich,0,2,Matchweek 2
15,Dortmund,Roman Bürki,Dan-Axel Zagadou,Marc Bartra,Nuri Şahin,Mario Götze,Pierre-Emerick Aubameyang,Maximilian Philipp,Christian Pulisic,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Hertha BSC,Rune Jarstein,Per Ciljan Skjelbred,Karim Rekik,Niklas Stark,Vladimír Darida,Salomon Kalou,Mathew Leckie,Sebastian Langkamp,Vedad Ibišević,Marvin Plattenhardt,Mitchell Weiser,2,0,Matchweek 2
16,RB Leipzig,Péter Gulácsi,Willi Orban,Dayot Upamecano,Marcel Sabitzer,Naby Keïta,Emil Forsberg,Timo Werner,Lukas Klostermann,Marcel Halstenberg,Jean-Kévin Augustin,Diego Demme,Freiburg,Alexander Schwolow,Philipp Lienhart,Florian Niederlechner,Mike Frantz,Marco Terrazzino,Pascal Stenzel,Janik Haberer,Marc-Oliver Kempf,Julian Schuster,Nicolas Höfler,Christian Günter,4,1,Matchweek 2
17,Hannover 96,Philipp Tschauner,Julian Korb,Felipe,Marvin Bakalorz,Felix Klaus,Martin Harnik,Salif Sané,Matthias Ostrzolek,Niclas Füllkrug,Pirmin Schwegler,Waldemar Anton,Schalke 04,Ralf Fährmann,Matija Nastasić,Leon Goretzka,Franco Di Santo,Nabil Bentaleb,Yevhen Konoplyanka,Daniel Caligiuri,Thilo Kehrer,Bastian Oczipka,Amine Harit,Naldo,1,0,Matchweek 2
18,Hamburger SV,Christian Mathenia,Dennis Diekmeier,Rick van Drongelen,Bobby Wood,Lewis Holtby,Kyriakos Papadopoulos,André Hahn,Walace,Filip Kostić,Albin Ekdal,Gideon Jung,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Dayot Upamecano,Marcel Sabitzer,Naby Keïta,Timo Werner,Bruma,Marcel Halstenberg,Jean-Kévin Augustin,Diego Demme,0,2,Matchweek 3
19,Wolfsburg,Koen Casteels,William,Ignacio Camacho,Daniel Didavi,Yannick Gerhardt,Divock Origi,Ohis Felix Uduokhai,Josuha Guilavogui,Maximilian Arnold,Robin Knoche,Mario Gómez,Hannover 96,Philipp Tschauner,Julian Korb,Felipe,Marvin Bakalorz,Manuel Schmiedebach,Jonathas,Felix Klaus,Martin Harnik,Salif Sané,Matthias Ostrzolek,Waldemar Anton,1,1,Matchweek 3
20,Mainz 05,René Adler,Giulio Donati,Leon Balogun,Abdou Diallo,Danny Latza,Levin Öztunalı,Yoshinori Mutō,Stefan Bell,Daniel Brosinski,Fabian Frei,Pablo de Blasis,Leverkusen,Bernd Leno,Jonathan Tah,Sven Bender,Julian Brandt,Admir Mehmedi,Wendell,Charles Aránguiz,Dominik Kohr,Kevin Volland,Karim Bellarabi,Benjamin Henrichs,3,1,Matchweek 3
21,Augsburg,Marwin Hitz,Daniel Opare,Jeffrey Gouweleeuw,Marcel Heller,Rani Khedira,Daniel Baier,Michael Gregoritsch,Alfreð Finnbogason,Caiuby,Philipp Max,Martin Hinteregger,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Marco Höger,Simon Zoller,Yuya Osako,Jonas Hector,Jhon Córdoba,Leonardo Bittencourt,Lukas Klünter,Matthias Lehmann,3,0,Matchweek 3
22,Gladbach,Yann Sommer,Jannik Vestergaard,Christoph Kramer,Patrick Herrmann,Denis Zakaria,Thorgan Hazard,Raffael,Lars Stindl,Oscar Wendt,Matthias Ginter,Nico Elvedi,Eint Frankfurt,Lukáš Hrádecký,Simon Falette,Gelson Fernandes,Jonathan de Guzmán,Sébastien Haller,Mijat Gaćinović,Carlos Salcedo,Jetro Willems,Kevin-Prince Boateng,David Abraham,Timothy Chandler,0,1,Matchweek 3
23,Freiburg,Alexander Schwolow,Philipp Lienhart,Çağlar Söyüncü,Amir Abrashi,Marco Terrazzino,Yoric Ravet,Lukas Kübler,Janik Haberer,Vincent Sierro,Christian Günter,Tim Kleindienst,Dortmund,Roman Bürki,Marc Bartra,Nuri Şahin,Mario Götze,Pierre-Emerick Aubameyang,Maximilian Philipp,Christian Pulisic,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Marcel Schmelzer,0,0,Matchweek 3
24,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Ermin Bičakčić,Håvard Nordtveit,Kerem Demirbay,Steven Zuber,Nadiem Amiri,Mark Uth,Benjamin Hübner,Andrej Kramarić,Dennis Geiger,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Javi Martínez,Robert Lewandowski,Rafinha,Sebastian Rudy,Corentin Tolisso,Thomas Müller,Kingsley Coman,Joshua Kimmich,2,0,Matchweek 3
25,Hertha BSC,Rune Jarstein,Per Ciljan Skjelbred,Karim Rekik,Niklas Stark,Vladimír Darida,Alexander Esswein,Mathew Leckie,Sebastian Langkamp,Vedad Ibišević,Marvin Plattenhardt,Mitchell Weiser,Werder Bremen,Jiří Pavlenka,Robert Bauer,Ludwig Augustinsson,Thomas Delaney,Florian Kainz,Max Kruse,Miloš Veljković,Fin Bartels,Theodor Gebre Selassie,Lamine Sané,Maximilian Eggestein,1,1,Matchweek 3
26,Schalke 04,Ralf Fährmann,Matija Nastasić,Max Meyer,Leon Goretzka,Nabil Bentaleb,Yevhen Konoplyanka,Benjamin Stambouli,Thilo Kehrer,Bastian Oczipka,Amine Harit,Naldo,Stuttgart,Ron-Robert Zieler,Dennis Aogo,Timo Baumgartl,Josip Brekalo,Simon Terodde,Chadrac Akolo,Christian Gentner,Benjamin Pavard,Orel Mangala,Andreas Beck,Marcin Kamiński,3,1,Matchweek 3
27,Hannover 96,Philipp Tschauner,Julian Korb,Felipe,Marvin Bakalorz,Martin Harnik,Salif Sané,Matthias Ostrzolek,Niclas Füllkrug,Kenan Karaman,Pirmin Schwegler,Waldemar Anton,Hamburger SV,Christian Mathenia,Dennis Diekmeier,Douglas Santos,Lewis Holtby,Kyriakos Papadopoulos,André Hahn,Walace,Bakery Jatta,Sven Schipplock,Albin Ekdal,Gideon Jung,2,0,Matchweek 4
28,Stuttgart,Ron-Robert Zieler,Dennis Aogo,Timo Baumgartl,Santiago Ascacíbar,Simon Terodde,Anastasios Donis,Chadrac Akolo,Christian Gentner,Benjamin Pavard,Andreas Beck,Marcin Kamiński,Wolfsburg,Koen Casteels,William,Ignacio Camacho,Landry Dimata,Daniel Didavi,Yannick Gerhardt,Divock Origi,Ohis Felix Uduokhai,Josuha Guilavogui,Maximilian Arnold,Robin Knoche,1,0,Matchweek 4
29,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Robert Lewandowski,Arjen Robben,Rafinha,Jérôme Boateng,Arturo Vidal,Thomas Müller,Kingsley Coman,Joshua Kimmich,Mainz 05,René Adler,Giulio Donati,Leon Balogun,Abdou Diallo,Robin Quaison,Levin Öztunalı,Stefan Bell,Daniel Brosinski,Fabian Frei,Suat Serdar,Pablo de Blasis,4,0,Matchweek 4
30,Eint Frankfurt,Lukáš Hrádecký,Simon Falette,Jonathan de Guzmán,Sébastien Haller,Mijat Gaćinović,Carlos Salcedo,Jetro Willems,Kevin-Prince Boateng,David Abraham,Makoto Hasebe,Timothy Chandler,Augsburg,Marwin Hitz,Daniel Opare,Jeffrey Gouweleeuw,Marcel Heller,Rani Khedira,Daniel Baier,Jonathan Schmid,Koo Ja-cheol,Alfreð Finnbogason,Philipp Max,Martin Hinteregger,1,2,Matchweek 4
31,Werder Bremen,Jiří Pavlenka,Robert Bauer,Ludwig Augustinsson,Thomas Delaney,Florian Kainz,Max Kruse,Miloš Veljković,Fin Bartels,Theodor Gebre Selassie,Lamine Sané,Maximilian Eggestein,Schalke 04,Ralf Fährmann,Matija Nastasić,Leon Goretzka,Yevhen Konoplyanka,Benjamin Stambouli,Daniel Caligiuri,Guido Burgstaller,Thilo Kehrer,Bastian Oczipka,Amine Harit,Naldo,1,2,Matchweek 4
32,RB Leipzig,Péter Gulácsi,Bernardo,Dayot Upamecano,Naby Keïta,Emil Forsberg,Timo Werner,Stefan Ilsanker,Lukas Klostermann,Konrad Laimer,Jean-Kévin Augustin,Kevin Kampl,Gladbach,Yann Sommer,Jannik Vestergaard,Christoph Kramer,Denis Zakaria,Thorgan Hazard,Raffael,Lars Stindl,Oscar Wendt,Jonas Hofmann,Matthias Ginter,Nico Elvedi,2,2,Matchweek 4
33,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Håvard Nordtveit,Kerem Demirbay,Sandro Wagner,Steven Zuber,Nadiem Amiri,Benjamin Hübner,Kevin Vogt,Andrej Kramarić,Dennis Geiger,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Karim Rekik,Alexander Esswein,Ondrej Duda,Mathew Leckie,Sebastian Langkamp,Marvin Plattenhardt,Mitchell Weiser,Fabian Lustenberger,1,1,Matchweek 4
34,Leverkusen,Bernd Leno,Panagiotis Retsos,Sven Bender,Lars Bender,Julian Brandt,Wendell,Charles Aránguiz,Dominik Kohr,Kai Havertz,Kevin Volland,Karim Bellarabi,Freiburg,Alexander Schwolow,Philipp Lienhart,Çağlar Söyüncü,Amir Abrashi,Florian Niederlechner,Marco Terrazzino,Lukas Kübler,Janik Haberer,Nicolas Höfler,Christian Günter,Tim Kleindienst,4,0,Matchweek 4
35,Dortmund,Roman Bürki,Dan-Axel Zagadou,Nuri Şahin,Andriy Yarmolenko,Pierre-Emerick Aubameyang,Mahmoud Dahoud,Maximilian Philipp,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Ömer Toprak,Köln,Timo Horn,Dominique Heintz,Marco Höger,Marcel Risse,Yuya Osako,Jhon Córdoba,Leonardo Bittencourt,Jorge Meré,Jannes Horn,Lukas Klünter,Matthias Lehmann,5,0,Matchweek 4
36,Gladbach,Tobias Sippel,Jannik Vestergaard,Christoph Kramer,Patrick Herrmann,Denis Zakaria,Thorgan Hazard,Raffael,Lars Stindl,Oscar Wendt,Matthias Ginter,Nico Elvedi,Stuttgart,Ron-Robert Zieler,Dennis Aogo,Timo Baumgartl,Santiago Ascacíbar,Simon Terodde,Takuma Asano,Anastasios Donis,Benjamin Pavard,Orel Mangala,Andreas Beck,Marcin Kamiński,2,0,Matchweek 5
37,Schalke 04,Ralf Fährmann,Weston McKennie,Matija Nastasić,Leon Goretzka,Nabil Bentaleb,Daniel Caligiuri,Guido Burgstaller,Thilo Kehrer,Bastian Oczipka,Amine Harit,Naldo,Bayern Munich,Sven Ulreich,Niklas Süle,Javi Martínez,Robert Lewandowski,James Rodríguez,Rafinha,Sebastian Rudy,Corentin Tolisso,Thomas Müller,Kingsley Coman,Joshua Kimmich,0,3,Matchweek 5
38,Augsburg,Marwin Hitz,Daniel Opare,Jeffrey Gouweleeuw,Rani Khedira,Daniel Baier,Michael Gregoritsch,Jan Morávek,Alfreð Finnbogason,Caiuby,Philipp Max,Martin Hinteregger,RB Leipzig,Yvon Mvogo,Willi Orban,Marcel Sabitzer,Yussuf Poulsen,Timo Werner,Bruma,Benno Schmitz,Marcel Halstenberg,Diego Demme,Marvin Compper,Kevin Kampl,1,0,Matchweek 5
39,Wolfsburg,Koen Casteels,Paul Verhaegh,Ignacio Camacho,Paul-Georges Ntep,Yunus Mallı,Daniel Didavi,Yannick Gerhardt,Divock Origi,Ohis Felix Uduokhai,Maximilian Arnold,Robin Knoche,Werder Bremen,Jiří Pavlenka,Luca Caldirola,Robert Bauer,Ludwig Augustinsson,Thomas Delaney,Florian Kainz,Jérôme Gondorf,Miloš Veljković,Fin Bartels,Theodor Gebre Selassie,Maximilian Eggestein,1,1,Matchweek 5
40,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Dominic Maroh,Marco Höger,Simon Zoller,Yuya Osako,Jhon Córdoba,Leonardo Bittencourt,Matthias Lehmann,Konstantin Rausch,Eint Frankfurt,Lukáš Hrádecký,Simon Falette,Ante Rebić,Gelson Fernandes,Sébastien Haller,Mijat Gaćinović,Kevin-Prince Boateng,David Abraham,Makoto Hasebe,Timothy Chandler,Taleb Tawatha,0,1,Matchweek 5
41,Freiburg,Alexander Schwolow,Philipp Lienhart,Çağlar Söyüncü,Florian Niederlechner,Mike Frantz,Marco Terrazzino,Pascal Stenzel,Janik Haberer,Julian Schuster,Nicolas Höfler,Christian Günter,Hannover 96,Philipp Tschauner,Julian Korb,Marvin Bakalorz,Felix Klaus,Martin Harnik,Florian Hübner,Salif Sané,Matthias Ostrzolek,Niclas Füllkrug,Pirmin Schwegler,Waldemar Anton,1,1,Matchweek 5
42,Hamburger SV,Christian Mathenia,Dennis Diekmeier,Mërgim Mavraj,Bobby Wood,Lewis Holtby,Kyriakos Papadopoulos,André Hahn,Walace,Sejad Salihović,Gōtoku Sakai,Gideon Jung,Dortmund,Roman Bürki,Dan-Axel Zagadou,Nuri Şahin,Andriy Yarmolenko,Pierre-Emerick Aubameyang,Christian Pulisic,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Ömer Toprak,0,3,Matchweek 5
43,Mainz 05,René Adler,Giulio Donati,Leon Balogun,Danny Latza,Levin Öztunalı,Yoshinori Mutō,Viktor Fischer,Stefan Bell,Daniel Brosinski,Suat Serdar,Jean-Philippe Gbamin,Hoffenheim,Oliver Baumann,Håvard Nordtveit,Lukas Rupp,Eugen Polanski,Sandro Wagner,Nico Schulz,Nadiem Amiri,Mark Uth,Benjamin Hübner,Kevin Vogt,Felix Passlack,2,3,Matchweek 5
44,Hertha BSC,Rune Jarstein,Per Ciljan Skjelbred,Karim Rekik,Niklas Stark,Vladimír Darida,Salomon Kalou,Ondrej Duda,Mathew Leckie,Vedad Ibišević,Marvin Plattenhardt,Mitchell Weiser,Leverkusen,Bernd Leno,Panagiotis Retsos,Sven Bender,Lars Bender,Julian Brandt,Wendell,Charles Aránguiz,Dominik Kohr,Kai Havertz,Kevin Volland,Karim Bellarabi,2,1,Matchweek 5
45,Bayern Munich,Sven Ulreich,Mats Hummels,Franck Ribéry,Robert Lewandowski,Arjen Robben,Rafinha,Jérôme Boateng,Sebastian Rudy,Arturo Vidal,Thomas Müller,Joshua Kimmich,Wolfsburg,Koen Casteels,William,Paul Verhaegh,Ignacio Camacho,Yunus Mallı,Divock Origi,Ohis Felix Uduokhai,Josuha Guilavogui,Maximilian Arnold,Marcel Tisserand,Gian-Luca Itter,2,2,Matchweek 6
46,Werder Bremen,Jiří Pavlenka,Robert Bauer,Ludwig Augustinsson,Thomas Delaney,Florian Kainz,Miloš Veljković,Niklas Moisander,Fin Bartels,Theodor Gebre Selassie,Ishak Belfodil,Philipp Bargfrede,Freiburg,Alexander Schwolow,Philipp Lienhart,Çağlar Söyüncü,Florian Niederlechner,Mike Frantz,Marco Terrazzino,Pascal Stenzel,Janik Haberer,Julian Schuster,Nicolas Höfler,Christian Günter,0,0,Matchweek 6
47,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Håvard Nordtveit,Steven Zuber,Nadiem Amiri,Mark Uth,Benjamin Hübner,Kevin Vogt,Andrej Kramarić,Serge Gnabry,Dennis Geiger,Schalke 04,Ralf Fährmann,Weston McKennie,Matija Nastasić,Max Meyer,Franco Di Santo,Yevhen Konoplyanka,Benjamin Stambouli,Daniel Caligiuri,Thilo Kehrer,Amine Harit,Naldo,2,0,Matchweek 6
48,Mainz 05,René Adler,Giulio Donati,Abdou Diallo,Danny Latza,Yoshinori Mutō,Alexandru Maxim,Stefan Bell,Daniel Brosinski,Fabian Frei,Jean-Philippe Gbamin,Pablo de Blasis,Hertha BSC,Rune Jarstein,Per Ciljan Skjelbred,Karim Rekik,Salomon Kalou,Ondrej Duda,Mathew Leckie,Sebastian Langkamp,Vedad Ibišević,Marvin Plattenhardt,Mitchell Weiser,Fabian Lustenberger,1,0,Matchweek 6
49,Stuttgart,Ron-Robert Zieler,Dennis Aogo,Timo Baumgartl,Santiago Ascacíbar,Josip Brekalo,Simon Terodde,Anastasios Donis,Benjamin Pavard,Holger Badstuber,Andreas Beck,Marcin Kamiński,Augsburg,Marwin Hitz,Daniel Opare,Jeffrey Gouweleeuw,Marcel Heller,Rani Khedira,Koo Ja-cheol,Gojko Kačar,Alfreð Finnbogason,Caiuby,Philipp Max,Martin Hinteregger,0,0,Matchweek 6
50,RB Leipzig,Péter Gulácsi,Willi Orban,Dayot Upamecano,Marcel Sabitzer,Emil Forsberg,Timo Werner,Stefan Ilsanker,Lukas Klostermann,Marcel Halstenberg,Jean-Kévin Augustin,Diego Demme,Eint Frankfurt,Lukáš Hrádecký,Simon Falette,Gelson Fernandes,Jonathan de Guzmán,Sébastien Haller,Jetro Willems,David Abraham,Makoto Hasebe,Timothy Chandler,Marius Wolf,Daichi Kamada,2,1,Matchweek 6
51,Dortmund,Roman Bürki,Mario Götze,Jeremy Toljan,Pierre-Emerick Aubameyang,Mahmoud Dahoud,Maximilian Philipp,Christian Pulisic,Sokratis Papastathopoulos,Łukasz Piszczek,Julian Weigl,Ömer Toprak,Gladbach,Tobias Sippel,Jannik Vestergaard,Christoph Kramer,Denis Zakaria,Thorgan Hazard,Raffael,Lars Stindl,Oscar Wendt,Fabian Johnson,Matthias Ginter,Nico Elvedi,6,1,Matchweek 6
52,Hannover 96,Philipp Tschauner,Julian Korb,Marvin Bakalorz,Ihlas Bebou,Martin Harnik,Salif Sané,Matthias Ostrzolek,Niclas Füllkrug,Kenan Karaman,Pirmin Schwegler,Waldemar Anton,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Dominic Maroh,Yuya Osako,Jhon Córdoba,Salih Özcan,Leonardo Bittencourt,Lukas Klünter,Matthias Lehmann,Konstantin Rausch,0,0,Matchweek 6
53,Leverkusen,Bernd Leno,Jonathan Tah,Sven Bender,Leon Bailey,Lucas Alario,Admir Mehmedi,Julian Baumgartlinger,Wendell,Charles Aránguiz,Kevin Volland,Benjamin Henrichs,Hamburger SV,Christian Mathenia,Dennis Diekmeier,Mërgim Mavraj,Bobby Wood,Lewis Holtby,Kyriakos Papadopoulos,André Hahn,Walace,Sejad Salihović,Gōtoku Sakai,Gideon Jung,3,0,Matchweek 6
54,Schalke 04,Ralf Fährmann,Weston McKennie,Matija Nastasić,Leon Goretzka,Yevhen Konoplyanka,Daniel Caligiuri,Thilo Kehrer,Bastian Oczipka,Amine Harit,Naldo,Breel Embolo,Leverkusen,Bernd Leno,Panagiotis Retsos,Jonathan Tah,Sven Bender,Lars Bender,Julian Brandt,Lucas Alario,Wendell,Charles Aránguiz,Kevin Volland,Karim Bellarabi,1,1,Matchweek 7
55,Wolfsburg,Koen Casteels,Paul Verhaegh,Ignacio Camacho,Yunus Mallı,Daniel Didavi,Divock Origi,Jakub Błaszczykowski,Ohis Felix Uduokhai,Josuha Guilavogui,Marcel Tisserand,Gian-Luca Itter,Mainz 05,René Adler,Giulio Donati,Abdou Diallo,Danny Latza,Levin Öztunalı,Yoshinori Mutō,Stefan Bell,Daniel Brosinski,Fabian Frei,Jean-Philippe Gbamin,Pablo de Blasis,1,1,Matchweek 7
56,Gladbach,Yann Sommer,Jannik Vestergaard,Christoph Kramer,Thorgan Hazard,Raffael,Lars Stindl,Oscar Wendt,Fabian Johnson,Mickaël Cuisance,Matthias Ginter,Nico Elvedi,Hannover 96,Philipp Tschauner,Julian Korb,Marvin Bakalorz,Felix Klaus,Ihlas Bebou,Martin Harnik,Salif Sané,Matthias Ostrzolek,Kenan Karaman,Pirmin Schwegler,Waldemar Anton,2,1,Matchweek 7
57,Augsburg,Marwin Hitz,Daniel Opare,Jeffrey Gouweleeuw,Marcel Heller,Rani Khedira,Daniel Baier,Michael Gregoritsch,Alfreð Finnbogason,Caiuby,Philipp Max,Martin Hinteregger,Dortmund,Roman Bürki,Marc Bartra,Andriy Yarmolenko,Jeremy Toljan,Pierre-Emerick Aubameyang,Mahmoud Dahoud,Christian Pulisic,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Julian Weigl,1,2,Matchweek 7
