,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form
39,39,Hannover 96,Michael Esser,Marvin Bakalorz,Walace,Ihlas Bebou,Matthias Ostrzolek,Niclas Füllkrug,Oliver Sorg,Pirmin Schwegler,Kevin Wimmer,Waldemar Anton,Linton Maina,Hoffenheim,Gregor Kobel,Joshua Brenet,Pavel Kadeřábek,Ermin Bičakčić,Reiss Nelson,Florian Grillitsch,Leonardo Bittencourt,Kevin Vogt,Kevin Akpoguma,Ádám Szalai,Joelinton,1,3,Matchweek 5,5,-3.0,-1.0,-3.0,-1.0,2.0,4.0,2.0,4.0
40,40,Düsseldorf,Michael Rensing,Kaan Ayhan,Alfredo Morales,Benito Raman,Kevin Stöger,Niko Gießelmann,Matthias Zimmermann,Rouwen Hennings,Marcel Sobottka,Marcin Kamiński,Jean Zimmer,Leverkusen,Lukáš Hrádecký,Jonathan Tah,Sven Bender,Lars Bender,Leon Bailey,Isaac Kiese Thelin,Tin Jedvaj,Wendell,Dominik Kohr,Kai Havertz,Kevin Volland,1,2,Matchweek 5,5,0.0,-5.0,0.0,-5.0,5.0,3.0,5.0,3.0
41,41,Gladbach,Yann Sommer,Christoph Kramer,Patrick Herrmann,Thorgan Hazard,Alassane Pléa,Jordan Beyer,Oscar Wendt,Jonas Hofmann,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Eint Frankfurt,Kevin Trapp,Obite N'Dicka,Gelson Fernandes,Sébastien Haller,Filip Kostić,Mijat Gaćinović,Jetro Willems,David Abraham,Makoto Hasebe,Danny da Costa,Nicolai Müller,3,1,Matchweek 5,5,1.0,-1.0,1.0,-1.0,7.0,4.0,7.0,4.0
42,42,RB Leipzig,Péter Gulácsi,Willi Orban,Dayot Upamecano,Marcel Sabitzer,Yussuf Poulsen,Emil Forsberg,Timo Werner,Nordi Mukiele,Marcel Halstenberg,Diego Demme,Kevin Kampl,Stuttgart,Ron-Robert Zieler,Dennis Aogo,Timo Baumgartl,Santiago Ascacíbar,Pablo Maffeo,Erik Thommy,Chadrac Akolo,Christian Gentner,Benjamin Pavard,Borna Sosa,Mario Gómez,2,0,Matchweek 5,5,-2.0,-4.0,-2.0,-4.0,5.0,2.0,5.0,2.0
43,43,Dortmund,Roman Bürki,Dan-Axel Zagadou,Achraf Hakimi,Thomas Delaney,Marco Reus,Manuel Akanji,Maximilian Philipp,Christian Pulisic,Axel Witsel,Marcel Schmelzer,Jacob Bruun Larsen,Nürnberg,Fabian Bredlow,Robert Bauer,Yuya Kubo,Hanno Behrens,Enrico Valentini,Tim Leibold,Virgil Misidjan,Lukas Mühl,Patrick Erras,Georg Margreitter,Alexander Fuchs,7,0,Matchweek 5,5,5.0,1.0,5.0,1.0,8.0,5.0,8.0,5.0
44,44,Mainz 05,Florian Müller,Aarón Martín,Robin Quaison,Alexandru Maxim,Stefan Bell,Daniel Brosinski,Moussa Niakhate,Anthony Ujah,Karim Onisiwo,Jean-Philippe Gbamin,Ridle Baku,Wolfsburg,Koen Casteels,William,Ignacio Camacho,Josip Brekalo,Admir Mehmedi,Jérôme Roussillon,John Brooks,Maximilian Arnold,Robin Knoche,Daniel Ginczek,Elvis Rexhbeçaj,0,0,Matchweek 5,5,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0
45,45,Hertha BSC,Thomas Kraft,Per Ciljan Skjelbred,Karim Rekik,Niklas Stark,Salomon Kalou,Ondrej Duda,Javairô Dilrosun,Maximilian Mittelstädt,Vedad Ibišević,Valentino Lazaro,Arne Maier,Bayern Munich,Manuel Neuer,Niklas Süle,Thiago Alcántara,Franck Ribéry,Robert Lewandowski,Arjen Robben,James Rodríguez,Jérôme Boateng,David Alaba,Joshua Kimmich,Renato Sanches,2,0,Matchweek 6,6,3.0,9.0,2.0,7.0,10.0,13.0,10.0,13.0
46,46,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Florian Grillitsch,Leonardo Bittencourt,Nico Schulz,Ishak Belfodil,Justin Hoogma,Kevin Akpoguma,Andrej Kramarić,Ádám Szalai,Stefan Posch,RB Leipzig,Péter Gulácsi,Marcelo Saracchi,Dayot Upamecano,Ibrahima Konaté,Marcel Sabitzer,Yussuf Poulsen,Timo Werner,Stefan Ilsanker,Konrad Laimer,Diego Demme,Kevin Kampl,1,2,Matchweek 6,6,1.0,0.0,3.0,3.0,7.0,8.0,7.0,8.0
47,47,Wolfsburg,Koen Casteels,William,Ignacio Camacho,Josip Brekalo,Renato Steffen,Wout Weghorst,Yunus Mallı,Jérôme Roussillon,John Brooks,Maximilian Arnold,Robin Knoche,Gladbach,Yann Sommer,Michael Lang,Christoph Kramer,Patrick Herrmann,Denis Zakaria,Thorgan Hazard,Alassane Pléa,Oscar Wendt,Matthias Ginter,Nico Elvedi,Florian Neuhaus,2,2,Matchweek 6,6,1.0,3.0,0.0,1.0,8.0,10.0,8.0,10.0
48,48,Schalke 04,Ralf Fährmann,Hamza Mendyl,Matija Nastasić,Suat Serdar,Nabil Bentaleb,Yevhen Konoplyanka,Daniel Caligiuri,Guido Burgstaller,Amine Harit,Salif Sané,Alessandro Schöpf,Mainz 05,Florian Müller,Robin Quaison,Levin Öztunalı,Jean-Philippe Mateta,Pierre Kunde,Stefan Bell,Moussa Niakhate,Phillipp Mwene,Gaëtan Bussmann,Jean-Philippe Gbamin,Ridle Baku,1,0,Matchweek 6,6,-7.0,1.0,-6.0,0.0,0.0,8.0,0.0,8.0
49,49,Stuttgart,Ron-Robert Zieler,Dennis Aogo,Timo Baumgartl,Santiago Ascacíbar,Daniel Didavi,Anastasios Donis,Christian Gentner,Benjamin Pavard,Borna Sosa,Mario Gómez,Andreas Beck,Werder Bremen,Jiří Pavlenka,Ludwig Augustinsson,Yuya Osako,Max Kruse,Miloš Veljković,Nuri Şahin,Niklas Moisander,Theodor Gebre Selassie,Davy Klaassen,Maximilian Eggestein,Philipp Bargfrede,2,1,Matchweek 6,6,-6.0,4.0,-5.0,4.0,2.0,11.0,2.0,11.0
