,Unnamed: 0.1,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H
47,47,47,Ingolstadt 04,Ørjan Nyland,Anthony Jung,Mathew Leckie,Roger,Moritz Hartmann,Pascal Groß,Lukas Hinterseer,Tobias Levels,Marcel Tisserand,Marvin Matip,Almog Cohen,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Sebastian Rudy,Lukas Rupp,Kerem Demirbay,Sandro Wagner,Jeremy Toljan,Benjamin Hübner,Kevin Vogt,Niklas Süle,Andrej Kramarić,Matchweek 6,1,2,6,-8.0,1.0,-8.0,1.0,1.0,7.0,1.0,7.0,3.75,3.4,2.05
48,48,48,Hertha BSC,Rune Jarstein,Per Ciljan Skjelbred,Niklas Stark,Alexander Esswein,Valentin Stocker,Sebastian Langkamp,Vedad Ibišević,Marvin Plattenhardt,Mitchell Weiser,Genki Haraguchi,Fabian Lustenberger,Hamburger SV,René Adler,Cléber,Emir Spahić,Douglas Santos,Bobby Wood,Lewis Holtby,Pierre-Michel Lasogga,Filip Kostić,Albin Ekdal,Gōtoku Sakai,Nicolai Müller,Matchweek 6,2,0,6,2.0,-8.0,1.0,-8.0,10.0,1.0,10.0,1.0,4.2,3.25,2.0
49,49,49,Darmstadt 98,Michael Esser,Alexander Milošević,Aytaç Sulu,Artem Fedetskyi,Jérôme Gondorf,Roman Bezjak,Antonio Čolak,Marcel Heller,Florian Jungwirth,László Kleinheisler,Fabian Holland,Werder Bremen,Jaroslav Drobný,Robert Bauer,Clemens Fritz,Izet Hajrović,Zlatko Junuzović,Niklas Moisander,Theodor Gebre Selassie,Lamine Sané,Florian Grillitsch,Serge Gnabry,Ousman Manneh,Matchweek 6,2,2,6,-8.0,-10.0,-6.0,-4.0,4.0,3.0,4.0,3.0,2.3,3.4,3.1
50,50,50,Freiburg,Alexander Schwolow,Çağlar Söyüncü,Amir Abrashi,Florian Niederlechner,Mike Frantz,Onur Bulut,Pascal Stenzel,Maximilian Philipp,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Szabolcs Huszti,Haris Seferović,Marco Fabián,Alexander Meier,David Abraham,Makoto Hasebe,Timothy Chandler,Omar Mascarell,Matchweek 6,1,0,6,-3.0,3.0,-2.0,2.0,6.0,10.0,6.0,10.0,3.2,3.3,2.3
51,51,51,Leverkusen,Bernd Leno,Jonathan Tah,Javier Hernández,Lars Bender,Hakan Çalhanoğlu,Admir Mehmedi,Julian Brandt,Charles Aránguiz,Ömer Toprak,Benjamin Henrichs,Kevin Kampl,Dortmund,Roman Bürki,Ousmane Dembélé,Raphaël Guerreiro,Pierre-Emerick Aubameyang,Sebastian Rode,Christian Pulisic,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Matthias Ginter,Julian Weigl,Matchweek 6,2,0,6,1.0,12.0,2.0,11.0,7.0,12.0,7.0,12.0,1.95,3.6,3.8
52,52,52,Wolfsburg,Koen Casteels,Jeffrey Bruma,Daniel Caligiuri,Julian Draxler,Jakub Błaszczykowski,Christian Träsch,Maximilian Arnold,Paul Seguin,Robin Knoche,Mario Gómez,Ricardo Rodríguez,Mainz 05,Jonas Lössl,Giulio Donati,Levin Öztunalı,Yunus Mallı,Jhon Córdoba,Stefan Bell,Fabian Frei,Karim Onisiwo,Gaëtan Bussmann,Jean-Philippe Gbamin,Alexander Hack,Matchweek 6,0,0,6,-3.0,1.0,-5.0,2.0,5.0,7.0,5.0,7.0,4.33,3.6,1.85
53,53,53,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Johannes Geis,Sead Kolašinac,Leon Goretzka,Nabil Bentaleb,Eric Maxim Choupo-Moting,Alessandro Schöpf,Naldo,Matija Nastasić,Breel Embolo,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Christoph Kramer,Mahmoud Dahoud,Thorgan Hazard,Ibrahima Traoré,Fabian Johnson,Tony Jantschke,André Hahn,Nico Elvedi,Matchweek 6,4,0,6,-8.0,4.0,-7.0,3.0,0.0,10.0,0.0,10.0,3.3,3.4,2.2
54,54,54,Dortmund,Roman Bürki,Emre Mor,Mario Götze,Pierre-Emerick Aubameyang,Sebastian Rode,Christian Pulisic,Mikel Merino,Matthias Ginter,Marcel Schmelzer,Felix Passlack,Julian Weigl,Hertha BSC,Rune Jarstein,Per Ciljan Skjelbred,Niklas Stark,Alexander Esswein,Valentin Stocker,Sebastian Langkamp,Vedad Ibišević,Marvin Plattenhardt,Mitchell Weiser,Genki Haraguchi,John Brooks,Matchweek 7,1,1,7,10.0,4.0,10.0,1.0,12.0,13.0,9.0,10.0,9.0,5.25,1.33
55,55,55,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Marco Höger,Marcel Risse,Yuya Osako,Jonas Hector,Mërgim Mavraj,Anthony Modeste,Matthias Lehmann,Konstantin Rausch,Ingolstadt 04,Ørjan Nyland,Markus Suttner,Roger,Moritz Hartmann,Pascal Groß,Stefan Lex,Lukas Hinterseer,Tobias Levels,Marcel Tisserand,Marvin Matip,Almog Cohen,Matchweek 7,2,1,7,7.0,-9.0,5.0,-7.0,12.0,1.0,9.0,0.0,4.75,3.5,1.8
56,56,56,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Halil Altıntop,Daniel Baier,Jonathan Schmid,Christoph Janker,Koo Ja-cheol,Gojko Kačar,Ji Dong-won,Martin Hinteregger,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Johannes Geis,Leon Goretzka,Nabil Bentaleb,Eric Maxim Choupo-Moting,Baba Rahman,Alessandro Schöpf,Naldo,Matija Nastasić,Breel Embolo,Matchweek 7,1,1,7,-3.0,-4.0,-2.0,-1.0,7.0,3.0,7.0,3.0,2.3,3.4,3.1
57,57,57,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Szabolcs Huszti,Marco Fabián,Alexander Meier,Michael Hector,Ante Rebić,David Abraham,Timothy Chandler,Omar Mascarell,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Arjen Robben,Xabi Alonso,Jérôme Boateng,Philipp Lahm,Thomas Müller,David Alaba,Kingsley Coman,Joshua Kimmich,Matchweek 7,2,2,7,2.0,14.0,2.0,6.0,10.0,16.0,7.0,13.0,1.25,6.0,13.0
58,58,58,Gladbach,Yann Sommer,Andreas Christensen,Christoph Kramer,Patrick Herrmann,Mahmoud Dahoud,Lars Stindl,Oscar Wendt,Fabian Johnson,Julian Korb,André Hahn,Nico Elvedi,Hamburger SV,René Adler,Dennis Diekmeier,Cléber,Emir Spahić,Douglas Santos,Lewis Holtby,Pierre-Michel Lasogga,Aaron Hunt,Filip Kostić,Albin Ekdal,Nicolai Müller,Matchweek 7,0,0,7,0.0,-10.0,1.0,-8.0,10.0,1.0,7.0,0.0,5.25,3.8,1.67
59,59,59,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Sebastian Rudy,Lukas Rupp,Kerem Demirbay,Sandro Wagner,Jeremy Toljan,Benjamin Hübner,Kevin Vogt,Niklas Süle,Andrej Kramarić,Freiburg,Alexander Schwolow,Aleksandar Ignjovski,Marc Torrejón,Çağlar Söyüncü,Mike Frantz,Onur Bulut,Jonas Meffert,Maximilian Philipp,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Matchweek 7,2,1,7,2.0,-2.0,2.0,-3.0,10.0,9.0,9.0,9.0,3.5,3.6,2.05
60,60,60,Werder Bremen,Felix Wiedwald,Santiago García,Clemens Fritz,Izet Hajrović,Zlatko Junuzović,Niklas Moisander,Theodor Gebre Selassie,Lamine Sané,Florian Grillitsch,Serge Gnabry,Ousman Manneh,Leverkusen,Bernd Leno,Jonathan Tah,Javier Hernández,Hakan Çalhanoğlu,Wendell,Julian Brandt,Charles Aránguiz,Ömer Toprak,Kevin Volland,Benjamin Henrichs,Kevin Kampl,Matchweek 7,2,1,7,-10.0,3.0,-3.0,2.0,4.0,10.0,4.0,10.0,1.67,4.2,4.75
61,61,61,Mainz 05,Jonas Lössl,Giulio Donati,Levin Öztunalı,Yunus Mallı,Jhon Córdoba,Stefan Bell,Daniel Brosinski,Gaëtan Bussmann,Jean-Philippe Gbamin,Pablo de Blasis,Alexander Hack,Darmstadt 98,Michael Esser,Alexander Milošević,Aytaç Sulu,Jérôme Gondorf,Roman Bezjak,Antonio Čolak,Marcel Heller,Immanuel Höhn,Florian Jungwirth,László Kleinheisler,Fabian Holland,Matchweek 7,2,1,7,1.0,-8.0,2.0,-7.0,8.0,5.0,8.0,5.0,7.5,4.0,1.5
62,62,62,Wolfsburg,Koen Casteels,Jeffrey Bruma,Vieirinha,Julian Draxler,Christian Träsch,Luiz Gustavo,Maximilian Arnold,Paul Seguin,Robin Knoche,Mario Gómez,Ricardo Rodríguez,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Marcel Sabitzer,Yussuf Poulsen,Emil Forsberg,Timo Werner,Stefan Ilsanker,Marcel Halstenberg,Diego Demme,Marvin Compper,Matchweek 7,0,1,7,-3.0,6.0,-5.0,5.0,6.0,12.0,3.0,11.0,3.0,3.3,2.4
63,63,63,Hamburger SV,René Adler,Dennis Diekmeier,Emir Spahić,Douglas Santos,Lewis Holtby,Pierre-Michel Lasogga,Filip Kostić,Albin Ekdal,Alen Halilović,Nicolai Müller,Gideon Jung,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Marco Fabián,Mijat Gaćinović,David Abraham,Makoto Hasebe,Timothy Chandler,Shani Tarashaj,Branimir Hrgota,Omar Mascarell,Matchweek 8,0,3,8,-10.0,2.0,-4.0,1.0,2.0,11.0,1.0,8.0,3.0,3.25,2.45
64,64,64,Darmstadt 98,Michael Esser,Leon Guwara,Alexander Milošević,Aytaç Sulu,Jérôme Gondorf,Roman Bezjak,Immanuel Höhn,Florian Jungwirth,Änis Ben-Hatira,László Kleinheisler,Sven Schipplock,Wolfsburg,Koen Casteels,Marcel Schäfer,Jeffrey Bruma,Daniel Caligiuri,Julian Draxler,Yannick Gerhardt,Christian Träsch,Luiz Gustavo,Maximilian Arnold,Mario Gómez,Ricardo Rodríguez,Matchweek 8,3,1,8,-9.0,-4.0,-2.0,-6.0,5.0,6.0,2.0,2.0,1.8,3.6,4.5
65,65,65,Hertha BSC,Rune Jarstein,Per Ciljan Skjelbred,Niklas Stark,Alexander Esswein,Salomon Kalou,Sebastian Langkamp,Vedad Ibišević,Marvin Plattenhardt,Mitchell Weiser,Genki Haraguchi,John Brooks,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Marco Höger,Marcel Risse,Yuya Osako,Jonas Hector,Mërgim Mavraj,Anthony Modeste,Matthias Lehmann,Konstantin Rausch,Matchweek 8,2,1,8,4.0,8.0,-1.0,3.0,14.0,15.0,8.0,11.0,3.0,3.2,2.5
66,66,66,Freiburg,Alexander Schwolow,Çağlar Söyüncü,Amir Abrashi,Florian Niederlechner,Mike Frantz,Onur Bulut,Pascal Stenzel,Maximilian Philipp,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Halil Altıntop,Daniel Baier,Jonathan Schmid,Christoph Janker,Koo Ja-cheol,Gojko Kačar,Ji Dong-won,Martin Hinteregger,Matchweek 8,2,1,8,-3.0,-3.0,-1.0,0.0,9.0,8.0,6.0,5.0,3.7,3.3,2.1
67,67,67,Leverkusen,Bernd Leno,Jonathan Tah,Lars Bender,Admir Mehmedi,Julian Baumgartlinger,Julian Brandt,Charles Aránguiz,Ömer Toprak,Kevin Volland,Benjamin Henrichs,Kevin Kampl,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Sebastian Rudy,Kerem Demirbay,Sandro Wagner,Steven Zuber,Nadiem Amiri,Benjamin Hübner,Kevin Vogt,Niklas Süle,Andrej Kramarić,Matchweek 8,0,3,8,2.0,3.0,2.0,3.0,10.0,13.0,7.0,11.0,6.0,4.33,1.5
68,68,68,Ingolstadt 04,Ørjan Nyland,Markus Suttner,Roger,Moritz Hartmann,Pascal Groß,Dario Lezcano,Lukas Hinterseer,Marcel Tisserand,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Dortmund,Roman Weidenfeller,Park Joo-ho,Marc Bartra,Ousmane Dembélé,Pierre-Emerick Aubameyang,Adrián Ramos,Shinji Kagawa,Łukasz Piszczek,Gonzalo Castro,Matthias Ginter,Julian Weigl,Matchweek 8,3,3,8,-10.0,10.0,-6.0,4.0,1.0,13.0,0.0,10.0,1.53,4.2,6.0
69,69,69,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Javi Martínez,Robert Lewandowski,Arjen Robben,Douglas Costa,Rafinha,Xabi Alonso,Arturo Vidal,David Alaba,Gladbach,Yann Sommer,Jannik Vestergaard,Tobias Strobl,Christoph Kramer,Lars Stindl,Oscar Wendt,Fabian Johnson,Jonas Hofmann,Julian Korb,André Hahn,Nico Elvedi,Matchweek 8,2,0,8,14.0,0.0,4.0,-2.0,17.0,11.0,11.0,8.0,12.0,7.5,1.2
70,70,70,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Marcel Halstenberg,Dominik Kaiser,Diego Demme,Marvin Compper,Werder Bremen,Felix Wiedwald,Santiago García,Clemens Fritz,Izet Hajrović,Zlatko Junuzović,Niklas Moisander,Theodor Gebre Selassie,Lamine Sané,Florian Grillitsch,Serge Gnabry,Ousman Manneh,Matchweek 8,3,1,8,7.0,-9.0,2.0,1.0,15.0,7.0,11.0,7.0,7.0,4.0,1.5
71,71,71,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Johannes Geis,Sead Kolašinac,Max Meyer,Leon Goretzka,Franco Di Santo,Nabil Bentaleb,Alessandro Schöpf,Naldo,Matija Nastasić,Mainz 05,Jonas Lössl,Giulio Donati,Leon Balogun,Levin Öztunalı,Yunus Mallı,Jhon Córdoba,Stefan Bell,Jairo Samperio,Gaëtan Bussmann,Jean-Philippe Gbamin,Suat Serdar,Matchweek 8,3,0,8,-4.0,2.0,1.0,1.0,4.0,11.0,4.0,10.0,3.8,3.6,1.95
72,72,72,Gladbach,Yann Sommer,Jannik Vestergaard,Christoph Kramer,Mahmoud Dahoud,Lars Stindl,Oscar Wendt,Fabian Johnson,Tony Jantschke,Julian Korb,André Hahn,Nico Elvedi,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Szabolcs Huszti,Marco Fabián,Mijat Gaćinović,David Abraham,Makoto Hasebe,Timothy Chandler,Branimir Hrgota,Omar Mascarell,Matchweek 9,0,0,9,-2.0,5.0,-4.0,2.0,11.0,14.0,5.0,8.0,4.5,3.5,1.85
73,73,73,Werder Bremen,Felix Wiedwald,Santiago García,Clemens Fritz,Izet Hajrović,Zlatko Junuzović,Niklas Moisander,Theodor Gebre Selassie,Lamine Sané,Florian Grillitsch,Serge Gnabry,Ousman Manneh,Freiburg,Alexander Schwolow,Marc Torrejón,Çağlar Söyüncü,Amir Abrashi,Mike Frantz,Pascal Stenzel,Maximilian Philipp,Nicolas Höfler,Christian Günter,Karim Guédé,Vincenzo Grifo,Matchweek 9,1,3,9,-11.0,-2.0,0.0,-1.0,7.0,12.0,7.0,9.0,3.0,3.5,2.3
74,74,74,Wolfsburg,Diego Benaglio,Daniel Caligiuri,Julian Draxler,Yannick Gerhardt,Jakub Błaszczykowski,Luiz Gustavo,Maximilian Arnold,Paul Seguin,Robin Knoche,Mario Gómez,Ricardo Rodríguez,Leverkusen,Bernd Leno,Aleksandar Dragović,Javier Hernández,Lars Bender,Admir Mehmedi,Tin Jedvaj,Wendell,Julian Brandt,Charles Aránguiz,Benjamin Henrichs,Kevin Kampl,Matchweek 9,1,2,9,-6.0,-1.0,-4.0,-1.0,6.0,10.0,1.0,7.0,2.6,3.4,2.7
75,75,75,Darmstadt 98,Michael Esser,Leon Guwara,Alexander Milošević,Aytaç Sulu,Jérôme Gondorf,Roman Bezjak,Immanuel Höhn,Florian Jungwirth,Änis Ben-Hatira,László Kleinheisler,Sven Schipplock,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Stefan Ilsanker,Marcel Halstenberg,Diego Demme,Marvin Compper,Matchweek 9,0,2,9,-7.0,9.0,0.0,4.0,8.0,18.0,5.0,11.0,1.62,3.8,6.0
76,76,76,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Halil Altıntop,Daniel Baier,Jonathan Schmid,Christoph Janker,Koo Ja-cheol,Gojko Kačar,Ji Dong-won,Martin Hinteregger,Bayern Munich,Manuel Neuer,Thiago Alcántara,Javi Martínez,Robert Lewandowski,Arjen Robben,Douglas Costa,Xabi Alonso,Jérôme Boateng,Philipp Lahm,Arturo Vidal,David Alaba,Matchweek 9,1,3,9,-4.0,16.0,-1.0,3.0,8.0,20.0,5.0,11.0,1.2,6.5,15.0
77,77,77,Mainz 05,Jonas Lössl,Giulio Donati,Yunus Mallı,Jhon Córdoba,Stefan Bell,Jairo Samperio,Daniel Brosinski,Jean-Philippe Gbamin,Pablo de Blasis,Alexander Hack,Suat Serdar,Ingolstadt 04,Ørjan Nyland,Markus Suttner,Roger,Moritz Hartmann,Pascal Groß,Dario Lezcano,Lukas Hinterseer,Marcel Tisserand,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Matchweek 9,2,0,9,-1.0,-10.0,-3.0,-4.0,11.0,2.0,7.0,1.0,3.75,3.3,2.1
78,78,78,Dortmund,Roman Bürki,Ousmane Dembélé,Mario Götze,Pierre-Emerick Aubameyang,Christian Pulisic,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Matthias Ginter,Felix Passlack,Julian Weigl,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Johannes Geis,Sead Kolašinac,Max Meyer,Leon Goretzka,Franco Di Santo,Nabil Bentaleb,Alessandro Schöpf,Naldo,Matija Nastasić,Matchweek 9,0,0,9,10.0,-1.0,0.0,6.0,14.0,7.0,8.0,7.0,5.5,4.33,1.57
79,79,79,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Sebastian Rudy,Lukas Rupp,Kerem Demirbay,Sandro Wagner,Steven Zuber,Benjamin Hübner,Kevin Vogt,Niklas Süle,Andrej Kramarić,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Niklas Stark,Alexander Esswein,Vedad Ibišević,Allan,Mitchell Weiser,Genki Haraguchi,John Brooks,Fabian Lustenberger,Matchweek 9,1,0,9,6.0,5.0,6.0,3.0,16.0,17.0,13.0,8.0,3.2,3.4,2.25
80,80,80,Köln,Timo Horn,Frederik Sørensen,Dominic Maroh,Marco Höger,Marcel Risse,Artjoms Rudņevs,Yuya Osako,Jonas Hector,Mërgim Mavraj,Anthony Modeste,Matthias Lehmann,Hamburger SV,René Adler,Johan Djourou,Douglas Santos,Bobby Wood,Lewis Holtby,Pierre-Michel Lasogga,Filip Kostić,Matthias Ostrzolek,Gōtoku Sakai,Gideon Jung,Ashton Götz,Matchweek 9,3,0,9,7.0,-13.0,0.0,-6.0,15.0,2.0,8.0,1.0,6.5,3.8,1.57
81,81,81,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Niklas Stark,Salomon Kalou,Vedad Ibišević,Mitchell Weiser,Genki Haraguchi,John Brooks,Fabian Lustenberger,Maximilian Mittelstädt,Gladbach,Yann Sommer,Jannik Vestergaard,Tobias Strobl,Christoph Kramer,Patrick Herrmann,Raffael,Lars Stindl,Oscar Wendt,Jonas Hofmann,Tony Jantschke,Nico Elvedi,Matchweek 10,3,0,10,4.0,-2.0,2.0,-6.0,17.0,12.0,8.0,5.0,3.0,3.2,2.5
82,82,82,Ingolstadt 04,Markus Suttner,Martin Hansen,Mathew Leckie,Roger,Pascal Groß,Stefan Lex,Lukas Hinterseer,Romain Brégerie,Tobias Levels,Marvin Matip,Almog Cohen,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Daniel Baier,Jonathan Schmid,Christoph Janker,Koo Ja-cheol,Dominik Kohr,Ji Dong-won,Philipp Max,Martin Hinteregger,Matchweek 10,0,2,10,-12.0,-6.0,-4.0,-4.0,2.0,8.0,1.0,4.0,3.75,3.3,2.1
83,83,83,Freiburg,Alexander Schwolow,Marc Torrejón,Çağlar Söyüncü,Amir Abrashi,Florian Niederlechner,Mike Frantz,Pascal Stenzel,Maximilian Philipp,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Wolfsburg,Diego Benaglio,Jeffrey Bruma,Daniel Caligiuri,Yannick Gerhardt,Jakub Błaszczykowski,Christian Träsch,Luiz Gustavo,Maximilian Arnold,Paul Seguin,Mario Gómez,Ricardo Rodríguez,Matchweek 10,0,3,10,0.0,-7.0,3.0,-4.0,15.0,6.0,9.0,1.0,2.75,3.3,2.6
84,84,84,Leverkusen,Bernd Leno,Jonathan Tah,Javier Hernández,Hakan Çalhanoğlu,Admir Mehmedi,Julian Baumgartlinger,Wendell,Julian Brandt,Ömer Toprak,Kai Havertz,Benjamin Henrichs,Darmstadt 98,Michael Esser,Leon Guwara,Alexander Milošević,Aytaç Sulu,Jérôme Gondorf,Marcel Heller,Immanuel Höhn,Florian Jungwirth,Änis Ben-Hatira,László Kleinheisler,Sven Schipplock,Matchweek 10,3,2,10,0.0,-9.0,-1.0,-1.0,13.0,8.0,9.0,4.0,13.0,5.75,1.25
85,85,85,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Robert Lewandowski,Arjen Robben,Douglas Costa,Rafinha,Xabi Alonso,Jérôme Boateng,Juan Bernat,Arturo Vidal,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Sebastian Rudy,Kerem Demirbay,Sandro Wagner,Steven Zuber,Nadiem Amiri,Benjamin Hübner,Kevin Vogt,Niklas Süle,Andrej Kramarić,Matchweek 10,1,1,10,18.0,7.0,4.0,6.0,23.0,19.0,11.0,15.0,15.0,8.0,1.17
86,86,86,Hamburger SV,René Adler,Dennis Diekmeier,Cléber,Emir Spahić,Johan Djourou,Douglas Santos,Pierre-Michel Lasogga,Michael Gregoritsch,Gōtoku Sakai,Nicolai Müller,Gideon Jung,Dortmund,Roman Bürki,Marc Bartra,Emre Mor,Raphaël Guerreiro,Pierre-Emerick Aubameyang,Sebastian Rode,Christian Pulisic,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Matthias Ginter,Matchweek 10,2,5,10,-16.0,10.0,-8.0,-2.0,2.0,15.0,1.0,6.0,1.45,4.25,8.0
87,87,87,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Szabolcs Huszti,Marco Fabián,Mijat Gaćinović,Alexander Meier,David Abraham,Makoto Hasebe,Timothy Chandler,Omar Mascarell,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Marco Höger,Marcel Risse,Yuya Osako,Jonas Hector,Mërgim Mavraj,Anthony Modeste,Matthias Lehmann,Konstantin Rausch,Matchweek 10,1,0,10,5.0,10.0,2.0,3.0,15.0,18.0,6.0,8.0,2.9,3.1,2.6
88,88,88,RB Leipzig,Péter Gulácsi,Willi Orban,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Stefan Ilsanker,Marcel Halstenberg,Diego Demme,Marvin Compper,Mainz 05,Jonas Lössl,Giulio Donati,Leon Balogun,Jhon Córdoba,Jairo Samperio,Daniel Brosinski,Karim Onisiwo,Gaëtan Bussmann,Jean-Philippe Gbamin,Alexander Hack,Suat Serdar,Matchweek 10,3,1,10,11.0,1.0,6.0,0.0,21.0,14.0,13.0,7.0,6.5,3.8,1.57
89,89,89,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Johannes Geis,Sead Kolašinac,Max Meyer,Leon Goretzka,Nabil Bentaleb,Eric Maxim Choupo-Moting,Alessandro Schöpf,Naldo,Matija Nastasić,Werder Bremen,Felix Wiedwald,Santiago García,Clemens Fritz,Miloš Veljković,Zlatko Junuzović,Niklas Moisander,Fin Bartels,Theodor Gebre Selassie,Thanos Petsos,Florian Grillitsch,Serge Gnabry,Matchweek 10,3,1,10,-1.0,-13.0,7.0,-3.0,8.0,7.0,8.0,7.0,6.0,4.33,1.53
90,90,90,Leverkusen,Bernd Leno,Jonathan Tah,Hakan Çalhanoğlu,Admir Mehmedi,Julian Baumgartlinger,Wendell,Julian Brandt,Charles Aránguiz,Ömer Toprak,Benjamin Henrichs,Kevin Kampl,RB Leipzig,Péter Gulácsi,Willi Orban,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Stefan Ilsanker,Marcel Halstenberg,Diego Demme,Marvin Compper,Matchweek 11,2,3,11,1.0,13.0,-2.0,7.0,16.0,24.0,9.0,15.0,3.1,3.4,2.3
91,91,91,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Tobias Strobl,Mahmoud Dahoud,Thorgan Hazard,Raffael,Lars Stindl,Ibrahima Traoré,Oscar Wendt,Nico Elvedi,Köln,Thomas Kessler,Dominique Heintz,Frederik Sørensen,Marco Höger,Marcel Risse,Yuya Osako,Jonas Hector,Mërgim Mavraj,Anthony Modeste,Matthias Lehmann,Konstantin Rausch,Matchweek 11,1,2,11,-5.0,9.0,-5.0,2.0,12.0,18.0,2.0,7.0,3.4,3.3,2.2
92,92,92,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Halil Altıntop,Daniel Baier,Jonathan Schmid,Christoph Janker,Dominik Kohr,Ji Dong-won,Philipp Max,Martin Hinteregger,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Niklas Stark,Alexander Esswein,Salomon Kalou,Valentin Stocker,Sebastian Langkamp,Vedad Ibišević,Marvin Plattenhardt,John Brooks,Matchweek 11,0,0,11,-4.0,7.0,-1.0,3.0,11.0,20.0,4.0,10.0,2.75,3.2,2.7
93,93,93,Mainz 05,Jonas Lössl,Giulio Donati,Yunus Mallı,Jhon Córdoba,Stefan Bell,Daniel Brosinski,Fabian Frei,Karim Onisiwo,Jean-Philippe Gbamin,Niko Bungert,Pablo de Blasis,Freiburg,Alexander Schwolow,Marc Torrejón,Çağlar Söyüncü,Amir Abrashi,Florian Niederlechner,Mike Frantz,Pascal Stenzel,Jonas Föhrenbach,Maximilian Philipp,Nicolas Höfler,Vincenzo Grifo,Matchweek 11,4,2,11,-1.0,-3.0,-2.0,-1.0,14.0,15.0,7.0,9.0,3.5,3.5,2.1
