,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek
10,Augsburg,Rafał Gikiewicz,Jeffrey Gouweleeuw,Florian Niederlechner,Rani Khedira,Michael Gregoritsch,Ohis Felix Uduokhai,Daniel Caligiuri,Iago,Carlos Gruezo,André Hahn,Raphael Framberger,Dortmund,Roman Bürki,Jadon Sancho,Erling Haaland,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Jude Bellingham,Emre Can,Thomas Meunier,Axel Witsel,Gio Reyna,2,0,Matchweek 2
11,Leverkusen,Lukáš Hrádecký,Sven Bender,Lars Bender,Kerem Demirbay,Edmond Tapsoba,Patrik Schick,Moussa Diaby,Charles Aránguiz,Daley Sinkgraven,Florian Wirtz,Karim Bellarabi,RB Leipzig,Péter Gulácsi,Angeliño,Dayot Upamecano,Amadou Haidara,Yussuf Poulsen,Emil Forsberg,Tyler Adams,Lukas Klostermann,Nordi Mukiele,Dani Olmo,Kevin Kampl,1,1,Matchweek 2
12,Gladbach,Yann Sommer,Christoph Kramer,Marcus Thuram,Lars Stindl,Alassane Pléa,Stefan Lainer,Jonas Hofmann,Ramy Bensebaini,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Union Berlin,Andreas Luthe,Nico Schlotterbeck,Marvin Friedrich,Taiwo Awoniyi,Marius Bülter,Grischa Prömel,Christopher Lenz,Sheraldo Becker,Christopher Trimmel,Robert Andrich,Robin Knoche,1,1,Matchweek 2
13,Mainz 05,Robin Zentner,Jerry St. Juste,Jean-Paul Boëtius,Danny Latza,Robin Quaison,Jean-Philippe Mateta,Daniel Brosinski,Moussa Niakhate,Karim Onisiwo,Ridle Baku,Leandro Barreiro Martins,Stuttgart,Gregor Kobel,Waldemar Anton,Wataru Endo,Marc-Oliver Kempf,Gonzalo Castro,Sasa Kalajdzic,Daniel Didavi,Silas Katompa,Pascal Stenzel,Orel Mangala,Borna Sosa,1,4,Matchweek 2
14,Arminia,Stefan Ortega,Amos Pieper,Mike van der Hoorn,Ritsu Doan,Fabian Klos,Cebio Soukou,Sergio Córdova,Manuel Prietl,Anderson Lucoqui,Cédric Brunner,Marcel Hartel,Köln,Timo Horn,Rafael Czichos,Sebastian Andersson,Jonas Hector,Ondrej Duda,Kingsley Ehizibue,Elvis Rexhbeçaj,Jannes Horn,Ellyes Skhiri,Jan Thielmann,Sebastiaan Bornauw,1,0,Matchweek 2
15,Schalke 04,Ralf Fährmann,Ozan Kabak,Omar Mascarell,Mark Uth,Benito Raman,Nabil Bentaleb,Sebastian Rudy,Nassim Boujellab,Benjamin Stambouli,Gonçalo Paciência,Bastian Oczipka,Werder Bremen,Jiří Pavlenka,Ludwig Augustinsson,Leonardo Bittencourt,Niclas Füllkrug,Miloš Veljković,Josh Sargent,Theodor Gebre Selassie,Davy Klaassen,Marco Friedl,Jean-Manuel Mbom,Maximilian Eggestein,1,3,Matchweek 2
16,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Ermin Bičakčić,Dennis Geiger,Moanes Dabbur,Christoph Baumgartner,Diadie Samassékou,Kevin Vogt,Kevin Akpoguma,Andrej Kramarić,Stefan Posch,Bayern Munich,Manuel Neuer,Benjamin Pavard,Joshua Kimmich,Serge Gnabry,Leroy Sané,Joshua Zirkzee,Jérôme Boateng,Alphonso Davies,Corentin Tolisso,Thomas Müller,David Alaba,4,1,Matchweek 2
17,Freiburg,Florian Müller,Philipp Lienhart,Jonathan Schmid,Baptiste Santamaria,Lucas Höler,Nils Petersen,Roland Sallai,Dominique Heintz,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Wolfsburg,Pavao Pervan,Paulo Otávio,Josip Brekalo,Yunus Mallı,Felix Klaus,Josuha Guilavogui,John Brooks,Maximilian Arnold,Yannick Gerhardt,Daniel Ginczek,João Victor Santos Sá,1,1,Matchweek 2
18,Union Berlin,Andreas Luthe,Nico Schlotterbeck,Marvin Friedrich,Max Kruse,Grischa Prömel,Christopher Lenz,Sheraldo Becker,Christopher Trimmel,Robert Andrich,Robin Knoche,Marcus Ingvartsen,Mainz 05,Robin Zentner,Jerry St. Juste,Jean-Paul Boëtius,Danny Latza,Robin Quaison,Jean-Philippe Mateta,Pierre Kunde,Daniel Brosinski,Karim Onisiwo,Phillipp Mwene,Alexander Hack,4,0,Matchweek 3
19,Stuttgart,Gregor Kobel,Waldemar Anton,Wataru Endo,Marc-Oliver Kempf,Konstantinos Mavropanos,Gonzalo Castro,Sasa Kalajdzic,Daniel Didavi,Silas Katompa,Orel Mangala,Borna Sosa,Leverkusen,Lukáš Hrádecký,Santiago Arias,Sven Bender,Kerem Demirbay,Edmond Tapsoba,Patrik Schick,Moussa Diaby,Charles Aránguiz,Daley Sinkgraven,Florian Wirtz,Karim Bellarabi,1,1,Matchweek 3
20,Dortmund,Marwin Hitz,Erling Haaland,Marco Reus,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Jude Bellingham,Emre Can,Thomas Meunier,Axel Witsel,Gio Reyna,Freiburg,Florian Müller,Philipp Lienhart,Manuel Gulde,Jonathan Schmid,Baptiste Santamaria,Lucas Höler,Nils Petersen,Roland Sallai,Dominique Heintz,Nicolas Höfler,Christian Günter,4,0,Matchweek 3
21,Köln,Timo Horn,Rafael Czichos,Sebastian Andersson,Ondrej Duda,Kingsley Ehizibue,Elvis Rexhbeçaj,Jannes Horn,Dominick Drexler,Ellyes Skhiri,Frederik Sørensen,Sebastiaan Bornauw,Gladbach,Yann Sommer,Christoph Kramer,Marcus Thuram,Lars Stindl,Alassane Pléa,Stefan Lainer,Jonas Hofmann,Ramy Bensebaini,Matthias Ginter,Nico Elvedi,Florian Neuhaus,1,3,Matchweek 3
22,Werder Bremen,Jiří Pavlenka,Ludwig Augustinsson,Leonardo Bittencourt,Niclas Füllkrug,Miloš Veljković,Josh Sargent,Theodor Gebre Selassie,Davy Klaassen,Marco Friedl,Jean-Manuel Mbom,Maximilian Eggestein,Arminia,Stefan Ortega,Amos Pieper,Mike van der Hoorn,Ritsu Doan,Fabian Klos,Cebio Soukou,Sergio Córdova,Manuel Prietl,Anderson Lucoqui,Cédric Brunner,Marcel Hartel,1,0,Matchweek 3
23,Eint Frankfurt,Kevin Trapp,Stefan Ilsanker,Bas Dost,Steven Zuber,Martin Hinteregger,Daichi Kamada,Sebastian Rode,Almamy Touré,David Abraham,Makoto Hasebe,André Silva,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Dennis Geiger,Moanes Dabbur,Florian Grillitsch,Christoph Baumgartner,Kevin Vogt,Kevin Akpoguma,Andrej Kramarić,Robert Skov,Stefan Posch,2,1,Matchweek 3
24,RB Leipzig,Péter Gulácsi,Angeliño,Willi Orban,Dayot Upamecano,Amadou Haidara,Emil Forsberg,Christopher Nkunku,Nordi Mukiele,Marcel Halstenberg,Dani Olmo,Kevin Kampl,Schalke 04,Ralf Fährmann,Matija Nastasić,Omar Mascarell,Mark Uth,Suat Serdar,Nabil Bentaleb,Benjamin Stambouli,Gonçalo Paciência,Bastian Oczipka,Salif Sané,Alessandro Schöpf,4,0,Matchweek 3
25,Wolfsburg,Koen Casteels,Maxence Lacroix,Paulo Otávio,Josip Brekalo,Wout Weghorst,Admir Mehmedi,Jérôme Roussillon,Josuha Guilavogui,Xaver Schlager,John Brooks,Maximilian Arnold,Augsburg,Rafał Gikiewicz,Jeffrey Gouweleeuw,Florian Niederlechner,Rani Khedira,Michael Gregoritsch,Ohis Felix Uduokhai,Daniel Caligiuri,Iago,Carlos Gruezo,André Hahn,Raphael Framberger,0,0,Matchweek 3
26,Bayern Munich,Manuel Neuer,Joshua Kimmich,Serge Gnabry,Robert Lewandowski,Jérôme Boateng,Leon Goretzka,Alphonso Davies,Lucas Hernández,Thomas Müller,David Alaba,Chris Richards,Hertha BSC,Alexander Schwolow,Peter Pekarík,Niklas Stark,Vladimír Darida,Matheus Cunha,Dodi Lukebakio,Jhon Córdoba,Maximilian Mittelstädt,Dedryck Boyata,Lucas Tousart,Deyovaisio Zeefuik,4,3,Matchweek 3
27,Augsburg,Rafał Gikiewicz,Mads Pedersen,Jeffrey Gouweleeuw,Rani Khedira,Michael Gregoritsch,Ohis Felix Uduokhai,Daniel Caligiuri,Fredrik Jensen,André Hahn,Raphael Framberger,Tobias Strobl,RB Leipzig,Péter Gulácsi,Angeliño,Dayot Upamecano,Emil Forsberg,Tyler Adams,Lukas Klostermann,Christopher Nkunku,Nordi Mukiele,Marcel Halstenberg,Dani Olmo,Benjamin Henrichs,0,2,Matchweek 4
28,Freiburg,Florian Müller,Philipp Lienhart,Jonathan Schmid,Baptiste Santamaria,Lucas Höler,Nils Petersen,Roland Sallai,Dominique Heintz,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Werder Bremen,Jiří Pavlenka,Ludwig Augustinsson,Leonardo Bittencourt,Niclas Füllkrug,Miloš Veljković,Josh Sargent,Theodor Gebre Selassie,Marco Friedl,Jean-Manuel Mbom,Maximilian Eggestein,Nick Woltemade,1,1,Matchweek 4
29,Hoffenheim,Oliver Baumann,Dennis Geiger,Ihlas Bebou,Sebastian Rudy,Diadie Samassékou,Ishak Belfodil,Mijat Gaćinović,Kevin Vogt,Kevin Akpoguma,Robert Skov,Stefan Posch,Dortmund,Marwin Hitz,Jadon Sancho,Mahmoud Dahoud,Mats Hummels,Julian Brandt,Emre Can,Thomas Meunier,Łukasz Piszczek,Axel Witsel,Felix Passlack,Gio Reyna,0,1,Matchweek 4
30,Hertha BSC,Alexander Schwolow,Peter Pekarík,Niklas Stark,Vladimír Darida,Mathew Leckie,Matheus Cunha,Jhon Córdoba,Maximilian Mittelstädt,Dedryck Boyata,Marvin Plattenhardt,Lucas Tousart,Stuttgart,Gregor Kobel,Wataru Endo,Marc-Oliver Kempf,Tanguy Coulibaly,Gonzalo Castro,Sasa Kalajdzic,Daniel Didavi,Silas Katompa,Pascal Stenzel,Atakan Karazor,Orel Mangala,0,2,Matchweek 4
31,Mainz 05,Robin Zentner,Jerry St. Juste,Jean-Paul Boëtius,Danny Latza,Levin Öztunalı,Jean-Philippe Mateta,Pierre Kunde,Luca Kilian,Daniel Brosinski,Moussa Niakhate,Jonathan Burkardt,Leverkusen,Lukáš Hrádecký,Sven Bender,Lars Bender,Leon Bailey,Kerem Demirbay,Nadiem Amiri,Edmond Tapsoba,Lucas Alario,Moussa Diaby,Charles Aránguiz,Daley Sinkgraven,0,1,Matchweek 4
32,Arminia,Stefan Ortega,Amos Pieper,Mike van der Hoorn,Christian Gebauer,Ritsu Doan,Fabian Klos,Nathan de Medina,Fabian Kunze,Manuel Prietl,Anderson Lucoqui,Marcel Hartel,Bayern Munich,Manuel Neuer,Niklas Süle,Benjamin Pavard,Serge Gnabry,Robert Lewandowski,Leon Goretzka,Lucas Hernández,Corentin Tolisso,Thomas Müller,David Alaba,Kingsley Coman,1,4,Matchweek 4
33,Gladbach,Yann Sommer,Christoph Kramer,Marcus Thuram,Lars Stindl,Oscar Wendt,Stefan Lainer,Jonas Hofmann,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Breel Embolo,Wolfsburg,Koen Casteels,Maxence Lacroix,Josip Brekalo,Wout Weghorst,Admir Mehmedi,Jérôme Roussillon,Ridle Baku,Josuha Guilavogui,Xaver Schlager,John Brooks,Maximilian Arnold,1,1,Matchweek 4
34,Köln,Timo Horn,Rafael Czichos,Ismail Jakobs,Sebastian Andersson,Ondrej Duda,Kingsley Ehizibue,Elvis Rexhbeçaj,Jannes Horn,Ellyes Skhiri,Marius Wolf,Sebastiaan Bornauw,Eint Frankfurt,Kevin Trapp,Stefan Ilsanker,Bas Dost,Steven Zuber,Martin Hinteregger,Daichi Kamada,Sebastian Rode,Almamy Touré,David Abraham,Makoto Hasebe,André Silva,1,1,Matchweek 4
35,Schalke 04,Frederik Rønnow,Kilian Ludewig,Matija Nastasić,Omar Mascarell,Benito Raman,Nabil Bentaleb,Vedad Ibišević,Steven Skrzybski,Bastian Oczipka,Salif Sané,Can Bozdogan,Union Berlin,Andreas Luthe,Marvin Friedrich,Joel Pohjanpalo,Max Kruse,Marius Bülter,Grischa Prömel,Christopher Lenz,Sheraldo Becker,Christopher Trimmel,Robert Andrich,Robin Knoche,1,1,Matchweek 4
36,Stuttgart,Gregor Kobel,Wataru Endo,Marc-Oliver Kempf,Tanguy Coulibaly,Gonzalo Castro,Sasa Kalajdzic,Daniel Didavi,Silas Katompa,Pascal Stenzel,Atakan Karazor,Orel Mangala,Köln,Timo Horn,Rafael Czichos,Ismail Jakobs,Sebastian Andersson,Ondrej Duda,Kingsley Ehizibue,Elvis Rexhbeçaj,Jannes Horn,Ellyes Skhiri,Marius Wolf,Sebastiaan Bornauw,1,1,Matchweek 5
37,Mainz 05,Robin Zentner,Jerry St. Juste,Jean-Paul Boëtius,Danny Latza,Robin Quaison,Levin Öztunalı,Jean-Philippe Mateta,Pierre Kunde,Luca Kilian,Daniel Brosinski,Moussa Niakhate,Gladbach,Yann Sommer,Christoph Kramer,Patrick Herrmann,Lars Stindl,Oscar Wendt,Stefan Lainer,Tony Jantschke,Matthias Ginter,Nico Elvedi,Breel Embolo,Rocco Reitz,2,3,Matchweek 5
38,Union Berlin,Andreas Luthe,Marvin Friedrich,Joel Pohjanpalo,Max Kruse,Christopher Lenz,Sheraldo Becker,Christopher Trimmel,Robert Andrich,Robin Knoche,Marcus Ingvartsen,Christian Gentner,Freiburg,Florian Müller,Philipp Lienhart,Jonathan Schmid,Baptiste Santamaria,Lucas Höler,Nils Petersen,Roland Sallai,Dominique Heintz,Nicolas Höfler,Christian Günter,Vincenzo Grifo,1,1,Matchweek 5
39,Bayern Munich,Manuel Neuer,Joshua Kimmich,Robert Lewandowski,Douglas Costa,Jérôme Boateng,Leon Goretzka,Alphonso Davies,Bouna Sarr,Thomas Müller,David Alaba,Kingsley Coman,Eint Frankfurt,Kevin Trapp,Stefan Ilsanker,Bas Dost,Steven Zuber,Martin Hinteregger,Daichi Kamada,Sebastian Rode,Almamy Touré,Makoto Hasebe,André Silva,Tuta,5,0,Matchweek 5
40,RB Leipzig,Péter Gulácsi,Angeliño,Willi Orban,Dayot Upamecano,Emil Forsberg,Christopher Nkunku,Alexander Sørloth,Justin Kluivert,Nordi Mukiele,Benjamin Henrichs,Kevin Kampl,Hertha BSC,Alexander Schwolow,Peter Pekarík,Niklas Stark,Vladimír Darida,Matheus Cunha,Dodi Lukebakio,Omar Alderete,Jhon Córdoba,Maximilian Mittelstädt,Dedryck Boyata,Lucas Tousart,2,1,Matchweek 5
41,Dortmund,Roman Bürki,Thomas Delaney,Jadon Sancho,Mahmoud Dahoud,Erling Haaland,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Julian Brandt,Thomas Meunier,Gio Reyna,Schalke 04,Frederik Rønnow,Kilian Ludewig,Matija Nastasić,Omar Mascarell,Nabil Bentaleb,Rabbi Matondo,Gonçalo Paciência,Bastian Oczipka,Amine Harit,Salif Sané,Malick Thiaw,3,0,Matchweek 5
42,Wolfsburg,Koen Casteels,Maxence Lacroix,Renato Steffen,Wout Weghorst,Admir Mehmedi,Jérôme Roussillon,Maximilian Philipp,Ridle Baku,Josuha Guilavogui,John Brooks,Maximilian Arnold,Arminia,Stefan Ortega,Amos Pieper,Jacob Barrett Laursen,Mike van der Hoorn,Ritsu Doan,Fabian Klos,Nathan de Medina,Sergio Córdova,Manuel Prietl,Marcel Hartel,Arne Maier,2,1,Matchweek 5
43,Werder Bremen,Jiří Pavlenka,Leonardo Bittencourt,Niclas Füllkrug,Miloš Veljković,Niklas Moisander,Josh Sargent,Theodor Gebre Selassie,Marco Friedl,Jean-Manuel Mbom,Maximilian Eggestein,Christian Groß,Hoffenheim,Philipp Pentke,Jacob Bruun Larsen,Dennis Geiger,Moanes Dabbur,Christoph Baumgartner,Sebastian Rudy,Diadie Samassékou,Kevin Vogt,Kevin Akpoguma,Robert Skov,Stefan Posch,1,1,Matchweek 5
44,Leverkusen,Lukáš Hrádecký,Sven Bender,Lars Bender,Leon Bailey,Nadiem Amiri,Edmond Tapsoba,Lucas Alario,Julian Baumgartlinger,Moussa Diaby,Daley Sinkgraven,Exequiel Palacios,Augsburg,Rafał Gikiewicz,Jeffrey Gouweleeuw,Florian Niederlechner,Rani Khedira,Michael Gregoritsch,Ohis Felix Uduokhai,Daniel Caligiuri,Iago,Carlos Gruezo,André Hahn,Raphael Framberger,3,1,Matchweek 5
45,Schalke 04,Frederik Rønnow,Kilian Ludewig,Matija Nastasić,Omar Mascarell,Mark Uth,Gonçalo Paciência,Bastian Oczipka,Amine Harit,Salif Sané,Malick Thiaw,Can Bozdogan,Stuttgart,Gregor Kobel,Wataru Endo,Marc-Oliver Kempf,Tanguy Coulibaly,Gonzalo Castro,Sasa Kalajdzic,Pascal Stenzel,Atakan Karazor,Orel Mangala,Borna Sosa,Mateo Klimowicz,1,1,Matchweek 6
46,Eint Frankfurt,Kevin Trapp,Stefan Ilsanker,Bas Dost,Steven Zuber,Martin Hinteregger,Daichi Kamada,Sebastian Rode,Almamy Touré,David Abraham,Makoto Hasebe,André Silva,Werder Bremen,Jiří Pavlenka,Leonardo Bittencourt,Miloš Veljković,Niklas Moisander,Josh Sargent,Tahith Chong,Theodor Gebre Selassie,Marco Friedl,Jean-Manuel Mbom,Maximilian Eggestein,Christian Groß,1,1,Matchweek 6
47,Augsburg,Rafał Gikiewicz,Jeffrey Gouweleeuw,Michael Gregoritsch,Ruben Vargas,Ohis Felix Uduokhai,Daniel Caligiuri,Iago,Carlos Gruezo,André Hahn,Raphael Framberger,Tobias Strobl,Mainz 05,Robin Zentner,Jerry St. Juste,Jean-Paul Boëtius,Danny Latza,Robin Quaison,Levin Öztunalı,Jean-Philippe Mateta,Pierre Kunde,Luca Kilian,Daniel Brosinski,Moussa Niakhate,3,1,Matchweek 6
48,Köln,Timo Horn,Rafael Czichos,Ismail Jakobs,Sebastian Andersson,Dimitris Limnios,Ondrej Duda,Salih Özcan,Jannes Horn,Ellyes Skhiri,Marius Wolf,Sebastiaan Bornauw,Bayern Munich,Manuel Neuer,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Serge Gnabry,Javi Martínez,Leroy Sané,Eric Maxim Choupo-Moting,Jérôme Boateng,Bouna Sarr,Thomas Müller,1,2,Matchweek 6
49,Arminia,Stefan Ortega,Amos Pieper,Joakim Nilsson,Mike van der Hoorn,Ritsu Doan,Fabian Klos,Manuel Prietl,Anderson Lucoqui,Cédric Brunner,Marcel Hartel,Sven Schipplock,Dortmund,Roman Bürki,Thomas Delaney,Jadon Sancho,Thorgan Hazard,Marco Reus,Mats Hummels,Manuel Akanji,Julian Brandt,Jude Bellingham,Thomas Meunier,Felix Passlack,0,2,Matchweek 6
50,Gladbach,Yann Sommer,Patrick Herrmann,Hannes Wolf,Alassane Pléa,Stefan Lainer,Jonas Hofmann,Ramy Bensebaini,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Breel Embolo,RB Leipzig,Péter Gulácsi,Angeliño,Willi Orban,Dayot Upamecano,Marcel Sabitzer,Yussuf Poulsen,Alexander Sørloth,Lazar Samardzic,Dani Olmo,Benjamin Henrichs,Kevin Kampl,1,0,Matchweek 6
51,Freiburg,Florian Müller,Philipp Lienhart,Jonathan Schmid,Baptiste Santamaria,Lucas Höler,Lukas Kübler,Roland Sallai,Dominique Heintz,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Leverkusen,Lukáš Hrádecký,Sven Bender,Lars Bender,Leon Bailey,Nadiem Amiri,Edmond Tapsoba,Lucas Alario,Julian Baumgartlinger,Moussa Diaby,Daley Sinkgraven,Florian Wirtz,2,4,Matchweek 6
52,Hertha BSC,Alexander Schwolow,Peter Pekarík,Niklas Stark,Vladimír Darida,Matheus Cunha,Dodi Lukebakio,Omar Alderete,Jhon Córdoba,Maximilian Mittelstädt,Dedryck Boyata,Lucas Tousart,Wolfsburg,Koen Casteels,Maxence Lacroix,Josip Brekalo,Renato Steffen,Wout Weghorst,Jérôme Roussillon,Maximilian Philipp,Ridle Baku,Xaver Schlager,John Brooks,Yannick Gerhardt,1,1,Matchweek 6
53,Hoffenheim,Oliver Baumann,Dennis Geiger,Moanes Dabbur,Florian Grillitsch,Sebastian Rudy,Ryan Sessegnon,Diadie Samassékou,Ishak Belfodil,Kevin Vogt,Kevin Akpoguma,Stefan Posch,Union Berlin,Andreas Luthe,Marvin Friedrich,Julian Ryerson,Max Kruse,Taiwo Awoniyi,Florian Hübner,Christopher Lenz,Robert Andrich,Robin Knoche,Sebastian Griesbeck,Christian Gentner,1,3,Matchweek 6
54,Werder Bremen,Jiří Pavlenka,Milot Rashica,Leonardo Bittencourt,Niklas Moisander,Josh Sargent,Ömer Toprak,Theodor Gebre Selassie,Marco Friedl,Jean-Manuel Mbom,Maximilian Eggestein,Christian Groß,Köln,Timo Horn,Noah Katterbach,Rafael Czichos,Ismail Jakobs,Sebastian Andersson,Dimitris Limnios,Ondrej Duda,Salih Özcan,Dominick Drexler,Marius Wolf,Sebastiaan Bornauw,1,1,Matchweek 7
55,Union Berlin,Andreas Luthe,Marvin Friedrich,Joel Pohjanpalo,Max Kruse,Keita Endo,Christopher Lenz,Sheraldo Becker,Christopher Trimmel,Robert Andrich,Robin Knoche,Christian Gentner,Arminia,Stefan Ortega,Amos Pieper,Jacob Barrett Laursen,Mike van der Hoorn,Ritsu Doan,Fabian Klos,Cebio Soukou,Manuel Prietl,Cédric Brunner,Marcel Hartel,Arne Maier,5,0,Matchweek 7
56,Augsburg,Rafał Gikiewicz,Robert Gumny,Jeffrey Gouweleeuw,Michael Gregoritsch,Ruben Vargas,Ohis Felix Uduokhai,Daniel Caligiuri,Iago,Carlos Gruezo,André Hahn,Tobias Strobl,Hertha BSC,Alexander Schwolow,Peter Pekarík,Niklas Stark,Vladimír Darida,Mattéo Guendouzi,Matheus Cunha,Dodi Lukebakio,Omar Alderete,Jhon Córdoba,Dedryck Boyata,Marvin Plattenhardt,0,3,Matchweek 7
