,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek
18,Gladbach,Yann Sommer,Denis Zakaria,Marcus Thuram,Alassane Pléa,Oscar Wendt,Stefan Lainer,Fabian Johnson,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Breel Embolo,RB Leipzig,Péter Gulácsi,Willi Orban,Ibrahima Konaté,Marcel Sabitzer,Yussuf Poulsen,Emil Forsberg,Timo Werner,Lukas Klostermann,Marcel Halstenberg,Konrad Laimer,Kevin Kampl,1,3,Matchweek 3
19,Wolfsburg,Koen Casteels,William,Josip Brekalo,Wout Weghorst,Jérôme Roussillon,Josuha Guilavogui,Xaver Schlager,John Brooks,Maximilian Arnold,Robin Knoche,João Victor Santos Sá,Paderborn 07,Jannik Huth,Uwe Hünemeier,Christian Strohdiek,Klaus Gjasula,Cauly Oliveira Souza,Sven Michel,Christopher Antwi-Adjei,Mohamed Dräger,Jamilu Collins,Streli Mamba,Sebastian Vasiliadis,1,1,Matchweek 3
20,Schalke 04,Alexander Nübel,Weston McKennie,Omar Mascarell,Benito Raman,Benjamin Stambouli,Daniel Caligiuri,Guido Burgstaller,Jonjoe Kenny,Bastian Oczipka,Amine Harit,Salif Sané,Hertha BSC,Rune Jarstein,Karim Rekik,Niklas Stark,Vladimír Darida,Ondrej Duda,Lukas Klünter,Marko Grujić,Maximilian Mittelstädt,Vedad Ibišević,Marvin Plattenhardt,Dodi Lukebakio,3,0,Matchweek 3
21,Leverkusen,Lukáš Hrádecký,Jonathan Tah,Sven Bender,Lars Bender,Leon Bailey,Kerem Demirbay,Wendell,Charles Aránguiz,Kai Havertz,Kevin Volland,Karim Bellarabi,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Ermin Bičakčić,Kostas Stafylidis,Dennis Geiger,Ihlas Bebou,Florian Grillitsch,Sebastian Rudy,Ishak Belfodil,Kevin Vogt,Stefan Posch,0,0,Matchweek 3
22,Freiburg,Alexander Schwolow,Philipp Lienhart,Nico Schlotterbeck,Jonathan Schmid,Luca Waldschmidt,Nils Petersen,Brandon Borrello,Robin Koch,Nicolas Höfler,Kwon Chang-hoon,Christian Günter,Köln,Timo Horn,Rafael Czichos,Birger Verstraete,Kingsley Schindler,Louis Schaub,Jonas Hector,Kingsley Ehizibue,Dominick Drexler,Anthony Modeste,Ellyes Skhiri,Sebastiaan Bornauw,1,2,Matchweek 3
23,Bayern Munich,Manuel Neuer,Niklas Süle,Benjamin Pavard,Thiago Alcántara,Robert Lewandowski,Philippe Coutinho,Ivan Perišić,Lucas Hernández,David Alaba,Kingsley Coman,Joshua Kimmich,Mainz 05,Florian Müller,Ronaël Pierre-Gabriel,Aarón Martín,Jean-Paul Boëtius,Danny Latza,Moussa Niakhate,Edimilson Fernandes,Karim Onisiwo,Jonathan Burkardt,Ridle Baku,Alexander Hack,6,1,Matchweek 3
24,Union Berlin,Rafał Gikiewicz,Neven Subotić,Marvin Friedrich,Sebastian Andersson,Anthony Ujah,Marius Bülter,Manuel Schmiedebach,Christopher Lenz,Sheraldo Becker,Christopher Trimmel,Robert Andrich,Dortmund,Roman Bürki,Achraf Hakimi,Thomas Delaney,Jadon Sancho,Paco Alcácer,Marco Reus,Mats Hummels,Manuel Akanji,Julian Brandt,Łukasz Piszczek,Julian Weigl,3,1,Matchweek 3
25,Werder Bremen,Jiří Pavlenka,Michael Lang,Yuya Osako,Niclas Füllkrug,Nuri Şahin,Niklas Moisander,Josh Sargent,Theodor Gebre Selassie,Davy Klaassen,Marco Friedl,Maximilian Eggestein,Augsburg,Tomáš Koubek,Stephan Lichtsteiner,Florian Niederlechner,Rani Khedira,Daniel Baier,Michael Gregoritsch,Ruben Vargas,Tin Jedvaj,Ohis Felix Uduokhai,Marco Richter,Philipp Max,3,2,Matchweek 3
26,Eint Frankfurt,Kevin Trapp,Dejan Joveljić,Filip Kostić,Martin Hinteregger,Daichi Kamada,Sebastian Rode,David Abraham,Makoto Hasebe,Danny da Costa,Dominik Kohr,Gonçalo Paciência,Düsseldorf,Zack Steffen,André Hoffmann,Kaan Ayhan,Alfredo Morales,Oliver Fink,Dawid Kownacki,Adam Bodzek,Erik Thommy,Niko Gießelmann,Matthias Zimmermann,Rouwen Hennings,2,1,Matchweek 3
27,Düsseldorf,Zack Steffen,Kaan Ayhan,Oliver Fink,Dawid Kownacki,Adam Bodzek,Erik Thommy,Niko Gießelmann,Matthias Zimmermann,Rouwen Hennings,Robin Bormuth,Lewis Baker,Wolfsburg,Pavao Pervan,William,Josip Brekalo,Wout Weghorst,Yannick Gerhardt,Admir Mehmedi,Jérôme Roussillon,Josuha Guilavogui,Maximilian Arnold,Robin Knoche,Marcel Tisserand,1,1,Matchweek 4
28,Mainz 05,Robin Zentner,Aarón Martín,Jerry St. Juste,Jean-Paul Boëtius,Danny Latza,Robin Quaison,Pierre Kunde,Daniel Brosinski,Moussa Niakhate,Edimilson Fernandes,Ádám Szalai,Hertha BSC,Rune Jarstein,Per Ciljan Skjelbred,Niklas Stark,Ondrej Duda,Marko Grujić,Dedryck Boyata,Marvin Plattenhardt,Jordan Torunarigha,Davie Selke,Dodi Lukebakio,Marius Wolf,2,1,Matchweek 4
29,Köln,Timo Horn,Rafael Czichos,Birger Verstraete,Louis Schaub,Jonas Hector,Jhon Córdoba,Kingsley Ehizibue,Dominick Drexler,Anthony Modeste,Ellyes Skhiri,Sebastiaan Bornauw,Gladbach,Yann Sommer,Christoph Kramer,Denis Zakaria,Marcus Thuram,Alassane Pléa,Stefan Lainer,Ramy Bensebaini,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Breel Embolo,0,1,Matchweek 4
30,Augsburg,Tomáš Koubek,Florian Niederlechner,Rani Khedira,Jan Morávek,Ruben Vargas,Tin Jedvaj,Ohis Felix Uduokhai,Marco Richter,Alfreð Finnbogason,Philipp Max,Raphael Framberger,Eint Frankfurt,Kevin Trapp,Djibril Sow,Martin Hinteregger,Daichi Kamada,Sebastian Rode,David Abraham,Makoto Hasebe,Timothy Chandler,Danny da Costa,André Silva,Gonçalo Paciência,2,1,Matchweek 4
31,Dortmund,Roman Bürki,Achraf Hakimi,Thomas Delaney,Jadon Sancho,Paco Alcácer,Marco Reus,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Julian Brandt,Axel Witsel,Leverkusen,Lukáš Hrádecký,Jonathan Tah,Sven Bender,Lars Bender,Nadiem Amiri,Julian Baumgartlinger,Wendell,Charles Aránguiz,Kai Havertz,Kevin Volland,Karim Bellarabi,4,0,Matchweek 4
32,Union Berlin,Rafał Gikiewicz,Neven Subotić,Marvin Friedrich,Sebastian Andersson,Anthony Ujah,Marius Bülter,Christopher Lenz,Sheraldo Becker,Christopher Trimmel,Robert Andrich,Christian Gentner,Werder Bremen,Jiří Pavlenka,Michael Lang,Yuya Osako,Leonardo Bittencourt,Niclas Füllkrug,Nuri Şahin,Theodor Gebre Selassie,Johannes Eggestein,Davy Klaassen,Marco Friedl,Christian Groß,1,2,Matchweek 4
33,RB Leipzig,Péter Gulácsi,Willi Orban,Ibrahima Konaté,Marcel Sabitzer,Yussuf Poulsen,Emil Forsberg,Timo Werner,Lukas Klostermann,Nordi Mukiele,Marcel Halstenberg,Konrad Laimer,Bayern Munich,Manuel Neuer,Niklas Süle,Benjamin Pavard,Thiago Alcántara,Robert Lewandowski,Jérôme Boateng,Lucas Hernández,Serge Gnabry,Thomas Müller,Kingsley Coman,Joshua Kimmich,1,1,Matchweek 4
34,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Ermin Bičakčić,Kostas Stafylidis,Dennis Geiger,Ihlas Bebou,Florian Grillitsch,Sebastian Rudy,Ishak Belfodil,Kevin Vogt,Stefan Posch,Freiburg,Alexander Schwolow,Philipp Lienhart,Jonathan Schmid,Mike Frantz,Lucas Höler,Nils Petersen,Janik Haberer,Dominique Heintz,Robin Koch,Nicolas Höfler,Christian Günter,0,3,Matchweek 4
35,Paderborn 07,Jannik Huth,Uwe Hünemeier,Christian Strohdiek,Klaus Gjasula,Cauly Oliveira Souza,Sven Michel,Christopher Antwi-Adjei,Mohamed Dräger,Jamilu Collins,Streli Mamba,Sebastian Vasiliadis,Schalke 04,Alexander Nübel,Omar Mascarell,Mark Uth,Suat Serdar,Benjamin Stambouli,Daniel Caligiuri,Guido Burgstaller,Jonjoe Kenny,Bastian Oczipka,Amine Harit,Salif Sané,1,5,Matchweek 4
36,Schalke 04,Alexander Nübel,Weston McKennie,Omar Mascarell,Suat Serdar,Benjamin Stambouli,Daniel Caligiuri,Guido Burgstaller,Jonjoe Kenny,Bastian Oczipka,Amine Harit,Salif Sané,Mainz 05,Robin Zentner,Aarón Martín,Jerry St. Juste,Jean-Paul Boëtius,Danny Latza,Robin Quaison,Pierre Kunde,Daniel Brosinski,Moussa Niakhate,Edimilson Fernandes,Ádám Szalai,2,1,Matchweek 5
37,Freiburg,Alexander Schwolow,Philipp Lienhart,Jonathan Schmid,Mike Frantz,Lucas Höler,Nils Petersen,Janik Haberer,Dominique Heintz,Robin Koch,Nicolas Höfler,Christian Günter,Augsburg,Tomáš Koubek,Stephan Lichtsteiner,Florian Niederlechner,Rani Khedira,Jan Morávek,Ruben Vargas,Tin Jedvaj,Ohis Felix Uduokhai,Alfreð Finnbogason,André Hahn,Philipp Max,1,1,Matchweek 5
38,Bayern Munich,Manuel Neuer,Niklas Süle,Benjamin Pavard,Robert Lewandowski,Philippe Coutinho,Ivan Perišić,Jérôme Boateng,Lucas Hernández,Serge Gnabry,Corentin Tolisso,Joshua Kimmich,Köln,Timo Horn,Rafael Czichos,Marco Höger,Kingsley Schindler,Jonas Hector,Jhon Córdoba,Kingsley Ehizibue,Dominick Drexler,Ellyes Skhiri,Florian Kainz,Sebastiaan Bornauw,4,0,Matchweek 5
39,Leverkusen,Lukáš Hrádecký,Sven Bender,Aleksandar Dragović,Lars Bender,Nadiem Amiri,Lucas Alario,Julian Baumgartlinger,Wendell,Charles Aránguiz,Kai Havertz,Kevin Volland,Union Berlin,Rafał Gikiewicz,Marvin Friedrich,Sebastian Andersson,Marius Bülter,Christopher Lenz,Sheraldo Becker,Christopher Trimmel,Robert Andrich,Keven Schlotterbeck,Marcus Ingvartsen,Christian Gentner,2,0,Matchweek 5
40,Hertha BSC,Rune Jarstein,Per Ciljan Skjelbred,Niklas Stark,Ondrej Duda,Lukas Klünter,Marko Grujić,Javairô Dilrosun,Dedryck Boyata,Marvin Plattenhardt,Davie Selke,Marius Wolf,Paderborn 07,Jannik Huth,Uwe Hünemeier,Christian Strohdiek,Klaus Gjasula,Cauly Oliveira Souza,Sven Michel,Christopher Antwi-Adjei,Mohamed Dräger,Jamilu Collins,Ben Zolinski,Sebastian Vasiliadis,2,1,Matchweek 5
41,Werder Bremen,Jiří Pavlenka,Michael Lang,Leonardo Bittencourt,Josh Sargent,Theodor Gebre Selassie,Johannes Eggestein,Davy Klaassen,Marco Friedl,Maximilian Eggestein,Christian Groß,Benjamin Goller,RB Leipzig,Péter Gulácsi,Willi Orban,Dayot Upamecano,Ibrahima Konaté,Marcel Sabitzer,Timo Werner,Lukas Klostermann,Christopher Nkunku,Matheus Cunha,Nordi Mukiele,Konrad Laimer,0,3,Matchweek 5
42,Gladbach,Yann Sommer,Patrick Herrmann,Denis Zakaria,Alassane Pléa,Oscar Wendt,Stefan Lainer,László Bénes,Tony Jantschke,Matthias Ginter,Florian Neuhaus,Breel Embolo,Düsseldorf,Zack Steffen,André Hoffmann,Kasim Nuhu,Kaan Ayhan,Dawid Kownacki,Kenan Karaman,Adam Bodzek,Niko Gießelmann,Matthias Zimmermann,Lewis Baker,Jean Zimmer,2,1,Matchweek 5
43,Eint Frankfurt,Kevin Trapp,Gelson Fernandes,Djibril Sow,Filip Kostić,Martin Hinteregger,Almamy Touré,Makoto Hasebe,Erik Durm,Dominik Kohr,André Silva,Gonçalo Paciência,Dortmund,Roman Bürki,Achraf Hakimi,Thomas Delaney,Jadon Sancho,Paco Alcácer,Marco Reus,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Thorgan Hazard,Axel Witsel,2,2,Matchweek 5
44,Wolfsburg,Pavao Pervan,William,Josip Brekalo,Renato Steffen,Wout Weghorst,Yannick Gerhardt,Admir Mehmedi,Josuha Guilavogui,Maximilian Arnold,Robin Knoche,Marcel Tisserand,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Dennis Geiger,Ihlas Bebou,Florian Grillitsch,Sebastian Rudy,Ishak Belfodil,Benjamin Hübner,Kevin Vogt,Robert Skov,Stefan Posch,1,1,Matchweek 5
45,Union Berlin,Rafał Gikiewicz,Neven Subotić,Marvin Friedrich,Akaki Gogia,Sebastian Andersson,Ken Reichel,Marius Bülter,Manuel Schmiedebach,Christopher Trimmel,Robert Andrich,Christian Gentner,Eint Frankfurt,Kevin Trapp,Gelson Fernandes,Djibril Sow,Bas Dost,Filip Kostić,Martin Hinteregger,Daichi Kamada,Almamy Touré,Makoto Hasebe,Erik Durm,André Silva,1,2,Matchweek 6
46,Augsburg,Tomáš Koubek,Stephan Lichtsteiner,Florian Niederlechner,Rani Khedira,Ruben Vargas,Tin Jedvaj,Ohis Felix Uduokhai,Iago,Alfreð Finnbogason,Philipp Max,Reece Oxford,Leverkusen,Lukáš Hrádecký,Sven Bender,Aleksandar Dragović,Nadiem Amiri,Lucas Alario,Julian Baumgartlinger,Charles Aránguiz,Daley Sinkgraven,Mitchell Weiser,Kai Havertz,Kevin Volland,0,3,Matchweek 6
47,Mainz 05,Robin Zentner,Ronaël Pierre-Gabriel,Jerry St. Juste,Jean-Paul Boëtius,Robin Quaison,Pierre Kunde,Daniel Brosinski,Moussa Niakhate,Edimilson Fernandes,Ádám Szalai,Ridle Baku,Wolfsburg,Pavao Pervan,William,Jeffrey Bruma,Josip Brekalo,Wout Weghorst,Admir Mehmedi,Jérôme Roussillon,Josuha Guilavogui,Maximilian Arnold,Robin Knoche,Marcel Tisserand,0,1,Matchweek 6
48,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Dennis Geiger,Ihlas Bebou,Florian Grillitsch,Christoph Baumgartner,Sebastian Rudy,Benjamin Hübner,Kevin Akpoguma,Robert Skov,Stefan Posch,Gladbach,Yann Sommer,Christoph Kramer,Denis Zakaria,Marcus Thuram,Alassane Pléa,Oscar Wendt,Stefan Lainer,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Breel Embolo,0,3,Matchweek 6
49,Paderborn 07,Jannik Huth,Uwe Hünemeier,Klaus Gjasula,Cauly Oliveira Souza,Sven Michel,Luca Kilian,Christopher Antwi-Adjei,Mohamed Dräger,Jamilu Collins,Ben Zolinski,Sebastian Vasiliadis,Bayern Munich,Manuel Neuer,Niklas Süle,Benjamin Pavard,Thiago Alcántara,Robert Lewandowski,Philippe Coutinho,Jérôme Boateng,Lucas Hernández,Serge Gnabry,Kingsley Coman,Joshua Kimmich,2,3,Matchweek 6
50,RB Leipzig,Péter Gulácsi,Willi Orban,Dayot Upamecano,Marcel Sabitzer,Amadou Haidara,Yussuf Poulsen,Emil Forsberg,Timo Werner,Nordi Mukiele,Marcel Halstenberg,Diego Demme,Schalke 04,Alexander Nübel,Weston McKennie,Omar Mascarell,Suat Serdar,Rabbi Matondo,Benjamin Stambouli,Guido Burgstaller,Jonjoe Kenny,Bastian Oczipka,Amine Harit,Salif Sané,1,3,Matchweek 6
51,Dortmund,Roman Bürki,Achraf Hakimi,Jadon Sancho,Mahmoud Dahoud,Mario Götze,Marco Reus,Manuel Akanji,Thorgan Hazard,Łukasz Piszczek,Axel Witsel,Julian Weigl,Werder Bremen,Jiří Pavlenka,Michael Lang,Milot Rashica,Leonardo Bittencourt,Nuri Şahin,Josh Sargent,Theodor Gebre Selassie,Davy Klaassen,Marco Friedl,Maximilian Eggestein,Christian Groß,2,2,Matchweek 6
52,Düsseldorf,Zack Steffen,André Hoffmann,Kaan Ayhan,Dawid Kownacki,Kenan Karaman,Adam Bodzek,Erik Thommy,Niko Gießelmann,Matthias Zimmermann,Rouwen Hennings,Lewis Baker,Freiburg,Alexander Schwolow,Philipp Lienhart,Amir Abrashi,Jonathan Schmid,Lucas Höler,Nils Petersen,Janik Haberer,Dominique Heintz,Robin Koch,Nicolas Höfler,Christian Günter,1,2,Matchweek 6
53,Köln,Timo Horn,Benno Schmitz,Marco Höger,Jonas Hector,Jhon Córdoba,Jorge Meré,Dominick Drexler,Anthony Modeste,Ellyes Skhiri,Florian Kainz,Sebastiaan Bornauw,Hertha BSC,Rune Jarstein,Per Ciljan Skjelbred,Niklas Stark,Vladimír Darida,Lukas Klünter,Marko Grujić,Javairô Dilrosun,Maximilian Mittelstädt,Dedryck Boyata,Davie Selke,Marius Wolf,0,4,Matchweek 6
54,Hertha BSC,Rune Jarstein,Per Ciljan Skjelbred,Niklas Stark,Vladimír Darida,Lukas Klünter,Marko Grujić,Javairô Dilrosun,Maximilian Mittelstädt,Vedad Ibišević,Dedryck Boyata,Marius Wolf,Düsseldorf,Zack Steffen,Kasim Nuhu,Kaan Ayhan,Oliver Fink,Adam Bodzek,Niko Gießelmann,Matthias Zimmermann,Opoku Ampomah,Rouwen Hennings,Lewis Baker,Bernard Tekpetey,3,1,Matchweek 7
55,Paderborn 07,Leopold Zingerle,Klaus Gjasula,Kai Pröger,Cauly Oliveira Souza,Sven Michel,Sebastian Schonlau,Luca Kilian,Mohamed Dräger,Jamilu Collins,Ben Zolinski,Sebastian Vasiliadis,Mainz 05,Robin Zentner,Jerry St. Juste,Jean-Paul Boëtius,Robin Quaison,Levin Öztunalı,Pierre Kunde,Daniel Brosinski,Moussa Niakhate,Edimilson Fernandes,Karim Onisiwo,Ridle Baku,1,2,Matchweek 7
56,Freiburg,Alexander Schwolow,Amir Abrashi,Jonathan Schmid,Lucas Höler,Luca Waldschmidt,Lukas Kübler,Janik Haberer,Dominique Heintz,Robin Koch,Nicolas Höfler,Christian Günter,Dortmund,Roman Bürki,Achraf Hakimi,Thomas Delaney,Mario Götze,Marco Reus,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Thorgan Hazard,Łukasz Piszczek,Axel Witsel,2,2,Matchweek 7
57,Bayern Munich,Manuel Neuer,Niklas Süle,Benjamin Pavard,Thiago Alcántara,Robert Lewandowski,Philippe Coutinho,Jérôme Boateng,Serge Gnabry,Corentin Tolisso,Kingsley Coman,Joshua Kimmich,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Dennis Geiger,Ihlas Bebou,Florian Grillitsch,Sebastian Rudy,Benjamin Hübner,Sargis Adamyan,Kevin Akpoguma,Robert Skov,Stefan Posch,1,2,Matchweek 7
