,Unnamed: 0.1,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H
0,0,0,Bayern Munich,Manuel Neuer,Niklas Süle,Benjamin Pavard,Thiago Alcántara,Robert Lewandowski,Serge Gnabry,Corentin Tolisso,Thomas Müller,David Alaba,Kingsley Coman,Joshua Kimmich,Hertha BSC,Rune Jarstein,Karim Rekik,Niklas Stark,Vladimír Darida,Ondrej Duda,Mathew Leckie,Lukas Klünter,Marko Grujić,Maximilian Mittelstädt,Vedad Ibišević,Dodi Lukebakio,2,2,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,1.14
1,1,1,Wolfsburg,Koen Casteels,William,Wout Weghorst,Felix Klaus,Jérôme Roussillon,Josuha Guilavogui,Xaver Schlager,John Brooks,Maximilian Arnold,Robin Knoche,João Victor Santos Sá,Köln,Timo Horn,Rafael Czichos,Marco Höger,Birger Verstraete,Kingsley Schindler,Jonas Hector,Kingsley Ehizibue,Jorge Meré,Dominick Drexler,Anthony Modeste,Florian Kainz,2,1,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.5,1.95
2,2,2,Freiburg,Alexander Schwolow,Philipp Lienhart,Nico Schlotterbeck,Jonathan Schmid,Luca Waldschmidt,Nils Petersen,Jérôme Gondorf,Brandon Borrello,Robin Koch,Nicolas Höfler,Christian Günter,Mainz 05,Florian Müller,Aarón Martín,Jerry St. Juste,Jean-Paul Boëtius,Danny Latza,Robin Quaison,Daniel Brosinski,Moussa Niakhate,Edimilson Fernandes,Karim Onisiwo,Ridle Baku,3,0,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.25,2.25
3,3,3,Dortmund,Marwin Hitz,Jadon Sancho,Paco Alcácer,Marco Reus,Nico Schulz,Mats Hummels,Manuel Akanji,Thorgan Hazard,Łukasz Piszczek,Axel Witsel,Julian Weigl,Augsburg,Tomáš Koubek,Mads Pedersen,Marek Suchý,Florian Niederlechner,Rani Khedira,Daniel Baier,Michael Gregoritsch,Ruben Vargas,Carlos Gruezo,André Hahn,Georg Teigl,5,1,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,1.2
4,4,4,Leverkusen,Lukáš Hrádecký,Jonathan Tah,Sven Bender,Lars Bender,Leon Bailey,Kerem Demirbay,Julian Baumgartlinger,Wendell,Charles Aránguiz,Kai Havertz,Kevin Volland,Paderborn 07,Jannik Huth,Uwe Hünemeier,Christian Strohdiek,Klaus Gjasula,Kai Pröger,Sven Michel,Christopher Antwi-Adjei,Mohamed Dräger,Jamilu Collins,Streli Mamba,Sebastian Vasiliadis,3,2,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,1.25
5,5,5,Werder Bremen,Jiří Pavlenka,Milot Rashica,Yuya Osako,Nuri Şahin,Niklas Moisander,Ömer Toprak,Theodor Gebre Selassie,Johannes Eggestein,Davy Klaassen,Marco Friedl,Maximilian Eggestein,Düsseldorf,Zack Steffen,Markus Suttner,André Hoffmann,Kaan Ayhan,Alfredo Morales,Kenan Karaman,Erik Thommy,Niko Gießelmann,Matthias Zimmermann,Rouwen Hennings,Lewis Baker,1,3,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,3.75,1.75
6,6,6,Gladbach,Yann Sommer,Denis Zakaria,Marcus Thuram,Alassane Pléa,Oscar Wendt,Stefan Lainer,László Bénes,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Breel Embolo,Schalke 04,Alexander Nübel,Weston McKennie,Matija Nastasić,Omar Mascarell,Benito Raman,Benjamin Stambouli,Daniel Caligiuri,Guido Burgstaller,Jonjoe Kenny,Bastian Oczipka,Amine Harit,0,0,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.5,2.0
7,7,7,Eint Frankfurt,Kevin Trapp,Ante Rebić,Gelson Fernandes,Filip Kostić,Mijat Gaćinović,Martin Hinteregger,Daichi Kamada,David Abraham,Makoto Hasebe,Danny da Costa,Dominik Kohr,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Ermin Bičakčić,Lukas Rupp,Dennis Geiger,Ihlas Bebou,Sebastian Rudy,Steven Zuber,Kevin Vogt,Robert Skov,Stefan Posch,1,0,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.6,2.25
8,8,8,Union Berlin,Rafał Gikiewicz,Marvin Friedrich,Sebastian Andersson,Marius Bülter,Suleiman Abdullahi,Grischa Prömel,Christopher Lenz,Christopher Trimmel,Robert Andrich,Keven Schlotterbeck,Christian Gentner,RB Leipzig,Péter Gulácsi,Willi Orban,Ibrahima Konaté,Marcel Sabitzer,Yussuf Poulsen,Timo Werner,Lukas Klostermann,Nordi Mukiele,Marcel Halstenberg,Diego Demme,Kevin Kampl,0,4,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,3.8,5.0
9,9,9,Köln,Timo Horn,Rafael Czichos,Birger Verstraete,Kingsley Schindler,Jonas Hector,Jhon Córdoba,Kingsley Ehizibue,Dominick Drexler,Anthony Modeste,Ellyes Skhiri,Sebastiaan Bornauw,Dortmund,Roman Bürki,Jadon Sancho,Paco Alcácer,Marco Reus,Nico Schulz,Mats Hummels,Manuel Akanji,Thorgan Hazard,Łukasz Piszczek,Axel Witsel,Julian Weigl,1,3,Matchweek 2,2,-1.0,4.0,-1.0,4.0,0.0,3.0,0.0,3.0,1.44,4.75,6.5
