,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form
12,12,Schalke 04,Ralf Fährmann,Júnior Caiçara,Johannes Geis,Franco Di Santo,Julian Draxler,Marco Höger,Eric Maxim Choupo-Moting,Dennis Aogo,Klaas-Jan Huntelaar,Joël Matip,Roman Neustädter,Darmstadt 98,Christian Mathenia,Aytaç Sulu,Mario Vrančić,Jérôme Gondorf,Dominik Stroh-Engel,György Garics,Peter Niemeyer,Marcel Heller,Fabian Holland,Luca Caldirola,Konstantin Rausch,1,1,Matchweek 2,2,3.0,0.0,3.0,0.0,3.0,1.0,3.0,1.0
13,13,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Fabian Schär,Eugen Polanski,Jonathan Schmid,Pirmin Schwegler,Steven Zuber,Kim Jin-su,Kevin Kurányi,Niklas Süle,Kevin Volland,Bayern Munich,Manuel Neuer,Medhi Benatia,Arjen Robben,Douglas Costa,Xabi Alonso,Jérôme Boateng,Mario Götze,Philipp Lahm,Arturo Vidal,Thomas Müller,David Alaba,1,2,Matchweek 2,2,-1.0,5.0,-1.0,5.0,0.0,3.0,0.0,3.0
14,14,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Kevin Vogt,Marcel Risse,Simon Zoller,Jonas Hector,Paweł Olkowski,Leonardo Bittencourt,Anthony Modeste,Matthias Lehmann,Wolfsburg,Koen Casteels,Timm Klose,Vieirinha,Ivan Perišić,Aaron Hunt,Max Kruse,Bas Dost,Kevin De Bruyne,Luiz Gustavo,Naldo,Ricardo Rodríguez,1,1,Matchweek 2,2,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0
15,15,Hamburger SV,René Adler,Dennis Diekmeier,Emir Spahić,Johan Djourou,Ivo Iličević,Lewis Holtby,Sven Schipplock,Michael Gregoritsch,Albin Ekdal,Matthias Ostrzolek,Gideon Jung,Stuttgart,Przemysław Tytoń,Emiliano Insúa,Timo Baumgartl,Martin Harnik,Lukas Rupp,Daniel Didavi,Florian Klein,Filip Kostić,Christian Gentner,Adam Hloušek,Daniel Ginczek,3,2,Matchweek 2,2,-5.0,-2.0,-5.0,-2.0,0.0,0.0,0.0,0.0
16,16,Ingolstadt 04,Ørjan Nyland,Benjamin Hübner,Alfredo Morales,Mathew Leckie,Roger,Moritz Hartmann,Pascal Groß,Lukas Hinterseer,Romain Brégerie,Konstantin Engel,Tobias Levels,Dortmund,Roman Bürki,Neven Subotić,İlkay Gündoğan,Henrikh Mkhitaryan,Marco Reus,Mats Hummels,Pierre-Emerick Aubameyang,Shinji Kagawa,Matthias Ginter,Marcel Schmelzer,Julian Weigl,0,4,Matchweek 2,2,1.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0
17,17,Gladbach,Yann Sommer,Patrick Herrmann,Thorgan Hazard,Raffael,Lars Stindl,Ibrahima Traoré,Oscar Wendt,Marvin Schulz,Tony Jantschke,Julian Korb,Granit Xhaka,Mainz 05,Loris Karius,Yoshinori Mutō,Yunus Mallı,Julian Baumgartlinger,Stefan Bell,Jairo Samperio,Daniel Brosinski,Fabian Frei,Park Joo-ho,Niko Bungert,Christian Clemens,1,2,Matchweek 2,2,-4.0,-1.0,-4.0,-1.0,0.0,0.0,0.0,0.0
18,18,Wolfsburg,Koen Casteels,Timm Klose,Daniel Caligiuri,Vieirinha,Max Kruse,Bas Dost,Christian Träsch,Luiz Gustavo,Josuha Guilavogui,Naldo,Ricardo Rodríguez,Schalke 04,Ralf Fährmann,Johannes Geis,Sead Kolašinac,Julian Draxler,Eric Maxim Choupo-Moting,Dennis Aogo,Leroy Sané,Klaas-Jan Huntelaar,Sascha Riether,Joël Matip,Roman Neustädter,3,0,Matchweek 3,3,1.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0
19,19,Darmstadt 98,Christian Mathenia,Aytaç Sulu,Marco Sailer,Jérôme Gondorf,Dominik Stroh-Engel,György Garics,Peter Niemeyer,Marcel Heller,Fabian Holland,Luca Caldirola,Konstantin Rausch,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Fabian Schär,Eugen Polanski,Pirmin Schwegler,Steven Zuber,Mark Uth,Kim Jin-su,Kevin Kurányi,Niklas Süle,Kevin Volland,0,0,Matchweek 3,3,0.0,-2.0,0.0,-2.0,2.0,0.0,2.0,0.0
20,20,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Halil Altıntop,Daniel Baier,Tobias Werner,Hong Jeong-ho,Dominik Kohr,Raúl Bobadilla,Caiuby,Philipp Max,Ingolstadt 04,Ramazan Özcan,Markus Suttner,Benjamin Hübner,Alfredo Morales,Mathew Leckie,Roger,Moritz Hartmann,Pascal Groß,Lukas Hinterseer,Tobias Levels,Marvin Matip,0,1,Matchweek 3,3,-1.0,-3.0,-1.0,-3.0,1.0,3.0,1.0,3.0
21,21,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Kevin Vogt,Marcel Risse,Simon Zoller,Jonas Hector,Paweł Olkowski,Leonardo Bittencourt,Anthony Modeste,Matthias Lehmann,Hamburger SV,René Adler,Dennis Diekmeier,Cléber,Emir Spahić,Ivo Iličević,Lewis Holtby,Sven Schipplock,Michael Gregoritsch,Albin Ekdal,Matthias Ostrzolek,Gideon Jung,2,1,Matchweek 3,3,2.0,-4.0,2.0,-4.0,4.0,3.0,4.0,3.0
22,22,Mainz 05,Loris Karius,Leon Balogun,Pierre Bengtsson,Yoshinori Mutō,Yunus Mallı,Julian Baumgartlinger,Stefan Bell,Jairo Samperio,Fabian Frei,Niko Bungert,Christian Clemens,Hannover 96,Ron-Robert Zieler,Hiroki Sakai,Salif Sané,Edgar Prib,Manuel Schmiedebach,Felix Klaus,Uffe Bech,Christian Schulz,Marcelo,Oliver Sorg,Charlison Benschop,3,0,Matchweek 3,3,0.0,-1.0,0.0,-1.0,3.0,1.0,3.0,1.0
23,23,Stuttgart,Przemysław Tytoń,Emiliano Insúa,Daniel Schwaab,Timo Baumgartl,Martin Harnik,Daniel Didavi,Filip Kostić,Christian Gentner,Adam Hloušek,Serey Die,Daniel Ginczek,Eint Frankfurt,Lukáš Hrádecký,Marco Russ,Carlos Zambrano,Bastian Oczipka,Stefan Reinartz,Haris Seferović,Stefan Aigner,Makoto Hasebe,Marc Stendera,Timothy Chandler,Luc Castaignos,1,4,Matchweek 3,3,-3.0,-1.0,-3.0,-1.0,0.0,1.0,0.0,1.0
24,24,Bayern Munich,Manuel Neuer,Thiago Alcántara,Robert Lewandowski,Arjen Robben,Douglas Costa,Xabi Alonso,Juan Bernat,Philipp Lahm,Arturo Vidal,Thomas Müller,David Alaba,Leverkusen,Bernd Leno,Jonathan Tah,Kyriakos Papadopoulos,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Roberto Hilbert,Admir Mehmedi,Wendell,Christoph Kramer,Karim Bellarabi,3,0,Matchweek 3,3,6.0,2.0,6.0,2.0,6.0,6.0,6.0,6.0
25,25,Dortmund,Roman Bürki,İlkay Gündoğan,Henrikh Mkhitaryan,Marco Reus,Mats Hummels,Pierre-Emerick Aubameyang,Shinji Kagawa,Sokratis Papastathopoulos,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Hertha BSC,Thomas Kraft,Peter Pekarík,Per Ciljan Skjelbred,Vladimír Darida,Valentin Stocker,Sebastian Langkamp,Marvin Plattenhardt,Johannes van den Bergh,Genki Haraguchi,John Brooks,Fabian Lustenberger,3,1,Matchweek 3,3,8.0,1.0,8.0,1.0,6.0,4.0,6.0,4.0
26,26,Werder Bremen,Felix Wiedwald,Santiago García,Assani Lukimya-Mulongoti,Jannik Vestergaard,Clemens Fritz,Aron Jóhannsson,Zlatko Junuzović,Ulisses Garcia,Anthony Ujah,Theodor Gebre Selassie,Philipp Bargfrede,Gladbach,Yann Sommer,Roel Brouwers,Håvard Nordtveit,Patrick Herrmann,Thorgan Hazard,Raffael,Lars Stindl,Oscar Wendt,Marvin Schulz,Tony Jantschke,Granit Xhaka,2,1,Matchweek 3,3,-3.0,-5.0,-3.0,-5.0,1.0,0.0,1.0,0.0
27,27,Gladbach,Yann Sommer,Roel Brouwers,Håvard Nordtveit,Thorgan Hazard,Raffael,Lars Stindl,Oscar Wendt,Tony Jantschke,Julian Korb,André Hahn,Martin Stranzl,Hamburger SV,Jaroslav Drobný,Dennis Diekmeier,Johan Djourou,Ivo Iličević,Lewis Holtby,Pierre-Michel Lasogga,Aaron Hunt,Albin Ekdal,Matthias Ostrzolek,Nicolai Müller,Gojko Kačar,0,3,Matchweek 4,4,-6.0,-5.0,-6.0,-5.0,0.0,3.0,0.0,3.0
28,28,Bayern Munich,Manuel Neuer,Thiago Alcántara,Robert Lewandowski,Douglas Costa,Rafinha,Xabi Alonso,Jérôme Boateng,Philipp Lahm,Arturo Vidal,Thomas Müller,David Alaba,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Markus Feulner,Daniel Baier,Alexander Esswein,Tobias Werner,Jan-Ingwer Callsen-Bracker,Koo Ja-cheol,Dominik Kohr,Raúl Bobadilla,2,1,Matchweek 4,4,9.0,-2.0,9.0,-2.0,9.0,1.0,9.0,1.0
29,29,Leverkusen,Bernd Leno,Jonathan Tah,Kyriakos Papadopoulos,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Roberto Hilbert,Wendell,Julian Brandt,Christoph Kramer,Karim Bellarabi,Darmstadt 98,Christian Mathenia,Aytaç Sulu,Jérôme Gondorf,Dominik Stroh-Engel,Jan Rosenthal,György Garics,Peter Niemeyer,Marcel Heller,Fabian Holland,Luca Caldirola,Konstantin Rausch,0,1,Matchweek 4,4,-1.0,0.0,-1.0,0.0,6.0,3.0,6.0,3.0
30,30,Ingolstadt 04,Ramazan Özcan,Markus Suttner,Benjamin Hübner,Alfredo Morales,Mathew Leckie,Roger,Moritz Hartmann,Pascal Groß,Lukas Hinterseer,Tobias Levels,Marvin Matip,Wolfsburg,Diego Benaglio,Daniel Caligiuri,Julian Draxler,Bas Dost,Christian Träsch,André Schürrle,Dante,Luiz Gustavo,Josuha Guilavogui,Naldo,Ricardo Rodríguez,0,0,Matchweek 4,4,-2.0,4.0,-2.0,4.0,6.0,7.0,6.0,7.0
31,31,Hertha BSC,Thomas Kraft,Per Ciljan Skjelbred,Vladimír Darida,Salomon Kalou,Valentin Stocker,Sebastian Langkamp,Marvin Plattenhardt,Mitchell Weiser,Genki Haraguchi,Roy Beerens,Fabian Lustenberger,Stuttgart,Odisseas Vlachodimos,Emiliano Insúa,Toni Šunjić,Martin Harnik,Daniel Didavi,Florian Klein,Filip Kostić,Christian Gentner,Adam Hloušek,Serey Die,Daniel Ginczek,2,1,Matchweek 4,4,-1.0,-6.0,-1.0,-6.0,4.0,0.0,4.0,0.0
32,32,Hannover 96,Ron-Robert Zieler,Leon Andreasen,Miiko Albornoz,Hiroki Sakai,Salif Sané,Edgar Prib,Artur Sobiech,Hiroshi Kiyotake,Felipe,Marcelo,Oliver Sorg,Dortmund,Roman Bürki,Jonas Hofmann,İlkay Gündoğan,Henrikh Mkhitaryan,Mats Hummels,Pierre-Emerick Aubameyang,Shinji Kagawa,Sokratis Papastathopoulos,Matthias Ginter,Marcel Schmelzer,Julian Weigl,2,4,Matchweek 4,4,-4.0,10.0,-4.0,10.0,1.0,9.0,1.0,9.0
33,33,Eint Frankfurt,Lukáš Hrádecký,Marco Russ,Bastian Oczipka,Stefan Reinartz,Haris Seferović,Alexander Meier,David Abraham,Makoto Hasebe,Marc Stendera,Aleksandar Ignjovski,Luc Castaignos,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Kevin Vogt,Marcel Risse,Simon Zoller,Jonas Hector,Paweł Olkowski,Leonardo Bittencourt,Anthony Modeste,Matthias Lehmann,6,2,Matchweek 4,4,2.0,3.0,2.0,3.0,4.0,7.0,4.0,7.0
34,34,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Fabian Schär,Eugen Polanski,Pirmin Schwegler,Steven Zuber,Mark Uth,Kim Jin-su,Kevin Kurányi,Niklas Süle,Kevin Volland,Werder Bremen,Felix Wiedwald,Santiago García,Assani Lukimya-Mulongoti,Jannik Vestergaard,Clemens Fritz,Aron Jóhannsson,Zlatko Junuzović,Felix Kroos,Ulisses Garcia,Anthony Ujah,Theodor Gebre Selassie,1,3,Matchweek 4,4,-2.0,-2.0,-2.0,-2.0,1.0,4.0,1.0,4.0
35,35,Schalke 04,Ralf Fährmann,Júnior Caiçara,Johannes Geis,Max Meyer,Leon Goretzka,Franco Di Santo,Eric Maxim Choupo-Moting,Dennis Aogo,Klaas-Jan Huntelaar,Joël Matip,Roman Neustädter,Mainz 05,Loris Karius,Leon Balogun,Danny Latza,Pierre Bengtsson,Yoshinori Mutō,Yunus Mallı,Julian Baumgartlinger,Stefan Bell,Daniel Brosinski,Niko Bungert,Christian Clemens,2,1,Matchweek 4,4,0.0,3.0,0.0,3.0,4.0,6.0,4.0,6.0
36,36,Mainz 05,Loris Karius,Pierre Bengtsson,Christoph Moritz,Yoshinori Mutō,Yunus Mallı,Julian Baumgartlinger,Stefan Bell,Daniel Brosinski,Niko Bungert,Christian Clemens,Pablo de Blasis,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Fabian Schär,Sebastian Rudy,Eugen Polanski,Eduardo Vargas,Jonathan Schmid,Pirmin Schwegler,Kim Jin-su,Niklas Süle,Kevin Volland,3,1,Matchweek 5,5,2.0,-4.0,2.0,-4.0,6.0,1.0,6.0,1.0
37,37,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Kevin Vogt,Marcel Risse,Yuya Osako,Jonas Hector,Paweł Olkowski,Leonardo Bittencourt,Anthony Modeste,Matthias Lehmann,Gladbach,Yann Sommer,Andreas Christensen,Roel Brouwers,Mahmoud Dahoud,Josip Drmić,Thorgan Hazard,Raffael,Ibrahima Traoré,Oscar Wendt,Tony Jantschke,Granit Xhaka,1,0,Matchweek 5,5,-1.0,-9.0,-1.0,-9.0,7.0,0.0,7.0,0.0
38,38,Wolfsburg,Diego Benaglio,Nicklas Bendtner,Marcel Schäfer,Daniel Caligiuri,Julian Draxler,Max Kruse,Christian Träsch,André Schürrle,Dante,Josuha Guilavogui,Naldo,Hertha BSC,Thomas Kraft,Per Ciljan Skjelbred,Vladimír Darida,Valentin Stocker,Sebastian Langkamp,Tolga Ciğerci,Vedad Ibišević,Marvin Plattenhardt,Mitchell Weiser,Genki Haraguchi,Fabian Lustenberger,2,0,Matchweek 5,5,4.0,0.0,4.0,0.0,8.0,7.0,8.0,7.0
39,39,Hamburger SV,Jaroslav Drobný,Dennis Diekmeier,Emir Spahić,Johan Djourou,Ivo Iličević,Lewis Holtby,Pierre-Michel Lasogga,Aaron Hunt,Matthias Ostrzolek,Nicolai Müller,Gojko Kačar,Eint Frankfurt,Lukáš Hrádecký,Marco Russ,Bastian Oczipka,Stefan Reinartz,Haris Seferović,Alexander Meier,David Abraham,Makoto Hasebe,Marc Stendera,Aleksandar Ignjovski,Luc Castaignos,0,0,Matchweek 5,5,-2.0,6.0,-2.0,6.0,6.0,7.0,6.0,7.0
40,40,Werder Bremen,Felix Wiedwald,Santiago García,Assani Lukimya-Mulongoti,Jannik Vestergaard,Clemens Fritz,Aron Jóhannsson,Ulisses Garcia,Anthony Ujah,Fin Bartels,Theodor Gebre Selassie,Philipp Bargfrede,Ingolstadt 04,Ramazan Özcan,Markus Suttner,Benjamin Hübner,Alfredo Morales,Mathew Leckie,Roger,Pascal Groß,Stefan Lex,Lukas Hinterseer,Tobias Levels,Marvin Matip,0,1,Matchweek 5,5,0.0,-2.0,0.0,-2.0,7.0,7.0,7.0,7.0
41,41,Darmstadt 98,Christian Mathenia,Aytaç Sulu,Jérôme Gondorf,Dominik Stroh-Engel,Tobias Kempe,György Garics,Peter Niemeyer,Marcel Heller,Fabian Holland,Luca Caldirola,Konstantin Rausch,Bayern Munich,Manuel Neuer,Douglas Costa,Rafinha,Jérôme Boateng,Juan Bernat,Mario Götze,Sebastian Rode,Arturo Vidal,David Alaba,Kingsley Coman,Joshua Kimmich,0,3,Matchweek 5,5,1.0,10.0,1.0,10.0,6.0,12.0,6.0,12.0
42,42,Stuttgart,Przemysław Tytoń,Emiliano Insúa,Toni Šunjić,Timo Baumgartl,Florian Klein,Filip Kostić,Timo Werner,Christian Gentner,Serey Die,Daniel Ginczek,Alexandru Maxim,Schalke 04,Ralf Fährmann,Júnior Caiçara,Johannes Geis,Max Meyer,Leon Goretzka,Franco Di Santo,Dennis Aogo,Leroy Sané,Klaas-Jan Huntelaar,Joël Matip,Roman Neustädter,0,1,Matchweek 5,5,-7.0,1.0,-7.0,1.0,0.0,7.0,0.0,7.0
43,43,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Ragnar Klavan,Halil Altıntop,Alexander Esswein,Tobias Werner,Koo Ja-cheol,Hong Jeong-ho,Dominik Kohr,Tim Matavž,Hannover 96,Ron-Robert Zieler,Leon Andreasen,Miiko Albornoz,Hiroki Sakai,Salif Sané,Edgar Prib,Artur Sobiech,Hiroshi Kiyotake,Christian Schulz,Oliver Sorg,Marcelo,2,0,Matchweek 5,5,-3.0,-6.0,-3.0,-6.0,1.0,1.0,1.0,1.0
44,44,Dortmund,Roman Bürki,Jonas Hofmann,İlkay Gündoğan,Henrikh Mkhitaryan,Mats Hummels,Pierre-Emerick Aubameyang,Shinji Kagawa,Sokratis Papastathopoulos,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Leverkusen,Bernd Leno,Jonathan Tah,Kyriakos Papadopoulos,Javier Hernández,Hakan Çalhanoğlu,Stefan Kießling,Wendell,Christoph Kramer,Giulio Donati,Karim Bellarabi,Kevin Kampl,3,0,Matchweek 5,5,12.0,-2.0,12.0,-2.0,12.0,6.0,12.0,6.0
45,45,Ingolstadt 04,Ramazan Özcan,Markus Suttner,Benjamin Hübner,Alfredo Morales,Mathew Leckie,Roger,Pascal Groß,Stefan Lex,Lukas Hinterseer,Tobias Levels,Marvin Matip,Hamburger SV,Jaroslav Drobný,Dennis Diekmeier,Emir Spahić,Johan Djourou,Ivo Iličević,Lewis Holtby,Pierre-Michel Lasogga,Aaron Hunt,Matthias Ostrzolek,Nicolai Müller,Gojko Kačar,0,1,Matchweek 6,6,-1.0,-2.0,-2.0,3.0,10.0,7.0,10.0,7.0
46,46,Bayern Munich,Manuel Neuer,Thiago Alcántara,Douglas Costa,Xabi Alonso,Jérôme Boateng,Juan Bernat,Mario Götze,Philipp Lahm,Arturo Vidal,Thomas Müller,David Alaba,Wolfsburg,Diego Benaglio,Daniel Caligiuri,Julian Draxler,Max Kruse,Bas Dost,Christian Träsch,Dante,Luiz Gustavo,Josuha Guilavogui,Naldo,Ricardo Rodríguez,5,1,Matchweek 6,6,13.0,6.0,8.0,5.0,15.0,11.0,15.0,11.0
47,47,Hertha BSC,Rune Jarstein,Per Ciljan Skjelbred,Niklas Stark,Vladimír Darida,Salomon Kalou,Valentin Stocker,Vedad Ibišević,Marvin Plattenhardt,Mitchell Weiser,Genki Haraguchi,Fabian Lustenberger,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Kevin Vogt,Marcel Risse,Yuya Osako,Jonas Hector,Paweł Olkowski,Leonardo Bittencourt,Anthony Modeste,Matthias Lehmann,2,0,Matchweek 6,6,-2.0,0.0,-3.0,-2.0,7.0,10.0,7.0,10.0
48,48,Darmstadt 98,Christian Mathenia,Aytaç Sulu,Jérôme Gondorf,Jan Rosenthal,György Garics,Sandro Wagner,Peter Niemeyer,Marcel Heller,Fabian Holland,Luca Caldirola,Konstantin Rausch,Werder Bremen,Felix Wiedwald,Santiago García,Álex Gálvez,Assani Lukimya-Mulongoti,Jannik Vestergaard,Clemens Fritz,Aron Jóhannsson,Anthony Ujah,Fin Bartels,Theodor Gebre Selassie,Janek Sternberg,2,1,Matchweek 6,6,-2.0,-1.0,-2.0,2.0,6.0,7.0,6.0,7.0
