,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek
31,Paderborn 07,Lukas Kruse,Uwe Hünemeier,Patrick Ziegler,Jens Wemmer,Mario Vrančić,Moritz Stoppelkamp,Christian Strohdiek,Elias Kachunga,Daniel Brückner,Michael Heinloth,Süleyman Koç,Hannover 96,Ron-Robert Zieler,Hiroki Sakai,Ceyhun Gülselam,Manuel Schmiedebach,Artur Sobiech,Joselu,Christian Schulz,Christian Pander,Marcelo,Hiroshi Kiyotake,Leonardo Bittencourt,2,0,Matchweek 4
32,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Halil Altıntop,Daniel Baier,Baba Rahman,Tobias Werner,Jan-Ingwer Callsen-Bracker,Dominik Kohr,Raúl Bobadilla,Sascha Mölders,Werder Bremen,Raphael Wolf,Santiago García,Álex Gálvez,Assani Lukimya-Mulongoti,Clemens Fritz,Franco Di Santo,Eljero Elia,Sebastian Prödl,Zlatko Junuzović,Fin Bartels,Davie Selke,4,2,Matchweek 4
33,Mainz 05,Loris Karius,Gonzalo Jara,Johannes Geis,Christoph Moritz,Sami Allagui,Julian Baumgartlinger,Stefan Bell,Daniel Brosinski,Júnior Díaz,Shinji Okazaki,Jonas Hofmann,Dortmund,Roman Weidenfeller,Sven Bender,Miloš Jojić,Pierre-Emerick Aubameyang,Kevin Großkreutz,Adrián Ramos,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Matthias Ginter,Erik Durm,2,0,Matchweek 4
34,Wolfsburg,Diego Benaglio,Nicklas Bendtner,Daniel Caligiuri,Vieirinha,Kevin De Bruyne,Junior Malanda,Luiz Gustavo,Sebastian Jung,Naldo,Robin Knoche,Ricardo Rodríguez,Leverkusen,Bernd Leno,Emir Spahić,Lars Bender,Josip Drmić,Hakan Çalhanoğlu,Levin Öztunalı,Tin Jedvaj,Wendell,Giulio Donati,Gonzalo Castro,Karim Bellarabi,4,1,Matchweek 4
35,Köln,Timo Horn,Mišo Brečko,Dominic Maroh,Kevin Vogt,Marcel Risse,Anthony Ujah,Yuya Osako,Jonas Hector,Paweł Olkowski,Kevin Wimmer,Matthias Lehmann,Gladbach,Yann Sommer,Max Kruse,Raffael,Oscar Wendt,Fabian Johnson,Christoph Kramer,Tony Jantschke,Julian Korb,André Hahn,Granit Xhaka,Martin Stranzl,0,0,Matchweek 4
36,Eint Frankfurt,Kevin Trapp,Marco Russ,Carlos Zambrano,Bastian Oczipka,Takashi Inui,Haris Seferović,Alexander Meier,Lucas Piazon,Makoto Hasebe,Timothy Chandler,Aleksandar Ignjovski,Mainz 05,Loris Karius,Johannes Geis,Filip Đuričić,Yunus Mallı,Julian Baumgartlinger,Stefan Bell,Daniel Brosinski,Júnior Díaz,Shinji Okazaki,Niko Bungert,Jonas Hofmann,2,2,Matchweek 5
37,Bayern Munich,Manuel Neuer,Dante,Robert Lewandowski,Arjen Robben,Xabi Alonso,Jérôme Boateng,Mario Götze,Sebastian Rode,Philipp Lahm,Thomas Müller,David Alaba,Paderborn 07,Lukas Kruse,Uwe Hünemeier,Lukas Rupp,Patrick Ziegler,Jens Wemmer,Moritz Stoppelkamp,Christian Strohdiek,Elias Kachunga,Daniel Brückner,Michael Heinloth,Idir Ouali,4,0,Matchweek 5
38,Werder Bremen,Raphael Wolf,Santiago García,Luca Caldirola,Álex Gálvez,Assani Lukimya-Mulongoti,Franco Di Santo,Eljero Elia,Zlatko Junuzović,Fin Bartels,Davie Selke,Marnon Busch,Schalke 04,Ralf Fährmann,Max Meyer,Marco Höger,Eric Maxim Choupo-Moting,Dennis Aogo,Sidney Sam,Atsuto Uchida,Christian Fuchs,Kaan Ayhan,Klaas-Jan Huntelaar,Roman Neustädter,0,3,Matchweek 5
39,Hoffenheim,Oliver Baumann,Andreas Beck,Sebastian Rudy,Eugen Polanski,Roberto Firmino,Tobias Strobl,Tarik Elyounoussi,Niklas Süle,Ádám Szalai,Jannik Vestergaard,Kevin Volland,Freiburg,Roman Bürki,Pavel Krmaš,Vladimír Darida,Mike Frantz,Jonathan Schmid,Marc-Oliver Kempf,Julian Schuster,Mensur Mujdža,Maximilian Philipp,Christian Günter,Felix Klaus,3,3,Matchweek 5
40,Hertha BSC,Thomas Kraft,Peter Pekarík,Per Ciljan Skjelbred,John Heitinga,Hajime Hosogai,Salomon Kalou,Marcel Ndjeng,Ronny,Genki Haraguchi,Roy Beerens,Fabian Lustenberger,Wolfsburg,Diego Benaglio,Nicklas Bendtner,Timm Klose,Vieirinha,Ivica Olić,Kevin De Bruyne,Junior Malanda,Luiz Gustavo,Sebastian Jung,Naldo,Ricardo Rodríguez,1,0,Matchweek 5
41,Leverkusen,Bernd Leno,Stefan Reinartz,Emir Spahić,Son Heung-min,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Roberto Hilbert,Tin Jedvaj,Sebastian Boenisch,Karim Bellarabi,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Halil Altıntop,Daniel Baier,Baba Rahman,Tobias Werner,Jan-Ingwer Callsen-Bracker,Dominik Kohr,Raúl Bobadilla,Sascha Mölders,1,0,Matchweek 5
42,Dortmund,Roman Weidenfeller,Neven Subotić,Sven Bender,Ciro Immobile,Miloš Jojić,Pierre-Emerick Aubameyang,Kevin Großkreutz,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Marcel Schmelzer,Stuttgart,Sven Ulreich,Gōtoku Sakai,Daniel Schwaab,Moritz Leitner,Daniel Didavi,Carlos Gruezo,Oriol Romeu,Florian Klein,Timo Werner,Christian Gentner,Antonio Rüdiger,2,2,Matchweek 5
43,Gladbach,Yann Sommer,Max Kruse,Thorgan Hazard,Raffael,Álvaro Domínguez,Christoph Kramer,Tony Jantschke,Julian Korb,André Hahn,Granit Xhaka,Martin Stranzl,Hamburger SV,Jaroslav Drobný,Dennis Diekmeier,Heiko Westermann,Johan Djourou,Lewis Holtby,Tolgay Arslan,Pierre-Michel Lasogga,Zoltán Stieber,Valon Behrami,Matthias Ostrzolek,Nicolai Müller,1,0,Matchweek 5
44,Hannover 96,Ron-Robert Zieler,Leon Andreasen,Miiko Albornoz,Hiroki Sakai,Ceyhun Gülselam,Joselu,Christian Schulz,Jimmy Briand,Marcelo,Hiroshi Kiyotake,Leonardo Bittencourt,Köln,Timo Horn,Mišo Brečko,Dominic Maroh,Kevin Vogt,Marcel Risse,Yuya Osako,Jonas Hector,Sławomir Peszko,Daniel Halfar,Kevin Wimmer,Matthias Lehmann,1,0,Matchweek 5
45,Mainz 05,Loris Karius,Johannes Geis,Christoph Moritz,Sami Allagui,Filip Đuričić,Julian Baumgartlinger,Stefan Bell,Daniel Brosinski,Júnior Díaz,Niko Bungert,Jonas Hofmann,Hoffenheim,Oliver Baumann,Andreas Beck,Sebastian Rudy,Eugen Polanski,Roberto Firmino,Tobias Strobl,Tarik Elyounoussi,Pirmin Schwegler,Niklas Süle,Anthony Modeste,Kevin Volland,0,0,Matchweek 6
46,Köln,Timo Horn,Mišo Brečko,Dominic Maroh,Adam Matuszczyk,Anthony Ujah,Jonas Hector,Paweł Olkowski,Daniel Halfar,Kevin Wimmer,Yannick Gerhardt,Matthias Lehmann,Bayern Munich,Manuel Neuer,Robert Lewandowski,Arjen Robben,Rafinha,Xabi Alonso,Jérôme Boateng,Juan Bernat,Mario Götze,Philipp Lahm,Thomas Müller,David Alaba,0,2,Matchweek 6
47,Schalke 04,Ralf Fährmann,Max Meyer,Kevin-Prince Boateng,Marco Höger,Eric Maxim Choupo-Moting,Dennis Aogo,Sidney Sam,Atsuto Uchida,Klaas-Jan Huntelaar,Joël Matip,Roman Neustädter,Dortmund,Roman Weidenfeller,Neven Subotić,Sven Bender,Ciro Immobile,Mats Hummels,Pierre-Emerick Aubameyang,Kevin Großkreutz,Adrián Ramos,Łukasz Piszczek,Matthias Ginter,Erik Durm,2,1,Matchweek 6
48,Paderborn 07,Lukas Kruse,Uwe Hünemeier,Lukas Rupp,Patrick Ziegler,Jens Wemmer,Mario Vrančić,Stefan Kutschke,Moritz Stoppelkamp,Elias Kachunga,Daniel Brückner,Süleyman Koç,Gladbach,Yann Sommer,Patrick Herrmann,Raffael,Álvaro Domínguez,Ibrahima Traoré,Oscar Wendt,Christoph Kramer,Tony Jantschke,Branimir Hrgota,Granit Xhaka,Martin Stranzl,1,2,Matchweek 6
49,Freiburg,Roman Bürki,Pavel Krmaš,Jonathan Schmid,Marc-Oliver Kempf,Julian Schuster,Oliver Sorg,Maximilian Philipp,Nicolas Höfler,Christian Günter,Karim Guédé,Felix Klaus,Leverkusen,Bernd Leno,Stefan Reinartz,Emir Spahić,Son Heung-min,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Roberto Hilbert,Tin Jedvaj,Wendell,Karim Bellarabi,0,0,Matchweek 6
50,Stuttgart,Thorsten Kirschbaum,Gōtoku Sakai,Daniel Schwaab,Moritz Leitner,Daniel Didavi,Carlos Gruezo,Oriol Romeu,Florian Klein,Timo Werner,Christian Gentner,Antonio Rüdiger,Hannover 96,Ron-Robert Zieler,Leon Andreasen,Miiko Albornoz,Hiroki Sakai,Ceyhun Gülselam,Manuel Schmiedebach,Joselu,Christian Schulz,Marcelo,Hiroshi Kiyotake,Leonardo Bittencourt,1,0,Matchweek 6
51,Wolfsburg,Diego Benaglio,Ivan Perišić,Aaron Hunt,Ivica Olić,Kevin De Bruyne,Luiz Gustavo,Josuha Guilavogui,Sebastian Jung,Naldo,Robin Knoche,Ricardo Rodríguez,Werder Bremen,Raphael Wolf,Santiago García,Assani Lukimya-Mulongoti,Cédric Makiadi,Franco Di Santo,Izet Hajrović,Sebastian Prödl,Zlatko Junuzović,Fin Bartels,Nils Petersen,Marnon Busch,2,1,Matchweek 6
52,Augsburg,Marwin Hitz,Paul Verhaegh,Ragnar Klavan,Halil Altıntop,Daniel Baier,Baba Rahman,Tobias Werner,Jan-Ingwer Callsen-Bracker,Dominik Kohr,Raúl Bobadilla,Nikola Đurđić,Hertha BSC,Thomas Kraft,Peter Pekarík,Per Ciljan Skjelbred,John Heitinga,Hajime Hosogai,Marcel Ndjeng,Salomon Kalou,Ronny,Genki Haraguchi,Roy Beerens,Fabian Lustenberger,1,0,Matchweek 6
53,Hamburger SV,Jaroslav Drobný,Cléber,Heiko Westermann,Johan Djourou,Lewis Holtby,Tolgay Arslan,Pierre-Michel Lasogga,Zoltán Stieber,Valon Behrami,Matthias Ostrzolek,Nicolai Müller,Eint Frankfurt,Felix Wiedwald,Marco Russ,Bastian Oczipka,Haris Seferović,Alexander Meier,Stefan Aigner,Makoto Hasebe,Timothy Chandler,Anderson Bamba,Slobodan Medojević,Aleksandar Ignjovski,1,2,Matchweek 6
54,Hertha BSC,Thomas Kraft,Peter Pekarík,Per Ciljan Skjelbred,John Heitinga,Hajime Hosogai,Salomon Kalou,Änis Ben-Hatira,Valentin Stocker,Nico Schulz,Roy Beerens,Fabian Lustenberger,Stuttgart,Thorsten Kirschbaum,Gōtoku Sakai,Daniel Schwaab,Moritz Leitner,Vedad Ibišević,Carlos Gruezo,Oriol Romeu,Florian Klein,Filip Kostić,Christian Gentner,Antonio Rüdiger,3,2,Matchweek 7
55,Werder Bremen,Raphael Wolf,Santiago García,Álex Gálvez,Assani Lukimya-Mulongoti,Cédric Makiadi,Franco Di Santo,Eljero Elia,Sebastian Prödl,Zlatko Junuzović,Fin Bartels,Marnon Busch,Freiburg,Roman Bürki,Marc Torrejón,Vladimír Darida,Mike Frantz,Admir Mehmedi,Jonathan Schmid,Marc-Oliver Kempf,Julian Schuster,Oliver Sorg,Maximilian Philipp,Christian Günter,1,1,Matchweek 7
56,Hoffenheim,Oliver Baumann,Andreas Beck,Sebastian Rudy,Eugen Polanski,Roberto Firmino,Tobias Strobl,Tarik Elyounoussi,Pirmin Schwegler,Niklas Süle,Ádám Szalai,Kevin Volland,Schalke 04,Ralf Fährmann,Max Meyer,Julian Draxler,Marco Höger,Eric Maxim Choupo-Moting,Dennis Aogo,Atsuto Uchida,Christian Fuchs,Klaas-Jan Huntelaar,Joël Matip,Roman Neustädter,2,1,Matchweek 7
57,Bayern Munich,Manuel Neuer,Dante,Medhi Benatia,Robert Lewandowski,Arjen Robben,Xherdan Shaqiri,Rafinha,Xabi Alonso,Juan Bernat,Philipp Lahm,David Alaba,Hannover 96,Ron-Robert Zieler,Miiko Albornoz,Hiroki Sakai,Ceyhun Gülselam,Manuel Schmiedebach,Artur Sobiech,Joselu,Christian Schulz,Felipe,Marcelo,Hiroshi Kiyotake,4,0,Matchweek 7
