,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek
15,Las Palmas,Leandro Chichizola,David Simón,Mauricio Lemos,Jonathan Calleri,Momo,Hernán,Pedro Bigas,Jonathan Viera,Dani Castellano,Tana,Fabio González,Atlético Madrid,Jan Oblak,Diego Godín,Thomas Partey,Koke,Saúl Ñíguez,Yannick Carrasco,Ángel Correa,Šime Vrsaljko,Luciano Vietto,Lucas Hernández,José María Giménez,1,5,Matchweek 2
16,Espanyol,Pau López,Aarón Martín,Naldo,Gerard Moreno,José Manuel Jurado,Léo Baptistão,David López,Javi López,Hernán Pérez,Javi Fuego,Pablo Piatti,Leganés,Iván Cuéllar,Martín Mantovani,Gabriel,Miguel Ángel Guerrero,Alexander,Diego Rico,Javier Eraso,Ezequiel Muñoz,Joseba Zaldúa,Rubén Pérez,Omar Ramos,0,1,Matchweek 2
17,Eibar,Marko Dmitrović,Iván Ramis,Ander Capa,Takashi Inui,Rubén Peña,Paulo Oliveira,Dani García,José Ángel,Kiké,Charles,Joan Jordán,Athletic Club,Kepa Arrizabalaga,Eneko Bóveda,Enric Saborit,Aymeric Laporte,Mikel San José,Iñaki Williams,Aritz Aduriz,Mikel Vesga,Raúl García,Iñigo Córdoba,Unai Núñez,0,1,Matchweek 2
18,Getafe,Vicente Guaita,Djené,Vitorino Antunes,Markel Bergara,Gaku Shibasaki,Cala,Mauro Arambarri,Jorge Molina,Fayçal Fajr,Damián Suárez,Amath,Sevilla,Sergio Rico,Simon Kjær,Michael Krohn-Dehli,Wissam Ben Yedder,Guido Pizarro,Jesús Navas,Sergio Escudero,Ganso,Nicolás Pareja,Nolito,Gabriel Mercado,0,1,Matchweek 2
19,Real Madrid,Keylor Navas,Dani Carvajal,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Gareth Bale,Marcelo,Casemiro,Marco Asensio,Isco,Valencia,Neto,Rúben Vezo,Jeison Murillo,Simone Zaza,Daniel Parejo,José Luis Gayà,Geoffrey Kondogbia,Carlos Soler,Rodrigo,Martín Montoya,Toni Lato,2,2,Matchweek 2
20,Leganés,Iván Cuéllar,Martín Mantovani,Gabriel,Miguel Ángel Guerrero,Alexander,Diego Rico,Javier Eraso,Ezequiel Muñoz,Joseba Zaldúa,Rubén Pérez,Omar Ramos,Getafe,Vicente Guaita,Djené,Vitorino Antunes,Markel Bergara,Gaku Shibasaki,Cala,Mauro Arambarri,Jorge Molina,Fayçal Fajr,Damián Suárez,Amath,1,2,Matchweek 3
21,Real Madrid,Kiko Casilla,Dani Carvajal,Sergio Ramos,Nacho,Toni Kroos,Karim Benzema,Marcelo,Theo Hernández,Lucas Vázquez,Marcos Llorente,Marco Asensio,Levante,Raúl Fernández,Iván López,Toño,Rober,Chema,Jefferson Lerma,Ivi,Sergio Postigo,Álex Alegría,Jason,José Campaña,1,1,Matchweek 3
22,Valencia,Neto,Gabriel Paulista,Simone Zaza,Daniel Parejo,Andreas Pereira,José Luis Gayà,Geoffrey Kondogbia,Carlos Soler,Rodrigo,Martín Montoya,Ezequiel Garay,Atlético Madrid,Jan Oblak,Filipe Luís,Thomas Partey,Koke,Saúl Ñíguez,Yannick Carrasco,Ángel Correa,Stefan Savić,Luciano Vietto,Lucas Hernández,Juanfran,0,0,Matchweek 3
23,Sevilla,Sergio Rico,Clément Lenglet,Daniel Carriço,Wissam Ben Yedder,Steven Nzonzi,Jesús Navas,Pablo Sarabia,Sergio Escudero,Ganso,Nolito,Gabriel Mercado,Eibar,Marko Dmitrović,Iván Ramis,Gonzalo Escalante,Ander Capa,Takashi Inui,Sergi Enrich,Paulo Oliveira,Dani García,José Ángel,Kiké,Iván Alejo,3,0,Matchweek 3
24,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Gerard Deulofeu,Jordi Alba,Samuel Umtiti,Espanyol,Pau López,Aarón Martín,Víctor Sánchez,Gerard Moreno,Léo Baptistão,David López,Javi Fuego,Pablo Piatti,Papakouli Diop,Mario Hermoso,Sergi Darder,5,0,Matchweek 3
25,La Coruña,Przemysław Tytoń,Juanfran,Pedro Mosquera,Federico Cartabia,Florin Andone,Sidnei,Adrián López,Luisinho,Guilherme,Bruno Gama,Fabian Schär,Real Sociedad,Gerónimo Rulli,Asier Illarramendi,Iñigo Martínez,Juanmi,Adnan Januzaj,Xabi Prieto,Willian José,Aritz Elustondo,David Zurutuza,Álvaro Odriozola,Kévin Rodrigues,2,4,Matchweek 3
26,Athletic Club,Iago Herrerín,Aymeric Laporte,Mikel San José,Beñat Etxebarria,Iker Muniain,Iñaki Williams,Iñigo Lekue,Aritz Aduriz,Raúl García,Mikel Balenziaga,Unai Núñez,Girona,Gorka Iraizoz,Bernardo Espinosa,Pedro Alcalá,Álex Granell,Cristhian Stuani,Pere Pons,Portu,Aday,Marc Muniesa,Borja García,Pablo Maffeo,2,0,Matchweek 3
27,Celta Vigo,Sergio Álvarez,Hugo Mallo,Andreu Fontàs,Maxi Gómez,Iago Aspas,Pione Sisto,Stanislav Lobotka,Jozabed,Daniel Wass,Jonny Castro,Gustavo Cabral,Alavés,Fernando Pacheco,Carlos Vigaray,Alexis,Óscar Romero,Rodrigo Ely,Burgui,Bojan Krkić,Daniel Torres,Alfonso Pedraza,Tomás Pina Isla,Enzo Zidane,1,0,Matchweek 3
28,Villarreal,Mariano Barbosa,Álvaro González,Víctor Ruiz,Pablo Fornals,Carlos Bacca,Samu Castillejo,Jaume Costa,Manu Trigueros,Rodri,Cédric Bakambu,Antonio Rukavina,Betis,Antonio Adán,Javi García,Zouhair Feddal,Jordi Amat,Sergio León,Víctor Camarasa,Riza Durmisi,Joaquín,Antonio Barragán,Cristian Tello,Juanjo Narváez,3,1,Matchweek 3
29,Málaga,Roberto,Diego González,Luis Hernández,Zdravko Kuzmanović,Adrián González,Borja Bastón,Recio,Federico Ricca,Roberto Rosales,Keko,Álex Mula,Las Palmas,Leandro Chichizola,Alen Halilović,Jonathan Calleri,Oussama Tannane,Michel,Aythami Artiles,Javi Castellano,Jonathan Viera,Ximo Navarro,Dani Castellano,Alberto Aquilani,1,3,Matchweek 3
30,Eibar,Marko Dmitrović,Álex Gálvez,Ander Capa,Takashi Inui,Sergi Enrich,Bebé,Paulo Oliveira,Dani García,José Ángel,Kiké,Joan Jordán,Leganés,Iván Cuéllar,Unai Bustinza,Martín Mantovani,Gabriel,Miguel Ángel Guerrero,Diego Rico,Naranjo,Ezequiel Muñoz,Dimitris Siovas,Omar Ramos,Darko Brašanac,1,0,Matchweek 4
31,Levante,Raúl Fernández,Toño,Chema,Jefferson Lerma,Enis Bardhi,Ivi,Sergio Postigo,Álex Alegría,Pedro López Muñoz,Jason,José Campaña,Valencia,Neto,Jeison Murillo,Daniel Parejo,Andreas Pereira,José Luis Gayà,Geoffrey Kondogbia,Carlos Soler,Rodrigo,Martín Montoya,Santi Mina,Ezequiel Garay,1,1,Matchweek 4
32,Getafe,Vicente Guaita,Djené,Vitorino Antunes,Markel Bergara,Gaku Shibasaki,Cala,Mauro Arambarri,Jorge Molina,Fayçal Fajr,Damián Suárez,Amath,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Ousmane Dembélé,Jordi Alba,Sergi Roberto,Samuel Umtiti,1,2,Matchweek 4
33,Betis,Antonio Adán,Javi García,Zouhair Feddal,Sergio León,Riza Durmisi,Joaquín,Andrés Guardado,Antonio Barragán,Cristian Tello,Aïssa Mandi,Juanjo Narváez,La Coruña,Costel Pantilimon,Juanfran,Fernando Navarro,Federico Cartabia,Florin Andone,Alejandro Arribas,Adrián López,Zakaria Bakkali,Guilherme,Celso Borges,Fabian Schär,2,1,Matchweek 4
34,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Thomas Partey,Koke,Antoine Griezmann,Saúl Ñíguez,Ángel Correa,Gabi,Lucas Hernández,Juanfran,Málaga,Roberto,Diego González,Luis Hernández,Esteban Rolón,Adrián González,Borja Bastón,Chory Castro,Recio,Federico Ricca,Roberto Rosales,Álex Mula,1,0,Matchweek 4
35,Alavés,Fernando Pacheco,Carlos Vigaray,Alexis,Ibai Gómez,Rodrigo Ely,Bojan Krkić,Alfonso Pedraza,Tomás Pina Isla,Wakaso,Álvaro Medrán,Munir El Haddadi,Villarreal,Mariano Barbosa,Álvaro González,Víctor Ruiz,Pablo Fornals,Carlos Bacca,Samu Castillejo,Jaume Costa,Manu Trigueros,Rodri,Cédric Bakambu,Antonio Rukavina,0,3,Matchweek 4
36,Girona,Gorka Iraizoz,Bernardo Espinosa,Johan Mojica,Álex Granell,Cristhian Stuani,Pere Pons,Portu,Aday,Juanpe,Marc Muniesa,Borja García,Sevilla,Sergio Rico,Sébastien Corchia,Lionel Carole,Clément Lenglet,Daniel Carriço,Walter Montoya,Éver Banega,Steven Nzonzi,Pablo Sarabia,Ganso,Luis Muriel,0,1,Matchweek 4
37,Las Palmas,Leandro Chichizola,Mauricio Lemos,Alen Halilović,Jonathan Calleri,Michel,Javi Castellano,Vitolo,Jonathan Viera,Ximo Navarro,Dani Castellano,Alberto Aquilani,Athletic Club,Kepa Arrizabalaga,Eneko Bóveda,Enric Saborit,Aymeric Laporte,Ander Iturraspe,Iñaki Williams,Markel Susaeta,Sabin Merino,Mikel Vesga,Raúl García,Unai Núñez,1,0,Matchweek 4
38,Real Sociedad,Gerónimo Rulli,Diego Llorente,Asier Illarramendi,Adnan Januzaj,Xabi Prieto,Willian José,Aritz Elustondo,Sergio Canales,David Zurutuza,Álvaro Odriozola,Kévin Rodrigues,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Luka Modrić,Gareth Bale,Casemiro,Theo Hernández,Marco Asensio,Borja Mayoral,Isco,1,3,Matchweek 4
39,Espanyol,Pau López,Aarón Martín,Víctor Sánchez,Gerard Moreno,José Manuel Jurado,Léo Baptistão,David López,Javi Fuego,Pablo Piatti,Mario Hermoso,Sergi Darder,Celta Vigo,Sergio Álvarez,Hugo Mallo,Andreu Fontàs,Maxi Gómez,Iago Aspas,Pione Sisto,Stanislav Lobotka,Jozabed,Daniel Wass,Jonny Castro,Gustavo Cabral,2,1,Matchweek 4
40,Valencia,Neto,Jeison Murillo,Gabriel Paulista,Gonçalo Guedes,Simone Zaza,Daniel Parejo,Geoffrey Kondogbia,Carlos Soler,Martín Montoya,Santi Mina,Toni Lato,Málaga,Roberto,Diego González,Luis Hernández,Esteban Rolón,Zdravko Kuzmanović,Cifu,Recio,Federico Ricca,Jony,Diego Rolán,Álex Mula,5,0,Matchweek 5
41,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Sergio Busquets,Denis Suárez,Andrés Iniesta,Lionel Messi,Javier Mascherano,Paulinho,Gerard Deulofeu,Lucas Digne,Eibar,Marko Dmitrović,Álex Gálvez,Gonzalo Escalante,Ander Capa,Takashi Inui,Sergi Enrich,Paulo Oliveira,Dani García,Anaitz Arbilla,David Juncà,Joan Jordán,6,1,Matchweek 5
42,Leganés,Iván Cuéllar,Martín Mantovani,Gabriel,Alexander,Claudio Beauvue,Diego Rico,Javier Eraso,Joseba Zaldúa,Rubén Pérez,Dimitris Siovas,Darko Brašanac,Girona,Gorka Iraizoz,Johan Mojica,Pedro Alcalá,Álex Granell,Cristhian Stuani,Pere Pons,Juanpe,Olarenwaju Kayode,Marc Muniesa,Borja García,Pablo Maffeo,0,0,Matchweek 5
43,Athletic Club,Kepa Arrizabalaga,Aymeric Laporte,Mikel San José,Ander Iturraspe,Iker Muniain,Markel Susaeta,Iñigo Lekue,Aritz Aduriz,Raúl García,Mikel Balenziaga,Unai Núñez,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Thomas Partey,Koke,Antoine Griezmann,Saúl Ñíguez,Ángel Correa,Stefan Savić,Nicolás Gaitán,José María Giménez,1,2,Matchweek 5
44,La Coruña,Costel Pantilimon,Juanfran,Lucas Pérez,Federico Cartabia,Florin Andone,Alejandro Arribas,Luisinho,Federico Valverde,Guilherme,Celso Borges,Fabian Schär,Alavés,Fernando Pacheco,Carlos Vigaray,Rubén Duarte,Guillermo Maripán,Ibai Gómez,Rodrigo Ely,Burgui,Daniel Torres,Manu García,Álvaro Medrán,Munir El Haddadi,1,0,Matchweek 5
45,Sevilla,Sergio Rico,Simon Kjær,Michael Krohn-Dehli,Wissam Ben Yedder,Joaquín Correa,Steven Nzonzi,Jesús Navas,Sergio Escudero,Ganso,Nicolás Pareja,Gabriel Mercado,Las Palmas,Leandro Chichizola,David García,Jonathan Calleri,Michel,Hernán,Aythami Artiles,Vitolo,Jonathan Viera,Ximo Navarro,Tana,Alberto Aquilani,1,0,Matchweek 5
46,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Luka Modrić,Gareth Bale,Marcelo,Casemiro,Isco,Betis,Antonio Adán,Javi García,Zouhair Feddal,Fabián Ruiz Peña,Víctor Camarasa,Antonio Sanabria,Riza Durmisi,Antonio Barragán,Cristian Tello,Aïssa Mandi,Francis Guerrero,0,1,Matchweek 5
47,Villarreal,Mariano Barbosa,Mario Gaspar,Álvaro González,Víctor Ruiz,Denis Cheryshev,Carlos Bacca,Samu Castillejo,Jaume Costa,Manu Trigueros,Rodri,Cédric Bakambu,Espanyol,Pau López,Aarón Martín,Víctor Sánchez,Gerard Moreno,José Manuel Jurado,Léo Baptistão,David López,Javi Fuego,Pablo Piatti,Mario Hermoso,Sergi Darder,0,0,Matchweek 5
48,Celta Vigo,Sergio Álvarez,Hugo Mallo,Andreu Fontàs,Maxi Gómez,Pablo Hernández,Iago Aspas,Pione Sisto,Jozabed,Jonny Castro,Sergi Gómez,Brais Méndez,Getafe,Vicente Guaita,Djené,Vitorino Antunes,Markel Bergara,Francisco Portillo,Cala,Mauro Arambarri,Jorge Molina,Fayçal Fajr,Damián Suárez,Amath,1,1,Matchweek 5
49,Levante,Raúl Fernández,Toño,Rober,Chema,Enis Bardhi,José Luis Morales,Sergio Postigo,Álex Alegría,Pedro López Muñoz,Jason,José Campaña,Real Sociedad,Gerónimo Rulli,Diego Llorente,Asier Illarramendi,Igor Zubeldia,Juanmi,Xabi Prieto,Carlos Vela,Willian José,Aritz Elustondo,Alberto de la Bella,Andoni Gorosabel,3,0,Matchweek 5
50,Atlético Madrid,Jan Oblak,Filipe Luís,Koke,Antoine Griezmann,Saúl Ñíguez,Yannick Carrasco,Gabi,Stefan Savić,Šime Vrsaljko,Luciano Vietto,Lucas Hernández,Sevilla,Sergio Rico,Lionel Carole,Clément Lenglet,Daniel Carriço,Éver Banega,Steven Nzonzi,Jesús Navas,Pablo Sarabia,Luis Muriel,Franco Vázquez,Gabriel Mercado,2,0,Matchweek 6
51,Alavés,Fernando Pacheco,Carlos Vigaray,Rubén Duarte,Guillermo Maripán,Ibai Gómez,Rodrigo Ely,Burgui,Daniel Torres,Manu García,Álvaro Medrán,Munir El Haddadi,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Nacho,Cristiano Ronaldo,Casemiro,Lucas Vázquez,Marco Asensio,Isco,Dani Ceballos,1,2,Matchweek 6
52,Málaga,Roberto,Luis Hernández,Zdravko Kuzmanović,Adrián González,Borja Bastón,Recio,Federico Ricca,Roberto Rosales,Paul Baysse,Diego Rolán,Álex Mula,Athletic Club,Kepa Arrizabalaga,Aymeric Laporte,Mikel San José,Iker Muniain,Iñaki Williams,Iñigo Lekue,Aritz Aduriz,Mikel Vesga,Mikel Balenziaga,Iñigo Córdoba,Unai Núñez,3,3,Matchweek 6
53,Girona,Gorka Iraizoz,Bernardo Espinosa,Jonás Ramalho,Pere Pons,Portu,Aday,Douglas Luiz,Michael Olunga,Juanpe,Aleix García,Pablo Maffeo,Barcelona,Marc-André ter Stegen,Ivan Rakitić,Andrés Iniesta,Luis Suárez,Lionel Messi,Javier Mascherano,Paulinho,Jordi Alba,Sergi Roberto,Aleix Vidal,Samuel Umtiti,0,3,Matchweek 6
54,Espanyol,Pau López,Aarón Martín,Víctor Sánchez,Gerard Moreno,José Manuel Jurado,Léo Baptistão,David López,Pablo Piatti,Papakouli Diop,Mario Hermoso,Sergi Darder,La Coruña,Costel Pantilimon,Juanfran,Lucas Pérez,Emre Çolak,Federico Cartabia,Alejandro Arribas,Luisinho,Federico Valverde,Guilherme,Celso Borges,Fabian Schär,4,1,Matchweek 6
55,Getafe,Vicente Guaita,Djené,Vitorino Antunes,Markel Bergara,Álvaro Jiménez,Ángel Rodríguez,Cala,Mauro Arambarri,Jorge Molina,Damián Suárez,Amath,Villarreal,Mariano Barbosa,Mario Gaspar,Álvaro González,Rúben Semedo,Pablo Fornals,Samu Castillejo,Manu Trigueros,Enes Ünal,Rodri,Cédric Bakambu,Antonio Rukavina,4,0,Matchweek 6
56,Las Palmas,Leandro Chichizola,Mauricio Lemos,Jonathan Calleri,Oussama Tannane,Michel,Borja Herrera,Javi Castellano,Jonathan Viera,Ximo Navarro,Tana,Alberto Aquilani,Leganés,Iván Cuéllar,Gabriel,Alexander,Claudio Beauvue,Raúl García,Mauro dos Santos,Javier Eraso,Joseba Zaldúa,Rubén Pérez,Dimitris Siovas,Darko Brašanac,0,2,Matchweek 6
57,Eibar,Marko Dmitrović,Álex Gálvez,Gonzalo Escalante,Ander Capa,Takashi Inui,Bebé,Paulo Oliveira,Dani García,José Ángel,Kiké,Charles,Celta Vigo,Rubén Blanco,Hugo Mallo,Maxi Gómez,Pablo Hernández,Iago Aspas,Pione Sisto,Stanislav Lobotka,Daniel Wass,Jonny Castro,Sergi Gómez,Gustavo Cabral,0,4,Matchweek 6
58,Real Sociedad,Gerónimo Rulli,Asier Illarramendi,Igor Zubeldia,Juanmi,Xabi Prieto,Willian José,Aritz Elustondo,David Zurutuza,Mikel Oyarzabal,Álvaro Odriozola,Kévin Rodrigues,Valencia,Jaume Doménech,Gabriel Paulista,Gonçalo Guedes,Simone Zaza,Daniel Parejo,José Luis Gayà,Geoffrey Kondogbia,Carlos Soler,Rodrigo,Ezequiel Garay,Nacho Vidal,2,3,Matchweek 6
59,Betis,Antonio Adán,Javi García,Jordi Amat,Fabián Ruiz Peña,Sergio León,Antonio Sanabria,Riza Durmisi,Joaquín,Andrés Guardado,Antonio Barragán,Aïssa Mandi,Levante,Raúl Fernández,Toño,Rober,Chema,Enis Bardhi,José Luis Morales,Ivi,Sergio Postigo,Álex Alegría,Pedro López Muñoz,José Campaña,4,0,Matchweek 6
60,Celta Vigo,Rubén Blanco,Hugo Mallo,Andreu Fontàs,Maxi Gómez,Iago Aspas,Pione Sisto,Stanislav Lobotka,Jozabed,Daniel Wass,Jonny Castro,Sergi Gómez,Girona,Gorka Iraizoz,Bernardo Espinosa,Johan Mojica,Pedro Alcalá,Cristhian Stuani,Pere Pons,Portu,Juanpe,Aleix García,Borja García,Pablo Maffeo,3,3,Matchweek 7
61,La Coruña,Costel Pantilimon,Juanfran,Lucas Pérez,Emre Çolak,Federico Cartabia,Sidnei,Luisinho,Federico Valverde,Guilherme,Celso Borges,Fabian Schär,Getafe,Vicente Guaita,Djené,Vitorino Antunes,Markel Bergara,Álvaro Jiménez,Ángel Rodríguez,Cala,Mauro Arambarri,Jorge Molina,Damián Suárez,Amath,2,1,Matchweek 7
62,Sevilla,David Soria,Simon Kjær,Clément Lenglet,Michael Krohn-Dehli,Joaquín Correa,Guido Pizarro,Jesús Navas,Sergio Escudero,Luis Muriel,Franco Vázquez,Gabriel Mercado,Málaga,Roberto,Esteban Rolón,Juankar,Adrián González,Recio,Federico Ricca,Roberto Rosales,Paul Baysse,Miguel Torres,Diego Rolán,Álex Mula,2,0,Matchweek 7
63,Levante,Raúl Fernández,Toño,Rober,Chema,Samu García,Enis Bardhi,José Luis Morales,Sergio Postigo,Álex Alegría,Pedro López Muñoz,José Campaña,Alavés,Fernando Pacheco,Rubén Duarte,Alexis,Guillermo Maripán,Ibai Gómez,Rodrigo Ely,Daniel Torres,Alfonso Pedraza,Manu García,Álvaro Medrán,Munir El Haddadi,0,2,Matchweek 7
64,Leganés,Iván Cuéllar,Gabriel,Alexander,Claudio Beauvue,Raúl García,Mauro dos Santos,Javier Eraso,Joseba Zaldúa,Rubén Pérez,Dimitris Siovas,Darko Brašanac,Atlético Madrid,Jan Oblak,Diego Godín,Thomas Partey,Koke,Antoine Griezmann,Saúl Ñíguez,Ángel Correa,Gabi,Stefan Savić,Luciano Vietto,José María Giménez,0,0,Matchweek 7
