,Unnamed: 0.1,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H
10,10,10,Real Sociedad,Gerónimo Rulli,Asier Illarramendi,Juanmi,Xabi Prieto,Willian José,Aritz Elustondo,David Zurutuza,Mikel Oyarzabal,Álvaro Odriozola,Kévin Rodrigues,Raúl Navas,Villarreal,Andrés Fernández,Álvaro González,Rúben Semedo,Pablo Fornals,Carlos Bacca,Samu Castillejo,Jaume Costa,Manu Trigueros,Rodri,Cédric Bakambu,Alfred N'Diaye,3,0,Matchweek 2,2,1.0,-1.0,1.0,-1.0,3.0,0.0,3.0,0.0,3.75,3.4,2.05
11,11,11,Betis,Antonio Adán,Javi García,Zouhair Feddal,Sergio León,Víctor Camarasa,Riza Durmisi,Joaquín,Andrés Guardado,Antonio Barragán,Aïssa Mandi,Francis Guerrero,Celta Vigo,Sergio Álvarez,Hugo Mallo,Nemanja Radoja,Maxi Gómez,Iago Aspas,Pione Sisto,Jozabed,Daniel Wass,Jonny Castro,Sergi Gómez,Facundo Roncaglia,2,1,Matchweek 2,2,-2.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,3.4,3.4,2.2
12,12,12,Alavés,Fernando Pacheco,Carlos Vigaray,Alexis,Rubén Sobrino,Óscar Romero,Ibai Gómez,Rodrigo Ely,Alfonso Pedraza,Tomás Pina Isla,Manu García,Wakaso,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Lionel Messi,Gerard Deulofeu,Jordi Alba,Sergi Roberto,Aleix Vidal,Samuel Umtiti,0,2,Matchweek 2,2,-1.0,2.0,-1.0,2.0,0.0,3.0,0.0,3.0,1.29,5.75,10.0
13,13,13,Girona,Gorka Iraizoz,Bernardo Espinosa,Pedro Alcalá,Álex Granell,Cristhian Stuani,Pere Pons,Portu,Aday,Marc Muniesa,Borja García,Pablo Maffeo,Málaga,Roberto,Luis Hernández,Zdravko Kuzmanović,Juankar,Adrián González,Borja Bastón,Juanpi,Recio,Roberto Rosales,Paul Baysse,Álex Mula,1,0,Matchweek 2,2,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,3.6,3.25,2.15
14,14,14,Levante,Raúl Fernández,Iván López,Toño,Chema,Jefferson Lerma,Enis Bardhi,José Luis Morales,Sergio Postigo,Álex Alegría,Jason,José Campaña,La Coruña,Rubén,Juanfran,Pedro Mosquera,Emre Çolak,Federico Cartabia,Florin Andone,Sidnei,Luisinho,Zakaria Bakkali,Guilherme,Fabian Schär,2,2,Matchweek 2,2,1.0,-3.0,1.0,-3.0,3.0,0.0,3.0,0.0,3.6,3.1,2.2
15,15,15,Las Palmas,Leandro Chichizola,David Simón,Mauricio Lemos,Jonathan Calleri,Momo,Hernán,Pedro Bigas,Jonathan Viera,Dani Castellano,Tana,Fabio González,Atlético Madrid,Jan Oblak,Diego Godín,Thomas Partey,Koke,Saúl Ñíguez,Yannick Carrasco,Ángel Correa,Šime Vrsaljko,Luciano Vietto,Lucas Hernández,José María Giménez,1,5,Matchweek 2,2,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,1.75,3.75,4.75
16,16,16,Espanyol,Pau López,Aarón Martín,Naldo,Gerard Moreno,José Manuel Jurado,Léo Baptistão,David López,Javi López,Hernán Pérez,Javi Fuego,Pablo Piatti,Leganés,Iván Cuéllar,Martín Mantovani,Gabriel,Miguel Ángel Guerrero,Alexander,Diego Rico,Javier Eraso,Ezequiel Muñoz,Joseba Zaldúa,Rubén Pérez,Omar Ramos,0,1,Matchweek 2,2,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,4.33,3.25,1.95
17,17,17,Eibar,Marko Dmitrović,Iván Ramis,Ander Capa,Takashi Inui,Rubén Peña,Paulo Oliveira,Dani García,José Ángel,Kiké,Charles,Joan Jordán,Athletic Club,Kepa Arrizabalaga,Eneko Bóveda,Enric Saborit,Aymeric Laporte,Mikel San José,Iñaki Williams,Aritz Aduriz,Mikel Vesga,Raúl García,Iñigo Córdoba,Unai Núñez,0,1,Matchweek 2,2,1.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,3.1,3.1,2.5
18,18,18,Getafe,Vicente Guaita,Djené,Vitorino Antunes,Markel Bergara,Gaku Shibasaki,Cala,Mauro Arambarri,Jorge Molina,Fayçal Fajr,Damián Suárez,Amath,Sevilla,Sergio Rico,Simon Kjær,Michael Krohn-Dehli,Wissam Ben Yedder,Guido Pizarro,Jesús Navas,Sergio Escudero,Ganso,Nicolás Pareja,Nolito,Gabriel Mercado,0,1,Matchweek 2,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.15,3.3,3.6
19,19,19,Real Madrid,Keylor Navas,Dani Carvajal,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Gareth Bale,Marcelo,Casemiro,Marco Asensio,Isco,Valencia,Neto,Rúben Vezo,Jeison Murillo,Simone Zaza,Daniel Parejo,José Luis Gayà,Geoffrey Kondogbia,Carlos Soler,Rodrigo,Martín Montoya,Toni Lato,2,2,Matchweek 2,2,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,15.0,8.0,1.17
20,20,20,Leganés,Iván Cuéllar,Martín Mantovani,Gabriel,Miguel Ángel Guerrero,Alexander,Diego Rico,Javier Eraso,Ezequiel Muñoz,Joseba Zaldúa,Rubén Pérez,Omar Ramos,Getafe,Vicente Guaita,Djené,Vitorino Antunes,Markel Bergara,Gaku Shibasaki,Cala,Mauro Arambarri,Jorge Molina,Fayçal Fajr,Damián Suárez,Amath,1,2,Matchweek 3,3,2.0,-1.0,2.0,-1.0,6.0,1.0,6.0,1.0,4.0,3.25,2.05
21,21,21,Real Madrid,Kiko Casilla,Dani Carvajal,Sergio Ramos,Nacho,Toni Kroos,Karim Benzema,Marcelo,Theo Hernández,Lucas Vázquez,Marcos Llorente,Marco Asensio,Levante,Raúl Fernández,Iván López,Toño,Rober,Chema,Jefferson Lerma,Ivi,Sergio Postigo,Álex Alegría,Jason,José Campaña,1,1,Matchweek 3,3,3.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,34.0,15.0,1.05
22,22,22,Valencia,Neto,Gabriel Paulista,Simone Zaza,Daniel Parejo,Andreas Pereira,José Luis Gayà,Geoffrey Kondogbia,Carlos Soler,Rodrigo,Martín Montoya,Ezequiel Garay,Atlético Madrid,Jan Oblak,Filipe Luís,Thomas Partey,Koke,Saúl Ñíguez,Yannick Carrasco,Ángel Correa,Stefan Savić,Luciano Vietto,Lucas Hernández,Juanfran,0,0,Matchweek 3,3,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,2.2,3.2,3.6
23,23,23,Sevilla,Sergio Rico,Clément Lenglet,Daniel Carriço,Wissam Ben Yedder,Steven Nzonzi,Jesús Navas,Pablo Sarabia,Sergio Escudero,Ganso,Nolito,Gabriel Mercado,Eibar,Marko Dmitrović,Iván Ramis,Gonzalo Escalante,Ander Capa,Takashi Inui,Sergi Enrich,Paulo Oliveira,Dani García,José Ángel,Kiké,Iván Alejo,3,0,Matchweek 3,3,1.0,0.0,1.0,0.0,4.0,3.0,4.0,3.0,6.0,4.0,1.57
24,24,24,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Gerard Deulofeu,Jordi Alba,Samuel Umtiti,Espanyol,Pau López,Aarón Martín,Víctor Sánchez,Gerard Moreno,Léo Baptistão,David López,Javi Fuego,Pablo Piatti,Papakouli Diop,Mario Hermoso,Sergi Darder,5,0,Matchweek 3,3,4.0,-1.0,4.0,-1.0,6.0,1.0,6.0,1.0,17.0,8.0,1.17
25,25,25,La Coruña,Przemysław Tytoń,Juanfran,Pedro Mosquera,Federico Cartabia,Florin Andone,Sidnei,Adrián López,Luisinho,Guilherme,Bruno Gama,Fabian Schär,Real Sociedad,Gerónimo Rulli,Asier Illarramendi,Iñigo Martínez,Juanmi,Adnan Januzaj,Xabi Prieto,Willian José,Aritz Elustondo,David Zurutuza,Álvaro Odriozola,Kévin Rodrigues,2,4,Matchweek 3,3,-3.0,4.0,-3.0,4.0,1.0,6.0,1.0,6.0,2.6,3.3,2.75
26,26,26,Athletic Club,Iago Herrerín,Aymeric Laporte,Mikel San José,Beñat Etxebarria,Iker Muniain,Iñaki Williams,Iñigo Lekue,Aritz Aduriz,Raúl García,Mikel Balenziaga,Unai Núñez,Girona,Gorka Iraizoz,Bernardo Espinosa,Pedro Alcalá,Álex Granell,Cristhian Stuani,Pere Pons,Portu,Aday,Marc Muniesa,Borja García,Pablo Maffeo,2,0,Matchweek 3,3,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.5,3.75,1.67
27,27,27,Celta Vigo,Sergio Álvarez,Hugo Mallo,Andreu Fontàs,Maxi Gómez,Iago Aspas,Pione Sisto,Stanislav Lobotka,Jozabed,Daniel Wass,Jonny Castro,Gustavo Cabral,Alavés,Fernando Pacheco,Carlos Vigaray,Alexis,Óscar Romero,Rodrigo Ely,Burgui,Bojan Krkić,Daniel Torres,Alfonso Pedraza,Tomás Pina Isla,Enzo Zidane,1,0,Matchweek 3,3,-2.0,-3.0,-2.0,-3.0,0.0,0.0,0.0,0.0,5.25,3.75,1.67
28,28,28,Villarreal,Mariano Barbosa,Álvaro González,Víctor Ruiz,Pablo Fornals,Carlos Bacca,Samu Castillejo,Jaume Costa,Manu Trigueros,Rodri,Cédric Bakambu,Antonio Rukavina,Betis,Antonio Adán,Javi García,Zouhair Feddal,Jordi Amat,Sergio León,Víctor Camarasa,Riza Durmisi,Joaquín,Antonio Barragán,Cristian Tello,Juanjo Narváez,3,1,Matchweek 3,3,-4.0,-1.0,-4.0,-1.0,0.0,3.0,0.0,3.0,4.33,3.6,1.85
29,29,29,Málaga,Roberto,Diego González,Luis Hernández,Zdravko Kuzmanović,Adrián González,Borja Bastón,Recio,Federico Ricca,Roberto Rosales,Keko,Álex Mula,Las Palmas,Leandro Chichizola,Alen Halilović,Jonathan Calleri,Oussama Tannane,Michel,Aythami Artiles,Javi Castellano,Jonathan Viera,Ximo Navarro,Dani Castellano,Alberto Aquilani,1,3,Matchweek 3,3,-2.0,-5.0,-2.0,-5.0,0.0,0.0,0.0,0.0,3.8,3.5,2.0
30,30,30,Eibar,Marko Dmitrović,Álex Gálvez,Ander Capa,Takashi Inui,Sergi Enrich,Bebé,Paulo Oliveira,Dani García,José Ángel,Kiké,Joan Jordán,Leganés,Iván Cuéllar,Unai Bustinza,Martín Mantovani,Gabriel,Miguel Ángel Guerrero,Diego Rico,Naranjo,Ezequiel Muñoz,Dimitris Siovas,Omar Ramos,Darko Brašanac,1,0,Matchweek 4,4,-3.0,1.0,-3.0,1.0,3.0,6.0,3.0,6.0,4.0,3.25,2.05
31,31,31,Levante,Raúl Fernández,Toño,Chema,Jefferson Lerma,Enis Bardhi,Ivi,Sergio Postigo,Álex Alegría,Pedro López Muñoz,Jason,José Campaña,Valencia,Neto,Jeison Murillo,Daniel Parejo,Andreas Pereira,José Luis Gayà,Geoffrey Kondogbia,Carlos Soler,Rodrigo,Martín Montoya,Santi Mina,Ezequiel Garay,1,1,Matchweek 4,4,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,2.3,3.25,3.25
32,32,32,Getafe,Vicente Guaita,Djené,Vitorino Antunes,Markel Bergara,Gaku Shibasaki,Cala,Mauro Arambarri,Jorge Molina,Fayçal Fajr,Damián Suárez,Amath,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Ousmane Dembélé,Jordi Alba,Sergi Roberto,Samuel Umtiti,1,2,Matchweek 4,4,0.0,9.0,0.0,9.0,4.0,9.0,4.0,9.0,1.25,6.5,11.0
33,33,33,Betis,Antonio Adán,Javi García,Zouhair Feddal,Sergio León,Riza Durmisi,Joaquín,Andrés Guardado,Antonio Barragán,Cristian Tello,Aïssa Mandi,Juanjo Narváez,La Coruña,Costel Pantilimon,Juanfran,Fernando Navarro,Federico Cartabia,Florin Andone,Alejandro Arribas,Adrián López,Zakaria Bakkali,Guilherme,Celso Borges,Fabian Schär,2,1,Matchweek 4,4,-3.0,-5.0,-3.0,-5.0,3.0,1.0,3.0,1.0,4.5,3.6,1.83
34,34,34,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Thomas Partey,Koke,Antoine Griezmann,Saúl Ñíguez,Ángel Correa,Gabi,Lucas Hernández,Juanfran,Málaga,Roberto,Diego González,Luis Hernández,Esteban Rolón,Adrián González,Borja Bastón,Chory Castro,Recio,Federico Ricca,Roberto Rosales,Álex Mula,1,0,Matchweek 4,4,4.0,-4.0,4.0,-4.0,5.0,0.0,5.0,0.0,15.0,6.0,1.22
35,35,35,Alavés,Fernando Pacheco,Carlos Vigaray,Alexis,Ibai Gómez,Rodrigo Ely,Bojan Krkić,Alfonso Pedraza,Tomás Pina Isla,Wakaso,Álvaro Medrán,Munir El Haddadi,Villarreal,Mariano Barbosa,Álvaro González,Víctor Ruiz,Pablo Fornals,Carlos Bacca,Samu Castillejo,Jaume Costa,Manu Trigueros,Rodri,Cédric Bakambu,Antonio Rukavina,0,3,Matchweek 4,4,-4.0,-2.0,-4.0,-2.0,0.0,3.0,0.0,3.0,2.4,3.1,3.1
36,36,36,Girona,Gorka Iraizoz,Bernardo Espinosa,Johan Mojica,Álex Granell,Cristhian Stuani,Pere Pons,Portu,Aday,Juanpe,Marc Muniesa,Borja García,Sevilla,Sergio Rico,Sébastien Corchia,Lionel Carole,Clément Lenglet,Daniel Carriço,Walter Montoya,Éver Banega,Steven Nzonzi,Pablo Sarabia,Ganso,Luis Muriel,0,1,Matchweek 4,4,-1.0,4.0,-1.0,4.0,4.0,7.0,4.0,7.0,2.3,3.25,3.3
37,37,37,Las Palmas,Leandro Chichizola,Mauricio Lemos,Alen Halilović,Jonathan Calleri,Michel,Javi Castellano,Vitolo,Jonathan Viera,Ximo Navarro,Dani Castellano,Alberto Aquilani,Athletic Club,Kepa Arrizabalaga,Eneko Bóveda,Enric Saborit,Aymeric Laporte,Ander Iturraspe,Iñaki Williams,Markel Susaeta,Sabin Merino,Mikel Vesga,Raúl García,Unai Núñez,1,0,Matchweek 4,4,-3.0,3.0,-3.0,3.0,3.0,7.0,3.0,7.0,2.55,3.4,2.75
38,38,38,Real Sociedad,Gerónimo Rulli,Diego Llorente,Asier Illarramendi,Adnan Januzaj,Xabi Prieto,Willian José,Aritz Elustondo,Sergio Canales,David Zurutuza,Álvaro Odriozola,Kévin Rodrigues,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Luka Modrić,Gareth Bale,Casemiro,Theo Hernández,Marco Asensio,Borja Mayoral,Isco,1,3,Matchweek 4,4,6.0,3.0,6.0,3.0,9.0,5.0,9.0,5.0,1.67,4.0,5.0
39,39,39,Espanyol,Pau López,Aarón Martín,Víctor Sánchez,Gerard Moreno,José Manuel Jurado,Léo Baptistão,David López,Javi Fuego,Pablo Piatti,Mario Hermoso,Sergi Darder,Celta Vigo,Sergio Álvarez,Hugo Mallo,Andreu Fontàs,Maxi Gómez,Iago Aspas,Pione Sisto,Stanislav Lobotka,Jozabed,Daniel Wass,Jonny Castro,Gustavo Cabral,2,1,Matchweek 4,4,-6.0,-1.0,-6.0,-1.0,1.0,3.0,1.0,3.0,3.2,3.3,2.3
40,40,40,Valencia,Neto,Jeison Murillo,Gabriel Paulista,Gonçalo Guedes,Simone Zaza,Daniel Parejo,Geoffrey Kondogbia,Carlos Soler,Martín Montoya,Santi Mina,Toni Lato,Málaga,Roberto,Diego González,Luis Hernández,Esteban Rolón,Zdravko Kuzmanović,Cifu,Recio,Federico Ricca,Jony,Diego Rolán,Álex Mula,5,0,Matchweek 5,5,1.0,-5.0,1.0,-5.0,6.0,0.0,6.0,0.0,7.0,4.0,1.5
41,41,41,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Sergio Busquets,Denis Suárez,Andrés Iniesta,Lionel Messi,Javier Mascherano,Paulinho,Gerard Deulofeu,Lucas Digne,Eibar,Marko Dmitrović,Álex Gálvez,Gonzalo Escalante,Ander Capa,Takashi Inui,Sergi Enrich,Paulo Oliveira,Dani García,Anaitz Arbilla,David Juncà,Joan Jordán,6,1,Matchweek 5,5,10.0,-2.0,10.0,-2.0,12.0,6.0,12.0,6.0,15.0,10.0,1.11
42,42,42,Leganés,Iván Cuéllar,Martín Mantovani,Gabriel,Alexander,Claudio Beauvue,Diego Rico,Javier Eraso,Joseba Zaldúa,Rubén Pérez,Dimitris Siovas,Darko Brašanac,Girona,Gorka Iraizoz,Johan Mojica,Pedro Alcalá,Álex Granell,Cristhian Stuani,Pere Pons,Juanpe,Olarenwaju Kayode,Marc Muniesa,Borja García,Pablo Maffeo,0,0,Matchweek 5,5,0.0,-2.0,0.0,-2.0,6.0,4.0,6.0,4.0,3.7,3.2,2.15
43,43,43,Athletic Club,Kepa Arrizabalaga,Aymeric Laporte,Mikel San José,Ander Iturraspe,Iker Muniain,Markel Susaeta,Iñigo Lekue,Aritz Aduriz,Raúl García,Mikel Balenziaga,Unai Núñez,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Thomas Partey,Koke,Antoine Griezmann,Saúl Ñíguez,Ángel Correa,Stefan Savić,Nicolás Gaitán,José María Giménez,1,2,Matchweek 5,5,2.0,5.0,2.0,5.0,7.0,8.0,7.0,8.0,2.25,3.2,3.4
44,44,44,La Coruña,Costel Pantilimon,Juanfran,Lucas Pérez,Federico Cartabia,Florin Andone,Alejandro Arribas,Luisinho,Federico Valverde,Guilherme,Celso Borges,Fabian Schär,Alavés,Fernando Pacheco,Carlos Vigaray,Rubén Duarte,Guillermo Maripán,Ibai Gómez,Rodrigo Ely,Burgui,Daniel Torres,Manu García,Álvaro Medrán,Munir El Haddadi,1,0,Matchweek 5,5,-6.0,-7.0,-6.0,-7.0,1.0,0.0,1.0,0.0,4.5,3.3,1.91
45,45,45,Sevilla,Sergio Rico,Simon Kjær,Michael Krohn-Dehli,Wissam Ben Yedder,Joaquín Correa,Steven Nzonzi,Jesús Navas,Sergio Escudero,Ganso,Nicolás Pareja,Gabriel Mercado,Las Palmas,Leandro Chichizola,David García,Jonathan Calleri,Michel,Hernán,Aythami Artiles,Vitolo,Jonathan Viera,Ximo Navarro,Tana,Alberto Aquilani,1,0,Matchweek 5,5,5.0,-2.0,5.0,-2.0,10.0,6.0,10.0,6.0,7.5,4.75,1.4
46,46,46,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Luka Modrić,Gareth Bale,Marcelo,Casemiro,Isco,Betis,Antonio Adán,Javi García,Zouhair Feddal,Fabián Ruiz Peña,Víctor Camarasa,Antonio Sanabria,Riza Durmisi,Antonio Barragán,Cristian Tello,Aïssa Mandi,Francis Guerrero,0,1,Matchweek 5,5,5.0,-2.0,5.0,-2.0,8.0,6.0,8.0,6.0,17.0,10.0,1.13
47,47,47,Villarreal,Mariano Barbosa,Mario Gaspar,Álvaro González,Víctor Ruiz,Denis Cheryshev,Carlos Bacca,Samu Castillejo,Jaume Costa,Manu Trigueros,Rodri,Cédric Bakambu,Espanyol,Pau López,Aarón Martín,Víctor Sánchez,Gerard Moreno,José Manuel Jurado,Léo Baptistão,David López,Javi Fuego,Pablo Piatti,Mario Hermoso,Sergi Darder,0,0,Matchweek 5,5,1.0,-5.0,1.0,-5.0,6.0,4.0,6.0,4.0,5.5,3.5,1.73
48,48,48,Celta Vigo,Sergio Álvarez,Hugo Mallo,Andreu Fontàs,Maxi Gómez,Pablo Hernández,Iago Aspas,Pione Sisto,Jozabed,Jonny Castro,Sergi Gómez,Brais Méndez,Getafe,Vicente Guaita,Djené,Vitorino Antunes,Markel Bergara,Francisco Portillo,Cala,Mauro Arambarri,Jorge Molina,Fayçal Fajr,Damián Suárez,Amath,1,1,Matchweek 5,5,-2.0,-1.0,-2.0,-1.0,3.0,4.0,3.0,4.0,4.5,3.6,1.8
49,49,49,Levante,Raúl Fernández,Toño,Rober,Chema,Enis Bardhi,José Luis Morales,Sergio Postigo,Álex Alegría,Pedro López Muñoz,Jason,José Campaña,Real Sociedad,Gerónimo Rulli,Diego Llorente,Asier Illarramendi,Igor Zubeldia,Juanmi,Xabi Prieto,Carlos Vela,Willian José,Aritz Elustondo,Alberto de la Bella,Andoni Gorosabel,3,0,Matchweek 5,5,1.0,4.0,1.0,4.0,6.0,9.0,6.0,9.0,2.3,3.25,3.25
50,50,50,Atlético Madrid,Jan Oblak,Filipe Luís,Koke,Antoine Griezmann,Saúl Ñíguez,Yannick Carrasco,Gabi,Stefan Savić,Šime Vrsaljko,Luciano Vietto,Lucas Hernández,Sevilla,Sergio Rico,Lionel Carole,Clément Lenglet,Daniel Carriço,Éver Banega,Steven Nzonzi,Jesús Navas,Pablo Sarabia,Luis Muriel,Franco Vázquez,Gabriel Mercado,2,0,Matchweek 6,6,6.0,6.0,6.0,6.0,11.0,13.0,11.0,13.0,6.5,4.0,1.57
