,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek
10,Getafe,Vicente Guaita,Míchel,Sammir,Mehdi Lacen,Álvaro Vázquez,Pablo Sarabia,Sergio Escudero,Juan Valera Espín,Juan Rodríguez,Fredy Hinestroza,Carlos Vigaray,Almería,Rubén,Ximo Navarro,Mauro dos Santos,Verza,Tomer Hemed,Ángel Trujillo,Sebastián Dubarbier,Édgar Méndez,Jonathan Zongo,Thomas Partey,Fernando Soriano,1,0,Matchweek 2
11,Valencia,Diego Alves,Rúben Vezo,Sofiane Feghouli,Paco Alcácer,Daniel Parejo,Pablo Piatti,José Luis Gayà,Javi Fuego,Antonio Barragán,André Gomes,Nicolás Otamendi,Málaga,Carlos Kameni,Weligton Oliveira,Ignacio Camacho,Roque Santa Cruz,Ricardo Horta,Roberto Rosales,Arthur Boka,Sergio Sánchez,Luis Alberto,Juanmi,Sergi Darder,3,0,Matchweek 2
12,Córdoba,Juan Carlos,Aleksandar Pantić,Fausto Rossi,Federico Cartabia,Íñigo López,Adrián Gunino,José López Silva,Ryder Matos,Aritz López Garai,Mike Havenaar,Daniel Pinillos,Celta Vigo,Sergio Álvarez,Andreu Fontàs,Nemanja Radoja,Álex López,Nolito,Joaquín Larrivey,Fabián Orellana,Jonny Castro,Carles Planas,Gustavo Cabral,Michael Krohn-Dehli,1,1,Matchweek 2
13,Athletic Club,Gorka Iraizoz,Aymeric Laporte,Mikel San José,Beñat Etxebarria,Ander Iturraspe,Iker Muniain,Ibai Gómez,Mikel Rico,Óscar de Marcos,Aritz Aduriz,Mikel Balenziaga,Levante,Jesús,David Navarro,Loukas Vyntra,David Barral,José Luis Morales,Nikolaos Karabelas,Jordi Xumetra,Pedro López Muñoz,Víctor Pérez,Simão Mate Junior,Víctor Camarasa,3,0,Matchweek 2
14,Atlético Madrid,Miguel Ángel Moyá,Diego Godín,Guilherme Siqueira,Mario Suárez,Koke,Antoine Griezmann,Raúl García,Mario Mandžukić,Gabi,Juanfran,Miranda,Eibar,Xabi Irureta,Eneko Bóveda,Raúl Albentosa,Ander Capa,Jon Errasti,Ángel Rodríguez,Mikel Arruabarrena,Dani García,Raúl Navas,Javi Lara,Abraham Minero,2,1,Matchweek 2
15,Espanyol,Kiko Casilla,Víctor Sánchez,Víctor Álvarez,Salva Sevilla,Cristhian Stuani,Sergio García,Abraham González,Javi López,Diego Colotto,Álvaro González,Paco Montañés,Sevilla,Mariano Barbosa,Fernando Navarro,Grzegorz Krychowiak,Daniel Carriço,Vicente Iborra,Carlos Bacca,Denis Suárez,Vitolo,Nicolás Pareja,Aleix Vidal,Coke,1,2,Matchweek 2
16,Villarreal,Sergio Asenjo,Mario Gaspar,Tomás Pina Isla,Mateo Musacchio,Víctor Ruiz,Giovani dos Santos,Cani,Jaume Costa,Manu Trigueros,Denis Cheryshev,Bruno Soriano,Barcelona,Claudio Bravo,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Pedro,Lionel Messi,Rafinha,Jordi Alba,Dani Alves,Jérémy Mathieu,Munir El Haddadi,0,1,Matchweek 2
17,La Coruña,Germán Lux,Roberto Canella,Pablo Insua,José Rodríguez,Haris Medunjanin,Juan Domínguez,Isaac Cuenca,Laure,Toché,Alberto Lopo,Luis Fariña,Rayo Vallecano,Cristian Álvarez,Tito,Raúl Baena,Manucho,Roberto Trashorras,Gaël Kakuta,Abdoulaye Ba,Javier Aquino,Quini,Zé Castro,Alberto Bueno,2,2,Matchweek 2
18,Real Sociedad,Eñaut Zubikarai,Gorka Elustondo,Markel Bergara,Iñigo Martínez,Esteban Granero,Imanol Agirretxe,Xabi Prieto,David Zurutuza,Chory Castro,Joseba Zaldúa,Alberto de la Bella,Real Madrid,Iker Casillas,Dani Carvajal,Pepe,Sergio Ramos,Toni Kroos,Karim Benzema,James Rodríguez,Gareth Bale,Marcelo,Luka Modrić,Isco,4,2,Matchweek 2
19,Elche,Przemysław Tytoń,Damián Suárez,Enzo Roco,David Lombán,Pedro Mosquera,Adrián González,Ferran Corominas,Garry Rodrigues,Edu Albácar,Jonathas,Mario Pašalić,Granada,Roberto,Allan Nyom,Fran Rico,Jean-Sylvain Babin,Youssef El-Arabi,Piti,Manuel Iturra,Abdoul Sissoko,Rubén Rochina,Jeison Murillo,Isaac Success,1,1,Matchweek 2
20,Almería,Rubén,Ximo Navarro,Mauro dos Santos,Verza,Wellington Silva,Tomer Hemed,Ángel Trujillo,Sebastián Dubarbier,Édgar Méndez,Thomas Partey,Fernando Soriano,Córdoba,Juan Carlos,José Ángel Crespo,Fausto Rossi,Federico Cartabia,Íñigo López,Deivid,Fidel,Borja García,Aritz López Garai,Mike Havenaar,Eduard Campabadal,1,1,Matchweek 3
21,Barcelona,Claudio Bravo,Martín Montoya,Ivan Rakitić,Sergio Busquets,Pedro,Andrés Iniesta,Lionel Messi,Javier Mascherano,Jordi Alba,Jérémy Mathieu,Munir El Haddadi,Athletic Club,Gorka Iraizoz,Aymeric Laporte,Beñat Etxebarria,Ander Iturraspe,Iker Muniain,Markel Susaeta,Mikel Rico,Carlos Gurpegui,Óscar de Marcos,Aritz Aduriz,Mikel Balenziaga,2,0,Matchweek 3
22,Málaga,Carlos Kameni,Weligton Oliveira,Vitorino Antunes,Ignacio Camacho,Roque Santa Cruz,Ricardo Horta,Recio,Roberto Rosales,Sergio Sánchez,Luis Alberto,Juanmi,Levante,Jesús,Toño,Loukas Vyntra,Rafael Martins,José Luis Morales,Jordi Xumetra,Pedro López Muñoz,Víctor Pérez,Mohamed Sissoko,Simão Mate Junior,Víctor Camarasa,0,0,Matchweek 3
23,Real Madrid,Iker Casillas,Pepe,Sergio Ramos,Fábio Coentrão,Cristiano Ronaldo,Toni Kroos,Karim Benzema,James Rodríguez,Gareth Bale,Álvaro Arbeloa,Luka Modrić,Atlético Madrid,Miguel Ángel Moyá,Diego Godín,Guilherme Siqueira,Tiago Mendes,Koke,Raúl García,Mario Mandžukić,Raúl Jiménez,Gabi,Juanfran,Miranda,1,2,Matchweek 3
24,Celta Vigo,Sergio Álvarez,Andreu Fontàs,Nemanja Radoja,Álex López,Nolito,Joaquín Larrivey,Fabián Orellana,Jonny Castro,Carles Planas,Gustavo Cabral,Michael Krohn-Dehli,Real Sociedad,Eñaut Zubikarai,Gorka Elustondo,Markel Bergara,Iñigo Martínez,Esteban Granero,Xabi Prieto,Carlos Vela,Rubén Pardo,Sergio Canales,Joseba Zaldúa,Alberto de la Bella,2,2,Matchweek 3
25,Rayo Vallecano,Cristian Álvarez,Tito,Raúl Baena,Roberto Trashorras,Gaël Kakuta,Emiliano Insúa,Abdoulaye Ba,Javier Aquino,Zé Castro,Léo Baptistão,Alberto Bueno,Elche,Przemysław Tytoń,Damián Suárez,Enzo Roco,David Lombán,Pedro Mosquera,Adrián González,Ferran Corominas,Garry Rodrigues,Víctor Rodríguez,Edu Albácar,Jonathas,2,3,Matchweek 3
26,Valencia,Diego Alves,Rúben Vezo,Paco Alcácer,Daniel Parejo,Pablo Piatti,José Luis Gayà,Javi Fuego,Rodrigo,Antonio Barragán,André Gomes,Nicolás Otamendi,Espanyol,Kiko Casilla,Víctor Sánchez,Salva Sevilla,Cristhian Stuani,Sergio García,Abraham González,Javi López,Diego Colotto,Álvaro González,Anaitz Arbilla,Paco Montañés,3,1,Matchweek 3
27,Sevilla,Sergio Rico,Benoît Trémoulinas,Grzegorz Krychowiak,Daniel Carriço,Vicente Iborra,Carlos Bacca,Denis Suárez,Vitolo,Nicolás Pareja,Aleix Vidal,Coke,Getafe,Vicente Guaita,Alexis,Míchel,Sammir,Ángel Lafita,Álvaro Vázquez,Pablo Sarabia,Álvaro Arroyo,Sergio Escudero,Míchel,Juan Rodríguez,2,0,Matchweek 3
28,Granada,Roberto,Allan Nyom,Fran Rico,Jean-Sylvain Babin,Piti,Manuel Iturra,Juankar,Alfredo Ortuño,Rubén Rochina,Jeison Murillo,Isaac Success,Villarreal,Sergio Asenjo,Mario Gaspar,Mateo Musacchio,Luciano Vietto,Manu Trigueros,Moi Gómez,Gabriel Paulista,Bruno Soriano,Gerard Moreno,Javier Espinosa,Adrián Marín,0,0,Matchweek 3
29,Eibar,Xabi Irureta,Eneko Bóveda,Raúl Albentosa,Ander Capa,Jon Errasti,Ángel Rodríguez,Mikel Arruabarrena,Dani García,Raúl Navas,Javi Lara,Abraham Minero,La Coruña,Germán Lux,Juanfran,Álex Bergantiños,Haris Medunjanin,Hélder Postiga,Juan Domínguez,Sidnei,Laure,Luisinho,Ivan Cavaleiro,Alberto Lopo,0,1,Matchweek 3
30,Elche,Przemysław Tytoń,Damián Suárez,Enzo Roco,David Lombán,Pedro Mosquera,Adrián González,Ferran Corominas,Garry Rodrigues,Fayçal Fajr,Edu Albácar,Jonathas,Eibar,Xabi Irureta,Eneko Bóveda,Raúl Albentosa,Ander Capa,Jon Errasti,Ángel Rodríguez,Mikel Arruabarrena,Saúl Berjón,Dani García,Raúl Navas,Abraham Minero,0,2,Matchweek 4
31,La Coruña,Germán Lux,Juanfran,Álex Bergantiños,Haris Medunjanin,Hélder Postiga,Sidnei,Isaac Cuenca,Laure,Luisinho,Modibo Diakité,Luis Fariña,Real Madrid,Iker Casillas,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,James Rodríguez,Gareth Bale,Marcelo,Álvaro Arbeloa,Luka Modrić,2,8,Matchweek 4
32,Athletic Club,Gorka Iraizoz,Erik Morán,Mikel San José,Ander Iturraspe,Iker Muniain,Markel Susaeta,Andoni Iraola,Xabier Etxeita,Aritz Aduriz,Mikel Balenziaga,Unai López,Granada,Roberto,Allan Nyom,Fran Rico,Jean-Sylvain Babin,Héctor Yuste,Piti,Jhon Córdoba,Dimitri Foulquier,Rubén Rochina,Jeison Murillo,Isaac Success,0,1,Matchweek 4
33,Atlético Madrid,Miguel Ángel Moyá,Diego Godín,Tiago Mendes,Koke,Antoine Griezmann,Arda Turan,Raúl Jiménez,Gabi,Cristian Ansaldi,Juanfran,Miranda,Celta Vigo,Sergio Álvarez,Hugo Mallo,Andreu Fontàs,Nemanja Radoja,Álex López,Pablo Hernández,Joaquín Larrivey,Fabián Orellana,Carles Planas,Gustavo Cabral,Michael Krohn-Dehli,2,2,Matchweek 4
34,Espanyol,Kiko Casilla,Víctor Sánchez,Víctor Álvarez,Sergio García,Felipe Caicedo,José Cañas,Javi López,Lucas Vázquez,Diego Colotto,Álvaro González,Paco Montañés,Málaga,Carlos Kameni,Weligton Oliveira,Vitorino Antunes,Ignacio Camacho,Roque Santa Cruz,Ricardo Horta,Roberto Rosales,Sergio Sánchez,Luis Alberto,Juanmi,Sergi Darder,2,2,Matchweek 4
35,Real Sociedad,Eñaut Zubikarai,Gorka Elustondo,Markel Bergara,Iñigo Martínez,Esteban Granero,Imanol Agirretxe,Xabi Prieto,Carlos Vela,Sergio Canales,Joseba Zaldúa,Alberto de la Bella,Almería,Rubén,Ximo Navarro,Mauro dos Santos,Verza,Ramon Azeez,Tomer Hemed,Ángel Trujillo,Sebastián Dubarbier,Édgar Méndez,Jonathan Zongo,Thomas Partey,1,2,Matchweek 4
36,Villarreal,Sergio Asenjo,Mateo Musacchio,Ikechukwu Uche,Cani,Manu Trigueros,Denis Cheryshev,Gabriel Paulista,Bruno Soriano,Antonio Rukavina,Javier Espinosa,Adrián Marín,Rayo Vallecano,Cristian Álvarez,Tito,Raúl Baena,Roberto Trashorras,Gaël Kakuta,Emiliano Insúa,Zé Castro,Léo Baptistão,Jorge Morcillo,Alberto Bueno,Licá,4,2,Matchweek 4
37,Córdoba,Juan Carlos,Aleksandar Pantić,José Ángel Crespo,Patrick Ekeng,Fausto Rossi,Federico Cartabia,Íñigo López,Fidel,Adrián Gunino,Borja García,Mike Havenaar,Sevilla,Sergio Rico,Benoît Trémoulinas,Grzegorz Krychowiak,Daniel Carriço,Vicente Iborra,Carlos Bacca,Denis Suárez,Vitolo,Nicolás Pareja,Aleix Vidal,Coke,1,3,Matchweek 4
38,Levante,Jesús,Toño,Héctor Rodas,Loukas Vyntra,David Barral,José Luis Morales,Víctor Casadesús,Pedro López Muñoz,Papakouli Diop,Simão Mate Junior,Víctor Camarasa,Barcelona,Claudio Bravo,Ivan Rakitić,Sergio Busquets,Pedro,Andrés Iniesta,Lionel Messi,Neymar,Javier Mascherano,Jordi Alba,Dani Alves,Jérémy Mathieu,0,5,Matchweek 4
39,Getafe,Vicente Guaita,Alexis,Naldo,Sammir,Ángel Lafita,Pablo Sarabia,Diego Castro,Sergio Escudero,Juan Valera Espín,Juan Rodríguez,Fredy Hinestroza,Valencia,Diego Alves,Rúben Vezo,Paco Alcácer,Daniel Parejo,Pablo Piatti,José Luis Gayà,Javi Fuego,Rodrigo,Antonio Barragán,André Gomes,Nicolás Otamendi,0,3,Matchweek 4
40,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,James Rodríguez,Gareth Bale,Marcelo,Isco,Asier Illarramendi,Elche,Manu Herrera,David Lombán,Domingo Cisma,Pedro Mosquera,Adrián González,Ferran Corominas,Garry Rodrigues,Víctor Rodríguez,Sergio Pelegrín,Edu Albácar,Jonathas,5,1,Matchweek 5
41,Celta Vigo,Sergio Álvarez,Hugo Mallo,Andreu Fontàs,Nemanja Radoja,Álex López,Nolito,Joaquín Larrivey,Fabián Orellana,Carles Planas,Gustavo Cabral,Michael Krohn-Dehli,La Coruña,Germán Lux,Juanfran,Álex Bergantiños,Haris Medunjanin,Hélder Postiga,Sidnei,Isaac Cuenca,Laure,Luisinho,Alberto Lopo,Luis Fariña,2,1,Matchweek 5
42,Eibar,Xabi Irureta,Borja Ekiza,Raúl Albentosa,Ángel Rodríguez,Mikel Arruabarrena,Dani Nieto,Dani García,Lillo,Derek Boateng,Saúl Berjón,Abraham Minero,Villarreal,Sergio Asenjo,Mario Gaspar,Tomás Pina Isla,Mateo Musacchio,Jonathan dos Santos,Ikechukwu Uche,Denis Cheryshev,Gabriel Paulista,Antonio Rukavina,Gerard Moreno,Javier Espinosa,1,1,Matchweek 5
43,Rayo Vallecano,Cristian Álvarez,Raúl Baena,Roberto Trashorras,Gaël Kakuta,Emiliano Insúa,Abdoulaye Ba,Quini,Zé Castro,Léo Baptistão,Licá,Alberto Bueno,Athletic Club,Gorka Iraizoz,Aymeric Laporte,Beñat Etxebarria,Ander Iturraspe,Iker Muniain,Markel Susaeta,Mikel Rico,Carlos Gurpegui,Óscar de Marcos,Aritz Aduriz,Mikel Balenziaga,2,1,Matchweek 5
44,Almería,Rubén,Fran Vélez,Ximo Navarro,Mauro dos Santos,Verza,Ramon Azeez,Wellington Silva,Tomer Hemed,Ángel Trujillo,Jonathan Zongo,Mané,Atlético Madrid,Miguel Ángel Moyá,Diego Godín,Guilherme Siqueira,Mario Suárez,Tiago Mendes,Koke,Antoine Griezmann,Raúl García,Arda Turan,Juanfran,Miranda,0,1,Matchweek 5
45,Málaga,Carlos Kameni,Nordin Amrabat,Weligton Oliveira,Ignacio Camacho,Juanpi,Duda,Roberto Rosales,Sergio Sánchez,Miguel Torres,Samu Castillejo,Sergi Darder,Barcelona,Claudio Bravo,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Pedro,Andrés Iniesta,Lionel Messi,Neymar,Marc Bartra,Douglas,Jordi Alba,0,0,Matchweek 5
46,Sevilla,Beto,Benoît Trémoulinas,Grzegorz Krychowiak,Diogo Figueiras,Carlos Bacca,José Antonio Reyes,Timothée Kolodziejczak,Gerard Deulofeu,Éver Banega,Nicolás Pareja,Stéphane Mbia,Real Sociedad,Eñaut Zubikarai,Mikel González,Iñigo Martínez,Esteban Granero,Imanol Agirretxe,Xabi Prieto,Sergio Canales,Chory Castro,Joseba Zaldúa,Jon Gaztañaga,Alberto de la Bella,1,0,Matchweek 5
47,Granada,Roberto,Allan Nyom,Fran Rico,Jean-Sylvain Babin,Youssef El-Arabi,Piti,Manuel Iturra,Jhon Córdoba,Dimitri Foulquier,Jeison Murillo,Darwin Machís,Levante,Jesús,Toño,David Navarro,Héctor Rodas,David Barral,Rubén García,José Luis Morales,Víctor Casadesús,Pedro López Muñoz,Papakouli Diop,Víctor Camarasa,0,1,Matchweek 5
48,Espanyol,Kiko Casilla,Víctor Sánchez,Víctor Álvarez,Salva Sevilla,Sergio García,Felipe Caicedo,José Cañas,Javi López,Lucas Vázquez,Diego Colotto,Álvaro González,Getafe,Vicente Guaita,Alexis,Roberto Lago,Naldo,Ángel Lafita,Pablo Sarabia,Karim Yoda,Álvaro Arroyo,Diego Castro,Míchel,Juan Rodríguez,2,0,Matchweek 5
49,Valencia,Diego Alves,João Cancelo,Shkodran Mustafi,Sofiane Feghouli,Paco Alcácer,Daniel Parejo,Pablo Piatti,José Luis Gayà,Javi Fuego,André Gomes,Nicolás Otamendi,Córdoba,Juan Carlos,José Ángel Crespo,Iago Bouzón,Fausto Rossi,Íñigo López,Nabil Ghilas,Adrián Gunino,Borja García,Aritz López Garai,Abel Gómez Moreno,Fede Vico,3,0,Matchweek 5
50,Elche,Manu Herrera,Damián Suárez,Enzo Roco,David Lombán,Pedro Mosquera,Garry Rodrigues,José Ángel Alonso,Víctor Rodríguez,Fayçal Fajr,Edu Albácar,Jonathas,Celta Vigo,Sergio Álvarez,Andreu Fontàs,Nemanja Radoja,Pablo Hernández,Charles,Nolito,Fabián Orellana,Jonny Castro,Sergi Gómez,Gustavo Cabral,Augusto Fernández,0,1,Matchweek 6
51,Villarreal,Sergio Asenjo,Mario Gaspar,Mateo Musacchio,Víctor Ruiz,Luciano Vietto,Ikechukwu Uche,Cani,Manu Trigueros,Moi Gómez,Gabriel Paulista,Bruno Soriano,Real Madrid,Iker Casillas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,James Rodríguez,Gareth Bale,Marcelo,Luka Modrić,0,2,Matchweek 6
52,Barcelona,Claudio Bravo,Ivan Rakitić,Sergio Busquets,Xavi,Lionel Messi,Neymar,Javier Mascherano,Adriano,Dani Alves,Jérémy Mathieu,Munir El Haddadi,Granada,Roberto,Allan Nyom,Fran Rico,Jean-Sylvain Babin,Héctor Yuste,Javi Márquez,Youssef El-Arabi,Manuel Iturra,Dimitri Foulquier,Jeison Murillo,Isaac Success,6,0,Matchweek 6
53,Atlético Madrid,Miguel Ángel Moyá,Diego Godín,Tiago Mendes,Koke,Saúl Ñíguez,Mario Mandžukić,Arda Turan,Gabi,Cristian Ansaldi,Juanfran,Miranda,Sevilla,Beto,Benoît Trémoulinas,Grzegorz Krychowiak,Diogo Figueiras,Daniel Carriço,Carlos Bacca,Timothée Kolodziejczak,Vitolo,Nicolás Pareja,Aleix Vidal,Stéphane Mbia,4,0,Matchweek 6
54,Athletic Club,Gorka Iraizoz,Aymeric Laporte,Ander Iturraspe,Iker Muniain,Markel Susaeta,Andoni Iraola,Mikel Rico,Carlos Gurpegui,Aritz Aduriz,Borja Viguera,Mikel Balenziaga,Eibar,Xabi Irureta,Eneko Bóveda,Raúl Albentosa,Ander Capa,Jon Errasti,Mikel Arruabarrena,Dani García,Lillo,Federico Piovaccari,Saúl Berjón,Raúl Navas,0,0,Matchweek 6
55,Levante,Jesús,Toño,David Navarro,Héctor Rodas,David Barral,Rubén García,Víctor Casadesús,Pedro López Muñoz,Andreas Ivanschitz,Papakouli Diop,Simão Mate Junior,Rayo Vallecano,Toño,Tito,Raúl Baena,Roberto Trashorras,Gaël Kakuta,Emiliano Insúa,Abdoulaye Ba,Zé Castro,Léo Baptistão,Licá,Alberto Bueno,0,2,Matchweek 6
56,Getafe,Vicente Guaita,Alexis,Emiliano Velázquez,Mehdi Lacen,Pablo Sarabia,Karim Yoda,Baba Diawara,Diego Castro,Sergio Escudero,Juan Valera Espín,Míchel,Málaga,Carlos Kameni,Nordin Amrabat,Weligton Oliveira,Ignacio Camacho,Roque Santa Cruz,Ricardo Horta,Roberto Rosales,Arthur Boka,Sergio Sánchez,Luis Alberto,Sergi Darder,1,0,Matchweek 6
57,La Coruña,Germán Lux,Juanfran,Álex Bergantiños,Haris Medunjanin,Hélder Postiga,Sidnei,Isaac Cuenca,Laure,Luisinho,Alberto Lopo,Luis Fariña,Almería,Rubén,Ximo Navarro,Mauro dos Santos,Verza,Ramon Azeez,Tomer Hemed,Ángel Trujillo,Sebastián Dubarbier,Édgar Méndez,Jonathan Zongo,Thomas Partey,0,1,Matchweek 6
58,Real Sociedad,Eñaut Zubikarai,Gorka Elustondo,Markel Bergara,Iñigo Martínez,Imanol Agirretxe,Xabi Prieto,Carlos Vela,Sergio Canales,David Zurutuza,Joseba Zaldúa,Alberto de la Bella,Valencia,Diego Alves,Shkodran Mustafi,Paco Alcácer,Daniel Parejo,José Luis Gayà,Javi Fuego,Rodrigo,Antonio Barragán,André Gomes,Carles Gil,Nicolás Otamendi,1,1,Matchweek 6
59,Córdoba,Juan Carlos,Aleksandar Pantić,José Ángel Crespo,Patrick Ekeng,Luso,Fausto Rossi,Federico Cartabia,Íñigo López,Nabil Ghilas,Adrián Gunino,Borja García,Espanyol,Kiko Casilla,Víctor Sánchez,Salva Sevilla,Cristhian Stuani,Sergio García,José Cañas,Javi López,Lucas Vázquez,Juan Rafael Fuentes,Diego Colotto,Álvaro González,0,0,Matchweek 6
60,Getafe,Vicente Guaita,Emiliano Velázquez,Naldo,Ángel Lafita,Mehdi Lacen,Pablo Sarabia,Karim Yoda,Diego Castro,Sergio Escudero,Juan Valera Espín,Míchel,Córdoba,Juan Carlos,Aleksandar Pantić,José Ángel Crespo,Patrick Ekeng,Luso,Federico Cartabia,Íñigo López,Nabil Ghilas,Adrián Gunino,Borja García,José López Silva,1,1,Matchweek 7
61,Valencia,Diego Alves,Shkodran Mustafi,Paco Alcácer,Daniel Parejo,Pablo Piatti,José Luis Gayà,Javi Fuego,Rodrigo,Antonio Barragán,André Gomes,Nicolás Otamendi,Atlético Madrid,Miguel Ángel Moyá,Diego Godín,Guilherme Siqueira,Tiago Mendes,Koke,Antoine Griezmann,Mario Mandžukić,Arda Turan,Gabi,Jesús Gámez,Miranda,3,1,Matchweek 7
62,Rayo Vallecano,Toño,Tito,Raúl Baena,Roberto Trashorras,Gaël Kakuta,Emiliano Insúa,Abdoulaye Ba,Léo Baptistão,Jorge Morcillo,Licá,Alberto Bueno,Barcelona,Claudio Bravo,Gerard Piqué,Sergio Busquets,Xavi,Andrés Iniesta,Lionel Messi,Neymar,Marc Bartra,Dani Alves,Jérémy Mathieu,Munir El Haddadi,0,2,Matchweek 7
