,Unnamed: 0.1,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H
10,10,10,Villarreal,Alphonse Areola,Mario Gaspar,Tomás Pina Isla,Víctor Ruiz,Roberto Soldado,Léo Baptistão,Jaume Costa,Manu Trigueros,Samu Castillejo,Eric Bailly,Matías Nahuel,Espanyol,Pau López,Rubén Duarte,Víctor Sánchez,Víctor Álvarez,Gerard Moreno,Felipe Caicedo,Paco Montañés,Javi López,Álvaro González,Anaitz Arbilla,Antonio Raillo,3,1,Matchweek 2,2,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,6.5,3.8,1.57
11,11,11,Real Sociedad,Gerónimo Rulli,Asier Illarramendi,Iñigo Martínez,Bruma,Xabi Prieto,Carlos Vela,Rubén Pardo,Aritz Elustondo,Jonathas,Diego Reyes,Alberto de la Bella,Sporting Gijón,Iván Cuéllar,Luis Hernández,Bernardo Espinosa,Sergio Álvarez,Miguel Ángel Guerrero,Nacho Cases,Alberto Lora,Isma López,Carlos Carmona,Antonio Sanabria,Jony,0,0,Matchweek 2,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.5,3.5,1.85
12,12,12,Barcelona,Claudio Bravo,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Jordi Alba,Sergi Roberto,Thomas Vermaelen,Málaga,Carlos Kameni,Weligton Oliveira,Juankar,Ricardo Horta,Nordin Amrabat,Fernando Tissone,Recio,Marcos Angeleri,Roberto Rosales,Duje Čop,Miguel Torres,1,0,Matchweek 2,2,1.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,26.0,10.0,1.1
13,13,13,Celta Vigo,Sergio Álvarez,Hugo Mallo,Andreu Fontàs,Pablo Hernández,Nolito,Iago Aspas,Fabián Orellana,Daniel Wass,Jonny Castro,Gustavo Cabral,Augusto Fernández,Rayo Vallecano,Toño,Nacho,Raúl Baena,Manucho,Roberto Trashorras,Quini,Zé Castro,Lass Bangoura,Patrick Ebert,Bebé,Diego Llorente,3,0,Matchweek 2,2,1.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,6.0,4.33,1.53
14,14,14,Real Madrid,Keylor Navas,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,James Rodríguez,Gareth Bale,Marcelo,Luka Modrić,Danilo,Betis,Antonio Adán,Francisco Molinero,Bruno González,Dani Ceballos,Juan Manuel Vargas,Cristiano Piccini,Xavi Torres,Álvaro Cejudo,Alfred N'Diaye,Germán Pezzella,Rubén Castro,5,0,Matchweek 2,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,26.0,10.0,1.1
15,15,15,Eibar,Asier Riesgo,Iván Ramis,Gonzalo Escalante,Ander Capa,Sergi Enrich,Dani García,Mauro dos Santos,Antonio Luna,Keko,Saúl Berjón,Adrián González,Athletic Club,Gorka Iraizoz,Eneko Bóveda,Gorka Elustondo,Aymeric Laporte,Javier Eraso,Beñat Etxebarria,Ibai Gómez,Xabier Etxeita,Óscar de Marcos,Aritz Aduriz,Iñigo Lekue,2,0,Matchweek 2,2,2.0,-1.0,2.0,-1.0,3.0,0.0,3.0,0.0,2.1,3.1,4.0
16,16,16,Valencia,Mathew Ryan,Rúben Vezo,Shkodran Mustafi,Álvaro Negredo,Danilo Barbosa,José Luis Gayà,Javi Fuego,Rodrigo,Antonio Barragán,Rodrigo De Paul,Santi Mina,La Coruña,Germán Lux,Juanfran,Fernando Navarro,Pedro Mosquera,Lucas Pérez,Sidnei,Alejandro Arribas,Laure,Fayçal Fajr,Luis Alberto,Celso Borges,1,1,Matchweek 2,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,4.33,1.44
17,17,17,Sevilla,Beto,Benoît Trémoulinas,Grzegorz Krychowiak,Daniel Carriço,Vicente Iborra,José Antonio Reyes,Éver Banega,Vitolo,Coke,Adil Rami,Fernando Llorente,Atlético Madrid,Jan Oblak,Diego Godín,Tiago Mendes,Koke,Antoine Griezmann,Fernando Torres,Óliver Torres,Gabi,Jesús Gámez,Juanfran,José María Giménez,0,3,Matchweek 2,2,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,2.63,3.2,2.8
18,18,18,Las Palmas,Javi Varas,David Simón,Antolín Alcaraz,Sergio Araujo,Hernán,Roque Mesa,Aythami Artiles,Pedro Bigas,Emmanuel Culio,Jonathan Viera,Dani Castellano,Levante,Rubén,Iván López,Toño,Víctor Camarasa,Verza,Juanfran,Ángel Trujillo,Deyverson,José Mari,Nabil Ghilas,Zouhair Feddal,0,0,Matchweek 2,2,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.5,3.3,1.91
19,19,19,Getafe,Vicente Guaita,Alexis,Emiliano Velázquez,Emi Buendía,Mehdi Lacen,Álvaro Vázquez,Pedro León,Carlos Vigaray,Víctor Rodríguez,Damián Suárez,Álvaro Medrán,Granada,Andrés Fernández,Cristiano Biraghi,Jean-Sylvain Babin,David Lombán,Javi Márquez,Youssef El-Arabi,Isaac Success,Rubén Pérez,Rene Krhin,Rubén Rochina,Miguel Lopes,1,2,Matchweek 2,2,-1.0,-2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,4.0,3.2,2.05
20,20,20,Levante,Rubén,Toño,Víctor Camarasa,Verza,José Luis Morales,Juanfran,Ángel Trujillo,Deyverson,José Mari,Nabil Ghilas,Zouhair Feddal,Sevilla,Beto,Benoît Trémoulinas,Grzegorz Krychowiak,Timothée Kolodziejczak,Kévin Gameiro,Gaël Kakuta,Steven Nzonzi,Marco Andreolli,Vitolo,Coke,Fernando Llorente,1,1,Matchweek 3,3,-1.0,-3.0,-1.0,-3.0,1.0,1.0,1.0,1.0,1.75,3.75,4.75
21,21,21,Espanyol,Pau López,Rubén Duarte,Víctor Sánchez,Víctor Álvarez,Gerard Moreno,Salva Sevilla,Felipe Caicedo,Michaël Ciani,Javi López,Álvaro González,Anaitz Arbilla,Real Madrid,Keylor Navas,Dani Carvajal,Pepe,Sergio Ramos,Cristiano Ronaldo,Karim Benzema,Gareth Bale,Marcelo,Casemiro,Luka Modrić,Isco,0,6,Matchweek 3,3,-1.0,5.0,-1.0,5.0,3.0,4.0,3.0,4.0,1.33,5.0,10.0
22,22,22,Sporting Gijón,Iván Cuéllar,Luis Hernández,Bernardo Espinosa,Sergio Álvarez,Alberto Lora,Omar Mascarell,Isma López,Antonio Sanabria,Pablo Pérez,Jony,Alen Halilović,Valencia,Jaume Doménech,João Cancelo,Shkodran Mustafi,Álvaro Negredo,Sofiane Feghouli,Enzo Pérez,Daniel Parejo,Pablo Piatti,José Luis Gayà,Javi Fuego,Aymen Abdennour,0,1,Matchweek 3,3,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.25,3.2,3.4
23,23,23,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Tiago Mendes,Koke,Antoine Griezmann,Fernando Torres,Óliver Torres,Gabi,Juanfran,José María Giménez,Barcelona,Marc-André ter Stegen,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Neymar,Rafinha,Javier Mascherano,Jordi Alba,Sergi Roberto,Thomas Vermaelen,1,2,Matchweek 3,3,4.0,2.0,4.0,2.0,6.0,6.0,6.0,6.0,2.3,3.2,3.3
24,24,24,Betis,Antonio Adán,Bruno González,Petros,Juan Manuel Vargas,Cristiano Piccini,Joaquín,Heiko Westermann,Alfred N'Diaye,Jorge Molina,Francisco Portillo,Rubén Castro,Real Sociedad,Gerónimo Rulli,Mikel González,Asier Illarramendi,Bruma,Xabi Prieto,Carlos Vela,Rubén Pardo,Aritz Elustondo,Jonathas,Diego Reyes,Alberto de la Bella,1,0,Matchweek 3,3,-5.0,0.0,-5.0,0.0,1.0,2.0,1.0,2.0,3.2,3.3,2.3
25,25,25,Granada,Andrés Fernández,Cristiano Biraghi,Jean-Sylvain Babin,David Lombán,Javi Márquez,Youssef El-Arabi,Isaac Success,Rubén Pérez,Rene Krhin,Rubén Rochina,Miguel Lopes,Villarreal,Alphonse Areola,Mario Gaspar,Tomás Pina Isla,Víctor Ruiz,Roberto Soldado,Jaume Costa,Manu Trigueros,Cédric Bakambu,Samu Castillejo,Eric Bailly,Matías Nahuel,1,3,Matchweek 3,3,-1.0,2.0,-1.0,2.0,3.0,4.0,3.0,4.0,2.25,3.1,3.5
26,26,26,Athletic Club,Gorka Iraizoz,Mikel San José,Beñat Etxebarria,Markel Susaeta,Iñigo Lekue,Xabier Etxeita,Óscar de Marcos,Carlos Gurpegui,Aritz Aduriz,Raúl García,Ager Aketxe,Getafe,Vicente Guaita,Alexis,Roberto Lago,Emiliano Velázquez,Ángel Lafita,Mehdi Lacen,Stefan Šćepović,Pedro León,Carlos Vigaray,Víctor Rodríguez,Juan Rodríguez,3,1,Matchweek 3,3,-3.0,-2.0,-3.0,-2.0,0.0,0.0,0.0,0.0,7.0,3.75,1.57
27,27,27,Celta Vigo,Sergio Álvarez,Hugo Mallo,Andreu Fontàs,Pablo Hernández,Iago Aspas,Nolito,Fabián Orellana,Daniel Wass,Jonny Castro,Gustavo Cabral,Augusto Fernández,Las Palmas,Javi Varas,David Simón,Antolín Alcaraz,Willian José,Sergio Araujo,Hernán,Roque Mesa,Pedro Bigas,Emmanuel Culio,Jonathan Viera,Dani Castellano,3,3,Matchweek 3,3,4.0,-1.0,4.0,-1.0,6.0,1.0,6.0,1.0,7.0,4.2,1.5
28,28,28,Málaga,Carlos Kameni,Raúl Albentosa,Juankar,Charles,Ricardo Horta,Nordin Amrabat,Fernando Tissone,Recio,Marcos Angeleri,Roberto Rosales,Arthur Boka,Eibar,Asier Riesgo,Iván Ramis,Gonzalo Escalante,Ander Capa,Sergi Enrich,Dani García,Mauro dos Santos,Antonio Luna,Keko,Saúl Berjón,Adrián González,0,0,Matchweek 3,3,-1.0,4.0,-1.0,4.0,1.0,6.0,1.0,6.0,5.25,3.5,1.75
29,29,29,Rayo Vallecano,Juan Carlos,Nacho,Antonio Amaya,Raúl Baena,Roberto Trashorras,Adri Embarba,Pablo Hernández,Quini,Patrick Ebert,Javi Guerra,Diego Llorente,La Coruña,Germán Lux,Juanfran,Fernando Navarro,Pedro Mosquera,Lucas Pérez,Sidnei,Alejandro Arribas,Laure,Fayçal Fajr,Luis Alberto,Celso Borges,1,3,Matchweek 3,3,-3.0,0.0,-3.0,0.0,1.0,2.0,1.0,2.0,3.5,3.5,2.1
30,30,30,Getafe,Vicente Guaita,Alexis,Roberto Lago,Emiliano Velázquez,Ángel Lafita,Mehdi Lacen,Stefan Šćepović,Víctor Rodríguez,Damián Suárez,Álvaro Medrán,Wanderson,Málaga,Carlos Kameni,Raúl Albentosa,Charles,Ricardo Horta,Nordin Amrabat,Fernando Tissone,Recio,Marcos Angeleri,Duda,Roberto Rosales,Arthur Boka,1,0,Matchweek 4,4,-4.0,-1.0,-4.0,-1.0,0.0,2.0,0.0,2.0,2.9,3.1,2.6
31,31,31,Real Madrid,Keylor Navas,Dani Carvajal,Pepe,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,Marcelo,Lucas Vázquez,Luka Modrić,Isco,Granada,Andrés Fernández,Cristiano Biraghi,David Lombán,Javi Márquez,Youssef El-Arabi,Isaac Success,Dória,Édgar Méndez,Rene Krhin,Rubén Rochina,Miguel Lopes,1,0,Matchweek 4,4,11.0,-3.0,11.0,-3.0,7.0,3.0,7.0,3.0,26.0,15.0,1.06
32,32,32,Valencia,Jaume Doménech,Shkodran Mustafi,Lucas Orbán,Sofiane Feghouli,Paco Alcácer,Daniel Parejo,Javi Fuego,Antonio Barragán,Rodrigo,André Gomes,Aymen Abdennour,Betis,Antonio Adán,Francisco Molinero,Bruno González,Dani Ceballos,Juan Manuel Vargas,Joaquín,Heiko Westermann,Alfred N'Diaye,Jorge Molina,Francisco Portillo,Rubén Castro,0,0,Matchweek 4,4,1.0,-4.0,1.0,-4.0,5.0,4.0,5.0,4.0,6.5,4.33,1.5
33,33,33,Eibar,Asier Riesgo,Iván Ramis,Gonzalo Escalante,Ander Capa,Sergi Enrich,Dani García,Mauro dos Santos,Antonio Luna,Keko,Saúl Berjón,Adrián González,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Tiago Mendes,Koke,Antoine Griezmann,Jackson Martínez,Gabi,Juanfran,Luciano Vietto,José María Giménez,0,2,Matchweek 4,4,4.0,3.0,4.0,3.0,7.0,6.0,7.0,6.0,1.57,3.75,7.0
34,34,34,Real Sociedad,Gerónimo Rulli,Mikel González,Asier Illarramendi,Bruma,Esteban Granero,Imanol Agirretxe,Carlos Vela,Aritz Elustondo,Sergio Canales,Diego Reyes,Alberto de la Bella,Espanyol,Pau López,Rober Correa,Víctor Sánchez,Víctor Álvarez,Enzo Roco,Gerard Moreno,Hernán Pérez,Juan Rafael Fuentes,Papakouli Diop,Álvaro González,Marco Asensio,2,3,Matchweek 4,4,-1.0,-7.0,-1.0,-7.0,2.0,3.0,2.0,3.0,4.0,3.4,2.0
35,35,35,Sevilla,Sergio Rico,Mariano,Grzegorz Krychowiak,Timothée Kolodziejczak,Kévin Gameiro,José Antonio Reyes,Steven Nzonzi,Marco Andreolli,Éver Banega,Vitolo,Coke,Celta Vigo,Sergio Álvarez,Hugo Mallo,Pablo Hernández,Nolito,Iago Aspas,Fabián Orellana,Daniel Wass,Jonny Castro,Sergi Gómez,Gustavo Cabral,Augusto Fernández,1,2,Matchweek 4,4,-3.0,4.0,-3.0,4.0,2.0,7.0,2.0,7.0,4.33,3.75,1.8
36,36,36,La Coruña,Germán Lux,Juanfran,Fernando Navarro,Pedro Mosquera,Lucas Pérez,Sidnei,Alejandro Arribas,Laure,Fayçal Fajr,Luis Alberto,Celso Borges,Sporting Gijón,Alberto García,Luis Hernández,Álex Menéndez,Bernardo Espinosa,Sergio Álvarez,Miguel Ángel Guerrero,Nacho Cases,Alberto Lora,Roberto Canella,Antonio Sanabria,Alen Halilović,2,3,Matchweek 4,4,2.0,-1.0,2.0,-1.0,5.0,2.0,5.0,2.0,4.2,3.1,2.05
37,37,37,Villarreal,Alphonse Areola,Mario Gaspar,Tomás Pina Isla,Víctor Ruiz,Roberto Soldado,Jaume Costa,Cédric Bakambu,Samu Castillejo,Bruno Soriano,Eric Bailly,Matías Nahuel,Athletic Club,Gorka Iraizoz,Aymeric Laporte,Javier Eraso,Mikel San José,Enrique Sola,Mikel Rico,Carlos Gurpegui,Óscar de Marcos,Sabin Merino,Ager Aketxe,Mikel Balenziaga,3,1,Matchweek 4,4,4.0,-1.0,4.0,-1.0,7.0,3.0,7.0,3.0,3.75,3.5,2.0
38,38,38,Las Palmas,Raúl Lizoain,David Simón,Antolín Alcaraz,Sergio Araujo,Hernán,Roque Mesa,Aythami Artiles,Pedro Bigas,Emmanuel Culio,Jonathan Viera,Dani Castellano,Rayo Vallecano,Toño,Nacho,Antonio Amaya,Raúl Baena,Roberto Trashorras,Adri Embarba,Pablo Hernández,Răzvan Raț,Bebé,Javi Guerra,Diego Llorente,0,1,Matchweek 4,4,-1.0,-5.0,-1.0,-5.0,2.0,1.0,2.0,1.0,4.0,3.5,1.91
39,39,39,Barcelona,Marc-André ter Stegen,Ivan Rakitić,Sergio Busquets,Dani Alves,Lionel Messi,Neymar,Javier Mascherano,Marc Bartra,Munir El Haddadi,Sandro Ramírez,Adriano,Levante,Rubén,Iván López,Toño,Víctor Camarasa,Verza,Jefferson Lerma,Juanfran,Roger Martí,Ángel Trujillo,Nabil Ghilas,Zouhair Feddal,4,1,Matchweek 4,4,3.0,-1.0,3.0,-1.0,9.0,2.0,9.0,2.0,29.0,12.0,1.06
40,40,40,Espanyol,Pau López,Rubén Duarte,Víctor Sánchez,Víctor Álvarez,Enzo Roco,Felipe Caicedo,José Cañas,Hernán Pérez,Álvaro González,Anaitz Arbilla,Marco Asensio,Valencia,Jaume Doménech,João Cancelo,Aderlan Santos,Enzo Pérez,Zakaria Bakkali,Danilo Barbosa,José Luis Gayà,Javi Fuego,Rodrigo,Santi Mina,Aymen Abdennour,1,0,Matchweek 5,5,-6.0,1.0,-6.0,1.0,6.0,6.0,6.0,6.0,2.3,3.25,3.25
41,41,41,Atlético Madrid,Jan Oblak,Diego Godín,Guilherme Siqueira,Antoine Griezmann,Saúl Ñíguez,Fernando Torres,Óliver Torres,Yannick Carrasco,Gabi,Stefan Savić,Juanfran,Getafe,Vicente Guaita,Alexis,Santiago Vergini,Ángel Lafita,Stefan Šćepović,Pedro León,Carlos Vigaray,Víctor Rodríguez,Juan Rodríguez,Damián Suárez,Álvaro Medrán,2,0,Matchweek 5,5,5.0,-3.0,5.0,-3.0,9.0,3.0,9.0,3.0,15.0,5.5,1.25
42,42,42,Granada,Andrés Fernández,Cristiano Biraghi,Jean-Sylvain Babin,Javi Márquez,Youssef El-Arabi,Isaac Success,Dória,Édgar Méndez,Rene Krhin,Rubén Rochina,Miguel Lopes,Real Sociedad,Oier Olazábal,Asier Illarramendi,Iñigo Martínez,Esteban Granero,Imanol Agirretxe,Carlos Vela,Aritz Elustondo,Sergio Canales,David Zurutuza,Diego Reyes,Alberto de la Bella,0,3,Matchweek 5,5,-4.0,-2.0,-4.0,-2.0,3.0,2.0,3.0,2.0,3.2,3.1,2.4
43,43,43,Levante,Rubén,Toño,Verza,Jefferson Lerma,José Luis Morales,Juanfran,Ángel Trujillo,Víctor Casadesús,José Mari,Nabil Ghilas,Zouhair Feddal,Eibar,Asier Riesgo,Aleksandar Pantić,Gonzalo Escalante,Ander Capa,Takashi Inui,Dani García,Mauro dos Santos,Borja Bastón,Keko,David Juncà,Adrián González,2,2,Matchweek 5,5,-4.0,2.0,-4.0,2.0,2.0,7.0,2.0,7.0,3.25,3.1,2.38
44,44,44,Rayo Vallecano,Toño,Nacho,Antonio Amaya,Raúl Baena,Roberto Trashorras,Pablo Hernández,Răzvan Raț,Jozabed,Bebé,Javi Guerra,Diego Llorente,Sporting Gijón,Alberto García,Luis Hernández,Jorge Meré,Bernardo Espinosa,Miguel Ángel Guerrero,Roberto Canella,Omar Mascarell,Antonio Sanabria,Jony,Rachid Aït-Atmane,Alen Halilović,2,1,Matchweek 5,5,-4.0,0.0,-4.0,0.0,4.0,5.0,4.0,5.0,3.2,3.4,2.25
45,45,45,Celta Vigo,Sergio Álvarez,Hugo Mallo,Nemanja Radoja,Iago Aspas,Nolito,Fabián Orellana,Daniel Wass,Jonny Castro,Sergi Gómez,Gustavo Cabral,Augusto Fernández,Barcelona,Marc-André ter Stegen,Gerard Piqué,Sergio Busquets,Dani Alves,Andrés Iniesta,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Sergi Roberto,Jérémy Mathieu,4,1,Matchweek 5,5,5.0,6.0,5.0,6.0,10.0,12.0,10.0,12.0,1.5,4.5,6.5
46,46,46,Las Palmas,Javi Varas,David Simón,Antolín Alcaraz,Sergio Araujo,Wakaso,Hernán,Roque Mesa,Aythami Artiles,Pedro Bigas,Jonathan Viera,Dani Castellano,Sevilla,Sergio Rico,Benoît Trémoulinas,Grzegorz Krychowiak,Timothée Kolodziejczak,Michael Krohn-Dehli,Vicente Iborra,Ciro Immobile,Sebastián Cristóforo,Marco Andreolli,Coke,Fernando Llorente,2,0,Matchweek 5,5,-2.0,-4.0,-2.0,-4.0,2.0,2.0,2.0,2.0,2.2,3.4,3.3
47,47,47,Athletic Club,Gorka Iraizoz,Aymeric Laporte,Mikel San José,Beñat Etxebarria,Markel Susaeta,Xabier Etxeita,Óscar de Marcos,Sabin Merino,Aritz Aduriz,Raúl García,Mikel Balenziaga,Real Madrid,Keylor Navas,Dani Carvajal,Pepe,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,Marcelo,Mateo Kovačić,Luka Modrić,Isco,1,2,Matchweek 5,5,-3.0,12.0,-3.0,12.0,3.0,10.0,3.0,10.0,1.62,4.2,5.25
48,48,48,Málaga,Carlos Kameni,Weligton Oliveira,Charles,Juanpi,Ricardo Horta,Fernando Tissone,Recio,Marcos Angeleri,Duda,Roberto Rosales,Arthur Boka,Villarreal,Alphonse Areola,Mario Gaspar,Bojan Jokić,Tomás Pina Isla,Samu García,Jonathan dos Santos,Léo Baptistão,Denis Suárez,Adrián López,Antonio Rukavina,Eric Bailly,0,1,Matchweek 5,5,-2.0,6.0,-2.0,6.0,2.0,10.0,2.0,10.0,2.75,3.3,2.63
49,49,49,Betis,Antonio Adán,Bruno González,Petros,Juan Manuel Vargas,Cristiano Piccini,Xavi Torres,Joaquín,Heiko Westermann,Jorge Molina,Rafael van der Vaart,Rubén Castro,La Coruña,Germán Lux,Fernando Navarro,Pedro Mosquera,Juan Domínguez,Sidnei,Alejandro Arribas,Laure,Luisinho,Federico Cartabia,Fayçal Fajr,Jonathan Rodríguez,1,2,Matchweek 5,5,-4.0,1.0,-4.0,1.0,5.0,5.0,5.0,5.0,3.3,3.3,2.25
