,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek
11,Leganés,Iván Cuéllar,Juanfran,Jonathan Silva,Gerard Gumbau,Dani Ojeda,Guido Carrillo,Nabil El Zhar,Javier Eraso,Ezequiel Muñoz,Rubén Pérez,Dimitris Siovas,Real Sociedad,Gerónimo Rulli,Joseba Zaldúa,Diego Llorente,Asier Illarramendi,Igor Zubeldia,Héctor Moreno,Juanmi,Mikel Oyarzabal,Willian José,David Zurutuza,Theo Hernández,2,2,Matchweek 2
12,Alavés,Fernando Pacheco,Rubén Duarte,Víctor Laguardia,Guillermo Maripán,Rubén Sobrino,Ibai Gómez,Borja Bastón,Manu García,Martin Agirregabiria,Wakaso,Jony,Betis,Pau López,Francis Guerrero,Zouhair Feddal,Marc Bartra,Sergio Canales,Takashi Inui,William Carvalho,Loren Morón,Andrés Guardado,Junior Firpo,Aïssa Mandi,0,0,Matchweek 2
13,Atlético Madrid,Jan Oblak,Diego Godín,Antoine Griezmann,Saúl Ñíguez,Ángel Correa,Thomas Lemar,Rodri,Stefan Savić,Diego Costa,Juanfran,Lucas Hernández,Rayo Vallecano,Alberto García,Gorka Elustondo,Álex Moreno,Óscar Trejo,Gaël Kakuta,Adri Embarba,Jordi Amat,Luis Advíncula,Álvaro García,Abdoulaye Ba,Santi Comesaña,1,0,Matchweek 2
14,Valladolid,Jordi Masip,Kiko Olivas,Fernando Calero,Borja Fernández,Enes Ünal,Óscar Plano,Rubén Alcaraz,Javi Moyano,Toni Villa,Nacho,Anuar,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Philippe Coutinho,Luis Suárez,Lionel Messi,Ousmane Dembélé,Jordi Alba,Sergi Roberto,Samuel Umtiti,0,1,Matchweek 2
15,Espanyol,Diego López,Borja Iglesias,Sergio García,Sergi Darder,Léo Baptistão,Dídac Vilà,David López,Javi López,Marc Roca,Mario Hermoso,Esteban Granero,Valencia,Neto,Gabriel Paulista,Geoffrey Kondogbia,Carlos Soler,Daniel Parejo,Mouctar Diakhaby,José Luis Gayà,Daniel Wass,Rodrigo,Cristiano Piccini,Santi Mina,2,0,Matchweek 2
16,Girona,Yassine Bounou,Bernardo Espinosa,Álex Granell,Pere Pons,Portu,Borja García,Juanpe,Anthony Lozano,Marc Muniesa,David Timor,Pedro Porro,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Nacho,Toni Kroos,Karim Benzema,Gareth Bale,Marcelo,Casemiro,Marco Asensio,Isco,1,4,Matchweek 2
17,Sevilla,Tomáš Vaclík,Sergi Gómez,Simon Kjær,Roque Mesa,Éver Banega,André Silva,Jesús Navas,Pablo Sarabia,Sergio Escudero,Franco Vázquez,Gabriel Mercado,Villarreal,Sergio Asenjo,Mario Gaspar,Álvaro González,Santiago Cáseres,Víctor Ruiz,Gerard Moreno,Pablo Fornals,Manu Trigueros,Alfonso Pedraza,Karl Toko Ekambi,Santi Cazorla,0,0,Matchweek 2
18,Levante,Oier Olazábal,Toño,Rober,Cheick Doukouré,Roger Martí,Enis Bardhi,José Luis Morales,Coke,Sergio Postigo,Jason,José Campaña,Celta Vigo,Sergio Álvarez,Hugo Mallo,Néstor Araujo,Fran Beltrán,Maxi Gómez,Iago Aspas,Pione Sisto,Stanislav Lobotka,Gustavo Cabral,Facundo Roncaglia,Júnior Alonso,1,2,Matchweek 2
19,Athletic Club,Unai Simón,Yeray Álvarez,Iñaki Williams,Iker Muniain,Iñigo Córdoba,Yuri Berchiche,Markel Susaeta,Dani García,Óscar de Marcos,Raúl García,Peru Nolaskoain,Huesca,Axel Werner,Xabier Etxeita,Moi Gómez,Gonzalo Melero,Cucho,Álex Gallar,Samuele Longo,Jorge Pulido,Luisinho,Damián Musto,Jorge Miramón,2,2,Matchweek 2
20,Getafe,David Soria,Djené,Vitorino Antunes,Bruno González,Jaime Mata,Francisco Portillo,Ángel Rodríguez,Mauro Arambarri,Nemanja Maksimović,Damián Suárez,Iván Alejo,Valladolid,Jordi Masip,Kiko Olivas,Fernando Calero,Enes Ünal,Óscar Plano,Rubén Alcaraz,Javi Moyano,Toni Villa,Nacho,Anuar,Keko,0,0,Matchweek 3
21,Villarreal,Sergio Asenjo,Mario Gaspar,Álvaro González,Santiago Cáseres,Víctor Ruiz,Gerard Moreno,Pablo Fornals,Manu Trigueros,Alfonso Pedraza,Karl Toko Ekambi,Santi Cazorla,Girona,Yassine Bounou,Bernardo Espinosa,Pedro Alcalá,Álex Granell,Cristhian Stuani,Pere Pons,Borja García,Aday,Juanpe,Anthony Lozano,Pedro Porro,0,1,Matchweek 3
22,Eibar,Marko Dmitrović,Pedro Bigas,Sergio Álvarez,Marc Cardona,Papakouli Diop,Sergi Enrich,Rubén Peña,Paulo Oliveira,Fabián Orellana,Pere Milla,Anaitz Arbilla,Real Sociedad,Gerónimo Rulli,Joseba Zaldúa,Asier Illarramendi,Igor Zubeldia,Héctor Moreno,Juanmi,Mikel Oyarzabal,Willian José,Aritz Elustondo,Theo Hernández,Luca Sangalli,2,1,Matchweek 3
23,Celta Vigo,Sergio Álvarez,Hugo Mallo,Néstor Araujo,Fran Beltrán,Maxi Gómez,Iago Aspas,Pione Sisto,Stanislav Lobotka,Gustavo Cabral,Facundo Roncaglia,Júnior Alonso,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Thomas Partey,Koke,Antoine Griezmann,Saúl Ñíguez,Ángel Correa,Stefan Savić,Diego Costa,José María Giménez,2,0,Matchweek 3
24,Real Madrid,Thibaut Courtois,Dani Carvajal,Sergio Ramos,Raphaël Varane,Toni Kroos,Karim Benzema,Luka Modrić,Gareth Bale,Marcelo,Casemiro,Marco Asensio,Leganés,Iván Cuéllar,Juanfran,Unai Bustinza,Jonathan Silva,Gerard Gumbau,Guido Carrillo,Nabil El Zhar,Javier Eraso,Michael Santos,Rubén Pérez,Dimitris Siovas,4,1,Matchweek 3
25,Levante,Oier Olazábal,Toño,Chema,Sanjin Prcić,Roger Martí,Enis Bardhi,José Luis Morales,Coke,Sergio Postigo,Emmanuel Boateng,José Campaña,Valencia,Neto,Gabriel Paulista,Carlos Soler,Kévin Gameiro,Daniel Parejo,Denis Cheryshev,Mouctar Diakhaby,José Luis Gayà,Daniel Wass,Rodrigo,Cristiano Piccini,2,2,Matchweek 3
26,Alavés,Fernando Pacheco,Rubén Duarte,Víctor Laguardia,Guillermo Maripán,Rubén Sobrino,Ibai Gómez,Borja Bastón,Manu García,Martin Agirregabiria,Wakaso,Jony,Espanyol,Diego López,Borja Iglesias,Sergio García,Sergi Darder,Léo Baptistão,Dídac Vilà,David López,Javi López,Marc Roca,Mario Hermoso,Esteban Granero,2,1,Matchweek 3
27,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Philippe Coutinho,Luis Suárez,Lionel Messi,Ousmane Dembélé,Jordi Alba,Sergi Roberto,Samuel Umtiti,Huesca,Axel Werner,Xabier Etxeita,Moi Gómez,Gonzalo Melero,Cucho,Álex Gallar,Samuele Longo,Jorge Pulido,Luisinho,Damián Musto,Jorge Miramón,8,2,Matchweek 3
28,Betis,Pau López,Zouhair Feddal,Marc Bartra,Sergio Canales,Takashi Inui,Cristian Tello,William Carvalho,Loren Morón,Andrés Guardado,Junior Firpo,Aïssa Mandi,Sevilla,Tomáš Vaclík,Sergi Gómez,Simon Kjær,Roque Mesa,Éver Banega,André Silva,Jesús Navas,Pablo Sarabia,Franco Vázquez,Guilherme Arana,Gabriel Mercado,1,0,Matchweek 3
29,Huesca,Axel Werner,Rúben Semedo,Moi Gómez,Gonzalo Melero,Samuele Longo,Jorge Pulido,Luisinho,Ezequiel Ávila,Serdar Gürler,Damián Musto,Jorge Miramón,Rayo Vallecano,Alberto García,Gorka Elustondo,Álex Moreno,Óscar Trejo,Raúl de Tomás,Gaël Kakuta,Giannelli Imbula,Jordi Amat,Luis Advíncula,Álvaro García,Abdoulaye Ba,0,1,Matchweek 4
30,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Koke,Antoine Griezmann,Saúl Ñíguez,Thomas Lemar,Rodri,Diego Costa,Juanfran,José María Giménez,Eibar,Marko Dmitrović,Sergio Álvarez,Papakouli Diop,Rubén Peña,Paulo Oliveira,José Ángel,Pablo de Blasis,Charles,Pere Milla,Anaitz Arbilla,Joan Jordán,1,1,Matchweek 4
31,Real Sociedad,Gerónimo Rulli,Joseba Zaldúa,Asier Illarramendi,Igor Zubeldia,Héctor Moreno,Juanmi,Mikel Oyarzabal,Rubén Pardo,Aritz Elustondo,David Zurutuza,Theo Hernández,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Luis Suárez,Lionel Messi,Ousmane Dembélé,Rafinha,Jordi Alba,Sergi Roberto,Samuel Umtiti,1,2,Matchweek 4
32,Valencia,Jaume Doménech,Gabriel Paulista,Geoffrey Kondogbia,Kévin Gameiro,Daniel Parejo,Denis Cheryshev,Mouctar Diakhaby,José Luis Gayà,Rodrigo,Ferrán Torres,Cristiano Piccini,Betis,Pau López,Francis Guerrero,Marc Bartra,Sergio Canales,Takashi Inui,Antonio Sanabria,Ryad Boudebouz,Sidnei,Andrés Guardado,Junior Firpo,Aïssa Mandi,0,0,Matchweek 4
33,Athletic Club,Unai Simón,Iñigo Martínez,Yeray Álvarez,Beñat Etxebarria,Iñaki Williams,Iker Muniain,Yuri Berchiche,Markel Susaeta,Dani García,Óscar de Marcos,Raúl García,Real Madrid,Thibaut Courtois,Dani Carvajal,Sergio Ramos,Raphaël Varane,Toni Kroos,Karim Benzema,Luka Modrić,Gareth Bale,Marcelo,Marco Asensio,Dani Ceballos,1,1,Matchweek 4
34,Leganés,Iván Cuéllar,Unai Bustinza,Diego Rolán,Jonathan Silva,Gerard Gumbau,Guido Carrillo,Nabil El Zhar,Allan Nyom,Javier Eraso,Rubén Pérez,Dimitris Siovas,Villarreal,Sergio Asenjo,Mario Gaspar,Álvaro González,Víctor Ruiz,Gerard Moreno,Jaume Costa,Manu Trigueros,Karl Toko Ekambi,Dani Raba,Miguel Layún,Manu Morlanes,0,1,Matchweek 4
35,Espanyol,Diego López,Borja Iglesias,Sergio García,Sergi Darder,Léo Baptistão,Dídac Vilà,David López,Javi López,Marc Roca,Mario Hermoso,Esteban Granero,Levante,Oier Olazábal,Rober,Chema,Roger Martí,Enis Bardhi,José Luis Morales,Pedro López Muñoz,Emmanuel Boateng,Antonio Luna,Jason,José Campaña,1,0,Matchweek 4
36,Valladolid,Jordi Masip,Kiko Olivas,Fernando Calero,Borja Fernández,Enes Ünal,Óscar Plano,Javi Moyano,Toni Villa,Nacho,Anuar,Keko,Alavés,Fernando Pacheco,Rubén Duarte,Víctor Laguardia,John Guidetti,Ibai Gómez,Jonathan Calleri,Ximo Navarro,Darko Brašanac,Martin Agirregabiria,Wakaso,Jony,0,1,Matchweek 4
37,Sevilla,Tomáš Vaclík,Sergi Gómez,Simon Kjær,Roque Mesa,Nolito,Éver Banega,Aleix Vidal,André Silva,Jesús Navas,Pablo Sarabia,Joris Gnagnon,Getafe,David Soria,Djené,Vitorino Antunes,Bruno González,Leandro Cabrera,Francisco Portillo,Ángel Rodríguez,Amath,Jorge Molina,Nemanja Maksimović,Damián Suárez,0,2,Matchweek 4
38,Girona,Yassine Bounou,Bernardo Espinosa,Pedro Alcalá,Álex Granell,Cristhian Stuani,Portu,Borja García,Aday,Douglas Luiz,Juanpe,Pedro Porro,Celta Vigo,Sergio Álvarez,Hugo Mallo,Néstor Araujo,Fran Beltrán,Maxi Gómez,Iago Aspas,Pione Sisto,Stanislav Lobotka,Gustavo Cabral,Facundo Roncaglia,Júnior Alonso,3,2,Matchweek 4
39,Huesca,Axel Werner,Rúben Semedo,Moi Gómez,David Ferreiro,Gonzalo Melero,Cucho,Álex Gallar,Jorge Pulido,Luisinho,Damián Musto,Jorge Miramón,Real Sociedad,Gerónimo Rulli,Joseba Zaldúa,Igor Zubeldia,Héctor Moreno,Juanmi,Mikel Merino,Mikel Oyarzabal,Rubén Pardo,Aritz Elustondo,Theo Hernández,Jon Bautista,0,1,Matchweek 5
40,Rayo Vallecano,Alberto García,Gorka Elustondo,Álex Moreno,Óscar Trejo,Raúl de Tomás,Gaël Kakuta,Giannelli Imbula,Jordi Amat,Luis Advíncula,Álvaro García,Abdoulaye Ba,Alavés,Fernando Pacheco,Rubén Duarte,Víctor Laguardia,Guillermo Maripán,John Guidetti,Ibai Gómez,Jonathan Calleri,Ximo Navarro,Darko Brašanac,Wakaso,Jony,1,5,Matchweek 5
41,Eibar,Marko Dmitrović,Iván Ramis,Gonzalo Escalante,Papakouli Diop,Sergi Enrich,Rubén Peña,Paulo Oliveira,José Ángel,Pablo de Blasis,Kiké,Pablo Hervías,Leganés,Iván Cuéllar,Juanfran,Unai Bustinza,Diego Rolán,Gerard Gumbau,Guido Carrillo,Allan Nyom,Raúl García,Michael Santos,Rubén Pérez,Dimitris Siovas,1,0,Matchweek 5
42,Celta Vigo,Sergio Álvarez,David Costas,Néstor Araujo,Okay Yokuşlu,Maxi Gómez,Iago Aspas,Stanislav Lobotka,David Juncà,Sofiane Boufal,Brais Méndez,Facundo Roncaglia,Valladolid,Jordi Masip,Kiko Olivas,Fernando Calero,Borja Fernández,Óscar Plano,Rubén Alcaraz,Javi Moyano,Duje Čop,Míchel,Nacho,Keko,3,3,Matchweek 5
43,Getafe,David Soria,Djené,Vitorino Antunes,Bruno González,Leandro Cabrera,Francisco Portillo,Ángel Rodríguez,Amath,Mauro Arambarri,Jorge Molina,Damián Suárez,Atlético Madrid,Jan Oblak,Filipe Luís,Koke,Antoine Griezmann,Saúl Ñíguez,Thomas Lemar,Rodri,Diego Costa,Juanfran,Lucas Hernández,José María Giménez,0,2,Matchweek 5
44,Real Madrid,Thibaut Courtois,Sergio Ramos,Raphaël Varane,Nacho,Karim Benzema,Luka Modrić,Casemiro,Álvaro Odriozola,Marco Asensio,Isco,Dani Ceballos,Espanyol,Diego López,Naldo,Borja Iglesias,Sergi Darder,Dídac Vilà,Javi López,Hernán Pérez,Pablo Piatti,Marc Roca,Mario Hermoso,Esteban Granero,1,0,Matchweek 5
45,Levante,Oier Olazábal,Borja Mayoral,Rober,Sanjin Prcić,Roger Martí,Enis Bardhi,José Luis Morales,Sergio Postigo,Pedro López Muñoz,Antonio Luna,José Campaña,Sevilla,Tomáš Vaclík,Sergi Gómez,Simon Kjær,Daniel Carriço,Wissam Ben Yedder,Éver Banega,Aleix Vidal,André Silva,Jesús Navas,Pablo Sarabia,Franco Vázquez,2,6,Matchweek 5
46,Villarreal,Sergio Asenjo,Mario Gaspar,Álvaro González,Ramiro Funes Mori,Víctor Ruiz,Gerard Moreno,Pablo Fornals,Carlos Bacca,Jaume Costa,Manu Trigueros,Miguel Layún,Valencia,Neto,Gabriel Paulista,Carlos Soler,Kévin Gameiro,Daniel Parejo,Denis Cheryshev,Mouctar Diakhaby,José Luis Gayà,Ferrán Torres,Cristiano Piccini,Santi Mina,0,0,Matchweek 5
47,Betis,Pau López,Francis Guerrero,Marc Bartra,Sergio Canales,Antonio Sanabria,Sidnei,Joaquín,Andrés Guardado,Junior Firpo,Giovani Lo Celso,Aïssa Mandi,Athletic Club,Unai Simón,Iñigo Martínez,Yeray Álvarez,Beñat Etxebarria,Iñaki Williams,Yuri Berchiche,Markel Susaeta,Dani García,Óscar de Marcos,Raúl García,Mikel Balenziaga,2,2,Matchweek 5
48,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Sergio Busquets,Arthur Melo,Luis Suárez,Lionel Messi,Ousmane Dembélé,Clément Lenglet,Jordi Alba,Arturo Vidal,Girona,Yassine Bounou,Bernardo Espinosa,Pedro Alcalá,Álex Granell,Cristhian Stuani,Pere Pons,Portu,Aday,Juanpe,Marc Muniesa,Aleix García,2,2,Matchweek 5
49,Espanyol,Diego López,Óscar Duarte,Roberto Rosales,Sergio García,Sergi Darder,Léo Baptistão,Dídac Vilà,Óscar Melendo,Pablo Piatti,Marc Roca,Mario Hermoso,Eibar,Marko Dmitrović,Pedro Bigas,Sergio Álvarez,Marc Cardona,Paulo Oliveira,Fabián Orellana,Pablo de Blasis,Marc Cucurella,Pere Milla,Anaitz Arbilla,Joan Jordán,1,0,Matchweek 6
50,Real Sociedad,Gerónimo Rulli,Joseba Zaldúa,Igor Zubeldia,Héctor Moreno,Mikel Merino,Mikel Oyarzabal,Rubén Pardo,Aritz Elustondo,Kévin Rodrigues,Jon Bautista,Luca Sangalli,Rayo Vallecano,Alberto García,Álvaro Medrán,Álex Moreno,Óscar Trejo,Raúl de Tomás,Gaël Kakuta,Bebé,Jordi Amat,Luis Advíncula,Álex Gálvez,Santi Comesaña,2,2,Matchweek 6
51,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Thomas Partey,Koke,Antoine Griezmann,Ángel Correa,Thomas Lemar,Diego Costa,José María Giménez,Carlos Isaac,Huesca,Axel Werner,Xabier Etxeita,Rúben Semedo,David Ferreiro,Gonzalo Melero,Cucho,Álex Gallar,Samuele Longo,Luisinho,Damián Musto,Jorge Miramón,3,0,Matchweek 6
52,Leganés,Iván Cuéllar,Juanfran,Unai Bustinza,Jonathan Silva,Nabil El Zhar,Raúl García,Rubén Pérez,Mikel Vesga,Youssef En-Nesyri,Óscar Rodríguez Arnaiz,Rodrigo Tarín,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Philippe Coutinho,Lionel Messi,Ousmane Dembélé,Munir El Haddadi,Sergi Roberto,Samuel Umtiti,Thomas Vermaelen,2,1,Matchweek 6
53,Athletic Club,Unai Simón,Unai Núñez,Iñigo Martínez,Beñat Etxebarria,Ander Iturraspe,Iñaki Williams,Iker Muniain,Yuri Berchiche,Óscar de Marcos,Ander Capa,Raúl García,Villarreal,Sergio Asenjo,Mario Gaspar,Álvaro González,Ramiro Funes Mori,Víctor Ruiz,Gerard Moreno,Pablo Fornals,Carlos Bacca,Jaume Costa,Manu Trigueros,Miguel Layún,0,3,Matchweek 6
54,Sevilla,Tomáš Vaclík,Sergi Gómez,Simon Kjær,Daniel Carriço,Wissam Ben Yedder,Éver Banega,André Silva,Jesús Navas,Pablo Sarabia,Franco Vázquez,Guilherme Arana,Real Madrid,Thibaut Courtois,Sergio Ramos,Raphaël Varane,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Gareth Bale,Marcelo,Casemiro,Marco Asensio,3,0,Matchweek 6
55,Valencia,Neto,Jeison Murillo,Gonçalo Guedes,Carlos Soler,José Luis Gayà,Francis Coquelin,Daniel Wass,Rodrigo,Cristiano Piccini,Michy Batshuayi,Ezequiel Garay,Celta Vigo,Sergio Álvarez,Hugo Mallo,Néstor Araujo,Okay Yokuşlu,Fran Beltrán,Maxi Gómez,Iago Aspas,Stanislav Lobotka,David Juncà,Gustavo Cabral,Facundo Roncaglia,1,1,Matchweek 6
56,Alavés,Fernando Pacheco,Rubén Duarte,Víctor Laguardia,Rubén Sobrino,Ibai Gómez,Jonathan Calleri,Ximo Navarro,Darko Brašanac,Martin Agirregabiria,Wakaso,Jony,Getafe,David Soria,Djené,Bruno González,Leandro Cabrera,Jaime Mata,Francisco Portillo,Ángel Rodríguez,Amath,Mauro Arambarri,Nemanja Maksimović,Damián Suárez,1,1,Matchweek 6
57,Valladolid,Jordi Masip,Kiko Olivas,Fernando Calero,Enes Ünal,Óscar Plano,Rubén Alcaraz,Javi Moyano,Toni Villa,Duje Čop,Míchel,Nacho,Levante,Oier Olazábal,Borja Mayoral,Chema,Roger Martí,Enis Bardhi,José Luis Morales,Sergio Postigo,Nikola Vukčević,Pedro López Muñoz,Antonio Luna,José Campaña,2,1,Matchweek 6
58,Girona,Yassine Bounou,Bernardo Espinosa,Pedro Alcalá,Álex Granell,Cristhian Stuani,Portu,Borja García,Aday,Douglas Luiz,Juanpe,Pedro Porro,Betis,Pau López,Francis Guerrero,Marc Bartra,Sergio Canales,Takashi Inui,Ryad Boudebouz,Sidnei,Loren Morón,Andrés Guardado,Junior Firpo,Aïssa Mandi,0,1,Matchweek 6
59,Rayo Vallecano,Alberto García,Álex Moreno,Óscar Trejo,Raúl de Tomás,Gaël Kakuta,Giannelli Imbula,Bebé,Jordi Amat,Luis Advíncula,Abdoulaye Ba,Santi Comesaña,Espanyol,Diego López,Víctor Sánchez,Naldo,Borja Iglesias,Sergio García,Léo Baptistão,Dídac Vilà,Javi López,Marc Roca,Mario Hermoso,Esteban Granero,2,2,Matchweek 7
60,Real Sociedad,Miguel Ángel Moyá,Joseba Zaldúa,Asier Illarramendi,Igor Zubeldia,Mikel Merino,Mikel Oyarzabal,Willian José,Aritz Elustondo,David Zurutuza,Kévin Rodrigues,Raúl Navas,Valencia,Neto,Rúben Vezo,Gabriel Paulista,Geoffrey Kondogbia,Carlos Soler,Kévin Gameiro,Daniel Parejo,Denis Cheryshev,Mouctar Diakhaby,Toni Lato,Michy Batshuayi,0,1,Matchweek 7
61,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Philippe Coutinho,Luis Suárez,Ousmane Dembélé,Clément Lenglet,Jordi Alba,Sergi Roberto,Arturo Vidal,Athletic Club,Unai Simón,Iñigo Martínez,Yeray Álvarez,Beñat Etxebarria,Iñaki Williams,Yuri Berchiche,Markel Susaeta,Dani García,Óscar de Marcos,Raúl García,Mikel Balenziaga,1,1,Matchweek 7
62,Eibar,Marko Dmitrović,Pedro Bigas,Iván Ramis,Sergio Álvarez,Papakouli Diop,Sergi Enrich,Rubén Peña,Fabián Orellana,José Ángel,Kiké,Pablo Hervías,Sevilla,Tomáš Vaclík,Sergi Gómez,Simon Kjær,Daniel Carriço,Wissam Ben Yedder,Éver Banega,André Silva,Jesús Navas,Pablo Sarabia,Franco Vázquez,Guilherme Arana,1,3,Matchweek 7
63,Real Madrid,Thibaut Courtois,Dani Carvajal,Sergio Ramos,Raphaël Varane,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Gareth Bale,Casemiro,Marco Asensio,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Koke,Antoine Griezmann,Saúl Ñíguez,Thomas Lemar,Rodri,Diego Costa,Juanfran,José María Giménez,0,0,Matchweek 7
