,Unnamed: 0.1,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H
10,10,10,Betis,Antonio Adán,Petros,Felipe Gutiérrez,Antonio Sanabria,Cristiano Piccini,Riza Durmisi,Joaquín,Germán Pezzella,Fabián Ruiz Peña,Aïssa Mandi,Rubén Castro,La Coruña,Germán Lux,Juanfran,Fernando Navarro,Pedro Mosquera,Raúl Albentosa,Emre Çolak,Florin Andone,Sidnei,Fayçal Fajr,Guilherme,Bruno Gama,0,0,Matchweek 2,2,-4.0,1.0,-4.0,1.0,0.0,3.0,0.0,3.0,3.5,3.2,2.2
11,11,11,Espanyol,Roberto,Víctor Sánchez,Óscar Duarte,Gerard Moreno,Léo Baptistão,Javi López,Hernán Pérez,Javi Fuego,Pablo Piatti,Álvaro González,Marc Roca,Málaga,Carlos Kameni,Bakary Koné,Diego Llorente,Ignacio Camacho,Juanpi,Recio,Federico Ricca,Roberto Rosales,Sandro Ramírez,Keko,Jony,2,2,Matchweek 2,2,-2.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.0,3.4,3.1,2.3
12,12,12,Eibar,Asier Riesgo,Álex Gálvez,Iván Ramis,Gonzalo Escalante,Ander Capa,Jota,Dani García,Kiké,Antonio Luna,Pedro León,Bebé,Valencia,Mathew Ryan,João Cancelo,Aderlan Santos,Mario Suárez,Enzo Pérez,Daniel Parejo,José Luis Gayà,Nani,Rodrigo,Santi Mina,Aymen Abdennour,1,0,Matchweek 2,2,-1.0,-2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,2.75,3.2,2.7
13,13,13,Osasuna,Nauzet Pérez,Javier Flaño,Miguel Flaño,David García,Oier Sanjurjo,Oriol Riera,Unai García,Jaime Romero,Fran Mérida,Miguel de las Cuevas,Carlos Clerc,Real Sociedad,Gerónimo Rulli,Mikel González,Asier Illarramendi,Iñigo Martínez,Juanmi,Xabi Prieto,Rubén Pardo,David Zurutuza,Mikel Oyarzabal,Yuri Berchiche,Joseba Zaldúa,0,2,Matchweek 2,2,0.0,-3.0,0.0,-3.0,1.0,0.0,1.0,0.0,2.5,3.1,3.1
14,14,14,Real Madrid,Kiko Casilla,Dani Carvajal,Sergio Ramos,Raphaël Varane,Toni Kroos,Gareth Bale,Marcelo,Casemiro,Luka Modrić,Marco Asensio,Álvaro Morata,Celta Vigo,Sergio Álvarez,Hugo Mallo,Nemanja Radoja,Theo Bongonda,Pablo Hernández,John Guidetti,Fabián Orellana,Daniel Wass,Jonny Castro,Gustavo Cabral,Facundo Roncaglia,2,1,Matchweek 2,2,3.0,-1.0,3.0,-1.0,3.0,0.0,3.0,0.0,17.0,7.0,1.18
15,15,15,Leganés,Jon Ander Serantes,Unai Bustinza,Martín Mantovani,Alberto Martín,Gabriel,Miguel Ángel Guerrero,Alexander,Diego Rico,Víctor Díaz,Unai López,Rubén Pérez,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Koke,Antoine Griezmann,Saúl Ñíguez,Augusto Fernández,Gabi,Stefan Savić,Juanfran,Kévin Gameiro,0,0,Matchweek 2,2,1.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,1.53,3.6,8.5
16,16,16,Las Palmas,Javi Varas,Vicente Gómez,David García,Kevin-Prince Boateng,Nabil El Zhar,Marko Livaja,Michel,Roque Mesa,Pedro Bigas,Jonathan Viera,Dani Castellano,Granada,Guillermo Ochoa,Tito,Sergi Samper,Uche Henry Agbo,David Lombán,Ezequiel Ponce,Jeremie Boga,Gabriel Silva,Luís Martins,Isaac Cuenca,Rene Krhin,5,1,Matchweek 2,2,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,4.33,3.4,1.91
17,17,17,Alavés,Fernando Pacheco,Alexis,Víctor Laguardia,Marcos Llorente,Ibai Gómez,Theo Hernández,Daniel Torres,Édgar Méndez,Manu García,Deyverson,Kiko Femenía,Sporting Gijón,Iván Cuéllar,Jorge Meré,Fernando Amorebieta,Sergio Álvarez,Víctor Rodríguez,Nacho Cases,Burgui,Lillo,Isma López,Moi Gómez,Duje Čop,0,0,Matchweek 2,2,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,3.75,3.2,2.15
18,18,18,Athletic Club,Gorka Iraizoz,Eneko Bóveda,Aymeric Laporte,Javier Eraso,Beñat Etxebarria,Ander Iturraspe,Iñaki Williams,Markel Susaeta,Óscar de Marcos,Aritz Aduriz,Mikel Balenziaga,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Denis Suárez,Arda Turan,Luis Suárez,Lionel Messi,Jordi Alba,Sergi Roberto,Samuel Umtiti,0,1,Matchweek 2,2,-1.0,4.0,-1.0,4.0,0.0,3.0,0.0,3.0,1.5,4.33,6.5
19,19,19,Villarreal,Sergio Asenjo,Mario Gaspar,Mateo Musacchio,Víctor Ruiz,Alexandre Pato,Jaume Costa,Manu Trigueros,Nicola Sansone,Samu Castillejo,Roberto Soriano,Bruno Soriano,Sevilla,Sergio Rico,Mariano,Timothée Kolodziejczak,Luciano Vietto,Hiroshi Kiyotake,Steven Nzonzi,Pablo Sarabia,Vitolo,Nicolás Pareja,Franco Vázquez,Adil Rami,0,0,Matchweek 2,2,0.0,2.0,0.0,2.0,1.0,3.0,1.0,3.0,2.8,3.4,2.5
20,20,20,Real Sociedad,Gerónimo Rulli,Mikel González,Asier Illarramendi,Iñigo Martínez,Juanmi,Willian José,Rubén Pardo,David Zurutuza,Mikel Oyarzabal,Yuri Berchiche,Joseba Zaldúa,Espanyol,Diego López,Víctor Sánchez,Óscar Duarte,Gerard Moreno,Léo Baptistão,David López,Javi López,Hernán Pérez,Javi Fuego,Pablo Piatti,Marc Roca,1,1,Matchweek 3,3,-1.0,-2.0,-1.0,-2.0,3.0,1.0,3.0,1.0,3.75,3.4,2.05
21,21,21,Celta Vigo,Sergio Álvarez,Hugo Mallo,Nemanja Radoja,Theo Bongonda,Pablo Hernández,Iago Aspas,Daniel Wass,Jonny Castro,Sergi Gómez,Gustavo Cabral,Josep Señé,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Koke,Antoine Griezmann,Saúl Ñíguez,Fernando Torres,Yannick Carrasco,Gabi,Stefan Savić,Juanfran,0,4,Matchweek 3,3,-2.0,0.0,-2.0,0.0,0.0,2.0,0.0,2.0,1.73,3.3,6.0
22,22,22,Real Madrid,Kiko Casilla,Pepe,Sergio Ramos,Nacho,Cristiano Ronaldo,Toni Kroos,Gareth Bale,Mateo Kovačić,Luka Modrić,Álvaro Morata,Danilo,Osasuna,Nauzet Pérez,Tano Bonnín,Miguel Flaño,David García,Oier Sanjurjo,Emmanuel Rivière,Fausto Tienza,Unai García,Juan Rafael Fuentes,Kenan Kodro,Miguel de las Cuevas,5,2,Matchweek 3,3,4.0,-2.0,4.0,-2.0,6.0,1.0,6.0,1.0,34.0,15.0,1.04
23,23,23,Málaga,Carlos Kameni,Weligton Oliveira,Diego Llorente,Ignacio Camacho,Charles,Recio,Roberto Rosales,Sandro Ramírez,Jony,Miguel Torres,Pablo Fornals,Villarreal,Sergio Asenjo,Mario Gaspar,Mateo Musacchio,Víctor Ruiz,Jaume Costa,Manu Trigueros,Nicola Sansone,Samu Castillejo,Roberto Soriano,Bruno Soriano,Rafael Borré,0,2,Matchweek 3,3,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.3,3.1,2.3
24,24,24,Sevilla,Sergio Rico,Mariano,Wissam Ben Yedder,Samir Nasri,Joaquín Correa,Steven Nzonzi,Sergio Escudero,Ganso,Nicolás Pareja,Franco Vázquez,Adil Rami,Las Palmas,Javi Varas,Vicente Gómez,David García,Nabil El Zhar,Marko Livaja,Michel,Roque Mesa,Pedro Bigas,Mateo García,Dani Castellano,Tana,2,1,Matchweek 3,3,2.0,6.0,2.0,6.0,4.0,6.0,4.0,6.0,6.0,4.33,1.5
25,25,25,Barcelona,Jasper Cillessen,Ivan Rakitić,Sergio Busquets,Denis Suárez,Arda Turan,Neymar,Javier Mascherano,Paco Alcácer,Lucas Digne,Aleix Vidal,Jérémy Mathieu,Alavés,Fernando Pacheco,Raúl García,Alexis,Víctor Laguardia,Marcos Llorente,Ibai Gómez,Theo Hernández,Daniel Torres,Édgar Méndez,Deyverson,Kiko Femenía,1,2,Matchweek 3,3,5.0,0.0,5.0,0.0,6.0,2.0,6.0,2.0,34.0,12.0,1.07
26,26,26,Sporting Gijón,Iván Cuéllar,Jean-Sylvain Babin,Fernando Amorebieta,Sergio Álvarez,Víctor Rodríguez,Nacho Cases,Burgui,Lillo,Isma López,Moi Gómez,Duje Čop,Leganés,Jon Ander Serantes,Adrián Marín,Martín Mantovani,Alberto Martín,Gabriel,Miguel Ángel Guerrero,Diego Rico,Víctor Díaz,Pablo Insua,Unai López,David Timor,2,1,Matchweek 3,3,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.4,3.2,2.25
27,27,27,Valencia,Diego Alves,João Cancelo,Eliaquim Mangala,Mario Suárez,Enzo Pérez,Daniel Parejo,José Luis Gayà,Nani,Rodrigo,Santi Mina,Ezequiel Garay,Betis,Antonio Adán,Petros,Cristiano Piccini,Riza Durmisi,Joaquín,Álex Alegría,Germán Pezzella,Fabián Ruiz Peña,Darko Brašanac,Aïssa Mandi,Rubén Castro,2,3,Matchweek 3,3,-3.0,-4.0,-3.0,-4.0,0.0,1.0,0.0,1.0,5.0,4.2,1.65
28,28,28,Granada,Guillermo Ochoa,Tito,Gastón Silva,Sergi Samper,Uche Henry Agbo,Ezequiel Ponce,Jeremie Boga,Franck Tabanou,Omer Atzili,Rúben Vezo,Andreas Pereira,Eibar,Asier Riesgo,Álex Gálvez,Ander Capa,Jota,Rubén Peña,Dani García,Fran Rico,Kiké,Antonio Luna,Florian Lejeune,Pedro León,1,2,Matchweek 3,3,-4.0,0.0,-4.0,0.0,1.0,3.0,1.0,3.0,3.5,3.25,2.15
29,29,29,La Coruña,Germán Lux,Juanfran,Pedro Mosquera,Raúl Albentosa,Joselu,Florin Andone,Carles Gil,Sidnei,Luisinho,Fayçal Fajr,Celso Borges,Athletic Club,Kepa Arrizabalaga,Eneko Bóveda,Aymeric Laporte,Mikel San José,Beñat Etxebarria,Iker Muniain,Iñaki Williams,Óscar de Marcos,Aritz Aduriz,Raúl García,Mikel Balenziaga,0,1,Matchweek 3,3,1.0,-2.0,1.0,-2.0,4.0,0.0,4.0,0.0,2.15,3.25,3.6
30,30,30,Betis,Antonio Adán,Petros,Cristiano Piccini,Riza Durmisi,Joaquín,Álex Alegría,Germán Pezzella,Fabián Ruiz Peña,Darko Brašanac,Aïssa Mandi,Rubén Castro,Granada,Guillermo Ochoa,Gastón Silva,Ezequiel Ponce,Franck Tabanou,Omer Atzili,Mehdi Carcela,Rúben Vezo,Andreas Pereira,Rene Krhin,Dimitri Foulquier,Alberto Bueno,2,2,Matchweek 4,4,-3.0,-5.0,-3.0,-5.0,4.0,1.0,4.0,1.0,5.0,3.75,1.73
31,31,31,Leganés,Jon Ander Serantes,Unai Bustinza,Darwin Machís,Gabriel,Carl Medjani,Mamadou Koné,Diego Rico,Víctor Díaz,Pablo Insua,Unai López,Lluís Sastre,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Andrés Iniesta,Luis Suárez,Lionel Messi,Neymar,Rafinha,Javier Mascherano,Jordi Alba,Samuel Umtiti,1,5,Matchweek 4,4,0.0,4.0,0.0,4.0,4.0,6.0,4.0,6.0,1.18,7.0,17.0
32,32,32,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Koke,Antoine Griezmann,Saúl Ñíguez,Yannick Carrasco,Stefan Savić,Šime Vrsaljko,Kévin Gameiro,Nicolás Gaitán,Sporting Gijón,Iván Cuéllar,Douglas,Jorge Meré,Fernando Amorebieta,Sergio Álvarez,Víctor Rodríguez,Nacho Cases,Burgui,Lillo,Isma López,Duje Čop,5,0,Matchweek 4,4,4.0,2.0,4.0,2.0,5.0,7.0,5.0,7.0,21.0,6.5,1.18
33,33,33,Eibar,Yoel,Álex Gálvez,Ander Capa,Sergi Enrich,Dani García,Fran Rico,Kiké,Antonio Luna,Florian Lejeune,Pedro León,Bebé,Sevilla,Salvatore Sirigu,Matías Kranevitter,Timothée Kolodziejczak,Daniel Carriço,Luciano Vietto,Wissam Ben Yedder,Joaquín Correa,Hiroshi Kiyotake,Ganso,Adil Rami,Gabriel Mercado,1,1,Matchweek 4,4,1.0,3.0,1.0,3.0,6.0,7.0,6.0,7.0,2.35,3.3,3.1
34,34,34,Las Palmas,Javi Varas,Mauricio Lemos,Vicente Gómez,Nabil El Zhar,Marko Livaja,Momo,Michel,Roque Mesa,Pedro Bigas,Dani Castellano,Tana,Málaga,Carlos Kameni,Bakary Koné,Diego Llorente,Ignacio Camacho,Charles,Juanpi,Chory Castro,Recio,Federico Ricca,Roberto Rosales,Jony,1,0,Matchweek 4,4,5.0,-2.0,5.0,-2.0,6.0,2.0,6.0,2.0,3.3,3.25,2.3
35,35,35,Osasuna,Mario Fernández,David García,Oier Sanjurjo,Oriol Riera,Emmanuel Rivière,Unai García,Fran Mérida,Miguel de las Cuevas,Carlos Clerc,Imanol García,Aitor Buñuel,Celta Vigo,Sergio Álvarez,Hugo Mallo,Theo Bongonda,Pablo Hernández,John Guidetti,Iago Aspas,Daniel Wass,Jonny Castro,Gustavo Cabral,Josep Señé,Facundo Roncaglia,0,0,Matchweek 4,4,-5.0,-6.0,-5.0,-6.0,1.0,0.0,1.0,0.0,2.6,3.1,2.9
36,36,36,Athletic Club,Kepa Arrizabalaga,Eneko Bóveda,Aymeric Laporte,Beñat Etxebarria,Ander Iturraspe,Iñaki Williams,Markel Susaeta,Óscar de Marcos,Aritz Aduriz,Raúl García,Mikel Balenziaga,Valencia,Diego Alves,Aderlan Santos,Eliaquim Mangala,Mario Suárez,Munir El Haddadi,Daniel Parejo,José Luis Gayà,Nani,Rodrigo,Álvaro Medrán,Martín Montoya,2,1,Matchweek 4,4,-1.0,-4.0,-1.0,-4.0,3.0,0.0,3.0,0.0,4.33,3.6,1.85
37,37,37,Villarreal,Sergio Asenjo,Mario Gaspar,Mateo Musacchio,Víctor Ruiz,Alexandre Pato,Jaume Costa,Manu Trigueros,Nicola Sansone,Samu Castillejo,Roberto Soriano,Bruno Soriano,Real Sociedad,Gerónimo Rulli,Mikel González,Asier Illarramendi,Iñigo Martínez,Juanmi,Carlos Vela,Willian José,David Zurutuza,Mikel Oyarzabal,Yuri Berchiche,Joseba Zaldúa,2,1,Matchweek 4,4,2.0,-1.0,2.0,-1.0,5.0,4.0,5.0,4.0,4.5,3.5,1.85
38,38,38,Espanyol,Diego López,Víctor Sánchez,Óscar Duarte,Gerard Moreno,Léo Baptistão,David López,Javi López,Hernán Pérez,Pablo Piatti,Papakouli Diop,Marc Roca,Real Madrid,Kiko Casilla,Dani Carvajal,Pepe,Sergio Ramos,Karim Benzema,James Rodríguez,Marcelo,Casemiro,Lucas Vázquez,Luka Modrić,Marco Asensio,0,2,Matchweek 4,4,-2.0,7.0,-2.0,7.0,2.0,9.0,2.0,9.0,1.36,5.5,7.5
39,39,39,Alavés,Fernando Pacheco,Raúl García,Alexis,Víctor Laguardia,Marcos Llorente,Ibai Gómez,Theo Hernández,Édgar Méndez,Manu García,Deyverson,Kiko Femenía,La Coruña,Germán Lux,Juanfran,Pedro Mosquera,Raúl Albentosa,Marlos Moreno,Florin Andone,Alejandro Arribas,Luisinho,Fayçal Fajr,Bruno Gama,Celso Borges,0,0,Matchweek 4,4,1.0,0.0,1.0,0.0,5.0,4.0,5.0,4.0,3.5,3.0,2.3
40,40,40,Málaga,Carlos Kameni,Bakary Koné,Diego Llorente,Ignacio Camacho,Juankar,Charles,Juanpi,Chory Castro,Roberto Rosales,Sandro Ramírez,Zdravko Kuzmanović,Eibar,Asier Riesgo,Gonzalo Escalante,Takashi Inui,Jota,Mauro dos Santos,Fran Rico,Anaitz Arbilla,Florian Lejeune,Nano,David Juncà,Adrián González,2,1,Matchweek 5,5,-3.0,1.0,-3.0,1.0,2.0,7.0,2.0,7.0,4.75,3.4,1.85
41,41,41,Sevilla,Sergio Rico,Mariano,Vicente Iborra,Luciano Vietto,Samir Nasri,Steven Nzonzi,Sergio Escudero,Vitolo,Nicolás Pareja,Franco Vázquez,Gabriel Mercado,Betis,Antonio Adán,Bruno González,Petros,Felipe Gutiérrez,Cristiano Piccini,Riza Durmisi,Joaquín,Álex Alegría,Germán Pezzella,Darko Brašanac,Rubén Castro,1,0,Matchweek 5,5,3.0,-3.0,3.0,-3.0,8.0,5.0,8.0,5.0,7.0,4.5,1.45
42,42,42,Real Madrid,Kiko Casilla,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,James Rodríguez,Gareth Bale,Marcelo,Mateo Kovačić,Danilo,Villarreal,Sergio Asenjo,Mario Gaspar,José Ángel,Mateo Musacchio,Víctor Ruiz,Denis Cheryshev,Jonathan dos Santos,Manu Trigueros,Nicola Sansone,Samu Castillejo,Bruno Soriano,1,1,Matchweek 5,5,9.0,3.0,9.0,3.0,12.0,8.0,12.0,8.0,15.0,7.0,1.2
43,43,43,Celta Vigo,Sergio Álvarez,Hugo Mallo,Nemanja Radoja,Theo Bongonda,Pablo Hernández,Iago Aspas,Pione Sisto,Daniel Wass,Sergi Gómez,Gustavo Cabral,Facundo Roncaglia,Sporting Gijón,Iván Cuéllar,Jean-Sylvain Babin,Fernando Amorebieta,Sergio Álvarez,Víctor Rodríguez,Alberto Lora,Lillo,Akram Afif,Xavi Torres,Duje Čop,Borja Viguera,2,1,Matchweek 5,5,-6.0,-3.0,-6.0,-3.0,1.0,7.0,1.0,7.0,6.0,4.0,1.57
44,44,44,Granada,Guillermo Ochoa,Tito,Gastón Silva,Sergi Samper,Uche Henry Agbo,Mehdi Carcela,Andreas Pereira,Dimitri Foulquier,Alberto Bueno,Artem Kravets,Victorien Angban,Athletic Club,Kepa Arrizabalaga,Aymeric Laporte,Mikel San José,Beñat Etxebarria,Iker Muniain,Markel Susaeta,Iñigo Lekue,Xabier Etxeita,Aritz Aduriz,Raúl García,Mikel Balenziaga,1,2,Matchweek 5,5,-5.0,0.0,-5.0,0.0,2.0,6.0,2.0,6.0,1.85,3.5,4.5
45,45,45,Real Sociedad,Gerónimo Rulli,Carlos Martínez,Asier Illarramendi,Iñigo Martínez,Xabi Prieto,Carlos Vela,Willian José,David Zurutuza,Mikel Oyarzabal,Yuri Berchiche,Raúl Navas,Las Palmas,Javi Varas,David Simón,Mauricio Lemos,Ángel Montoro,Kevin-Prince Boateng,Nabil El Zhar,Sergio Araujo,Roque Mesa,Pedro Bigas,Dani Castellano,Tana,4,1,Matchweek 5,5,-2.0,6.0,-2.0,6.0,4.0,9.0,4.0,9.0,3.75,3.5,2.0
46,46,46,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Jordi Alba,Sergi Roberto,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Koke,Antoine Griezmann,Saúl Ñíguez,Yannick Carrasco,Gabi,Stefan Savić,Juanfran,Kévin Gameiro,1,1,Matchweek 5,5,8.0,9.0,8.0,9.0,9.0,8.0,9.0,8.0,5.5,4.0,1.6
47,47,47,Osasuna,Mario Fernández,Tano Bonnín,David García,Oier Sanjurjo,Sergio León,Roberto Torres,Álex Berenguer,Unai García,Juan Rafael Fuentes,Jaime Romero,Imanol García,Espanyol,Diego López,Víctor Sánchez,Óscar Duarte,Gerard Moreno,José Antonio Reyes,Léo Baptistão,David López,Javi López,Hernán Pérez,Javi Fuego,Papakouli Diop,1,2,Matchweek 5,5,-5.0,-4.0,-5.0,-4.0,2.0,2.0,2.0,2.0,2.6,3.2,2.88
48,48,48,La Coruña,Germán Lux,Juanfran,Pedro Mosquera,Raúl Albentosa,Emre Çolak,Marlos Moreno,Florin Andone,Alejandro Arribas,Luisinho,Bruno Gama,Celso Borges,Leganés,Jon Ander Serantes,Unai Bustinza,Martín Mantovani,Gabriel,Alexander,Carl Medjani,Diego Rico,Luciano,Rubén Pérez,Omar Ramos,David Timor,1,2,Matchweek 5,5,0.0,-4.0,0.0,-4.0,5.0,4.0,5.0,4.0,3.6,3.25,2.15
49,49,49,Valencia,Diego Alves,Aderlan Santos,Eliaquim Mangala,Enzo Pérez,Munir El Haddadi,Daniel Parejo,José Luis Gayà,Nani,Rodrigo,Álvaro Medrán,Martín Montoya,Alavés,Fernando Pacheco,Alexis,Víctor Laguardia,Marcos Llorente,Theo Hernández,Daniel Torres,Gaizka Toquero,Deyverson,Kiko Femenía,Nenad Krstičić,Aleksandar Katai,2,1,Matchweek 5,5,-5.0,1.0,-5.0,1.0,0.0,6.0,0.0,6.0,6.0,3.75,1.57
50,50,50,Betis,Antonio Adán,Rafa Navarro,Bruno González,Petros,Felipe Gutiérrez,Charly Musonda Jr.,Cristiano Piccini,Joaquín,Álex Alegría,Germán Pezzella,Rubén Castro,Málaga,Carlos Kameni,Diego Llorente,Ignacio Camacho,Charles,Juanpi,Federico Ricca,Roberto Rosales,Sandro Ramírez,Jony,Zdravko Kuzmanović,Miguel Torres,1,0,Matchweek 6,6,-4.0,-2.0,0.0,-2.0,5.0,5.0,5.0,5.0,2.9,3.1,2.6
