Unnamed: 0,league,home_team_name,away_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior,home_GD_form,home_Points_form,away_GD_form,away_Points_form,B365A,B365D,B365H
,epl,Manchester City,Arsenal,88,84,84,88,83,87,91,88,82,91,80,83,79,86,78,87,82,83,87,87,83,83,Matchweek 0,,0,0,0,8,12,5,10,5,3.5,1.75
