,HomePlayer_Overall_sd,HomePlayer_Overall_mean_ln,AwayPlayer_Overall_sd,AwayPlayer_Overall_mean_ln,home_GD_form,home_Points_form,away_GD_form,away_Points_form,B365A,B365D,B365H
1421,3.269695565478397,4.317829848937723,1.6624188291872672,4.2927103716881065,-2.0,-2.0,-3.0,0.0,5.25,3.75,1.75
1422,2.7136021011998728,4.305909420989381,1.9400093720485896,4.306206644769206,-5.0,-5.0,0.0,2.0,3.3,3.25,2.4
1423,3.22490309931942,4.316648606620718,4.058660773300384,4.282772538514601,2.0,2.0,0.0,2.0,4.75,3.6,1.85
1424,3.015113445777636,4.290930599544847,2.1447610589527217,4.330378435052515,1.0,1.0,-1.0,1.0,2.7,3.4,2.8
1425,1.848832555474351,4.372646322252802,2.625054111996377,4.417293325897708,0.0,0.0,4.0,6.0,2.2,3.3,3.75
1426,2.638870281699418,4.416188309892345,2.272363607268072,4.3793806451397215,2.0,2.0,1.0,3.0,4.33,4.0,1.85
1427,2.907670107585359,4.270840115404254,3.280798129058898,4.319058442642935,1.0,1.0,-1.0,0.0,3.2,3.25,2.5
1428,4.381780460041329,4.35525518998132,2.8635642126552705,4.303384006070555,1.0,1.0,-1.0,0.0,8.0,4.75,1.45
1429,1.9116865471476892,4.2988315952408085,8.800826407477054,4.345709853477595,0.0,0.0,-1.0,0.0,1.75,4.0,5.0
1430,2.5081684733903127,4.304780767086546,3.958879547640629,4.308867955422047,1.0,1.0,-2.0,0.0,3.0,3.4,2.5
1431,7.691790192382808,4.387367707410568,2.891995221924885,4.235932112384486,2.0,2.0,0.0,1.0,17.0,7.5,1.2
1432,2.638870281699418,4.292326741360426,3.015113445777636,4.290930599544847,-1.0,-1.0,-1.0,0.0,3.1,3.3,2.5
1433,2.1447610589527217,4.330378435052515,3.5006492904239144,4.284400382001404,-1.0,-1.0,0.0,1.0,4.75,3.7,1.85
1434,3.22490309931942,4.316648606620718,1.7580981459830651,4.246907135870727,1.0,1.0,-2.0,0.0,6.0,4.0,1.65
1435,1.804035879506129,4.373804415505296,4.253340932832575,4.379570472780103,0.0,0.0,1.0,3.0,2.7,3.4,2.8
1436,1.7580981459830651,4.246907135870727,7.691790192382808,4.387367707410568,0.0,0.0,0.0,0.0,1.4,5.0,9.0
1437,3.66308364881036,4.371874176591822,2.1447610589527217,4.330378435052515,0.0,0.0,0.0,0.0,10.0,5.75,1.33
1438,3.958879547640629,4.308867955422047,3.012096823265692,4.411641908021921,0.0,0.0,0.0,0.0,1.67,4.33,5.25
1439,6.683765949876407,4.346136707908136,3.22490309931942,4.316648606620719,0.0,0.0,0.0,0.0,11.0,5.0,1.36
1440,1.8140862964338524,4.2494923976859615,2.6181186861075365,4.364322031932303,0.0,0.0,0.0,0.0,2.4,3.4,3.2
1441,5.968097001405206,4.276959944209602,2.493628243780901,4.279894230439946,0.0,0.0,0.0,0.0,3.1,3.3,2.5
1442,3.2333489534143163,4.325112188775236,2.5081684733903127,4.3047807670865454,0.0,0.0,0.0,0.0,4.5,3.5,1.95
1443,3.5006492904239144,4.284400382001404,1.9400093720485896,4.306206644769206,0.0,0.0,0.0,0.0,3.5,3.4,2.25
