,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form
11,11,Benevento,Vid Belec,Lorenzo Del Pinto,Fabio Lucioni,Marco D'Alessandro,Danilo Cataldi,Massimo Coda,Fabio Ceravolo,Amato Ciciretti,Andrea Costa,Gianluca Di Chiara,Lorenzo Venuti,Bologna,Antonio Mirante,Sebastien De Maio,Saphir Taïder,Simone Verdi,Mattia Destro,Federico Di Francesco,Andrea Poli,Domenico Maietta,Adam Masina,Vasilis Torosidis,Godfred Donsah,0,1,Matchweek 2,2,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0
12,12,Roma,Alisson,Radja Nainggolan,Juan Jesus,Kevin Strootman,Diego Perotti,Edin Džeko,Aleksandar Kolarov,Daniele De Rossi,Federico Fazio,Grégoire Defrel,Kostas Manolas,Inter,Samir Handanović,Roberto Gagliardini,Mauro Icardi,Matías Vecino,Borja Valero,Miranda,Danilo D'Ambrosio,Milan Škriniar,Ivan Perišić,Yuto Nagatomo,Antonio Candreva,1,3,Matchweek 2,2,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0
13,13,Torino,Salvatore Sirigu,Andrea Belotti,Adem Ljajić,Iago Falque,Álex Berenguer,Joel Obi,Antonio Barreca,Emiliano Moretti,Lorenzo De Silvestri,Nicolas Nkoulou,Tomás Rincón,Sassuolo,Andrea Consigli,Francesco Magnanelli,Simone Missiroli,Diego Falcinelli,Francesco Acerbi,Matteo Politano,Pol Lirola,Marcello Gazzola,Domenico Berardi,Paolo Cannavaro,Alfred Duncan,3,0,Matchweek 2,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
14,14,SPAL,Alfred Gomis,Sergio Floccari,Federico Mattiello,Sauli Väisänen,Luca Mora,Bartosz Salamon,Marco Borriello,Francesco Vicari,Pasquale Schiattarella,Manuel Lazzari,Federico Viviani,Udinese,Simone Scuffet,Samir Santos,Gabriele Angella,Danilo Larangeira,Seko Fofana,Rodrigo De Paul,Jakub Jankto,Kevin Lasagna,Bram Nuytinck,Emil Hallfreðsson,Cyril Théréau,3,2,Matchweek 2,2,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0
15,15,Napoli,Pepe Reina,José Callejón,Jorginho,Christian Maggio,Dries Mertens,Marek Hamšík,Piotr Zieliński,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Atalanta,Etrit Berisha,Rafael Tolói,Bryan Cristante,Andrea Masiello,José Luis Palomino,Robin Gosens,Papu Gómez,Remo Freuler,Andrea Petagna,Hans Hateboer,Josip Iličić,3,1,Matchweek 2,2,2.0,-1.0,2.0,-1.0,3.0,0.0,3.0,0.0
16,16,Crotone,Alex Cordaz,Adrian Stoian,Ante Budimir,Andrea Barberis,Marcello Trotta,Davide Faraoni,Rolando Mandragora,Leandro Cabrera,Mario Sampirisi,Bruno Martella,Arlind Ajeti,Hellas Verona,Nícolas Andrade,Rômulo,Bruno Zuculini,Daniele Verde,Alessio Cerci,Daniel Bessa,Samuel Souprayen,Martín Cáceres,Alex Ferrari,Marcel Büchel,Mohamed Fares,0,0,Matchweek 2,2,-3.0,-2.0,-3.0,-2.0,0.0,0.0,0.0,0.0
17,17,Milan,Gianluigi Donnarumma,Suso,Hakan Çalhanoğlu,Fabio Borini,Andrea Conti,Riccardo Montolivo,Leonardo Bonucci,Mateo Musacchio,Patrick Cutrone,Ricardo Rodríguez,Franck Kessié,Cagliari,Alessio Cragno,Marco Andreolli,Luca Cigarini,João Pedro,Diego Farias,Nicolò Barella,Fabio Pisacane,Simone Padoin,Artur Ioniță,Marco Capuano,Marco Sau,2,1,Matchweek 2,2,3.0,-3.0,3.0,-3.0,3.0,0.0,3.0,0.0
18,18,Fiorentina,Marco Sportiello,Cristiano Biraghi,Milan Badelj,Giovanni Simeone,Valentin Eysseric,Davide Astori,Jordan Veretout,Germán Pezzella,Marco Benassi,Federico Chiesa,Nenad Tomović,Sampdoria,Christian Puggioni,Jacopo Sala,Dennis Praet,Gastón Ramírez,Karol Linetty,Gianluca Caprari,Vasco Regini,Matías Silvestre,Fabio Quagliarella,Nicola Murru,Lucas Torreira,1,2,Matchweek 2,2,-3.0,1.0,-3.0,1.0,0.0,3.0,0.0,3.0
19,19,Chievo,Stefano Sorrentino,Dario Dainelli,Alessandro Gamberini,Ivan Radovanović,Manuel Pucciarelli,Massimo Gobbi,Lucas Castro,Valter Birsa,Fabrizio Cacciatore,Roberto Inglese,Përparim Hetemaj,Lazio,Thomas Strakosha,Stefan de Vrij,Lucas Leiva,Dušan Basta,Wallace,Marco Parolo,Ciro Immobile,Luis Alberto,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,1,2,Matchweek 2,2,1.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0
20,20,Juventus,Wojciech Szczęsny,Medhi Benatia,Miralem Pjanić,Gonzalo Higuaín,Douglas Costa,Blaise Matuidi,Mario Mandžukić,Kwadwo Asamoah,Daniele Rugani,Stephan Lichtsteiner,Stefano Sturaro,Chievo,Stefano Sorrentino,Roberto Inglese,Dario Dainelli,Alessandro Gamberini,Ivan Radovanović,Manuel Pucciarelli,Massimo Gobbi,Lucas Castro,Valter Birsa,Fabrizio Cacciatore,Përparim Hetemaj,3,0,Matchweek 3,3,5.0,0.0,5.0,0.0,6.0,3.0,6.0,3.0
21,21,Inter,Samir Handanović,Roberto Gagliardini,Mauro Icardi,João Mário,Borja Valero,Miranda,Dalbert Henrique,Danilo D'Ambrosio,Milan Škriniar,Ivan Perišić,Antonio Candreva,SPAL,Alfred Gomis,Sauli Väisänen,Luca Mora,Bartosz Salamon,Marco Borriello,Francesco Vicari,Pasquale Schiattarella,Manuel Lazzari,Filippo Costa,Alberto Paloschi,Federico Viviani,2,0,Matchweek 3,3,5.0,1.0,5.0,1.0,6.0,4.0,6.0,4.0
22,22,Udinese,Simone Scuffet,Samir Santos,Danilo Larangeira,Rodrigo De Paul,Jakub Jankto,Kevin Lasagna,Bram Nuytinck,Jens Stryger Larsen,Maxi López,Antonín Barák,Valon Behrami,Genoa,Mattia Perin,Santiago Gentiletti,Andrea Bertolacci,Gianluca Lapadula,Adel Taarabt,Luca Rossettini,Davide Biraschi,Goran Pandev,Darko Lazović,Miguel Veloso,Diego Laxalt,1,0,Matchweek 3,3,-2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,1.0
23,23,Cagliari,Alessio Cragno,Marco Andreolli,Daniele Dessena,Luca Cigarini,João Pedro,Nicolò Barella,Fabio Pisacane,Simone Padoin,Marco Capuano,Marco Sau,Leonardo Pavoletti,Crotone,Alex Cordaz,Marcus Rohdén,Federico Ceccherini,Adrian Stoian,Ante Budimir,Andrea Barberis,Marcello Trotta,Rolando Mandragora,Leandro Cabrera,Mario Sampirisi,Bruno Martella,1,0,Matchweek 3,3,-4.0,-3.0,-4.0,-3.0,0.0,1.0,0.0,1.0
24,24,Atalanta,Etrit Berisha,Rafael Tolói,Bryan Cristante,Andrea Masiello,Robin Gosens,Andreas Cornelius,Papu Gómez,Mattia Caldara,Marten de Roon,Timothy Castagne,Josip Iličić,Sassuolo,Andrea Consigli,Francesco Magnanelli,Luca Mazzitelli,Diego Falcinelli,Stefano Sensi,Francesco Acerbi,Pol Lirola,Domenico Berardi,Paolo Cannavaro,Timo Letschert,Claud Adjapong,2,1,Matchweek 3,3,-3.0,-3.0,-3.0,-3.0,0.0,1.0,0.0,1.0
25,25,Hellas Verona,Nícolas Andrade,Bruno Zuculini,Daniele Verde,Giampaolo Pazzini,Daniel Bessa,Samuel Souprayen,Martín Cáceres,Alex Ferrari,Thomas Heurtaux,Marcel Büchel,Mohamed Fares,Fiorentina,Marco Sportiello,Cristiano Biraghi,Milan Badelj,Giovanni Simeone,Davide Astori,Jordan Veretout,Germán Pezzella,Marco Benassi,Federico Chiesa,Bruno Gaspar,Cyril Théréau,0,5,Matchweek 3,3,-2.0,-4.0,-2.0,-4.0,1.0,0.0,1.0,0.0
26,26,Lazio,Thomas Strakosha,Stefan de Vrij,Lucas Leiva,Dušan Basta,Wallace,Marco Parolo,Ciro Immobile,Luis Alberto,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,Milan,Gianluigi Donnarumma,Davide Calabria,Suso,Fabio Borini,Riccardo Montolivo,Leonardo Bonucci,Lucas Biglia,Mateo Musacchio,Patrick Cutrone,Ricardo Rodríguez,Franck Kessié,4,1,Matchweek 3,3,1.0,4.0,1.0,4.0,4.0,6.0,4.0,6.0
27,27,Benevento,Vid Belec,Gaetano Letizia,Fabio Lucioni,Marco D'Alessandro,Danilo Cataldi,Massimo Coda,Amato Ciciretti,Ledian Memushaj,Lorenzo Venuti,Pietro Iemmello,Luca Antei,Torino,Salvatore Sirigu,Cristian Molinaro,Andrea Belotti,Adem Ljajić,M'Baye Niang,Iago Falque,Joel Obi,Emiliano Moretti,Lorenzo De Silvestri,Nicolas Nkoulou,Tomás Rincón,0,1,Matchweek 3,3,-2.0,3.0,-2.0,3.0,0.0,4.0,0.0,4.0
28,28,Bologna,Antonio Mirante,Emil Krafth,Erick Pulgar,Simone Verdi,Mattia Destro,Federico Di Francesco,Andrea Poli,Filip Helander,Domenico Maietta,Rodrigo Palacio,Adam Masina,Napoli,Pepe Reina,Allan,José Callejón,Jorginho,Dries Mertens,Marek Hamšík,Vlad Chiricheș,Elseid Hysaj,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,0,3,Matchweek 3,3,1.0,4.0,1.0,4.0,4.0,6.0,4.0,6.0
29,29,Crotone,Alex Cordaz,Marcus Rohdén,Federico Ceccherini,Adrian Stoian,Ante Budimir,Andrea Barberis,Aleksandar Tonev,Rolando Mandragora,Mario Sampirisi,Bruno Martella,Arlind Ajeti,Inter,Samir Handanović,Roberto Gagliardini,Mauro Icardi,João Mário,Borja Valero,Miranda,Dalbert Henrique,Danilo D'Ambrosio,Milan Škriniar,Ivan Perišić,Antonio Candreva,0,2,Matchweek 4,4,-4.0,7.0,-4.0,7.0,1.0,9.0,1.0,9.0
30,30,Fiorentina,Marco Sportiello,Cristiano Biraghi,Milan Badelj,Giovanni Simeone,Davide Astori,Jordan Veretout,Germán Pezzella,Marco Benassi,Federico Chiesa,Bruno Gaspar,Cyril Théréau,Bologna,Antonio Mirante,Giancarlo González,Emil Krafth,Erick Pulgar,Saphir Taïder,Simone Verdi,Federico Di Francesco,Andrea Poli,Filip Helander,Rodrigo Palacio,Adam Masina,2,1,Matchweek 4,4,1.0,-2.0,1.0,-2.0,3.0,4.0,3.0,4.0
31,31,Roma,Alisson,Radja Nainggolan,Lorenzo Pellegrini,Edin Džeko,Aleksandar Kolarov,Daniele De Rossi,Cengiz Ünder,Federico Fazio,Alessandro Florenzi,Kostas Manolas,Stephan El Shaarawy,Hellas Verona,Nícolas Andrade,Rômulo,Bruno Zuculini,Moise Kean,Daniel Bessa,Samuel Souprayen,Martín Cáceres,Mattia Valoti,Alex Ferrari,Thomas Heurtaux,Marcel Büchel,3,0,Matchweek 4,4,-1.0,-7.0,-1.0,-7.0,4.0,1.0,4.0,1.0
32,32,Sassuolo,Andrea Consigli,Francesco Magnanelli,Luca Mazzitelli,Diego Falcinelli,Stefano Sensi,Francesco Acerbi,Matteo Politano,Pol Lirola,Paolo Cannavaro,Timo Letschert,Claud Adjapong,Juventus,Gianluigi Buffon,Giorgio Chiellini,Miralem Pjanić,Juan Cuadrado,Gonzalo Higuaín,Paulo Dybala,Alex Sandro,Blaise Matuidi,Mario Mandžukić,Daniele Rugani,Stephan Lichtsteiner,1,3,Matchweek 4,4,-4.0,8.0,-4.0,8.0,1.0,9.0,1.0,9.0
33,33,SPAL,Alfred Gomis,Sauli Väisänen,Luca Mora,Bartosz Salamon,Marco Borriello,Francesco Vicari,Pasquale Schiattarella,Manuel Lazzari,Filippo Costa,Alberto Paloschi,Federico Viviani,Cagliari,Alessio Cragno,Luca Cigarini,João Pedro,Nicolò Barella,Fabio Pisacane,Simone Padoin,Artur Ioniță,Luca Ceppitelli,Marco Capuano,Marco Sau,Leonardo Pavoletti,0,2,Matchweek 4,4,-1.0,-3.0,-1.0,-3.0,4.0,3.0,4.0,3.0
34,34,Torino,Salvatore Sirigu,Daniele Baselli,Andrea Belotti,Adem Ljajić,M'Baye Niang,Iago Falque,Antonio Barreca,Emiliano Moretti,Lorenzo De Silvestri,Nicolas Nkoulou,Tomás Rincón,Sampdoria,Christian Puggioni,Jacopo Sala,Édgar Barreto,Dennis Praet,Gastón Ramírez,Ivan Strinić,Vasco Regini,Matías Silvestre,Fabio Quagliarella,Lucas Torreira,Duván Zapata,2,2,Matchweek 4,4,4.0,2.0,4.0,2.0,7.0,7.0,7.0,7.0
35,35,Milan,Gianluigi Donnarumma,Davide Calabria,Giacomo Bonaventura,Nikola Kalinić,Suso,Alessio Romagnoli,Leonardo Bonucci,Lucas Biglia,Mateo Musacchio,Ricardo Rodríguez,Franck Kessié,Udinese,Simone Scuffet,Samir Santos,Danilo Larangeira,Rodrigo De Paul,Jakub Jankto,Kevin Lasagna,Bram Nuytinck,Jens Stryger Larsen,Maxi López,Antonín Barák,Valon Behrami,2,1,Matchweek 4,4,1.0,-1.0,1.0,-1.0,6.0,3.0,6.0,3.0
36,36,Napoli,Pepe Reina,Allan,José Callejón,Jorginho,Dries Mertens,Marek Hamšík,Elseid Hysaj,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Benevento,Vid Belec,Fabio Lucioni,Massimo Coda,Nicolas Viola,Raman Chibsah,Gianluca Di Chiara,Lorenzo Venuti,Achraf Lazaar,Cristiano Lombardi,Luca Antei,Samuel Armenteros,6,0,Matchweek 4,4,7.0,-3.0,7.0,-3.0,9.0,0.0,9.0,0.0
37,37,Chievo,Stefano Sorrentino,Roberto Inglese,Ivan Radovanović,Boštjan Cesar,Massimo Gobbi,Lucas Castro,Valter Birsa,Fabrizio Cacciatore,Nenad Tomović,Përparim Hetemaj,Samuel Bastien,Atalanta,Pierluigi Gollini,Andrea Masiello,José Luis Palomino,Remo Freuler,Mattia Caldara,Marten de Roon,Timothy Castagne,Jasmin Kurtić,Andrea Petagna,Hans Hateboer,Josip Iličić,1,1,Matchweek 4,4,-3.0,-2.0,-3.0,-2.0,3.0,3.0,3.0,3.0
38,38,Genoa,Mattia Perin,Nicolás Spolli,Isaac Cofie,Ricardo Centurión,Adel Taarabt,Luca Rossettini,Aleandro Rosi,Federico Ricci,Miguel Veloso,Ervin Zukanović,Diego Laxalt,Lazio,Thomas Strakosha,Stefan de Vrij,Lucas Leiva,Dušan Basta,Bastos,Ciro Immobile,Luis Alberto,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,Alessandro Murgia,2,3,Matchweek 4,4,-3.0,4.0,-3.0,4.0,1.0,7.0,1.0,7.0
39,39,Bologna,Antonio Mirante,Giancarlo González,Erick Pulgar,Bruno Petković,Simone Verdi,Federico Di Francesco,Ibrahima Mbaye,Andrea Poli,Filip Helander,Adam Masina,Godfred Donsah,Inter,Samir Handanović,Mauro Icardi,João Mário,Matías Vecino,Borja Valero,Miranda,Danilo D'Ambrosio,Milan Škriniar,Ivan Perišić,Yuto Nagatomo,Antonio Candreva,1,1,Matchweek 5,5,-3.0,9.0,-3.0,9.0,4.0,12.0,4.0,12.0
40,40,Benevento,Vid Belec,Gaetano Letizia,Fabio Lucioni,Danilo Cataldi,Massimo Coda,Raman Chibsah,Gianluca Di Chiara,Ledian Memushaj,Lorenzo Venuti,George Pușcaș,Achraf Lazaar,Roma,Alisson,Juan Jesus,Kevin Strootman,Lorenzo Pellegrini,Diego Perotti,Edin Džeko,Aleksandar Kolarov,Cengiz Ünder,Federico Fazio,Maxime Gonalons,Bruno Peres,0,4,Matchweek 5,5,-9.0,2.0,-9.0,2.0,0.0,7.0,0.0,7.0
41,41,Hellas Verona,Nícolas Andrade,Antonio Caracciolo,Rômulo,Bruno Zuculini,Daniele Verde,Marco Fossati,Giampaolo Pazzini,Daniel Bessa,Mattia Valoti,Enrico Bearzotti,Thomas Heurtaux,Sampdoria,Christian Puggioni,Dennis Praet,Ricky Álvarez,Karol Linetty,Gianluca Caprari,Vasco Regini,Bartosz Bereszyński,Matías Silvestre,Fabio Quagliarella,Nicola Murru,Lucas Torreira,0,0,Matchweek 5,5,-10.0,2.0,-10.0,2.0,1.0,8.0,1.0,8.0
42,42,Udinese,Simone Scuffet,Danilo Larangeira,Seko Fofana,Giuseppe Pezzella,Rodrigo De Paul,Kevin Lasagna,Bram Nuytinck,Jens Stryger Larsen,Maxi López,Emil Hallfreðsson,Antonín Barák,Torino,Salvatore Sirigu,Cristian Molinaro,Daniele Baselli,Andrea Belotti,Adem Ljajić,M'Baye Niang,Iago Falque,Cristian Ansaldi,Nicolas Nkoulou,Tomás Rincón,Lyanco,2,3,Matchweek 5,5,-2.0,4.0,-2.0,4.0,3.0,8.0,3.0,8.0
43,43,Lazio,Thomas Strakosha,Stefan de Vrij,Lucas Leiva,Dušan Basta,Bastos,Marco Parolo,Ciro Immobile,Luis Alberto,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,Napoli,Pepe Reina,Allan,José Callejón,Jorginho,Christian Maggio,Dries Mertens,Marek Hamšík,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,1,4,Matchweek 5,5,5.0,13.0,5.0,13.0,10.0,12.0,10.0,12.0
44,44,Milan,Gianluigi Donnarumma,Nikola Kalinić,André Silva,Hakan Çalhanoğlu,Alessio Romagnoli,Cristián Zapata,Leonardo Bonucci,Ignazio Abate,Lucas Biglia,Ricardo Rodríguez,Franck Kessié,SPAL,Alfred Gomis,Mirco Antenucci,Federico Mattiello,Luca Mora,Bartosz Salamon,Francesco Vicari,Felipe dal Belo,Manuel Lazzari,Alberto Paloschi,Federico Viviani,Alberto Grassi,2,0,Matchweek 5,5,2.0,-3.0,2.0,-3.0,9.0,4.0,9.0,4.0
45,45,Atalanta,Etrit Berisha,Rafael Tolói,Bryan Cristante,Andrea Masiello,Robin Gosens,Papu Gómez,Remo Freuler,Mattia Caldara,Andrea Petagna,Hans Hateboer,Josip Iličić,Crotone,Alex Cordaz,Marcus Rohdén,Federico Ceccherini,Mariano Julio Izco,Andrea Barberis,Daniel Pavlović,Aleksandar Tonev,Marco Tumminello,Leandro Cabrera,Mario Sampirisi,Arlind Ajeti,5,1,Matchweek 5,5,-2.0,-6.0,-2.0,-6.0,4.0,1.0,4.0,1.0
46,46,Juventus,Wojciech Szczęsny,Juan Cuadrado,Gonzalo Higuaín,Paulo Dybala,Blaise Matuidi,Andrea Barzagli,Mario Mandžukić,Kwadwo Asamoah,Daniele Rugani,Stefano Sturaro,Rodrigo Bentancur,Fiorentina,Marco Sportiello,Vincent Laurini,Cristiano Biraghi,Milan Badelj,Giovanni Simeone,Davide Astori,Jordan Veretout,Germán Pezzella,Marco Benassi,Federico Chiesa,Cyril Théréau,1,0,Matchweek 5,5,10.0,2.0,10.0,2.0,12.0,6.0,12.0,6.0
47,47,Cagliari,Alessio Cragno,Luca Cigarini,João Pedro,Diego Farias,Nicolò Barella,Fabio Pisacane,Simone Padoin,Artur Ioniță,Luca Ceppitelli,Marco Capuano,Leonardo Pavoletti,Sassuolo,Andrea Consigli,Francesco Magnanelli,Simone Missiroli,Alessandro Matri,Francesco Acerbi,Matteo Politano,Pol Lirola,Paolo Cannavaro,Alfred Duncan,Timo Letschert,Claud Adjapong,0,1,Matchweek 5,5,-1.0,-6.0,-1.0,-6.0,6.0,1.0,6.0,1.0
48,48,Genoa,Mattia Perin,Andrea Bertolacci,Luca Rossettini,Davide Biraschi,Raffaele Palladino,Petar Brlek,Darko Lazović,Miguel Veloso,Pietro Pellegri,Ervin Zukanović,Diego Laxalt,Chievo,Stefano Sorrentino,Roberto Inglese,Dario Dainelli,Alessandro Gamberini,Ivan Radovanović,Lucas Castro,Valter Birsa,Fabrizio Cacciatore,Nenad Tomović,Përparim Hetemaj,Samuel Bastien,1,1,Matchweek 5,5,-4.0,-3.0,-4.0,-3.0,1.0,4.0,1.0,4.0
49,49,Roma,Alisson,Radja Nainggolan,Kevin Strootman,Diego Perotti,Edin Džeko,Aleksandar Kolarov,Daniele De Rossi,Federico Fazio,Alessandro Florenzi,Kostas Manolas,Stephan El Shaarawy,Udinese,Albano Bizzarri,Samir Santos,Gabriele Angella,Rodrigo De Paul,Jakub Jankto,Kevin Lasagna,Bram Nuytinck,Jens Stryger Larsen,Maxi López,Antonín Barák,Valon Behrami,3,1,Matchweek 6,6,6.0,-3.0,5.0,-2.0,10.0,3.0,10.0,3.0
