,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek
10,Lazio,Federico Marchetti,Stefan de Vrij,Jordan Lukaku,Dušan Basta,Felipe Anderson,Bastos,Marco Parolo,Ciro Immobile,Senad Lulić,Lucas Biglia,Ștefan Radu,Juventus,Gianluigi Buffon,Giorgio Chiellini,Medhi Benatia,Sami Khedira,Paulo Dybala,Alex Sandro,Andrea Barzagli,Mario Mandžukić,Mario Lemina,Kwadwo Asamoah,Dani Alves,0,1,Matchweek 2
11,Napoli,Pepe Reina,Elseid Hysaj,Allan,José Callejón,Jorginho,Dries Mertens,Marek Hamšík,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Arkadiusz Milik,Milan,Gianluigi Donnarumma,Mattia De Sciglio,Giacomo Bonaventura,Suso,M'Baye Niang,Alessio Romagnoli,Gustavo Gómez,Riccardo Montolivo,Ignazio Abate,Juraj Kucka,Carlos Bacca,4,2,Matchweek 2
12,Inter,Samir Handanović,Geoffrey Kondogbia,Mauro Icardi,Gary Medel,Éver Banega,Davide Santon,Éder,Jeison Murillo,Miranda,Danilo D'Ambrosio,Ivan Perišić,Palermo,Josip Posavec,Roberto Vitiello,Andrea Rispoli,Siniša Anđelković,Edoardo Goldaniga,Oscar Hiljemark,Alessandro Gazzi,Ivaylo Chochev,Haitam Aleesami,Robin Quaison,Ilija Nestorovski,1,1,Matchweek 2
13,Udinese,Orestis Karnezis,Samir Santos,Danilo Larangeira,Seko Fofana,Emmanuel Agyemang-Badu,Duván Zapata,Rodrigo De Paul,Emil Hallfreðsson,Silvan Widmer,Felipe dal Belo,Lucas Evangelista,Empoli,Alberto Pelagotti,Vincent Laurini,Federico Dimarco,Giuseppe Bellusci,Assane Dioussé,Riccardo Saponara,Daniele Croce,Alberto Gilardino,Federico Barba,Manuel Pucciarelli,Rade Krunić,2,0,Matchweek 2
14,Crotone,Marco Festa,Claiton,Marcus Rohdén,Raffaele Palladino,Gian Marco Ferrari,Federico Ceccherini,Aniello Salzano,Aleandro Rosi,Aleksandar Tonev,Bruno Martella,Simeon Nwankwo,Genoa,Eugenio Lamanna,Armando Izzo,Nicolás Burdisso,Olivier Ntcham,Lucas Ocampos,Leonardo Pavoletti,Darko Lazović,Ezequiel Muñoz,Miguel Veloso,Tomás Rincón,Diego Laxalt,1,3,Matchweek 2
15,Sampdoria,Emiliano Viviano,Jacopo Sala,Édgar Barreto,Luis Muriel,Ricky Álvarez,Karol Linetty,Vasco Regini,Daniel Pavlović,Matías Silvestre,Fabio Quagliarella,Lucas Torreira,Atalanta,Marco Sportiello,Andrea Masiello,Ervin Zukanović,Marco D'Alessandro,Papu Gómez,Carlos Carmona,Franck Kessié,Jasmin Kurtić,Leonardo Spinazzola,Alberto Paloschi,Cristian Raimondi,2,1,Matchweek 2
16,Sassuolo,Andrea Consigli,Francesco Magnanelli,Davide Biondini,Grégoire Defrel,Federico Peluso,Francesco Acerbi,Matteo Politano,Marcello Gazzola,Domenico Berardi,Paolo Cannavaro,Alfred Duncan,Pescara,Albano Bizzarri,Cristiano Biraghi,Bryan Cristante,Valerio Verre,Ledian Memushaj,Ahmad Benali,Francesco Zampano,Hugo Campagnaro,Gastón Brugman,Gianluca Caprari,Norbert Gyömbér,0,3,Matchweek 2
17,Torino,Daniele Padelli,Cristian Molinaro,Leandro Castán,Cesare Bovo,Daniele Baselli,Andrea Belotti,Adem Ljajić,Iago Falque,Marco Benassi,Giuseppe Vives,Lorenzo De Silvestri,Bologna,Antonio Mirante,Marios Oikonomou,Emil Krafth,Erick Pulgar,Saphir Taïder,Simone Verdi,Mattia Destro,Luca Rizzo,Adam Masina,Daniele Gastaldello,Blerim Džemaili,5,1,Matchweek 2
18,Fiorentina,Ciprian Tătărușanu,Carlos Sánchez,Matías Vecino,Nikola Kalinić,Davide Astori,Cristian Tello,Borja Valero,Marcos Alonso,Hrvoje Milić,Nenad Tomović,Josip Iličić,Chievo,Stefano Sorrentino,Dario Dainelli,Ivan Radovanović,Boštjan Cesar,Massimo Gobbi,Lucas Castro,Valter Birsa,Fabrizio Cacciatore,Roberto Inglese,Përparim Hetemaj,Riccardo Meggiorini,1,0,Matchweek 2
19,Cagliari,Marco Storari,Bruno Alves,Mauricio Isla,Davide Di Gennaro,Nicolò Barella,Simone Padoin,Artur Ioniță,Marco Borriello,Marco Sau,Nicola Murru,Bartosz Salamon,Roma,Wojciech Szczęsny,Radja Nainggolan,Kevin Strootman,Diego Perotti,Mohamed Salah,Bruno Peres,Thomas Vermaelen,Daniele De Rossi,Alessandro Florenzi,Kostas Manolas,Stephan El Shaarawy,2,2,Matchweek 2
20,Juventus,Gianluigi Buffon,Giorgio Chiellini,Medhi Benatia,Miralem Pjanić,Sami Khedira,Gonzalo Higuaín,Paulo Dybala,Alex Sandro,Mario Lemina,Leonardo Bonucci,Stephan Lichtsteiner,Sassuolo,Andrea Consigli,Francesco Magnanelli,Luca Antei,Lorenzo Pellegrini,Alessandro Matri,Federico Peluso,Francesco Acerbi,Matteo Politano,Marcello Gazzola,Alfred Duncan,Antonino Ragusa,3,1,Matchweek 3
21,Palermo,Josip Posavec,Andrea Rispoli,Slobodan Rajković,Edoardo Goldaniga,Mato Jajalo,Oscar Hiljemark,Carlos Apna Embaló,Alessandro Gazzi,Haitam Aleesami,Roland Sallai,Alessandro Diamanti,Napoli,Pepe Reina,José Callejón,Jorginho,Christian Maggio,Marek Hamšík,Piotr Zieliński,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Arkadiusz Milik,0,3,Matchweek 3
22,Bologna,Angelo da Costa Júnior,Marios Oikonomou,Emil Krafth,Saphir Taïder,Ádám Nagy,Simone Verdi,Mattia Destro,Ladislav Krejčí,Adam Masina,Daniele Gastaldello,Blerim Džemaili,Cagliari,Marco Storari,Bruno Alves,Mauricio Isla,Davide Di Gennaro,Nicolò Barella,Simone Padoin,Artur Ioniță,Marco Borriello,Marco Sau,Nicola Murru,Bartosz Salamon,2,1,Matchweek 3
23,Milan,Gianluigi Donnarumma,Giacomo Bonaventura,Suso,Alessio Romagnoli,Andrea Poli,Riccardo Montolivo,Ignazio Abate,José Sosa,Gabriel Paletta,Luca Antonelli,Carlos Bacca,Udinese,Orestis Karnezis,Danilo Larangeira,Pablo Armero,Emmanuel Agyemang-Badu,Duván Zapata,Rodrigo De Paul,Emil Hallfreðsson,Sven Kums,Silvan Widmer,Felipe dal Belo,Cyril Théréau,0,1,Matchweek 3
24,Chievo,Stefano Sorrentino,Dario Dainelli,Alessandro Gamberini,Ivan Radovanović,Massimo Gobbi,Lucas Castro,Valter Birsa,Fabrizio Cacciatore,Sergio Pellissier,Përparim Hetemaj,Riccardo Meggiorini,Lazio,Federico Marchetti,Stefan de Vrij,Ricardo Kishna,Dušan Basta,Felipe Anderson,Bastos,Marco Parolo,Ciro Immobile,Senad Lulić,Lucas Biglia,Ștefan Radu,1,1,Matchweek 3
25,Roma,Wojciech Szczęsny,Juan Jesus,Radja Nainggolan,Kevin Strootman,Diego Perotti,Mohamed Salah,Bruno Peres,Daniele De Rossi,Alessandro Florenzi,Kostas Manolas,Stephan El Shaarawy,Sampdoria,Emiliano Viviano,Jacopo Sala,Édgar Barreto,Luis Muriel,Ricky Álvarez,Karol Linetty,Vasco Regini,Daniel Pavlović,Matías Silvestre,Fabio Quagliarella,Lucas Torreira,3,2,Matchweek 3
26,Atalanta,Marco Sportiello,Rafael Tolói,Andrea Masiello,Ervin Zukanović,Marco D'Alessandro,Papu Gómez,Remo Freuler,Franck Kessié,Abdoulay Konko,Jasmin Kurtić,Mauricio Pinilla,Torino,Joe Hart,Mirko Valdifiori,Cristian Molinaro,Leandro Castán,Cesare Bovo,Daniele Baselli,Maxi López,Iago Falque,Marco Benassi,Josef Martínez,Lorenzo De Silvestri,2,1,Matchweek 3
27,Pescara,Albano Bizzarri,Cristiano Biraghi,Bryan Cristante,Valerio Verre,Ledian Memushaj,Ahmad Benali,Francesco Zampano,Hugo Campagnaro,Gastón Brugman,Gianluca Caprari,Norbert Gyömbér,Inter,Samir Handanović,João Mário,Mauro Icardi,Gary Medel,Éver Banega,Davide Santon,Jeison Murillo,Miranda,Danilo D'Ambrosio,Ivan Perišić,Antonio Candreva,1,2,Matchweek 3
28,Empoli,Łukasz Skorupski,Marco Zambelli,José Mauri,Giuseppe Bellusci,Massimo Maccarone,Riccardo Saponara,Daniele Croce,Andrea Costa,Manuel Pucciarelli,Manuel Pasqual,Andrés Tello,Crotone,Alex Cordaz,Marcus Rohdén,Raffaele Palladino,Lorenzo Crisetig,Diego Falcinelli,Gian Marco Ferrari,Federico Ceccherini,Aniello Salzano,Aleandro Rosi,Noë Dussenne,Bruno Martella,2,1,Matchweek 3
29,Sampdoria,Emiliano Viviano,Jacopo Sala,Édgar Barreto,Luis Muriel,Dennis Praet,Karol Linetty,Vasco Regini,Matías Silvestre,Fabio Quagliarella,Lucas Torreira,Milan Škriniar,Milan,Gianluigi Donnarumma,Davide Calabria,Giacomo Bonaventura,Suso,Gianluca Lapadula,M'Baye Niang,Alessio Romagnoli,Riccardo Montolivo,Ignazio Abate,José Sosa,Gabriel Paletta,0,1,Matchweek 4
30,Lazio,Federico Marchetti,Stefan de Vrij,Danilo Cataldi,Filip Đorđević,Felipe Anderson,Bastos,Marco Parolo,Ciro Immobile,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,Pescara,Albano Bizzarri,Cristiano Biraghi,Bryan Cristante,Valerio Verre,Ledian Memushaj,Ahmad Benali,Francesco Zampano,Hugo Campagnaro,Gastón Brugman,Gianluca Caprari,Norbert Gyömbér,3,0,Matchweek 4
31,Napoli,Pepe Reina,Elseid Hysaj,Ivan Strinić,José Callejón,Jorginho,Marek Hamšík,Piotr Zieliński,Manolo Gabbiadini,Lorenzo Insigne,Kalidou Koulibaly,Raúl Albiol,Bologna,Angelo da Costa Júnior,Marios Oikonomou,Emil Krafth,Saphir Taïder,Ádám Nagy,Simone Verdi,Ladislav Krejčí,Federico Di Francesco,Daniele Gastaldello,Blerim Džemaili,Vasilis Torosidis,3,1,Matchweek 4
32,Udinese,Orestis Karnezis,Molla Wagué,Danilo Larangeira,Pablo Armero,Emmanuel Agyemang-Badu,Duván Zapata,Rodrigo De Paul,Emil Hallfreðsson,Sven Kums,Felipe dal Belo,Cyril Théréau,Chievo,Stefano Sorrentino,Dario Dainelli,Ivan Radovanović,Boštjan Cesar,Massimo Gobbi,Lucas Castro,Valter Birsa,Fabrizio Cacciatore,Roberto Inglese,Përparim Hetemaj,Riccardo Meggiorini,1,2,Matchweek 4
33,Sassuolo,Andrea Consigli,Francesco Magnanelli,Luca Antei,Lorenzo Pellegrini,Grégoire Defrel,Federico Peluso,Francesco Acerbi,Matteo Politano,Pol Lirola,Alfred Duncan,Antonino Ragusa,Genoa,Mattia Perin,Armando Izzo,Nicolás Burdisso,Serge Gakpé,Leonardo Pavoletti,Lucas Orbán,Darko Lazović,Luca Rigoni,Miguel Veloso,Tomás Rincón,Diego Laxalt,2,0,Matchweek 4
34,Crotone,Alex Cordaz,Claiton,Marcus Rohdén,Raffaele Palladino,Lorenzo Crisetig,Diego Falcinelli,Gian Marco Ferrari,Federico Ceccherini,Leonardo Capezzi,Marcello Trotta,Bruno Martella,Palermo,Josip Posavec,Andrea Rispoli,Slobodan Rajković,Oscar Hiljemark,Giancarlo González,Alessandro Gazzi,Haitam Aleesami,Roland Sallai,Alessandro Diamanti,Bruno Henrique,Ilija Nestorovski,1,1,Matchweek 4
35,Cagliari,Rafael,Bruno Alves,Mauricio Isla,João Pedro,Fabio Pisacane,Simone Padoin,Marco Borriello,Luca Ceppitelli,Marco Sau,Nicola Murru,Panagiotis Tachtsidis,Atalanta,Etrit Berisha,Rafael Tolói,Andrea Masiello,Ervin Zukanović,Papu Gómez,Carlos Carmona,Franck Kessié,Andrea Conti,Abdoulay Konko,Jasmin Kurtić,Alberto Paloschi,3,0,Matchweek 4
36,Torino,Joe Hart,Mirko Valdifiori,Cristian Molinaro,Leandro Castán,Cesare Bovo,Afriyie Acquah,Iago Falque,Josef Martínez,Joel Obi,Lorenzo De Silvestri,Lucas Boyé,Empoli,Łukasz Skorupski,Vincent Laurini,José Mauri,Giuseppe Bellusci,Riccardo Saponara,Daniele Croce,Andrea Costa,Alberto Gilardino,Manuel Pucciarelli,Manuel Pasqual,Andrés Tello,0,0,Matchweek 4
37,Inter,Samir Handanović,João Mário,Mauro Icardi,Gary Medel,Éver Banega,Davide Santon,Éder,Jeison Murillo,Miranda,Danilo D'Ambrosio,Antonio Candreva,Juventus,Gianluigi Buffon,Giorgio Chiellini,Medhi Benatia,Miralem Pjanić,Sami Khedira,Paulo Dybala,Alex Sandro,Mario Mandžukić,Leonardo Bonucci,Kwadwo Asamoah,Stephan Lichtsteiner,2,1,Matchweek 4
38,Fiorentina,Ciprian Tătărușanu,Gonzalo Rodríguez,Milan Badelj,Carlos Sánchez,Nikola Kalinić,Davide Astori,Cristian Tello,Borja Valero,Hrvoje Milić,Nenad Tomović,Josip Iličić,Roma,Wojciech Szczęsny,Radja Nainggolan,Kevin Strootman,Diego Perotti,Edin Džeko,Mohamed Salah,Bruno Peres,Daniele De Rossi,Federico Fazio,Alessandro Florenzi,Kostas Manolas,1,0,Matchweek 4
39,Milan,Gianluigi Donnarumma,Mattia De Sciglio,Davide Calabria,Giacomo Bonaventura,Suso,M'Baye Niang,Alessio Romagnoli,Riccardo Montolivo,Gabriel Paletta,Juraj Kucka,Carlos Bacca,Lazio,Thomas Strakosha,Stefan de Vrij,Danilo Cataldi,Dušan Basta,Filip Đorđević,Bastos,Marco Parolo,Ciro Immobile,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,2,0,Matchweek 5
40,Bologna,Angelo da Costa Júnior,Saphir Taïder,Ádám Nagy,Simone Verdi,Mattia Destro,Ladislav Krejčí,Domenico Maietta,Adam Masina,Daniele Gastaldello,Blerim Džemaili,Vasilis Torosidis,Sampdoria,Emiliano Viviano,Édgar Barreto,Luis Muriel,Dennis Praet,Pedro Pereira,Karol Linetty,Vasco Regini,Matías Silvestre,Fabio Quagliarella,Lucas Torreira,Milan Škriniar,2,0,Matchweek 5
41,Udinese,Orestis Karnezis,Danilo Larangeira,Emmanuel Agyemang-Badu,Duván Zapata,Rodrigo De Paul,Stipe Perica,Sven Kums,Felipe dal Belo,Panagiotis Kone,Ali Adnan Kadhim,Thomas Heurtaux,Fiorentina,Ciprian Tătărușanu,Gonzalo Rodríguez,Sebastien De Maio,Milan Badelj,Carlos Sánchez,Federico Bernardeschi,Cristian Tello,Borja Valero,Khouma Babacar,Hrvoje Milić,Nenad Tomović,2,2,Matchweek 5
42,Pescara,Albano Bizzarri,Alessandro Crescenzi,Cristiano Biraghi,Bryan Cristante,Valerio Verre,Ledian Memushaj,Ahmad Benali,Michele Fornasier,Hugo Campagnaro,Gianluca Caprari,Alberto Aquilani,Torino,Joe Hart,Cesare Bovo,Afriyie Acquah,Davide Zappacosta,Daniele Baselli,Josef Martínez,Giuseppe Vives,Antonio Barreca,Emiliano Moretti,Mattia Aramu,Lucas Boyé,0,0,Matchweek 5
43,Juventus,Gianluigi Buffon,Giorgio Chiellini,Miralem Pjanić,Gonzalo Higuaín,Paulo Dybala,Hernanes,Alex Sandro,Andrea Barzagli,Mario Lemina,Dani Alves,Daniele Rugani,Cagliari,Marco Storari,Bruno Alves,Davide Di Gennaro,João Pedro,Nicolò Barella,Simone Padoin,Marco Borriello,Luca Ceppitelli,Marco Sau,Luca Bittante,Nicola Murru,4,0,Matchweek 5
44,Genoa,Mattia Perin,Armando Izzo,Nicolás Burdisso,Olivier Ntcham,Lucas Ocampos,Leonardo Pavoletti,Lucas Orbán,Darko Lazović,Luca Rigoni,Tomás Rincón,Diego Laxalt,Napoli,Pepe Reina,Elseid Hysaj,Allan,José Callejón,Jorginho,Dries Mertens,Marek Hamšík,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Arkadiusz Milik,0,0,Matchweek 5
45,Chievo,Stefano Sorrentino,Nicolás Spolli,Nicola Rigoni,Alessandro Gamberini,Massimo Gobbi,Lucas Castro,Valter Birsa,Fabrizio Cacciatore,Sergio Pellissier,Përparim Hetemaj,Riccardo Meggiorini,Sassuolo,Andrea Consigli,Francesco Magnanelli,Davide Biondini,Alessandro Matri,Grégoire Defrel,Federico Peluso,Francesco Acerbi,Federico Ricci,Paolo Cannavaro,Alfred Duncan,Timo Letschert,2,1,Matchweek 5
46,Roma,Wojciech Szczęsny,Leandro Paredes,Kevin Strootman,Edin Džeko,Francesco Totti,Mohamed Salah,Bruno Peres,Federico Fazio,Alessandro Florenzi,Kostas Manolas,Stephan El Shaarawy,Crotone,Alex Cordaz,Claiton,Marcus Rohdén,Raffaele Palladino,Lorenzo Crisetig,Diego Falcinelli,Gian Marco Ferrari,Federico Ceccherini,Aniello Salzano,Leonardo Capezzi,Mario Sampirisi,4,0,Matchweek 5
47,Atalanta,Etrit Berisha,Rafael Tolói,Andrea Masiello,Marco D'Alessandro,Papu Gómez,Remo Freuler,Franck Kessié,Abdoulay Konko,Leonardo Spinazzola,Mauricio Pinilla,Boukary Dramé,Palermo,Josip Posavec,Andrea Rispoli,Siniša Anđelković,Edoardo Goldaniga,Oscar Hiljemark,Thiago Cionek,Ivaylo Chochev,Haitam Aleesami,Alessandro Diamanti,Bruno Henrique,Ilija Nestorovski,0,1,Matchweek 5
48,Empoli,Łukasz Skorupski,Vincent Laurini,Federico Dimarco,Giuseppe Bellusci,Massimo Maccarone,Assane Dioussé,Riccardo Saponara,Federico Barba,Manuel Pucciarelli,Marcel Büchel,Andrés Tello,Inter,Samir Handanović,João Mário,Geoffrey Kondogbia,Mauro Icardi,Gary Medel,Davide Santon,Jeison Murillo,Miranda,Danilo D'Ambrosio,Ivan Perišić,Antonio Candreva,0,2,Matchweek 5
49,Palermo,Josip Posavec,Andrea Rispoli,Edoardo Goldaniga,Mato Jajalo,Giancarlo González,Alessandro Gazzi,Thiago Cionek,Norbert Balogh,Ivaylo Chochev,Haitam Aleesami,Alessandro Diamanti,Juventus,Gianluigi Buffon,Miralem Pjanić,Sami Khedira,Gonzalo Higuaín,Alex Sandro,Andrea Barzagli,Mario Mandžukić,Mario Lemina,Leonardo Bonucci,Dani Alves,Daniele Rugani,0,1,Matchweek 6
50,Napoli,Pepe Reina,José Callejón,Jorginho,Christian Maggio,Marek Hamšík,Piotr Zieliński,Manolo Gabbiadini,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Chievo,Stefano Sorrentino,Dario Dainelli,Ivan Radovanović,Boštjan Cesar,Massimo Gobbi,Lucas Castro,Valter Birsa,Fabrizio Cacciatore,Roberto Inglese,Përparim Hetemaj,Riccardo Meggiorini,2,0,Matchweek 6
51,Torino,Joe Hart,Mirko Valdifiori,Leandro Castán,Andrea Belotti,Luca Rossettini,Iago Falque,Marco Benassi,Joel Obi,Antonio Barreca,Lorenzo De Silvestri,Lucas Boyé,Roma,Wojciech Szczęsny,Radja Nainggolan,Kevin Strootman,Diego Perotti,Edin Džeko,Mohamed Salah,Bruno Peres,Daniele De Rossi,Federico Fazio,Alessandro Florenzi,Kostas Manolas,3,1,Matchweek 6
52,Sassuolo,Andrea Consigli,Francesco Magnanelli,Luca Antei,Davide Biondini,Grégoire Defrel,Federico Peluso,Francesco Acerbi,Matteo Politano,Pol Lirola,Luca Mazzitelli,Antonino Ragusa,Udinese,Orestis Karnezis,Danilo Larangeira,Rodrigo De Paul,Adalberto Peñaranda,Jakub Jankto,Sven Kums,Felipe dal Belo,Panagiotis Kone,Ali Adnan Kadhim,Thomas Heurtaux,Cyril Théréau,1,0,Matchweek 6
53,Genoa,Mattia Perin,Edenílson,Santiago Gentiletti,Armando Izzo,Nicolás Burdisso,Giovanni Simeone,Olivier Ntcham,Lucas Ocampos,Luca Rigoni,Tomás Rincón,Diego Laxalt,Pescara,Albano Bizzarri,Alessandro Crescenzi,Cristiano Biraghi,Ledian Memushaj,Ahmad Benali,Francesco Zampano,Michele Fornasier,Hugo Campagnaro,Gastón Brugman,Gianluca Caprari,Alexandru Mitriță,1,1,Matchweek 6
54,Lazio,Thomas Strakosha,Stefan de Vrij,Felipe Anderson,Wallace,Keita Baldé,Marco Parolo,Ciro Immobile,Senad Lulić,Lucas Biglia,Sergej Milinković-Savić,Ștefan Radu,Empoli,Łukasz Skorupski,Marco Zambelli,José Mauri,Giuseppe Bellusci,Riccardo Saponara,Daniele Croce,Alberto Gilardino,Federico Barba,Manuel Pucciarelli,Manuel Pasqual,Andrés Tello,2,0,Matchweek 6
55,Inter,Samir Handanović,Geoffrey Kondogbia,Mauro Icardi,Andrea Ranocchia,Gary Medel,Éver Banega,Davide Santon,Miranda,Ivan Perišić,Antonio Candreva,Senna Miangue,Bologna,Angelo da Costa Júnior,Emil Krafth,Saphir Taïder,Ádám Nagy,Simone Verdi,Mattia Destro,Ladislav Krejčí,Domenico Maietta,Daniele Gastaldello,Blerim Džemaili,Vasilis Torosidis,1,1,Matchweek 6
56,Fiorentina,Ciprian Tătărușanu,Gonzalo Rodríguez,Milan Badelj,Carlos Sánchez,Nikola Kalinić,Federico Bernardeschi,Carlos Salcedo,Borja Valero,Hrvoje Milić,Nenad Tomović,Josip Iličić,Milan,Gianluigi Donnarumma,Davide Calabria,Mattia De Sciglio,Giacomo Bonaventura,Suso,M'Baye Niang,Alessio Romagnoli,Riccardo Montolivo,Gabriel Paletta,Juraj Kucka,Carlos Bacca,0,0,Matchweek 6
57,Crotone,Alex Cordaz,Raffaele Palladino,Lorenzo Crisetig,Diego Falcinelli,Gian Marco Ferrari,Federico Ceccherini,Noë Dussenne,Leonardo Capezzi,Marcello Trotta,Mario Sampirisi,Bruno Martella,Atalanta,Etrit Berisha,Rafael Tolói,Andrea Masiello,Ervin Zukanović,Papu Gómez,Remo Freuler,Franck Kessié,Abdoulay Konko,Jasmin Kurtić,Andrea Petagna,Boukary Dramé,1,3,Matchweek 6
