,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form
20,20,Juventus,Gianluigi Buffon,Giorgio Chiellini,Medhi Benatia,Miralem Pjanić,Sami Khedira,Gonzalo Higuaín,Paulo Dybala,Alex Sandro,Mario Lemina,Leonardo Bonucci,Stephan Lichtsteiner,Sassuolo,Andrea Consigli,Francesco Magnanelli,Luca Antei,Lorenzo Pellegrini,Alessandro Matri,Federico Peluso,Francesco Acerbi,Matteo Politano,Marcello Gazzola,Alfred Duncan,Antonino Ragusa,3,1,Matchweek 3,3,2.0,-2.0,2.0,-2.0,6.0,3.0,6.0,3.0
21,21,Palermo,Josip Posavec,Andrea Rispoli,Slobodan Rajković,Edoardo Goldaniga,Mato Jajalo,Oscar Hiljemark,Carlos Apna Embaló,Alessandro Gazzi,Haitam Aleesami,Roland Sallai,Alessandro Diamanti,Napoli,Pepe Reina,José Callejón,Jorginho,Christian Maggio,Marek Hamšík,Piotr Zieliński,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Arkadiusz Milik,0,3,Matchweek 3,3,-1.0,2.0,-1.0,2.0,1.0,4.0,1.0,4.0
22,22,Bologna,Angelo da Costa Júnior,Marios Oikonomou,Emil Krafth,Saphir Taïder,Ádám Nagy,Simone Verdi,Mattia Destro,Ladislav Krejčí,Adam Masina,Daniele Gastaldello,Blerim Džemaili,Cagliari,Marco Storari,Bruno Alves,Mauricio Isla,Davide Di Gennaro,Nicolò Barella,Simone Padoin,Artur Ioniță,Marco Borriello,Marco Sau,Nicola Murru,Bartosz Salamon,2,1,Matchweek 3,3,-3.0,-2.0,-3.0,-2.0,3.0,1.0,3.0,1.0
23,23,Milan,Gianluigi Donnarumma,Giacomo Bonaventura,Suso,Alessio Romagnoli,Andrea Poli,Riccardo Montolivo,Ignazio Abate,José Sosa,Gabriel Paletta,Luca Antonelli,Carlos Bacca,Udinese,Orestis Karnezis,Danilo Larangeira,Pablo Armero,Emmanuel Agyemang-Badu,Duván Zapata,Rodrigo De Paul,Emil Hallfreðsson,Sven Kums,Silvan Widmer,Felipe dal Belo,Cyril Théréau,0,1,Matchweek 3,3,-1.0,-2.0,-1.0,-2.0,3.0,3.0,3.0,3.0
24,24,Chievo,Stefano Sorrentino,Dario Dainelli,Alessandro Gamberini,Ivan Radovanović,Massimo Gobbi,Lucas Castro,Valter Birsa,Fabrizio Cacciatore,Sergio Pellissier,Përparim Hetemaj,Riccardo Meggiorini,Lazio,Federico Marchetti,Stefan de Vrij,Ricardo Kishna,Dušan Basta,Felipe Anderson,Bastos,Marco Parolo,Ciro Immobile,Senad Lulić,Lucas Biglia,Ștefan Radu,1,1,Matchweek 3,3,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0
25,25,Roma,Wojciech Szczęsny,Juan Jesus,Radja Nainggolan,Kevin Strootman,Diego Perotti,Mohamed Salah,Bruno Peres,Daniele De Rossi,Alessandro Florenzi,Kostas Manolas,Stephan El Shaarawy,Sampdoria,Emiliano Viviano,Jacopo Sala,Édgar Barreto,Luis Muriel,Ricky Álvarez,Karol Linetty,Vasco Regini,Daniel Pavlović,Matías Silvestre,Fabio Quagliarella,Lucas Torreira,3,2,Matchweek 3,3,4.0,2.0,4.0,2.0,4.0,6.0,4.0,6.0
26,26,Atalanta,Marco Sportiello,Rafael Tolói,Andrea Masiello,Ervin Zukanović,Marco D'Alessandro,Papu Gómez,Remo Freuler,Franck Kessié,Abdoulay Konko,Jasmin Kurtić,Mauricio Pinilla,Torino,Joe Hart,Mirko Valdifiori,Cristian Molinaro,Leandro Castán,Cesare Bovo,Daniele Baselli,Maxi López,Iago Falque,Marco Benassi,Josef Martínez,Lorenzo De Silvestri,2,1,Matchweek 3,3,-2.0,3.0,-2.0,3.0,0.0,3.0,0.0,3.0
27,27,Pescara,Albano Bizzarri,Cristiano Biraghi,Bryan Cristante,Valerio Verre,Ledian Memushaj,Ahmad Benali,Francesco Zampano,Hugo Campagnaro,Gastón Brugman,Gianluca Caprari,Norbert Gyömbér,Inter,Samir Handanović,João Mário,Mauro Icardi,Gary Medel,Éver Banega,Davide Santon,Jeison Murillo,Miranda,Danilo D'Ambrosio,Ivan Perišić,Antonio Candreva,1,2,Matchweek 3,3,3.0,-2.0,3.0,-2.0,4.0,1.0,4.0,1.0
28,28,Empoli,Łukasz Skorupski,Marco Zambelli,José Mauri,Giuseppe Bellusci,Massimo Maccarone,Riccardo Saponara,Daniele Croce,Andrea Costa,Manuel Pucciarelli,Manuel Pasqual,Andrés Tello,Crotone,Alex Cordaz,Marcus Rohdén,Raffaele Palladino,Lorenzo Crisetig,Diego Falcinelli,Gian Marco Ferrari,Federico Ceccherini,Aniello Salzano,Aleandro Rosi,Noë Dussenne,Bruno Martella,2,1,Matchweek 3,3,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0
29,29,Sampdoria,Emiliano Viviano,Jacopo Sala,Édgar Barreto,Luis Muriel,Dennis Praet,Karol Linetty,Vasco Regini,Matías Silvestre,Fabio Quagliarella,Lucas Torreira,Milan Škriniar,Milan,Gianluigi Donnarumma,Davide Calabria,Giacomo Bonaventura,Suso,Gianluca Lapadula,M'Baye Niang,Alessio Romagnoli,Riccardo Montolivo,Ignazio Abate,José Sosa,Gabriel Paletta,0,1,Matchweek 4,4,1.0,-2.0,1.0,-2.0,6.0,3.0,6.0,3.0
30,30,Lazio,Federico Marchetti,Stefan de Vrij,Danilo Cataldi,Filip Đorđević,Felipe Anderson,Bastos,Marco Parolo,Ciro Immobile,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,Pescara,Albano Bizzarri,Cristiano Biraghi,Bryan Cristante,Valerio Verre,Ledian Memushaj,Ahmad Benali,Francesco Zampano,Hugo Campagnaro,Gastón Brugman,Gianluca Caprari,Norbert Gyömbér,3,0,Matchweek 4,4,0.0,2.0,0.0,2.0,4.0,4.0,4.0,4.0
31,31,Napoli,Pepe Reina,Elseid Hysaj,Ivan Strinić,José Callejón,Jorginho,Marek Hamšík,Piotr Zieliński,Manolo Gabbiadini,Lorenzo Insigne,Kalidou Koulibaly,Raúl Albiol,Bologna,Angelo da Costa Júnior,Marios Oikonomou,Emil Krafth,Saphir Taïder,Ádám Nagy,Simone Verdi,Ladislav Krejčí,Federico Di Francesco,Daniele Gastaldello,Blerim Džemaili,Vasilis Torosidis,3,1,Matchweek 4,4,5.0,-2.0,5.0,-2.0,7.0,6.0,7.0,6.0
32,32,Udinese,Orestis Karnezis,Molla Wagué,Danilo Larangeira,Pablo Armero,Emmanuel Agyemang-Badu,Duván Zapata,Rodrigo De Paul,Emil Hallfreðsson,Sven Kums,Felipe dal Belo,Cyril Théréau,Chievo,Stefano Sorrentino,Dario Dainelli,Ivan Radovanović,Boštjan Cesar,Massimo Gobbi,Lucas Castro,Valter Birsa,Fabrizio Cacciatore,Roberto Inglese,Përparim Hetemaj,Riccardo Meggiorini,1,2,Matchweek 4,4,-1.0,1.0,-1.0,1.0,6.0,4.0,6.0,4.0
33,33,Sassuolo,Andrea Consigli,Francesco Magnanelli,Luca Antei,Lorenzo Pellegrini,Grégoire Defrel,Federico Peluso,Francesco Acerbi,Matteo Politano,Pol Lirola,Alfred Duncan,Antonino Ragusa,Genoa,Mattia Perin,Armando Izzo,Nicolás Burdisso,Serge Gakpé,Leonardo Pavoletti,Lucas Orbán,Darko Lazović,Luca Rigoni,Miguel Veloso,Tomás Rincón,Diego Laxalt,2,0,Matchweek 4,4,-4.0,5.0,-4.0,5.0,3.0,9.0,3.0,9.0
34,34,Crotone,Alex Cordaz,Claiton,Marcus Rohdén,Raffaele Palladino,Lorenzo Crisetig,Diego Falcinelli,Gian Marco Ferrari,Federico Ceccherini,Leonardo Capezzi,Marcello Trotta,Bruno Martella,Palermo,Josip Posavec,Andrea Rispoli,Slobodan Rajković,Oscar Hiljemark,Giancarlo González,Alessandro Gazzi,Haitam Aleesami,Roland Sallai,Alessandro Diamanti,Bruno Henrique,Ilija Nestorovski,1,1,Matchweek 4,4,-4.0,-4.0,-4.0,-4.0,0.0,1.0,0.0,1.0
35,35,Cagliari,Rafael,Bruno Alves,Mauricio Isla,João Pedro,Fabio Pisacane,Simone Padoin,Marco Borriello,Luca Ceppitelli,Marco Sau,Nicola Murru,Panagiotis Tachtsidis,Atalanta,Etrit Berisha,Rafael Tolói,Andrea Masiello,Ervin Zukanović,Papu Gómez,Carlos Carmona,Franck Kessié,Andrea Conti,Abdoulay Konko,Jasmin Kurtić,Alberto Paloschi,3,0,Matchweek 4,4,-3.0,-1.0,-3.0,-1.0,1.0,3.0,1.0,3.0
36,36,Torino,Joe Hart,Mirko Valdifiori,Cristian Molinaro,Leandro Castán,Cesare Bovo,Afriyie Acquah,Iago Falque,Josef Martínez,Joel Obi,Lorenzo De Silvestri,Lucas Boyé,Empoli,Łukasz Skorupski,Vincent Laurini,José Mauri,Giuseppe Bellusci,Riccardo Saponara,Daniele Croce,Andrea Costa,Alberto Gilardino,Manuel Pucciarelli,Manuel Pasqual,Andrés Tello,0,0,Matchweek 4,4,2.0,-2.0,2.0,-2.0,3.0,3.0,3.0,3.0
37,37,Inter,Samir Handanović,João Mário,Mauro Icardi,Gary Medel,Éver Banega,Davide Santon,Éder,Jeison Murillo,Miranda,Danilo D'Ambrosio,Antonio Candreva,Juventus,Gianluigi Buffon,Giorgio Chiellini,Medhi Benatia,Miralem Pjanić,Sami Khedira,Paulo Dybala,Alex Sandro,Mario Mandžukić,Leonardo Bonucci,Kwadwo Asamoah,Stephan Lichtsteiner,2,1,Matchweek 4,4,-1.0,4.0,-1.0,4.0,4.0,9.0,4.0,9.0
38,38,Fiorentina,Ciprian Tătărușanu,Gonzalo Rodríguez,Milan Badelj,Carlos Sánchez,Nikola Kalinić,Davide Astori,Cristian Tello,Borja Valero,Hrvoje Milić,Nenad Tomović,Josip Iličić,Roma,Wojciech Szczęsny,Radja Nainggolan,Kevin Strootman,Diego Perotti,Edin Džeko,Mohamed Salah,Bruno Peres,Daniele De Rossi,Federico Fazio,Alessandro Florenzi,Kostas Manolas,1,0,Matchweek 4,4,-1.0,5.0,-1.0,5.0,3.0,7.0,3.0,7.0
39,39,Milan,Gianluigi Donnarumma,Mattia De Sciglio,Davide Calabria,Giacomo Bonaventura,Suso,M'Baye Niang,Alessio Romagnoli,Riccardo Montolivo,Gabriel Paletta,Juraj Kucka,Carlos Bacca,Lazio,Thomas Strakosha,Stefan de Vrij,Danilo Cataldi,Dušan Basta,Filip Đorđević,Bastos,Marco Parolo,Ciro Immobile,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,2,0,Matchweek 5,5,-1.0,3.0,-1.0,3.0,6.0,7.0,6.0,7.0
40,40,Bologna,Angelo da Costa Júnior,Saphir Taïder,Ádám Nagy,Simone Verdi,Mattia Destro,Ladislav Krejčí,Domenico Maietta,Adam Masina,Daniele Gastaldello,Blerim Džemaili,Vasilis Torosidis,Sampdoria,Emiliano Viviano,Édgar Barreto,Luis Muriel,Dennis Praet,Pedro Pereira,Karol Linetty,Vasco Regini,Matías Silvestre,Fabio Quagliarella,Lucas Torreira,Milan Škriniar,2,0,Matchweek 5,5,-4.0,0.0,-4.0,0.0,6.0,6.0,6.0,6.0
41,41,Udinese,Orestis Karnezis,Danilo Larangeira,Emmanuel Agyemang-Badu,Duván Zapata,Rodrigo De Paul,Stipe Perica,Sven Kums,Felipe dal Belo,Panagiotis Kone,Ali Adnan Kadhim,Thomas Heurtaux,Fiorentina,Ciprian Tătărușanu,Gonzalo Rodríguez,Sebastien De Maio,Milan Badelj,Carlos Sánchez,Federico Bernardeschi,Cristian Tello,Borja Valero,Khouma Babacar,Hrvoje Milić,Nenad Tomović,2,2,Matchweek 5,5,-2.0,0.0,-2.0,0.0,6.0,6.0,6.0,6.0
42,42,Pescara,Albano Bizzarri,Alessandro Crescenzi,Cristiano Biraghi,Bryan Cristante,Valerio Verre,Ledian Memushaj,Ahmad Benali,Michele Fornasier,Hugo Campagnaro,Gianluca Caprari,Alberto Aquilani,Torino,Joe Hart,Cesare Bovo,Afriyie Acquah,Davide Zappacosta,Daniele Baselli,Josef Martínez,Giuseppe Vives,Antonio Barreca,Emiliano Moretti,Mattia Aramu,Lucas Boyé,0,0,Matchweek 5,5,-1.0,2.0,-1.0,2.0,4.0,4.0,4.0,4.0
43,43,Juventus,Gianluigi Buffon,Giorgio Chiellini,Miralem Pjanić,Gonzalo Higuaín,Paulo Dybala,Hernanes,Alex Sandro,Andrea Barzagli,Mario Lemina,Dani Alves,Daniele Rugani,Cagliari,Marco Storari,Bruno Alves,Davide Di Gennaro,João Pedro,Nicolò Barella,Simone Padoin,Marco Borriello,Luca Ceppitelli,Marco Sau,Luca Bittante,Nicola Murru,4,0,Matchweek 5,5,3.0,0.0,3.0,0.0,9.0,4.0,9.0,4.0
44,44,Genoa,Mattia Perin,Armando Izzo,Nicolás Burdisso,Olivier Ntcham,Lucas Ocampos,Leonardo Pavoletti,Lucas Orbán,Darko Lazović,Luca Rigoni,Tomás Rincón,Diego Laxalt,Napoli,Pepe Reina,Elseid Hysaj,Allan,José Callejón,Jorginho,Dries Mertens,Marek Hamšík,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Arkadiusz Milik,0,0,Matchweek 5,5,3.0,7.0,3.0,7.0,9.0,10.0,9.0,10.0
45,45,Chievo,Stefano Sorrentino,Nicolás Spolli,Nicola Rigoni,Alessandro Gamberini,Massimo Gobbi,Lucas Castro,Valter Birsa,Fabrizio Cacciatore,Sergio Pellissier,Përparim Hetemaj,Riccardo Meggiorini,Sassuolo,Andrea Consigli,Francesco Magnanelli,Davide Biondini,Alessandro Matri,Grégoire Defrel,Federico Peluso,Francesco Acerbi,Federico Ricci,Paolo Cannavaro,Alfred Duncan,Timo Letschert,2,1,Matchweek 5,5,2.0,-2.0,2.0,-2.0,7.0,6.0,7.0,6.0
46,46,Roma,Wojciech Szczęsny,Leandro Paredes,Kevin Strootman,Edin Džeko,Francesco Totti,Mohamed Salah,Bruno Peres,Federico Fazio,Alessandro Florenzi,Kostas Manolas,Stephan El Shaarawy,Crotone,Alex Cordaz,Claiton,Marcus Rohdén,Raffaele Palladino,Lorenzo Crisetig,Diego Falcinelli,Gian Marco Ferrari,Federico Ceccherini,Aniello Salzano,Leonardo Capezzi,Mario Sampirisi,4,0,Matchweek 5,5,4.0,-4.0,4.0,-4.0,7.0,1.0,7.0,1.0
47,47,Atalanta,Etrit Berisha,Rafael Tolói,Andrea Masiello,Marco D'Alessandro,Papu Gómez,Remo Freuler,Franck Kessié,Abdoulay Konko,Leonardo Spinazzola,Mauricio Pinilla,Boukary Dramé,Palermo,Josip Posavec,Andrea Rispoli,Siniša Anđelković,Edoardo Goldaniga,Oscar Hiljemark,Thiago Cionek,Ivaylo Chochev,Haitam Aleesami,Alessandro Diamanti,Bruno Henrique,Ilija Nestorovski,0,1,Matchweek 5,5,-4.0,-4.0,-4.0,-4.0,3.0,2.0,3.0,2.0
48,48,Empoli,Łukasz Skorupski,Vincent Laurini,Federico Dimarco,Giuseppe Bellusci,Massimo Maccarone,Assane Dioussé,Riccardo Saponara,Federico Barba,Manuel Pucciarelli,Marcel Büchel,Andrés Tello,Inter,Samir Handanović,João Mário,Geoffrey Kondogbia,Mauro Icardi,Gary Medel,Davide Santon,Jeison Murillo,Miranda,Danilo D'Ambrosio,Ivan Perišić,Antonio Candreva,0,2,Matchweek 5,5,-2.0,0.0,-2.0,0.0,4.0,7.0,4.0,7.0
49,49,Palermo,Josip Posavec,Andrea Rispoli,Edoardo Goldaniga,Mato Jajalo,Giancarlo González,Alessandro Gazzi,Thiago Cionek,Norbert Balogh,Ivaylo Chochev,Haitam Aleesami,Alessandro Diamanti,Juventus,Gianluigi Buffon,Miralem Pjanić,Sami Khedira,Gonzalo Higuaín,Alex Sandro,Andrea Barzagli,Mario Mandžukić,Mario Lemina,Leonardo Bonucci,Dani Alves,Daniele Rugani,0,1,Matchweek 6,6,-3.0,7.0,-2.0,6.0,5.0,12.0,5.0,12.0
50,50,Napoli,Pepe Reina,José Callejón,Jorginho,Christian Maggio,Marek Hamšík,Piotr Zieliński,Manolo Gabbiadini,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Chievo,Stefano Sorrentino,Dario Dainelli,Ivan Radovanović,Boštjan Cesar,Massimo Gobbi,Lucas Castro,Valter Birsa,Fabrizio Cacciatore,Roberto Inglese,Përparim Hetemaj,Riccardo Meggiorini,2,0,Matchweek 6,6,7.0,3.0,7.0,1.0,11.0,10.0,11.0,10.0
51,51,Torino,Joe Hart,Mirko Valdifiori,Leandro Castán,Andrea Belotti,Luca Rossettini,Iago Falque,Marco Benassi,Joel Obi,Antonio Barreca,Lorenzo De Silvestri,Lucas Boyé,Roma,Wojciech Szczęsny,Radja Nainggolan,Kevin Strootman,Diego Perotti,Edin Džeko,Mohamed Salah,Bruno Peres,Daniele De Rossi,Federico Fazio,Alessandro Florenzi,Kostas Manolas,3,1,Matchweek 6,6,2.0,8.0,3.0,4.0,5.0,10.0,5.0,10.0
52,52,Sassuolo,Andrea Consigli,Francesco Magnanelli,Luca Antei,Davide Biondini,Grégoire Defrel,Federico Peluso,Francesco Acerbi,Matteo Politano,Pol Lirola,Luca Mazzitelli,Antonino Ragusa,Udinese,Orestis Karnezis,Danilo Larangeira,Rodrigo De Paul,Adalberto Peñaranda,Jakub Jankto,Sven Kums,Felipe dal Belo,Panagiotis Kone,Ali Adnan Kadhim,Thomas Heurtaux,Cyril Théréau,1,0,Matchweek 6,6,-3.0,-2.0,-4.0,2.0,6.0,7.0,6.0,7.0
53,53,Genoa,Mattia Perin,Edenílson,Santiago Gentiletti,Armando Izzo,Nicolás Burdisso,Giovanni Simeone,Olivier Ntcham,Lucas Ocampos,Luca Rigoni,Tomás Rincón,Diego Laxalt,Pescara,Albano Bizzarri,Alessandro Crescenzi,Cristiano Biraghi,Ledian Memushaj,Ahmad Benali,Francesco Zampano,Michele Fornasier,Hugo Campagnaro,Gastón Brugman,Gianluca Caprari,Alexandru Mitriță,1,1,Matchweek 6,6,3.0,-1.0,1.0,-1.0,10.0,5.0,10.0,5.0
54,54,Lazio,Thomas Strakosha,Stefan de Vrij,Felipe Anderson,Wallace,Keita Baldé,Marco Parolo,Ciro Immobile,Senad Lulić,Lucas Biglia,Sergej Milinković-Savić,Ștefan Radu,Empoli,Łukasz Skorupski,Marco Zambelli,José Mauri,Giuseppe Bellusci,Riccardo Saponara,Daniele Croce,Alberto Gilardino,Federico Barba,Manuel Pucciarelli,Manuel Pasqual,Andrés Tello,2,0,Matchweek 6,6,1.0,-4.0,0.0,-3.0,7.0,4.0,7.0,4.0
55,55,Inter,Samir Handanović,Geoffrey Kondogbia,Mauro Icardi,Andrea Ranocchia,Gary Medel,Éver Banega,Davide Santon,Miranda,Ivan Perišić,Antonio Candreva,Senna Miangue,Bologna,Angelo da Costa Júnior,Emil Krafth,Saphir Taïder,Ádám Nagy,Simone Verdi,Mattia Destro,Ladislav Krejčí,Domenico Maietta,Daniele Gastaldello,Blerim Džemaili,Vasilis Torosidis,1,1,Matchweek 6,6,2.0,-2.0,4.0,-3.0,10.0,9.0,10.0,9.0
56,56,Fiorentina,Ciprian Tătărușanu,Gonzalo Rodríguez,Milan Badelj,Carlos Sánchez,Nikola Kalinić,Federico Bernardeschi,Carlos Salcedo,Borja Valero,Hrvoje Milić,Nenad Tomović,Josip Iličić,Milan,Gianluigi Donnarumma,Davide Calabria,Mattia De Sciglio,Giacomo Bonaventura,Suso,M'Baye Niang,Alessio Romagnoli,Riccardo Montolivo,Gabriel Paletta,Juraj Kucka,Carlos Bacca,0,0,Matchweek 6,6,0.0,1.0,1.0,0.0,7.0,9.0,7.0,9.0
57,57,Crotone,Alex Cordaz,Raffaele Palladino,Lorenzo Crisetig,Diego Falcinelli,Gian Marco Ferrari,Federico Ceccherini,Noë Dussenne,Leonardo Capezzi,Marcello Trotta,Mario Sampirisi,Bruno Martella,Atalanta,Etrit Berisha,Rafael Tolói,Andrea Masiello,Ervin Zukanović,Papu Gómez,Remo Freuler,Franck Kessié,Abdoulay Konko,Jasmin Kurtić,Andrea Petagna,Boukary Dramé,1,3,Matchweek 6,6,-8.0,-5.0,-7.0,-4.0,1.0,3.0,1.0,3.0
58,58,Cagliari,Marco Storari,Bruno Alves,Mauricio Isla,João Pedro,Fabio Pisacane,Simone Padoin,Marco Borriello,Luca Ceppitelli,Marco Sau,Nicola Murru,Panagiotis Tachtsidis,Sampdoria,Emiliano Viviano,Luis Muriel,Dennis Praet,Ricky Álvarez,Pedro Pereira,Karol Linetty,Vasco Regini,Luca Cigarini,Matías Silvestre,Fabio Quagliarella,Milan Škriniar,2,1,Matchweek 6,6,-4.0,-2.0,-2.0,-3.0,4.0,6.0,4.0,6.0
59,59,Pescara,Albano Bizzarri,Alessandro Crescenzi,Cristiano Biraghi,Valerio Verre,Ledian Memushaj,Rey Manaj,Ahmad Benali,Michele Fornasier,Hugo Campagnaro,Gastón Brugman,Gianluca Caprari,Chievo,Stefano Sorrentino,Nicolás Spolli,Dario Dainelli,Ivan Radovanović,Massimo Gobbi,Lucas Castro,Nicolas Frey,Valter Birsa,Roberto Inglese,Përparim Hetemaj,Antonio Floro Flores,0,2,Matchweek 7,7,-1.0,1.0,-4.0,0.0,6.0,10.0,5.0,7.0
60,60,Udinese,Orestis Karnezis,Danilo Larangeira,Emmanuel Agyemang-Badu,Duván Zapata,Rodrigo De Paul,Stipe Perica,Sven Kums,Felipe dal Belo,Panagiotis Kone,Ali Adnan Kadhim,Thomas Heurtaux,Lazio,Thomas Strakosha,Wesley Hoedt,Stefan de Vrij,Patric,Jordan Lukaku,Felipe Anderson,Keita Baldé,Marco Parolo,Ciro Immobile,Senad Lulić,Sergej Milinković-Savić,0,3,Matchweek 7,7,-3.0,3.0,-1.0,3.0,7.0,10.0,7.0,7.0
61,61,Empoli,Łukasz Skorupski,Marco Zambelli,José Mauri,Giuseppe Bellusci,Massimo Maccarone,Daniele Croce,Manuel Pucciarelli,Manuel Pasqual,Uroš Ćosić,Rade Krunić,Andrés Tello,Juventus,Gianluigi Buffon,Giorgio Chiellini,Miralem Pjanić,Sami Khedira,Juan Cuadrado,Gonzalo Higuaín,Paulo Dybala,Hernanes,Alex Sandro,Andrea Barzagli,Leonardo Bonucci,0,3,Matchweek 7,7,-6.0,8.0,-3.0,6.0,4.0,15.0,4.0,12.0
62,62,Sampdoria,Emiliano Viviano,Jacopo Sala,Édgar Barreto,Luis Muriel,Ricky Álvarez,Karol Linetty,Vasco Regini,Matías Silvestre,Fabio Quagliarella,Lucas Torreira,Milan Škriniar,Palermo,Josip Posavec,Andrea Rispoli,Edoardo Goldaniga,Oscar Hiljemark,Giancarlo González,Alessandro Gazzi,Thiago Cionek,Haitam Aleesami,Alessandro Diamanti,Bruno Henrique,Ilija Nestorovski,1,1,Matchweek 7,7,-3.0,-4.0,-5.0,-3.0,6.0,5.0,3.0,5.0
63,63,Atalanta,Etrit Berisha,Rafael Tolói,Roberto Gagliardini,Andrea Masiello,Papu Gómez,Remo Freuler,Mattia Caldara,Andrea Conti,Jasmin Kurtić,Andrea Petagna,Boukary Dramé,Napoli,Pepe Reina,Elseid Hysaj,José Callejón,Jorginho,Marek Hamšík,Nikola Maksimović,Piotr Zieliński,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Arkadiusz Milik,1,0,Matchweek 7,7,-3.0,9.0,-1.0,7.0,6.0,14.0,6.0,13.0
64,64,Bologna,Angelo da Costa Júnior,Emil Krafth,Ádám Nagy,Saphir Taïder,Simone Verdi,Mattia Destro,Ladislav Krejčí,Domenico Maietta,Adam Masina,Daniele Gastaldello,Blerim Džemaili,Genoa,Mattia Perin,Santiago Gentiletti,Armando Izzo,Nicolás Burdisso,Giovanni Simeone,Serge Gakpé,Darko Lazović,Luca Rigoni,Miguel Veloso,Tomás Rincón,Diego Laxalt,0,1,Matchweek 7,7,-2.0,3.0,1.0,-1.0,10.0,11.0,7.0,8.0
65,65,Cagliari,Rafael,Bruno Alves,Mauricio Isla,Davide Di Gennaro,Fabio Pisacane,Simone Padoin,Marco Borriello,Luca Ceppitelli,Marco Sau,Nicola Murru,Panagiotis Tachtsidis,Crotone,Alex Cordaz,Claiton,Marcus Rohdén,Raffaele Palladino,Lorenzo Crisetig,Diego Falcinelli,Gian Marco Ferrari,Federico Ceccherini,Aleandro Rosi,Aleksandar Tonev,Bruno Martella,2,1,Matchweek 7,7,-3.0,-10.0,-1.0,-7.0,7.0,1.0,7.0,1.0
66,66,Milan,Gianluigi Donnarumma,Mattia De Sciglio,Giacomo Bonaventura,Luiz Adriano,Suso,Gustavo Gómez,Riccardo Montolivo,Ignazio Abate,Gabriel Paletta,Juraj Kucka,Carlos Bacca,Sassuolo,Andrea Consigli,Francesco Magnanelli,Luca Antei,Lorenzo Pellegrini,Grégoire Defrel,Francesco Acerbi,Matteo Politano,Pol Lirola,Luca Mazzitelli,Timo Letschert,Claud Adjapong,4,3,Matchweek 7,7,1.0,-2.0,2.0,0.0,10.0,9.0,7.0,6.0
67,67,Torino,Joe Hart,Mirko Valdifiori,Leandro Castán,Afriyie Acquah,Davide Zappacosta,Andrea Belotti,Luca Rossettini,Iago Falque,Marco Benassi,Antonio Barreca,Lucas Boyé,Fiorentina,Ciprian Tătărușanu,Milan Badelj,Carlos Sánchez,Nikola Kalinić,Federico Bernardeschi,Davide Astori,Carlos Salcedo,Borja Valero,Hrvoje Milić,Nenad Tomović,Josip Iličić,2,1,Matchweek 7,7,4.0,0.0,1.0,0.0,8.0,8.0,8.0,8.0
68,68,Roma,Wojciech Szczęsny,Juan Jesus,Kevin Strootman,Diego Perotti,Edin Džeko,Mohamed Salah,Bruno Peres,Daniele De Rossi,Federico Fazio,Alessandro Florenzi,Kostas Manolas,Inter,Samir Handanović,João Mário,Mauro Icardi,Cristian Ansaldi,Gary Medel,Éver Banega,Davide Santon,Jeison Murillo,Miranda,Ivan Perišić,Antonio Candreva,2,1,Matchweek 7,7,6.0,2.0,2.0,4.0,10.0,11.0,7.0,11.0
69,69,Napoli,Pepe Reina,Elseid Hysaj,Allan,José Callejón,Jorginho,Marek Hamšík,Nikola Maksimović,Manolo Gabbiadini,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Roma,Wojciech Szczęsny,Juan Jesus,Radja Nainggolan,Leandro Paredes,Diego Perotti,Edin Džeko,Mohamed Salah,Daniele De Rossi,Federico Fazio,Alessandro Florenzi,Kostas Manolas,1,3,Matchweek 8,8,8.0,7.0,3.0,2.0,14.0,13.0,10.0,9.0
70,70,Pescara,Albano Bizzarri,Cristiano Biraghi,Bryan Cristante,Ahmad Benali,Hugo Campagnaro,Jean-Christophe Bahebeck,Gastón Brugman,Gianluca Caprari,Alberto Aquilani,Davide Vitturini,Andrea Coda,Sampdoria,Emiliano Viviano,Jacopo Sala,Édgar Barreto,Ricky Álvarez,Karol Linetty,Vasco Regini,Matías Silvestre,Fabio Quagliarella,Lucas Torreira,Milan Škriniar,Ante Budimir,1,1,Matchweek 8,8,-3.0,-3.0,-5.0,-4.0,6.0,7.0,2.0,1.0
