,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek
10,Bologna,Łukasz Skorupski,Stefano Denswil,Gary Medel,Riccardo Orsolini,Nicola Sansone,Takehiro Tomiyasu,Andrea Poli,Roberto Soriano,Mattia Destro,Danilo Larangeira,Mitchell Dijks,SPAL,Etrit Berisha,Igor,Thiago Cionek,Simone Missiroli,Mattia Valoti,Jasmin Kurtić,Francesco Vicari,Felipe dal Belo,Federico Di Francesco,Andrea Petagna,Marco D'Alessandro,1,0,Matchweek 2
11,Milan,Gianluigi Donnarumma,Davide Calabria,Ismaël Bennacer,Samu Castillejo,Suso,Hakan Çalhanoğlu,Alessio Romagnoli,Mateo Musacchio,André Silva,Ricardo Rodríguez,Franck Kessié,Brescia,Jesse Joronen,Stefano Sabelli,Sandro Tonali,Nikolas Špalek,Alfredo Donnarumma,Ernesto Torregrossa,Jhon Chancellor,Andrea Cistana,Dimitri Bisoli,Bruno Martella,Daniele Dessena,1,0,Matchweek 2
12,Juventus,Wojciech Szczęsny,Mattia De Sciglio,Matthijs de Ligt,Miralem Pjanić,Sami Khedira,Cristiano Ronaldo,Douglas Costa,Alex Sandro,Blaise Matuidi,Leonardo Bonucci,Gonzalo Higuaín,Napoli,Alex Meret,Allan,José Callejón,Fabián Ruiz Peña,Dries Mertens,Piotr Zieliński,Giovanni Di Lorenzo,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Kostas Manolas,4,3,Matchweek 2
13,Lazio,Thomas Strakosha,Luiz Felipe,Lucas Leiva,Luis Alberto,Joaquín Correa,Ciro Immobile,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,Manuel Lazzari,Francesco Acerbi,Roma,Pau López,Bryan Cristante,Lorenzo Pellegrini,Edin Džeko,Aleksandar Kolarov,Cengiz Ünder,Federico Fazio,Nicolò Zaniolo,Gianluca Mancini,Alessandro Florenzi,Justin Kluivert,1,1,Matchweek 2
14,Sassuolo,Andrea Consigli,Marlon,Alfred Duncan,Francesco Caputo,Federico Peluso,Pedro Obiang,Mert Müldür,Hamed Junior Traorè,Domenico Berardi,Gian Marco Ferrari,Manuel Locatelli,Sampdoria,Emil Audero,Ronaldo Vieira,Albin Ekdal,Gastón Ramírez,Jakub Jankto,Omar Colley,Jeison Murillo,Bartosz Bereszyński,Mehdi Léris,Fabio Quagliarella,Nicola Murru,4,1,Matchweek 2
15,Udinese,Juan Musso,Samir Santos,William Troost-Ekong,Mato Jajalo,Rodrigo De Paul,Ken Sema,Kevin Lasagna,Jens Stryger Larsen,Ilija Nestorovski,Rolando Mandragora,Rodrigo Becão,Parma,Luigi Sepe,Simone Iacoponi,Alberto Grassi,Roberto Inglese,Hernani,Vincent Laurini,Antonino Barillà,Bruno Alves,Gervinho,Riccardo Gagliolo,Dejan Kulusevski,1,3,Matchweek 2
16,Genoa,Ionuț Radu,Cristián Zapata,Antonio Barreca,Domenico Criscito,Lukas Lerager,Christian Kouamé,Cristian Romero,Paolo Ghiglione,Lasse Schöne,Ivan Radovanović,Andrea Pinamonti,Fiorentina,Bartłomiej Drągowski,Nikola Milenković,Milan Badelj,Luca Ranieri,Gaetano Castrovilli,Kevin-Prince Boateng,Riccardo Sottil,Germán Pezzella,Pol Lirola,Federico Chiesa,Erick Pulgar,2,1,Matchweek 2
17,Cagliari,Robin Olsen,Radja Nainggolan,Marko Rog,Alberto Cerri,João Pedro,Ragnar Klavan,Nahitan Nández,Fabio Pisacane,Artur Ioniță,Luca Ceppitelli,Luca Pellegrini,Inter,Samir Handanović,Matías Vecino,Romelu Lukaku,Lautaro Martínez,Stefano Sensi,Andrea Ranocchia,Kwadwo Asamoah,Danilo D'Ambrosio,Milan Škriniar,Marcelo Brozović,Antonio Candreva,1,2,Matchweek 2
18,Lecce,Gabriel,Fabio Lucioni,Romario Benzar,Marco Mancosu,Gianluca Lapadula,Filippo Falco,Yevhen Shakhov,Luca Rossettini,Žan Majer,Cristian Dell'Orco,Panagiotis Tachtsidis,Hellas Verona,Marco Silvestri,Miguel Veloso,Davide Faraoni,Liam Henderson,Amir Rrahmani,Mattia Zaccagni,Koray Günter,Marash Kumbulla,Sofyan Amrabat,Gennaro Tutino,Darko Lazović,0,1,Matchweek 2
19,Atalanta,Pierluigi Gollini,Rafael Tolói,Andrea Masiello,Robin Gosens,Papu Gómez,Marten de Roon,Berat Djimsiti,Hans Hateboer,Josip Iličić,Mario Pašalić,Duván Zapata,Torino,Salvatore Sirigu,Armando Izzo,Daniele Baselli,Andrea Belotti,Kevin Bonifazi,Álex Berenguer,Soualiho Meïté,Lorenzo De Silvestri,Koffi Djidji,Ola Aina,Tomás Rincón,2,3,Matchweek 2
20,Fiorentina,Bartłomiej Drągowski,Nikola Milenković,Milan Badelj,Franck Ribéry,Gaetano Castrovilli,Germán Pezzella,Pol Lirola,Martín Cáceres,Federico Chiesa,Dalbert Henrique,Erick Pulgar,Juventus,Wojciech Szczęsny,Matthijs de Ligt,Miralem Pjanić,Sami Khedira,Cristiano Ronaldo,Douglas Costa,Alex Sandro,Danilo,Blaise Matuidi,Leonardo Bonucci,Gonzalo Higuaín,0,0,Matchweek 3
21,Napoli,Alex Meret,Mário Rui,José Callejón,Fabián Ruiz Peña,Hirving Lozano,Elif Elmas,Dries Mertens,Nikola Maksimović,Piotr Zieliński,Giovanni Di Lorenzo,Kalidou Koulibaly,Sampdoria,Emil Audero,Albin Ekdal,Karol Linetty,Emiliano Rigoni,Gianluca Caprari,Vasco Regini,Jeison Murillo,Bartosz Bereszyński,Alex Ferrari,Fabio Quagliarella,Nicola Murru,2,0,Matchweek 3
22,Inter,Samir Handanović,Diego Godín,Stefan de Vrij,Romelu Lukaku,Stefano Sensi,Matteo Politano,Kwadwo Asamoah,Nicolò Barella,Milan Škriniar,Marcelo Brozović,Antonio Candreva,Udinese,Juan Musso,Nicholas Opoku,Seko Fofana,Mato Jajalo,Rodrigo De Paul,Walace,Ken Sema,Kevin Lasagna,Jens Stryger Larsen,Rodrigo Becão,Sebastien De Maio,1,0,Matchweek 3
23,Genoa,Ionuț Radu,Cristián Zapata,Antonio Barreca,Domenico Criscito,Lukas Lerager,Christian Kouamé,Cristian Romero,Paolo Ghiglione,Lasse Schöne,Ivan Radovanović,Andrea Pinamonti,Atalanta,Pierluigi Gollini,Rafael Tolói,Andrea Masiello,Robin Gosens,Papu Gómez,Remo Freuler,Berat Djimsiti,Hans Hateboer,Josip Iličić,Mario Pašalić,Duván Zapata,1,2,Matchweek 3
24,Brescia,Jesse Joronen,Stefano Sabelli,Aleš Matějů,Sandro Tonali,Alfredo Donnarumma,Jhon Chancellor,Andrea Cistana,Florian Ayé,Dimitri Bisoli,Daniele Dessena,Rômulo,Bologna,Łukasz Skorupski,Stefano Denswil,Gary Medel,Riccardo Orsolini,Nicola Sansone,Mattia Bani,Takehiro Tomiyasu,Roberto Soriano,Rodrigo Palacio,Blerim Džemaili,Mitchell Dijks,3,4,Matchweek 3
25,SPAL,Etrit Berisha,Thiago Cionek,Simone Missiroli,Alessandro Murgia,Arkadiusz Reca,Jasmin Kurtić,Francesco Vicari,Federico Di Francesco,Andrea Petagna,Nenad Tomović,Marco D'Alessandro,Lazio,Thomas Strakosha,Patric,Lucas Leiva,Luis Alberto,Marco Parolo,Ciro Immobile,Senad Lulić,Felipe Caicedo,Ștefan Radu,Manuel Lazzari,Francesco Acerbi,2,1,Matchweek 3
26,Parma,Luigi Sepe,Simone Iacoponi,Roberto Inglese,Hernani,Gastón Brugman,Antonino Barillà,Bruno Alves,Gervinho,Riccardo Gagliolo,Matteo Darmian,Dejan Kulusevski,Cagliari,Robin Olsen,Marko Rog,Luca Cigarini,João Pedro,Fabrizio Cacciatore,Nahitan Nández,Fabio Pisacane,Luca Ceppitelli,Lucas Castro,Luca Pellegrini,Giovanni Simeone,1,3,Matchweek 3
27,Roma,Pau López,Bryan Cristante,Lorenzo Pellegrini,Edin Džeko,Aleksandar Kolarov,Federico Fazio,Jordan Veretout,Gianluca Mancini,Alessandro Florenzi,Henrikh Mkhitaryan,Justin Kluivert,Sassuolo,Andrea Consigli,Marlon,Alfred Duncan,Francesco Caputo,Grégoire Defrel,Federico Peluso,Pedro Obiang,Vlad Chiricheș,Domenico Berardi,Gian Marco Ferrari,Manuel Locatelli,4,2,Matchweek 3
28,Hellas Verona,Marco Silvestri,Miguel Veloso,Davide Faraoni,Mariusz Stępiński,Amir Rrahmani,Valerio Verre,Mattia Zaccagni,Koray Günter,Marash Kumbulla,Sofyan Amrabat,Darko Lazović,Milan,Gianluigi Donnarumma,Davide Calabria,Suso,Krzysztof Piątek,Hakan Çalhanoğlu,Alessio Romagnoli,Lucas Biglia,Mateo Musacchio,Lucas Paquetá,Ricardo Rodríguez,Franck Kessié,0,1,Matchweek 3
29,Torino,Salvatore Sirigu,Armando Izzo,Daniele Baselli,Andrea Belotti,Kevin Bonifazi,Álex Berenguer,Soualiho Meïté,Lorenzo De Silvestri,Koffi Djidji,Ola Aina,Tomás Rincón,Lecce,Gabriel,Fabio Lucioni,Gianluca Lapadula,Filippo Falco,Luca Rossettini,Diego Farias,Andrea Tabanelli,Marco Calderoni,Andrea Rispoli,Žan Majer,Panagiotis Tachtsidis,1,2,Matchweek 3
30,Cagliari,Robin Olsen,Luca Cigarini,João Pedro,Fabrizio Cacciatore,Nahitan Nández,Fabio Pisacane,Artur Ioniță,Luca Ceppitelli,Lucas Castro,Luca Pellegrini,Giovanni Simeone,Genoa,Ionuț Radu,Cristián Zapata,Domenico Criscito,Christian Kouamé,Davide Biraschi,Lasse Schöne,Ivan Radovanović,Andrea Favilli,Peter Ankersen,Marko Pajač,Riccardo Saponara,3,1,Matchweek 4
31,Udinese,Juan Musso,Samir Santos,Seko Fofana,Mato Jajalo,Walace,Ken Sema,Kevin Lasagna,Jens Stryger Larsen,Ignacio Pussetto,Rodrigo Becão,Sebastien De Maio,Brescia,Jesse Joronen,Stefano Sabelli,Aleš Matějů,Sandro Tonali,Nikolas Špalek,Alfredo Donnarumma,Jhon Chancellor,Andrea Cistana,Florian Ayé,Dimitri Bisoli,Rômulo,0,1,Matchweek 4
32,Juventus,Gianluigi Buffon,Cristiano Ronaldo,Aaron Ramsey,Paulo Dybala,Alex Sandro,Danilo,Blaise Matuidi,Juan Cuadrado,Leonardo Bonucci,Merih Demiral,Rodrigo Bentancur,Hellas Verona,Marco Silvestri,Miguel Veloso,Davide Faraoni,Samuel Di Carmine,Amir Rrahmani,Valerio Verre,Mattia Zaccagni,Koray Günter,Marash Kumbulla,Sofyan Amrabat,Darko Lazović,2,1,Matchweek 4
33,Milan,Gianluigi Donnarumma,Suso,Krzysztof Piątek,Hakan Çalhanoğlu,Andrea Conti,Alessio Romagnoli,Rafael Leão,Lucas Biglia,Mateo Musacchio,Ricardo Rodríguez,Franck Kessié,Inter,Samir Handanović,Diego Godín,Stefan de Vrij,Romelu Lukaku,Lautaro Martínez,Stefano Sensi,Kwadwo Asamoah,Nicolò Barella,Danilo D'Ambrosio,Milan Škriniar,Marcelo Brozović,0,2,Matchweek 4
34,Sassuolo,Andrea Consigli,Alfred Duncan,Francesco Caputo,Grégoire Defrel,Federico Peluso,Pedro Obiang,Vlad Chiricheș,Jeremy Toljan,Hamed Junior Traorè,Domenico Berardi,Gian Marco Ferrari,SPAL,Etrit Berisha,Thiago Cionek,Simone Missiroli,Alessandro Murgia,Jasmin Kurtić,Gabriel Strefezza,Francesco Vicari,Federico Di Francesco,Andrea Petagna,Nenad Tomović,Marco D'Alessandro,3,0,Matchweek 4
35,Bologna,Łukasz Skorupski,Stefano Denswil,Gary Medel,Riccardo Orsolini,Nicola Sansone,Mattia Bani,Takehiro Tomiyasu,Andrea Poli,Roberto Soriano,Mattia Destro,Mitchell Dijks,Roma,Pau López,Bryan Cristante,Lorenzo Pellegrini,Edin Džeko,Aleksandar Kolarov,Federico Fazio,Jordan Veretout,Gianluca Mancini,Alessandro Florenzi,Henrikh Mkhitaryan,Justin Kluivert,1,2,Matchweek 4
36,Sampdoria,Emil Audero,Ronaldo Vieira,Albin Ekdal,Emiliano Rigoni,Fabio Depaoli,Omar Colley,Manolo Gabbiadini,Bartosz Bereszyński,Alex Ferrari,Fabio Quagliarella,Nicola Murru,Torino,Salvatore Sirigu,Lyanco,Armando Izzo,Daniele Baselli,Andrea Belotti,Simone Zaza,Soualiho Meïté,Lorenzo De Silvestri,Ola Aina,Gleison Bremer,Tomás Rincón,1,0,Matchweek 4
37,Lecce,Gabriel,Fabio Lucioni,Marco Mancosu,Filippo Falco,Luca Rossettini,Diego Farias,Andrea Tabanelli,Marco Calderoni,Andrea Rispoli,Žan Majer,Panagiotis Tachtsidis,Napoli,David Ospina,Kévin Malcuit,Fabián Ruiz Peña,Fernando Llorente,Elif Elmas,Nikola Maksimović,Piotr Zieliński,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Arkadiusz Milik,1,4,Matchweek 4
38,Atalanta,Pierluigi Gollini,Andrea Masiello,José Luis Palomino,Robin Gosens,Luis Muriel,Marten de Roon,Ruslan Malinovskyi,Berat Djimsiti,Timothy Castagne,Mario Pašalić,Duván Zapata,Fiorentina,Bartłomiej Drągowski,Nikola Milenković,Milan Badelj,Franck Ribéry,Gaetano Castrovilli,Germán Pezzella,Pol Lirola,Martín Cáceres,Federico Chiesa,Dalbert Henrique,Erick Pulgar,2,2,Matchweek 4
39,Lazio,Thomas Strakosha,Luiz Felipe,Lucas Leiva,Luis Alberto,Joaquín Correa,Ciro Immobile,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,Francesco Acerbi,Adam Marušić,Parma,Luigi Sepe,Simone Iacoponi,Roberto Inglese,Hernani,Gastón Brugman,Antonino Barillà,Bruno Alves,Gervinho,Matteo Darmian,Dejan Kulusevski,Giuseppe Pezzella,2,0,Matchweek 4
40,Hellas Verona,Marco Silvestri,Miguel Veloso,Davide Faraoni,Samuel Di Carmine,Amir Rrahmani,Mattia Zaccagni,Koray Günter,Paweł Dawidowicz,Matteo Pessina,Sofyan Amrabat,Darko Lazović,Udinese,Juan Musso,Samir Santos,William Troost-Ekong,Seko Fofana,Mato Jajalo,Ken Sema,Kevin Lasagna,Jens Stryger Larsen,Rolando Mandragora,Rodrigo Becão,Antonín Barák,0,0,Matchweek 5
41,Brescia,Jesse Joronen,Stefano Sabelli,Aleš Matějů,Sandro Tonali,Alfredo Donnarumma,Jhon Chancellor,Andrea Cistana,Dimitri Bisoli,Daniele Dessena,Rômulo,Mario Balotelli,Juventus,Wojciech Szczęsny,Matthijs de Ligt,Miralem Pjanić,Sami Khedira,Aaron Ramsey,Paulo Dybala,Alex Sandro,Danilo,Leonardo Bonucci,Gonzalo Higuaín,Adrien Rabiot,1,2,Matchweek 5
42,Roma,Pau López,Bryan Cristante,Chris Smalling,Lorenzo Pellegrini,Edin Džeko,Aleksandar Kolarov,Federico Fazio,Jordan Veretout,Nicolò Zaniolo,Alessandro Florenzi,Leonardo Spinazzola,Atalanta,Pierluigi Gollini,Rafael Tolói,Simon Kjær,José Luis Palomino,Papu Gómez,Remo Freuler,Marten de Roon,Ruslan Malinovskyi,Timothy Castagne,Hans Hateboer,Josip Iličić,0,2,Matchweek 5
43,Fiorentina,Bartłomiej Drągowski,Nikola Milenković,Milan Badelj,Franck Ribéry,Gaetano Castrovilli,Germán Pezzella,Pol Lirola,Martín Cáceres,Federico Chiesa,Dalbert Henrique,Erick Pulgar,Sampdoria,Emil Audero,Ronaldo Vieira,Albin Ekdal,Gastón Ramírez,Fabio Depaoli,Omar Colley,Gianluca Caprari,Jeison Murillo,Manolo Gabbiadini,Bartosz Bereszyński,Nicola Murru,2,1,Matchweek 5
44,Napoli,Alex Meret,Allan,Mário Rui,José Callejón,Hirving Lozano,Dries Mertens,Nikola Maksimović,Piotr Zieliński,Giovanni Di Lorenzo,Lorenzo Insigne,Kostas Manolas,Cagliari,Robin Olsen,Marko Rog,João Pedro,Fabrizio Cacciatore,Ragnar Klavan,Christian Oliva,Nahitan Nández,Fabio Pisacane,Artur Ioniță,Charalambos Lykogiannis,Giovanni Simeone,0,1,Matchweek 5
45,Genoa,Ionuț Radu,Cristián Zapata,Antonio Barreca,Domenico Criscito,Lukas Lerager,Christian Kouamé,Cristian Romero,Paolo Ghiglione,Lasse Schöne,Ivan Radovanović,Andrea Pinamonti,Bologna,Łukasz Skorupski,Stefano Denswil,Gary Medel,Riccardo Orsolini,Nicola Sansone,Ladislav Krejčí,Mattia Bani,Takehiro Tomiyasu,Andrea Poli,Roberto Soriano,Rodrigo Palacio,0,0,Matchweek 5
46,Inter,Samir Handanović,Diego Godín,Stefan de Vrij,Matías Vecino,Romelu Lukaku,Matteo Politano,Nicolò Barella,Danilo D'Ambrosio,Cristiano Biraghi,Milan Škriniar,Marcelo Brozović,Lazio,Thomas Strakosha,Luiz Felipe,Luis Alberto,Joaquín Correa,Bastos,Marco Parolo,Felipe Caicedo,Sergej Milinković-Savić,Jony,Manuel Lazzari,Francesco Acerbi,1,0,Matchweek 5
47,SPAL,Etrit Berisha,Thiago Cionek,Simone Missiroli,Sergio Floccari,Alessandro Murgia,Arkadiusz Reca,Jasmin Kurtić,Francesco Vicari,Felipe dal Belo,Federico Di Francesco,Andrea Petagna,Lecce,Gabriel,Jacopo Petriccione,Fabio Lucioni,Marco Mancosu,Filippo Falco,Luca Rossettini,Andrea Tabanelli,Marco Calderoni,Andrea Rispoli,Khouma Babacar,Žan Majer,1,3,Matchweek 5
48,Parma,Luigi Sepe,Simone Iacoponi,Roberto Inglese,Hernani,Antonino Barillà,Matteo Scozzarella,Bruno Alves,Gervinho,Riccardo Gagliolo,Matteo Darmian,Dejan Kulusevski,Sassuolo,Andrea Consigli,Francesco Magnanelli,Jeremie Boga,Francesco Caputo,Pedro Obiang,Mert Müldür,Vlad Chiricheș,Jeremy Toljan,Domenico Berardi,Gian Marco Ferrari,Manuel Locatelli,1,0,Matchweek 5
49,Torino,Salvatore Sirigu,Lyanco,Armando Izzo,Daniele Baselli,Andrea Belotti,Simone Zaza,Simone Verdi,Lorenzo De Silvestri,Ola Aina,Gleison Bremer,Tomás Rincón,Milan,Gianluigi Donnarumma,Davide Calabria,Ismaël Bennacer,Suso,Krzysztof Piątek,Hakan Çalhanoğlu,Alessio Romagnoli,Rafael Leão,Theo Hernández,Mateo Musacchio,Franck Kessié,2,1,Matchweek 5
50,Juventus,Gianluigi Buffon,Matthijs de Ligt,Miralem Pjanić,Sami Khedira,Cristiano Ronaldo,Aaron Ramsey,Paulo Dybala,Blaise Matuidi,Juan Cuadrado,Leonardo Bonucci,Adrien Rabiot,SPAL,Etrit Berisha,Igor,Mirko Valdifiori,Simone Missiroli,Gabriele Moncini,Alessandro Murgia,Arkadiusz Reca,Francesco Vicari,Jacopo Sala,Andrea Petagna,Nenad Tomović,2,0,Matchweek 6
51,Sampdoria,Emil Audero,Julian Chabot,Albin Ekdal,Karol Linetty,Emiliano Rigoni,Fabio Depaoli,Jakub Jankto,Omar Colley,Bartosz Bereszyński,Fabio Quagliarella,Nicola Murru,Inter,Samir Handanović,Roberto Gagliardini,Stefan de Vrij,Alexis Sánchez,Lautaro Martínez,Stefano Sensi,Kwadwo Asamoah,Milan Škriniar,Marcelo Brozović,Antonio Candreva,Alessandro Bastoni,1,3,Matchweek 6
52,Sassuolo,Andrea Consigli,Jeremie Boga,Alfred Duncan,Grégoire Defrel,Federico Peluso,Pedro Obiang,Vlad Chiricheș,Jeremy Toljan,Domenico Berardi,Gian Marco Ferrari,Mehdi Bourabia,Atalanta,Marco Sportiello,Rafael Tolói,Andrea Masiello,Robin Gosens,Papu Gómez,Remo Freuler,Berat Djimsiti,Hans Hateboer,Josip Iličić,Mario Pašalić,Duván Zapata,1,4,Matchweek 6
53,Napoli,David Ospina,Allan,José Callejón,Fabián Ruiz Peña,Fernando Llorente,Dries Mertens,Nikola Maksimović,Piotr Zieliński,Giovanni Di Lorenzo,Faouzi Ghoulam,Kostas Manolas,Brescia,Jesse Joronen,Stefano Sabelli,Sandro Tonali,Nikolas Špalek,Alfredo Donnarumma,Jhon Chancellor,Andrea Cistana,Dimitri Bisoli,Bruno Martella,Daniele Dessena,Mario Balotelli,2,1,Matchweek 6
54,Udinese,Juan Musso,Samir Santos,William Troost-Ekong,Seko Fofana,Stefano Okaka,Mato Jajalo,Ken Sema,Jens Stryger Larsen,Ilija Nestorovski,Rolando Mandragora,Rodrigo Becão,Bologna,Łukasz Skorupski,Stefano Denswil,Gary Medel,Riccardo Orsolini,Federico Santander,Nicola Sansone,Ladislav Krejčí,Mattia Bani,Takehiro Tomiyasu,Roberto Soriano,Blerim Džemaili,1,0,Matchweek 6
55,Lecce,Gabriel,Jacopo Petriccione,Fabio Lucioni,Marco Mancosu,Filippo Falco,Luca Rossettini,Marco Calderoni,Andrea Rispoli,Khouma Babacar,Žan Majer,Panagiotis Tachtsidis,Roma,Pau López,Chris Smalling,Lorenzo Pellegrini,Edin Džeko,Aleksandar Kolarov,Jordan Veretout,Gianluca Mancini,Alessandro Florenzi,Amadou Diawara,Henrikh Mkhitaryan,Justin Kluivert,0,1,Matchweek 6
56,Lazio,Thomas Strakosha,Luiz Felipe,Lucas Leiva,Luis Alberto,Joaquín Correa,Ciro Immobile,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,Francesco Acerbi,Adam Marušić,Genoa,Ionuț Radu,Antonio Barreca,Domenico Criscito,Lukas Lerager,Antonio Sanabria,Christian Kouamé,Jawad El Yamiq,Cristian Romero,Paolo Ghiglione,Ivan Radovanović,Francesco Cassata,4,0,Matchweek 6
57,Cagliari,Robin Olsen,Marko Rog,Luca Cigarini,João Pedro,Fabrizio Cacciatore,Nahitan Nández,Fabio Pisacane,Luca Ceppitelli,Lucas Castro,Luca Pellegrini,Giovanni Simeone,Hellas Verona,Marco Silvestri,Miguel Veloso,Davide Faraoni,Mariusz Stępiński,Amir Rrahmani,Valerio Verre,Mattia Zaccagni,Koray Günter,Paweł Dawidowicz,Sofyan Amrabat,Darko Lazović,1,1,Matchweek 6
