,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form
0,0,Inter,Samir Handanović,Stefan de Vrij,Edin Džeko,Stefano Sensi,Ivan Perišić,Hakan Çalhanoğlu,Nicolò Barella,Matteo Darmian,Milan Škriniar,Marcelo Brozović,Alessandro Bastoni,Genoa,Salvatore Sirigu,Zinho Vanheusden,Domenico Criscito,Davide Biraschi,Goran Pandev,Stefano Sturaro,Hernani,Milan Badelj,Andrea Cambiaso,Nicolò Rovella,Yayah Kallon,4,0,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,Hellas Verona,Ivor Pandur,Miguel Veloso,Antonín Barák,Darko Lazović,Nikola Kalinić,Mattia Zaccagni,Nicolò Casale,Federico Ceccherini,Koray Günter,Paweł Dawidowicz,Martin Hongla,Sassuolo,Andrea Consigli,Rogério,Jeremie Boga,Maxime Lopez,Francesco Caputo,Filip Đuričić,Davide Frattesi,Giacomo Raspadori,Vlad Chiricheș,Jeremy Toljan,Gian Marco Ferrari,2,3,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,Torino,Vanja Milinković-Savić,Gleison Bremer,Saša Lukić,Marko Pjaca,Ricardo Rodríguez,Wilfried Singo,Antonio Sanabria,Koffi Djidji,Ola Aina,Rolando Mandragora,Karol Linetty,Atalanta,Juan Musso,Joakim Mæhle,José Luis Palomino,Robin Gosens,Luis Muriel,Ruslan Malinovskyi,Berat Djimsiti,Merih Demiral,Matteo Pessina,Josip Iličić,Mario Pašalić,1,2,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,Empoli,Guglielmo Vicario,Riccardo Marchizza,Simone Romagnoli,Leonardo Mancuso,Patrick Cutrone,Nedim Bajrami,Filippo Bandinelli,Samuele Ricci,Petar Stojanović,Nicolas Haas,Ardian Ismajli,Lazio,Pepe Reina,Luiz Felipe,Lucas Leiva,Felipe Anderson,Jean-Daniel Akpa-Akpro,Pedro,Ciro Immobile,Sergej Milinković-Savić,Elseid Hysaj,Manuel Lazzari,Francesco Acerbi,1,3,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,Bologna,Łukasz Skorupski,Aaron Hickey,Kevin Bonifazi,Riccardo Orsolini,Nicolás Domínguez,Marko Arnautović,Gary Medel,Roberto Soriano,Lorenzo De Silvestri,Jerdy Schouten,Musa Barrow,Salernitana,Vid Belec,Mamadou Coulibaly,Matteo Ruggeri,Paweł Jaroszyński,Stefan Strandberg,Federico Bonazzoli,Milan Đurić,Lassana Coulibaly,Norbert Gyömbér,Wajdi Kechrida,Leonardo Capezzi,3,2,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,Udinese,Marco Silvestri,Samir Santos,Tolgay Arslan,Jean-Victor Makengo,Walace,Destiny Udogie,Nahuel Molina,Bram Nuytinck,Ignacio Pussetto,Roberto Pereyra,Rodrigo Becão,Juventus,Wojciech Szczęsny,Matthijs de Ligt,Danilo,Aaron Ramsey,Álvaro Morata,Paulo Dybala,Juan Cuadrado,Alex Sandro,Leonardo Bonucci,Federico Bernardeschi,Rodrigo Bentancur,2,2,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,Napoli,Alex Meret,Mário Rui,Fabián Ruiz Peña,Victor Osimhen,Piotr Zieliński,Matteo Politano,Giovanni Di Lorenzo,Lorenzo Insigne,Kalidou Koulibaly,Kostas Manolas,Stanislav Lobotka,Venezia,Niki Mäenpää,Cristian Molinaro,Francesco Forte,Luca Fiordilino,Dennis Johnsen,Daan Heymans,Francesco Di Mariano,Tyronne Ebuehi,Mattia Caldara,Pietro Ceccaroni,Dor Peretz,2,0,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,Roma,Rui Patrício,Rick Karsdorp,Roger Ibanez,Bryan Cristante,Matías Viña,Lorenzo Pellegrini,Tammy Abraham,Jordan Veretout,Nicolò Zaniolo,Gianluca Mancini,Henrikh Mkhitaryan,Fiorentina,Bartłomiej Drągowski,Cristiano Biraghi,Nikola Milenković,Giacomo Bonaventura,José Callejón,Dušan Vlahović,Youssef Maleh,Erick Pulgar,Nicolás González,Lorenzo Venuti,Igor,3,1,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,Cagliari,Alessio Cragno,Diego Godín,Răzvan Marin,João Pedro,Alessandro Deiola,Kevin Strootman,Nahitan Nández,Dalbert Henrique,Leonardo Pavoletti,Sebastian Walukiewicz,Andrea Carboni,Spezia,Jeroen Zoet,Daniele Verde,Emmanuel Gyasi,Petko Hristov,Ebrima Colley,Simone Bastoni,Salvador Ferrer,Giulio Maggiore,Kelvin Amian,Martin Erlic,Dimitris Nikolaou,2,2,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,Sampdoria,Emil Audero,Morten Thorsby,Tommaso Augello,Albin Ekdal,Omar Colley,Maya Yoshida,Manolo Gabbiadini,Bartosz Bereszyński,Fabio Quagliarella,Mikkel Damsgaard,Antonio Candreva,Milan,Mike Maignan,Davide Calabria,Sandro Tonali,Olivier Giroud,Brahim Díaz,Rafael Leão,Theo Hernández,Fikayo Tomori,Simon Kjær,Rade Krunić,Alexis Saelemaekers,0,1,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
