,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek
0,Inter,Samir Handanović,Stefan de Vrij,Edin Džeko,Stefano Sensi,Ivan Perišić,Hakan Çalhanoğlu,Nicolò Barella,Matteo Darmian,Milan Škriniar,Marcelo Brozović,Alessandro Bastoni,Genoa,Salvatore Sirigu,Zinho Vanheusden,Domenico Criscito,Davide Biraschi,Goran Pandev,Stefano Sturaro,Hernani,Milan Badelj,Andrea Cambiaso,Nicolò Rovella,Yayah Kallon,4,0,Matchweek 1
1,Hellas Verona,Ivor Pandur,Miguel Veloso,Antonín Barák,Darko Lazović,Nikola Kalinić,Mattia Zaccagni,Nicolò Casale,Federico Ceccherini,Koray Günter,Paweł Dawidowicz,Martin Hongla,Sassuolo,Andrea Consigli,Rogério,Jeremie Boga,Maxime Lopez,Francesco Caputo,Filip Đuričić,Davide Frattesi,Giacomo Raspadori,Vlad Chiricheș,Jeremy Toljan,Gian Marco Ferrari,2,3,Matchweek 1
2,Torino,Vanja Milinković-Savić,Gleison Bremer,Saša Lukić,Marko Pjaca,Ricardo Rodríguez,Wilfried Singo,Antonio Sanabria,Koffi Djidji,Ola Aina,Rolando Mandragora,Karol Linetty,Atalanta,Juan Musso,Joakim Mæhle,José Luis Palomino,Robin Gosens,Luis Muriel,Ruslan Malinovskyi,Berat Djimsiti,Merih Demiral,Matteo Pessina,Josip Iličić,Mario Pašalić,1,2,Matchweek 1
3,Empoli,Guglielmo Vicario,Riccardo Marchizza,Simone Romagnoli,Leonardo Mancuso,Patrick Cutrone,Nedim Bajrami,Filippo Bandinelli,Samuele Ricci,Petar Stojanović,Nicolas Haas,Ardian Ismajli,Lazio,Pepe Reina,Luiz Felipe,Lucas Leiva,Felipe Anderson,Jean-Daniel Akpa-Akpro,Pedro,Ciro Immobile,Sergej Milinković-Savić,Elseid Hysaj,Manuel Lazzari,Francesco Acerbi,1,3,Matchweek 1
4,Bologna,Łukasz Skorupski,Aaron Hickey,Kevin Bonifazi,Riccardo Orsolini,Nicolás Domínguez,Marko Arnautović,Gary Medel,Roberto Soriano,Lorenzo De Silvestri,Jerdy Schouten,Musa Barrow,Salernitana,Vid Belec,Mamadou Coulibaly,Matteo Ruggeri,Paweł Jaroszyński,Stefan Strandberg,Federico Bonazzoli,Milan Đurić,Lassana Coulibaly,Norbert Gyömbér,Wajdi Kechrida,Leonardo Capezzi,3,2,Matchweek 1
5,Udinese,Marco Silvestri,Samir Santos,Tolgay Arslan,Jean-Victor Makengo,Walace,Destiny Udogie,Nahuel Molina,Bram Nuytinck,Ignacio Pussetto,Roberto Pereyra,Rodrigo Becão,Juventus,Wojciech Szczęsny,Matthijs de Ligt,Danilo,Aaron Ramsey,Álvaro Morata,Paulo Dybala,Juan Cuadrado,Alex Sandro,Leonardo Bonucci,Federico Bernardeschi,Rodrigo Bentancur,2,2,Matchweek 1
6,Napoli,Alex Meret,Mário Rui,Fabián Ruiz Peña,Victor Osimhen,Piotr Zieliński,Matteo Politano,Giovanni Di Lorenzo,Lorenzo Insigne,Kalidou Koulibaly,Kostas Manolas,Stanislav Lobotka,Venezia,Niki Mäenpää,Cristian Molinaro,Francesco Forte,Luca Fiordilino,Dennis Johnsen,Daan Heymans,Francesco Di Mariano,Tyronne Ebuehi,Mattia Caldara,Pietro Ceccaroni,Dor Peretz,2,0,Matchweek 1
7,Roma,Rui Patrício,Rick Karsdorp,Roger Ibanez,Bryan Cristante,Matías Viña,Lorenzo Pellegrini,Tammy Abraham,Jordan Veretout,Nicolò Zaniolo,Gianluca Mancini,Henrikh Mkhitaryan,Fiorentina,Bartłomiej Drągowski,Cristiano Biraghi,Nikola Milenković,Giacomo Bonaventura,José Callejón,Dušan Vlahović,Youssef Maleh,Erick Pulgar,Nicolás González,Lorenzo Venuti,Igor,3,1,Matchweek 1
8,Cagliari,Alessio Cragno,Diego Godín,Răzvan Marin,João Pedro,Alessandro Deiola,Kevin Strootman,Nahitan Nández,Dalbert Henrique,Leonardo Pavoletti,Sebastian Walukiewicz,Andrea Carboni,Spezia,Jeroen Zoet,Daniele Verde,Emmanuel Gyasi,Petko Hristov,Ebrima Colley,Simone Bastoni,Salvador Ferrer,Giulio Maggiore,Kelvin Amian,Martin Erlic,Dimitris Nikolaou,2,2,Matchweek 1
9,Sampdoria,Emil Audero,Morten Thorsby,Tommaso Augello,Albin Ekdal,Omar Colley,Maya Yoshida,Manolo Gabbiadini,Bartosz Bereszyński,Fabio Quagliarella,Mikkel Damsgaard,Antonio Candreva,Milan,Mike Maignan,Davide Calabria,Sandro Tonali,Olivier Giroud,Brahim Díaz,Rafael Leão,Theo Hernández,Fikayo Tomori,Simon Kjær,Rade Krunić,Alexis Saelemaekers,0,1,Matchweek 1
10,Udinese,Marco Silvestri,Samir Santos,Tolgay Arslan,Jean-Victor Makengo,Walace,Nahuel Molina,Bram Nuytinck,Jens Stryger Larsen,Ignacio Pussetto,Roberto Pereyra,Rodrigo Becão,Venezia,Luca Lezzerini,Pasquale Mazzocchi,Thomas Henry,Dennis Johnsen,Daan Heymans,Gianluca Busio,Michael Svoboda,Mattia Caldara,Pietro Ceccaroni,Domen Črnigoj,David Okereke,3,0,Matchweek 2
11,Hellas Verona,Lorenzo Montipò,Davide Faraoni,Antonín Barák,Darko Lazović,Mattia Zaccagni,Ivan Ilić,Federico Ceccherini,Matteo Cancellieri,Koray Günter,Giangiacomo Magnani,Martin Hongla,Inter,Samir Handanović,Stefan de Vrij,Edin Džeko,Lautaro Martínez,Ivan Perišić,Hakan Çalhanoğlu,Nicolò Barella,Matteo Darmian,Milan Škriniar,Marcelo Brozović,Alessandro Bastoni,1,3,Matchweek 2
12,Atalanta,Juan Musso,Rafael Tolói,Joakim Mæhle,José Luis Palomino,Robin Gosens,Luis Muriel,Remo Freuler,Ruslan Malinovskyi,Berat Djimsiti,Josip Iličić,Mario Pašalić,Bologna,Łukasz Skorupski,Aaron Hickey,Kevin Bonifazi,Riccardo Orsolini,Nicolás Domínguez,Marko Arnautović,Nicola Sansone,Kingsley Michael,Gary Medel,Lorenzo De Silvestri,Mattias Svanberg,0,0,Matchweek 2
13,Lazio,Pepe Reina,Patric,Lucas Leiva,Felipe Anderson,Pedro,Luis Alberto,Ciro Immobile,Sergej Milinković-Savić,Elseid Hysaj,Manuel Lazzari,Francesco Acerbi,Spezia,Jeroen Zoet,Daniele Verde,Emmanuel Gyasi,Luca Vignali,Ebrima Colley,Simone Bastoni,Salvador Ferrer,Giulio Maggiore,Kelvin Amian,Martin Erlic,Dimitris Nikolaou,6,1,Matchweek 2
14,Fiorentina,Pietro Terracciano,Lucas Martínez Quarta,Cristiano Biraghi,Nikola Milenković,Giacomo Bonaventura,José Callejón,Dušan Vlahović,Gaetano Castrovilli,Erick Pulgar,Nicolás González,Lorenzo Venuti,Torino,Vanja Milinković-Savić,Armando Izzo,Andrea Belotti,Saša Lukić,Ricardo Rodríguez,Wilfried Singo,Antonio Sanabria,Koffi Djidji,Ola Aina,Rolando Mandragora,Karol Linetty,2,1,Matchweek 2
15,Juventus,Wojciech Szczęsny,Matthijs de Ligt,Danilo,Paulo Dybala,Juan Cuadrado,Alex Sandro,Weston McKennie,Leonardo Bonucci,Federico Chiesa,Adrien Rabiot,Rodrigo Bentancur,Empoli,Guglielmo Vicario,Riccardo Marchizza,Leonardo Mancuso,Patrick Cutrone,Nedim Bajrami,Filippo Bandinelli,Samuele Ricci,Petar Stojanović,Nicolas Haas,Sebastiano Luperto,Ardian Ismajli,0,1,Matchweek 2
16,Sassuolo,Andrea Consigli,Rogério,Jeremie Boga,Maxime Lopez,Francesco Caputo,Filip Đuričić,Davide Frattesi,Giacomo Raspadori,Vlad Chiricheș,Jeremy Toljan,Gian Marco Ferrari,Sampdoria,Emil Audero,Morten Thorsby,Tommaso Augello,Albin Ekdal,Valerio Verre,Omar Colley,Maya Yoshida,Bartosz Bereszyński,Fabio Quagliarella,Mikkel Damsgaard,Antonio Candreva,0,0,Matchweek 2
17,Genoa,Salvatore Sirigu,Zinho Vanheusden,Domenico Criscito,Davide Biraschi,Paolo Ghiglione,Caleb Ekuban,Stefano Sturaro,Hernani,Milan Badelj,Andrea Cambiaso,Nicolò Rovella,Napoli,Alex Meret,Mário Rui,Elif Elmas,Fabián Ruiz Peña,Hirving Lozano,Matteo Politano,Giovanni Di Lorenzo,Lorenzo Insigne,Kalidou Koulibaly,Kostas Manolas,Stanislav Lobotka,1,2,Matchweek 2
18,Milan,Mike Maignan,Davide Calabria,Sandro Tonali,Olivier Giroud,Brahim Díaz,Rafael Leão,Theo Hernández,Fikayo Tomori,Simon Kjær,Rade Krunić,Alexis Saelemaekers,Cagliari,Boris Radunović,Diego Godín,Răzvan Marin,João Pedro,Alessandro Deiola,Kevin Strootman,Nahitan Nández,Luca Ceppitelli,Dalbert Henrique,Leonardo Pavoletti,Andrea Carboni,4,1,Matchweek 2
19,Salernitana,Vid Belec,Mamadou Coulibaly,Matteo Ruggeri,Paweł Jaroszyński,Federico Bonazzoli,Ramzi Aya,Francesco Di Tacchio,Lassana Coulibaly,Joel Obi,Norbert Gyömbér,Wajdi Kechrida,Roma,Rui Patrício,Rick Karsdorp,Roger Ibanez,Bryan Cristante,Matías Viña,Lorenzo Pellegrini,Tammy Abraham,Carles Pérez,Jordan Veretout,Gianluca Mancini,Henrikh Mkhitaryan,0,4,Matchweek 2
20,Empoli,Guglielmo Vicario,Riccardo Marchizza,Leonardo Mancuso,Patrick Cutrone,Nedim Bajrami,Filippo Bandinelli,Samuele Ricci,Petar Stojanović,Nicolas Haas,Sebastiano Luperto,Ardian Ismajli,Venezia,Luca Lezzerini,Antonio Vacca,Pasquale Mazzocchi,Mattia Aramu,Thomas Henry,Luca Fiordilino,Dennis Johnsen,Gianluca Busio,David Schnegg,Mattia Caldara,Pietro Ceccaroni,1,2,Matchweek 3
21,Napoli,David Ospina,Mário Rui,Elif Elmas,Fabián Ruiz Peña,Victor Osimhen,Matteo Politano,Giovanni Di Lorenzo,Lorenzo Insigne,Kalidou Koulibaly,Kostas Manolas,Andre-Frank Zambo Anguissa,Juventus,Wojciech Szczęsny,Mattia De Sciglio,Giorgio Chiellini,Álvaro Morata,Weston McKennie,Luca Pellegrini,Leonardo Bonucci,Federico Bernardeschi,Adrien Rabiot,Manuel Locatelli,Dejan Kulusevski,2,1,Matchweek 3
22,Atalanta,Marco Sportiello,Rafael Tolói,Joakim Mæhle,José Luis Palomino,Remo Freuler,Berat Djimsiti,Matteo Pessina,Aleksei Miranchuk,Davide Zappacosta,Mario Pašalić,Duván Zapata,Fiorentina,Pietro Terracciano,Cristiano Biraghi,Nikola Milenković,Giacomo Bonaventura,José Callejón,Dušan Vlahović,Lucas Torreira,Lorenzo Venuti,Alfred Duncan,Riccardo Sottil,Igor,1,2,Matchweek 3
