,Unnamed: 0.1,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H
10,10,10,SPAL,Alfred Gomis,Thiago Cionek,Simone Missiroli,Mirco Antenucci,Jasmin Kurtić,Francesco Vicari,Felipe dal Belo,Pasquale Schiattarella,Manuel Lazzari,Andrea Petagna,Mohamed Fares,Parma,Luigi Sepe,Simone Iacoponi,Leo Štulac,Alessio da Cruz,Antonino Barillà,Massimo Gobbi,Antonio Di Gaudio,Bruno Alves,Riccardo Gagliolo,Roberto Inglese,Alberto Grassi,1,0,Matchweek 2,2,1.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,3.8,3.3,2.04
11,11,11,Cagliari,Alessio Cragno,Daniele Dessena,Luca Cigarini,Ragnar Klavan,Nicolò Barella,Simone Padoin,Artur Ioniță,Marco Sau,Leonardo Pavoletti,Darijo Srna,Filippo Romagna,Sassuolo,Andrea Consigli,Marlon,Stefano Sensi,Pol Lirola,Giangiacomo Magnani,Domenico Berardi,Kevin-Prince Boateng,Gian Marco Ferrari,Alfred Duncan,Federico Di Francesco,Manuel Locatelli,2,2,Matchweek 2,2,-2.0,1.0,-2.0,1.0,0.0,3.0,0.0,3.0,2.9,3.3,2.45
12,12,12,Genoa,Federico Marchetti,Nicolás Spolli,Domenico Criscito,Rômulo,Krzysztof Piątek,Christian Kouamé,Davide Biraschi,Goran Pandev,Darko Lazović,Ervin Zukanović,Oscar Hiljemark,Empoli,Pietro Terracciano,Giovanni Di Lorenzo,Miha Zajc,Francesco Caputo,Luca Antonelli,Afriyie Acquah,Antonino La Gumina,Matías Silvestre,Leonardo Capezzi,Jacob Rasmussen,Rade Krunić,2,1,Matchweek 2,2,-1.0,2.0,-1.0,2.0,0.0,3.0,0.0,3.0,4.0,3.4,1.95
13,13,13,Inter,Samir Handanović,Šime Vrsaljko,Stefan de Vrij,Matías Vecino,Mauro Icardi,Matteo Politano,Kwadwo Asamoah,Danilo D'Ambrosio,Milan Škriniar,Ivan Perišić,Marcelo Brozović,Torino,Salvatore Sirigu,Armando Izzo,Roberto Soriano,Andrea Belotti,Iago Falque,Cristian Ansaldi,Soualiho Meïté,Emiliano Moretti,Lorenzo De Silvestri,Nicolas Nkoulou,Tomás Rincón,2,2,Matchweek 2,2,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,7.0,4.33,1.5
14,14,14,Frosinone,Marco Sportiello,Cristian Molinaro,Stipe Perica,Francesco Zampano,Emil Hallfreðsson,Nicolò Brighenti,Bartosz Salamon,Camillo Ciano,Luka Krajnc,Raman Chibsah,Lorenzo Crisetig,Bologna,Łukasz Skorupski,Giancarlo González,Erick Pulgar,Federico Santander,Federico Mattiello,Andrea Poli,Filip Helander,Danilo Larangeira,Blerim Džemaili,Mitchell Dijks,Diego Falcinelli,0,0,Matchweek 2,2,-4.0,-1.0,-4.0,-1.0,0.0,0.0,0.0,0.0,2.4,3.0,3.3
15,15,15,Udinese,Simone Scuffet,Samir Santos,William Troost-Ekong,Seko Fofana,Rodrigo De Paul,Valon Behrami,Kevin Lasagna,Darwin Machís,Bram Nuytinck,Jens Stryger Larsen,Rolando Mandragora,Sampdoria,Emil Audero,Joachim Andersen,Édgar Barreto,Gastón Ramírez,Jakub Jankto,Omar Colley,Karol Linetty,Bartosz Bereszyński,Fabio Quagliarella,Nicola Murru,Grégoire Defrel,1,0,Matchweek 2,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.1,3.25,2.4
16,16,16,Fiorentina,Alban Lafont,Cristiano Biraghi,Nikola Milenković,Valentin Eysseric,Gerson,Giovanni Simeone,Germán Pezzella,Marco Benassi,Federico Chiesa,Edimilson Fernandes,Vitor Hugo,Chievo,Andrea Seculin,Nicola Rigoni,Ivan Radovanović,Mariusz Stępiński,Luca Rossettini,Emanuele Giaccherini,Valter Birsa,Fabio Depaoli,Nenad Tomović,Paweł Jaroszyński,Përparim Hetemaj,6,1,Matchweek 2,2,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,6.5,4.33,1.5
17,17,17,Roma,Robin Olsen,Bryan Cristante,Lorenzo Pellegrini,Edin Džeko,Aleksandar Kolarov,Daniele De Rossi,Cengiz Ünder,Federico Fazio,Alessandro Florenzi,Javier Pastore,Kostas Manolas,Atalanta,Pierluigi Gollini,Luca Valzania,José Luis Palomino,Berat Djimsiti,Timothy Castagne,Matteo Pessina,Gianluca Mancini,Emiliano Rigoni,Ali Adnan Kadhim,Mario Pašalić,Duván Zapata,3,3,Matchweek 2,2,1.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,3.75,1.72
18,18,18,Milan,Gianluigi Donnarumma,Davide Calabria,Giacomo Bonaventura,Suso,Gonzalo Higuaín,Hakan Çalhanoğlu,Alessio Romagnoli,Lucas Biglia,Mateo Musacchio,Ricardo Rodríguez,Franck Kessié,Roma,Robin Olsen,Rick Karsdorp,Edin Džeko,Aleksandar Kolarov,Patrik Schick,Iván Marcano,Daniele De Rossi,Federico Fazio,Javier Pastore,Steven Nzonzi,Kostas Manolas,2,1,Matchweek 3,3,0.0,1.0,0.0,1.0,3.0,4.0,3.0,4.0,2.87,3.4,2.45
19,19,19,Bologna,Łukasz Skorupski,Sebastien De Maio,Erick Pulgar,Federico Santander,Federico Mattiello,Andrea Poli,Filip Helander,Danilo Larangeira,Blerim Džemaili,Mitchell Dijks,Diego Falcinelli,Inter,Samir Handanović,Roberto Gagliardini,Stefan de Vrij,Keita Baldé,Radja Nainggolan,Matteo Politano,Kwadwo Asamoah,Danilo D'Ambrosio,Milan Škriniar,Ivan Perišić,Marcelo Brozović,0,3,Matchweek 3,3,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.53,4.0,7.0
20,20,20,Parma,Luigi Sepe,Simone Iacoponi,Leo Štulac,Antonino Barillà,Massimo Gobbi,Antonio Di Gaudio,Bruno Alves,Gervinho,Riccardo Gagliolo,Luca Rigoni,Roberto Inglese,Juventus,Wojciech Szczęsny,Giorgio Chiellini,Miralem Pjanić,Sami Khedira,Cristiano Ronaldo,Alex Sandro,Blaise Matuidi,Juan Cuadrado,Mario Mandžukić,Leonardo Bonucci,Federico Bernardeschi,1,2,Matchweek 3,3,-1.0,3.0,-1.0,3.0,1.0,6.0,1.0,6.0,1.18,7.0,17.0
21,21,21,Fiorentina,Alban Lafont,Cristiano Biraghi,Nikola Milenković,Valentin Eysseric,Gerson,Giovanni Simeone,Germán Pezzella,Marco Benassi,Federico Chiesa,Edimilson Fernandes,Vitor Hugo,Udinese,Simone Scuffet,Samir Santos,William Troost-Ekong,Seko Fofana,Rodrigo De Paul,Valon Behrami,Kevin Lasagna,Darwin Machís,Bram Nuytinck,Jens Stryger Larsen,Ignacio Pussetto,1,0,Matchweek 3,3,5.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,6.0,4.0,1.57
22,22,22,Torino,Salvatore Sirigu,Armando Izzo,Roberto Soriano,Andrea Belotti,Iago Falque,Soualiho Meïté,Emiliano Moretti,Lorenzo De Silvestri,Nicolas Nkoulou,Ola Aina,Tomás Rincón,SPAL,Alfred Gomis,Thiago Cionek,Simone Missiroli,Mirco Antenucci,Jasmin Kurtić,Francesco Vicari,Felipe dal Belo,Pasquale Schiattarella,Manuel Lazzari,Andrea Petagna,Mohamed Fares,1,0,Matchweek 3,3,-1.0,2.0,-1.0,2.0,1.0,6.0,1.0,6.0,5.5,3.75,1.66
23,23,23,Chievo,Stefano Sorrentino,Nicola Rigoni,Federico Barba,Ivan Radovanović,Mariusz Stępiński,Mattia Bani,Luca Rossettini,Filip Đorđević,Joel Obi,Valter Birsa,Nenad Tomović,Empoli,Pietro Terracciano,Giovanni Di Lorenzo,Miha Zajc,Francesco Caputo,Luca Antonelli,Afriyie Acquah,Antonino La Gumina,Domenico Maietta,Matías Silvestre,Leonardo Capezzi,Rade Krunić,0,0,Matchweek 3,3,-6.0,1.0,-6.0,1.0,0.0,3.0,0.0,3.0,3.3,3.2,2.3
24,24,24,Sampdoria,Emil Audero,Joachim Andersen,Riccardo Saponara,Albin Ekdal,Édgar Barreto,Karol Linetty,Bartosz Bereszyński,Lorenzo Tonelli,Fabio Quagliarella,Nicola Murru,Grégoire Defrel,Napoli,David Ospina,Allan,Mário Rui,Simone Verdi,Piotr Zieliński,Elseid Hysaj,Lorenzo Insigne,Kalidou Koulibaly,Raúl Albiol,Amadou Diawara,Arkadiusz Milik,3,0,Matchweek 3,3,-1.0,2.0,-1.0,2.0,1.0,6.0,1.0,6.0,1.53,4.1,6.5
25,25,25,Atalanta,Etrit Berisha,Andrea Masiello,Remo Freuler,Marten de Roon,Berat Djimsiti,Gianluca Mancini,Emiliano Rigoni,Hans Hateboer,Ali Adnan Kadhim,Mario Pašalić,Duván Zapata,Cagliari,Alessio Cragno,Filip Bradarić,Ragnar Klavan,Nicolò Barella,Simone Padoin,Artur Ioniță,Marco Sau,Lucas Castro,Leonardo Pavoletti,Darijo Srna,Filippo Romagna,0,1,Matchweek 3,3,4.0,-2.0,4.0,-2.0,4.0,1.0,4.0,1.0,6.0,4.2,1.55
26,26,26,Lazio,Thomas Strakosha,Lucas Leiva,Luis Alberto,Wallace,Marco Parolo,Ciro Immobile,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,Francesco Acerbi,Adam Marušić,Frosinone,Marco Sportiello,Cristian Molinaro,Raffaele Maiello,Stipe Perica,Francesco Zampano,Nicolò Brighenti,Francesco Cassata,Marco Capuano,Bartosz Salamon,Camillo Ciano,Raman Chibsah,1,0,Matchweek 3,3,-3.0,-4.0,-3.0,-4.0,0.0,1.0,0.0,1.0,13.0,6.5,1.22
27,27,27,Sassuolo,Andrea Consigli,Mauricio Lemos,Rogério,Pol Lirola,Giangiacomo Magnani,Domenico Berardi,Kevin-Prince Boateng,Khouma Babacar,Gian Marco Ferrari,Alfred Duncan,Manuel Locatelli,Genoa,Federico Marchetti,Nicolás Spolli,Domenico Criscito,Rômulo,Krzysztof Piątek,Christian Kouamé,Davide Biraschi,Goran Pandev,Darko Lazović,Ervin Zukanović,Oscar Hiljemark,5,3,Matchweek 3,3,1.0,0.0,1.0,0.0,4.0,3.0,4.0,3.0,3.75,3.3,2.1
28,28,28,Inter,Samir Handanović,Roberto Gagliardini,Stefan de Vrij,Keita Baldé,Radja Nainggolan,Dalbert Henrique,Danilo D'Ambrosio,Milan Škriniar,Ivan Perišić,Marcelo Brozović,Antonio Candreva,Parma,Luigi Sepe,Simone Iacoponi,Leo Štulac,Antonino Barillà,Massimo Gobbi,Antonio Di Gaudio,Bruno Alves,Gervinho,Riccardo Gagliolo,Luca Rigoni,Roberto Inglese,0,1,Matchweek 4,4,2.0,-2.0,2.0,-2.0,4.0,1.0,4.0,1.0,12.0,6.0,1.25
29,29,29,Napoli,Orestis Karnezis,Allan,Mário Rui,José Callejón,Dries Mertens,Marek Hamšík,Nikola Maksimović,Piotr Zieliński,Elseid Hysaj,Lorenzo Insigne,Kalidou Koulibaly,Fiorentina,Bartłomiej Drągowski,Cristiano Biraghi,Nikola Milenković,Valentin Eysseric,Gerson,Giovanni Simeone,Jordan Veretout,Germán Pezzella,Marco Benassi,Federico Chiesa,Vitor Hugo,1,0,Matchweek 4,4,-1.0,6.0,-1.0,6.0,6.0,7.0,6.0,7.0,5.75,4.2,1.57
30,30,30,Frosinone,Marco Sportiello,Cristian Molinaro,Raffaele Maiello,Danilo Soddimo,Stipe Perica,Francesco Zampano,Nicolò Brighenti,Bartosz Salamon,Camillo Ciano,Luka Krajnc,Raman Chibsah,Sampdoria,Emil Audero,Joachim Andersen,Albin Ekdal,Édgar Barreto,Omar Colley,Karol Linetty,Gianluca Caprari,Bartosz Bereszyński,Fabio Quagliarella,Nicola Murru,Grégoire Defrel,0,5,Matchweek 4,4,-5.0,2.0,-5.0,2.0,1.0,4.0,1.0,4.0,2.1,3.4,3.5
31,31,31,Roma,Robin Olsen,Bryan Cristante,Juan Jesus,Lorenzo Pellegrini,Edin Džeko,Aleksandar Kolarov,Cengiz Ünder,Alessandro Florenzi,Steven Nzonzi,Kostas Manolas,Stephan El Shaarawy,Chievo,Stefano Sorrentino,Nicola Rigoni,Federico Barba,Ivan Radovanović,Mariusz Stępiński,Mattia Bani,Luca Rossettini,Emanuele Giaccherini,Joel Obi,Valter Birsa,Nenad Tomović,2,2,Matchweek 4,4,0.0,-6.0,0.0,-6.0,4.0,1.0,4.0,1.0,13.0,6.5,1.22
32,32,32,Udinese,Simone Scuffet,Samir Santos,William Troost-Ekong,Seko Fofana,Rodrigo De Paul,Valon Behrami,Kevin Lasagna,Bram Nuytinck,Jens Stryger Larsen,Ignacio Pussetto,Rolando Mandragora,Torino,Salvatore Sirigu,Armando Izzo,Roberto Soriano,Daniele Baselli,Andrea Belotti,Iago Falque,Álex Berenguer,Soualiho Meïté,Emiliano Moretti,Lorenzo De Silvestri,Nicolas Nkoulou,1,1,Matchweek 4,4,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.5,3.25,2.9
33,33,33,Juventus,Wojciech Szczęsny,Medhi Benatia,Sami Khedira,Cristiano Ronaldo,Paulo Dybala,Alex Sandro,Blaise Matuidi,Mario Mandžukić,Leonardo Bonucci,João Cancelo,Emre Can,Sassuolo,Andrea Consigli,Marlon,Rogério,Filip Đuričić,Pol Lirola,Domenico Berardi,Kevin-Prince Boateng,Gian Marco Ferrari,Alfred Duncan,Mehdi Bourabia,Manuel Locatelli,2,1,Matchweek 4,4,4.0,3.0,4.0,3.0,9.0,7.0,9.0,7.0,13.0,7.0,1.2
34,34,34,Genoa,Federico Marchetti,Nicolás Spolli,Koray Günter,Domenico Criscito,Rômulo,Krzysztof Piątek,Davide Biraschi,Luca Mazzitelli,Goran Pandev,Daniel Bessa,Oscar Hiljemark,Bologna,Łukasz Skorupski,Giancarlo González,Sebastien De Maio,Erick Pulgar,Federico Mattiello,Andrea Poli,Mattia Destro,Danilo Larangeira,Orji Okwonkwo,Blerim Džemaili,Mitchell Dijks,1,0,Matchweek 4,4,-2.0,-4.0,-2.0,-4.0,3.0,1.0,3.0,1.0,4.5,3.25,1.9
35,35,35,Empoli,Pietro Terracciano,Giovanni Di Lorenzo,Freddie Veseli,Miha Zajc,Ismaël Bennacer,Francesco Caputo,Afriyie Acquah,Matías Silvestre,Leonardo Capezzi,Jacob Rasmussen,Rade Krunić,Lazio,Thomas Strakosha,Lucas Leiva,Luis Alberto,Wallace,Marco Parolo,Ciro Immobile,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,Francesco Acerbi,Adam Marušić,0,1,Matchweek 4,4,1.0,-2.0,1.0,-2.0,4.0,3.0,4.0,3.0,1.7,3.8,5.0
36,36,36,Cagliari,Alessio Cragno,Filip Bradarić,João Pedro,Ragnar Klavan,Diego Farias,Nicolò Barella,Simone Padoin,Lucas Castro,Leonardo Pavoletti,Darijo Srna,Filippo Romagna,Milan,Gianluigi Donnarumma,Davide Calabria,Giacomo Bonaventura,Suso,Gonzalo Higuaín,Hakan Çalhanoğlu,Alessio Romagnoli,Lucas Biglia,Mateo Musacchio,Ricardo Rodríguez,Franck Kessié,1,1,Matchweek 4,4,-1.0,1.0,-1.0,1.0,4.0,6.0,4.0,6.0,1.75,3.6,5.0
37,37,37,SPAL,Alfred Gomis,Thiago Cionek,Simone Missiroli,Mirco Antenucci,Jasmin Kurtić,Francesco Vicari,Felipe dal Belo,Pasquale Schiattarella,Manuel Lazzari,Andrea Petagna,Mohamed Fares,Atalanta,Pierluigi Gollini,Rafael Tolói,Andrea Masiello,José Luis Palomino,Robin Gosens,Papu Gómez,Remo Freuler,Marten de Roon,Timothy Castagne,Emiliano Rigoni,Duván Zapata,2,0,Matchweek 4,4,1.0,3.0,1.0,3.0,6.0,4.0,6.0,4.0,1.95,3.5,4.0
38,38,38,Sampdoria,Emil Audero,Joachim Andersen,Albin Ekdal,Jacopo Sala,Édgar Barreto,Karol Linetty,Gianluca Caprari,Lorenzo Tonelli,Fabio Quagliarella,Nicola Murru,Grégoire Defrel,Fiorentina,Bartłomiej Drągowski,Cristiano Biraghi,Nikola Milenković,Gerson,Giovanni Simeone,Marko Pjaca,Jordan Veretout,Germán Pezzella,Federico Chiesa,Edimilson Fernandes,Vitor Hugo,1,1,Matchweek 1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,3.25,2.87
39,39,39,Sassuolo,Andrea Consigli,Marlon,Rogério,Stefano Sensi,Pol Lirola,Domenico Berardi,Kevin-Prince Boateng,Gian Marco Ferrari,Alfred Duncan,Federico Di Francesco,Manuel Locatelli,Empoli,Pietro Terracciano,Giovanni Di Lorenzo,Freddie Veseli,Miha Zajc,Francesco Caputo,Afriyie Acquah,Antonino La Gumina,Domenico Maietta,Matías Silvestre,Leonardo Capezzi,Rade Krunić,3,1,Matchweek 5,5,2.0,0.0,2.0,0.0,7.0,4.0,7.0,4.0,3.6,3.3,2.1
40,40,40,Parma,Luigi Sepe,Simone Iacoponi,Federico Dimarco,Leo Štulac,Antonino Barillà,Antonio Di Gaudio,Bruno Alves,Gervinho,Riccardo Gagliolo,Luca Rigoni,Roberto Inglese,Cagliari,Alessio Cragno,Filip Bradarić,Alberto Cerri,João Pedro,Ragnar Klavan,Nicolò Barella,Artur Ioniță,Charalambos Lykogiannis,Marco Sau,Darijo Srna,Filippo Romagna,2,0,Matchweek 5,5,-1.0,-1.0,-1.0,-1.0,4.0,5.0,4.0,5.0,3.1,3.2,2.4
41,41,41,Fiorentina,Alban Lafont,Cristiano Biraghi,Nikola Milenković,Gerson,Giovanni Simeone,Marko Pjaca,Jordan Veretout,Germán Pezzella,Marco Benassi,Federico Chiesa,Vitor Hugo,SPAL,Alfred Gomis,Thiago Cionek,Simone Missiroli,Mirco Antenucci,Jasmin Kurtić,Francesco Vicari,Felipe dal Belo,Pasquale Schiattarella,Manuel Lazzari,Andrea Petagna,Mohamed Fares,3,0,Matchweek 5,5,5.0,3.0,5.0,3.0,7.0,9.0,7.0,9.0,6.5,3.6,1.61
42,42,42,Sampdoria,Emil Audero,Joachim Andersen,Albin Ekdal,Dennis Praet,Gastón Ramírez,Karol Linetty,Bartosz Bereszyński,Lorenzo Tonelli,Fabio Quagliarella,Nicola Murru,Grégoire Defrel,Inter,Samir Handanović,Matías Vecino,Mauro Icardi,Radja Nainggolan,Matteo Politano,Kwadwo Asamoah,Miranda,Danilo D'Ambrosio,Milan Škriniar,Marcelo Brozović,Antonio Candreva,0,1,Matchweek 5,5,7.0,1.0,7.0,1.0,7.0,4.0,7.0,4.0,1.8,3.8,4.33
43,43,43,Torino,Salvatore Sirigu,Armando Izzo,Daniele Baselli,Andrea Belotti,Simone Zaza,Álex Berenguer,Soualiho Meïté,Emiliano Moretti,Nicolas Nkoulou,Ola Aina,Tomás Rincón,Napoli,David Ospina,José Callejón,Simone Verdi,Sebastiano Luperto,Dries Mertens,Marek Hamšík,Elseid Hysaj,Lorenzo Insigne,Kalidou Koulibaly,Marko Rog,Raúl Albiol,1,3,Matchweek 5,5,0.0,0.0,0.0,0.0,5.0,9.0,5.0,9.0,1.75,3.8,4.5
44,44,44,Lazio,Thomas Strakosha,Lucas Leiva,Wallace,Marco Parolo,Ciro Immobile,Senad Lulić,Felipe Caicedo,Sergej Milinković-Savić,Martín Cáceres,Francesco Acerbi,Adam Marušić,Genoa,Federico Marchetti,Nicolás Spolli,Koray Günter,Domenico Criscito,Rômulo,Krzysztof Piątek,Davide Biraschi,Daniel Bessa,Iuri Medeiros,Ervin Zukanović,Oscar Hiljemark,4,1,Matchweek 5,5,-1.0,-1.0,-1.0,-1.0,6.0,6.0,6.0,6.0,8.0,4.33,1.44
45,45,45,Bologna,Łukasz Skorupski,Sebastien De Maio,Ádám Nagy,Federico Santander,Ladislav Krejčí,Federico Mattiello,Danilo Larangeira,Blerim Džemaili,Mattias Svanberg,Arturo Calabresi,Diego Falcinelli,Roma,Robin Olsen,Bryan Cristante,Lorenzo Pellegrini,Diego Perotti,Edin Džeko,Iván Marcano,Daniele De Rossi,Federico Fazio,Alessandro Florenzi,Justin Kluivert,Kostas Manolas,2,0,Matchweek 5,5,-5.0,0.0,-5.0,0.0,1.0,5.0,1.0,5.0,1.66,3.75,5.5
46,46,46,Chievo,Stefano Sorrentino,Nicola Rigoni,Federico Barba,Ivan Radovanović,Mariusz Stępiński,Mattia Bani,Emanuele Giaccherini,Joel Obi,Valter Birsa,Fabrizio Cacciatore,Nenad Tomović,Udinese,Simone Scuffet,Samir Santos,William Troost-Ekong,Seko Fofana,Rodrigo De Paul,Valon Behrami,Bram Nuytinck,Jens Stryger Larsen,Ignacio Pussetto,Rolando Mandragora,Łukasz Teodorczyk,0,2,Matchweek 5,5,-6.0,0.0,-6.0,0.0,2.0,5.0,2.0,5.0,2.5,3.2,3.0
