,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,home_score,away_score,matchweek
16,Fiorentina,Alban Lafont,Cristiano Biraghi,Nikola Milenković,Valentin Eysseric,Gerson,Giovanni Simeone,Germán Pezzella,Marco Benassi,Federico Chiesa,Edimilson Fernandes,Vitor Hugo,Chievo,Andrea Seculin,Nicola Rigoni,Ivan Radovanović,Mariusz Stępiński,Luca Rossettini,Emanuele Giaccherini,Valter Birsa,Fabio Depaoli,Nenad Tomović,Paweł Jaroszyński,Përparim Hetemaj,6,1,Matchweek 2
17,Roma,Robin Olsen,Bryan Cristante,Lorenzo Pellegrini,Edin Džeko,Aleksandar Kolarov,Daniele De Rossi,Cengiz Ünder,Federico Fazio,Alessandro Florenzi,Javier Pastore,Kostas Manolas,Atalanta,Pierluigi Gollini,Luca Valzania,José Luis Palomino,Berat Djimsiti,Timothy Castagne,Matteo Pessina,Gianluca Mancini,Emiliano Rigoni,Ali Adnan Kadhim,Mario Pašalić,Duván Zapata,3,3,Matchweek 2
18,Milan,Gianluigi Donnarumma,Davide Calabria,Giacomo Bonaventura,Suso,Gonzalo Higuaín,Hakan Çalhanoğlu,Alessio Romagnoli,Lucas Biglia,Mateo Musacchio,Ricardo Rodríguez,Franck Kessié,Roma,Robin Olsen,Rick Karsdorp,Edin Džeko,Aleksandar Kolarov,Patrik Schick,Iván Marcano,Daniele De Rossi,Federico Fazio,Javier Pastore,Steven Nzonzi,Kostas Manolas,2,1,Matchweek 3
19,Bologna,Łukasz Skorupski,Sebastien De Maio,Erick Pulgar,Federico Santander,Federico Mattiello,Andrea Poli,Filip Helander,Danilo Larangeira,Blerim Džemaili,Mitchell Dijks,Diego Falcinelli,Inter,Samir Handanović,Roberto Gagliardini,Stefan de Vrij,Keita Baldé,Radja Nainggolan,Matteo Politano,Kwadwo Asamoah,Danilo D'Ambrosio,Milan Škriniar,Ivan Perišić,Marcelo Brozović,0,3,Matchweek 3
20,Parma,Luigi Sepe,Simone Iacoponi,Leo Štulac,Antonino Barillà,Massimo Gobbi,Antonio Di Gaudio,Bruno Alves,Gervinho,Riccardo Gagliolo,Luca Rigoni,Roberto Inglese,Juventus,Wojciech Szczęsny,Giorgio Chiellini,Miralem Pjanić,Sami Khedira,Cristiano Ronaldo,Alex Sandro,Blaise Matuidi,Juan Cuadrado,Mario Mandžukić,Leonardo Bonucci,Federico Bernardeschi,1,2,Matchweek 3
21,Fiorentina,Alban Lafont,Cristiano Biraghi,Nikola Milenković,Valentin Eysseric,Gerson,Giovanni Simeone,Germán Pezzella,Marco Benassi,Federico Chiesa,Edimilson Fernandes,Vitor Hugo,Udinese,Simone Scuffet,Samir Santos,William Troost-Ekong,Seko Fofana,Rodrigo De Paul,Valon Behrami,Kevin Lasagna,Darwin Machís,Bram Nuytinck,Jens Stryger Larsen,Ignacio Pussetto,1,0,Matchweek 3
22,Torino,Salvatore Sirigu,Armando Izzo,Roberto Soriano,Andrea Belotti,Iago Falque,Soualiho Meïté,Emiliano Moretti,Lorenzo De Silvestri,Nicolas Nkoulou,Ola Aina,Tomás Rincón,SPAL,Alfred Gomis,Thiago Cionek,Simone Missiroli,Mirco Antenucci,Jasmin Kurtić,Francesco Vicari,Felipe dal Belo,Pasquale Schiattarella,Manuel Lazzari,Andrea Petagna,Mohamed Fares,1,0,Matchweek 3
23,Chievo,Stefano Sorrentino,Nicola Rigoni,Federico Barba,Ivan Radovanović,Mariusz Stępiński,Mattia Bani,Luca Rossettini,Filip Đorđević,Joel Obi,Valter Birsa,Nenad Tomović,Empoli,Pietro Terracciano,Giovanni Di Lorenzo,Miha Zajc,Francesco Caputo,Luca Antonelli,Afriyie Acquah,Antonino La Gumina,Domenico Maietta,Matías Silvestre,Leonardo Capezzi,Rade Krunić,0,0,Matchweek 3
24,Sampdoria,Emil Audero,Joachim Andersen,Riccardo Saponara,Albin Ekdal,Édgar Barreto,Karol Linetty,Bartosz Bereszyński,Lorenzo Tonelli,Fabio Quagliarella,Nicola Murru,Grégoire Defrel,Napoli,David Ospina,Allan,Mário Rui,Simone Verdi,Piotr Zieliński,Elseid Hysaj,Lorenzo Insigne,Kalidou Koulibaly,Raúl Albiol,Amadou Diawara,Arkadiusz Milik,3,0,Matchweek 3
25,Atalanta,Etrit Berisha,Andrea Masiello,Remo Freuler,Marten de Roon,Berat Djimsiti,Gianluca Mancini,Emiliano Rigoni,Hans Hateboer,Ali Adnan Kadhim,Mario Pašalić,Duván Zapata,Cagliari,Alessio Cragno,Filip Bradarić,Ragnar Klavan,Nicolò Barella,Simone Padoin,Artur Ioniță,Marco Sau,Lucas Castro,Leonardo Pavoletti,Darijo Srna,Filippo Romagna,0,1,Matchweek 3
26,Lazio,Thomas Strakosha,Lucas Leiva,Luis Alberto,Wallace,Marco Parolo,Ciro Immobile,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,Francesco Acerbi,Adam Marušić,Frosinone,Marco Sportiello,Cristian Molinaro,Raffaele Maiello,Stipe Perica,Francesco Zampano,Nicolò Brighenti,Francesco Cassata,Marco Capuano,Bartosz Salamon,Camillo Ciano,Raman Chibsah,1,0,Matchweek 3
27,Sassuolo,Andrea Consigli,Mauricio Lemos,Rogério,Pol Lirola,Giangiacomo Magnani,Domenico Berardi,Kevin-Prince Boateng,Khouma Babacar,Gian Marco Ferrari,Alfred Duncan,Manuel Locatelli,Genoa,Federico Marchetti,Nicolás Spolli,Domenico Criscito,Rômulo,Krzysztof Piątek,Christian Kouamé,Davide Biraschi,Goran Pandev,Darko Lazović,Ervin Zukanović,Oscar Hiljemark,5,3,Matchweek 3
28,Inter,Samir Handanović,Roberto Gagliardini,Stefan de Vrij,Keita Baldé,Radja Nainggolan,Dalbert Henrique,Danilo D'Ambrosio,Milan Škriniar,Ivan Perišić,Marcelo Brozović,Antonio Candreva,Parma,Luigi Sepe,Simone Iacoponi,Leo Štulac,Antonino Barillà,Massimo Gobbi,Antonio Di Gaudio,Bruno Alves,Gervinho,Riccardo Gagliolo,Luca Rigoni,Roberto Inglese,0,1,Matchweek 4
29,Napoli,Orestis Karnezis,Allan,Mário Rui,José Callejón,Dries Mertens,Marek Hamšík,Nikola Maksimović,Piotr Zieliński,Elseid Hysaj,Lorenzo Insigne,Kalidou Koulibaly,Fiorentina,Bartłomiej Drągowski,Cristiano Biraghi,Nikola Milenković,Valentin Eysseric,Gerson,Giovanni Simeone,Jordan Veretout,Germán Pezzella,Marco Benassi,Federico Chiesa,Vitor Hugo,1,0,Matchweek 4
30,Frosinone,Marco Sportiello,Cristian Molinaro,Raffaele Maiello,Danilo Soddimo,Stipe Perica,Francesco Zampano,Nicolò Brighenti,Bartosz Salamon,Camillo Ciano,Luka Krajnc,Raman Chibsah,Sampdoria,Emil Audero,Joachim Andersen,Albin Ekdal,Édgar Barreto,Omar Colley,Karol Linetty,Gianluca Caprari,Bartosz Bereszyński,Fabio Quagliarella,Nicola Murru,Grégoire Defrel,0,5,Matchweek 4
31,Roma,Robin Olsen,Bryan Cristante,Juan Jesus,Lorenzo Pellegrini,Edin Džeko,Aleksandar Kolarov,Cengiz Ünder,Alessandro Florenzi,Steven Nzonzi,Kostas Manolas,Stephan El Shaarawy,Chievo,Stefano Sorrentino,Nicola Rigoni,Federico Barba,Ivan Radovanović,Mariusz Stępiński,Mattia Bani,Luca Rossettini,Emanuele Giaccherini,Joel Obi,Valter Birsa,Nenad Tomović,2,2,Matchweek 4
32,Udinese,Simone Scuffet,Samir Santos,William Troost-Ekong,Seko Fofana,Rodrigo De Paul,Valon Behrami,Kevin Lasagna,Bram Nuytinck,Jens Stryger Larsen,Ignacio Pussetto,Rolando Mandragora,Torino,Salvatore Sirigu,Armando Izzo,Roberto Soriano,Daniele Baselli,Andrea Belotti,Iago Falque,Álex Berenguer,Soualiho Meïté,Emiliano Moretti,Lorenzo De Silvestri,Nicolas Nkoulou,1,1,Matchweek 4
33,Juventus,Wojciech Szczęsny,Medhi Benatia,Sami Khedira,Cristiano Ronaldo,Paulo Dybala,Alex Sandro,Blaise Matuidi,Mario Mandžukić,Leonardo Bonucci,João Cancelo,Emre Can,Sassuolo,Andrea Consigli,Marlon,Rogério,Filip Đuričić,Pol Lirola,Domenico Berardi,Kevin-Prince Boateng,Gian Marco Ferrari,Alfred Duncan,Mehdi Bourabia,Manuel Locatelli,2,1,Matchweek 4
34,Genoa,Federico Marchetti,Nicolás Spolli,Koray Günter,Domenico Criscito,Rômulo,Krzysztof Piątek,Davide Biraschi,Luca Mazzitelli,Goran Pandev,Daniel Bessa,Oscar Hiljemark,Bologna,Łukasz Skorupski,Giancarlo González,Sebastien De Maio,Erick Pulgar,Federico Mattiello,Andrea Poli,Mattia Destro,Danilo Larangeira,Orji Okwonkwo,Blerim Džemaili,Mitchell Dijks,1,0,Matchweek 4
35,Empoli,Pietro Terracciano,Giovanni Di Lorenzo,Freddie Veseli,Miha Zajc,Ismaël Bennacer,Francesco Caputo,Afriyie Acquah,Matías Silvestre,Leonardo Capezzi,Jacob Rasmussen,Rade Krunić,Lazio,Thomas Strakosha,Lucas Leiva,Luis Alberto,Wallace,Marco Parolo,Ciro Immobile,Senad Lulić,Sergej Milinković-Savić,Ștefan Radu,Francesco Acerbi,Adam Marušić,0,1,Matchweek 4
36,Cagliari,Alessio Cragno,Filip Bradarić,João Pedro,Ragnar Klavan,Diego Farias,Nicolò Barella,Simone Padoin,Lucas Castro,Leonardo Pavoletti,Darijo Srna,Filippo Romagna,Milan,Gianluigi Donnarumma,Davide Calabria,Giacomo Bonaventura,Suso,Gonzalo Higuaín,Hakan Çalhanoğlu,Alessio Romagnoli,Lucas Biglia,Mateo Musacchio,Ricardo Rodríguez,Franck Kessié,1,1,Matchweek 4
37,SPAL,Alfred Gomis,Thiago Cionek,Simone Missiroli,Mirco Antenucci,Jasmin Kurtić,Francesco Vicari,Felipe dal Belo,Pasquale Schiattarella,Manuel Lazzari,Andrea Petagna,Mohamed Fares,Atalanta,Pierluigi Gollini,Rafael Tolói,Andrea Masiello,José Luis Palomino,Robin Gosens,Papu Gómez,Remo Freuler,Marten de Roon,Timothy Castagne,Emiliano Rigoni,Duván Zapata,2,0,Matchweek 4
38,Sampdoria,Emil Audero,Joachim Andersen,Albin Ekdal,Jacopo Sala,Édgar Barreto,Karol Linetty,Gianluca Caprari,Lorenzo Tonelli,Fabio Quagliarella,Nicola Murru,Grégoire Defrel,Fiorentina,Bartłomiej Drągowski,Cristiano Biraghi,Nikola Milenković,Gerson,Giovanni Simeone,Marko Pjaca,Jordan Veretout,Germán Pezzella,Federico Chiesa,Edimilson Fernandes,Vitor Hugo,1,1,Matchweek 1
39,Sassuolo,Andrea Consigli,Marlon,Rogério,Stefano Sensi,Pol Lirola,Domenico Berardi,Kevin-Prince Boateng,Gian Marco Ferrari,Alfred Duncan,Federico Di Francesco,Manuel Locatelli,Empoli,Pietro Terracciano,Giovanni Di Lorenzo,Freddie Veseli,Miha Zajc,Francesco Caputo,Afriyie Acquah,Antonino La Gumina,Domenico Maietta,Matías Silvestre,Leonardo Capezzi,Rade Krunić,3,1,Matchweek 5
40,Parma,Luigi Sepe,Simone Iacoponi,Federico Dimarco,Leo Štulac,Antonino Barillà,Antonio Di Gaudio,Bruno Alves,Gervinho,Riccardo Gagliolo,Luca Rigoni,Roberto Inglese,Cagliari,Alessio Cragno,Filip Bradarić,Alberto Cerri,João Pedro,Ragnar Klavan,Nicolò Barella,Artur Ioniță,Charalambos Lykogiannis,Marco Sau,Darijo Srna,Filippo Romagna,2,0,Matchweek 5
41,Fiorentina,Alban Lafont,Cristiano Biraghi,Nikola Milenković,Gerson,Giovanni Simeone,Marko Pjaca,Jordan Veretout,Germán Pezzella,Marco Benassi,Federico Chiesa,Vitor Hugo,SPAL,Alfred Gomis,Thiago Cionek,Simone Missiroli,Mirco Antenucci,Jasmin Kurtić,Francesco Vicari,Felipe dal Belo,Pasquale Schiattarella,Manuel Lazzari,Andrea Petagna,Mohamed Fares,3,0,Matchweek 5
42,Sampdoria,Emil Audero,Joachim Andersen,Albin Ekdal,Dennis Praet,Gastón Ramírez,Karol Linetty,Bartosz Bereszyński,Lorenzo Tonelli,Fabio Quagliarella,Nicola Murru,Grégoire Defrel,Inter,Samir Handanović,Matías Vecino,Mauro Icardi,Radja Nainggolan,Matteo Politano,Kwadwo Asamoah,Miranda,Danilo D'Ambrosio,Milan Škriniar,Marcelo Brozović,Antonio Candreva,0,1,Matchweek 5
43,Torino,Salvatore Sirigu,Armando Izzo,Daniele Baselli,Andrea Belotti,Simone Zaza,Álex Berenguer,Soualiho Meïté,Emiliano Moretti,Nicolas Nkoulou,Ola Aina,Tomás Rincón,Napoli,David Ospina,José Callejón,Simone Verdi,Sebastiano Luperto,Dries Mertens,Marek Hamšík,Elseid Hysaj,Lorenzo Insigne,Kalidou Koulibaly,Marko Rog,Raúl Albiol,1,3,Matchweek 5
44,Lazio,Thomas Strakosha,Lucas Leiva,Wallace,Marco Parolo,Ciro Immobile,Senad Lulić,Felipe Caicedo,Sergej Milinković-Savić,Martín Cáceres,Francesco Acerbi,Adam Marušić,Genoa,Federico Marchetti,Nicolás Spolli,Koray Günter,Domenico Criscito,Rômulo,Krzysztof Piątek,Davide Biraschi,Daniel Bessa,Iuri Medeiros,Ervin Zukanović,Oscar Hiljemark,4,1,Matchweek 5
45,Bologna,Łukasz Skorupski,Sebastien De Maio,Ádám Nagy,Federico Santander,Ladislav Krejčí,Federico Mattiello,Danilo Larangeira,Blerim Džemaili,Mattias Svanberg,Arturo Calabresi,Diego Falcinelli,Roma,Robin Olsen,Bryan Cristante,Lorenzo Pellegrini,Diego Perotti,Edin Džeko,Iván Marcano,Daniele De Rossi,Federico Fazio,Alessandro Florenzi,Justin Kluivert,Kostas Manolas,2,0,Matchweek 5
46,Chievo,Stefano Sorrentino,Nicola Rigoni,Federico Barba,Ivan Radovanović,Mariusz Stępiński,Mattia Bani,Emanuele Giaccherini,Joel Obi,Valter Birsa,Fabrizio Cacciatore,Nenad Tomović,Udinese,Simone Scuffet,Samir Santos,William Troost-Ekong,Seko Fofana,Rodrigo De Paul,Valon Behrami,Bram Nuytinck,Jens Stryger Larsen,Ignacio Pussetto,Rolando Mandragora,Łukasz Teodorczyk,0,2,Matchweek 5
47,Milan,Gianluigi Donnarumma,Davide Calabria,Giacomo Bonaventura,Suso,Gonzalo Higuaín,Hakan Çalhanoğlu,Alessio Romagnoli,Lucas Biglia,Mateo Musacchio,Ricardo Rodríguez,Franck Kessié,Atalanta,Pierluigi Gollini,Rafael Tolói,Andrea Masiello,José Luis Palomino,Robin Gosens,Papu Gómez,Remo Freuler,Marten de Roon,Timothy Castagne,Mario Pašalić,Musa Barrow,2,2,Matchweek 5
48,Frosinone,Marco Sportiello,Cristian Molinaro,Edoardo Goldaniga,Raffaele Maiello,Stipe Perica,Francesco Zampano,Emil Hallfreðsson,Marco Capuano,Bartosz Salamon,Joel Campbell,Raman Chibsah,Juventus,Wojciech Szczęsny,Giorgio Chiellini,Miralem Pjanić,Cristiano Ronaldo,Paulo Dybala,Alex Sandro,Juan Cuadrado,Mario Mandžukić,Emre Can,Daniele Rugani,Rodrigo Bentancur,0,2,Matchweek 5
49,Inter,Samir Handanović,Stefan de Vrij,Matías Vecino,Mauro Icardi,Radja Nainggolan,Kwadwo Asamoah,Danilo D'Ambrosio,Milan Škriniar,Ivan Perišić,Marcelo Brozović,Antonio Candreva,Fiorentina,Alban Lafont,Cristiano Biraghi,Nikola Milenković,Giovanni Simeone,Kevin Mirallas,Jordan Veretout,Germán Pezzella,Marco Benassi,Federico Chiesa,Edimilson Fernandes,Vitor Hugo,2,1,Matchweek 6
50,Udinese,Simone Scuffet,Samir Santos,William Troost-Ekong,Seko Fofana,Rodrigo De Paul,Kevin Lasagna,Darwin Machís,Bram Nuytinck,Jens Stryger Larsen,Rolando Mandragora,Antonín Barák,Lazio,Thomas Strakosha,Luiz Felipe,Patric,Luis Alberto,Joaquín Correa,Wallace,Marco Parolo,Senad Lulić,Felipe Caicedo,Milan Badelj,Francesco Acerbi,1,2,Matchweek 6
51,Napoli,Orestis Karnezis,Kévin Malcuit,Allan,Mário Rui,Fabián Ruiz Peña,Nikola Maksimović,Piotr Zieliński,Lorenzo Insigne,Kalidou Koulibaly,Amadou Diawara,Arkadiusz Milik,Parma,Luigi Sepe,Simone Iacoponi,Leo Štulac,Alessandro Deiola,Amato Ciciretti,Antonino Barillà,Massimo Gobbi,Antonio Di Gaudio,Bruno Alves,Riccardo Gagliolo,Roberto Inglese,3,0,Matchweek 6
52,Genoa,Ionuț Radu,Nicolás Spolli,Domenico Criscito,Rômulo,Krzysztof Piątek,Christian Kouamé,Davide Biraschi,Goran Pandev,Darko Lazović,Pedro Pereira,Oscar Hiljemark,Chievo,Stefano Sorrentino,Nicola Rigoni,Federico Barba,Ivan Radovanović,Mariusz Stępiński,Mehdi Léris,Luca Rossettini,Emanuele Giaccherini,Fabrizio Cacciatore,Nenad Tomović,Përparim Hetemaj,2,0,Matchweek 6
53,Cagliari,Alessio Cragno,Luca Cigarini,João Pedro,Ragnar Klavan,Diego Farias,Nicolò Barella,Fabio Pisacane,Simone Padoin,Lucas Castro,Leonardo Pavoletti,Darijo Srna,Sampdoria,Emil Audero,Joachim Andersen,Albin Ekdal,Édgar Barreto,Dennis Praet,Gastón Ramírez,Omar Colley,Bartosz Bereszyński,Fabio Quagliarella,Nicola Murru,Grégoire Defrel,0,0,Matchweek 6
54,Roma,Robin Olsen,Aleksandar Kolarov,Patrik Schick,Daniele De Rossi,Cengiz Ünder,Davide Santon,Federico Fazio,Javier Pastore,Steven Nzonzi,Kostas Manolas,Stephan El Shaarawy,Frosinone,Marco Sportiello,Edoardo Goldaniga,Lorenzo Ariaudo,Francesco Zampano,Francesco Cassata,Marco Capuano,Camillo Ciano,Andrea Beghetto,Raman Chibsah,Lorenzo Crisetig,Andrea Pinamonti,4,0,Matchweek 6
55,Juventus,Mattia Perin,Medhi Benatia,Miralem Pjanić,Cristiano Ronaldo,Paulo Dybala,Blaise Matuidi,Andrea Barzagli,Juan Cuadrado,Leonardo Bonucci,João Cancelo,Rodrigo Bentancur,Bologna,Łukasz Skorupski,Nehuén Paz,Ádám Nagy,Ladislav Krejčí,Ibrahima Mbaye,Mattia Destro,Danilo Larangeira,Blerim Džemaili,Arturo Calabresi,Mitchell Dijks,Diego Falcinelli,2,0,Matchweek 6
56,Atalanta,Etrit Berisha,Rafael Tolói,Andrea Masiello,José Luis Palomino,Robin Gosens,Papu Gómez,Remo Freuler,Marten de Roon,Emiliano Rigoni,Hans Hateboer,Duván Zapata,Torino,Salvatore Sirigu,Armando Izzo,Daniele Baselli,Andrea Belotti,Soualiho Meïté,Vittorio Parigini,Lorenzo De Silvestri,Koffi Djidji,Nicolas Nkoulou,Ola Aina,Tomás Rincón,0,0,Matchweek 6
57,SPAL,Alfred Gomis,Lorenco Šimić,Simone Missiroli,Mirco Antenucci,Mirko Valdifiori,Jasmin Kurtić,Francesco Vicari,Felipe dal Belo,Manuel Lazzari,Andrea Petagna,Mohamed Fares,Sassuolo,Andrea Consigli,Marlon,Francesco Magnanelli,Rogério,Filip Đuričić,Jeremie Boga,Giangiacomo Magnani,Khouma Babacar,Gian Marco Ferrari,Mehdi Bourabia,Claud Adjapong,0,2,Matchweek 6
