,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
20,FC Copenhagen,Robin Olsen,Ludwig Augustinsson,Erik Berg,William Kvist,Benjamin Verbič,Thomas Delaney,Andreas Cornelius,Federico Santander,Peter Ankersen,Mathias Jørgensen,Rasmus Falk,Club Brugge,Ludovic Butelle,Ricardo van Rhijn,Timmy Simons,Benoît Poulain,Claudemir de Souza,Jelle Vossen,José Izquierdo,Hans Vanaken,Stefano Denswil,Ruud Vormer,Laurens De Bock,Group stage,4,0
21,Dortmund,Roman Bürki,Ousmane Dembélé,Mario Götze,Raphaël Guerreiro,Pierre-Emerick Aubameyang,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,James Rodríguez,Gareth Bale,Luka Modrić,Danilo,Group stage,2,2
22,Dinamo Zagreb,Adrian Šemper,Hillel Soudani,Jonas,Mario Šitum,Domagoj Antolić,Junior Fernándes,Domagoj Pavičić,Josip Pivarić,Leonardo Sigali,Gordon Schildenfeld,Filip Benković,Juventus,Gianluigi Buffon,Giorgio Chiellini,Miralem Pjanić,Sami Khedira,Gonzalo Higuaín,Paulo Dybala,Hernanes,Andrea Barzagli,Leonardo Bonucci,Dani Alves,Patrice Evra,Group stage,0,4
23,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Pontus Wernbloom,Sergei Ignashevich,Zoran Tošić,Georgi Milanov,Lacina Traoré,Aleksandr Golovin,Aleksei Berezutski,Roman Eremenko,Georgi Shchennikov,Tottenham,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Son Heung-min,Vincent Janssen,Érik Lamela,Victor Wanyama,Kieran Trippier,Dele Alli,Christian Eriksen,Ben Davies,Group stage,0,1
24,Celtic,Craig Gordon,Kolo Touré,Nir Bitton,Scott Brown,Moussa Dembélé,Scott Sinclair,Tom Rogić,Mikael Lustig,Erik Sviatchenko,James Forrest,Kieran Tierney,Manchester City,Claudio Bravo,Pablo Zabaleta,Raheem Sterling,İlkay Gündoğan,Nolito,Sergio Agüero,Aleksandar Kolarov,David Silva,Gaël Clichy,Fernandinho,Nicolás Otamendi,Group stage,3,3
25,Arsenal,David Ospina,Laurent Koscielny,Alexis Sánchez,Mesut Özil,Theo Walcott,Alex Iwobi,Nacho Monreal,Santi Cazorla,Shkodran Mustafi,Héctor Bellerín,Granit Xhaka,Basel,Tomáš Vaclík,Adama Traoré,Michael Lang,Luca Zuffi,Birkir Bjarnason,Renato Steffen,Alexander Fransson,Marek Suchý,Éder Álvarez Balanta,Taulant Xhaka,Seydou Doumbia,Group stage,2,0
26,Gladbach,Yann Sommer,Andreas Christensen,Christoph Kramer,Mahmoud Dahoud,Thorgan Hazard,Raffael,Lars Stindl,Ibrahima Traoré,Oscar Wendt,Julian Korb,Nico Elvedi,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Neymar,Javier Mascherano,Paco Alcácer,Jordi Alba,Sergi Roberto,Group stage,1,2
27,Napoli,Pepe Reina,Elseid Hysaj,Allan,José Callejón,Jorginho,Dries Mertens,Marek Hamšík,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Arkadiusz Milik,Benfica,Júlio César,Lisandro López,Álex Grimaldo,Ljubomir Fejsa,André Horta,Kostas Mitroglou,Victor Lindelöf,André Carrillo,Pizzi,André Almeida,Nélson Semedo,Group stage,4,2
28,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Koke,Antoine Griezmann,Saúl Ñíguez,Fernando Torres,Yannick Carrasco,Gabi,Stefan Savić,Juanfran,Bayern Munich,Manuel Neuer,Thiago Alcántara,Franck Ribéry,Javi Martínez,Robert Lewandowski,Xabi Alonso,Jérôme Boateng,Philipp Lahm,Arturo Vidal,Thomas Müller,David Alaba,Group stage,1,0
29,Beşiktaş,Fabricio,Adriano,Duško Tošić,Ricardo Quaresma,Vincent Aboubakar,Atiba Hutchinson,Tolgay Arslan,Marcelo,Andreas Beck,Caner Erkin,Talisca,Dynamo Kyiv,Artur Rudko,Vitorino Antunes,Mykola Morozyuk,Andriy Yarmolenko,Júnior Moraes,Serhiy Rybalka,Denys Harmash,Domagoj Vida,Derlis González,Vitaliy Buyalskyi,Yevhen Khacheridi,Group stage,1,1
30,Rostov,Soslan Dzhanayev,Timofei Kalachev,Vladimir Granat,Denis Terentyev,Dmitry Poloz,Christian Noboa,Sardar Azmoun,Miha Mevlja,César Navas,Alexandru Gațcan,Aleksandr Erokhin,PSV Eindhoven,Jeroen Zoet,Nicolas Isimat-Mirin,Héctor Moreno,Santiago Arias,Daniel Schwaab,Davy Pröpper,Jorrit Hendrix,Luuk de Jong,Luciano Narsingh,Jetro Willems,Andrés Guardado,Group stage,2,2
31,Ludogorets,Vladislav Stoyanov,José Luis Palomino,Natanael,Anicet Abel,Svetoslav Dyakov,Jonathan Cafu,Yordan Minev,Cosmin Moți,Marcelinho,Wanderson,Virgil Misidjan,Paris S-G,Alphonse Areola,Thiago Silva,Marquinhos,Marco Verratti,Lucas Moura,Thiago Motta,Edinson Cavani,Ángel Di María,Blaise Matuidi,Maxwell,Serge Aurier,Group stage,1,3
32,Sporting CP,Rui Patrício,Ezequiel Schelotto,Lazar Marković,Bryan Ruiz,Sebastián Coates,William Carvalho,Elías,Bas Dost,Marvin Zeegelaar,Rúben Semedo,Gelson Martins,Dortmund,Roman Bürki,Marc Bartra,Ousmane Dembélé,Mario Götze,Pierre-Emerick Aubameyang,Christian Pulisic,Shinji Kagawa,Sokratis Papastathopoulos,Matthias Ginter,Felix Passlack,Julian Weigl,Group stage,1,2
33,Leicester City,Kasper Schmeichel,Danny Drinkwater,Wes Morgan,Robert Huth,Jamie Vardy,Andy King,Marc Albrighton,Danny Simpson,Islam Slimani,Riyad Mahrez,Christian Fuchs,FC Copenhagen,Robin Olsen,Ludwig Augustinsson,Erik Berg,William Kvist,Benjamin Verbič,Thomas Delaney,Andreas Cornelius,Federico Santander,Peter Ankersen,Youssef Toutouh,Mathias Jørgensen,Group stage,1,0
34,Lyon,Anthony Lopes,Mapou Yanga-Mbiwa,Nicolas Nkoulou,Mouctar Diakhaby,Corentin Tolisso,Alexandre Lacazette,Sergi Darder,Jérémy Morel,Nabil Fekir,Rafael,Maxime Gonalons,Juventus,Gianluigi Buffon,Miralem Pjanić,Sami Khedira,Gonzalo Higuaín,Paulo Dybala,Alex Sandro,Andrea Barzagli,Mario Lemina,Leonardo Bonucci,Dani Alves,Patrice Evra,Group stage,0,1
35,Leverkusen,Bernd Leno,Jonathan Tah,Javier Hernández,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Admir Mehmedi,Charles Aránguiz,Ömer Toprak,Benjamin Henrichs,Kevin Kampl,Tottenham,Hugo Lloris,Danny Rose,Jan Vertonghen,Son Heung-min,Vincent Janssen,Érik Lamela,Victor Wanyama,Eric Dier,Kieran Trippier,Dele Alli,Christian Eriksen,Group stage,0,0
36,Club Brugge,Ludovic Butelle,Ricardo van Rhijn,Timmy Simons,Benoît Poulain,Claudemir de Souza,Jelle Vossen,Tomás Pina Isla,Anthony Limbombe,Hans Vanaken,Stefano Denswil,Ruud Vormer,Porto,Iker Casillas,Iván Marcano,André Silva,Óliver Torres,Alex Telles,Héctor Herrera,Diogo Jota,Miguel Layún,Danilo Pereira,Otávio,Felipe,Group stage,1,2
37,Real Madrid,Keylor Navas,Pepe,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,James Rodríguez,Gareth Bale,Marcelo,Marco Asensio,Danilo,Legia Warsaw,Arkadiusz Malarz,Tomasz Jodłowiec,Jakub Czerwiński,Guilherme,Vadis Odjidja-Ofoe,Adam Hloušek,Michał Kucharczyk,Bartosz Bereszyński,Jakub Rzeźniczak,Miroslav Radović,Thibault Moulin,Group stage,5,1
38,Dinamo Zagreb,Dominik Livaković,Hillel Soudani,Borna Sosa,Domagoj Antolić,Junior Fernándes,Domagoj Pavičić,Leonardo Sigali,Gordon Schildenfeld,Bojan Knežević,Filip Benković,Petar Stojanović,Sevilla,Sergio Rico,Mariano,Luciano Vietto,Samir Nasri,Steven Nzonzi,Sergio Escudero,Vitolo,Nicolás Pareja,Franco Vázquez,Adil Rami,Gabriel Mercado,Group stage,0,1
39,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Pontus Wernbloom,Sergei Ignashevich,Zoran Tošić,Lacina Traoré,Aleksei Ionov,Aleksandr Golovin,Aleksei Berezutski,Georgi Shchennikov,Bibras Natkho,Monaco,Danijel Subašić,Fabinho,Jemerson,João Moutinho,Bernardo Silva,Tiemoué Bakayoko,Valère Germain,Djibril Sidibé,Andrea Raggi,Kamil Glik,Thomas Lemar,Group stage,1,1
40,Celtic,Craig Gordon,Kolo Touré,Nir Bitton,Scott Brown,Moussa Dembélé,Scott Sinclair,Tom Rogić,Mikael Lustig,Erik Sviatchenko,James Forrest,Kieran Tierney,Gladbach,Yann Sommer,Jannik Vestergaard,Tobias Strobl,Christoph Kramer,Lars Stindl,Ibrahima Traoré,Oscar Wendt,Jonas Hofmann,Julian Korb,André Hahn,Nico Elvedi,Group stage,0,2
41,Arsenal,David Ospina,Kieran Gibbs,Laurent Koscielny,Alexis Sánchez,Mesut Özil,Theo Walcott,Alex Oxlade-Chamberlain,Santi Cazorla,Shkodran Mustafi,Héctor Bellerín,Francis Coquelin,Ludogorets,Vladislav Stoyanov,José Luis Palomino,Natanael,Anicet Abel,Svetoslav Dyakov,Jonathan Cafu,Yordan Minev,Cosmin Moți,Marcelinho,Wanderson,Virgil Misidjan,Group stage,6,0
42,Paris S-G,Alphonse Areola,Thiago Silva,Marquinhos,Marco Verratti,Lucas Moura,Edinson Cavani,Ángel Di María,Blaise Matuidi,Serge Aurier,Layvin Kurzawa,Adrien Rabiot,Basel,Tomáš Vaclík,Adama Traoré,Michael Lang,Serey Die,Birkir Bjarnason,Matías Emilio Delgado,Renato Steffen,Marek Suchý,Éder Álvarez Balanta,Taulant Xhaka,Seydou Doumbia,Group stage,3,0
43,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Jordi Alba,Samuel Umtiti,Manchester City,Claudio Bravo,Pablo Zabaleta,Raheem Sterling,İlkay Gündoğan,Nolito,Aleksandar Kolarov,Kevin De Bruyne,David Silva,John Stones,Fernandinho,Nicolás Otamendi,Group stage,4,0
44,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Robert Lewandowski,Arjen Robben,Xabi Alonso,Jérôme Boateng,Philipp Lahm,Thomas Müller,David Alaba,Joshua Kimmich,PSV Eindhoven,Jeroen Zoet,Héctor Moreno,Daniel Schwaab,Davy Pröpper,Gastón Pereiro,Luuk de Jong,Siem de Jong,Luciano Narsingh,Jetro Willems,Andrés Guardado,Joshua Brenet,Group stage,4,1
45,Napoli,Pepe Reina,José Callejón,Jorginho,Christian Maggio,Dries Mertens,Marek Hamšík,Piotr Zieliński,Vlad Chiricheș,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Beşiktaş,Fabricio,Adriano,Duško Tošić,Ricardo Quaresma,Vincent Aboubakar,Atiba Hutchinson,Tolgay Arslan,Necip Uysal,Marcelo,Andreas Beck,Caner Erkin,Group stage,2,3
46,Dynamo Kyiv,Artur Rudko,Danilo da Silva,Vitorino Antunes,Andriy Yarmolenko,Júnior Moraes,Serhiy Sydorchuk,Nikita Korzun,Domagoj Vida,Derlis González,Valeriy Fedorchuk,Yevhen Khacheridi,Benfica,Ederson,Álex Grimaldo,Luisão,Ljubomir Fejsa,Kostas Mitroglou,Victor Lindelöf,Eduardo Salvio,Gonçalo Guedes,Pizzi,Franco Cervi,Nélson Semedo,Group stage,0,2
47,Rostov,Soslan Dzhanayev,Vladimir Granat,Dmitry Poloz,Igor Kireyev,Christian Noboa,Sardar Azmoun,Miha Mevlja,Fyodor Kudryashov,César Navas,Alexandru Gațcan,Aleksandr Erokhin,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Koke,Antoine Griezmann,Fernando Torres,Yannick Carrasco,Ángel Correa,Gabi,Stefan Savić,Juanfran,Group stage,0,1
48,Manchester City,Willy Caballero,Pablo Zabaleta,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Aleksandar Kolarov,Kevin De Bruyne,David Silva,John Stones,Fernandinho,Nicolás Otamendi,Barcelona,Marc-André ter Stegen,Ivan Rakitić,Sergio Busquets,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Lucas Digne,Sergi Roberto,André Gomes,Samuel Umtiti,Group stage,3,1
49,Benfica,Ederson,Álex Grimaldo,Luisão,Ljubomir Fejsa,Kostas Mitroglou,Victor Lindelöf,Eduardo Salvio,Gonçalo Guedes,Pizzi,Franco Cervi,Nélson Semedo,Dynamo Kyiv,Artur Rudko,Mykola Morozyuk,Júnior Moraes,Viktor Tsyhankov,Serhiy Sydorchuk,Serhiy Rybalka,Domagoj Vida,Derlis González,Yevhen Makarenko,Vitaliy Buyalskyi,Yevhen Khacheridi,Group stage,1,0
50,PSV Eindhoven,Remko Pasveer,Nicolas Isimat-Mirin,Héctor Moreno,Santiago Arias,Daniel Schwaab,Davy Pröpper,Gastón Pereiro,Luuk de Jong,Jetro Willems,Andrés Guardado,Bart Ramselaar,Bayern Munich,Manuel Neuer,Mats Hummels,Robert Lewandowski,Arjen Robben,Xabi Alonso,Jérôme Boateng,Philipp Lahm,Arturo Vidal,Thomas Müller,David Alaba,Joshua Kimmich,Group stage,1,2
51,Basel,Tomáš Vaclík,Adama Traoré,Omar Gaber,Serey Die,Birkir Bjarnason,Matías Emilio Delgado,Renato Steffen,Marek Suchý,Éder Álvarez Balanta,Taulant Xhaka,Seydou Doumbia,Paris S-G,Alphonse Areola,Thiago Silva,Marquinhos,Marco Verratti,Lucas Moura,Thiago Motta,Edinson Cavani,Ángel Di María,Thomas Meunier,Blaise Matuidi,Layvin Kurzawa,Group stage,1,2
52,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Koke,Antoine Griezmann,Saúl Ñíguez,Fernando Torres,Yannick Carrasco,Gabi,Stefan Savić,Šime Vrsaljko,Rostov,Soslan Dzhanayev,Timofei Kalachev,Vladimir Granat,Dmitry Poloz,Christian Noboa,Sardar Azmoun,Miha Mevlja,Fyodor Kudryashov,César Navas,Alexandru Gațcan,Aleksandr Erokhin,Group stage,2,1
53,Beşiktaş,Fabricio,Adriano,Duško Tošić,Ricardo Quaresma,Vincent Aboubakar,Atiba Hutchinson,Tolgay Arslan,Marcelo,Andreas Beck,Rhodolfo,Gökhan Inler,Napoli,Pepe Reina,Elseid Hysaj,Allan,José Callejón,Jorginho,Marek Hamšík,Nikola Maksimović,Manolo Gabbiadini,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Group stage,1,1
54,Gladbach,Yann Sommer,Jannik Vestergaard,Tobias Strobl,Christoph Kramer,Thorgan Hazard,Lars Stindl,Oscar Wendt,Fabian Johnson,Julian Korb,André Hahn,Nico Elvedi,Celtic,Craig Gordon,Emilio Izaguirre,Scott Brown,Moussa Dembélé,Scott Sinclair,Cristian Gamboa,Stuart Armstrong,Tom Rogić,Mikael Lustig,Erik Sviatchenko,James Forrest,Group stage,1,1
55,Ludogorets,Milan Borjan,José Luis Palomino,Natanael,Anicet Abel,Svetoslav Dyakov,Jonathan Cafu,Yordan Minev,Claudiu Keșerü,Cosmin Moți,Marcelinho,Wanderson,Arsenal,David Ospina,Kieran Gibbs,Laurent Koscielny,Alexis Sánchez,Aaron Ramsey,Mesut Özil,Olivier Giroud,Shkodran Mustafi,Carl Jenkinson,Granit Xhaka,Francis Coquelin,Group stage,2,3
56,Porto,Iker Casillas,Maxi Pereira,Iván Marcano,Óliver Torres,André Silva,Alex Telles,Héctor Herrera,Diogo Jota,Danilo Pereira,Otávio,Felipe,Club Brugge,Ludovic Butelle,Ricardo van Rhijn,Benoît Poulain,Claudemir de Souza,Wesley Moraes,Abdoulay Diaby,Tomás Pina Isla,Dion Cools,Stefano Denswil,Ruud Vormer,Boli Bolingoli-Mbombo,Group stage,1,0
57,Tottenham,Hugo Lloris,Kyle Walker,Jan Vertonghen,Son Heung-min,Victor Wanyama,Eric Dier,Moussa Sissoko,Mousa Dembélé,Dele Alli,Christian Eriksen,Ben Davies,Leverkusen,Bernd Leno,Jonathan Tah,Javier Hernández,Admir Mehmedi,Julian Baumgartlinger,Wendell,Julian Brandt,Charles Aránguiz,Ömer Toprak,Benjamin Henrichs,Kevin Kampl,Group stage,0,1
58,Legia Warsaw,Arkadiusz Malarz,Michał Pazdan,Guilherme,Vadis Odjidja-Ofoe,Nemanja Nikolić,Adam Hloušek,Michał Kopczyński,Bartosz Bereszyński,Jakub Rzeźniczak,Miroslav Radović,Thibault Moulin,Real Madrid,Keylor Navas,Dani Carvajal,Raphaël Varane,Nacho,Cristiano Ronaldo,Toni Kroos,Karim Benzema,Gareth Bale,Fábio Coentrão,Mateo Kovačić,Álvaro Morata,Group stage,3,3
59,FC Copenhagen,Robin Olsen,Ludwig Augustinsson,Erik Berg,William Kvist,Benjamin Verbič,Thomas Delaney,Andreas Cornelius,Federico Santander,Peter Ankersen,Mathias Jørgensen,Rasmus Falk,Leicester City,Kasper Schmeichel,Luis Hernández,Danny Drinkwater,Wes Morgan,Robert Huth,Ahmed Musa,Jamie Vardy,Daniel Amartey,Jeffrey Schlupp,Riyad Mahrez,Christian Fuchs,Group stage,0,0
60,Juventus,Gianluigi Buffon,Miralem Pjanić,Sami Khedira,Claudio Marchisio,Gonzalo Higuaín,Andrea Barzagli,Mario Mandžukić,Leonardo Bonucci,Dani Alves,Stefano Sturaro,Patrice Evra,Lyon,Anthony Lopes,Emanuel Mammana,Mouctar Diakhaby,Corentin Tolisso,Alexandre Lacazette,Rachid Ghezzal,Jérémy Morel,Nabil Fekir,Rafael,Maxime Gonalons,Maciej Rybus,Group stage,1,1
61,Monaco,Danijel Subašić,Fabinho,Jemerson,Radamel Falcao,Bernardo Silva,Tiemoué Bakayoko,Valère Germain,Djibril Sidibé,Benjamin Mendy,Kamil Glik,Thomas Lemar,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Pontus Wernbloom,Sergei Ignashevich,Vasili Berezutski,Zoran Tošić,Aleksei Ionov,Aleksandr Golovin,Carlos Strandberg,Georgi Shchennikov,Bibras Natkho,Group stage,3,0
62,Sevilla,Sergio Rico,Mariano,Matías Kranevitter,Luciano Vietto,Steven Nzonzi,Sergio Escudero,Ganso,Vitolo,Franco Vázquez,Adil Rami,Gabriel Mercado,Dinamo Zagreb,Dominik Livaković,Hillel Soudani,Ante Ćorić,Paulo Machado,Junior Fernándes,Domagoj Pavičić,Josip Pivarić,Leonardo Sigali,Gordon Schildenfeld,Filip Benković,Petar Stojanović,Group stage,4,0
63,Dortmund,Roman Bürki,Marc Bartra,Ousmane Dembélé,Mario Götze,Raphaël Guerreiro,Adrián Ramos,Christian Pulisic,Sokratis Papastathopoulos,Gonzalo Castro,Matthias Ginter,Julian Weigl,Sporting CP,Rui Patrício,Ezequiel Schelotto,Bryan Ruiz,Bruno César,Sebastián Coates,William Carvalho,Paulo Oliveira,Luc Castaignos,Marvin Zeegelaar,Rúben Semedo,Gelson Martins,Group stage,1,0
64,Sporting CP,Rui Patrício,Bryan Ruiz,Bruno César,Sebastián Coates,William Carvalho,João Pereira,Adrien Silva,Bas Dost,Marvin Zeegelaar,Rúben Semedo,Gelson Martins,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Gareth Bale,Marcelo,Mateo Kovačić,Lucas Vázquez,Luka Modrić,Isco,Group stage,1,2
65,Leicester City,Ron-Robert Zieler,Danny Drinkwater,Wes Morgan,Robert Huth,Jamie Vardy,Andy King,Marc Albrighton,Danny Simpson,Shinji Okazaki,Riyad Mahrez,Christian Fuchs,Club Brugge,Ludovic Butelle,Timmy Simons,Benoît Poulain,Claudemir de Souza,Jelle Vossen,José Izquierdo,Tomás Pina Isla,Hans Vanaken,Dion Cools,Laurens De Bock,Brandon Mechele,Group stage,2,1
66,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Pontus Wernbloom,Vasili Berezutski,Georgi Milanov,Alan Dzagoev,Aleksandr Golovin,Aleksei Berezutski,Georgi Shchennikov,Fyodor Chalov,Bibras Natkho,Leverkusen,Bernd Leno,Jonathan Tah,Javier Hernández,Hakan Çalhanoğlu,Tin Jedvaj,Julian Brandt,Charles Aránguiz,Ömer Toprak,Kevin Volland,Benjamin Henrichs,Kevin Kampl,Group stage,1,1
67,Dortmund,Roman Weidenfeller,Marc Bartra,Ousmane Dembélé,Nuri Şahin,Marco Reus,Sebastian Rode,Christian Pulisic,Shinji Kagawa,Gonzalo Castro,Matthias Ginter,Felix Passlack,Legia Warsaw,Radosław Cierzniak,Michał Pazdan,Jakub Czerwiński,Guilherme,Vadis Odjidja-Ofoe,Michał Kopczyński,Michał Kucharczyk,Bartosz Bereszyński,Jakub Rzeźniczak,Miroslav Radović,Aleksandar Prijović,Group stage,8,4
68,Monaco,Danijel Subašić,Fabinho,Jemerson,Radamel Falcao,Bernardo Silva,Tiemoué Bakayoko,Valère Germain,Djibril Sidibé,Benjamin Mendy,Kamil Glik,Thomas Lemar,Tottenham,Hugo Lloris,Danny Rose,Son Heung-min,Harry Kane,Victor Wanyama,Eric Dier,Kieran Trippier,Mousa Dembélé,Dele Alli,Kevin Wimmer,Harry Winks,Group stage,2,1
69,FC Copenhagen,Robin Olsen,Ludwig Augustinsson,Erik Berg,William Kvist,Benjamin Verbič,Thomas Delaney,Peter Ankersen,Andrija Pavlović,Youssef Toutouh,Mathias Jørgensen,Rasmus Falk,Porto,Iker Casillas,Maxi Pereira,Iván Marcano,André Silva,Óliver Torres,Alex Telles,Jesús Corona,Diogo Jota,Danilo Pereira,Otávio,Felipe,Group stage,0,0
70,Sevilla,Sergio Rico,Mariano,Vicente Iborra,Luciano Vietto,Steven Nzonzi,Sergio Escudero,Vitolo,Nicolás Pareja,Franco Vázquez,Adil Rami,Gabriel Mercado,Juventus,Gianluigi Buffon,Miralem Pjanić,Sami Khedira,Juan Cuadrado,Claudio Marchisio,Alex Sandro,Mario Mandžukić,Leonardo Bonucci,Dani Alves,Daniele Rugani,Patrice Evra,Group stage,1,3
71,Dinamo Zagreb,Dominik Livaković,Mario Šitum,Ante Ćorić,Junior Fernándes,Amer Gojak,Domagoj Pavičić,Josip Pivarić,Leonardo Sigali,Bojan Knežević,Filip Benković,Alexandru Mățel,Lyon,Anthony Lopes,Mapou Yanga-Mbiwa,Nicolas Nkoulou,Alexandre Lacazette,Jordan Ferri,Sergi Darder,Jérémy Morel,Rafael,Maxime Gonalons,Maxwel Cornet,Mathieu Valbuena,Group stage,0,1
72,Arsenal,David Ospina,Kieran Gibbs,Laurent Koscielny,Alexis Sánchez,Aaron Ramsey,Mesut Özil,Olivier Giroud,Alex Iwobi,Shkodran Mustafi,Carl Jenkinson,Francis Coquelin,Paris S-G,Alphonse Areola,Thiago Silva,Grzegorz Krychowiak,Marquinhos,Marco Verratti,Lucas Moura,Thiago Motta,Edinson Cavani,Thomas Meunier,Blaise Matuidi,Maxwell,Group stage,2,2
73,Celtic,Craig Gordon,Emilio Izaguirre,Jozo Šimunović,Scott Brown,Moussa Dembélé,Scott Sinclair,Stuart Armstrong,Tom Rogić,Mikael Lustig,Erik Sviatchenko,Callum McGregor,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Jordi Alba,Sergi Roberto,André Gomes,Group stage,0,2
74,Rostov,Soslan Dzhanayev,Timofei Kalachev,Vladimir Granat,Dmitry Poloz,Christian Noboa,Sardar Azmoun,Miha Mevlja,Fyodor Kudryashov,César Navas,Alexandru Gațcan,Aleksandr Erokhin,Bayern Munich,Sven Ulreich,Thiago Alcántara,Franck Ribéry,Robert Lewandowski,Douglas Costa,Rafinha,Jérôme Boateng,Juan Bernat,Philipp Lahm,Holger Badstuber,Renato Sanches,Group stage,3,2
75,Gladbach,Yann Sommer,Andreas Christensen,Tobias Strobl,Mahmoud Dahoud,Raffael,Lars Stindl,Ibrahima Traoré,Oscar Wendt,Fabian Johnson,Tony Jantschke,Nico Elvedi,Manchester City,Claudio Bravo,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Aleksandar Kolarov,Jesús Navas,Kevin De Bruyne,David Silva,John Stones,Fernandinho,Nicolás Otamendi,Group stage,1,1
76,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Tiago Mendes,Koke,Antoine Griezmann,Yannick Carrasco,Gabi,Šime Vrsaljko,Kévin Gameiro,José María Giménez,PSV Eindhoven,Jeroen Zoet,Nicolas Isimat-Mirin,Héctor Moreno,Santiago Arias,Daniel Schwaab,Davy Pröpper,Gastón Pereiro,Jetro Willems,Bart Ramselaar,Oleksandr Zinchenko,Steven Bergwijn,Group stage,2,0
77,Napoli,Pepe Reina,Elseid Hysaj,José Callejón,Dries Mertens,Marek Hamšík,Piotr Zieliński,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Amadou Diawara,Dynamo Kyiv,Artur Rudko,Mykola Morozyuk,Andriy Yarmolenko,Viktor Tsyhankov,Serhiy Sydorchuk,Serhiy Rybalka,Denys Harmash,Domagoj Vida,Yevhen Makarenko,Yevhen Khacheridi,Artem Besyedin,Group stage,0,0
78,Beşiktaş,Fabricio,Adriano,Duško Tošić,Ricardo Quaresma,Vincent Aboubakar,Atiba Hutchinson,Oğuzhan Özyakup,Tolgay Arslan,Marcelo,Andreas Beck,Gökhan Gönül,Benfica,Ederson,Luisão,Ljubomir Fejsa,Kostas Mitroglou,Victor Lindelöf,Eduardo Salvio,Eliseu,Gonçalo Guedes,Pizzi,Franco Cervi,Nélson Semedo,Group stage,3,3
79,Ludogorets,Vladislav Stoyanov,Cicinho,José Luis Palomino,Natanael,Anicet Abel,Svetoslav Dyakov,Jonathan Cafu,Claudiu Keșerü,Cosmin Moți,Wanderson,Virgil Misidjan,Basel,Tomáš Vaclík,Adama Traoré,Michael Lang,Luca Zuffi,Birkir Bjarnason,Matías Emilio Delgado,Marek Suchý,Éder Álvarez Balanta,Mohamed Elyounoussi,Taulant Xhaka,Seydou Doumbia,Group stage,0,0
80,Manchester City,Willy Caballero,Bacary Sagna,Pablo Zabaleta,Fernando,İlkay Gündoğan,Nolito,Leroy Sané,Gaël Clichy,Pablo Maffeo,Tosin Adarabioyo,Kelechi Iheanacho,Celtic,Craig Gordon,Emilio Izaguirre,Jozo Šimunović,Scott Brown,Moussa Dembélé,Stuart Armstrong,Tom Rogić,Mikael Lustig,Patrick Roberts,Erik Sviatchenko,James Forrest,Group stage,1,1
