,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
60,Paris S-G,Keylor Navas,Thiago Silva,Presnel Kimpembe,Marquinhos,Marco Verratti,Kylian Mbappé,Ángel Di María,Juan Bernat,Mauro Icardi,Idrissa Gana Gueye,Colin Dagba,Club Brugge,Simon Mignolet,Éder Álvarez Balanta,Odilon Kossonou,Krépin Diatta,David Okereke,Simon Deli,Federico Ricca,Hans Vanaken,Mats Rits,Emmanuel Dennis,Brandon Mechele,Group stage,1,0
61,Real Madrid,Thibaut Courtois,Dani Carvajal,Sergio Ramos,Raphaël Varane,Eden Hazard,Toni Kroos,Karim Benzema,Marcelo,Casemiro,Federico Valverde,Rodrygo,Galatasaray,Fernando Muslera,Jean Seri,Ryan Babel,Mariano,Florin Andone,Christian Luyindama,Marcão,Yuto Nagatomo,Sofiane Feghouli,Steven Nzonzi,Mario Lemina,Group stage,6,0
62,Red Star,Milan Borjan,Miloš Degenek,Milan Pavkov,Marko Marin,Mateo García,Nemanja Milunović,Njegoš Petrović,Milan Rodić,Dušan Jovančić,Marko Gobeljić,Rajiv van La Parra,Tottenham,Paulo Gazzaniga,Danny Rose,Davinson Sánchez,Son Heung-min,Harry Kane,Eric Dier,Moussa Sissoko,Giovani Lo Celso,Dele Alli,Juan Foyth,Tanguy Ndombele,Group stage,0,4
63,Dinamo Zagreb,Dominik Livaković,Arijan Ademi,Dani Olmo,Bruno Petković,Marin Leovac,Nikola Moro,Kévin Théophile-Catherine,Petar Stojanović,Dino Perić,Emir Dilaver,Mislav Oršić,Shakhtar,Andriy Pyatov,Serhiy Kryvtsov,Taras Stepanenko,Taison,Júnior Moraes,Marlos,Viktor Kovalenko,Alan Patrick,Mykola Matviyenko,Ismaily,Dodô,Group stage,3,3
64,Manchester City,Ederson,Raheem Sterling,İlkay Gündoğan,Gabriel Jesus,Angeliño,Rodri,Kevin De Bruyne,Bernardo Silva,Fernandinho,João Cancelo,Nicolás Otamendi,Shakhtar,Andriy Pyatov,Serhiy Kryvtsov,Taras Stepanenko,Júnior Moraes,Tetê,Yevhen Konoplyanka,Viktor Kovalenko,Alan Patrick,Mykola Matviyenko,Ismaily,Dodô,Group stage,1,1
65,Tottenham,Paulo Gazzaniga,Danny Rose,Toby Alderweireld,Davinson Sánchez,Son Heung-min,Harry Winks,Harry Kane,Eric Dier,Dele Alli,Serge Aurier,Lucas Moura,Olympiacos,José Sá,Rúben Semedo,Mohamed Camara,Andreas Bouchalakis,Guilherme,Daniel Podence,Youssef El-Arabi,Omar Elabdellaoui,Giorgos Masouras,Yassine Meriah,Kostas Tsimikas,Group stage,4,2
66,Galatasaray,Fernando Muslera,Jean Seri,Adem Büyük,Younès Belhanda,Ryan Donk,Ömer Bayram,Mariano,Marcão,Yuto Nagatomo,Sofiane Feghouli,Mario Lemina,Club Brugge,Simon Mignolet,Éder Álvarez Balanta,Krépin Diatta,Simon Deli,Federico Ricca,Hans Vanaken,Mats Rits,Emmanuel Dennis,Brandon Mechele,Clinton Mata,Loïs Openda,Group stage,1,1
67,Loko Moscow,Guilherme Marinato,Benedikt Höwedes,Dmitri Barinov,Grzegorz Krychowiak,Anton Miranchuk,Vedran Ćorluka,Rifat Zhemaletdinov,Éder,Vladislav Ignatyev,Maciej Rybus,Aleksei Miranchuk,Leverkusen,Lukáš Hrádecký,Panagiotis Retsos,Jonathan Tah,Sven Bender,Leon Bailey,Kerem Demirbay,Wendell,Moussa Diaby,Charles Aránguiz,Kevin Volland,Karim Bellarabi,Group stage,0,2
68,Real Madrid,Thibaut Courtois,Dani Carvajal,Sergio Ramos,Raphaël Varane,Eden Hazard,Toni Kroos,Karim Benzema,Marcelo,Casemiro,Federico Valverde,Isco,Paris S-G,Keylor Navas,Thiago Silva,Presnel Kimpembe,Marquinhos,Marco Verratti,Kylian Mbappé,Ángel Di María,Thomas Meunier,Juan Bernat,Mauro Icardi,Idrissa Gana Gueye,Group stage,2,2
69,Red Star,Milan Borjan,Miloš Degenek,Marko Marin,Mateo García,Richmond Boakye,Nemanja Milunović,Njegoš Petrović,Milan Rodić,Marko Gobeljić,José Cañas,Aleksa Vukanović,Bayern Munich,Manuel Neuer,Benjamin Pavard,Thiago Alcántara,Javi Martínez,Robert Lewandowski,Philippe Coutinho,Jérôme Boateng,Leon Goretzka,Alphonso Davies,Corentin Tolisso,Kingsley Coman,Group stage,0,6
70,Juventus,Wojciech Szczęsny,Mattia De Sciglio,Matthijs de Ligt,Miralem Pjanić,Cristiano Ronaldo,Aaron Ramsey,Paulo Dybala,Danilo,Blaise Matuidi,Leonardo Bonucci,Rodrigo Bentancur,Atlético Madrid,Jan Oblak,Thomas Partey,Koke,Saúl Ñíguez,Álvaro Morata,Renan Lodi,Héctor Herrera,Felipe,Vitolo,Mario Hermoso,Kieran Trippier,Group stage,1,0
71,Atalanta,Pierluigi Gollini,Rafael Tolói,Simon Kjær,José Luis Palomino,Robin Gosens,Luis Muriel,Papu Gómez,Remo Freuler,Marten de Roon,Hans Hateboer,Mario Pašalić,Dinamo Zagreb,Dominik Livaković,Arijan Ademi,Dani Olmo,Luka Ivanušec,Bruno Petković,Marin Leovac,Kévin Théophile-Catherine,Petar Stojanović,Dino Perić,Emir Dilaver,Mislav Oršić,Group stage,2,0
72,Valencia,Jasper Cillessen,Jaume Costa,Gabriel Paulista,Carlos Soler,Daniel Parejo,José Luis Gayà,Daniel Wass,Rodrigo,Ferrán Torres,Maxi Gómez,Ezequiel Garay,Chelsea,Kepa Arrizabalaga,Andreas Christensen,Jorginho,N'Golo Kanté,Tammy Abraham,Willian,Kurt Zouma,Mateo Kovačić,Christian Pulisic,Reece James,César Azpilicueta,Group stage,2,2
73,Liverpool,Alisson,Fabinho,Virgil van Dijk,Dejan Lovren,James Milner,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Jordan Henderson,Andrew Robertson,Napoli,Alex Meret,Allan,Mário Rui,Fabián Ruiz Peña,Hirving Lozano,Dries Mertens,Nikola Maksimović,Piotr Zieliński,Giovanni Di Lorenzo,Kalidou Koulibaly,Kostas Manolas,Group stage,1,1
74,Zenit,Mikhail Kerzhakov,Douglas Santos,Wílmar Barrios,Branislav Ivanović,Sardar Azmoun,Sebastián Driussi,Daler Kuzyaev,Vyacheslav Karavayev,Artem Dzyuba,Magomed Ozdoyev,Yaroslav Rakitskiy,Lyon,Anthony Lopes,Joachim Andersen,Jason Denayer,Marcelo,Moussa Dembélé,Bertrand Traoré,Leo Dubois,Jeff Reine-Adélaïde,Fernando Marçal,Maxwel Cornet,Lucas Tousart,Group stage,2,0
75,Slavia Prague,Ondřej Kolář,Vladimír Coufal,Nicolae Stanciu,Peter Olayinka,Josef Hušbauer,Ondřej Kúdela,Jan Bořil,Tomáš Souček,Petr Ševčík,Michal Frydrych,Lukáš Masopust,Inter,Samir Handanović,Diego Godín,Stefan de Vrij,Matías Vecino,Romelu Lukaku,Lautaro Martínez,Borja Valero,Cristiano Biraghi,Milan Škriniar,Marcelo Brozović,Antonio Candreva,Group stage,1,3
76,Genk,Gaëtan Coucke,Casper de Norre,Sébastien Dewaest,Junya Ito,Mbwana Samatta,Joseph Paintsil,Patrik Hrošovský,Sander Berge,Joakim Mæhle,Jhon Lucumí,Carlos Cuesta,RB Salzburg,Carlos Coronel,Jérôme Onguéné,Hwang Hee-chan,Dominik Szoboszlai,Zlatko Junuzović,Andreas Ulmer,Takumi Minamino,Patson Daka,Maximilian Wöber,Rasmus Kristensen,Enock Mwepu,Group stage,1,4
77,Lille,Mike Maignan,Tiago Djaló,Gabriel Magalhães,Victor Osimhen,Jonathan Ikone,Yusuf Yazıcı,Jonathan Bamba,Zeki Çelik,Benjamin André,Boubakary Soumaré,Reinildo Mandava,Ajax,André Onana,Perr Schuurs,Donny van de Beek,Dušan Tadić,Quincy Promes,Noussair Mazraoui,Zakaria Labyad,Lisandro Martínez,Hakim Ziyech,Sergiño Dest,Nicolás Tagliafico,Group stage,0,2
78,RB Leipzig,Péter Gulácsi,Marcelo Saracchi,Dayot Upamecano,Marcel Sabitzer,Emil Forsberg,Timo Werner,Lukas Klostermann,Christopher Nkunku,Ethan Ampadu,Konrad Laimer,Diego Demme,Benfica,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Franco Cervi,Chiquinho,Pizzi,André Almeida,Adel Taarabt,Carlos Vinícius,Francisco Reis Ferreira,Group stage,2,2
79,Barcelona,Marc-André ter Stegen,Ivan Rakitić,Sergio Busquets,Luis Suárez,Lionel Messi,Ousmane Dembélé,Clément Lenglet,Sergi Roberto,Frenkie de Jong,Samuel Umtiti,Junior Firpo,Dortmund,Roman Bürki,Achraf Hakimi,Marco Reus,Raphaël Guerreiro,Nico Schulz,Mats Hummels,Manuel Akanji,Julian Brandt,Łukasz Piszczek,Axel Witsel,Julian Weigl,Group stage,3,1
80,Napoli,Alex Meret,Allan,Mário Rui,José Callejón,Fabián Ruiz Peña,Dries Mertens,Piotr Zieliński,Giovanni Di Lorenzo,Kalidou Koulibaly,Kostas Manolas,Arkadiusz Milik,Genk,Maarten Vandevoordt,Casper de Norre,Sébastien Dewaest,Junya Ito,Mbwana Samatta,Joseph Paintsil,Patrik Hrošovský,Paul Onuachu,Sander Berge,Joakim Mæhle,Jhon Lucumí,Group stage,4,0
81,RB Salzburg,Cican Stankovic,Jérôme Onguéné,Hwang Hee-chan,Dominik Szoboszlai,Zlatko Junuzović,Andreas Ulmer,Takumi Minamino,Erling Haaland,Maximilian Wöber,Rasmus Kristensen,Enock Mwepu,Liverpool,Alisson,Virgil van Dijk,Georginio Wijnaldum,Dejan Lovren,Naby Keïta,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Andrew Robertson,Trent Alexander-Arnold,Group stage,0,2
82,Benfica,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Franco Cervi,Chiquinho,Pizzi,Adel Taarabt,Tomás Tavares,Carlos Vinícius,Francisco Reis Ferreira,Zenit,Mikhail Kerzhakov,Douglas Santos,Yordan Osorio,Wílmar Barrios,Branislav Ivanović,Sardar Azmoun,Vyacheslav Karavayev,Oleg Shatov,Aleksandr Erokhin,Artem Dzyuba,Magomed Ozdoyev,Group stage,3,0
83,Chelsea,Kepa Arrizabalaga,Antonio Rüdiger,Jorginho,N'Golo Kanté,Tammy Abraham,Willian,Kurt Zouma,Mateo Kovačić,Christian Pulisic,César Azpilicueta,Emerson Palmieri,Lille,Mike Maignan,Tiago Djaló,Gabriel Magalhães,Xeka,Loïc Rémy,Luiz Araújo,Yusuf Yazıcı,Zeki Çelik,Thiago Maia,Boubakary Soumaré,Jérémy Pied,Group stage,2,1
84,Inter,Samir Handanović,Diego Godín,Stefan de Vrij,Matías Vecino,Romelu Lukaku,Lautaro Martínez,Borja Valero,Danilo D'Ambrosio,Cristiano Biraghi,Milan Škriniar,Marcelo Brozović,Barcelona,Neto,Ivan Rakitić,Jean-Clair Todibo,Clément Lenglet,Moussa Wagué,Antoine Griezmann,Carles Aleñá,Arturo Vidal,Samuel Umtiti,Junior Firpo,Carles Pérez,Group stage,1,2
85,Lyon,Anthony Lopes,Joachim Andersen,Rafael,Jason Denayer,Martin Terrier,Houssem Aouar,Moussa Dembélé,Memphis,Thiago Mendes,Kenny Tete,Lucas Tousart,RB Leipzig,Péter Gulácsi,Marcelo Saracchi,Dayot Upamecano,Amadou Haidara,Yussuf Poulsen,Emil Forsberg,Timo Werner,Lukas Klostermann,Christopher Nkunku,Nordi Mukiele,Diego Demme,Group stage,2,2
86,Ajax,André Onana,Joël Veltman,Edson Álvarez,Donny van de Beek,Dušan Tadić,Noussair Mazraoui,Daley Blind,Lisandro Martínez,Hakim Ziyech,Noa Lang,Nicolás Tagliafico,Valencia,Jaume Doménech,Gabriel Paulista,Carlos Soler,Kévin Gameiro,Daniel Parejo,Mouctar Diakhaby,José Luis Gayà,Francis Coquelin,Daniel Wass,Rodrigo,Ferrán Torres,Group stage,0,1
87,Dortmund,Roman Bürki,Dan-Axel Zagadou,Achraf Hakimi,Jadon Sancho,Marco Reus,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Julian Brandt,Thorgan Hazard,Julian Weigl,Slavia Prague,Ondřej Kolář,Vladimír Coufal,Nicolae Stanciu,Peter Olayinka,Ondřej Kúdela,Jan Bořil,Milan Škoda,Tomáš Souček,Petr Ševčík,Laco Takács,Lukáš Masopust,Group stage,2,1
88,Dinamo Zagreb,Dominik Livaković,Arijan Ademi,Dani Olmo,Amer Gojak,François Moubandje,Bruno Petković,Nikola Moro,Petar Stojanović,Emir Dilaver,Damian Kądzior,Mislav Oršić,Manchester City,Claudio Bravo,İlkay Gündoğan,Gabriel Jesus,Rodri,Bernardo Silva,Benjamin Mendy,Riyad Mahrez,João Cancelo,Nicolás Otamendi,Phil Foden,Eric García,Group stage,1,4
89,Shakhtar,Andriy Pyatov,Serhiy Kryvtsov,Taras Stepanenko,Taison,Júnior Moraes,Tetê,Viktor Kovalenko,Alan Patrick,Mykola Matviyenko,Ismaily,Dodô,Atalanta,Pierluigi Gollini,Andrea Masiello,José Luis Palomino,Robin Gosens,Luis Muriel,Papu Gómez,Remo Freuler,Marten de Roon,Berat Djimsiti,Timothy Castagne,Mario Pašalić,Group stage,0,3
90,Paris S-G,Sergio Rico,Marquinhos,Kylian Mbappé,Leandro Paredes,Neymar,Juan Bernat,Mauro Icardi,Pablo Sarabia,Layvin Kurzawa,Abdou Diallo,Tanguy Nianzou,Galatasaray,Fernando Muslera,Jean Seri,Younès Belhanda,Ryan Donk,Ömer Bayram,Mariano,Marcão,Yuto Nagatomo,Steven Nzonzi,Emre Mor,Mario Lemina,Group stage,5,0
91,Bayern Munich,Manuel Neuer,Benjamin Pavard,Thiago Alcántara,Javi Martínez,Philippe Coutinho,Ivan Perišić,Jérôme Boateng,Alphonso Davies,Serge Gnabry,Kingsley Coman,Joshua Kimmich,Tottenham,Paulo Gazzaniga,Danny Rose,Toby Alderweireld,Eric Dier,Kyle Walker-Peters,Moussa Sissoko,Giovani Lo Celso,Ryan Sessegnon,Juan Foyth,Christian Eriksen,Lucas Moura,Group stage,3,1
92,Atlético Madrid,Jan Oblak,Thomas Partey,Koke,João Félix,Saúl Ñíguez,Álvaro Morata,Ángel Correa,Renan Lodi,Felipe,Mario Hermoso,Kieran Trippier,Loko Moscow,Anton Kochenkov,Brian Idowu,Benedikt Höwedes,Grzegorz Krychowiak,Vedran Ćorluka,Rifat Zhemaletdinov,Éder,Murilo Cerqueira,Maciej Rybus,Solomon Kvirkvelia,Aleksei Miranchuk,Group stage,2,0
93,Leverkusen,Lukáš Hrádecký,Sven Bender,Aleksandar Dragović,Lars Bender,Kerem Demirbay,Lucas Alario,Moussa Diaby,Charles Aránguiz,Daley Sinkgraven,Kai Havertz,Karim Bellarabi,Juventus,Gianluigi Buffon,Mattia De Sciglio,Miralem Pjanić,Cristiano Ronaldo,Danilo,Juan Cuadrado,Gonzalo Higuaín,Daniele Rugani,Adrien Rabiot,Merih Demiral,Federico Bernardeschi,Group stage,0,2
94,Club Brugge,Simon Mignolet,Eduard Sobol,Éder Álvarez Balanta,Odilon Kossonou,Simon Deli,Thibault Vlietinck,Hans Vanaken,Ruud Vormer,Percy Tau,Emmanuel Dennis,Brandon Mechele,Real Madrid,Alphonse Areola,Éder Militão,Raphaël Varane,Luka Modrić,Casemiro,Luka Jović,Álvaro Odriozola,Isco,Ferland Mendy,Vinicius Júnior,Rodrygo,Group stage,1,3
95,Olympiacos,José Sá,Rúben Semedo,Mohamed Camara,Andreas Bouchalakis,Guilherme,Daniel Podence,Youssef El-Arabi,Omar Elabdellaoui,Giorgos Masouras,Yassine Meriah,Kostas Tsimikas,Red Star,Milan Borjan,Miloš Degenek,Mirko Ivanić,Marko Marin,Mateo García,Tomané,Nemanja Milunović,Njegoš Petrović,Milan Rodić,Marko Gobeljić,Aleksa Vukanović,Group stage,1,0
96,Dortmund,Roman Bürki,Dan-Axel Zagadou,Achraf Hakimi,Jadon Sancho,Raphaël Guerreiro,Mats Hummels,Erling Haaland,Thorgan Hazard,Łukasz Piszczek,Emre Can,Axel Witsel,Paris S-G,Keylor Navas,Thiago Silva,Presnel Kimpembe,Marquinhos,Marco Verratti,Kylian Mbappé,Neymar,Ángel Di María,Thomas Meunier,Layvin Kurzawa,Idrissa Gana Gueye,Round of 16,2,1
97,Atlético Madrid,Jan Oblak,Thomas Partey,Koke,Saúl Ñíguez,Álvaro Morata,Ángel Correa,Thomas Lemar,Renan Lodi,Stefan Savić,Felipe,Šime Vrsaljko,Liverpool,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Jordan Henderson,Andrew Robertson,Trent Alexander-Arnold,Round of 16,1,0
98,Tottenham,Hugo Lloris,Toby Alderweireld,Davinson Sánchez,Harry Winks,Giovani Lo Celso,Dele Alli,Steven Bergwijn,Serge Aurier,Lucas Moura,Gedson Fernandes,Ben Davies,RB Leipzig,Péter Gulácsi,Angeliño,Marcel Sabitzer,Timo Werner,Lukas Klostermann,Christopher Nkunku,Patrik Schick,Nordi Mukiele,Marcel Halstenberg,Ethan Ampadu,Konrad Laimer,Round of 16,0,1
99,Atalanta,Pierluigi Gollini,Rafael Tolói,Mattia Caldara,José Luis Palomino,Robin Gosens,Papu Gómez,Remo Freuler,Marten de Roon,Hans Hateboer,Josip Iličić,Mario Pašalić,Valencia,Jaume Doménech,Eliaquim Mangala,Geoffrey Kondogbia,Gonçalo Guedes,Carlos Soler,Daniel Parejo,Mouctar Diakhaby,José Luis Gayà,Daniel Wass,Ferrán Torres,Maxi Gómez,Round of 16,4,1
100,Chelsea,Willy Caballero,Antonio Rüdiger,Marcos Alonso,Andreas Christensen,Jorginho,Ross Barkley,Mateo Kovačić,Olivier Giroud,Mason Mount,Reece James,César Azpilicueta,Bayern Munich,Manuel Neuer,Benjamin Pavard,Thiago Alcántara,Robert Lewandowski,Jérôme Boateng,Alphonso Davies,Serge Gnabry,Thomas Müller,David Alaba,Kingsley Coman,Joshua Kimmich,Round of 16,0,3
101,Napoli,David Ospina,Diego Demme,Mário Rui,José Callejón,Fabián Ruiz Peña,Dries Mertens,Nikola Maksimović,Piotr Zieliński,Giovanni Di Lorenzo,Lorenzo Insigne,Kostas Manolas,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Lionel Messi,Antoine Griezmann,Frenkie de Jong,Arturo Vidal,Samuel Umtiti,Junior Firpo,Round of 16,1,1
102,Real Madrid,Thibaut Courtois,Dani Carvajal,Sergio Ramos,Raphaël Varane,Karim Benzema,Luka Modrić,Casemiro,Federico Valverde,Isco,Ferland Mendy,Vinicius Júnior,Manchester City,Ederson,Kyle Walker,İlkay Gündoğan,Gabriel Jesus,Aymeric Laporte,Rodri,Kevin De Bruyne,Bernardo Silva,Benjamin Mendy,Riyad Mahrez,Nicolás Otamendi,Round of 16,1,2
103,Lyon,Anthony Lopes,Jason Denayer,Marcelo,Houssem Aouar,Moussa Dembélé,Leo Dubois,Fernando Marçal,Karl Toko Ekambi,Maxwel Cornet,Lucas Tousart,Bruno Guimarães,Juventus,Wojciech Szczęsny,Matthijs de Ligt,Miralem Pjanić,Cristiano Ronaldo,Paulo Dybala,Alex Sandro,Danilo,Juan Cuadrado,Leonardo Bonucci,Adrien Rabiot,Rodrigo Bentancur,Round of 16,1,0
104,Valencia,Jasper Cillessen,Geoffrey Kondogbia,Carlos Soler,Kévin Gameiro,Daniel Parejo,Mouctar Diakhaby,José Luis Gayà,Francis Coquelin,Daniel Wass,Rodrigo,Ferrán Torres,Atalanta,Marco Sportiello,Mattia Caldara,José Luis Palomino,Robin Gosens,Papu Gómez,Remo Freuler,Marten de Roon,Berat Djimsiti,Hans Hateboer,Josip Iličić,Mario Pašalić,Round of 16,3,4
105,RB Leipzig,Péter Gulácsi,Angeliño,Dayot Upamecano,Marcel Sabitzer,Timo Werner,Lukas Klostermann,Christopher Nkunku,Patrik Schick,Nordi Mukiele,Marcel Halstenberg,Konrad Laimer,Tottenham,Hugo Lloris,Toby Alderweireld,Harry Winks,Érik Lamela,Eric Dier,Giovani Lo Celso,Ryan Sessegnon,Dele Alli,Serge Aurier,Lucas Moura,Japhet Tanganga,Round of 16,3,0
106,Liverpool,Adrián,Virgil van Dijk,Georginio Wijnaldum,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Jordan Henderson,Alex Oxlade-Chamberlain,Andrew Robertson,Trent Alexander-Arnold,Atlético Madrid,Jan Oblak,Thomas Partey,Koke,João Félix,Saúl Ñíguez,Ángel Correa,Renan Lodi,Stefan Savić,Felipe,Diego Costa,Kieran Trippier,Round of 16,2,3
107,Paris S-G,Keylor Navas,Presnel Kimpembe,Thilo Kehrer,Marquinhos,Leandro Paredes,Edinson Cavani,Neymar,Ángel Di María,Juan Bernat,Pablo Sarabia,Idrissa Gana Gueye,Dortmund,Roman Bürki,Dan-Axel Zagadou,Achraf Hakimi,Jadon Sancho,Raphaël Guerreiro,Mats Hummels,Erling Haaland,Thorgan Hazard,Łukasz Piszczek,Emre Can,Axel Witsel,Round of 16,2,0
108,Manchester City,Ederson,Kyle Walker,Raheem Sterling,İlkay Gündoğan,Gabriel Jesus,Aymeric Laporte,Rodri,Kevin De Bruyne,Fernandinho,João Cancelo,Phil Foden,Real Madrid,Thibaut Courtois,Dani Carvajal,Éder Militão,Raphaël Varane,Eden Hazard,Toni Kroos,Karim Benzema,Luka Modrić,Casemiro,Ferland Mendy,Rodrygo,Round of 16,2,1
109,Juventus,Wojciech Szczęsny,Matthijs de Ligt,Miralem Pjanić,Cristiano Ronaldo,Alex Sandro,Juan Cuadrado,Leonardo Bonucci,Gonzalo Higuaín,Adrien Rabiot,Rodrigo Bentancur,Federico Bernardeschi,Lyon,Anthony Lopes,Jason Denayer,Marcelo,Houssem Aouar,Memphis,Leo Dubois,Fernando Marçal,Karl Toko Ekambi,Maxence Caqueret,Maxwel Cornet,Bruno Guimarães,Round of 16,2,1
110,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Luis Suárez,Lionel Messi,Clément Lenglet,Antoine Griezmann,Jordi Alba,Sergi Roberto,Frenkie de Jong,Napoli,David Ospina,Diego Demme,Mário Rui,José Callejón,Fabián Ruiz Peña,Dries Mertens,Piotr Zieliński,Giovanni Di Lorenzo,Lorenzo Insigne,Kalidou Koulibaly,Kostas Manolas,Round of 16,3,1
111,Bayern Munich,Manuel Neuer,Thiago Alcántara,Robert Lewandowski,Ivan Perišić,Jérôme Boateng,Leon Goretzka,Alphonso Davies,Serge Gnabry,Thomas Müller,David Alaba,Joshua Kimmich,Chelsea,Willy Caballero,Andreas Christensen,N'Golo Kanté,Ross Barkley,Tammy Abraham,Kurt Zouma,Mateo Kovačić,Mason Mount,Callum Hudson-Odoi,Reece James,Emerson Palmieri,Round of 16,4,1
112,Atalanta,Marco Sportiello,Rafael Tolói,Mattia Caldara,Robin Gosens,Papu Gómez,Remo Freuler,Marten de Roon,Berat Djimsiti,Hans Hateboer,Mario Pašalić,Duván Zapata,Paris S-G,Keylor Navas,Thiago Silva,Presnel Kimpembe,Thilo Kehrer,Marquinhos,Neymar,Juan Bernat,Mauro Icardi,Pablo Sarabia,Ander Herrera,Idrissa Gana Gueye,Quarter-finals,1,2
113,RB Leipzig,Péter Gulácsi,Angeliño,Dayot Upamecano,Marcel Sabitzer,Yussuf Poulsen,Lukas Klostermann,Christopher Nkunku,Marcel Halstenberg,Dani Olmo,Konrad Laimer,Kevin Kampl,Atlético Madrid,Jan Oblak,José María Giménez,Koke,Saúl Ñíguez,Renan Lodi,Marcos Llorente,Stefan Savić,Héctor Herrera,Diego Costa,Yannick Carrasco,Kieran Trippier,Quarter-finals,2,1
114,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Sergio Busquets,Luis Suárez,Lionel Messi,Clément Lenglet,Jordi Alba,Sergi Roberto,Frenkie de Jong,Arturo Vidal,Bayern Munich,Manuel Neuer,Thiago Alcántara,Robert Lewandowski,Ivan Perišić,Jérôme Boateng,Leon Goretzka,Alphonso Davies,Serge Gnabry,Thomas Müller,David Alaba,Joshua Kimmich,Quarter-finals,2,8
115,Manchester City,Ederson,Kyle Walker,Raheem Sterling,İlkay Gündoğan,Gabriel Jesus,Aymeric Laporte,Rodri,Kevin De Bruyne,Fernandinho,João Cancelo,Eric García,Lyon,Anthony Lopes,Jason Denayer,Marcelo,Houssem Aouar,Memphis,Leo Dubois,Fernando Marçal,Karl Toko Ekambi,Maxence Caqueret,Maxwel Cornet,Bruno Guimarães,Quarter-finals,1,3
116,RB Leipzig,Péter Gulácsi,Angeliño,Dayot Upamecano,Marcel Sabitzer,Yussuf Poulsen,Lukas Klostermann,Christopher Nkunku,Nordi Mukiele,Dani Olmo,Konrad Laimer,Kevin Kampl,Paris S-G,Sergio Rico,Thiago Silva,Presnel Kimpembe,Thilo Kehrer,Marquinhos,Kylian Mbappé,Leandro Paredes,Neymar,Ángel Di María,Juan Bernat,Ander Herrera,Semi-finals,0,3
117,Lyon,Anthony Lopes,Jason Denayer,Marcelo,Houssem Aouar,Memphis,Leo Dubois,Fernando Marçal,Karl Toko Ekambi,Maxence Caqueret,Maxwel Cornet,Bruno Guimarães,Bayern Munich,Manuel Neuer,Thiago Alcántara,Robert Lewandowski,Ivan Perišić,Jérôme Boateng,Leon Goretzka,Alphonso Davies,Serge Gnabry,Thomas Müller,David Alaba,Joshua Kimmich,Semi-finals,0,3
118,Paris S-G,Keylor Navas,Thiago Silva,Presnel Kimpembe,Thilo Kehrer,Marquinhos,Kylian Mbappé,Leandro Paredes,Neymar,Ángel Di María,Juan Bernat,Ander Herrera,Bayern Munich,Manuel Neuer,Thiago Alcántara,Robert Lewandowski,Jérôme Boateng,Leon Goretzka,Alphonso Davies,Serge Gnabry,Thomas Müller,David Alaba,Kingsley Coman,Joshua Kimmich,Final,0,1
