,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
25,Slavia Prague,Ondřej Kolář,David Hovorka,Vladimír Coufal,Nicolae Stanciu,Peter Olayinka,Stanislav Tecl,Ondřej Kúdela,Jan Bořil,Tomáš Souček,Petr Ševčík,Lukáš Masopust,Dortmund,Roman Bürki,Achraf Hakimi,Thomas Delaney,Jadon Sancho,Marco Reus,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Julian Brandt,Łukasz Piszczek,Axel Witsel,Group stage,0,2
26,Liverpool,Adrián,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Jordan Henderson,Andrew Robertson,Trent Alexander-Arnold,RB Salzburg,Cican Stankovic,Jérôme Onguéné,Hwang Hee-chan,Dominik Szoboszlai,Zlatko Junuzović,Andreas Ulmer,Takumi Minamino,Patson Daka,Maximilian Wöber,Rasmus Kristensen,Enock Mwepu,Group stage,4,3
27,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Sergio Busquets,Arthur Melo,Luis Suárez,Lionel Messi,Clément Lenglet,Antoine Griezmann,Sergi Roberto,Frenkie de Jong,Inter,Samir Handanović,Diego Godín,Stefan de Vrij,Alexis Sánchez,Lautaro Martínez,Stefano Sensi,Kwadwo Asamoah,Nicolò Barella,Milan Škriniar,Marcelo Brozović,Antonio Candreva,Group stage,2,1
28,RB Leipzig,Péter Gulácsi,Willi Orban,Dayot Upamecano,Ibrahima Konaté,Marcel Sabitzer,Amadou Haidara,Yussuf Poulsen,Timo Werner,Lukas Klostermann,Marcel Halstenberg,Konrad Laimer,Lyon,Anthony Lopes,Joachim Andersen,Marcelo,Martin Terrier,Houssem Aouar,Memphis,Thiago Mendes,Leo Dubois,Fernando Marçal,Youssouf Koné,Lucas Tousart,Group stage,0,2
29,Lille,Mike Maignan,Gabriel Magalhães,José Fonte,Victor Osimhen,Jonathan Ikone,Luiz Araújo,Jonathan Bamba,Zeki Çelik,Benjamin André,Boubakary Soumaré,Reinildo Mandava,Chelsea,Kepa Arrizabalaga,Marcos Alonso,Jorginho,N'Golo Kanté,Tammy Abraham,Willian,Kurt Zouma,Mason Mount,Reece James,César Azpilicueta,Fikayo Tomori,Group stage,1,2
30,Valencia,Jasper Cillessen,Jaume Costa,Gabriel Paulista,Gonçalo Guedes,Daniel Parejo,Francis Coquelin,Daniel Wass,Rodrigo,Ferrán Torres,Maxi Gómez,Ezequiel Garay,Ajax,André Onana,Joël Veltman,Edson Álvarez,Donny van de Beek,Dušan Tadić,Quincy Promes,Daley Blind,Lisandro Martínez,Hakim Ziyech,Sergiño Dest,Nicolás Tagliafico,Group stage,0,3
31,Zenit,Andrey Lunyov,Douglas Santos,Wílmar Barrios,Branislav Ivanović,Sardar Azmoun,Sebastián Driussi,Oleg Shatov,Igor Smolnikov,Artem Dzyuba,Magomed Ozdoyev,Yaroslav Rakitskiy,Benfica,Odisseas Vlachodimos,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Gabriel,Haris Seferović,Pizzi,Rafa Silva,Jardel,Adel Taarabt,Tomás Tavares,Group stage,3,1
32,Atlético Madrid,Jan Oblak,José María Giménez,Thomas Partey,Koke,Saúl Ñíguez,Ángel Correa,Renan Lodi,Héctor Herrera,Felipe,Diego Costa,Kieran Trippier,Leverkusen,Lukáš Hrádecký,Jonathan Tah,Sven Bender,Lars Bender,Kerem Demirbay,Nadiem Amiri,Julian Baumgartlinger,Mitchell Weiser,Kai Havertz,Kevin Volland,Karim Bellarabi,Group stage,1,0
33,Shakhtar,Andriy Pyatov,Serhiy Kryvtsov,Taras Stepanenko,Taison,Júnior Moraes,Marlos,Yevhen Konoplyanka,Alan Patrick,Mykola Matviyenko,Ismaily,Serhiy Bolbat,Dinamo Zagreb,Dominik Livaković,Arijan Ademi,Dani Olmo,Mario Gavranović,Marin Leovac,Nikola Moro,Kévin Théophile-Catherine,Petar Stojanović,Dino Perić,Emir Dilaver,Mislav Oršić,Group stage,2,2
34,Tottenham,Paulo Gazzaniga,Jan Vertonghen,Davinson Sánchez,Son Heung-min,Harry Kane,Érik Lamela,Moussa Sissoko,Dele Alli,Serge Aurier,Tanguy Ndombele,Ben Davies,Red Star,Milan Borjan,Miloš Degenek,Miloš Vulić,Marko Marin,Mateo García,Tomané,Nemanja Milunović,Milan Rodić,Marko Gobeljić,José Cañas,Rajiv van La Parra,Group stage,5,0
35,Manchester City,Ederson,Kyle Walker,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Rodri,Kevin De Bruyne,Benjamin Mendy,Fernandinho,Riyad Mahrez,Phil Foden,Atalanta,Pierluigi Gollini,Rafael Tolói,Andrea Masiello,Robin Gosens,Papu Gómez,Remo Freuler,Marten de Roon,Ruslan Malinovskyi,Berat Djimsiti,Timothy Castagne,Josip Iličić,Group stage,5,1
36,Club Brugge,Simon Mignolet,Eduard Sobol,Krépin Diatta,Simon Deli,Hans Vanaken,Mats Rits,Percy Tau,Emmanuel Dennis,Brandon Mechele,Clinton Mata,Charles De Ketelaere,Paris S-G,Keylor Navas,Thiago Silva,Presnel Kimpembe,Marquinhos,Marco Verratti,Ángel Di María,Thomas Meunier,Juan Bernat,Eric Maxim Choupo-Moting,Mauro Icardi,Ander Herrera,Group stage,0,5
37,Juventus,Wojciech Szczęsny,Matthijs de Ligt,Miralem Pjanić,Sami Khedira,Cristiano Ronaldo,Paulo Dybala,Alex Sandro,Blaise Matuidi,Juan Cuadrado,Leonardo Bonucci,Rodrigo Bentancur,Loko Moscow,Guilherme Marinato,Brian Idowu,Benedikt Höwedes,Dmitri Barinov,Grzegorz Krychowiak,Vedran Ćorluka,Éder,Vladislav Ignatyev,João Mário,Murilo Cerqueira,Aleksei Miranchuk,Group stage,2,1
38,Olympiacos,José Sá,Rúben Semedo,Mohamed Camara,Andreas Bouchalakis,Guilherme,Daniel Podence,Youssef El-Arabi,Omar Elabdellaoui,Giorgos Masouras,Yassine Meriah,Kostas Tsimikas,Bayern Munich,Manuel Neuer,Benjamin Pavard,Thiago Alcántara,Javi Martínez,Robert Lewandowski,Philippe Coutinho,Lucas Hernández,Serge Gnabry,Thomas Müller,David Alaba,Joshua Kimmich,Group stage,2,3
39,Galatasaray,Fernando Muslera,Jean Seri,Younès Belhanda,Ryan Babel,Ryan Donk,Mariano,Florin Andone,Christian Luyindama,Marcão,Yuto Nagatomo,Steven Nzonzi,Real Madrid,Thibaut Courtois,Dani Carvajal,Sergio Ramos,Raphaël Varane,Eden Hazard,Toni Kroos,Karim Benzema,Marcelo,Casemiro,Federico Valverde,Rodrygo,Group stage,0,1
40,RB Leipzig,Péter Gulácsi,Willi Orban,Dayot Upamecano,Marcel Sabitzer,Emil Forsberg,Timo Werner,Lukas Klostermann,Ademola Lookman,Nordi Mukiele,Konrad Laimer,Kevin Kampl,Zenit,Mikhail Kerzhakov,Douglas Santos,Wílmar Barrios,Branislav Ivanović,Sardar Azmoun,Sebastián Driussi,Vyacheslav Karavayev,Oleg Shatov,Artem Dzyuba,Magomed Ozdoyev,Yaroslav Rakitskiy,Group stage,2,1
41,Ajax,André Onana,Joël Veltman,Edson Álvarez,Donny van de Beek,Dušan Tadić,Quincy Promes,Daley Blind,Lisandro Martínez,Hakim Ziyech,Sergiño Dest,Nicolás Tagliafico,Chelsea,Kepa Arrizabalaga,Marcos Alonso,Jorginho,Tammy Abraham,Willian,Kurt Zouma,Mateo Kovačić,Mason Mount,Callum Hudson-Odoi,César Azpilicueta,Fikayo Tomori,Group stage,0,1
42,Benfica,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Franco Cervi,Haris Seferović,Rafa Silva,Florentino Luís,Gedson Fernandes,Tomás Tavares,Francisco Reis Ferreira,Lyon,Anthony Lopes,Jason Denayer,Marcelo,Martin Terrier,Houssem Aouar,Moussa Dembélé,Memphis,Leo Dubois,Maxwel Cornet,Youssouf Koné,Lucas Tousart,Group stage,2,1
43,Inter,Samir Handanović,Diego Godín,Roberto Gagliardini,Stefan de Vrij,Romelu Lukaku,Lautaro Martínez,Kwadwo Asamoah,Nicolò Barella,Milan Škriniar,Marcelo Brozović,Antonio Candreva,Dortmund,Roman Bürki,Achraf Hakimi,Thomas Delaney,Jadon Sancho,Nico Schulz,Mats Hummels,Manuel Akanji,Julian Brandt,Thorgan Hazard,Axel Witsel,Julian Weigl,Group stage,2,0
44,RB Salzburg,Cican Stankovic,Hwang Hee-chan,André Ramalho,Zlatko Junuzović,Andreas Ulmer,Takumi Minamino,Patson Daka,Erling Haaland,Maximilian Wöber,Rasmus Kristensen,Enock Mwepu,Napoli,Alex Meret,Kévin Malcuit,Allan,José Callejón,Fabián Ruiz Peña,Hirving Lozano,Sebastiano Luperto,Dries Mertens,Piotr Zieliński,Giovanni Di Lorenzo,Kalidou Koulibaly,Group stage,2,3
45,Lille,Mike Maignan,Tiago Djaló,Gabriel Magalhães,José Fonte,Victor Osimhen,Luiz Araújo,Yusuf Yazıcı,Zeki Çelik,Benjamin André,Boubakary Soumaré,Domagoj Bradarić,Valencia,Jasper Cillessen,Jaume Costa,Gabriel Paulista,Geoffrey Kondogbia,Kévin Gameiro,Daniel Parejo,Denis Cheryshev,Mouctar Diakhaby,Francis Coquelin,Daniel Wass,Maxi Gómez,Group stage,1,1
46,Genk,Gaëtan Coucke,Junya Ito,Bryan Heynen,Mbwana Samatta,Paul Onuachu,Jere Uronen,Sander Berge,Theo Bongonda,Joakim Mæhle,Jhon Lucumí,Carlos Cuesta,Liverpool,Alisson,Fabinho,Virgil van Dijk,Dejan Lovren,James Milner,Naby Keïta,Roberto Firmino,Sadio Mané,Mohamed Salah,Alex Oxlade-Chamberlain,Andrew Robertson,Group stage,1,4
47,Slavia Prague,Ondřej Kolář,David Hovorka,Vladimír Coufal,Nicolae Stanciu,Peter Olayinka,Jaroslav Zelený,Ondřej Kúdela,Jan Bořil,Tomáš Souček,Petr Ševčík,Lukáš Masopust,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Sergio Busquets,Arthur Melo,Luis Suárez,Lionel Messi,Clément Lenglet,Antoine Griezmann,Jordi Alba,Frenkie de Jong,Group stage,1,2
48,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Sergio Busquets,Lionel Messi,Ousmane Dembélé,Clément Lenglet,Antoine Griezmann,Jordi Alba,Frenkie de Jong,Arturo Vidal,Slavia Prague,Ondřej Kolář,Vladimír Coufal,Nicolae Stanciu,Peter Olayinka,Ondřej Kúdela,Jan Bořil,Tomáš Souček,Petr Ševčík,Michal Frydrych,Ibrahim Traoré,Lukáš Masopust,Group stage,0,0
49,Liverpool,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,James Milner,Naby Keïta,Mohamed Salah,Joe Gomez,Alex Oxlade-Chamberlain,Divock Origi,Trent Alexander-Arnold,Genk,Gaëtan Coucke,Casper de Norre,Sébastien Dewaest,Junya Ito,Bryan Heynen,Mbwana Samatta,Patrik Hrošovský,Sander Berge,Joakim Mæhle,Jhon Lucumí,Carlos Cuesta,Group stage,2,1
50,Chelsea,Kepa Arrizabalaga,Marcos Alonso,Jorginho,Tammy Abraham,Willian,Kurt Zouma,Mateo Kovačić,Mason Mount,Christian Pulisic,César Azpilicueta,Fikayo Tomori,Ajax,André Onana,Joël Veltman,Donny van de Beek,David Neres,Dušan Tadić,Quincy Promes,Noussair Mazraoui,Daley Blind,Lisandro Martínez,Hakim Ziyech,Nicolás Tagliafico,Group stage,4,4
51,Zenit,Mikhail Kerzhakov,Douglas Santos,Yordan Osorio,Wílmar Barrios,Branislav Ivanović,Sardar Azmoun,Igor Smolnikov,Aleksandr Erokhin,Artem Dzyuba,Magomed Ozdoyev,Yaroslav Rakitskiy,RB Leipzig,Péter Gulácsi,Dayot Upamecano,Marcel Sabitzer,Yussuf Poulsen,Emil Forsberg,Lukas Klostermann,Christopher Nkunku,Nordi Mukiele,Marcel Halstenberg,Konrad Laimer,Diego Demme,Group stage,0,2
52,Valencia,Jasper Cillessen,Gabriel Paulista,Geoffrey Kondogbia,Daniel Parejo,Denis Cheryshev,José Luis Gayà,Lee Kang-in,Daniel Wass,Rodrigo,Maxi Gómez,Ezequiel Garay,Lille,Mike Maignan,Gabriel Magalhães,Adama Soumaoro,José Fonte,Victor Osimhen,Loïc Rémy,Yusuf Yazıcı,Zeki Çelik,Benjamin André,Boubakary Soumaré,Domagoj Bradarić,Group stage,4,1
53,Napoli,Alex Meret,Mário Rui,José Callejón,Fabián Ruiz Peña,Hirving Lozano,Dries Mertens,Nikola Maksimović,Piotr Zieliński,Giovanni Di Lorenzo,Lorenzo Insigne,Kalidou Koulibaly,RB Salzburg,Carlos Coronel,Jérôme Onguéné,Hwang Hee-chan,Dominik Szoboszlai,Zlatko Junuzović,Andreas Ulmer,Takumi Minamino,Erling Haaland,Marin Pongračić,Maximilian Wöber,Rasmus Kristensen,Group stage,1,1
54,Dortmund,Roman Bürki,Achraf Hakimi,Jadon Sancho,Mario Götze,Nico Schulz,Mats Hummels,Manuel Akanji,Julian Brandt,Thorgan Hazard,Axel Witsel,Julian Weigl,Inter,Samir Handanović,Diego Godín,Stefan de Vrij,Matías Vecino,Romelu Lukaku,Lautaro Martínez,Nicolò Barella,Cristiano Biraghi,Milan Škriniar,Marcelo Brozović,Antonio Candreva,Group stage,3,2
55,Lyon,Anthony Lopes,Joachim Andersen,Jason Denayer,Houssem Aouar,Moussa Dembélé,Memphis,Thiago Mendes,Leo Dubois,Jeff Reine-Adélaïde,Youssouf Koné,Lucas Tousart,Benfica,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Franco Cervi,Chiquinho,Florentino Luís,Gedson Fernandes,Tomás Tavares,Carlos Vinícius,Francisco Reis Ferreira,Group stage,3,1
56,Bayern Munich,Manuel Neuer,Benjamin Pavard,Javi Martínez,Robert Lewandowski,Leon Goretzka,Alphonso Davies,Serge Gnabry,Thomas Müller,David Alaba,Kingsley Coman,Joshua Kimmich,Olympiacos,José Sá,Rúben Semedo,Mohamed Camara,Andreas Bouchalakis,Guilherme,Miguel Ángel Guerrero,Daniel Podence,Omar Elabdellaoui,Yassine Meriah,Kostas Tsimikas,Lazar Ranđelović,Group stage,2,0
57,Loko Moscow,Guilherme Marinato,Benedikt Höwedes,Dmitri Barinov,Grzegorz Krychowiak,Vedran Ćorluka,Rifat Zhemaletdinov,Éder,Vladislav Ignatyev,João Mário,Maciej Rybus,Aleksei Miranchuk,Juventus,Wojciech Szczęsny,Miralem Pjanić,Sami Khedira,Cristiano Ronaldo,Aaron Ramsey,Alex Sandro,Danilo,Leonardo Bonucci,Gonzalo Higuaín,Daniele Rugani,Adrien Rabiot,Group stage,1,2
58,Atalanta,Pierluigi Gollini,Rafael Tolói,José Luis Palomino,Papu Gómez,Remo Freuler,Marten de Roon,Berat Djimsiti,Timothy Castagne,Hans Hateboer,Josip Iličić,Mario Pašalić,Manchester City,Ederson,Raheem Sterling,İlkay Gündoğan,Gabriel Jesus,Kevin De Bruyne,Bernardo Silva,Benjamin Mendy,Fernandinho,Riyad Mahrez,João Cancelo,Nicolás Otamendi,Group stage,1,1
59,Leverkusen,Lukáš Hrádecký,Jonathan Tah,Sven Bender,Kerem Demirbay,Nadiem Amiri,Wendell,Charles Aránguiz,Mitchell Weiser,Kai Havertz,Kevin Volland,Karim Bellarabi,Atlético Madrid,Jan Oblak,Santiago Arias,Thomas Partey,Koke,Saúl Ñíguez,Álvaro Morata,Ángel Correa,Renan Lodi,Felipe,Diego Costa,Mario Hermoso,Group stage,2,1
