,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
61,Bayern Munich,Manuel Neuer,Mats Hummels,Franck Ribéry,Javi Martínez,Robert Lewandowski,Jérôme Boateng,Leon Goretzka,Serge Gnabry,Thomas Müller,David Alaba,Joshua Kimmich,AEK Athens,Vasilios Barkas,Michalis Bakakis,Vassilis Lambropoulos,André Simões,Uroš Ćosić,Dmytro Chygrynskiy,Petros Mantalos,Ezequiel Ponce,Niklas Hult,Konstantinos Galanopoulos,Alef,Group stage,2,0
62,Lyon,Anthony Lopes,Rafael,Jason Denayer,Marcelo,Houssem Aouar,Memphis,Jérémy Morel,Nabil Fekir,Ferland Mendy,Tanguy Ndombele,Lucas Tousart,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Ermin Bičakčić,Kerem Demirbay,Florian Grillitsch,Kasim Nuhu,Nico Schulz,Ishak Belfodil,Kevin Vogt,Andrej Kramarić,Joelinton,Group stage,2,2
63,Juventus,Wojciech Szczęsny,Mattia De Sciglio,Giorgio Chiellini,Miralem Pjanić,Sami Khedira,Cristiano Ronaldo,Paulo Dybala,Alex Sandro,Juan Cuadrado,Leonardo Bonucci,Rodrigo Bentancur,Manchester Utd,David de Gea,Victor Lindelöf,Paul Pogba,Alexis Sánchez,Anthony Martial,Chris Smalling,Jesse Lingard,Ashley Young,Ander Herrera,Luke Shaw,Nemanja Matić,Group stage,1,2
64,AEK Athens,Vasilios Barkas,Michalis Bakakis,Marios Oikonomou,Marko Livaja,Rodrigo Galo Brito,Dmytro Chygrynskiy,Petros Mantalos,Ezequiel Ponce,Niklas Hult,Konstantinos Galanopoulos,Alef,Ajax,André Onana,Matthijs de Ligt,Maximilian Wöber,Donny van de Beek,David Neres,Dušan Tadić,Noussair Mazraoui,Daley Blind,Lasse Schöne,Frenkie de Jong,Kasper Dolberg,Group stage,0,2
65,Manchester Utd,David de Gea,Phil Jones,Marcus Rashford,Anthony Martial,Chris Smalling,Jesse Lingard,Fred,Luke Shaw,Antonio Valencia,Marouane Fellaini,Nemanja Matić,Young Boys,David von Ballmoos,Mohamed Aly Camara,Steve von Bergen,Miralem Sulejmani,Djibril Sow,Roger Assalé,Jean-Pierre Nsame,Michel Aebischer,Loris Benito,Sandro Lauper,Kevin Mbabu,Group stage,1,0
66,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Nikita Chernov,Nikola Vlašić,Fyodor Chalov,Kirill Nababkin,Arnór Sigurðsson,Kristijan Bistrović,Georgi Shchennikov,Rodrigo Becão,Ivan Oblyakov,Viktoria Plzeň,Aleš Hruška,Lukáš Hejda,Roman Hubník,Roman Procházka,David Limberský,Milan Petržela,Radim Řezník,Patrik Hrošovský,Tomáš Chorý,Jan Kovařík,Aleš Čermák,Group stage,1,2
67,Roma,Robin Olsen,Bryan Cristante,Aleksandar Kolarov,Patrik Schick,Cengiz Ünder,Federico Fazio,Nicolò Zaniolo,Alessandro Florenzi,Steven Nzonzi,Kostas Manolas,Stephan El Shaarawy,Real Madrid,Thibaut Courtois,Dani Carvajal,Sergio Ramos,Raphaël Varane,Toni Kroos,Karim Benzema,Luka Modrić,Gareth Bale,Marcelo,Lucas Vázquez,Marcos Llorente,Group stage,0,2
68,Juventus,Wojciech Szczęsny,Giorgio Chiellini,Miralem Pjanić,Cristiano Ronaldo,Paulo Dybala,Alex Sandro,Blaise Matuidi,Mario Mandžukić,Leonardo Bonucci,João Cancelo,Rodrigo Bentancur,Valencia,Neto,Gabriel Paulista,Geoffrey Kondogbia,Gonçalo Guedes,Daniel Parejo,Mouctar Diakhaby,José Luis Gayà,Francis Coquelin,Daniel Wass,Rodrigo,Santi Mina,Group stage,1,0
69,Lyon,Anthony Lopes,Rafael,Jason Denayer,Marcelo,Houssem Aouar,Memphis,Nabil Fekir,Fernando Marçal,Ferland Mendy,Maxwel Cornet,Tanguy Ndombele,Manchester City,Ederson,Kyle Walker,John Stones,Raheem Sterling,Sergio Agüero,Aymeric Laporte,Leroy Sané,David Silva,Fernandinho,Riyad Mahrez,Oleksandr Zinchenko,Group stage,2,2
70,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Ermin Bičakčić,Håvard Nordtveit,Kerem Demirbay,Nico Schulz,Steven Zuber,Ishak Belfodil,Kevin Vogt,Andrej Kramarić,Ádám Szalai,Shakhtar,Andriy Pyatov,Serhiy Kryvtsov,Davit Khocholava,Taras Stepanenko,Taison,Júnior Moraes,Mykola Matviyenko,Maycon,Ismaily,Viktor Kovalenko,Oleh Danchenko,Group stage,2,3
71,Bayern Munich,Manuel Neuer,Niklas Süle,Franck Ribéry,Robert Lewandowski,Arjen Robben,Rafinha,Jérôme Boateng,Leon Goretzka,Thomas Müller,David Alaba,Joshua Kimmich,Benfica,Odisseas Vlachodimos,Germán Conti,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Gabriel,Jonas,Franco Cervi,Pizzi,Rafa Silva,André Almeida,Group stage,5,1
72,Atlético Madrid,Jan Oblak,Filipe Luís,Santiago Arias,Thomas Partey,Koke,Antoine Griezmann,Ángel Correa,Thomas Lemar,Rodri,Stefan Savić,Lucas Hernández,Monaco,Diego Benaglio,Jemerson,Youri Tielemans,Aleksandr Golovin,Nacer Chadli,Andrea Raggi,Samuel Grandsir,Benoît Badiashile,Moussa Sylla,Han-Noah Massengo,Giulian Biancone,Group stage,2,0
73,Tottenham,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Harry Winks,Harry Kane,Érik Lamela,Moussa Sissoko,Dele Alli,Serge Aurier,Lucas Moura,Ben Davies,Inter,Samir Handanović,Stefan de Vrij,Matías Vecino,Mauro Icardi,Radja Nainggolan,Matteo Politano,Kwadwo Asamoah,Danilo D'Ambrosio,Milan Škriniar,Ivan Perišić,Marcelo Brozović,Group stage,1,0
74,Porto,Iker Casillas,Maxi Pereira,Éder Militão,Yacine Brahimi,Óliver Torres,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Danilo Pereira,Felipe,Schalke 04,Ralf Fährmann,Hamza Mendyl,Matija Nastasić,Omar Mascarell,Franco Di Santo,Nabil Bentaleb,Yevhen Konoplyanka,Benjamin Stambouli,Daniel Caligiuri,Steven Skrzybski,Naldo,Group stage,3,1
75,Loko Moscow,Guilherme Marinato,Grzegorz Krychowiak,Jefferson Farfán,Fyodor Smolov,Anton Miranchuk,Vedran Ćorluka,Vladislav Ignatyev,Igor Denisov,Maciej Rybus,Solomon Kvirkvelia,Aleksei Miranchuk,Galatasaray,Fernando Muslera,Serdar Aziz,Garry Rodrigues,Eren Derdiyok,Martin Linnes,Ryan Donk,Badou Ndiaye,Henry Onyekuru,Fernando,Ozan Kabak,Yuto Nagatomo,Group stage,2,0
76,Paris S-G,Gianluigi Buffon,Thiago Silva,Presnel Kimpembe,Thilo Kehrer,Marquinhos,Marco Verratti,Kylian Mbappé,Edinson Cavani,Neymar,Ángel Di María,Juan Bernat,Liverpool,Alisson,Virgil van Dijk,Georginio Wijnaldum,Dejan Lovren,James Milner,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Jordan Henderson,Andrew Robertson,Group stage,2,1
77,Dortmund,Roman Bürki,Dan-Axel Zagadou,Abdou Diallo,Paco Alcácer,Marco Reus,Raphaël Guerreiro,Manuel Akanji,Mahmoud Dahoud,Christian Pulisic,Łukasz Piszczek,Axel Witsel,Club Brugge,Ethan Horvath,Benoît Poulain,Sofyan Amrabat,Wesley Moraes,Marvelous Nakamba,Hans Vanaken,Stefano Denswil,Ruud Vormer,Emmanuel Dennis,Brandon Mechele,Clinton Mata,Group stage,0,0
78,Napoli,David Ospina,Allan,Mário Rui,José Callejón,Fabián Ruiz Peña,Dries Mertens,Marek Hamšík,Nikola Maksimović,Lorenzo Insigne,Kalidou Koulibaly,Raúl Albiol,Red Star,Milan Borjan,Miloš Degenek,Nenad Krstičić,Slavoljub Srnić,Srđan Babić,Marko Marin,Nikola Stojiljković,Veljko Simić,Milan Rodić,Ben Nabouhane,Marko Gobeljić,Group stage,3,1
79,PSV Eindhoven,Jeroen Zoet,Nick Viergever,Daniel Schwaab,Angeliño,Gastón Pereiro,Jorrit Hendrix,Luuk de Jong,Hirving Lozano,Steven Bergwijn,Pablo Rosario,Denzel Dumfries,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Philippe Coutinho,Lionel Messi,Ousmane Dembélé,Clément Lenglet,Jordi Alba,Arturo Vidal,Group stage,1,2
80,Schalke 04,Ralf Fährmann,Hamza Mendyl,Matija Nastasić,Omar Mascarell,Suat Serdar,Yevhen Konoplyanka,Benjamin Stambouli,Cedric Teuchert,Alessandro Schöpf,Naldo,Benjamin Goller,Loko Moscow,Guilherme Marinato,Benedikt Höwedes,Dmitri Barinov,Grzegorz Krychowiak,Jefferson Farfán,Vladislav Ignatyev,Éder,Igor Denisov,Maciej Rybus,Solomon Kvirkvelia,Aleksei Miranchuk,Group stage,1,0
81,Liverpool,Alisson,Virgil van Dijk,Georginio Wijnaldum,James Milner,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Andrew Robertson,Joël Matip,Trent Alexander-Arnold,Napoli,David Ospina,Allan,Mário Rui,José Callejón,Fabián Ruiz Peña,Dries Mertens,Marek Hamšík,Nikola Maksimović,Lorenzo Insigne,Kalidou Koulibaly,Raúl Albiol,Group stage,1,0
82,Galatasaray,Fernando Muslera,Mariano,Maicon,Garry Rodrigues,Eren Derdiyok,Ryan Donk,Badou Ndiaye,Fernando,Ozan Kabak,Yuto Nagatomo,Sofiane Feghouli,Porto,Iker Casillas,Maxi Pereira,Diogo Leite,Hernâni Fortes,Moussa Marega,Alex Telles,Héctor Herrera,Adrián López,Danilo Pereira,Sérgio Oliveira,Felipe,Group stage,2,3
83,Red Star,Milan Borjan,Miloš Degenek,Milan Pavkov,Marko Marin,Goran Čaušić,Veljko Simić,Milan Rodić,Dušan Jovančić,Filip Stojković,Ben Nabouhane,Marko Gobeljić,Paris S-G,Gianluigi Buffon,Thiago Silva,Presnel Kimpembe,Thilo Kehrer,Marquinhos,Marco Verratti,Kylian Mbappé,Edinson Cavani,Neymar,Ángel Di María,Juan Bernat,Group stage,1,4
84,Monaco,Diego Benaglio,Youri Tielemans,Radamel Falcao,Youssef Aït Bennasser,Andrea Raggi,Kamil Glik,Benoît Badiashile,Sofiane Diop,Benjamin Henrichs,Han-Noah Massengo,Giulian Biancone,Dortmund,Marwin Hitz,Abdou Diallo,Achraf Hakimi,Mario Götze,Raphaël Guerreiro,Mahmoud Dahoud,Maximilian Philipp,Christian Pulisic,Marcel Schmelzer,Julian Weigl,Ömer Toprak,Group stage,0,2
85,Club Brugge,Ethan Horvath,Benoît Poulain,Sofyan Amrabat,Wesley Moraes,Marvelous Nakamba,Hans Vanaken,Stefano Denswil,Ruud Vormer,Brandon Mechele,Loïs Openda,Cyril Ngonge,Atlético Madrid,Jan Oblak,Diego Godín,Santiago Arias,Thomas Partey,Koke,Antoine Griezmann,Saúl Ñíguez,Thomas Lemar,Rodri,Gelson Martins,Francisco Montero,Group stage,0,0
86,Barcelona,Jasper Cillessen,Nélson Semedo,Ivan Rakitić,Philippe Coutinho,Arthur Melo,Ousmane Dembélé,Clément Lenglet,Munir El Haddadi,Thomas Vermaelen,Carles Aleñá,Juan Miranda,Tottenham,Hugo Lloris,Danny Rose,Toby Alderweireld,Jan Vertonghen,Son Heung-min,Harry Winks,Harry Kane,Kyle Walker-Peters,Moussa Sissoko,Dele Alli,Christian Eriksen,Group stage,1,1
87,Inter,Samir Handanović,Stefan de Vrij,Mauro Icardi,Matteo Politano,Kwadwo Asamoah,Borja Valero,Danilo D'Ambrosio,Milan Škriniar,Ivan Perišić,Marcelo Brozović,Antonio Candreva,PSV Eindhoven,Jeroen Zoet,Nick Viergever,Angeliño,Jorrit Hendrix,Luuk de Jong,Hirving Lozano,Steven Bergwijn,Pablo Rosario,Trent Sainsbury,Denzel Dumfries,Erick Gutiérrez,Group stage,1,1
88,Viktoria Plzeň,Aleš Hruška,Lukáš Hejda,Roman Hubník,Roman Procházka,David Limberský,Jan Kopic,Patrik Hrošovský,Tomáš Chorý,Jan Kovařík,Milan Havel,Aleš Čermák,Roma,Antonio Mirante,Bryan Cristante,Aleksandar Kolarov,Patrik Schick,Iván Marcano,Cengiz Ünder,Davide Santon,Javier Pastore,Justin Kluivert,Steven Nzonzi,Kostas Manolas,Group stage,2,1
89,Real Madrid,Thibaut Courtois,Jesús Vallejo,Karim Benzema,Marcelo,Federico Valverde,Marcos Llorente,Álvaro Odriozola,Marco Asensio,Isco,Vinicius Júnior,Javi Sánchez,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Nikola Vlašić,Fyodor Chalov,Kirill Nababkin,Arnór Sigurðsson,Hörður Magnússon,Kristijan Bistrović,Georgi Shchennikov,Rodrigo Becão,Ivan Oblyakov,Group stage,0,3
90,Manchester City,Ederson,John Stones,Raheem Sterling,İlkay Gündoğan,Aymeric Laporte,Leroy Sané,Bernardo Silva,Nicolás Otamendi,Gabriel Jesus,Oleksandr Zinchenko,Phil Foden,Hoffenheim,Oliver Baumann,Joshua Brenet,Pavel Kadeřábek,Dennis Geiger,Florian Grillitsch,Leonardo Bittencourt,Kasim Nuhu,Nico Schulz,Benjamin Hübner,Andrej Kramarić,Joelinton,Group stage,2,1
91,Benfica,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Haris Seferović,Alfa Semedo,Pizzi,Rafa Silva,Jardel,André Almeida,João Félix,Gedson Fernandes,AEK Athens,Vasilios Barkas,Michalis Bakakis,Marios Oikonomou,Uroš Ćosić,Viktor Klonaridis,Dmytro Chygrynskiy,Ezequiel Ponce,Niklas Hult,Konstantinos Galanopoulos,Lucas Boyé,Erik Morán,Group stage,1,0
92,Valencia,Jaume Doménech,Rúben Vezo,Geoffrey Kondogbia,Carlos Soler,Daniel Parejo,Denis Cheryshev,Mouctar Diakhaby,Toni Lato,Cristiano Piccini,Santi Mina,Michy Batshuayi,Manchester Utd,Sergio Romero,Eric Bailly,Phil Jones,Paul Pogba,Juan Mata,Romelu Lukaku,Andreas Pereira,Marcos Rojo,Fred,Antonio Valencia,Marouane Fellaini,Group stage,2,1
93,Young Boys,Marco Wölfli,Mohamed Aly Camara,Djibril Sow,Moumi Ngamaleu,Christian Fassnacht,Michel Aebischer,Ulisses Garcia,Loris Benito,Sandro Lauper,Kevin Mbabu,Guillaume Hoarau,Juventus,Wojciech Szczęsny,Mattia De Sciglio,Miralem Pjanić,Cristiano Ronaldo,Douglas Costa,Juan Cuadrado,Mario Mandžukić,Leonardo Bonucci,Daniele Rugani,Rodrigo Bentancur,Federico Bernardeschi,Group stage,2,1
94,Ajax,André Onana,Matthijs de Ligt,Maximilian Wöber,Donny van de Beek,David Neres,Dušan Tadić,Noussair Mazraoui,Daley Blind,Frenkie de Jong,Hakim Ziyech,Nicolás Tagliafico,Bayern Munich,Manuel Neuer,Niklas Süle,Franck Ribéry,Robert Lewandowski,Rafinha,Jérôme Boateng,Leon Goretzka,Serge Gnabry,Thomas Müller,David Alaba,Joshua Kimmich,Group stage,3,3
95,Shakhtar,Andriy Pyatov,Serhiy Kryvtsov,Davit Khocholava,Taras Stepanenko,Taison,Júnior Moraes,Marlos,Mykola Matviyenko,Maycon,Ismaily,Viktor Kovalenko,Lyon,Anthony Lopes,Jason Denayer,Marcelo,Houssem Aouar,Bertrand Traoré,Memphis,Nabil Fekir,Fernando Marçal,Ferland Mendy,Kenny Tete,Lucas Tousart,Group stage,1,1
96,Manchester Utd,David de Gea,Victor Lindelöf,Eric Bailly,Paul Pogba,Marcus Rashford,Anthony Martial,Jesse Lingard,Ashley Young,Ander Herrera,Luke Shaw,Nemanja Matić,Paris S-G,Gianluigi Buffon,Thiago Silva,Presnel Kimpembe,Thilo Kehrer,Marquinhos,Marco Verratti,Kylian Mbappé,Ángel Di María,Dani Alves,Juan Bernat,Julian Draxler,Round of 16,0,2
97,Roma,Antonio Mirante,Bryan Cristante,Lorenzo Pellegrini,Edin Džeko,Aleksandar Kolarov,Daniele De Rossi,Federico Fazio,Nicolò Zaniolo,Alessandro Florenzi,Kostas Manolas,Stephan El Shaarawy,Porto,Iker Casillas,Éder Militão,Yacine Brahimi,Alex Telles,Héctor Herrera,Danilo Pereira,Otávio,Felipe,Tiquinho Soares,Pepe,Fernando,Round of 16,2,1
98,Tottenham,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Son Heung-min,Harry Winks,Moussa Sissoko,Juan Foyth,Christian Eriksen,Serge Aurier,Lucas Moura,Dortmund,Roman Bürki,Dan-Axel Zagadou,Abdou Diallo,Achraf Hakimi,Thomas Delaney,Jadon Sancho,Mario Götze,Mahmoud Dahoud,Christian Pulisic,Axel Witsel,Ömer Toprak,Round of 16,3,0
99,Ajax,André Onana,Matthijs de Ligt,Donny van de Beek,David Neres,Dušan Tadić,Noussair Mazraoui,Daley Blind,Lasse Schöne,Frenkie de Jong,Hakim Ziyech,Nicolás Tagliafico,Real Madrid,Thibaut Courtois,Dani Carvajal,Sergio Ramos,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Gareth Bale,Casemiro,Sergio Reguilón,Vinicius Júnior,Round of 16,1,2
100,Liverpool,Alisson,Fabinho,Georginio Wijnaldum,Naby Keïta,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Andrew Robertson,Joël Matip,Trent Alexander-Arnold,Bayern Munich,Manuel Neuer,Niklas Süle,Mats Hummels,Thiago Alcántara,Javi Martínez,Robert Lewandowski,James Rodríguez,Serge Gnabry,David Alaba,Kingsley Coman,Joshua Kimmich,Round of 16,0,0
101,Lyon,Anthony Lopes,Jason Denayer,Marcelo,Martin Terrier,Houssem Aouar,Moussa Dembélé,Bertrand Traoré,Memphis,Leo Dubois,Ferland Mendy,Tanguy Ndombele,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Luis Suárez,Lionel Messi,Ousmane Dembélé,Clément Lenglet,Jordi Alba,Sergi Roberto,Round of 16,0,0
102,Schalke 04,Ralf Fährmann,Weston McKennie,Hamza Mendyl,Matija Nastasić,Mark Uth,Suat Serdar,Nabil Bentaleb,Daniel Caligiuri,Bastian Oczipka,Salif Sané,Jeffrey Bruma,Manchester City,Ederson,Kyle Walker,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Aymeric Laporte,Kevin De Bruyne,Bernardo Silva,David Silva,Fernandinho,Nicolás Otamendi,Round of 16,2,3
103,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Thomas Partey,Koke,Antoine Griezmann,Saúl Ñíguez,Rodri,Diego Costa,Juanfran,José María Giménez,Juventus,Wojciech Szczęsny,Mattia De Sciglio,Giorgio Chiellini,Miralem Pjanić,Cristiano Ronaldo,Paulo Dybala,Alex Sandro,Blaise Matuidi,Mario Mandžukić,Leonardo Bonucci,Rodrigo Bentancur,Round of 16,2,0
104,Real Madrid,Thibaut Courtois,Dani Carvajal,Raphaël Varane,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Casemiro,Lucas Vázquez,Sergio Reguilón,Vinicius Júnior,Ajax,André Onana,Matthijs de Ligt,Donny van de Beek,David Neres,Dušan Tadić,Noussair Mazraoui,Daley Blind,Lasse Schöne,Frenkie de Jong,Hakim Ziyech,Nicolás Tagliafico,Round of 16,1,4
105,Dortmund,Roman Bürki,Abdou Diallo,Jadon Sancho,Paco Alcácer,Mario Götze,Marco Reus,Raphaël Guerreiro,Manuel Akanji,Marius Wolf,Axel Witsel,Julian Weigl,Tottenham,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Son Heung-min,Harry Winks,Harry Kane,Moussa Sissoko,Christian Eriksen,Serge Aurier,Ben Davies,Round of 16,0,1
106,Porto,Iker Casillas,Éder Militão,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Danilo Pereira,Otávio,Felipe,Tiquinho Soares,Pepe,Roma,Robin Olsen,Rick Karsdorp,Juan Jesus,Diego Perotti,Edin Džeko,Aleksandar Kolarov,Iván Marcano,Daniele De Rossi,Nicolò Zaniolo,Steven Nzonzi,Kostas Manolas,Round of 16,3,1
107,Paris S-G,Gianluigi Buffon,Thiago Silva,Presnel Kimpembe,Thilo Kehrer,Marquinhos,Marco Verratti,Kylian Mbappé,Ángel Di María,Dani Alves,Juan Bernat,Julian Draxler,Manchester Utd,David de Gea,Victor Lindelöf,Eric Bailly,Romelu Lukaku,Marcus Rashford,Chris Smalling,Andreas Pereira,Fred,Ashley Young,Luke Shaw,Scott McTominay,Round of 16,1,3
108,Manchester City,Ederson,Kyle Walker,Danilo,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Aymeric Laporte,Leroy Sané,Bernardo Silva,David Silva,Oleksandr Zinchenko,Schalke 04,Ralf Fährmann,Weston McKennie,Suat Serdar,Nabil Bentaleb,Yevhen Konoplyanka,Benjamin Stambouli,Guido Burgstaller,Bastian Oczipka,Salif Sané,Jeffrey Bruma,Breel Embolo,Round of 16,7,0
109,Juventus,Wojciech Szczęsny,Giorgio Chiellini,Miralem Pjanić,Cristiano Ronaldo,Blaise Matuidi,Mario Mandžukić,Leonardo Bonucci,João Cancelo,Emre Can,Federico Bernardeschi,Leonardo Spinazzola,Atlético Madrid,Jan Oblak,Diego Godín,Santiago Arias,Koke,Antoine Griezmann,Saúl Ñíguez,Thomas Lemar,Rodri,Juanfran,Álvaro Morata,José María Giménez,Round of 16,3,0
110,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Philippe Coutinho,Arthur Melo,Luis Suárez,Lionel Messi,Clément Lenglet,Jordi Alba,Sergi Roberto,Lyon,Anthony Lopes,Jason Denayer,Marcelo,Moussa Dembélé,Memphis,Leo Dubois,Nabil Fekir,Fernando Marçal,Ferland Mendy,Tanguy Ndombele,Lucas Tousart,Round of 16,5,1
111,Bayern Munich,Manuel Neuer,Niklas Süle,Mats Hummels,Thiago Alcántara,Franck Ribéry,Javi Martínez,Robert Lewandowski,James Rodríguez,Rafinha,Serge Gnabry,David Alaba,Liverpool,Alisson,Virgil van Dijk,Georginio Wijnaldum,James Milner,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Andrew Robertson,Joël Matip,Trent Alexander-Arnold,Round of 16,1,3
112,Liverpool,Alisson,Fabinho,Virgil van Dijk,Dejan Lovren,James Milner,Naby Keïta,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Trent Alexander-Arnold,Porto,Iker Casillas,Maxi Pereira,Éder Militão,Óliver Torres,Moussa Marega,Alex Telles,Jesús Corona,Danilo Pereira,Otávio,Felipe,Tiquinho Soares,Quarter-finals,2,0
113,Tottenham,Hugo Lloris,Kieran Trippier,Danny Rose,Toby Alderweireld,Jan Vertonghen,Son Heung-min,Harry Winks,Harry Kane,Moussa Sissoko,Dele Alli,Christian Eriksen,Manchester City,Ederson,Kyle Walker,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Aymeric Laporte,Fabian Delph,David Silva,Fernandinho,Riyad Mahrez,Nicolás Otamendi,Quarter-finals,1,0
114,Manchester Utd,David de Gea,Victor Lindelöf,Paul Pogba,Romelu Lukaku,Marcus Rashford,Chris Smalling,Fred,Ashley Young,Diogo Dalot,Luke Shaw,Scott McTominay,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Philippe Coutinho,Arthur Melo,Luis Suárez,Lionel Messi,Clément Lenglet,Jordi Alba,Quarter-finals,0,1
115,Ajax,André Onana,Joël Veltman,Matthijs de Ligt,Donny van de Beek,David Neres,Dušan Tadić,Daley Blind,Lasse Schöne,Frenkie de Jong,Hakim Ziyech,Nicolás Tagliafico,Juventus,Wojciech Szczęsny,Miralem Pjanić,Cristiano Ronaldo,Alex Sandro,Blaise Matuidi,Mario Mandžukić,Leonardo Bonucci,João Cancelo,Daniele Rugani,Rodrigo Bentancur,Federico Bernardeschi,Quarter-finals,1,1
116,Juventus,Wojciech Szczęsny,Mattia De Sciglio,Miralem Pjanić,Cristiano Ronaldo,Paulo Dybala,Alex Sandro,Blaise Matuidi,Leonardo Bonucci,Emre Can,Daniele Rugani,Federico Bernardeschi,Ajax,André Onana,Joël Veltman,Matthijs de Ligt,Donny van de Beek,David Neres,Dušan Tadić,Noussair Mazraoui,Daley Blind,Lasse Schöne,Frenkie de Jong,Hakim Ziyech,Quarter-finals,1,2
117,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Philippe Coutinho,Arthur Melo,Luis Suárez,Lionel Messi,Clément Lenglet,Jordi Alba,Sergi Roberto,Manchester Utd,David de Gea,Victor Lindelöf,Phil Jones,Paul Pogba,Marcus Rashford,Anthony Martial,Chris Smalling,Jesse Lingard,Fred,Ashley Young,Scott McTominay,Quarter-finals,3,0
118,Porto,Iker Casillas,Éder Militão,Yacine Brahimi,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Danilo Pereira,Otávio,Felipe,Pepe,Liverpool,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,James Milner,Sadio Mané,Mohamed Salah,Andrew Robertson,Divock Origi,Joël Matip,Trent Alexander-Arnold,Quarter-finals,1,4
119,Manchester City,Ederson,Kyle Walker,Vincent Kompany,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Aymeric Laporte,Kevin De Bruyne,Bernardo Silva,David Silva,Benjamin Mendy,Tottenham,Hugo Lloris,Kieran Trippier,Danny Rose,Toby Alderweireld,Jan Vertonghen,Son Heung-min,Victor Wanyama,Moussa Sissoko,Dele Alli,Christian Eriksen,Lucas Moura,Quarter-finals,4,3
120,Tottenham,Hugo Lloris,Kieran Trippier,Danny Rose,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Victor Wanyama,Fernando Llorente,Dele Alli,Christian Eriksen,Lucas Moura,Ajax,André Onana,Joël Veltman,Matthijs de Ligt,Donny van de Beek,David Neres,Dušan Tadić,Daley Blind,Lasse Schöne,Frenkie de Jong,Hakim Ziyech,Nicolás Tagliafico,Semi-finals,0,1
121,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Philippe Coutinho,Luis Suárez,Lionel Messi,Clément Lenglet,Jordi Alba,Sergi Roberto,Arturo Vidal,Liverpool,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,James Milner,Naby Keïta,Sadio Mané,Mohamed Salah,Joe Gomez,Andrew Robertson,Joël Matip,Semi-finals,3,0
122,Liverpool,Alisson,Fabinho,Virgil van Dijk,James Milner,Sadio Mané,Jordan Henderson,Xherdan Shaqiri,Andrew Robertson,Divock Origi,Joël Matip,Trent Alexander-Arnold,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Philippe Coutinho,Luis Suárez,Lionel Messi,Clément Lenglet,Jordi Alba,Sergi Roberto,Arturo Vidal,Semi-finals,4,0
