,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
60,Inter,Samir Handanović,Achraf Hakimi,Roberto Gagliardini,Stefan de Vrij,Romelu Lukaku,Lautaro Martínez,Ashley Young,Arturo Vidal,Nicolò Barella,Milan Škriniar,Alessandro Bastoni,Real Madrid,Thibaut Courtois,Dani Carvajal,Raphaël Varane,Nacho,Eden Hazard,Toni Kroos,Luka Modrić,Lucas Vázquez,Martin Ødegaard,Ferland Mendy,Mariano,Group stage,0,2
61,Ajax,André Onana,Perr Schuurs,Davy Klaassen,David Neres,Ryan Gravenberch,Dušan Tadić,Noussair Mazraoui,Daley Blind,Zakaria Labyad,Lassina Franck Traoré,Nicolás Tagliafico,Midtjylland,Jesper Hansen,Dion Cools,Pione Sisto,Sory Kaba,Awer Mabil,Alexander Scholz,Erik Sviatchenko,Paulinho,Anders Dreyer,Frank Onyeka,Nicolas Madsen,Group stage,3,1
62,Atlético Madrid,Jan Oblak,José María Giménez,Koke,João Félix,Saúl Ñíguez,Ángel Correa,Renan Lodi,Marcos Llorente,Stefan Savić,Yannick Carrasco,Kieran Trippier,Loko Moscow,Guilherme Marinato,François Kamano,Dmitri Zhivoglyadov,Grzegorz Krychowiak,Anton Miranchuk,Vedran Ćorluka,Vladislav Ignatyev,Murilo Cerqueira,Zé Luís,Maciej Rybus,Daniil Kulikov,Group stage,0,0
63,Bayern Munich,Manuel Neuer,Benjamin Pavard,Serge Gnabry,Robert Lewandowski,Jérôme Boateng,Leon Goretzka,Marc Roca,Thomas Müller,David Alaba,Kingsley Coman,Chris Richards,RB Salzburg,Cican Stankovic,Sekou Koita,Mergim Berisha,Dominik Szoboszlai,André Ramalho,Zlatko Junuzović,Andreas Ulmer,Mohamed Camara,Maximilian Wöber,Rasmus Kristensen,Enock Mwepu,Group stage,3,1
64,Shakhtar,Anatolii Trubin,Dodô,Taras Stepanenko,Taison,Júnior Moraes,Marlos,Tetê,Viktor Kovalenko,Mykola Matviyenko,Vitão,Valerii Bondar,Real Madrid,Thibaut Courtois,Raphaël Varane,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Marco Asensio,Lucas Vázquez,Martin Ødegaard,Ferland Mendy,Rodrygo,Group stage,2,0
65,Liverpool,Caoimhín Kelleher,Fabinho,Georginio Wijnaldum,Sadio Mané,Mohamed Salah,Jordan Henderson,Curtis Jones,Diogo Jota,Andrew Robertson,Joël Matip,Neco Williams,Ajax,André Onana,Perr Schuurs,Edson Álvarez,Davy Klaassen,David Neres,Ryan Gravenberch,Dušan Tadić,Noussair Mazraoui,Daley Blind,Nicolás Tagliafico,Antony,Group stage,1,0
66,Porto,Agustín Marchesín,Diogo Leite,Mateus Uribe,Moussa Marega,Zaidu Sanusi,Jesús Corona,Wilson Manafá,Chancel Mbemba,Otávio,Sérgio Oliveira,Malang Sarr,Manchester City,Ederson,Rúben Dias,Raheem Sterling,Oleksandr Zinchenko,Rodri,Bernardo Silva,Ferrán Torres,Fernandinho,João Cancelo,Phil Foden,Eric García,Group stage,0,0
67,Loko Moscow,Guilherme Marinato,Dmitri Zhivoglyadov,Vitali Lystsov,Vedran Ćorluka,Éder,Murilo Cerqueira,Zé Luís,Maciej Rybus,Stanislav Magkeev,Slobodan Rajković,Vitaly Lisakovich,RB Salzburg,Cican Stankovic,Sekou Koita,Mergim Berisha,Dominik Szoboszlai,André Ramalho,Zlatko Junuzović,Andreas Ulmer,Mohamed Camara,Maximilian Wöber,Rasmus Kristensen,Enock Mwepu,Group stage,1,3
68,Marseille,Steve Mandanda,Hiroki Sakai,Álvaro González,Boubacar Kamara,Darío Benedetto,Dimitri Payet,Duje Ćaleta-Car,Mickaël Cuisance,Jordan Amavi,Valentin Rongier,Florian Thauvin,Olympiacos,José Sá,Rúben Semedo,Mohamed Camara,Andreas Bouchalakis,Yann M'Vila,Kostas Fortounis,Youssef El-Arabi,Rafinha,Marious Vrousai,José Holebas,Pape Abou Cissé,Group stage,2,1
69,Atalanta,Marco Sportiello,José Luis Palomino,Robin Gosens,Luis Muriel,Papu Gómez,Remo Freuler,Cristian Romero,Berat Djimsiti,Matteo Pessina,Hans Hateboer,Duván Zapata,Midtjylland,Jesper Hansen,Daniel Høegh,Joel Andersson,Sory Kaba,Awer Mabil,Alexander Scholz,Manjrekar James,Paulinho,Mikael Anderson,Anders Dreyer,Frank Onyeka,Group stage,1,1
70,Gladbach,Yann Sommer,Christoph Kramer,Marcus Thuram,Lars Stindl,Alassane Pléa,Oscar Wendt,Stefan Lainer,Valentino Lazaro,Tony Jantschke,Matthias Ginter,Florian Neuhaus,Inter,Samir Handanović,Roberto Gagliardini,Stefan de Vrij,Romelu Lukaku,Lautaro Martínez,Ashley Young,Nicolò Barella,Matteo Darmian,Milan Škriniar,Marcelo Brozović,Alessandro Bastoni,Group stage,2,3
71,Atlético Madrid,Jan Oblak,José María Giménez,Koke,João Félix,Saúl Ñíguez,Ángel Correa,Marcos Llorente,Stefan Savić,Yannick Carrasco,Mario Hermoso,Kieran Trippier,Bayern Munich,Alexander Nübel,Niklas Süle,Javi Martínez,Leroy Sané,Douglas Costa,Eric Maxim Choupo-Moting,Bouna Sarr,Lucas Hernández,David Alaba,Jamal Musiala,Bright Arrey-Mbi,Group stage,1,1
72,Manchester Utd,David de Gea,Victor Lindelöf,Harry Maguire,Edinson Cavani,Anthony Martial,Marcus Rashford,Fred,Bruno Fernandes,Alex Telles,Aaron Wan-Bissaka,Scott McTominay,Paris S-G,Keylor Navas,Presnel Kimpembe,Marquinhos,Marco Verratti,Kylian Mbappé,Leandro Paredes,Neymar,Danilo Pereira,Moise Kean,Abdou Diallo,Alessandro Florenzi,Group stage,1,3
73,Krasnodar,Matvei Safonov,Alyaksandr Martynovich,Cristian Ramírez,Rémy Cabella,Yuri Gazinskiy,Wanderson,Viktor Claesson,Igor Smolnikov,Kaio Pantaleão,Marcus Berg,Tonny Vilhena,Rennes,Romain Salin,Damien Da Silva,Gerzino Nyamsi,Eduardo Camavinga,James Lea Siliki,Benjamin Bourigeaud,Steven Nzonzi,Jeremy Doku,Adrien Hunou,Hamari Traoré,Adrien Truffert,Group stage,1,0
74,Başakşehir,Mert Günok,Rafael,Edin Višća,Berkay Özcan,İrfan Kahveci,Demba Ba,Fredrik Gulbrandsen,Deniz Turuc,Carlos Ponck,Martin Škrtel,Boli Bolingoli-Mbombo,RB Leipzig,Péter Gulácsi,Angeliño,Dayot Upamecano,Ibrahima Konaté,Marcel Sabitzer,Amadou Haidara,Yussuf Poulsen,Emil Forsberg,Nordi Mukiele,Dani Olmo,Kevin Kampl,Group stage,3,4
75,Club Brugge,Simon Mignolet,Éder Álvarez Balanta,Odilon Kossonou,Noa Lang,Federico Ricca,Hans Vanaken,Ruud Vormer,Emmanuel Dennis,Brandon Mechele,Clinton Mata,Charles De Ketelaere,Zenit,Mikhail Kerzhakov,Douglas Santos,Wílmar Barrios,Sardar Azmoun,Malcom,Sebastián Driussi,Daler Kuzyaev,Aleksei Sutormin,Aleksandr Erokhin,Yaroslav Rakitskiy,Danila Prokhin,Group stage,3,0
76,Juventus,Wojciech Szczęsny,Matthijs de Ligt,Cristiano Ronaldo,Aaron Ramsey,Álvaro Morata,Alex Sandro,Weston McKennie,Leonardo Bonucci,Federico Chiesa,Merih Demiral,Rodrigo Bentancur,Dynamo Kyiv,Heorhiy Bushchan,Denys Popov,Serhiy Sydorchuk,Benjamin Verbič,Volodymyr Shepelyev,Mykola Shaparenko,Viktor Tsyhankov,Vitaliy Mykolenko,Gerson Rodrigues,Illia Zabarnyi,Tomasz Kędziora,Group stage,3,0
77,Dortmund,Roman Bürki,Mateu Morey,Thomas Delaney,Thorgan Hazard,Marco Reus,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Jude Bellingham,Łukasz Piszczek,Gio Reyna,Lazio,Pepe Reina,Patric,Lucas Leiva,Luis Alberto,Joaquín Correa,Wesley Hoedt,Ciro Immobile,Sergej Milinković-Savić,Francesco Acerbi,Adam Marušić,Mohamed Fares,Group stage,1,1
78,Ferencváros,Dénes Dibusz,Abraham Frimpong,Somália,Tokmac Nguen,Dávid Sigér,Endre Botka,Miha Blažič,Marcel Heister,Lasha Dvali,Myrto Uzuni,Isael,Barcelona,Neto,Sergiño Dest,Sergio Busquets,Antoine Griezmann,Miralem Pjanić,Martin Braithwaite,Ousmane Dembélé,Clément Lenglet,Francisco Trincão,Jordi Alba,Óscar Mingueza,Group stage,0,3
79,Sevilla,Alfonso Pastor,Sergi Gómez,Karim Rekik,Nemanja Gudelj,Ivan Rakitić,Óscar Rodríguez Arnaiz,Youssef En-Nesyri,Jesús Navas,Diego Carlos,Franco Vázquez,Oussama Idrissi,Chelsea,Edouard Mendy,Antonio Rüdiger,Andreas Christensen,Jorginho,Christian Pulisic,Mateo Kovačić,Olivier Giroud,Callum Hudson-Odoi,César Azpilicueta,Kai Havertz,Emerson Palmieri,Group stage,0,4
80,Lazio,Pepe Reina,Luiz Felipe,Lucas Leiva,Luis Alberto,Joaquín Correa,Wesley Hoedt,Ciro Immobile,Sergej Milinković-Savić,Manuel Lazzari,Francesco Acerbi,Adam Marušić,Club Brugge,Simon Mignolet,Eduard Sobol,Éder Álvarez Balanta,Odilon Kossonou,Noa Lang,Krépin Diatta,Federico Ricca,Hans Vanaken,Ruud Vormer,Clinton Mata,Charles De Ketelaere,Group stage,2,2
81,Chelsea,Kepa Arrizabalaga,Antonio Rüdiger,Andreas Christensen,Jorginho,Tammy Abraham,Mateo Kovačić,Billy Gilmour,César Azpilicueta,Kai Havertz,Emerson Palmieri,Faustino Anjorin,Krasnodar,Yevgeni Gorodov,Alyaksandr Martynovich,Cristian Ramírez,Rémy Cabella,Wanderson,Kristoffer Olsson,Viktor Claesson,Igor Smolnikov,Kaio Pantaleão,Marcus Berg,Tonny Vilhena,Group stage,1,1
82,Zenit,Mikhail Kerzhakov,Douglas Santos,Wílmar Barrios,Sardar Azmoun,Malcom,Sebastián Driussi,Daler Kuzyaev,Aleksei Sutormin,Magomed Ozdoyev,Yaroslav Rakitskiy,Danila Prokhin,Dortmund,Marwin Hitz,Thorgan Hazard,Marco Reus,Nico Schulz,Mats Hummels,Julian Brandt,Jude Bellingham,Emre Can,Łukasz Piszczek,Axel Witsel,Felix Passlack,Group stage,1,2
83,Barcelona,Marc-André ter Stegen,Sergiño Dest,Ronald Araújo,Antoine Griezmann,Miralem Pjanić,Lionel Messi,Clément Lenglet,Pedri,Francisco Trincão,Jordi Alba,Frenkie de Jong,Juventus,Gianluigi Buffon,Matthijs de Ligt,Arthur Melo,Cristiano Ronaldo,Aaron Ramsey,Álvaro Morata,Alex Sandro,Danilo,Weston McKennie,Juan Cuadrado,Leonardo Bonucci,Group stage,0,3
84,Rennes,Romain Salin,Damien Da Silva,Dalbert Henrique,Clément Grenier,Eduardo Camavinga,M'Baye Niang,Steven Nzonzi,Faitout Maouassa,Jeremy Doku,Hamari Traoré,Brandon Soppy,Sevilla,Yassine Bounou,Sergi Gómez,Karim Rekik,Nemanja Gudelj,Suso,Ivan Rakitić,Jules Koundé,Youssef En-Nesyri,Diego Carlos,Óliver Torres,Oussama Idrissi,Group stage,1,3
85,RB Leipzig,Péter Gulácsi,Angeliño,Willi Orban,Ibrahima Konaté,Marcel Sabitzer,Amadou Haidara,Emil Forsberg,Christopher Nkunku,Nordi Mukiele,Dani Olmo,Kevin Kampl,Manchester Utd,David de Gea,Victor Lindelöf,Harry Maguire,Marcus Rashford,Mason Greenwood,Bruno Fernandes,Luke Shaw,Alex Telles,Aaron Wan-Bissaka,Nemanja Matić,Scott McTominay,Group stage,3,2
86,Dynamo Kyiv,Heorhiy Bushchan,Denys Popov,Serhiy Sydorchuk,Benjamin Verbič,Mykola Shaparenko,Carlos de Pena,Viktor Tsyhankov,Vitaliy Mykolenko,Denys Harmash,Illia Zabarnyi,Tomasz Kędziora,Ferencváros,Dénes Dibusz,Somália,Gergő Lovrencsics,Tokmac Nguen,Oleksandr Zubkov,Ihor Kharatin,Miha Blažič,Marcel Heister,Lasha Dvali,Myrto Uzuni,Aïssa Laïdouni,Group stage,1,0
87,Ajax,André Onana,Perr Schuurs,Davy Klaassen,Ryan Gravenberch,Dušan Tadić,Noussair Mazraoui,Zakaria Labyad,Lisandro Martínez,Brian Brobbey,Nicolás Tagliafico,Antony,Atalanta,Pierluigi Gollini,Rafael Tolói,Robin Gosens,Papu Gómez,Remo Freuler,Marten de Roon,Cristian Romero,Berat Djimsiti,Matteo Pessina,Hans Hateboer,Duván Zapata,Group stage,0,1
88,Paris S-G,Keylor Navas,Presnel Kimpembe,Marquinhos,Marco Verratti,Kylian Mbappé,Leandro Paredes,Neymar,Rafinha,Danilo Pereira,Alessandro Florenzi,Mitchel Bakker,Başakşehir,Mert Günok,Hasan Ali Kaldırım,Rafael,Mehmet Topal,Berkay Özcan,İrfan Kahveci,Mahmut Tekdemir,Fredrik Gulbrandsen,Deniz Turuc,Carlos Ponck,Enzo Crivelli,Group stage,5,1
89,Midtjylland,Jesper Hansen,Dion Cools,Sory Kaba,Evander,Awer Mabil,Alexander Scholz,Erik Sviatchenko,Paulinho,Anders Dreyer,Frank Onyeka,Jens Cajuste,Liverpool,Caoimhín Kelleher,Fabinho,Naby Keïta,Mohamed Salah,Takumi Minamino,Diogo Jota,Kostas Tsimikas,Divock Origi,Rhys Williams,Leighton Clarkson,Trent Alexander-Arnold,Group stage,1,1
90,Manchester City,Zack Steffen,Kyle Walker,Nathan Aké,İlkay Gündoğan,Aymeric Laporte,Bernardo Silva,Ferrán Torres,Fernandinho,Riyad Mahrez,Phil Foden,Eric García,Marseille,Steve Mandanda,Hiroki Sakai,Álvaro González,Boubacar Kamara,Leonardo Balerdi,Morgan Sanson,Dimitri Payet,Pape Gueye,Yuto Nagatomo,Florian Thauvin,Valère Germain,Group stage,3,0
91,Real Madrid,Thibaut Courtois,Sergio Ramos,Raphaël Varane,Toni Kroos,Karim Benzema,Luka Modrić,Casemiro,Lucas Vázquez,Vinicius Júnior,Ferland Mendy,Rodrygo,Gladbach,Yann Sommer,Christoph Kramer,Marcus Thuram,Lars Stindl,Alassane Pléa,Oscar Wendt,Stefan Lainer,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Breel Embolo,Group stage,2,0
92,Bayern Munich,Manuel Neuer,Niklas Süle,Leroy Sané,Douglas Costa,Eric Maxim Choupo-Moting,Jérôme Boateng,Leon Goretzka,Alphonso Davies,Bouna Sarr,Marc Roca,Thomas Müller,Loko Moscow,Guilherme Marinato,François Kamano,Dmitri Zhivoglyadov,Anton Miranchuk,Vedran Ćorluka,Éder,Vladislav Ignatyev,Maciej Rybus,Stanislav Magkeev,Slobodan Rajković,Dmitrii Rybchinskii,Group stage,2,0
93,RB Salzburg,Cican Stankovic,Sekou Koita,Mergim Berisha,Dominik Szoboszlai,André Ramalho,Zlatko Junuzović,Andreas Ulmer,Patson Daka,Maximilian Wöber,Rasmus Kristensen,Enock Mwepu,Atlético Madrid,Jan Oblak,Koke,João Félix,Saúl Ñíguez,Luis Suárez,Marcos Llorente,Stefan Savić,Felipe,Yannick Carrasco,Mario Hermoso,Kieran Trippier,Group stage,0,2
94,Inter,Samir Handanović,Achraf Hakimi,Roberto Gagliardini,Stefan de Vrij,Romelu Lukaku,Lautaro Martínez,Ashley Young,Nicolò Barella,Milan Škriniar,Marcelo Brozović,Alessandro Bastoni,Shakhtar,Anatolii Trubin,Dodô,Taras Stepanenko,Taison,Marlos,Tetê,Viktor Kovalenko,Mykola Matviyenko,Maycon,Vitão,Valerii Bondar,Group stage,0,0
95,Olympiacos,José Sá,Rúben Semedo,Mohamed Camara,Andreas Bouchalakis,Yann M'Vila,Youssef El-Arabi,Rafinha,Marious Vrousai,Giorgos Masouras,José Holebas,Pape Abou Cissé,Porto,Diogo Costa,Diogo Leite,Zaidu Sanusi,Marko Grujić,Chancel Mbemba,Romário Baró,João Mário Lopes,Otávio,Felipe Anderson,Toni Martínez,Eulânio Ângelo Chipela Gomes,Group stage,0,2
96,Barcelona,Marc-André ter Stegen,Sergiño Dest,Gerard Piqué,Sergio Busquets,Antoine Griezmann,Lionel Messi,Ousmane Dembélé,Clément Lenglet,Pedri,Jordi Alba,Frenkie de Jong,Paris S-G,Keylor Navas,Presnel Kimpembe,Marquinhos,Marco Verratti,Kylian Mbappé,Leandro Paredes,Mauro Icardi,Moise Kean,Layvin Kurzawa,Alessandro Florenzi,Idrissa Gana Gueye,Round of 16,1,4
97,RB Leipzig,Péter Gulácsi,Angeliño,Dayot Upamecano,Marcel Sabitzer,Amadou Haidara,Tyler Adams,Lukas Klostermann,Christopher Nkunku,Nordi Mukiele,Dani Olmo,Kevin Kampl,Liverpool,Alisson,Georginio Wijnaldum,Thiago Alcántara,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Curtis Jones,Ozan Kabak,Andrew Robertson,Trent Alexander-Arnold,Round of 16,0,2
98,Porto,Agustín Marchesín,Pepe,Mateus Uribe,Mehdi Taremi,Moussa Marega,Zaidu Sanusi,Jesús Corona,Wilson Manafá,Chancel Mbemba,Otávio,Sérgio Oliveira,Juventus,Wojciech Szczęsny,Giorgio Chiellini,Matthijs de Ligt,Cristiano Ronaldo,Alex Sandro,Danilo,Weston McKennie,Federico Chiesa,Adrien Rabiot,Rodrigo Bentancur,Dejan Kulusevski,Round of 16,2,1
99,Sevilla,Yassine Bounou,Suso,Joan Jordán,Ivan Rakitić,Jules Koundé,Youssef En-Nesyri,Jesús Navas,Sergio Escudero,Diego Carlos,Fernando,Papu Gómez,Dortmund,Marwin Hitz,Mateu Morey,Jadon Sancho,Mahmoud Dahoud,Erling Haaland,Marco Reus,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Jude Bellingham,Emre Can,Round of 16,2,3
100,Lazio,Pepe Reina,Patric,Lucas Leiva,Luis Alberto,Joaquín Correa,Ciro Immobile,Sergej Milinković-Savić,Manuel Lazzari,Francesco Acerbi,Mateo Musacchio,Adam Marušić,Bayern Munich,Manuel Neuer,Niklas Süle,Joshua Kimmich,Robert Lewandowski,Leroy Sané,Jérôme Boateng,Leon Goretzka,Alphonso Davies,David Alaba,Kingsley Coman,Jamal Musiala,Round of 16,1,4
101,Atlético Madrid,Jan Oblak,Koke,João Félix,Saúl Ñíguez,Luis Suárez,Ángel Correa,Thomas Lemar,Marcos Llorente,Stefan Savić,Felipe,Mario Hermoso,Chelsea,Edouard Mendy,Antonio Rüdiger,Marcos Alonso,Andreas Christensen,Jorginho,Timo Werner,Mateo Kovačić,Olivier Giroud,Mason Mount,Callum Hudson-Odoi,César Azpilicueta,Round of 16,0,1
102,Gladbach,Yann Sommer,Christoph Kramer,Denis Zakaria,Lars Stindl,Alassane Pléa,Stefan Lainer,Jonas Hofmann,Ramy Bensebaini,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Manchester City,Ederson,Kyle Walker,Rúben Dias,Raheem Sterling,İlkay Gündoğan,Gabriel Jesus,Aymeric Laporte,Rodri,Bernardo Silva,João Cancelo,Phil Foden,Round of 16,0,2
103,Atalanta,Pierluigi Gollini,Rafael Tolói,Joakim Mæhle,Robin Gosens,Luis Muriel,Remo Freuler,Marten de Roon,Cristian Romero,Berat Djimsiti,Matteo Pessina,Duván Zapata,Real Madrid,Thibaut Courtois,Raphaël Varane,Nacho,Toni Kroos,Luka Modrić,Marco Asensio,Casemiro,Lucas Vázquez,Vinicius Júnior,Isco,Ferland Mendy,Round of 16,0,1
104,Juventus,Wojciech Szczęsny,Arthur Melo,Cristiano Ronaldo,Aaron Ramsey,Álvaro Morata,Alex Sandro,Juan Cuadrado,Leonardo Bonucci,Federico Chiesa,Adrien Rabiot,Merih Demiral,Porto,Agustín Marchesín,Pepe,Mateus Uribe,Mehdi Taremi,Moussa Marega,Zaidu Sanusi,Jesús Corona,Wilson Manafá,Chancel Mbemba,Otávio,Sérgio Oliveira,Round of 16,3,2
105,Dortmund,Marwin Hitz,Mateu Morey,Thomas Delaney,Mahmoud Dahoud,Erling Haaland,Thorgan Hazard,Marco Reus,Nico Schulz,Mats Hummels,Jude Bellingham,Emre Can,Sevilla,Yassine Bounou,Lucas Ocampos,Suso,Joan Jordán,Jules Koundé,Óscar Rodríguez Arnaiz,Youssef En-Nesyri,Jesús Navas,Marcos Acuña,Diego Carlos,Fernando,Round of 16,2,2
106,Liverpool,Alisson,Fabinho,Georginio Wijnaldum,Thiago Alcántara,Sadio Mané,Mohamed Salah,Ozan Kabak,Diogo Jota,Andrew Robertson,Nathaniel Phillips,Trent Alexander-Arnold,RB Leipzig,Péter Gulácsi,Dayot Upamecano,Marcel Sabitzer,Yussuf Poulsen,Emil Forsberg,Tyler Adams,Lukas Klostermann,Christopher Nkunku,Nordi Mukiele,Dani Olmo,Kevin Kampl,Round of 16,2,0
107,Paris S-G,Keylor Navas,Presnel Kimpembe,Marquinhos,Marco Verratti,Kylian Mbappé,Leandro Paredes,Mauro Icardi,Layvin Kurzawa,Julian Draxler,Alessandro Florenzi,Idrissa Gana Gueye,Barcelona,Marc-André ter Stegen,Sergiño Dest,Sergio Busquets,Antoine Griezmann,Lionel Messi,Ousmane Dembélé,Clément Lenglet,Pedri,Jordi Alba,Frenkie de Jong,Óscar Mingueza,Round of 16,1,1
108,Manchester City,Ederson,Kyle Walker,Rúben Dias,John Stones,İlkay Gündoğan,Rodri,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,João Cancelo,Phil Foden,Gladbach,Yann Sommer,Denis Zakaria,Marcus Thuram,Lars Stindl,Stefan Lainer,Jonas Hofmann,Ramy Bensebaini,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Breel Embolo,Round of 16,2,0
109,Real Madrid,Thibaut Courtois,Sergio Ramos,Raphaël Varane,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Federico Valverde,Lucas Vázquez,Vinicius Júnior,Ferland Mendy,Atalanta,Marco Sportiello,Rafael Tolói,Joakim Mæhle,Robin Gosens,Luis Muriel,Marten de Roon,Cristian Romero,Ruslan Malinovskyi,Berat Djimsiti,Matteo Pessina,Mario Pašalić,Round of 16,3,1
110,Chelsea,Edouard Mendy,Antonio Rüdiger,Marcos Alonso,N'Golo Kanté,Timo Werner,Kurt Zouma,Mateo Kovačić,Hakim Ziyech,Reece James,César Azpilicueta,Kai Havertz,Atlético Madrid,Jan Oblak,José María Giménez,Koke,João Félix,Saúl Ñíguez,Luis Suárez,Renan Lodi,Marcos Llorente,Stefan Savić,Yannick Carrasco,Kieran Trippier,Round of 16,2,0
111,Bayern Munich,Alexander Nübel,Benjamin Pavard,Joshua Kimmich,Serge Gnabry,Robert Lewandowski,Leroy Sané,Jérôme Boateng,Leon Goretzka,Lucas Hernández,Thomas Müller,David Alaba,Lazio,Pepe Reina,Luis Alberto,Joaquín Correa,Gonzalo Escalante,Sergej Milinković-Savić,Ștefan Radu,Manuel Lazzari,Francesco Acerbi,Adam Marušić,Vedat Muriqi,Mohamed Fares,Round of 16,2,1
112,Manchester City,Ederson,Kyle Walker,Rúben Dias,John Stones,İlkay Gündoğan,Rodri,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,João Cancelo,Phil Foden,Dortmund,Marwin Hitz,Mateu Morey,Mahmoud Dahoud,Erling Haaland,Marco Reus,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Jude Bellingham,Emre Can,Ansgar Knauff,Quarter-finals,2,1
113,Real Madrid,Thibaut Courtois,Éder Militão,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Marco Asensio,Casemiro,Lucas Vázquez,Vinicius Júnior,Ferland Mendy,Liverpool,Alisson,Fabinho,Georginio Wijnaldum,Naby Keïta,Sadio Mané,Mohamed Salah,Ozan Kabak,Diogo Jota,Andrew Robertson,Nathaniel Phillips,Trent Alexander-Arnold,Quarter-finals,3,1
114,Porto,Agustín Marchesín,Pepe,Luis Díaz,Mateus Uribe,Moussa Marega,Zaidu Sanusi,Marko Grujić,Jesús Corona,Wilson Manafá,Chancel Mbemba,Otávio,Chelsea,Edouard Mendy,Antonio Rüdiger,Andreas Christensen,Jorginho,Timo Werner,Mateo Kovačić,Mason Mount,Ben Chilwell,Reece James,César Azpilicueta,Kai Havertz,Quarter-finals,0,2
115,Bayern Munich,Manuel Neuer,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Leroy Sané,Eric Maxim Choupo-Moting,Leon Goretzka,Lucas Hernández,Thomas Müller,David Alaba,Kingsley Coman,Paris S-G,Keylor Navas,Presnel Kimpembe,Marquinhos,Kylian Mbappé,Neymar,Ángel Di María,Danilo Pereira,Abdou Diallo,Julian Draxler,Idrissa Gana Gueye,Colin Dagba,Quarter-finals,2,3
116,Chelsea,Edouard Mendy,Antonio Rüdiger,Jorginho,Thiago Silva,N'Golo Kanté,Christian Pulisic,Mason Mount,Ben Chilwell,Reece James,César Azpilicueta,Kai Havertz,Porto,Agustín Marchesín,Pepe,Mateus Uribe,Moussa Marega,Zaidu Sanusi,Marko Grujić,Jesús Corona,Wilson Manafá,Chancel Mbemba,Otávio,Sérgio Oliveira,Quarter-finals,0,1
117,Paris S-G,Keylor Navas,Presnel Kimpembe,Kylian Mbappé,Leandro Paredes,Neymar,Ángel Di María,Danilo Pereira,Abdou Diallo,Julian Draxler,Idrissa Gana Gueye,Colin Dagba,Bayern Munich,Manuel Neuer,Benjamin Pavard,Joshua Kimmich,Leroy Sané,Eric Maxim Choupo-Moting,Jérôme Boateng,Alphonso Davies,Lucas Hernández,Thomas Müller,David Alaba,Kingsley Coman,Quarter-finals,0,1
118,Liverpool,Alisson,Fabinho,Georginio Wijnaldum,James Milner,Roberto Firmino,Sadio Mané,Mohamed Salah,Ozan Kabak,Andrew Robertson,Nathaniel Phillips,Trent Alexander-Arnold,Real Madrid,Thibaut Courtois,Éder Militão,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Marco Asensio,Casemiro,Federico Valverde,Vinicius Júnior,Ferland Mendy,Quarter-finals,0,0
119,Dortmund,Marwin Hitz,Mateu Morey,Mahmoud Dahoud,Erling Haaland,Marco Reus,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Jude Bellingham,Emre Can,Ansgar Knauff,Manchester City,Ederson,Kyle Walker,Rúben Dias,John Stones,İlkay Gündoğan,Oleksandr Zinchenko,Rodri,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,Phil Foden,Quarter-finals,1,2
120,Real Madrid,Thibaut Courtois,Dani Carvajal,Éder Militão,Raphaël Varane,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Marcelo,Casemiro,Vinicius Júnior,Chelsea,Edouard Mendy,Antonio Rüdiger,Andreas Christensen,Jorginho,Thiago Silva,N'Golo Kanté,Christian Pulisic,Timo Werner,Mason Mount,Ben Chilwell,César Azpilicueta,Semi-finals,1,1
121,Paris S-G,Keylor Navas,Presnel Kimpembe,Marquinhos,Marco Verratti,Kylian Mbappé,Leandro Paredes,Neymar,Ángel Di María,Alessandro Florenzi,Mitchel Bakker,Idrissa Gana Gueye,Manchester City,Ederson,Kyle Walker,Rúben Dias,John Stones,İlkay Gündoğan,Rodri,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,João Cancelo,Phil Foden,Semi-finals,1,2
