,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
10,Manchester City,Ederson,Kyle Walker,Rúben Dias,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Rodri,Bernardo Silva,Riyad Mahrez,João Cancelo,Eric García,Porto,Agustín Marchesín,Pepe,Luis Díaz,Mateus Uribe,Moussa Marega,Zaidu Sanusi,Jesús Corona,Chancel Mbemba,Sérgio Oliveira,Malang Sarr,Fabio Vieira,Group stage,3,1
11,Bayern Munich,Manuel Neuer,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Robert Lewandowski,Leon Goretzka,Lucas Hernández,Corentin Tolisso,Thomas Müller,David Alaba,Kingsley Coman,Atlético Madrid,Jan Oblak,Koke,João Félix,Luis Suárez,Renan Lodi,Marcos Llorente,Stefan Savić,Héctor Herrera,Felipe,Yannick Carrasco,Kieran Trippier,Group stage,4,0
12,Inter,Samir Handanović,Stefan de Vrij,Alexis Sánchez,Romelu Lukaku,Aleksandar Kolarov,Ivan Perišić,Arturo Vidal,Nicolò Barella,Christian Eriksen,Danilo D'Ambrosio,Matteo Darmian,Gladbach,Yann Sommer,Christoph Kramer,Marcus Thuram,Alassane Pléa,Stefan Lainer,Jonas Hofmann,Ramy Bensebaini,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Breel Embolo,Group stage,2,2
13,Ajax,André Onana,Perr Schuurs,Davy Klaassen,David Neres,Ryan Gravenberch,Dušan Tadić,Noussair Mazraoui,Daley Blind,Mohammed Kudus,Lisandro Martínez,Nicolás Tagliafico,Liverpool,Adrián,Fabinho,Georginio Wijnaldum,James Milner,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Curtis Jones,Andrew Robertson,Trent Alexander-Arnold,Group stage,0,1
14,Midtjylland,Jesper Hansen,Joel Andersson,Pione Sisto,Sory Kaba,Awer Mabil,Alexander Scholz,Erik Sviatchenko,Paulinho,Anders Dreyer,Frank Onyeka,Jens Cajuste,Atalanta,Marco Sportiello,Rafael Tolói,Robin Gosens,Luis Muriel,Papu Gómez,Remo Freuler,Marten de Roon,Cristian Romero,Berat Djimsiti,Hans Hateboer,Duván Zapata,Group stage,0,4
15,Olympiacos,José Sá,Rúben Semedo,Andreas Bouchalakis,Yann M'Vila,Youssef El-Arabi,Rafinha,Giorgos Masouras,Ousseynou Ba,José Holebas,Mathieu Valbuena,Lazar Ranđelović,Marseille,Steve Mandanda,Hiroki Sakai,Álvaro González,Morgan Sanson,Darío Benedetto,Dimitri Payet,Duje Ćaleta-Car,Jordan Amavi,Valentin Rongier,Pape Gueye,Florian Thauvin,Group stage,1,0
16,Shakhtar,Anatolii Trubin,Dodô,Davit Khocholava,Marcos Antônio,Dentinho,Marlos,Tetê,Viktor Korniienko,Manor Solomon,Maycon,Valerii Bondar,Inter,Samir Handanović,Achraf Hakimi,Stefan de Vrij,Romelu Lukaku,Lautaro Martínez,Ashley Young,Arturo Vidal,Nicolò Barella,Danilo D'Ambrosio,Marcelo Brozović,Alessandro Bastoni,Group stage,0,0
17,Liverpool,Alisson,Fabinho,James Milner,Joe Gomez,Jordan Henderson,Takumi Minamino,Diogo Jota,Xherdan Shaqiri,Andrew Robertson,Divock Origi,Trent Alexander-Arnold,Midtjylland,Mikkel Andersen,Joel Andersson,Pione Sisto,Sory Kaba,Awer Mabil,Alexander Scholz,Erik Sviatchenko,Paulinho,Anders Dreyer,Frank Onyeka,Jens Cajuste,Group stage,2,0
18,Porto,Agustín Marchesín,Pepe,Mateus Uribe,Moussa Marega,Zaidu Sanusi,Jesús Corona,Wilson Manafá,Chancel Mbemba,Otávio,Sérgio Oliveira,Fabio Vieira,Olympiacos,José Sá,Rúben Semedo,Andreas Bouchalakis,Yann M'Vila,Youssef El-Arabi,Rafinha,Giorgos Masouras,José Holebas,Mathieu Valbuena,Pape Abou Cissé,Lazar Ranđelović,Group stage,2,0
19,Loko Moscow,Guilherme Marinato,Dmitri Zhivoglyadov,Grzegorz Krychowiak,Fyodor Smolov,Anton Miranchuk,Vedran Ćorluka,Vladislav Ignatyev,Murilo Cerqueira,Zé Luís,Maciej Rybus,Daniil Kulikov,Bayern Munich,Manuel Neuer,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Robert Lewandowski,Leon Goretzka,Lucas Hernández,Corentin Tolisso,Thomas Müller,David Alaba,Kingsley Coman,Group stage,1,2
20,Marseille,Steve Mandanda,Hiroki Sakai,Álvaro González,Boubacar Kamara,Leonardo Balerdi,Nemanja Radonjić,Duje Ćaleta-Car,Mickaël Cuisance,Jordan Amavi,Valentin Rongier,Florian Thauvin,Manchester City,Ederson,Kyle Walker,Rúben Dias,Raheem Sterling,İlkay Gündoğan,Oleksandr Zinchenko,Aymeric Laporte,Rodri,Kevin De Bruyne,Ferrán Torres,Phil Foden,Group stage,0,3
21,Atalanta,Marco Sportiello,Rafael Tolói,Robin Gosens,Papu Gómez,Remo Freuler,Cristian Romero,Berat Djimsiti,Hans Hateboer,Josip Iličić,Mario Pašalić,Duván Zapata,Ajax,André Onana,Perr Schuurs,Davy Klaassen,David Neres,Ryan Gravenberch,Dušan Tadić,Noussair Mazraoui,Daley Blind,Lassina Franck Traoré,Nicolás Tagliafico,Antony,Group stage,2,2
22,Atlético Madrid,Jan Oblak,Koke,João Félix,Luis Suárez,Ángel Correa,Renan Lodi,Marcos Llorente,Stefan Savić,Héctor Herrera,Felipe,Kieran Trippier,RB Salzburg,Cican Stankovic,Mergim Berisha,Dominik Szoboszlai,André Ramalho,Zlatko Junuzović,Andreas Ulmer,Mohamed Camara,Patson Daka,Maximilian Wöber,Rasmus Kristensen,Enock Mwepu,Group stage,3,2
23,Gladbach,Yann Sommer,Christoph Kramer,Marcus Thuram,Lars Stindl,Alassane Pléa,Stefan Lainer,Jonas Hofmann,Ramy Bensebaini,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Real Madrid,Thibaut Courtois,Sergio Ramos,Raphaël Varane,Toni Kroos,Karim Benzema,Marco Asensio,Casemiro,Federico Valverde,Lucas Vázquez,Vinicius Júnior,Ferland Mendy,Group stage,2,2
24,Manchester Utd,David de Gea,Victor Lindelöf,Harry Maguire,Paul Pogba,Anthony Martial,Mason Greenwood,Fred,Luke Shaw,Aaron Wan-Bissaka,Nemanja Matić,Donny van de Beek,RB Leipzig,Péter Gulácsi,Angeliño,Dayot Upamecano,Ibrahima Konaté,Yussuf Poulsen,Emil Forsberg,Christopher Nkunku,Marcel Halstenberg,Dani Olmo,Benjamin Henrichs,Kevin Kampl,Group stage,5,0
25,Krasnodar,Matvei Safonov,Alyaksandr Martynovich,Cristian Ramírez,Yuri Gazinskiy,Kristoffer Olsson,Yevgeni Chernov,Igor Smolnikov,Kaio Pantaleão,Marcus Berg,Daniil Utkin,Tonny Vilhena,Chelsea,Edouard Mendy,Antonio Rüdiger,Jorginho,Timo Werner,Kurt Zouma,Mateo Kovačić,Callum Hudson-Odoi,Ben Chilwell,Hakim Ziyech,César Azpilicueta,Kai Havertz,Group stage,0,4
26,Başakşehir,Mert Günok,Rafael,Mehmet Topal,Alexandru Epureanu,Edin Višća,Berkay Özcan,İrfan Kahveci,Deniz Turuc,Enzo Crivelli,Martin Škrtel,Boli Bolingoli-Mbombo,Paris S-G,Keylor Navas,Presnel Kimpembe,Marquinhos,Kylian Mbappé,Neymar,Ángel Di María,Danilo Pereira,Moise Kean,Layvin Kurzawa,Ander Herrera,Alessandro Florenzi,Group stage,0,2
27,Dortmund,Roman Bürki,Jadon Sancho,Mahmoud Dahoud,Erling Haaland,Marco Reus,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Thomas Meunier,Axel Witsel,Gio Reyna,Zenit,Mikhail Kerzhakov,Douglas Santos,Wílmar Barrios,Dejan Lovren,Sebastián Driussi,Daler Kuzyaev,Vyacheslav Karavayev,Wendel,Aleksandr Erokhin,Artem Dzyuba,Yaroslav Rakitskiy,Group stage,2,0
28,Club Brugge,Simon Mignolet,Eduard Sobol,Odilon Kossonou,Krépin Diatta,Simon Deli,Hans Vanaken,Ruud Vormer,Mats Rits,Emmanuel Dennis,Clinton Mata,Charles De Ketelaere,Lazio,Pepe Reina,Patric,Joaquín Correa,Wesley Hoedt,Marco Parolo,Felipe Caicedo,Sergej Milinković-Savić,Francesco Acerbi,Adam Marušić,Jean-Daniel Akpa-Akpro,Mohamed Fares,Group stage,1,1
29,Sevilla,Yassine Bounou,Lucas Ocampos,Joan Jordán,Luuk de Jong,Munir El Haddadi,Jules Koundé,Jesús Navas,Marcos Acuña,Diego Carlos,Óliver Torres,Fernando,Rennes,Alfred Gomis,Damien Da Silva,Martin Terrier,Clément Grenier,Serhou Guirassy,Benjamin Bourigeaud,Jeremy Doku,Daniele Rugani,Hamari Traoré,Jonas Martin,Brandon Soppy,Group stage,1,0
30,Ferencváros,Dénes Dibusz,Somália,Gergő Lovrencsics,Tokmac Nguen,Oleksandr Zubkov,Ihor Kharatin,Adnan Kovačević,Dávid Sigér,Miha Blažič,Marcel Heister,Isael,Dynamo Kyiv,Denys Boyko,Denys Popov,Serhiy Sydorchuk,Mykola Shaparenko,Carlos de Pena,Viktor Tsyhankov,Oleksandr Karavayev,Illia Zabarnyi,Vitaliy Buyalskyi,Vladyslav Supriaha,Tomasz Kędziora,Group stage,2,2
31,Juventus,Wojciech Szczęsny,Álvaro Morata,Paulo Dybala,Danilo,Juan Cuadrado,Leonardo Bonucci,Federico Chiesa,Adrien Rabiot,Merih Demiral,Rodrigo Bentancur,Dejan Kulusevski,Barcelona,Neto,Ronald Araújo,Antoine Griezmann,Miralem Pjanić,Lionel Messi,Ousmane Dembélé,Clément Lenglet,Pedri,Jordi Alba,Sergi Roberto,Frenkie de Jong,Group stage,0,2
32,Shakhtar,Anatolii Trubin,Dodô,Davit Khocholava,Taison,Marcos Antônio,Marlos,Tetê,Viktor Korniienko,Manor Solomon,Maycon,Valerii Bondar,Gladbach,Yann Sommer,Christoph Kramer,Marcus Thuram,Lars Stindl,Alassane Pléa,Stefan Lainer,Jonas Hofmann,Ramy Bensebaini,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Group stage,0,6
33,Porto,Agustín Marchesín,Luis Díaz,Mateus Uribe,Moussa Marega,Zaidu Sanusi,Jesús Corona,Wilson Manafá,Chancel Mbemba,Otávio,Sérgio Oliveira,Malang Sarr,Marseille,Steve Mandanda,Hiroki Sakai,Álvaro González,Boubacar Kamara,Morgan Sanson,Darío Benedetto,Dimitri Payet,Duje Ćaleta-Car,Jordan Amavi,Valentin Rongier,Florian Thauvin,Group stage,3,0
34,Manchester City,Ederson,Kyle Walker,John Stones,Nathan Aké,Raheem Sterling,İlkay Gündoğan,Oleksandr Zinchenko,Kevin De Bruyne,Ferrán Torres,Riyad Mahrez,Phil Foden,Olympiacos,José Sá,Rúben Semedo,Mohamed Camara,Andreas Bouchalakis,Yann M'Vila,Youssef El-Arabi,Rafinha,José Holebas,Mathieu Valbuena,Pape Abou Cissé,Lazar Ranđelović,Group stage,3,0
35,Loko Moscow,Guilherme Marinato,Dmitri Zhivoglyadov,Grzegorz Krychowiak,Fyodor Smolov,Anton Miranchuk,Vladislav Ignatyev,Murilo Cerqueira,Zé Luís,Maciej Rybus,Slobodan Rajković,Daniil Kulikov,Atlético Madrid,Jan Oblak,José María Giménez,João Félix,Saúl Ñíguez,Luis Suárez,Ángel Correa,Renan Lodi,Marcos Llorente,Stefan Savić,Héctor Herrera,Kieran Trippier,Group stage,1,1
36,RB Salzburg,Cican Stankovic,Sekou Koita,Mergim Berisha,Dominik Szoboszlai,André Ramalho,Zlatko Junuzović,Andreas Ulmer,Mohamed Camara,Maximilian Wöber,Rasmus Kristensen,Enock Mwepu,Bayern Munich,Manuel Neuer,Benjamin Pavard,Joshua Kimmich,Serge Gnabry,Robert Lewandowski,Jérôme Boateng,Lucas Hernández,Corentin Tolisso,Thomas Müller,David Alaba,Kingsley Coman,Group stage,2,6
37,Midtjylland,Mikkel Andersen,Joel Andersson,Pione Sisto,Sory Kaba,Awer Mabil,Alexander Scholz,Erik Sviatchenko,Paulinho,Anders Dreyer,Frank Onyeka,Jens Cajuste,Ajax,André Onana,Perr Schuurs,Ryan Gravenberch,Dušan Tadić,Quincy Promes,Noussair Mazraoui,Daley Blind,Jurgen Ekkelenkamp,Lisandro Martínez,Nicolás Tagliafico,Antony,Group stage,1,2
38,Real Madrid,Thibaut Courtois,Sergio Ramos,Raphaël Varane,Eden Hazard,Toni Kroos,Karim Benzema,Marco Asensio,Casemiro,Federico Valverde,Lucas Vázquez,Ferland Mendy,Inter,Samir Handanović,Achraf Hakimi,Stefan de Vrij,Lautaro Martínez,Ivan Perišić,Ashley Young,Arturo Vidal,Nicolò Barella,Danilo D'Ambrosio,Marcelo Brozović,Alessandro Bastoni,Group stage,3,2
39,Atalanta,Marco Sportiello,Rafael Tolói,José Luis Palomino,Luis Muriel,Papu Gómez,Remo Freuler,Berat Djimsiti,Johan Mojica,Hans Hateboer,Mario Pašalić,Duván Zapata,Liverpool,Alisson,Georginio Wijnaldum,Sadio Mané,Mohamed Salah,Joe Gomez,Jordan Henderson,Curtis Jones,Diogo Jota,Andrew Robertson,Rhys Williams,Trent Alexander-Arnold,Group stage,0,5
40,Chelsea,Edouard Mendy,Jorginho,Thiago Silva,N'Golo Kanté,Tammy Abraham,Timo Werner,Kurt Zouma,Mason Mount,Ben Chilwell,Hakim Ziyech,Reece James,Rennes,Alfred Gomis,Damien Da Silva,Dalbert Henrique,Nayef Aguerd,Martin Terrier,Serhou Guirassy,James Lea Siliki,Benjamin Bourigeaud,Steven Nzonzi,Yann Gboho,Hamari Traoré,Group stage,3,0
41,Başakşehir,Mert Günok,Rafael,Alexandru Epureanu,Edin Višća,Danijel Aleksić,Berkay Özcan,İrfan Kahveci,Demba Ba,Deniz Turuc,Martin Škrtel,Boli Bolingoli-Mbombo,Manchester Utd,Dean Henderson,Harry Maguire,Juan Mata,Anthony Martial,Marcus Rashford,Bruno Fernandes,Luke Shaw,Aaron Wan-Bissaka,Nemanja Matić,Donny van de Beek,Axel Tuanzebe,Group stage,2,1
42,Zenit,Mikhail Kerzhakov,Douglas Santos,Wílmar Barrios,Dejan Lovren,Daler Kuzyaev,Vyacheslav Karavayev,Yuri Zhirkov,Aleksandr Erokhin,Artem Dzyuba,Magomed Ozdoyev,Yaroslav Rakitskiy,Lazio,Pepe Reina,Patric,Joaquín Correa,Wesley Hoedt,Marco Parolo,Sergej Milinković-Savić,Francesco Acerbi,Adam Marušić,Jean-Daniel Akpa-Akpro,Vedat Muriqi,Mohamed Fares,Group stage,1,1
43,Sevilla,Tomáš Vaclík,Lucas Ocampos,Nemanja Gudelj,Joan Jordán,Luuk de Jong,Ivan Rakitić,Munir El Haddadi,Jules Koundé,Jesús Navas,Sergio Escudero,Diego Carlos,Krasnodar,Matvei Safonov,Alyaksandr Martynovich,Cristian Ramírez,Yuri Gazinskiy,Kristoffer Olsson,Yevgeni Chernov,Kaio Pantaleão,Marcus Berg,Daniil Utkin,Leon Sabua,Magomed-Shapi Suleymanov,Group stage,3,2
44,Club Brugge,Simon Mignolet,Eduard Sobol,Odilon Kossonou,Noa Lang,Krépin Diatta,Simon Deli,Hans Vanaken,Ruud Vormer,Mats Rits,Emmanuel Dennis,Clinton Mata,Dortmund,Roman Bürki,Thomas Delaney,Mahmoud Dahoud,Erling Haaland,Thorgan Hazard,Raphaël Guerreiro,Manuel Akanji,Julian Brandt,Thomas Meunier,Axel Witsel,Gio Reyna,Group stage,0,3
45,Ferencváros,Dénes Dibusz,Somália,Gergő Lovrencsics,Tokmac Nguen,Oleksandr Zubkov,Ihor Kharatin,Dávid Sigér,Endre Botka,Miha Blažič,Lasha Dvali,Isael,Juventus,Wojciech Szczęsny,Giorgio Chiellini,Arthur Melo,Cristiano Ronaldo,Aaron Ramsey,Álvaro Morata,Danilo,Juan Cuadrado,Leonardo Bonucci,Federico Chiesa,Adrien Rabiot,Group stage,1,4
46,Barcelona,Marc-André ter Stegen,Sergiño Dest,Gerard Piqué,Sergio Busquets,Antoine Griezmann,Miralem Pjanić,Lionel Messi,Pedri,Jordi Alba,Frenkie de Jong,Ansu Fati,Dynamo Kyiv,Ruslan Neshcheret,Denys Popov,Volodymyr Shepelyev,Artem Shabanov,Viktor Tsyhankov,Oleksandr Andriyevskyi,Gerson Rodrigues,Illia Zabarnyi,Vitaliy Buyalskyi,Vladyslav Supriaha,Tomasz Kędziora,Group stage,2,1
47,RB Leipzig,Péter Gulácsi,Angeliño,Willi Orban,Dayot Upamecano,Ibrahima Konaté,Marcel Sabitzer,Amadou Haidara,Emil Forsberg,Christopher Nkunku,Nordi Mukiele,Dani Olmo,Paris S-G,Keylor Navas,Presnel Kimpembe,Marquinhos,Ángel Di María,Danilo Pereira,Moise Kean,Pablo Sarabia,Layvin Kurzawa,Ander Herrera,Alessandro Florenzi,Idrissa Gana Gueye,Group stage,2,1
48,Rennes,Alfred Gomis,Damien Da Silva,Gerzino Nyamsi,Serhou Guirassy,Eduardo Camavinga,James Lea Siliki,Benjamin Bourigeaud,Steven Nzonzi,Jeremy Doku,Hamari Traoré,Adrien Truffert,Chelsea,Edouard Mendy,Jorginho,Thiago Silva,Tammy Abraham,Timo Werner,Kurt Zouma,Mateo Kovačić,Mason Mount,Callum Hudson-Odoi,Ben Chilwell,César Azpilicueta,Group stage,1,2
49,Manchester Utd,David de Gea,Victor Lindelöf,Harry Maguire,Edinson Cavani,Anthony Martial,Marcus Rashford,Fred,Bruno Fernandes,Alex Telles,Aaron Wan-Bissaka,Donny van de Beek,Başakşehir,Mert Günok,Rafael,Alexandru Epureanu,Edin Višća,Berkay Özcan,Nacer Chadli,İrfan Kahveci,Demba Ba,Deniz Turuc,Martin Škrtel,Boli Bolingoli-Mbombo,Group stage,4,1
50,Krasnodar,Yevgeni Gorodov,Alyaksandr Martynovich,Cristian Ramírez,Rémy Cabella,Yuri Gazinskiy,Kristoffer Olsson,Viktor Claesson,Igor Smolnikov,Kaio Pantaleão,Marcus Berg,Magomed-Shapi Suleymanov,Sevilla,Tomáš Vaclík,Lucas Ocampos,Nemanja Gudelj,Luuk de Jong,Ivan Rakitić,Munir El Haddadi,Jules Koundé,Óscar Rodríguez Arnaiz,Sergio Escudero,Diego Carlos,Fernando,Group stage,1,2
51,Lazio,Pepe Reina,Patric,Lucas Leiva,Luis Alberto,Joaquín Correa,Wesley Hoedt,Marco Parolo,Ciro Immobile,Manuel Lazzari,Francesco Acerbi,Adam Marušić,Zenit,Mikhail Kerzhakov,Douglas Santos,Wílmar Barrios,Dejan Lovren,Malcom,Daler Kuzyaev,Andrei Mostovoy,Yuri Zhirkov,Aleksandr Erokhin,Artem Dzyuba,Yaroslav Rakitskiy,Group stage,3,1
52,Paris S-G,Keylor Navas,Marquinhos,Kylian Mbappé,Leandro Paredes,Neymar,Ángel Di María,Danilo Pereira,Ander Herrera,Abdou Diallo,Alessandro Florenzi,Mitchel Bakker,RB Leipzig,Péter Gulácsi,Angeliño,Dayot Upamecano,Ibrahima Konaté,Marcel Sabitzer,Amadou Haidara,Yussuf Poulsen,Emil Forsberg,Christopher Nkunku,Nordi Mukiele,Dani Olmo,Group stage,1,0
53,Dortmund,Roman Bürki,Thomas Delaney,Jadon Sancho,Erling Haaland,Thorgan Hazard,Raphaël Guerreiro,Mats Hummels,Manuel Akanji,Jude Bellingham,Thomas Meunier,Gio Reyna,Club Brugge,Simon Mignolet,Éder Álvarez Balanta,Odilon Kossonou,Michal Krmenčík,Noa Lang,Krépin Diatta,Simon Deli,Hans Vanaken,Ruud Vormer,Clinton Mata,Charles De Ketelaere,Group stage,3,0
54,Juventus,Wojciech Szczęsny,Matthijs de Ligt,Arthur Melo,Cristiano Ronaldo,Paulo Dybala,Alex Sandro,Danilo,Weston McKennie,Juan Cuadrado,Rodrigo Bentancur,Federico Bernardeschi,Ferencváros,Dénes Dibusz,Abraham Frimpong,Somália,Gergő Lovrencsics,Tokmac Nguen,Oleksandr Zubkov,Dávid Sigér,Miha Blažič,Marcel Heister,Lasha Dvali,Myrto Uzuni,Group stage,2,1
55,Dynamo Kyiv,Heorhiy Bushchan,Benjamin Verbič,Volodymyr Shepelyev,Mykola Shaparenko,Carlos de Pena,Vitaliy Mykolenko,Denys Harmash,Oleksandr Karavayev,Illia Zabarnyi,Vitaliy Buyalskyi,Tomasz Kędziora,Barcelona,Marc-André ter Stegen,Sergiño Dest,Carles Aleñá,Miralem Pjanić,Martin Braithwaite,Philippe Coutinho,Clément Lenglet,Pedri,Francisco Trincão,Junior Firpo,Óscar Mingueza,Group stage,0,4
56,Gladbach,Yann Sommer,Christoph Kramer,Marcus Thuram,Lars Stindl,Oscar Wendt,Stefan Lainer,Valentino Lazaro,Matthias Ginter,Nico Elvedi,Florian Neuhaus,Breel Embolo,Shakhtar,Andriy Pyatov,Dodô,Serhiy Kryvtsov,Taras Stepanenko,Júnior Moraes,Marlos,Tetê,Manor Solomon,Alan Patrick,Mykola Matviyenko,Valerii Bondar,Group stage,4,0
57,Olympiacos,José Sá,Rúben Semedo,Mohamed Camara,Yann M'Vila,Kostas Fortounis,Pedro Rodrigues,Rafinha,Giorgos Masouras,Mohamed Dräger,Ousseynou Ba,Pape Abou Cissé,Manchester City,Ederson,Rúben Dias,John Stones,Raheem Sterling,İlkay Gündoğan,Gabriel Jesus,Rodri,Bernardo Silva,Benjamin Mendy,João Cancelo,Phil Foden,Group stage,0,1
58,Liverpool,Alisson,Georginio Wijnaldum,James Milner,Sadio Mané,Mohamed Salah,Curtis Jones,Kostas Tsimikas,Divock Origi,Joël Matip,Rhys Williams,Neco Williams,Atalanta,Pierluigi Gollini,Rafael Tolói,Robin Gosens,Papu Gómez,Remo Freuler,Marten de Roon,Cristian Romero,Berat Djimsiti,Matteo Pessina,Hans Hateboer,Josip Iličić,Group stage,0,2
59,Marseille,Steve Mandanda,Hiroki Sakai,Álvaro González,Boubacar Kamara,Leonardo Balerdi,Morgan Sanson,Luis Henrique,Jordan Amavi,Valentin Rongier,Florian Thauvin,Valère Germain,Porto,Agustín Marchesín,Luis Díaz,Moussa Marega,Zaidu Sanusi,Marko Grujić,Jesús Corona,Wilson Manafá,Chancel Mbemba,Otávio,Sérgio Oliveira,Malang Sarr,Group stage,0,2
