,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
60,Tottenham,Hugo Lloris,Pierre Højbjerg,Son Heung-min,Richarlison,Harry Kane,Emerson,Eric Dier,Cristian Romero,Ryan Sessegnon,Rodrigo Bentancur,Clément Lenglet,Eint Frankfurt,Kevin Trapp,Obite N'Dicka,Kristijan Jakić,Djibril Sow,Randal Kolo Muani,Daichi Kamada,Sebastian Rode,Makoto Hasebe,Christopher Lenz,Jesper Lindstrøm,Tuta,Group stage,3,2
61,Viktoria Plzeň,Jindřich Staněk,Lukáš Hejda,Mohamed Tijani,Jan Kopic,Tomáš Chorý,Jhon Mosquera,Pavel Bucha,Václav Jemelka,Lukáš Kalvach,Milan Havel,Adam Vlkanova,Bayern Munich,Sven Ulreich,Dayot Upamecano,Benjamin Pavard,Joshua Kimmich,Leon Goretzka,Leroy Sané,Kingsley Coman,Sadio Mané,Thomas Müller,Noussair Mazraoui,Josip Stanišić,Group stage,2,4
62,Leverkusen,Lukáš Hrádecký,Piero Hincapié,Jonathan Tah,Mitchel Bakker,Odilon Kossonou,Kerem Demirbay,Patrik Schick,Callum Hudson-Odoi,Moussa Diaby,Charles Aránguiz,Amine Adli,Porto,Diogo Costa,Fábio Cardoso,David Carmo,Mateus Uribe,Mehdi Taremi,Pepê,Zaidu Sanusi,Galeno,João Mário Lopes,Otávio,Stephen Eustáquio,Group stage,0,3
63,Barcelona,Marc-André ter Stegen,Gerard Piqué,Sergio Busquets,Ousmane Dembélé,Pedri,Robert Lewandowski,Marcos Alonso,Sergi Roberto,Raphinha,Eric García,Gavi,Inter,André Onana,Denzel Dumfries,Stefan de Vrij,Edin Džeko,Lautaro Martínez,Hakan Çalhanoğlu,Henrikh Mkhitaryan,Nicolò Barella,Federico Dimarco,Milan Škriniar,Alessandro Bastoni,Group stage,3,3
64,Sevilla,Marko Dmitrović,Gonzalo Montiel,Alex Telles,Kasper Dolberg,Nemanja Gudelj,Suso,Joan Jordán,Ivan Rakitić,Isco,Marcão,Papu Gómez,FC Copenhagen,Kamil Grabara,Davit Khocholava,Viktor Claesson,Ísak Jóhannesson,Lukas Lerager,Mohammed Daramy,Elias Jelert,Valdemar Jensen,Hákon Arnar Haraldsson,Victor Bernth Kristiansen,William Clem,Group stage,3,0
65,RB Salzburg,Philipp Köhn,Junior Adamu,Nicolas Seiwald,Maurits Kjærgaard,Luka Sučić,Lucas Gourna-Douath,Strahinja Pavlović,Maximilian Wöber,Amar Dedić,Noah Okafor,Bernardo,Chelsea,Kepa Arrizabalaga,Jorginho,Thiago Silva,Mateo Kovačić,Pierre-Emerick Aubameyang,Christian Pulisic,Trevoh Chalobah,Raheem Sterling,Conor Gallagher,Kai Havertz,Marc Cucurella,Group stage,1,2
66,Benfica,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,Fredrik Aursnes,Enzo Fernández,João Mário,Rafa Silva,Nicolás Otamendi,Florentino Luís,António Silva,Gonçalo Ramos,Juventus,Wojciech Szczęsny,Manuel Locatelli,Danilo,Weston McKennie,Dušan Vlahović,Juan Cuadrado,Federico Gatti,Filip Kostić,Moise Kean,Leonardo Bonucci,Adrien Rabiot,Group stage,4,3
67,Celtic,Joe Hart,Greg Taylor,Moritz Jenz,Giorgos Giakoumakis,Kyogo Furuhashi,Sead Haksabanović,Liel Abada,Cameron Carter-Vickers,Matt O'Riley,Reo Hatate,Josip Juranović,Shakhtar,Anatolii Trubin,Lassina Franck Traoré,Valerii Bondar,Taras Stepanenko,Heorhiy Sudakov,Mykhailo Mudryk,Oleksandr Zubkov,Bohdan Mykhaylychenko,Artem Bondarenko,Mykola Matviyenko,Lucas Taylor,Group stage,1,1
68,Paris S-G,Gianluigi Donnarumma,Achraf Hakimi,Sergio Ramos,Marquinhos,Kylian Mbappé,Fabián Ruiz Peña,Neymar,Juan Bernat,Vitinha,Renato Sanches,Lionel Messi,Maccabi Haifa,Josh Cohen,Sean Goldberg,Ali Mohamed,Neta Lavi,Omer Atzili,Frantzdy Pierrot,Tjaronn Chery,Mohammad Abu Fani,Dylan Batubinsika,Pierre Cornud,Abdoulaye Seck,Group stage,7,2
69,Dortmund,Gregor Kobel,Nico Schlotterbeck,Gio Reyna,Thorgan Hazard,Mats Hummels,Youssoufa Moukoko,Julian Brandt,Jude Bellingham,Emre Can,Niklas Süle,Karim Adeyemi,Manchester City,Stefan Ortega,Rúben Dias,John Stones,Nathan Aké,João Cancelo,İlkay Gündoğan,Erling Haaland,Rodri,Julián Álvarez,Riyad Mahrez,Phil Foden,Group stage,0,0
70,RB Leipzig,Janis Blaswich,Mohamed Simakan,Willi Orban,Amadou Haidara,Emil Forsberg,Dominik Szoboszlai,Christopher Nkunku,André Silva,David Raum,Xaver Schlager,Joško Gvardiol,Real Madrid,Thibaut Courtois,Éder Militão,Nacho,Toni Kroos,Marco Asensio,Eduardo Camavinga,Lucas Vázquez,Aurélien Tchouaméni,Vinicius Júnior,Rodrygo,Antonio Rüdiger,Group stage,3,2
71,Dinamo Zagreb,Dominik Livaković,Sadegh Moharrami,Arijan Ademi,Luka Ivanušec,Bruno Petković,Stefan Ristovski,Robert Ljubicic,Josip Mišić,Josip Šutalo,Dino Perić,Mislav Oršić,Milan,Ciprian Tătărușanu,Ismaël Bennacer,Sandro Tonali,Olivier Giroud,Ante Rebić,Rafael Leão,Theo Hernández,Pierre Kalulu,Simon Kjær,Matteo Gabbia,Charles De Ketelaere,Group stage,0,4
72,Club Brugge,Simon Mignolet,Denis Odoi,Andreas Skov Olsen,Jutglà,Noa Lang,Raphael Onyedika,Tajon Buchanan,Hans Vanaken,Casper Nielsen,Brandon Mechele,Abakar Sylla,Porto,Diogo Costa,Fábio Cardoso,David Carmo,Mateus Uribe,Mehdi Taremi,Pepê,Zaidu Sanusi,Galeno,Otávio,Evanilson,Stephen Eustáquio,Group stage,0,4
73,Inter,André Onana,Denzel Dumfries,Edin Džeko,Lautaro Martínez,Francesco Acerbi,Hakan Çalhanoğlu,Henrikh Mkhitaryan,Nicolò Barella,Federico Dimarco,Milan Škriniar,Alessandro Bastoni,Viktoria Plzeň,Jindřich Staněk,Lukáš Hejda,Mohamed Tijani,Luděk Pernica,Jhon Mosquera,Pavel Bucha,Lukáš Kalvach,Milan Havel,Erik Jirka,Adam Vlkanova,Fortune Bassey,Group stage,4,0
74,Tottenham,Hugo Lloris,Matt Doherty,Pierre Højbjerg,Son Heung-min,Harry Kane,Ivan Perišić,Eric Dier,Cristian Romero,Lucas Moura,Rodrigo Bentancur,Ben Davies,Sporting CP,Antonio Adán,Matheus Reis,Sebastián Coates,Hidemasa Morita,Marcus Edwards,Nuno Santos,Manuel Ugarte Ribeiro,Francisco Trincão,Paulinho,Pedro Porro,Gonçalo Inácio,Group stage,1,1
75,Eint Frankfurt,Kevin Trapp,Obite N'Dicka,Hrvoje Smolčić,Kristijan Jakić,Djibril Sow,Randal Kolo Muani,Daichi Kamada,Christopher Lenz,Junior Dina Ebimbe,Mario Götze,Jesper Lindstrøm,Marseille,Pau López,Samuel Gigot,Leonardo Balerdi,Mattéo Guendouzi,Jonathan Clauss,Valentin Rongier,Jordan Veretout,Nuno Tavares,Alexis Sánchez,Amine Harit,Chancel Mbemba,Group stage,2,1
76,Atlético Madrid,Jan Oblak,José María Giménez,Geoffrey Kondogbia,Antoine Griezmann,Ángel Correa,Nahuel Molina,Álvaro Morata,Axel Witsel,Yannick Carrasco,Mario Hermoso,Reinildo Mandava,Leverkusen,Lukáš Hrádecký,Piero Hincapié,Mitchel Bakker,Odilon Kossonou,Robert Andrich,Nadiem Amiri,Edmond Tapsoba,Callum Hudson-Odoi,Moussa Diaby,Adam Hložek,Jeremie Frimpong,Group stage,2,2
77,Barcelona,Marc-André ter Stegen,Héctor Bellerín,Sergio Busquets,Ousmane Dembélé,Pedri,Robert Lewandowski,Marcos Alonso,Franck Kessié,Frenkie de Jong,Jules Koundé,Alejandro Balde,Bayern Munich,Sven Ulreich,Dayot Upamecano,Matthijs de Ligt,Joshua Kimmich,Serge Gnabry,Leon Goretzka,Eric Maxim Choupo-Moting,Sadio Mané,Alphonso Davies,Noussair Mazraoui,Jamal Musiala,Group stage,0,3
78,Ajax,Remko Pasveer,Jurriën Timber,Calvin Bassey,Edson Álvarez,Davy Klaassen,Steven Bergwijn,Brian Brobbey,Dušan Tadić,Daley Blind,Jorge Eduardo Sánchez,Steven Berghuis,Liverpool,Alisson,Joe Gomez,Fabinho,Virgil van Dijk,Roberto Firmino,Mohamed Salah,Jordan Henderson,Harvey Elliott,Andrew Robertson,Darwin Núñez,Trent Alexander-Arnold,Group stage,0,3
79,Napoli,Alex Meret,Kim Min-jae,Mário Rui,Elif Elmas,Giovanni Simeone,Matteo Politano,Giovanni Di Lorenzo,Leo Skiri Østigård,Stanislav Lobotka,Giacomo Raspadori,Tanguy Ndombele,Rangers,Allan McGregor,James Tavernier,Rıdvan Yılmaz,John Lundstram,Ryan Kent,James Sands,Alfredo Morelos,Scott Wright,Ben Davies,Leon King,Malik Tillman,Group stage,3,0
80,Porto,Diogo Costa,Fábio Cardoso,Iván Marcano,Mehdi Taremi,Pepê,Zaidu Sanusi,Galeno,Marko Grujić,Otávio,Evanilson,Stephen Eustáquio,Atlético Madrid,Jan Oblak,José María Giménez,Rodrigo De Paul,João Félix,Antoine Griezmann,Ángel Correa,Stefan Savić,Nahuel Molina,Saúl Ñíguez,Axel Witsel,Reinildo Mandava,Group stage,2,1
81,Leverkusen,Lukáš Hrádecký,Jonathan Tah,Mitchel Bakker,Odilon Kossonou,Robert Andrich,Edmond Tapsoba,Patrik Schick,Callum Hudson-Odoi,Moussa Diaby,Exequiel Palacios,Jeremie Frimpong,Club Brugge,Simon Mignolet,Eduard Sobol,Jutglà,Noa Lang,Bjorn Meijer,Tajon Buchanan,Kamal Sowah,Hans Vanaken,Casper Nielsen,Dedryck Boyata,Brandon Mechele,Group stage,0,0
82,Liverpool,Alisson,Fabinho,Virgil van Dijk,Ibrahima Konaté,Thiago Alcántara,James Milner,Roberto Firmino,Mohamed Salah,Curtis Jones,Kostas Tsimikas,Trent Alexander-Arnold,Napoli,Alex Meret,Kim Min-jae,Victor Osimhen,Mathías Olivera,Matteo Politano,Giovanni Di Lorenzo,Leo Skiri Østigård,Stanislav Lobotka,Khvicha Kvaratskhelia,Tanguy Ndombele,Andre-Frank Zambo Anguissa,Group stage,2,0
83,Rangers,Allan McGregor,James Tavernier,Antonio Čolak,Steven Davis,Ryan Kent,James Sands,Fashion Sakala,Borna Barišić,Scott Arfield,Leon King,Malik Tillman,Ajax,Remko Pasveer,Jurriën Timber,Calvin Bassey,Edson Álvarez,Owen Wijndal,Steven Bergwijn,Kenneth Taylor,Dušan Tadić,Jorge Eduardo Sánchez,Mohammed Kudus,Steven Berghuis,Group stage,1,3
84,Sporting CP,Antonio Adán,Jerry St. Juste,Sebastián Coates,Marcus Edwards,Nuno Santos,Manuel Ugarte Ribeiro,Paulinho,Pedro Porro,Gonçalo Inácio,Pedro Gonçalves,Arthur,Eint Frankfurt,Kevin Trapp,Obite N'Dicka,Kristijan Jakić,Djibril Sow,Randal Kolo Muani,Daichi Kamada,Junior Dina Ebimbe,Mario Götze,Jesper Lindstrøm,Luca Pellegrini,Tuta,Group stage,1,2
85,Marseille,Pau López,Eric Bailly,Leonardo Balerdi,Mattéo Guendouzi,Jonathan Clauss,Valentin Rongier,Jordan Veretout,Nuno Tavares,Alexis Sánchez,Amine Harit,Chancel Mbemba,Tottenham,Hugo Lloris,Pierre Højbjerg,Son Heung-min,Harry Kane,Ivan Perišić,Eric Dier,Ryan Sessegnon,Lucas Moura,Rodrigo Bentancur,Ben Davies,Clément Lenglet,Group stage,1,2
86,Bayern Munich,Sven Ulreich,Dayot Upamecano,Benjamin Pavard,Joshua Kimmich,Kingsley Coman,Eric Maxim Choupo-Moting,Sadio Mané,Marcel Sabitzer,Ryan Gravenberch,Noussair Mazraoui,Josip Stanišić,Inter,André Onana,Roberto Gagliardini,Stefan de Vrij,Robin Gosens,Lautaro Martínez,Joaquín Correa,Raoul Bellanova,Kristjan Asllani,Francesco Acerbi,Nicolò Barella,Matteo Darmian,Group stage,2,0
87,Viktoria Plzeň,Jindřich Staněk,Lukáš Hejda,Luděk Pernica,Václav Pilař,Tomáš Chorý,Václav Jemelka,Lukáš Kalvach,Libor Holík,Erik Jirka,Adam Vlkanova,Modou Biramé Ndiaye,Barcelona,Iñaki Peña,Héctor Bellerín,Gerard Piqué,Ansu Fati,Ferrán Torres,Marcos Alonso,Jordi Alba,Franck Kessié,Raphinha,Gavi,Pablo Torre,Group stage,2,4
88,Real Madrid,Thibaut Courtois,Dani Carvajal,Éder Militão,David Alaba,Toni Kroos,Luka Modrić,Marco Asensio,Federico Valverde,Vinicius Júnior,Rodrygo,Ferland Mendy,Celtic,Joe Hart,Greg Taylor,Carl Starfelt,Moritz Jenz,Kyogo Furuhashi,Liel Abada,Aaron Mooy,Matt O'Riley,Daizen Maeda,Reo Hatate,Josip Juranović,Group stage,5,1
89,Shakhtar,Anatolii Trubin,Lassina Franck Traoré,Valerii Bondar,Taras Stepanenko,Heorhiy Sudakov,Mykhailo Mudryk,Bohdan Mykhaylychenko,Artem Bondarenko,Mykola Matviyenko,Yukhym Konoplia,Ivan Petryak,RB Leipzig,Janis Blaswich,Mohamed Simakan,Willi Orban,Timo Werner,Dominik Szoboszlai,Christopher Nkunku,André Silva,David Raum,Xaver Schlager,Joško Gvardiol,Kevin Kampl,Group stage,0,4
90,Manchester City,Stefan Ortega,Rúben Dias,İlkay Gündoğan,Jack Grealish,Aymeric Laporte,Julián Álvarez,Sergio Gómez,Riyad Mahrez,Phil Foden,Cole Palmer,Rico Lewis,Sevilla,Yassine Bounou,Gonzalo Montiel,Karim Rekik,Ivan Rakitić,Rafa Mir,Thomas Delaney,Marcos Acuña,Isco,Marcão,Papu Gómez,Carmona,Group stage,3,1
91,Chelsea,Edouard Mendy,Jorginho,Pierre-Emerick Aubameyang,Trevoh Chalobah,Raheem Sterling,Mason Mount,Denis Zakaria,Ben Chilwell,Kalidou Koulibaly,César Azpilicueta,Kai Havertz,Dinamo Zagreb,Dominik Livaković,Sadegh Moharrami,Arijan Ademi,Luka Ivanušec,Bruno Petković,Stefan Ristovski,Robert Ljubicic,Josip Mišić,Josip Šutalo,Dino Perić,Mislav Oršić,Group stage,2,1
92,FC Copenhagen,Kamil Grabara,Kevin Diks,Denis Vavro,Christian Sørensen,Viktor Claesson,Lukas Lerager,Mohammed Daramy,Valdemar Jensen,Hákon Arnar Haraldsson,William Clem,Roony Bardghji,Dortmund,Gregor Kobel,Nico Schlotterbeck,Salih Özcan,Gio Reyna,Thorgan Hazard,Mats Hummels,Anthony Modeste,Donyell Malen,Emre Can,Karim Adeyemi,Felix Passlack,Group stage,1,1
93,Juventus,Wojciech Szczęsny,Manuel Locatelli,Juan Cuadrado,Alex Sandro,Arkadiusz Milik,Federico Gatti,Filip Kostić,Leonardo Bonucci,Fabio Miretti,Adrien Rabiot,Nicolò Fagioli,Paris S-G,Gianluigi Donnarumma,Achraf Hakimi,Sergio Ramos,Marquinhos,Marco Verratti,Kylian Mbappé,Fabián Ruiz Peña,Juan Bernat,Vitinha,Carlos Soler,Lionel Messi,Group stage,1,2
94,Milan,Ciprian Tătărușanu,Ismaël Bennacer,Sandro Tonali,Olivier Giroud,Ante Rebić,Rafael Leão,Theo Hernández,Pierre Kalulu,Fikayo Tomori,Simon Kjær,Rade Krunić,RB Salzburg,Philipp Köhn,Junior Adamu,Nicolas Seiwald,Maurits Kjærgaard,Luka Sučić,Oumar Solet,Lucas Gourna-Douath,Strahinja Pavlović,Maximilian Wöber,Amar Dedić,Noah Okafor,Group stage,4,0
95,Maccabi Haifa,Josh Cohen,Sean Goldberg,Ali Mohamed,Neta Lavi,Frantzdy Pierrot,Tjaronn Chery,Mohammad Abu Fani,Dean David,Raz Meir,Pierre Cornud,Abdoulaye Seck,Benfica,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,David Neres,Fredrik Aursnes,João Mário,Rafa Silva,Nicolás Otamendi,Florentino Luís,António Silva,Gonçalo Ramos,Group stage,1,6
96,Paris S-G,Gianluigi Donnarumma,Achraf Hakimi,Sergio Ramos,Marquinhos,Marco Verratti,Neymar,Danilo Pereira,Nuno Mendes,Carlos Soler,Lionel Messi,Warren Zaire-Emery,Bayern Munich,Yann Sommer,Dayot Upamecano,Matthijs de Ligt,Benjamin Pavard,Joshua Kimmich,Leon Goretzka,Leroy Sané,Kingsley Coman,Eric Maxim Choupo-Moting,João Cancelo,Jamal Musiala,Round of 16,0,1
97,Milan,Ciprian Tătărușanu,Sandro Tonali,Olivier Giroud,Brahim Díaz,Rafael Leão,Theo Hernández,Pierre Kalulu,Simon Kjær,Malick Thiaw,Rade Krunić,Alexis Saelemaekers,Tottenham,Fraser Forster,Oliver Skipp,Son Heung-min,Harry Kane,Emerson,Ivan Perišić,Eric Dier,Cristian Romero,Dejan Kulusevski,Pape Matar Sarr,Clément Lenglet,Round of 16,1,0
98,Dortmund,Gregor Kobel,Nico Schlotterbeck,Salih Özcan,Sébastien Haller,Raphaël Guerreiro,Marius Wolf,Julian Brandt,Jude Bellingham,Emre Can,Niklas Süle,Karim Adeyemi,Chelsea,Kepa Arrizabalaga,Enzo Fernández,Thiago Silva,João Félix,Ruben Loftus-Cheek,Mykhailo Mudryk,Ben Chilwell,Hakim Ziyech,Reece James,Kalidou Koulibaly,Kai Havertz,Round of 16,1,0
99,Club Brugge,Simon Mignolet,Jack Hendry,Denis Odoi,Noa Lang,Bjorn Meijer,Raphael Onyedika,Tajon Buchanan,Kamal Sowah,Hans Vanaken,Brandon Mechele,Clinton Mata,Benfica,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,Fredrik Aursnes,João Mário,Chiquinho,Rafa Silva,Nicolás Otamendi,Florentino Luís,António Silva,Gonçalo Ramos,Round of 16,0,2
100,Liverpool,Alisson,Joe Gomez,Fabinho,Virgil van Dijk,Mohamed Salah,Jordan Henderson,Cody Gakpo,Andrew Robertson,Darwin Núñez,Stefan Bajcetic,Trent Alexander-Arnold,Real Madrid,Thibaut Courtois,Dani Carvajal,Éder Militão,David Alaba,Karim Benzema,Luka Modrić,Eduardo Camavinga,Federico Valverde,Vinicius Júnior,Rodrygo,Antonio Rüdiger,Round of 16,2,5
101,Eint Frankfurt,Kevin Trapp,Obite N'Dicka,Kristijan Jakić,Djibril Sow,Randal Kolo Muani,Daichi Kamada,Aurélio Buta,Mario Götze,Jesper Lindstrøm,Philipp Max,Tuta,Napoli,Alex Meret,Kim Min-jae,Victor Osimhen,Hirving Lozano,Amir Rrahmani,Mathías Olivera,Piotr Zieliński,Giovanni Di Lorenzo,Stanislav Lobotka,Khvicha Kvaratskhelia,Andre-Frank Zambo Anguissa,Round of 16,0,2
102,RB Leipzig,Janis Blaswich,Willi Orban,Emil Forsberg,Timo Werner,Lukas Klostermann,Dominik Szoboszlai,André Silva,Marcel Halstenberg,Xaver Schlager,Konrad Laimer,Joško Gvardiol,Manchester City,Ederson,Kyle Walker,Rúben Dias,Nathan Aké,İlkay Gündoğan,Erling Haaland,Jack Grealish,Rodri,Bernardo Silva,Manuel Akanji,Riyad Mahrez,Round of 16,1,1
103,Inter,André Onana,Edin Džeko,Lautaro Martínez,Francesco Acerbi,Hakan Çalhanoğlu,Henrikh Mkhitaryan,Nicolò Barella,Federico Dimarco,Matteo Darmian,Milan Škriniar,Alessandro Bastoni,Porto,Diogo Costa,Pepe,Iván Marcano,Mateus Uribe,Mehdi Taremi,Pepê,Zaidu Sanusi,Galeno,Marko Grujić,João Mário Lopes,Otávio,Round of 16,1,0
104,Chelsea,Kepa Arrizabalaga,Enzo Fernández,Mateo Kovačić,João Félix,Raheem Sterling,Ben Chilwell,Reece James,Kalidou Koulibaly,Kai Havertz,Marc Cucurella,Wesley Fofana,Dortmund,Alexander Meyer,Nico Schlotterbeck,Salih Özcan,Sébastien Haller,Marco Reus,Raphaël Guerreiro,Marius Wolf,Julian Brandt,Jude Bellingham,Emre Can,Niklas Süle,Round of 16,2,0
105,Benfica,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,Fredrik Aursnes,João Mário,Chiquinho,Rafa Silva,Nicolás Otamendi,Florentino Luís,António Silva,Gonçalo Ramos,Club Brugge,Simon Mignolet,Noa Lang,Bjorn Meijer,Tajon Buchanan,Kamal Sowah,Hans Vanaken,Casper Nielsen,Brandon Mechele,Roman Yaremchuk,Clinton Mata,Abakar Sylla,Round of 16,5,1
106,Tottenham,Fraser Forster,Oliver Skipp,Pierre Højbjerg,Son Heung-min,Harry Kane,Emerson,Ivan Perišić,Cristian Romero,Dejan Kulusevski,Ben Davies,Clément Lenglet,Milan,Mike Maignan,Sandro Tonali,Olivier Giroud,Brahim Díaz,Rafael Leão,Theo Hernández,Pierre Kalulu,Fikayo Tomori,Malick Thiaw,Junior Messias,Rade Krunić,Round of 16,0,0
107,Bayern Munich,Yann Sommer,Dayot Upamecano,Matthijs de Ligt,Joshua Kimmich,Leon Goretzka,Kingsley Coman,Eric Maxim Choupo-Moting,Alphonso Davies,Thomas Müller,Jamal Musiala,Josip Stanišić,Paris S-G,Gianluigi Donnarumma,Achraf Hakimi,Sergio Ramos,Marquinhos,Marco Verratti,Kylian Mbappé,Fabián Ruiz Peña,Danilo Pereira,Vitinha,Nuno Mendes,Lionel Messi,Round of 16,2,0
108,Porto,Diogo Costa,Fábio Cardoso,Iván Marcano,Mateus Uribe,Mehdi Taremi,Pepê,Zaidu Sanusi,Galeno,Marko Grujić,Evanilson,Stephen Eustáquio,Inter,André Onana,Denzel Dumfries,Edin Džeko,Lautaro Martínez,Francesco Acerbi,Hakan Çalhanoğlu,Henrikh Mkhitaryan,Nicolò Barella,Federico Dimarco,Matteo Darmian,Alessandro Bastoni,Round of 16,0,0
109,Manchester City,Ederson,Rúben Dias,John Stones,Nathan Aké,İlkay Gündoğan,Erling Haaland,Jack Grealish,Rodri,Kevin De Bruyne,Bernardo Silva,Manuel Akanji,RB Leipzig,Janis Blaswich,Willi Orban,Amadou Haidara,Emil Forsberg,Timo Werner,Dominik Szoboszlai,David Raum,Konrad Laimer,Joško Gvardiol,Benjamin Henrichs,Kevin Kampl,Round of 16,7,0
110,Napoli,Alex Meret,Kim Min-jae,Mário Rui,Victor Osimhen,Amir Rrahmani,Piotr Zieliński,Matteo Politano,Giovanni Di Lorenzo,Stanislav Lobotka,Khvicha Kvaratskhelia,Andre-Frank Zambo Anguissa,Eint Frankfurt,Kevin Trapp,Obite N'Dicka,Djibril Sow,Daichi Kamada,Sebastian Rode,Rafael Borré,Aurélio Buta,Christopher Lenz,Mario Götze,Tuta,Ansgar Knauff,Round of 16,3,0
111,Real Madrid,Thibaut Courtois,Dani Carvajal,Éder Militão,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Eduardo Camavinga,Federico Valverde,Vinicius Júnior,Antonio Rüdiger,Liverpool,Alisson,Fabinho,Virgil van Dijk,Ibrahima Konaté,James Milner,Mohamed Salah,Cody Gakpo,Diogo Jota,Andrew Robertson,Darwin Núñez,Trent Alexander-Arnold,Round of 16,1,0
112,Benfica,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Fredrik Aursnes,João Mário,Chiquinho,Rafa Silva,Florentino Luís,António Silva,Gonçalo Ramos,Morato,Inter,André Onana,Denzel Dumfries,Edin Džeko,Lautaro Martínez,Francesco Acerbi,Henrikh Mkhitaryan,Nicolò Barella,Federico Dimarco,Matteo Darmian,Marcelo Brozović,Alessandro Bastoni,Quarter-finals,0,2
113,Manchester City,Ederson,Rúben Dias,John Stones,Nathan Aké,İlkay Gündoğan,Erling Haaland,Jack Grealish,Rodri,Kevin De Bruyne,Bernardo Silva,Manuel Akanji,Bayern Munich,Yann Sommer,Dayot Upamecano,Matthijs de Ligt,Benjamin Pavard,Joshua Kimmich,Serge Gnabry,Leon Goretzka,Leroy Sané,Kingsley Coman,Alphonso Davies,Jamal Musiala,Quarter-finals,3,0
114,Real Madrid,Thibaut Courtois,Dani Carvajal,Éder Militão,David Alaba,Toni Kroos,Karim Benzema,Luka Modrić,Eduardo Camavinga,Federico Valverde,Vinicius Júnior,Rodrygo,Chelsea,Kepa Arrizabalaga,Enzo Fernández,Thiago Silva,N'Golo Kanté,Mateo Kovačić,João Félix,Raheem Sterling,Ben Chilwell,Reece James,Kalidou Koulibaly,Wesley Fofana,Quarter-finals,2,0
115,Milan,Mike Maignan,Davide Calabria,Ismaël Bennacer,Sandro Tonali,Olivier Giroud,Brahim Díaz,Rafael Leão,Theo Hernández,Fikayo Tomori,Simon Kjær,Rade Krunić,Napoli,Alex Meret,Kim Min-jae,Mário Rui,Elif Elmas,Hirving Lozano,Amir Rrahmani,Piotr Zieliński,Giovanni Di Lorenzo,Stanislav Lobotka,Khvicha Kvaratskhelia,Andre-Frank Zambo Anguissa,Quarter-finals,1,0
116,Chelsea,Kepa Arrizabalaga,Enzo Fernández,Thiago Silva,N'Golo Kanté,Mateo Kovačić,Trevoh Chalobah,Conor Gallagher,Reece James,Kai Havertz,Marc Cucurella,Wesley Fofana,Real Madrid,Thibaut Courtois,Dani Carvajal,Éder Militão,David Alaba,Toni Kroos,Karim Benzema,Luka Modrić,Eduardo Camavinga,Federico Valverde,Vinicius Júnior,Rodrygo,Quarter-finals,0,2
117,Napoli,Alex Meret,Juan Jesus,Mário Rui,Victor Osimhen,Amir Rrahmani,Piotr Zieliński,Matteo Politano,Giovanni Di Lorenzo,Stanislav Lobotka,Khvicha Kvaratskhelia,Tanguy Ndombele,Milan,Mike Maignan,Davide Calabria,Ismaël Bennacer,Sandro Tonali,Olivier Giroud,Brahim Díaz,Rafael Leão,Theo Hernández,Fikayo Tomori,Simon Kjær,Rade Krunić,Quarter-finals,1,1
118,Bayern Munich,Yann Sommer,Dayot Upamecano,Matthijs de Ligt,Benjamin Pavard,Joshua Kimmich,Leon Goretzka,Leroy Sané,Kingsley Coman,Eric Maxim Choupo-Moting,João Cancelo,Jamal Musiala,Manchester City,Ederson,Rúben Dias,John Stones,Nathan Aké,İlkay Gündoğan,Erling Haaland,Jack Grealish,Rodri,Kevin De Bruyne,Bernardo Silva,Manuel Akanji,Quarter-finals,1,1
119,Inter,André Onana,Denzel Dumfries,Edin Džeko,Lautaro Martínez,Francesco Acerbi,Henrikh Mkhitaryan,Nicolò Barella,Federico Dimarco,Matteo Darmian,Marcelo Brozović,Alessandro Bastoni,Benfica,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Fredrik Aursnes,João Mário,Chiquinho,Rafa Silva,Nicolás Otamendi,Florentino Luís,António Silva,Gonçalo Ramos,Quarter-finals,3,3
120,Real Madrid,Thibaut Courtois,Dani Carvajal,David Alaba,Toni Kroos,Karim Benzema,Luka Modrić,Eduardo Camavinga,Federico Valverde,Vinicius Júnior,Rodrygo,Antonio Rüdiger,Manchester City,Ederson,Kyle Walker,Rúben Dias,John Stones,İlkay Gündoğan,Erling Haaland,Jack Grealish,Rodri,Kevin De Bruyne,Bernardo Silva,Manuel Akanji,Semi-finals,1,1
