,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
61,RB Leipzig,Péter Gulácsi,Mohamed Simakan,Angeliño,Willi Orban,Emil Forsberg,Tyler Adams,Christopher Nkunku,Nordi Mukiele,Konrad Laimer,Joško Gvardiol,André Silva,Paris S-G,Gianluigi Donnarumma,Achraf Hakimi,Presnel Kimpembe,Marquinhos,Kylian Mbappé,Neymar,Ángel Di María,Danilo Pereira,Georginio Wijnaldum,Nuno Mendes,Idrissa Gana Gueye,Group stage,2,2
62,Dortmund,Gregor Kobel,Thorgan Hazard,Marco Reus,Mats Hummels,Manuel Akanji,Julian Brandt,Jude Bellingham,Thomas Meunier,Steffen Tigges,Axel Witsel,Marius Wolf,Ajax,Remko Pasveer,Jurriën Timber,Edson Álvarez,Ryan Gravenberch,Dušan Tadić,Antony,Noussair Mazraoui,Daley Blind,Lisandro Martínez,Sébastien Haller,Steven Berghuis,Group stage,1,3
63,Sheriff Tiraspol,Giorgos Athanasiadis,Danilo Arboleda,Adama Traoré,Frank Castañeda,Fernando Costanza,Cristiano da Silva Leite,Jasur Yaxshiboyev,Edmund Addo,Dimitris Kolovos,Sébastien Thill,Gustavo Dulanto,Inter,Samir Handanović,Stefan de Vrij,Edin Džeko,Lautaro Martínez,Arturo Vidal,Nicolò Barella,Federico Dimarco,Matteo Darmian,Milan Škriniar,Marcelo Brozović,Alessandro Bastoni,Group stage,1,3
64,Villarreal,Gerónimo Rulli,Raúl Albiol,Pau Torres,Daniel Parejo,Étienne Capoue,Juan Foyth,Pervis Estupiñán,Manu Trigueros,Arnaut Danjuma,Yeremi Pino,Moi Gómez,Manchester Utd,David de Gea,Victor Lindelöf,Harry Maguire,Cristiano Ronaldo,Anthony Martial,Fred,Jadon Sancho,Alex Telles,Aaron Wan-Bissaka,Donny van de Beek,Scott McTominay,Group stage,0,2
65,Dynamo Kyiv,Heorhiy Bushchan,Serhiy Sydorchuk,Mykola Shaparenko,Carlos de Pena,Viktor Tsyhankov,Vitaliy Mykolenko,Illia Zabarnyi,Vitaliy Buyalskyi,Oleksandr Syrota,Ilya Shkurin,Tomasz Kędziora,Bayern Munich,Manuel Neuer,Benjamin Pavard,Leon Goretzka,Robert Lewandowski,Leroy Sané,Kingsley Coman,Alphonso Davies,Lucas Hernández,Tanguy Nianzou,Corentin Tolisso,Thomas Müller,Group stage,1,2
66,Chelsea,Edouard Mendy,Antonio Rüdiger,Jorginho,Thiago Silva,N'Golo Kanté,Christian Pulisic,Trevoh Chalobah,Callum Hudson-Odoi,Ben Chilwell,Hakim Ziyech,Reece James,Juventus,Wojciech Szczęsny,Matthijs de Ligt,Álvaro Morata,Juan Cuadrado,Alex Sandro,Weston McKennie,Leonardo Bonucci,Federico Chiesa,Adrien Rabiot,Manuel Locatelli,Rodrigo Bentancur,Group stage,4,0
67,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ronald Araújo,Sergio Busquets,Memphis,Yusuf Demir,Clément Lenglet,Jordi Alba,Frenkie de Jong,Nicolás González,Gavi,Benfica,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Jan Vertonghen,Everton Soares,Roman Yaremchuk,João Mário,Rafa Silva,Julian Weigl,Nicolás Otamendi,André Almeida,Group stage,0,0
68,Lille,Ivo Grbić,Zeki Çelik,Tiago Djaló,José Fonte,Jonathan Bamba,Xeka,Jonathan David,Burak Yılmaz,Renato Sanches,Timothy Weah,Reinildo Mandava,RB Salzburg,Philipp Köhn,Jérôme Onguéné,Brenden Aaronson,Nicolas Seiwald,Andreas Ulmer,Mohamed Camara,Luka Sučić,Karim Adeyemi,Benjamin Šeško,Maximilian Wöber,Rasmus Kristensen,Group stage,1,0
69,Young Boys,Guillaume Faivre,Moumi Ngamaleu,Nicolas Bürgy,Meschak Elia,Jordan Pefok,Michel Aebischer,Ulisses Garcia,Sandro Lauper,Fabian Rieder,Christopher Martins,Silvan Hefti,Atalanta,Juan Musso,Rafael Tolói,Joakim Mæhle,José Luis Palomino,Remo Freuler,Marten de Roon,Ruslan Malinovskyi,Merih Demiral,Davide Zappacosta,Mario Pašalić,Duván Zapata,Group stage,3,3
70,Sevilla,Yassine Bounou,Gonzalo Montiel,Lucas Ocampos,Joan Jordán,Ivan Rakitić,Munir El Haddadi,Marcos Acuña,Diego Carlos,Jules Koundé,Papu Gómez,Fernando,Wolfsburg,Pavao Pervan,Maxence Lacroix,Aster Vranckx,Wout Weghorst,Lukas Nmecha,Jérôme Roussillon,Ridle Baku,Josuha Guilavogui,John Brooks,Maximilian Arnold,Yannick Gerhardt,Group stage,2,0
71,Malmö,Johan Dahlin,Eric Larsson,Niklas Moisander,Søren Rieks,Oscar Lewicki,Sergio Peña,Antonio Čolak,Anel Ahmedhodžić,Veljko Birmančević,Bonke Innocent,Franz Brorsson,Zenit,Mikhail Kerzhakov,Dmitri Chistyakov,Douglas Santos,Wílmar Barrios,Dejan Lovren,Wendel,Malcom,Claudinho,Vyacheslav Karavayev,Artem Dzyuba,Yaroslav Rakitskiy,Group stage,1,1
72,Inter,Samir Handanović,Edin Džeko,Lautaro Martínez,Andrea Ranocchia,Ivan Perišić,Hakan Çalhanoğlu,Nicolò Barella,Matteo Darmian,Milan Škriniar,Marcelo Brozović,Alessandro Bastoni,Shakhtar,Anatolii Trubin,Dodô,Vitão,Marlon,Taras Stepanenko,Maycon,Tetê,Manor Solomon,Mykola Matviyenko,Pedrinho,Fernando,Group stage,2,0
73,Manchester City,Ederson,Kyle Walker,Rúben Dias,John Stones,Raheem Sterling,İlkay Gündoğan,Oleksandr Zinchenko,Rodri,Bernardo Silva,Riyad Mahrez,João Cancelo,Paris S-G,Keylor Navas,Achraf Hakimi,Presnel Kimpembe,Marquinhos,Kylian Mbappé,Leandro Paredes,Neymar,Ander Herrera,Nuno Mendes,Idrissa Gana Gueye,Lionel Messi,Group stage,2,1
74,Sporting CP,Antonio Adán,Matheus Reis,Zouhair Feddal,Sebastián Coates,João Palhinha,Matheus Nunes,Pablo Sarabia,Paulinho,Pedro Porro,Gonçalo Inácio,Pedro Gonçalves,Dortmund,Gregor Kobel,Marco Reus,Nico Schulz,Manuel Akanji,Julian Brandt,Reinier,Donyell Malen,Jude Bellingham,Thomas Meunier,Axel Witsel,Marin Pongračić,Group stage,3,1
75,Liverpool,Alisson,Ibrahima Konaté,Thiago Alcántara,Sadio Mané,Mohamed Salah,Alex Oxlade-Chamberlain,Takumi Minamino,Kostas Tsimikas,Joël Matip,Neco Williams,Tyler Morton,Porto,Diogo Costa,Pepe,Luis Díaz,Mateus Uribe,Mehdi Taremi,Zaidu Sanusi,Chancel Mbemba,João Mário Lopes,Otávio,Sérgio Oliveira,Evanilson,Group stage,2,0
76,Beşiktaş,Mert Günok,Valentin Rosier,Francisco Montero,Georges-Kévin N'Koudou,Mehmet Topal,Miralem Pjanić,Cyle Larin,Rachid Ghezzal,Domagoj Vida,Umut Meraş,Alex Teixeira,Ajax,André Onana,Perr Schuurs,Davy Klaassen,David Neres,Ryan Gravenberch,Dušan Tadić,Noussair Mazraoui,Lisandro Martínez,Steven Berghuis,Mohammed Daramy,Nicolás Tagliafico,Group stage,1,2
77,Atlético Madrid,Jan Oblak,José María Giménez,Rodrigo De Paul,Koke,Antoine Griezmann,Luis Suárez,Thomas Lemar,Marcos Llorente,Stefan Savić,Yannick Carrasco,Mario Hermoso,Milan,Ciprian Tătărușanu,Sandro Tonali,Olivier Giroud,Brahim Díaz,Alessio Romagnoli,Theo Hernández,Pierre Kalulu,Simon Kjær,Rade Krunić,Alexis Saelemaekers,Franck Kessié,Group stage,0,1
78,Club Brugge,Simon Mignolet,Éder Álvarez Balanta,Stanley N'Soki,Jack Hendry,Noa Lang,Kamal Sowah,Hans Vanaken,Ignace Van Der Brempt,Bas Dost,Clinton Mata,Charles De Ketelaere,RB Leipzig,Josep Martinez,Angeliño,Emil Forsberg,Lukas Klostermann,Christopher Nkunku,Brian Brobbey,Nordi Mukiele,Konrad Laimer,Joško Gvardiol,André Silva,Kevin Kampl,Group stage,0,5
79,Sheriff Tiraspol,Giorgos Athanasiadis,Danilo Arboleda,Adama Traoré,Frank Castañeda,Fernando Costanza,Cristiano da Silva Leite,Edmund Addo,Dimitris Kolovos,Sébastien Thill,Gustavo Dulanto,Bruno Felipe Souza da Silva,Real Madrid,Thibaut Courtois,Dani Carvajal,Éder Militão,David Alaba,Toni Kroos,Karim Benzema,Luka Modrić,Casemiro,Vinicius Júnior,Rodrygo,Ferland Mendy,Group stage,0,3
80,Paris S-G,Gianluigi Donnarumma,Achraf Hakimi,Marquinhos,Marco Verratti,Kylian Mbappé,Ángel Di María,Georginio Wijnaldum,Abdou Diallo,Nuno Mendes,Idrissa Gana Gueye,Lionel Messi,Club Brugge,Simon Mignolet,Éder Álvarez Balanta,Stanley N'Soki,Jack Hendry,Noa Lang,Federico Ricca,Hans Vanaken,Mats Rits,Clinton Mata,Charles De Ketelaere,Cisse Sandra,Group stage,4,1
81,RB Leipzig,Péter Gulácsi,Angeliño,Emil Forsberg,Lukas Klostermann,Dominik Szoboszlai,Christopher Nkunku,Nordi Mukiele,Konrad Laimer,Joško Gvardiol,André Silva,Kevin Kampl,Manchester City,Zack Steffen,Kyle Walker,John Stones,Nathan Aké,İlkay Gündoğan,Jack Grealish,Oleksandr Zinchenko,Kevin De Bruyne,Fernandinho,Riyad Mahrez,Phil Foden,Group stage,2,1
82,Porto,Diogo Costa,Pepe,Luis Díaz,Mehdi Taremi,Zaidu Sanusi,Marko Grujić,Chancel Mbemba,Vitinha,João Mário Lopes,Otávio,Evanilson,Atlético Madrid,Jan Oblak,Geoffrey Kondogbia,Rodrigo De Paul,Koke,Antoine Griezmann,Luis Suárez,Thomas Lemar,Marcos Llorente,Yannick Carrasco,Mario Hermoso,Šime Vrsaljko,Group stage,1,3
83,Real Madrid,Thibaut Courtois,Dani Carvajal,Éder Militão,David Alaba,Toni Kroos,Luka Modrić,Casemiro,Luka Jović,Vinicius Júnior,Rodrygo,Ferland Mendy,Inter,Samir Handanović,Denzel Dumfries,Edin Džeko,Lautaro Martínez,Ivan Perišić,Hakan Çalhanoğlu,Nicolò Barella,Danilo D'Ambrosio,Milan Škriniar,Marcelo Brozović,Alessandro Bastoni,Group stage,2,0
84,Dortmund,Gregor Kobel,Dan-Axel Zagadou,Mahmoud Dahoud,Marco Reus,Nico Schulz,Mats Hummels,Donyell Malen,Jude Bellingham,Thomas Meunier,Axel Witsel,Marius Wolf,Beşiktaş,Ersin Destanoğlu,Francisco Montero,Josef de Souza,Michy Batshuayi,Can Bozdogan,Mehmet Topal,Cyle Larin,Necip Uysal,Welinton,Kenan Karaman,Umut Meraş,Group stage,5,0
85,Ajax,Remko Pasveer,Perr Schuurs,Edson Álvarez,David Neres,Ryan Gravenberch,Antony,Noussair Mazraoui,Daley Blind,Lisandro Martínez,Sébastien Haller,Steven Berghuis,Sporting CP,João Virgínia,Matheus Reis,Bruno Tabata,Nuno Santos,Luís Neto,Manuel Ugarte Ribeiro,Tiago Tomás,Gonçalo Inácio,Ricardo Esgaio,Daniel Bragança,Gonçalo Esteves,Group stage,4,2
86,Milan,Mike Maignan,Sandro Tonali,Brahim Díaz,Zlatan Ibrahimović,Alessio Romagnoli,Theo Hernández,Pierre Kalulu,Fikayo Tomori,Junior Messias,Rade Krunić,Franck Kessié,Liverpool,Alisson,Ibrahima Konaté,Sadio Mané,Mohamed Salah,Alex Oxlade-Chamberlain,Takumi Minamino,Kostas Tsimikas,Divock Origi,Nathaniel Phillips,Neco Williams,Tyler Morton,Group stage,1,2
87,Shakhtar,Andriy Pyatov,Dodô,Serhiy Kryvtsov,Marcos Antônio,Marlos,Artem Bondarenko,Manor Solomon,Heorhiy Sudakov,Viktor Korniienko,Valerii Bondar,Fernando,Sheriff Tiraspol,Giorgos Athanasiadis,Danilo Arboleda,Adama Traoré,Fernando Costanza,Cristiano da Silva Leite,Edmund Addo,Dimitris Kolovos,Sébastien Thill,Gustavo Dulanto,Bruno Felipe Souza da Silva,Momo Yansané,Group stage,1,1
88,Juventus,Mattia Perin,Arthur Melo,Paulo Dybala,Alex Sandro,Moise Kean,Leonardo Bonucci,Federico Bernardeschi,Daniele Rugani,Adrien Rabiot,Rodrigo Bentancur,Koni De Winter,Malmö,Ismael Diawara,Niklas Moisander,Erdal Rakip,Antonio Čolak,Anders Christiansen,Martin Olsson,Anel Ahmedhodžić,Veljko Birmančević,Bonke Innocent,Lasse Nielsen,Jo Inge Berget,Group stage,1,0
89,Benfica,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Jan Vertonghen,Roman Yaremchuk,João Mário,Pizzi,Rafa Silva,Julian Weigl,Nicolás Otamendi,André Almeida,Dynamo Kyiv,Heorhiy Bushchan,Serhiy Sydorchuk,Benjamin Verbič,Mykola Shaparenko,Viktor Tsyhankov,Vitaliy Mykolenko,Denys Harmash,Oleksandr Tymchyk,Illia Zabarnyi,Vitaliy Buyalskyi,Oleksandr Syrota,Group stage,2,0
90,Manchester Utd,Dean Henderson,Eric Bailly,Juan Mata,Mason Greenwood,Jesse Lingard,Amad Diallo,Luke Shaw,Aaron Wan-Bissaka,Nemanja Matić,Donny van de Beek,Anthony Elanga,Young Boys,Guillaume Faivre,Mohamed Aly Camara,Moumi Ngamaleu,Meschak Elia,Jordan Pefok,Michel Aebischer,Quentin Maceiras,Jordan Lefort,Fabian Lustenberger,Fabian Rieder,Christopher Martins,Group stage,1,1
91,Zenit,Mikhail Kerzhakov,Douglas Santos,Wílmar Barrios,Dejan Lovren,Sardar Azmoun,Wendel,Malcom,Claudinho,Daler Kuzyaev,Vyacheslav Karavayev,Yaroslav Rakitskiy,Chelsea,Kepa Arrizabalaga,Andreas Christensen,Romelu Lukaku,Timo Werner,Saúl Ñíguez,Ross Barkley,Mason Mount,Callum Hudson-Odoi,Reece James,César Azpilicueta,Malang Sarr,Group stage,3,3
92,Bayern Munich,Manuel Neuer,Dayot Upamecano,Niklas Süle,Benjamin Pavard,Robert Lewandowski,Leroy Sané,Kingsley Coman,Alphonso Davies,Corentin Tolisso,Thomas Müller,Jamal Musiala,Barcelona,Marc-André ter Stegen,Sergiño Dest,Gerard Piqué,Ronald Araújo,Sergio Busquets,Ousmane Dembélé,Memphis,Clément Lenglet,Jordi Alba,Frenkie de Jong,Gavi,Group stage,3,0
93,Wolfsburg,Koen Casteels,Sebastiaan Bornauw,Maxence Lacroix,Paulo Otávio,Luca Waldschmidt,Aster Vranckx,Wout Weghorst,Kevin Mbabu,Josuha Guilavogui,Maximilian Arnold,Yannick Gerhardt,Lille,Ivo Grbić,Zeki Çelik,Sven Botman,Gabriel Gudmundsson,José Fonte,Jonathan David,Jonathan Ikone,Burak Yılmaz,Renato Sanches,Benjamin André,Reinildo Mandava,Group stage,1,3
94,RB Salzburg,Philipp Köhn,Jérôme Onguéné,Brenden Aaronson,Nicolas Seiwald,Andreas Ulmer,Mohamed Camara,Luka Sučić,Oumar Solet,Karim Adeyemi,Rasmus Kristensen,Noah Okafor,Sevilla,Yassine Bounou,Gonzalo Montiel,Ludwig Augustinsson,Lucas Ocampos,Joan Jordán,Ivan Rakitić,Munir El Haddadi,Diego Carlos,Jules Koundé,Papu Gómez,Fernando,Group stage,1,0
95,Atalanta,Juan Musso,Rafael Tolói,Joakim Mæhle,José Luis Palomino,Remo Freuler,Marten de Roon,Merih Demiral,Matteo Pessina,Hans Hateboer,Josip Iličić,Duván Zapata,Villarreal,Gerónimo Rulli,Raúl Albiol,Pau Torres,Daniel Parejo,Étienne Capoue,Gerard Moreno,Juan Foyth,Pervis Estupiñán,Arnaut Danjuma,Alberto Moreno,Moi Gómez,Group stage,2,3
96,Sporting CP,Antonio Adán,Matheus Reis,Sebastián Coates,João Palhinha,Matheus Nunes,Pablo Sarabia,Paulinho,Pedro Porro,Gonçalo Inácio,Pedro Gonçalves,Ricardo Esgaio,Manchester City,Ederson,Rúben Dias,John Stones,Raheem Sterling,Aymeric Laporte,Rodri,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,João Cancelo,Phil Foden,Round of 16,0,5
97,Paris S-G,Gianluigi Donnarumma,Achraf Hakimi,Presnel Kimpembe,Marquinhos,Marco Verratti,Kylian Mbappé,Leandro Paredes,Ángel Di María,Danilo Pereira,Nuno Mendes,Lionel Messi,Real Madrid,Thibaut Courtois,Dani Carvajal,Éder Militão,David Alaba,Toni Kroos,Karim Benzema,Luka Modrić,Marco Asensio,Casemiro,Vinicius Júnior,Ferland Mendy,Round of 16,1,0
98,RB Salzburg,Philipp Köhn,Nicolás Capaldo,Brenden Aaronson,Nicolas Seiwald,Andreas Ulmer,Mohamed Camara,Oumar Solet,Karim Adeyemi,Maximilian Wöber,Rasmus Kristensen,Noah Okafor,Bayern Munich,Sven Ulreich,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Serge Gnabry,Robert Lewandowski,Leroy Sané,Kingsley Coman,Lucas Hernández,Corentin Tolisso,Thomas Müller,Round of 16,1,1
99,Inter,Samir Handanović,Denzel Dumfries,Stefan de Vrij,Edin Džeko,Lautaro Martínez,Ivan Perišić,Hakan Çalhanoğlu,Arturo Vidal,Milan Škriniar,Marcelo Brozović,Alessandro Bastoni,Liverpool,Alisson,Fabinho,Virgil van Dijk,Ibrahima Konaté,Thiago Alcántara,Sadio Mané,Mohamed Salah,Diogo Jota,Andrew Robertson,Trent Alexander-Arnold,Harvey Elliott,Round of 16,0,2
100,Chelsea,Edouard Mendy,Antonio Rüdiger,Marcos Alonso,Andreas Christensen,Thiago Silva,N'Golo Kanté,Mateo Kovačić,Christian Pulisic,Hakim Ziyech,César Azpilicueta,Kai Havertz,Lille,Léo Jardim,Zeki Çelik,Tiago Djaló,Sven Botman,José Fonte,Jonathan Bamba,Xeka,Jonathan David,Renato Sanches,Benjamin André,Amadou Onana,Round of 16,2,0
101,Villarreal,Gerónimo Rulli,Raúl Albiol,Pau Torres,Daniel Parejo,Étienne Capoue,Juan Foyth,Samuel Chukwueze,Arnaut Danjuma,Giovani Lo Celso,Alberto Moreno,Alfonso Pedraza,Juventus,Wojciech Szczęsny,Mattia De Sciglio,Matthijs de Ligt,Danilo,Dušan Vlahović,Álvaro Morata,Juan Cuadrado,Alex Sandro,Weston McKennie,Adrien Rabiot,Manuel Locatelli,Round of 16,1,1
102,Benfica,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Jan Vertonghen,Everton Soares,Darwin Núñez,Rafa Silva,Julian Weigl,Nicolás Otamendi,Adel Taarabt,Gonçalo Ramos,Ajax,Remko Pasveer,Jurriën Timber,Edson Álvarez,Ryan Gravenberch,Dušan Tadić,Antony,Noussair Mazraoui,Daley Blind,Lisandro Martínez,Sébastien Haller,Steven Berghuis,Round of 16,2,2
103,Atlético Madrid,Jan Oblak,José María Giménez,Geoffrey Kondogbia,João Félix,Ángel Correa,Renan Lodi,Marcos Llorente,Stefan Savić,Héctor Herrera,Reinildo Mandava,Šime Vrsaljko,Manchester Utd,David de Gea,Victor Lindelöf,Harry Maguire,Paul Pogba,Cristiano Ronaldo,Marcus Rashford,Fred,Bruno Fernandes,Raphaël Varane,Luke Shaw,Jadon Sancho,Round of 16,1,1
104,Liverpool,Alisson,Fabinho,Virgil van Dijk,Thiago Alcántara,Sadio Mané,Mohamed Salah,Curtis Jones,Diogo Jota,Andrew Robertson,Joël Matip,Trent Alexander-Arnold,Inter,Samir Handanović,Denzel Dumfries,Stefan de Vrij,Alexis Sánchez,Lautaro Martínez,Ivan Perišić,Hakan Çalhanoğlu,Arturo Vidal,Milan Škriniar,Marcelo Brozović,Alessandro Bastoni,Round of 16,0,1
105,Bayern Munich,Manuel Neuer,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Serge Gnabry,Robert Lewandowski,Leroy Sané,Kingsley Coman,Lucas Hernández,Thomas Müller,Jamal Musiala,RB Salzburg,Philipp Köhn,Nicolás Capaldo,Junior Adamu,Brenden Aaronson,Nicolas Seiwald,Andreas Ulmer,Mohamed Camara,Oumar Solet,Karim Adeyemi,Maximilian Wöber,Rasmus Kristensen,Round of 16,7,1
106,Manchester City,Ederson,John Stones,Raheem Sterling,İlkay Gündoğan,Gabriel Jesus,Oleksandr Zinchenko,Aymeric Laporte,Bernardo Silva,Fernandinho,Phil Foden,CJ Egan-Riley,Sporting CP,Antonio Adán,Matheus Reis,Sebastián Coates,Bruno Tabata,Islam Slimani,Luís Neto,Manuel Ugarte Ribeiro,Pablo Sarabia,Paulinho,Pedro Porro,Gonçalo Inácio,Round of 16,0,0
107,Real Madrid,Thibaut Courtois,Dani Carvajal,Éder Militão,David Alaba,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Marco Asensio,Federico Valverde,Vinicius Júnior,Paris S-G,Gianluigi Donnarumma,Achraf Hakimi,Presnel Kimpembe,Marquinhos,Marco Verratti,Kylian Mbappé,Leandro Paredes,Neymar,Danilo Pereira,Nuno Mendes,Lionel Messi,Round of 16,3,1
108,Manchester Utd,David de Gea,Harry Maguire,Cristiano Ronaldo,Fred,Bruno Fernandes,Raphaël Varane,Diogo Dalot,Jadon Sancho,Alex Telles,Anthony Elanga,Scott McTominay,Atlético Madrid,Jan Oblak,José María Giménez,Rodrigo De Paul,Koke,João Félix,Antoine Griezmann,Renan Lodi,Marcos Llorente,Stefan Savić,Héctor Herrera,Reinildo Mandava,Round of 16,0,1
109,Ajax,André Onana,Jurriën Timber,Edson Álvarez,Ryan Gravenberch,Dušan Tadić,Antony,Noussair Mazraoui,Daley Blind,Lisandro Martínez,Sébastien Haller,Steven Berghuis,Benfica,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Jan Vertonghen,Everton Soares,Darwin Núñez,Rafa Silva,Julian Weigl,Nicolás Otamendi,Adel Taarabt,Gonçalo Ramos,Round of 16,0,1
110,Lille,Léo Jardim,Zeki Çelik,Tiago Djaló,Sven Botman,Gabriel Gudmundsson,José Fonte,Jonathan Bamba,Xeka,Jonathan David,Burak Yılmaz,Benjamin André,Chelsea,Edouard Mendy,Antonio Rüdiger,Marcos Alonso,Andreas Christensen,Jorginho,Thiago Silva,N'Golo Kanté,Mateo Kovačić,Christian Pulisic,César Azpilicueta,Kai Havertz,Round of 16,1,2
111,Juventus,Wojciech Szczęsny,Mattia De Sciglio,Matthijs de Ligt,Arthur Melo,Danilo,Dušan Vlahović,Álvaro Morata,Juan Cuadrado,Daniele Rugani,Adrien Rabiot,Manuel Locatelli,Villarreal,Gerónimo Rulli,Raúl Albiol,Pau Torres,Daniel Parejo,Étienne Capoue,Pervis Estupiñán,Manu Trigueros,Arnaut Danjuma,Giovani Lo Celso,Yeremi Pino,Serge Aurier,Round of 16,0,3
112,Benfica,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Jan Vertonghen,Everton Soares,Darwin Núñez,Rafa Silva,Julian Weigl,Nicolás Otamendi,Adel Taarabt,Gonçalo Ramos,Liverpool,Alisson,Fabinho,Virgil van Dijk,Ibrahima Konaté,Thiago Alcántara,Naby Keïta,Sadio Mané,Mohamed Salah,Luis Díaz,Andrew Robertson,Trent Alexander-Arnold,Quarter-finals,1,3
113,Manchester City,Ederson,John Stones,Nathan Aké,Raheem Sterling,İlkay Gündoğan,Aymeric Laporte,Rodri,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,João Cancelo,Atlético Madrid,Jan Oblak,Geoffrey Kondogbia,Koke,João Félix,Antoine Griezmann,Renan Lodi,Marcos Llorente,Stefan Savić,Felipe,Reinildo Mandava,Šime Vrsaljko,Quarter-finals,1,0
114,Chelsea,Edouard Mendy,Antonio Rüdiger,Andreas Christensen,Jorginho,Thiago Silva,N'Golo Kanté,Christian Pulisic,Mason Mount,Reece James,César Azpilicueta,Kai Havertz,Real Madrid,Thibaut Courtois,Dani Carvajal,Éder Militão,David Alaba,Toni Kroos,Karim Benzema,Luka Modrić,Casemiro,Federico Valverde,Vinicius Júnior,Ferland Mendy,Quarter-finals,1,3
115,Villarreal,Gerónimo Rulli,Raúl Albiol,Pau Torres,Daniel Parejo,Étienne Capoue,Gerard Moreno,Juan Foyth,Pervis Estupiñán,Arnaut Danjuma,Giovani Lo Celso,Francis Coquelin,Bayern Munich,Manuel Neuer,Dayot Upamecano,Benjamin Pavard,Joshua Kimmich,Serge Gnabry,Robert Lewandowski,Kingsley Coman,Alphonso Davies,Lucas Hernández,Thomas Müller,Jamal Musiala,Quarter-finals,1,0
116,Bayern Munich,Manuel Neuer,Dayot Upamecano,Benjamin Pavard,Joshua Kimmich,Leon Goretzka,Robert Lewandowski,Leroy Sané,Kingsley Coman,Lucas Hernández,Thomas Müller,Jamal Musiala,Villarreal,Gerónimo Rulli,Raúl Albiol,Pau Torres,Daniel Parejo,Étienne Capoue,Gerard Moreno,Juan Foyth,Pervis Estupiñán,Arnaut Danjuma,Giovani Lo Celso,Francis Coquelin,Quarter-finals,1,1
117,Real Madrid,Thibaut Courtois,Dani Carvajal,David Alaba,Nacho,Toni Kroos,Karim Benzema,Luka Modrić,Casemiro,Federico Valverde,Vinicius Júnior,Ferland Mendy,Chelsea,Edouard Mendy,Antonio Rüdiger,Marcos Alonso,Thiago Silva,N'Golo Kanté,Mateo Kovačić,Timo Werner,Ruben Loftus-Cheek,Mason Mount,Reece James,Kai Havertz,Quarter-finals,2,3
118,Liverpool,Alisson,Ibrahima Konaté,James Milner,Naby Keïta,Roberto Firmino,Joe Gomez,Jordan Henderson,Diogo Jota,Kostas Tsimikas,Luis Díaz,Joël Matip,Benfica,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Jan Vertonghen,Everton Soares,Darwin Núñez,Diogo Gonçalves,Julian Weigl,Nicolás Otamendi,Adel Taarabt,Gonçalo Ramos,Quarter-finals,3,3
119,Atlético Madrid,Jan Oblak,Geoffrey Kondogbia,Koke,João Félix,Antoine Griezmann,Thomas Lemar,Renan Lodi,Marcos Llorente,Stefan Savić,Felipe,Reinildo Mandava,Manchester City,Ederson,Kyle Walker,John Stones,İlkay Gündoğan,Aymeric Laporte,Rodri,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,João Cancelo,Phil Foden,Quarter-finals,0,0
120,Manchester City,Ederson,Rúben Dias,John Stones,Gabriel Jesus,Oleksandr Zinchenko,Aymeric Laporte,Rodri,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,Phil Foden,Real Madrid,Thibaut Courtois,Dani Carvajal,Éder Militão,David Alaba,Toni Kroos,Karim Benzema,Luka Modrić,Federico Valverde,Vinicius Júnior,Rodrygo,Ferland Mendy,Semi-finals,4,3
121,Liverpool,Alisson,Fabinho,Virgil van Dijk,Ibrahima Konaté,Thiago Alcántara,Sadio Mané,Mohamed Salah,Jordan Henderson,Luis Díaz,Andrew Robertson,Trent Alexander-Arnold,Villarreal,Gerónimo Rulli,Raúl Albiol,Pau Torres,Daniel Parejo,Étienne Capoue,Juan Foyth,Samuel Chukwueze,Pervis Estupiñán,Arnaut Danjuma,Giovani Lo Celso,Francis Coquelin,Semi-finals,2,0
