,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
61,Dortmund,Roman Bürki,Marc Bartra,Mario Götze,Raphaël Guerreiro,Pierre-Emerick Aubameyang,Maximilian Philipp,Christian Pulisic,Shinji Kagawa,Sokratis Papastathopoulos,Julian Weigl,Ömer Toprak,APOEL FC,Nauzet Pérez,Jesús Rueda,Mickaël Poté,Nektarios Alexandrou,Vinicius,Ghayas Zahid,Nuno Morais,Praxitelis Vouros,Giorgos Merkis,Stathis Aloneftis,Carlão,Group stage,1,1
62,Napoli,Pepe Reina,Allan,José Callejón,Jorginho,Dries Mertens,Marek Hamšík,Elseid Hysaj,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Manchester City,Ederson,Danilo,John Stones,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Kevin De Bruyne,Fabian Delph,Leroy Sané,Fernandinho,Nicolás Otamendi,Group stage,2,4
63,Shakhtar,Andriy Pyatov,Bohdan Butko,Davit Khocholava,Taras Stepanenko,Taison,Fred,Bernard,Marlos,Ivan Ordets,Facundo Ferreyra,Ismaily,Feyenoord,Brad Jones,Bart Nieuwkoop,Jerry St. Juste,Ridgeciano Haps,Jean-Paul Boëtius,Karim El Ahmadi,Nicolai Jørgensen,Tonny Vilhena,Steven Berghuis,Renato Tapia,Sofyan Amrabat,Group stage,3,1
64,Manchester City,Ederson,Kyle Walker,Danilo,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Eliaquim Mangala,Kevin De Bruyne,Bernardo Silva,Nicolás Otamendi,Yaya Touré,Feyenoord,Brad Jones,Sven van Beek,Ridgeciano Haps,Jean-Paul Boëtius,Tonny Vilhena,Sam Larsson,Kevin Diks,Steven Berghuis,Renato Tapia,Sofyan Amrabat,Jens Toornstra,Group stage,1,0
65,Beşiktaş,Fabricio,Adriano,Pepe,Duško Tošić,Ricardo Quaresma,Ryan Babel,Atiba Hutchinson,Tolgay Arslan,Cenk Tosun,Gökhan Gönül,Talisca,Porto,José Sá,Maxi Pereira,Iván Marcano,Yacine Brahimi,Vincent Aboubakar,Alex Telles,Héctor Herrera,Ricardo Pereira,Danilo Pereira,Sérgio Oliveira,Felipe,Group stage,1,1
66,Spartak Moscow,Aleksandr Selikhov,Marko Petković,Serdar Tasci,Zé Luís,Quincy Promes,Fernando,Luiz Adriano,Dmitri Kombarov,Ilya Kutepov,Mario Pašalić,Ivelin Popov,NK Maribor,Jasmin Handanović,Jean-Claude Billong,Marko Šuler,Blaž Vrhovec,Aleks Pihler,Marwan Kabha,Marcos Tavares,Gregor Bajde,Martin Milec,Mitja Viler,Damjan Bohar,Group stage,1,1
67,Sevilla,Sergio Rico,Clément Lenglet,Wissam Ben Yedder,Éver Banega,Johannes Geis,Guido Pizarro,Steven Nzonzi,Pablo Sarabia,Sergio Escudero,Nolito,Gabriel Mercado,Liverpool,Loris Karius,Georginio Wijnaldum,Dejan Lovren,Roberto Firmino,Philippe Coutinho,Mohamed Salah,Joe Gomez,Jordan Henderson,Ragnar Klavan,Alberto Moreno,Sadio Mané,Group stage,3,3
68,Napoli,Pepe Reina,José Callejón,Christian Maggio,Dries Mertens,Marek Hamšík,Piotr Zieliński,Vlad Chiricheș,Elseid Hysaj,Lorenzo Insigne,Raúl Albiol,Amadou Diawara,Shakhtar,Andriy Pyatov,Bohdan Butko,Taras Stepanenko,Taison,Fred,Bernard,Marlos,Ivan Ordets,Facundo Ferreyra,Ismaily,Yaroslav Rakitskiy,Group stage,3,0
69,Dortmund,Roman Bürki,Dan-Axel Zagadou,Marc Bartra,Andriy Yarmolenko,Mario Götze,Raphaël Guerreiro,Jeremy Toljan,Pierre-Emerick Aubameyang,Shinji Kagawa,Marcel Schmelzer,Julian Weigl,Tottenham,Hugo Lloris,Danny Rose,Jan Vertonghen,Davinson Sánchez,Son Heung-min,Harry Kane,Eric Dier,Dele Alli,Christian Eriksen,Serge Aurier,Harry Winks,Group stage,1,2
70,Monaco,Danijel Subašić,Fabinho,Jemerson,Jorge,João Moutinho,Radamel Falcao,Keita Baldé,Youri Tielemans,Rony Lopes,Andrea Raggi,Kamil Glik,RB Leipzig,Péter Gulácsi,Willi Orban,Dayot Upamecano,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Lukas Klostermann,Marcel Halstenberg,Kevin Kampl,Group stage,1,4
71,APOEL FC,Nauzet Pérez,Roberto Lago,Jesús Rueda,Mickaël Poté,Vinicius,Ghayas Zahid,Roland Sallai,Nuno Morais,Praxitelis Vouros,Stathis Aloneftis,Carlão,Real Madrid,Kiko Casilla,Dani Carvajal,Raphaël Varane,Nacho,Cristiano Ronaldo,Toni Kroos,Karim Benzema,Luka Modrić,Marcelo,Lucas Vázquez,Marco Asensio,Group stage,0,6
72,Sporting CP,Rui Patrício,Fábio Coentrão,André Almeida Pinto,Bruno Fernandes,Bruno César,William Carvalho,Rodrigo Battaglia,Jérémy Mathieu,Bas Dost,Gelson Martins,Cristiano Piccini,Olympiacos,Silvio Proto,Alberto Botía,Alaixys Romao,Panagiotis Tachtsidis,Kostas Fortounis,Guillaume Gillet,Leonardo Koutris,Mehdi Carcela,Björn Engels,Diogo Figueiras,Felipe Pardo,Group stage,3,1
73,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Pontus Wernbloom,Sergei Ignashevich,Viktor Vasin,Alan Dzagoev,Vitinho,Aleksandr Golovin,Aleksei Berezutski,Georgi Shchennikov,Bibras Natkho,Benfica,Bruno Varela,Luisão,Ljubomir Fejsa,Filipe Augusto,Jonas,Eduardo Salvio,Eliseu,Pizzi,Jardel,André Almeida,Diogo Gonçalves,Group stage,2,0
74,Juventus,Gianluigi Buffon,Medhi Benatia,Miralem Pjanić,Sami Khedira,Juan Cuadrado,Gonzalo Higuaín,Paulo Dybala,Douglas Costa,Alex Sandro,Andrea Barzagli,Daniele Rugani,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Paulinho,Gerard Deulofeu,Lucas Digne,Samuel Umtiti,Group stage,0,0
75,Basel,Tomáš Vaclík,Michael Lang,Luca Zuffi,Renato Steffen,Marek Suchý,Dimitri Oberlin,Serey Die,Éder Álvarez Balanta,Mohamed Elyounoussi,Raoul Petretta,Manuel Akanji,Manchester Utd,Sergio Romero,Marcos Rojo,Paul Pogba,Romelu Lukaku,Anthony Martial,Chris Smalling,Jesse Lingard,Daley Blind,Ander Herrera,Marouane Fellaini,Matteo Darmian,Group stage,1,0
76,Anderlecht,Matz Sels,Olivier Deschacht,Kara Mbodji,Uroš Spajić,Pieter Gerkens,Dennis Appiah,Sven Kums,Adrien Trebel,Leander Dendoncker,Łukasz Teodorczyk,Sofiane Hanni,Bayern Munich,Sven Ulreich,Niklas Süle,Thiago Alcántara,Robert Lewandowski,Arjen Robben,Jérôme Boateng,Sebastian Rudy,Arturo Vidal,Corentin Tolisso,Joshua Kimmich,Marco Friedl,Group stage,1,2
77,Paris S-G,Alphonse Areola,Thiago Silva,Marquinhos,Marco Verratti,Edinson Cavani,Neymar,Layvin Kurzawa,Julian Draxler,Adrien Rabiot,Kylian Mbappé,Dani Alves,Celtic,Craig Gordon,Jozo Šimunović,Scott Brown,Moussa Dembélé,Tom Rogić,Dedryck Boyata,Olivier Ntcham,Mikael Lustig,Callum McGregor,James Forrest,Kieran Tierney,Group stage,7,1
78,Atlético Madrid,Jan Oblak,Filipe Luís,Thomas Partey,Koke,Antoine Griezmann,Saúl Ñíguez,Fernando Torres,Yannick Carrasco,Augusto Fernández,Lucas Hernández,José María Giménez,Roma,Alisson,Radja Nainggolan,Lorenzo Pellegrini,Diego Perotti,Edin Džeko,Aleksandar Kolarov,Federico Fazio,Maxime Gonalons,Bruno Peres,Gerson,Kostas Manolas,Group stage,2,0
79,Qarabağ,Ibrahim Šehić,Gara Garayev,Maksim Medvedev,Míchel,Dino Ndlovu,Mahir Madatov,Rashad Sadygov,Richard Almeida,Ansi Agolli,Jakub Rzeźniczak,Wilde-Donald Guerrier,Chelsea,Thibaut Courtois,Antonio Rüdiger,Marcos Alonso,Cesc Fàbregas,N'Golo Kanté,Eden Hazard,Pedro,Davide Zappacosta,Willian,César Azpilicueta,David Luiz,Group stage,0,4
80,Chelsea,Thibaut Courtois,Cesc Fàbregas,N'Golo Kanté,Álvaro Morata,Eden Hazard,Tiemoué Bakayoko,Victor Moses,Davide Zappacosta,Gary Cahill,Andreas Christensen,César Azpilicueta,Atlético Madrid,Jan Oblak,Filipe Luís,Thomas Partey,Koke,Antoine Griezmann,Saúl Ñíguez,Fernando Torres,Gabi,Stefan Savić,Lucas Hernández,José María Giménez,Group stage,1,1
81,Celtic,Craig Gordon,Jozo Šimunović,Scott Brown,Moussa Dembélé,Scott Sinclair,Stuart Armstrong,Dedryck Boyata,Mikael Lustig,Callum McGregor,James Forrest,Kieran Tierney,Anderlecht,Frank Boeckx,Kara Mbodji,Uroš Spajić,Pieter Gerkens,Henry Onyekuru,Dennis Appiah,Sven Kums,Adrien Trebel,Leander Dendoncker,Ivan Obradović,Sofiane Hanni,Group stage,0,1
82,Manchester Utd,Sergio Romero,Victor Lindelöf,Paul Pogba,Juan Mata,Romelu Lukaku,Chris Smalling,Daley Blind,Marcus Rashford,Ander Herrera,Luke Shaw,Antonio Valencia,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Sergei Ignashevich,Viktor Vasin,Alan Dzagoev,Vitinho,Kirill Nababkin,Aleksandr Golovin,Aleksei Berezutski,Fyodor Chalov,Konstantin Kuchayev,Group stage,2,1
83,Benfica,Mile Svilar,Lisandro López,Andreas Samaris,Douglas,Haris Seferović,Andrija Živković,Eliseu,Pizzi,Jardel,Diogo Gonçalves,João Carvalho,Basel,Tomáš Vaclík,Michael Lang,Luca Zuffi,Renato Steffen,Marek Suchý,Dimitri Oberlin,Éder Álvarez Balanta,Mohamed Elyounoussi,Raoul Petretta,Taulant Xhaka,Manuel Akanji,Group stage,0,2
84,Barcelona,Jasper Cillessen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Denis Suárez,Luis Suárez,Paco Alcácer,Lucas Digne,André Gomes,Aleix Vidal,Thomas Vermaelen,Sporting CP,Rui Patrício,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Alan Ruiz,Bruno César,Stefan Ristovski,William Carvalho,Rodrigo Battaglia,Jérémy Mathieu,Cristiano Piccini,Group stage,2,0
85,Roma,Alisson,Radja Nainggolan,Kevin Strootman,Diego Perotti,Edin Džeko,Aleksandar Kolarov,Daniele De Rossi,Federico Fazio,Alessandro Florenzi,Kostas Manolas,Stephan El Shaarawy,Qarabağ,Ibrahim Šehić,Gara Garayev,Maksim Medvedev,Míchel,Dino Ndlovu,Mahir Madatov,Richard Almeida,Afran Ismayilov,Elvin Yunuszade,Jakub Rzeźniczak,Wilde-Donald Guerrier,Group stage,1,0
86,Bayern Munich,Sven Ulreich,Niklas Süle,Mats Hummels,Franck Ribéry,Robert Lewandowski,James Rodríguez,Sebastian Rudy,Corentin Tolisso,David Alaba,Kingsley Coman,Joshua Kimmich,Paris S-G,Alphonse Areola,Thiago Silva,Marquinhos,Marco Verratti,Edinson Cavani,Neymar,Layvin Kurzawa,Julian Draxler,Adrien Rabiot,Kylian Mbappé,Dani Alves,Group stage,3,1
87,Olympiacos,Silvio Proto,Alaixys Romao,Panagiotis Tachtsidis,Vadis Odjidja-Ofoe,Uroš Đurđević,Omar Elabdellaoui,Leonardo Koutris,Björn Engels,Dimitris Nikolaou,Felipe Pardo,Sebá,Juventus,Wojciech Szczęsny,Mattia De Sciglio,Medhi Benatia,Sami Khedira,Juan Cuadrado,Gonzalo Higuaín,Paulo Dybala,Douglas Costa,Alex Sandro,Blaise Matuidi,Andrea Barzagli,Group stage,0,2
88,Tottenham,Michel Vorm,Danny Rose,Davinson Sánchez,Son Heung-min,Georges-Kévin N'Koudou,Moussa Sissoko,Fernando Llorente,Dele Alli,Juan Foyth,Serge Aurier,Harry Winks,APOEL FC,Nauzet Pérez,Roberto Lago,Jesús Rueda,Lorenzo Ebecilio,Mickaël Poté,Vinicius,Ghayas Zahid,Nuno Morais,Praxitelis Vouros,Stathis Aloneftis,Carlão,Group stage,3,0
89,Porto,José Sá,Iván Marcano,Yacine Brahimi,Vincent Aboubakar,Moussa Marega,Alex Telles,Héctor Herrera,André André,Ricardo Pereira,Danilo Pereira,Felipe,Monaco,Diego Benaglio,Terence Kongolo,Jemerson,Rachid Ghezzal,Guido Carrillo,Adama Diakhaby,Soualiho Meïté,Rony Lopes,Kamil Glik,Kévin N'Doram,Almamy Touré,Group stage,5,2
90,Liverpool,Loris Karius,Georginio Wijnaldum,Dejan Lovren,Roberto Firmino,Philippe Coutinho,Mohamed Salah,Joe Gomez,Ragnar Klavan,Alberto Moreno,Sadio Mané,Emre Can,Spartak Moscow,Aleksandr Selikhov,Serdar Tasci,Denis Glushakov,Zé Luís,Quincy Promes,Fernando,Luiz Adriano,Georgi Dzhikiya,Salvatore Bocchetti,Andrey Yeshchenko,Roman Zobnin,Group stage,7,0
91,RB Leipzig,Péter Gulácsi,Willi Orban,Naby Keïta,Timo Werner,Stefan Ilsanker,Lukas Klostermann,Bruma,Marcel Halstenberg,Jean-Kévin Augustin,Diego Demme,Kevin Kampl,Beşiktaş,Tolga Zengin,Matej Mitrović,Duško Tošić,Álvaro Negredo,Oğuzhan Özyakup,Mustafa Pektemek,Gary Medel,Jeremain Lens,Necip Uysal,Caner Erkin,Talisca,Group stage,1,2
92,Feyenoord,Kenneth Vermeer,Bart Nieuwkoop,Sven van Beek,Jean-Paul Boëtius,Nicolai Jørgensen,Tonny Vilhena,Steven Berghuis,Renato Tapia,Sofyan Amrabat,Jens Toornstra,Tyrell Malacia,Napoli,Pepe Reina,Allan,José Callejón,Christian Maggio,Dries Mertens,Marek Hamšík,Piotr Zieliński,Elseid Hysaj,Kalidou Koulibaly,Raúl Albiol,Amadou Diawara,Group stage,2,1
93,NK Maribor,Jasmin Handanović,Jean-Claude Billong,Marko Šuler,Blaž Vrhovec,Aleks Pihler,Marwan Kabha,Marcos Tavares,Gregor Bajde,Martin Milec,Mitja Viler,Damjan Bohar,Sevilla,Sergio Rico,Simon Kjær,Clément Lenglet,Michael Krohn-Dehli,Wissam Ben Yedder,Éver Banega,Joaquín Correa,Guido Pizarro,Pablo Sarabia,Sergio Escudero,Gabriel Mercado,Group stage,1,1
94,Real Madrid,Keylor Navas,Sergio Ramos,Raphaël Varane,Nacho,Cristiano Ronaldo,Casemiro,Theo Hernández,Lucas Vázquez,Borja Mayoral,Isco,Mateo Kovačić,Dortmund,Roman Bürki,Neven Subotić,Marc Bartra,Nuri Şahin,Raphaël Guerreiro,Pierre-Emerick Aubameyang,Mahmoud Dahoud,Christian Pulisic,Shinji Kagawa,Sokratis Papastathopoulos,Marcel Schmelzer,Group stage,3,2
95,Shakhtar,Andriy Pyatov,Bohdan Butko,Taras Stepanenko,Taison,Fred,Bernard,Marlos,Ivan Ordets,Facundo Ferreyra,Ismaily,Yaroslav Rakitskiy,Manchester City,Ederson,Danilo,İlkay Gündoğan,Eliaquim Mangala,Leroy Sané,Bernardo Silva,Tosin Adarabioyo,Fernandinho,Gabriel Jesus,Yaya Touré,Phil Foden,Group stage,2,1
96,Basel,Tomáš Vaclík,Léo Lacroix,Michael Lang,Fabian Frei,Valentin Stocker,Marek Suchý,Dimitri Oberlin,Serey Die,Mohamed Elyounoussi,Blas Riveros,Taulant Xhaka,Manchester City,Ederson,Kyle Walker,Vincent Kompany,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Kevin De Bruyne,Fabian Delph,Bernardo Silva,Fernandinho,Nicolás Otamendi,Round of 16,0,4
97,Juventus,Gianluigi Buffon,Mattia De Sciglio,Giorgio Chiellini,Medhi Benatia,Miralem Pjanić,Sami Khedira,Gonzalo Higuaín,Douglas Costa,Alex Sandro,Mario Mandžukić,Federico Bernardeschi,Tottenham,Hugo Lloris,Jan Vertonghen,Davinson Sánchez,Harry Kane,Érik Lamela,Eric Dier,Mousa Dembélé,Dele Alli,Christian Eriksen,Serge Aurier,Ben Davies,Round of 16,2,2
98,Porto,José Sá,Iván Marcano,Yacine Brahimi,Moussa Marega,Alex Telles,Héctor Herrera,Ricardo Pereira,Diego Reyes,Otávio,Sérgio Oliveira,Tiquinho Soares,Liverpool,Loris Karius,Virgil van Dijk,Georginio Wijnaldum,Dejan Lovren,James Milner,Roberto Firmino,Mohamed Salah,Jordan Henderson,Sadio Mané,Andrew Robertson,Trent Alexander-Arnold,Round of 16,0,5
99,Real Madrid,Keylor Navas,Sergio Ramos,Raphaël Varane,Nacho,Cristiano Ronaldo,Toni Kroos,Karim Benzema,Luka Modrić,Marcelo,Casemiro,Isco,Paris S-G,Alphonse Areola,Presnel Kimpembe,Marquinhos,Marco Verratti,Edinson Cavani,Neymar,Yuri Berchiche,Giovani Lo Celso,Adrien Rabiot,Kylian Mbappé,Dani Alves,Round of 16,3,1
100,Chelsea,Thibaut Courtois,Antonio Rüdiger,Marcos Alonso,Cesc Fàbregas,N'Golo Kanté,Eden Hazard,Pedro,Victor Moses,Willian,Andreas Christensen,César Azpilicueta,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Paulinho,Jordi Alba,Sergi Roberto,Samuel Umtiti,Round of 16,1,1
101,Bayern Munich,Sven Ulreich,Mats Hummels,Javi Martínez,Robert Lewandowski,James Rodríguez,Jérôme Boateng,Arturo Vidal,Thomas Müller,David Alaba,Kingsley Coman,Joshua Kimmich,Beşiktaş,Fabricio,Adriano,Pepe,Ricardo Quaresma,Ryan Babel,Gary Medel,Atiba Hutchinson,Domagoj Vida,Vágner Love,Caner Erkin,Talisca,Round of 16,5,0
102,Sevilla,Sergio Rico,Clément Lenglet,Éver Banega,Joaquín Correa,Steven Nzonzi,Jesús Navas,Pablo Sarabia,Sergio Escudero,Luis Muriel,Franco Vázquez,Gabriel Mercado,Manchester Utd,David de Gea,Victor Lindelöf,Alexis Sánchez,Juan Mata,Romelu Lukaku,Chris Smalling,Ashley Young,Ander Herrera,Antonio Valencia,Nemanja Matić,Scott McTominay,Round of 16,0,0
103,Shakhtar,Andriy Pyatov,Bohdan Butko,Serhiy Kryvtsov,Taras Stepanenko,Taison,Fred,Bernard,Marlos,Facundo Ferreyra,Ismaily,Yaroslav Rakitskiy,Roma,Alisson,Radja Nainggolan,Kevin Strootman,Diego Perotti,Edin Džeko,Aleksandar Kolarov,Daniele De Rossi,Cengiz Ünder,Federico Fazio,Alessandro Florenzi,Kostas Manolas,Round of 16,2,1
104,Liverpool,Loris Karius,Dejan Lovren,James Milner,Roberto Firmino,Joe Gomez,Jordan Henderson,Alberto Moreno,Sadio Mané,Adam Lallana,Emre Can,Joël Matip,Porto,Iker Casillas,Maxi Pereira,Vincent Aboubakar,Óliver Torres,Jesús Corona,Abdul Majeed Waris,André André,Diego Reyes,Felipe,Diogo Dalot,Bruno Xavier Almeida Costa,Round of 16,0,0
105,Paris S-G,Alphonse Areola,Thiago Silva,Marquinhos,Marco Verratti,Thiago Motta,Edinson Cavani,Ángel Di María,Yuri Berchiche,Adrien Rabiot,Kylian Mbappé,Dani Alves,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Karim Benzema,Marcelo,Casemiro,Lucas Vázquez,Marco Asensio,Mateo Kovačić,Round of 16,1,2
106,Tottenham,Hugo Lloris,Kieran Trippier,Jan Vertonghen,Davinson Sánchez,Son Heung-min,Harry Kane,Eric Dier,Mousa Dembélé,Dele Alli,Christian Eriksen,Ben Davies,Juventus,Gianluigi Buffon,Giorgio Chiellini,Medhi Benatia,Miralem Pjanić,Sami Khedira,Gonzalo Higuaín,Paulo Dybala,Douglas Costa,Alex Sandro,Blaise Matuidi,Andrea Barzagli,Round of 16,1,2
107,Manchester City,Claudio Bravo,Danilo,John Stones,İlkay Gündoğan,Aymeric Laporte,Leroy Sané,Bernardo Silva,Gabriel Jesus,Oleksandr Zinchenko,Yaya Touré,Phil Foden,Basel,Tomáš Vaclík,Léo Lacroix,Michael Lang,Fabian Frei,Luca Zuffi,Marek Suchý,Dimitri Oberlin,Serey Die,Mohamed Elyounoussi,Blas Riveros,Kevin Bua,Round of 16,1,2
108,Manchester Utd,David de Gea,Eric Bailly,Alexis Sánchez,Romelu Lukaku,Chris Smalling,Jesse Lingard,Ashley Young,Marcus Rashford,Antonio Valencia,Marouane Fellaini,Nemanja Matić,Sevilla,Sergio Rico,Simon Kjær,Clément Lenglet,Éver Banega,Joaquín Correa,Steven Nzonzi,Pablo Sarabia,Sergio Escudero,Luis Muriel,Franco Vázquez,Gabriel Mercado,Round of 16,1,2
109,Roma,Alisson,Radja Nainggolan,Kevin Strootman,Diego Perotti,Edin Džeko,Aleksandar Kolarov,Daniele De Rossi,Cengiz Ünder,Federico Fazio,Alessandro Florenzi,Kostas Manolas,Shakhtar,Andriy Pyatov,Bohdan Butko,Taras Stepanenko,Taison,Fred,Bernard,Marlos,Ivan Ordets,Facundo Ferreyra,Ismaily,Yaroslav Rakitskiy,Round of 16,1,0
110,Beşiktaş,Tolga Zengin,Ricardo Quaresma,Oğuzhan Özyakup,Mustafa Pektemek,Gary Medel,Jeremain Lens,Tolgay Arslan,Necip Uysal,Vágner Love,Gökhan Gönül,Caner Erkin,Bayern Munich,Sven Ulreich,Mats Hummels,Thiago Alcántara,Franck Ribéry,Javi Martínez,Robert Lewandowski,Rafinha,Jérôme Boateng,Arturo Vidal,Thomas Müller,David Alaba,Round of 16,1,3
111,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Ousmane Dembélé,Jordi Alba,Sergi Roberto,Samuel Umtiti,Chelsea,Thibaut Courtois,Antonio Rüdiger,Marcos Alonso,Cesc Fàbregas,N'Golo Kanté,Eden Hazard,Victor Moses,Olivier Giroud,Willian,Andreas Christensen,César Azpilicueta,Round of 16,3,0
112,Sevilla,David Soria,Simon Kjær,Clément Lenglet,Wissam Ben Yedder,Joaquín Correa,Guido Pizarro,Steven Nzonzi,Jesús Navas,Pablo Sarabia,Sergio Escudero,Franco Vázquez,Bayern Munich,Sven Ulreich,Mats Hummels,Thiago Alcántara,Franck Ribéry,Javi Martínez,Robert Lewandowski,Juan Bernat,Jérôme Boateng,Arturo Vidal,Thomas Müller,Joshua Kimmich,Quarter-finals,1,2
113,Juventus,Gianluigi Buffon,Mattia De Sciglio,Giorgio Chiellini,Sami Khedira,Gonzalo Higuaín,Paulo Dybala,Douglas Costa,Alex Sandro,Andrea Barzagli,Kwadwo Asamoah,Rodrigo Bentancur,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,Luka Modrić,Marcelo,Casemiro,Isco,Quarter-finals,0,3
114,Liverpool,Loris Karius,Virgil van Dijk,Dejan Lovren,James Milner,Roberto Firmino,Mohamed Salah,Jordan Henderson,Sadio Mané,Alex Oxlade-Chamberlain,Andrew Robertson,Trent Alexander-Arnold,Manchester City,Ederson,Kyle Walker,Vincent Kompany,İlkay Gündoğan,Aymeric Laporte,Kevin De Bruyne,Leroy Sané,David Silva,Fernandinho,Nicolás Otamendi,Gabriel Jesus,Quarter-finals,3,0
115,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Jordi Alba,Sergi Roberto,Samuel Umtiti,Roma,Alisson,Kevin Strootman,Lorenzo Pellegrini,Diego Perotti,Edin Džeko,Aleksandar Kolarov,Daniele De Rossi,Federico Fazio,Alessandro Florenzi,Bruno Peres,Kostas Manolas,Quarter-finals,4,1
116,Manchester City,Ederson,Kyle Walker,Raheem Sterling,Aymeric Laporte,Kevin De Bruyne,Leroy Sané,Bernardo Silva,David Silva,Fernandinho,Nicolás Otamendi,Gabriel Jesus,Liverpool,Loris Karius,Virgil van Dijk,Georginio Wijnaldum,Dejan Lovren,James Milner,Roberto Firmino,Mohamed Salah,Sadio Mané,Alex Oxlade-Chamberlain,Andrew Robertson,Trent Alexander-Arnold,Quarter-finals,1,2
117,Roma,Alisson,Radja Nainggolan,Juan Jesus,Kevin Strootman,Edin Džeko,Aleksandar Kolarov,Patrik Schick,Daniele De Rossi,Federico Fazio,Alessandro Florenzi,Kostas Manolas,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Jordi Alba,Sergi Roberto,Samuel Umtiti,Quarter-finals,3,0
118,Bayern Munich,Sven Ulreich,Mats Hummels,Franck Ribéry,Javi Martínez,Robert Lewandowski,Arjen Robben,James Rodríguez,Rafinha,Jérôme Boateng,Thomas Müller,Joshua Kimmich,Sevilla,David Soria,Clément Lenglet,Wissam Ben Yedder,Éver Banega,Joaquín Correa,Steven Nzonzi,Jesús Navas,Pablo Sarabia,Sergio Escudero,Franco Vázquez,Gabriel Mercado,Quarter-finals,0,0
119,Real Madrid,Keylor Navas,Dani Carvajal,Jesús Vallejo,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Luka Modrić,Gareth Bale,Marcelo,Casemiro,Isco,Juventus,Gianluigi Buffon,Mattia De Sciglio,Giorgio Chiellini,Medhi Benatia,Miralem Pjanić,Sami Khedira,Gonzalo Higuaín,Douglas Costa,Alex Sandro,Blaise Matuidi,Mario Mandžukić,Quarter-finals,1,3
120,Liverpool,Loris Karius,Virgil van Dijk,Dejan Lovren,James Milner,Roberto Firmino,Mohamed Salah,Jordan Henderson,Sadio Mané,Alex Oxlade-Chamberlain,Andrew Robertson,Trent Alexander-Arnold,Roma,Alisson,Radja Nainggolan,Juan Jesus,Kevin Strootman,Edin Džeko,Aleksandar Kolarov,Daniele De Rossi,Cengiz Ünder,Federico Fazio,Alessandro Florenzi,Kostas Manolas,Semi-finals,5,2
121,Bayern Munich,Sven Ulreich,Mats Hummels,Franck Ribéry,Javi Martínez,Robert Lewandowski,Arjen Robben,James Rodríguez,Rafinha,Jérôme Boateng,Thomas Müller,Joshua Kimmich,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Luka Modrić,Marcelo,Casemiro,Lucas Vázquez,Isco,Semi-finals,1,2
122,Real Madrid,Keylor Navas,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,Luka Modrić,Marcelo,Lucas Vázquez,Marco Asensio,Mateo Kovačić,Bayern Munich,Sven Ulreich,Niklas Süle,Mats Hummels,Thiago Alcántara,Franck Ribéry,Robert Lewandowski,James Rodríguez,Corentin Tolisso,Thomas Müller,David Alaba,Joshua Kimmich,Semi-finals,2,2
