,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
10,Tottenham,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Son Heung-min,Harry Kane,Eric Dier,Mousa Dembélé,Christian Eriksen,Serge Aurier,Ben Davies,Dortmund,Roman Bürki,Nuri Şahin,Andriy Yarmolenko,Jeremy Toljan,Pierre-Emerick Aubameyang,Mahmoud Dahoud,Christian Pulisic,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Ömer Toprak,Group stage,3,1
11,NK Maribor,Jasmin Handanović,Marko Šuler,Blaž Vrhovec,Valon Ahmedi,Marwan Kabha,Marcos Tavares,Gregor Bajde,Martin Milec,Aleksander Rajčević,Mitja Viler,Damjan Bohar,Spartak Moscow,Artyom Rebrov,Denis Glushakov,Quincy Promes,Fernando,Luiz Adriano,Georgi Dzhikiya,Salvatore Bocchetti,Dmitri Kombarov,Ilya Kutepov,Andrey Yeshchenko,Mario Pašalić,Group stage,1,1
12,Feyenoord,Brad Jones,Jerry St. Juste,Jan-Arie van der Heijden,Jean-Paul Boëtius,Karim El Ahmadi,Tonny Vilhena,Miquel Nelom,Steven Berghuis,Sofyan Amrabat,Michiel Kramer,Eric Botteghin,Manchester City,Ederson,Kyle Walker,John Stones,Sergio Agüero,Kevin De Bruyne,Bernardo Silva,David Silva,Benjamin Mendy,Fernandinho,Nicolás Otamendi,Gabriel Jesus,Group stage,0,4
13,RB Leipzig,Péter Gulácsi,Willi Orban,Dayot Upamecano,Marcel Sabitzer,Yussuf Poulsen,Emil Forsberg,Timo Werner,Stefan Ilsanker,Lukas Klostermann,Marcel Halstenberg,Diego Demme,Monaco,Diego Benaglio,Fabinho,Jemerson,Jorge,João Moutinho,Radamel Falcao,Adama Diakhaby,Youri Tielemans,Djibril Sidibé,Kamil Glik,Almamy Touré,Group stage,1,1
14,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Nacho,Cristiano Ronaldo,Luka Modrić,Gareth Bale,Marcelo,Casemiro,Isco,Mateo Kovačić,APOEL FC,Boy Waterman,Roberto Lago,Jesús Rueda,Lorenzo Ebecilio,Igor de Camargo,Vinicius,Roland Sallai,Nuno Morais,Praxitelis Vouros,Stathis Aloneftis,Carlão,Group stage,3,0
15,Shakhtar,Andriy Pyatov,Taras Stepanenko,Taison,Fred,Bernard,Marlos,Ivan Ordets,Facundo Ferreyra,Ismaily,Darijo Srna,Yaroslav Rakitskiy,Napoli,Pepe Reina,José Callejón,Marek Hamšík,Piotr Zieliński,Elseid Hysaj,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Amadou Diawara,Arkadiusz Milik,Group stage,2,1
16,Manchester City,Ederson,Kyle Walker,John Stones,Sergio Agüero,Kevin De Bruyne,Fabian Delph,Leroy Sané,David Silva,Fernandinho,Nicolás Otamendi,Gabriel Jesus,Shakhtar,Andriy Pyatov,Bohdan Butko,Taras Stepanenko,Taison,Fred,Bernard,Marlos,Ivan Ordets,Facundo Ferreyra,Ismaily,Yaroslav Rakitskiy,Group stage,2,0
17,Sevilla,Sergio Rico,Sébastien Corchia,Clément Lenglet,Wissam Ben Yedder,Éver Banega,Joaquín Correa,Steven Nzonzi,Sergio Escudero,Nicolás Pareja,Franco Vázquez,Nolito,NK Maribor,Jasmin Handanović,Jean-Claude Billong,Blaž Vrhovec,Aleks Pihler,Valon Ahmedi,Marwan Kabha,Marcos Tavares,Martin Milec,Aleksander Rajčević,Mitja Viler,Damjan Bohar,Group stage,3,0
18,Dortmund,Roman Bürki,Nuri Şahin,Andriy Yarmolenko,Mario Götze,Jeremy Toljan,Pierre-Emerick Aubameyang,Maximilian Philipp,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Ömer Toprak,Real Madrid,Keylor Navas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Nacho,Cristiano Ronaldo,Toni Kroos,Luka Modrić,Gareth Bale,Casemiro,Isco,Group stage,1,3
19,Monaco,Diego Benaglio,Fabinho,Jemerson,Jorge,Rachid Ghezzal,João Moutinho,Radamel Falcao,Adama Diakhaby,Djibril Sidibé,Kamil Glik,Thomas Lemar,Porto,Iker Casillas,Iván Marcano,Yacine Brahimi,Vincent Aboubakar,Moussa Marega,Alex Telles,Héctor Herrera,Ricardo Pereira,Danilo Pereira,Sérgio Oliveira,Felipe,Group stage,0,3
20,Napoli,Pepe Reina,Allan,José Callejón,Jorginho,Dries Mertens,Marek Hamšík,Nikola Maksimović,Elseid Hysaj,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Feyenoord,Brad Jones,Jerry St. Juste,Ridgeciano Haps,Jean-Paul Boëtius,Karim El Ahmadi,Tonny Vilhena,Kevin Diks,Steven Berghuis,Renato Tapia,Sofyan Amrabat,Jens Toornstra,Group stage,3,1
21,Spartak Moscow,Artyom Rebrov,Serdar Tasci,Fernando,Luiz Adriano,Georgi Dzhikiya,Salvatore Bocchetti,Aleksandr Samedov,Ilya Kutepov,Andrey Yeshchenko,Mario Pašalić,Ivelin Popov,Liverpool,Loris Karius,Dejan Lovren,Roberto Firmino,Philippe Coutinho,Mohamed Salah,Jordan Henderson,Alberto Moreno,Sadio Mané,Emre Can,Joël Matip,Trent Alexander-Arnold,Group stage,1,1
22,Beşiktaş,Fabricio,Pepe,Duško Tošić,Ricardo Quaresma,Ryan Babel,Oğuzhan Özyakup,Gary Medel,Atiba Hutchinson,Cenk Tosun,Caner Erkin,Talisca,RB Leipzig,Péter Gulácsi,Willi Orban,Dayot Upamecano,Marcel Sabitzer,Naby Keïta,Emil Forsberg,Timo Werner,Stefan Ilsanker,Marcel Halstenberg,Jean-Kévin Augustin,Diego Demme,Group stage,2,0
23,APOEL FC,Boy Waterman,Roberto Lago,Jesús Rueda,Igor de Camargo,Vinicius,Ghayas Zahid,Roland Sallai,Nuno Morais,Praxitelis Vouros,Stathis Aloneftis,Carlão,Tottenham,Hugo Lloris,Kieran Trippier,Toby Alderweireld,Davinson Sánchez,Son Heung-min,Harry Kane,Eric Dier,Moussa Sissoko,Serge Aurier,Harry Winks,Ben Davies,Group stage,0,3
24,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Pontus Wernbloom,Sergei Ignashevich,Viktor Vasin,Alan Dzagoev,Vitinho,Aleksandr Golovin,Aleksei Berezutski,Georgi Shchennikov,Fyodor Chalov,Manchester Utd,David de Gea,Victor Lindelöf,Eric Bailly,Romelu Lukaku,Anthony Martial,Chris Smalling,Daley Blind,Ashley Young,Ander Herrera,Henrikh Mkhitaryan,Nemanja Matić,Group stage,1,4
25,Sporting CP,Rui Patrício,Sebastián Coates,Fábio Coentrão,Bruno Fernandes,Marcos Acuña,William Carvalho,Rodrigo Battaglia,Jérémy Mathieu,Gelson Martins,Seydou Doumbia,Cristiano Piccini,Barcelona,Marc-André ter Stegen,Nélson Semedo,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Jordi Alba,Sergi Roberto,Samuel Umtiti,Group stage,0,1
26,Qarabağ,Ibrahim Šehić,Gara Garayev,Maksim Medvedev,Míchel,Dino Ndlovu,Pedro Henrique,Mahir Madatov,Rashad Sadygov,Richard Almeida,Ansi Agolli,Badavi Huseynov,Roma,Alisson,Radja Nainggolan,Juan Jesus,Lorenzo Pellegrini,Edin Džeko,Aleksandar Kolarov,Maxime Gonalons,Grégoire Defrel,Bruno Peres,Kostas Manolas,Stephan El Shaarawy,Group stage,1,2
27,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Thomas Partey,Koke,Antoine Griezmann,Saúl Ñíguez,Yannick Carrasco,Ángel Correa,Lucas Hernández,Juanfran,Chelsea,Thibaut Courtois,Marcos Alonso,Cesc Fàbregas,N'Golo Kanté,Álvaro Morata,Eden Hazard,Tiemoué Bakayoko,Victor Moses,Gary Cahill,César Azpilicueta,David Luiz,Group stage,1,2
28,Juventus,Gianluigi Buffon,Giorgio Chiellini,Juan Cuadrado,Paulo Dybala,Douglas Costa,Alex Sandro,Blaise Matuidi,Andrea Barzagli,Mario Mandžukić,Stefano Sturaro,Rodrigo Bentancur,Olympiacos,Silvio Proto,Alaixys Romao,Vadis Odjidja-Ofoe,Leonardo Koutris,Emmanuel Emenike,Björn Engels,Dimitris Nikolaou,Saša Zdjelar,Diogo Figueiras,Felipe Pardo,Sebá,Group stage,2,0
29,Basel,Tomáš Vaclík,Michael Lang,Luca Zuffi,Ricky van Wolfswinkel,Renato Steffen,Marek Suchý,Dimitri Oberlin,Éder Álvarez Balanta,Raoul Petretta,Taulant Xhaka,Manuel Akanji,Benfica,Júlio César,Álex Grimaldo,Luisão,Ljubomir Fejsa,Raúl Jiménez,Jonas,Andrija Živković,Pizzi,Franco Cervi,Jardel,André Almeida,Group stage,5,0
30,Paris S-G,Alphonse Areola,Thiago Silva,Marquinhos,Marco Verratti,Thiago Motta,Edinson Cavani,Neymar,Layvin Kurzawa,Adrien Rabiot,Kylian Mbappé,Dani Alves,Bayern Munich,Sven Ulreich,Niklas Süle,Thiago Alcántara,Javi Martínez,Robert Lewandowski,James Rodríguez,Arturo Vidal,Corentin Tolisso,Thomas Müller,David Alaba,Joshua Kimmich,Group stage,3,0
31,Anderlecht,Frank Boeckx,Olivier Deschacht,Uroš Spajić,Pieter Gerkens,Henry Onyekuru,Alexandru Chipciu,Dennis Appiah,Adrien Trebel,Leander Dendoncker,Łukasz Teodorczyk,Sofiane Hanni,Celtic,Craig Gordon,Jozo Šimunović,Patrick Roberts,Scott Brown,Leigh Griffiths,Scott Sinclair,Tom Rogić,Dedryck Boyata,Olivier Ntcham,Mikael Lustig,Kieran Tierney,Group stage,0,3
32,Manchester City,Ederson,Kyle Walker,John Stones,Raheem Sterling,Kevin De Bruyne,Fabian Delph,Leroy Sané,David Silva,Fernandinho,Nicolás Otamendi,Gabriel Jesus,Napoli,Pepe Reina,José Callejón,Dries Mertens,Marek Hamšík,Piotr Zieliński,Elseid Hysaj,Lorenzo Insigne,Kalidou Koulibaly,Faouzi Ghoulam,Raúl Albiol,Amadou Diawara,Group stage,2,1
33,Feyenoord,Brad Jones,Bart Nieuwkoop,Sven van Beek,Jerry St. Juste,Ridgeciano Haps,Jean-Paul Boëtius,Karim El Ahmadi,Nicolai Jørgensen,Tonny Vilhena,Steven Berghuis,Sofyan Amrabat,Shakhtar,Andriy Pyatov,Bohdan Butko,Taras Stepanenko,Taison,Fred,Bernard,Marlos,Ivan Ordets,Facundo Ferreyra,Ismaily,Yaroslav Rakitskiy,Group stage,1,2
34,Monaco,Danijel Subašić,Fabinho,Jemerson,João Moutinho,Radamel Falcao,Keita Baldé,Youri Tielemans,Djibril Sidibé,Kamil Glik,Thomas Lemar,Almamy Touré,Beşiktaş,Fabricio,Adriano,Pepe,Duško Tošić,Ricardo Quaresma,Ryan Babel,Atiba Hutchinson,Tolgay Arslan,Cenk Tosun,Caner Erkin,Talisca,Group stage,1,2
35,RB Leipzig,Péter Gulácsi,Willi Orban,Dayot Upamecano,Marcel Sabitzer,Naby Keïta,Emil Forsberg,Lukas Klostermann,Bruma,Marcel Halstenberg,Jean-Kévin Augustin,Kevin Kampl,Porto,José Sá,Iván Marcano,Yacine Brahimi,Vincent Aboubakar,Moussa Marega,Alex Telles,Héctor Herrera,Miguel Layún,Danilo Pereira,Sérgio Oliveira,Felipe,Group stage,3,2
36,Real Madrid,Keylor Navas,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,Luka Modrić,Marcelo,Casemiro,Achraf Hakimi,Isco,Tottenham,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Harry Kane,Eric Dier,Moussa Sissoko,Fernando Llorente,Christian Eriksen,Serge Aurier,Harry Winks,Group stage,1,1
37,NK Maribor,Jasmin Handanović,Marko Šuler,Blaž Vrhovec,Valon Ahmedi,Marwan Kabha,Marcos Tavares,Martin Milec,Aleksander Rajčević,Mitja Viler,Damjan Bohar,Martin Kramarič,Liverpool,Loris Karius,Georginio Wijnaldum,Dejan Lovren,James Milner,Roberto Firmino,Philippe Coutinho,Mohamed Salah,Alberto Moreno,Emre Can,Joël Matip,Trent Alexander-Arnold,Group stage,0,7
38,Spartak Moscow,Aleksandr Selikhov,Serdar Tasci,Denis Glushakov,Quincy Promes,Fernando,Luiz Adriano,Georgi Dzhikiya,Aleksandr Samedov,Dmitri Kombarov,Andrey Yeshchenko,Ivelin Popov,Sevilla,Sergio Rico,Simon Kjær,Clément Lenglet,Michael Krohn-Dehli,Wissam Ben Yedder,Éver Banega,Guido Pizarro,Pablo Sarabia,Sergio Escudero,Nolito,Gabriel Mercado,Group stage,5,1
39,APOEL FC,Boy Waterman,Roberto Lago,Jesús Rueda,Lorenzo Ebecilio,Igor de Camargo,Vinicius,Ghayas Zahid,Nuno Morais,Praxitelis Vouros,Giorgos Merkis,Stathis Aloneftis,Dortmund,Roman Bürki,Marc Bartra,Andriy Yarmolenko,Mario Götze,Pierre-Emerick Aubameyang,Christian Pulisic,Shinji Kagawa,Sokratis Papastathopoulos,Marcel Schmelzer,Julian Weigl,Ömer Toprak,Group stage,1,1
40,Benfica,Mile Svilar,Álex Grimaldo,Luisão,Ljubomir Fejsa,Filipe Augusto,Douglas,Raúl Jiménez,Eduardo Salvio,Pizzi,Rúben Dias,Diogo Gonçalves,Manchester Utd,David de Gea,Victor Lindelöf,Juan Mata,Romelu Lukaku,Chris Smalling,Daley Blind,Marcus Rashford,Ander Herrera,Henrikh Mkhitaryan,Antonio Valencia,Nemanja Matić,Group stage,0,1
41,Chelsea,Thibaut Courtois,Marcos Alonso,Cesc Fàbregas,Álvaro Morata,Eden Hazard,Tiemoué Bakayoko,Davide Zappacosta,Gary Cahill,Andreas Christensen,César Azpilicueta,David Luiz,Roma,Alisson,Radja Nainggolan,Juan Jesus,Kevin Strootman,Diego Perotti,Edin Džeko,Aleksandar Kolarov,Federico Fazio,Maxime Gonalons,Bruno Peres,Gerson,Group stage,3,3
42,Qarabağ,Ibrahim Šehić,Gara Garayev,Maksim Medvedev,Míchel,Dino Ndlovu,Pedro Henrique,Mahir Madatov,Rashad Sadygov,Richard Almeida,Ansi Agolli,Badavi Huseynov,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Antoine Griezmann,Saúl Ñíguez,Yannick Carrasco,Gabi,Šime Vrsaljko,Kévin Gameiro,Nicolás Gaitán,José María Giménez,Group stage,0,0
43,Barcelona,Marc-André ter Stegen,Gerard Piqué,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Paulinho,Gerard Deulofeu,Lucas Digne,Sergi Roberto,Samuel Umtiti,Olympiacos,Silvio Proto,Alberto Botía,Alaixys Romao,Vadis Odjidja-Ofoe,Guillaume Gillet,Omar Elabdellaoui,Leonardo Koutris,Thanasis Androutsos,Mehdi Carcela,Dimitris Nikolaou,Saša Zdjelar,Group stage,3,1
44,Anderlecht,Matz Sels,Olivier Deschacht,Kara Mbodji,Pieter Gerkens,Henry Onyekuru,Dennis Appiah,Sven Kums,Adrien Trebel,Leander Dendoncker,Łukasz Teodorczyk,Sofiane Hanni,Paris S-G,Alphonse Areola,Presnel Kimpembe,Marquinhos,Marco Verratti,Thiago Motta,Edinson Cavani,Neymar,Layvin Kurzawa,Adrien Rabiot,Kylian Mbappé,Dani Alves,Group stage,0,4
45,Bayern Munich,Sven Ulreich,Mats Hummels,Thiago Alcántara,Robert Lewandowski,Arjen Robben,Jérôme Boateng,Sebastian Rudy,Thomas Müller,David Alaba,Kingsley Coman,Joshua Kimmich,Celtic,Craig Gordon,Patrick Roberts,Scott Brown,Leigh Griffiths,Scott Sinclair,Cristian Gamboa,Stuart Armstrong,Dedryck Boyata,Olivier Ntcham,Mikael Lustig,Kieran Tierney,Group stage,3,0
46,Juventus,Gianluigi Buffon,Giorgio Chiellini,Medhi Benatia,Miralem Pjanić,Sami Khedira,Juan Cuadrado,Gonzalo Higuaín,Paulo Dybala,Alex Sandro,Mario Mandžukić,Stefano Sturaro,Sporting CP,Rui Patrício,Sebastián Coates,Fábio Coentrão,Bruno Fernandes,Marcos Acuña,William Carvalho,Rodrigo Battaglia,Jérémy Mathieu,Bas Dost,Gelson Martins,Cristiano Piccini,Group stage,2,1
47,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Pontus Wernbloom,Sergei Ignashevich,Viktor Vasin,Vasili Berezutski,Georgi Milanov,Vitinho,Aleksandr Golovin,Georgi Shchennikov,Timur Zhamaletdinov,Basel,Tomáš Vaclík,Michael Lang,Luca Zuffi,Renato Steffen,Marek Suchý,Albian Ajeti,Éder Álvarez Balanta,Mohamed Elyounoussi,Raoul Petretta,Taulant Xhaka,Manuel Akanji,Group stage,0,2
48,Celtic,Craig Gordon,Nir Bitton,Scott Brown,Moussa Dembélé,Scott Sinclair,Stuart Armstrong,Dedryck Boyata,Mikael Lustig,Callum McGregor,James Forrest,Kieran Tierney,Bayern Munich,Sven Ulreich,Niklas Süle,Javi Martínez,Arjen Robben,James Rodríguez,Rafinha,Jérôme Boateng,Arturo Vidal,Corentin Tolisso,David Alaba,Kingsley Coman,Group stage,1,2
49,Sporting CP,Rui Patrício,Jonathan Silva,Sebastián Coates,André Almeida Pinto,Bruno Fernandes,Marcos Acuña,Bruno César,Stefan Ristovski,Rodrigo Battaglia,Bas Dost,Gelson Martins,Juventus,Gianluigi Buffon,Mattia De Sciglio,Giorgio Chiellini,Miralem Pjanić,Sami Khedira,Juan Cuadrado,Gonzalo Higuaín,Paulo Dybala,Alex Sandro,Andrea Barzagli,Mario Mandžukić,Group stage,1,1
50,Manchester Utd,David de Gea,Eric Bailly,Juan Mata,Romelu Lukaku,Anthony Martial,Chris Smalling,Jesse Lingard,Daley Blind,Nemanja Matić,Matteo Darmian,Scott McTominay,Benfica,Mile Svilar,Álex Grimaldo,Ljubomir Fejsa,Andreas Samaris,Douglas,Raúl Jiménez,Eduardo Salvio,Pizzi,Jardel,Rúben Dias,Diogo Gonçalves,Group stage,2,0
51,Paris S-G,Alphonse Areola,Thiago Silva,Marquinhos,Marco Verratti,Edinson Cavani,Neymar,Layvin Kurzawa,Julian Draxler,Adrien Rabiot,Kylian Mbappé,Dani Alves,Anderlecht,Frank Boeckx,Kara Mbodji,Uroš Spajić,Pieter Gerkens,Henry Onyekuru,Dennis Appiah,Sven Kums,Adrien Trebel,Leander Dendoncker,Ivan Obradović,Sofiane Hanni,Group stage,5,0
52,Atlético Madrid,Jan Oblak,Diego Godín,Filipe Luís,Thomas Partey,Antoine Griezmann,Saúl Ñíguez,Ángel Correa,Gabi,Stefan Savić,Juanfran,Kévin Gameiro,Qarabağ,Ibrahim Šehić,Gara Garayev,Maksim Medvedev,Míchel,Pedro Henrique,Rashad Sadygov,Richard Almeida,Ansi Agolli,Jakub Rzeźniczak,Wilde-Donald Guerrier,Ramil Sheydayev,Group stage,1,1
53,Roma,Alisson,Radja Nainggolan,Juan Jesus,Kevin Strootman,Diego Perotti,Edin Džeko,Aleksandar Kolarov,Daniele De Rossi,Federico Fazio,Alessandro Florenzi,Stephan El Shaarawy,Chelsea,Thibaut Courtois,Antonio Rüdiger,Marcos Alonso,Cesc Fàbregas,Álvaro Morata,Eden Hazard,Pedro,Tiemoué Bakayoko,Gary Cahill,César Azpilicueta,David Luiz,Group stage,3,0
54,Basel,Tomáš Vaclík,Michael Lang,Luca Zuffi,Renato Steffen,Marek Suchý,Dimitri Oberlin,Éder Álvarez Balanta,Mohamed Elyounoussi,Raoul Petretta,Taulant Xhaka,Manuel Akanji,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Pontus Wernbloom,Viktor Vasin,Vasili Berezutski,Vitinho,Aleksandr Golovin,Aleksei Berezutski,Georgi Shchennikov,Bibras Natkho,Konstantin Kuchayev,Group stage,1,2
55,Olympiacos,Silvio Proto,Alberto Botía,Alaixys Romao,Panagiotis Tachtsidis,Kostas Fortounis,Vadis Odjidja-Ofoe,Omar Elabdellaoui,Leonardo Koutris,Mehdi Carcela,Björn Engels,Diogo Figueiras,Barcelona,Marc-André ter Stegen,Nélson Semedo,Sergio Busquets,Denis Suárez,Luis Suárez,Lionel Messi,Javier Mascherano,Paulinho,Jordi Alba,Sergi Roberto,Samuel Umtiti,Group stage,0,0
56,Tottenham,Hugo Lloris,Kieran Trippier,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Harry Kane,Eric Dier,Dele Alli,Christian Eriksen,Harry Winks,Ben Davies,Real Madrid,Kiko Casilla,Sergio Ramos,Nacho,Cristiano Ronaldo,Toni Kroos,Karim Benzema,Luka Modrić,Marcelo,Casemiro,Achraf Hakimi,Isco,Group stage,3,1
57,Porto,José Sá,Iván Marcano,Yacine Brahimi,Vincent Aboubakar,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Ricardo Pereira,Danilo Pereira,Felipe,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Dayot Upamecano,Marcel Sabitzer,Naby Keïta,Emil Forsberg,Bruma,Marcel Halstenberg,Jean-Kévin Augustin,Kevin Kampl,Group stage,3,1
58,Liverpool,Loris Karius,Georginio Wijnaldum,James Milner,Roberto Firmino,Mohamed Salah,Ragnar Klavan,Alberto Moreno,Alex Oxlade-Chamberlain,Emre Can,Joël Matip,Trent Alexander-Arnold,NK Maribor,Jasmin Handanović,Jean-Claude Billong,Marko Šuler,Aleks Pihler,Marwan Kabha,Dino Hotić,Martin Milec,Aleksander Rajčević,Jasmin Mešanović,Mitja Viler,Damjan Bohar,Group stage,3,0
59,Beşiktaş,Fabricio,Adriano,Pepe,Duško Tošić,Ricardo Quaresma,Ryan Babel,Oğuzhan Özyakup,Atiba Hutchinson,Tolgay Arslan,Cenk Tosun,Gökhan Gönül,Monaco,Danijel Subašić,Fabinho,Jemerson,Jorge,João Moutinho,Keita Baldé,Youri Tielemans,Rony Lopes,Andrea Raggi,Kamil Glik,Thomas Lemar,Group stage,1,1
60,Sevilla,Sergio Rico,Simon Kjær,Clément Lenglet,Wissam Ben Yedder,Éver Banega,Guido Pizarro,Steven Nzonzi,Pablo Sarabia,Sergio Escudero,Nolito,Gabriel Mercado,Spartak Moscow,Aleksandr Selikhov,Serdar Tasci,Denis Glushakov,Quincy Promes,Fernando,Luiz Adriano,Georgi Dzhikiya,Dmitri Kombarov,Lorenzo Melgarejo,Andrey Yeshchenko,Mario Pašalić,Group stage,2,1
