,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
61,NK Maribor,Jasmin Handanović,Željko Filipović,Sintayehu Sallalich,Marcos Tavares,Agim Ibraimi,Luka Zahović,Aleksander Rajčević,Mitja Viler,Petar Stojanović,Arghus,Aleš Mertelj,Chelsea,Petr Čech,Branislav Ivanović,Filipe Luís,Cesc Fàbregas,Kurt Zouma,Eden Hazard,Didier Drogba,André Schürrle,Nemanja Matić,Willian,John Terry,Group stage,1,1
62,Ajax,Jasper Cillessen,Ricardo van Rhijn,Joël Veltman,Niklas Moisander,Nicolai Boilesen,Kolbeinn Sigþórsson,Davy Klaassen,Lucas Andersen,Lasse Schöne,Anwar El Ghazi,Thulani Serero,Barcelona,Marc-André ter Stegen,Ivan Rakitić,Sergio Busquets,Xavi,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Marc Bartra,Jordi Alba,Dani Alves,Group stage,0,2
63,Shakhtar,Andriy Pyatov,Taras Stepanenko,Luiz Adriano,Vyacheslav Shevchuk,Fernando,Ivan Ordets,Douglas Costa,Taison,Alex Teixeira,Darijo Srna,Yaroslav Rakitskiy,BATE Borisov,Sergei Chernik,Vital Hayduchyk,Evgeni Yablonski,Alyaksandr Karnitsky,Alyaksandr Valadzko,Mikalay Signevich,Anri Khagush,Filip Mladenović,Dzyanis Palyakow,Mikhail Gordeichuk,Andriy Yakovlyev,Group stage,5,0
64,Manchester City,Joe Hart,Bacary Sagna,Vincent Kompany,Fernando,James Milner,Samir Nasri,Jesús Navas,Sergio Agüero,Frank Lampard,Eliaquim Mangala,Gaël Clichy,Bayern Munich,Manuel Neuer,Medhi Benatia,Franck Ribéry,Robert Lewandowski,Arjen Robben,Rafinha,Xabi Alonso,Jérôme Boateng,Juan Bernat,Sebastian Rode,Pierre Højbjerg,Group stage,3,2
65,Sporting CP,Rui Patrício,Maurício,Jefferson Nascimento,Islam Slimani,William Carvalho,João Mário,Adrien Silva,Paulo Oliveira,Carlos Mané,Cédric Soares,Nani,NK Maribor,Jasmin Handanović,Željko Filipović,Aleš Mejač,Sintayehu Sallalich,Marcos Tavares,Luka Zahović,Dare Vršič,Aleksander Rajčević,Petar Stojanović,Arghus,Aleš Mertelj,Group stage,3,1
66,BATE Borisov,Sergei Chernik,Vital Hayduchyk,Evgeni Yablonski,Alyaksandr Karnitsky,Alyaksandr Valadzko,Vitali Rodionov,Filip Mladenović,Edhar Alyakhnovich,Maksim Valadzko,Nemanja Tubić,Mikhail Gordeichuk,Porto,Fabiano,Danilo,Bruno Martins Indi,Iván Marcano,Casemiro,Ricardo Quaresma,Yacine Brahimi,Jackson Martínez,Héctor Herrera,Alex Sandro,Óliver Torres,Group stage,0,3
67,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Sergei Ignashevich,Alan Dzagoev,Ahmed Musa,Aleksandrs Cauņa,Aleksei Berezutski,Roman Eremenko,Georgi Shchennikov,Bibras Natkho,Seydou Doumbia,Roma,Morgan De Sanctis,Radja Nainggolan,Adem Ljajić,Francesco Totti,Daniele De Rossi,Seydou Keita,Davide Astori,Alessandro Florenzi,José Holebas,Gervinho,Kostas Manolas,Group stage,1,1
68,Schalke 04,Ralf Fährmann,Jan Kirchhoff,Benedikt Höwedes,Felipe Santana,Kevin-Prince Boateng,Marco Höger,Eric Maxim Choupo-Moting,Dennis Aogo,Atsuto Uchida,Klaas-Jan Huntelaar,Roman Neustädter,Chelsea,Thibaut Courtois,Branislav Ivanović,Cesc Fàbregas,Oscar,Eden Hazard,Diego Costa,Nemanja Matić,Willian,Gary Cahill,John Terry,César Azpilicueta,Group stage,0,5
69,Paris S-G,Salvatore Sirigu,Marquinhos,Edinson Cavani,Zlatan Ibrahimović,Javier Pastore,Blaise Matuidi,Maxwell,Ezequiel Lavezzi,Gregory van der Wiel,Adrien Rabiot,David Luiz,Ajax,Jasper Cillessen,Ricardo van Rhijn,Nicolai Boilesen,Mike van der Hoorn,Davy Klaassen,Ricardo Kishna,Lucas Andersen,Arkadiusz Milik,Lasse Schöne,Stefano Denswil,Thulani Serero,Group stage,3,1
70,APOEL FC,Mário Sérgio,Urko Pardo,João Guilherme,Carlão,Tiago Gomes,Cillian Sheridan,Marios Antoniades,Vinicius,Gustavo Manduca,Nuno Morais,Stathis Aloneftis,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Pedro,Luis Suárez,Lionel Messi,Rafinha,Javier Mascherano,Marc Bartra,Jordi Alba,Dani Alves,Group stage,0,4
71,Shakhtar,Andriy Pyatov,Oleksandr Kucher,Taras Stepanenko,Luiz Adriano,Vyacheslav Shevchuk,Fernando,Douglas Costa,Taison,Alex Teixeira,Darijo Srna,Yaroslav Rakitskiy,Athletic Club,Gorka Iraizoz,Mikel San José,Beñat Etxebarria,Ander Iturraspe,Iker Muniain,Markel Susaeta,Xabier Etxeita,Mikel Rico,Óscar de Marcos,Borja Viguera,Mikel Balenziaga,Group stage,0,1
72,Arsenal,Emiliano Martínez,Kieran Gibbs,Per Mertesacker,Alexis Sánchez,Mikel Arteta,Alex Oxlade-Chamberlain,Aaron Ramsey,Nacho Monreal,Santi Cazorla,Calum Chambers,Yaya Sanogo,Dortmund,Roman Weidenfeller,Neven Subotić,Sven Bender,İlkay Gündoğan,Ciro Immobile,Henrikh Mkhitaryan,Pierre-Emerick Aubameyang,Kevin Großkreutz,Łukasz Piszczek,Matthias Ginter,Marcel Schmelzer,Group stage,2,0
73,Zenit,Yuri Lodygin,Aleksandr Anyukov,Domenico Criscito,Aleksandr Ryazantsev,Nicolas Lombaerts,Hulk,Danny,Javi García,Salomón Rondón,Ezequiel Garay,Axel Witsel,Benfica,Júlio César,Luisão,Andreas Samaris,Nicolás Gaitán,Lima,Maxi Pereira,Eduardo Salvio,Talisca,Jardel,André Almeida,Enzo Pérez,Group stage,1,0
74,Leverkusen,Bernd Leno,Emir Spahić,Son Heung-min,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Wendell,Ömer Toprak,Giulio Donati,Gonzalo Castro,Karim Bellarabi,Monaco,Danijel Subašić,Aymen Abdennour,Ricardo Carvalho,Nabil Dirar,João Moutinho,Dimitar Berbatov,Tiemoué Bakayoko,Yannick Carrasco,Elderson Echiéjilé,Andrea Raggi,Jérémy Toulalan,Group stage,0,1
75,Malmö,Robin Olsen,Anton Tinnerholm,Filip Helander,Markus Halsti,Magnus Eriksson,Enoch Kofi Adu,Markus Rosenberg,Ricardinho,Erik Berg,Isaac Kiese Thelin,Emil Forsberg,Juventus,Gianluigi Buffon,Giorgio Chiellini,Paul Pogba,Claudio Marchisio,Carlos Tevez,Fernando Llorente,Leonardo Bonucci,Simone Padoin,Andrea Pirlo,Arturo Vidal,Stephan Lichtsteiner,Group stage,0,2
76,Atlético Madrid,Miguel Ángel Moyá,Diego Godín,Tiago Mendes,Koke,Raúl García,Mario Mandžukić,Arda Turan,Gabi,Cristian Ansaldi,Juanfran,José María Giménez,Olympiacos,Roberto,Giannis Maniatis,Alberto Botía,Luka Milivojević,Ibrahim Afellay,Kostas Mitroglou,Delvin N'Dinga,Chori Domínguez,Omar Elabdellaoui,Éric Abidal,Arthur Masuaku,Group stage,4,0
77,Basel,Tomáš Vaclík,Philipp Degen,Luca Zuffi,Shkëlzen Gashi,Fabian Schär,Marek Suchý,Behrang Safari,Fabian Frei,Derlis González,Mohamed Elneny,Breel Embolo,Real Madrid,Keylor Navas,Sergio Ramos,Fábio Coentrão,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,James Rodríguez,Gareth Bale,Álvaro Arbeloa,Isco,Group stage,0,1
78,Anderlecht,Silvio Proto,Olivier Deschacht,Andy Najar,Dennis Praet,Steven Defour,Frank Acheampong,Ibrahima Conté,Chancel Mbemba,Youri Tielemans,Anthony Vanden Borre,Aleksandar Mitrović,Galatasaray,Fernando Muslera,Felipe Melo,Hamit Altıntop,Selçuk İnan,Wesley Sneijder,Bruma,Alex Telles,Burak Yılmaz,Aurélien Chedjou,Semih Kaya,Tarık Çamdal,Group stage,2,0
79,Ludogorets,Vladislav Stoyanov,Mihail Aleksandrov,Fábio Espinho,Dani Abalo,Svetoslav Dyakov,Yordan Minev,Cosmin Moți,Georgi Terziev,Júnior Caiçara,Marcelinho,Virgil Misidjan,Liverpool,Simon Mignolet,Glen Johnson,Kolo Touré,Steven Gerrard,Rickie Lambert,Jordan Henderson,Javier Manquillo,Lucas Leiva,Joe Allen,Raheem Sterling,Martin Škrtel,Group stage,2,2
80,Liverpool,Simon Mignolet,Glen Johnson,José Enrique,Dejan Lovren,Steven Gerrard,Rickie Lambert,Jordan Henderson,Lucas Leiva,Joe Allen,Raheem Sterling,Martin Škrtel,Basel,Tomáš Vaclík,Luca Zuffi,Marco Streller,Shkëlzen Gashi,Fabian Schär,Marek Suchý,Behrang Safari,Fabian Frei,Derlis González,Mohamed Elneny,Taulant Xhaka,Group stage,1,1
81,Benfica,Artur Moraes,Lisandro López,Derley,Lima,Ola John,Pizzi,Loris Benito,Bryan Cristante,Tiago Dias,André Almeida,César,Leverkusen,Bernd Leno,Emir Spahić,Simon Rolfes,Josip Drmić,Hakan Çalhanoğlu,Roberto Hilbert,Sebastian Boenisch,Ömer Toprak,Robbie Kruse,Gonzalo Castro,Karim Bellarabi,Group stage,0,0
82,Juventus,Gianluigi Buffon,Giorgio Chiellini,Paul Pogba,Carlos Tevez,Fernando Llorente,Leonardo Bonucci,Andrea Pirlo,Arturo Vidal,Stephan Lichtsteiner,Patrice Evra,Roberto Pereyra,Atlético Madrid,Miguel Ángel Moyá,Diego Godín,Guilherme Siqueira,Mario Suárez,Koke,Raúl García,Mario Mandžukić,Arda Turan,Gabi,Juanfran,José María Giménez,Group stage,0,0
83,Dortmund,Mitchell Langerak,Neven Subotić,İlkay Gündoğan,Ciro Immobile,Henrikh Mkhitaryan,Nuri Şahin,Kevin Großkreutz,Shinji Kagawa,Matthias Ginter,Marcel Schmelzer,Erik Durm,Anderlecht,Silvio Proto,Fabrice N'Sakala,Olivier Deschacht,Dennis Praet,Frank Acheampong,Sacha Kljestan,Ibrahima Conté,Chancel Mbemba,Leander Dendoncker,Anthony Vanden Borre,Aleksandar Mitrović,Group stage,1,1
84,Real Madrid,Keylor Navas,Fábio Coentrão,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Gareth Bale,Javier Hernández,Álvaro Arbeloa,Nacho,Isco,Asier Illarramendi,Ludogorets,Vladislav Stoyanov,Mihail Aleksandrov,Fábio Espinho,Dani Abalo,Svetoslav Dyakov,Yordan Minev,Cosmin Moți,Georgi Terziev,Júnior Caiçara,Marcelinho,Virgil Misidjan,Group stage,4,0
85,Monaco,Danijel Subašić,Fabinho,Aymen Abdennour,Nabil Dirar,João Moutinho,Dimitar Berbatov,Wallace,Tiemoué Bakayoko,Yannick Carrasco,Andrea Raggi,Jérémy Toulalan,Zenit,Yuri Lodygin,Domenico Criscito,Nicolas Lombaerts,Hulk,Danny,Igor Smolnikov,Viktor Fayzulin,Javi García,Salomón Rondón,Ezequiel Garay,Axel Witsel,Group stage,2,0
86,Olympiacos,Roberto,Giannis Maniatis,Alberto Botía,Kostas Mitroglou,Delvin N'Dinga,Chori Domínguez,Pajtim Kasami,Omar Elabdellaoui,David Fuster,Éric Abidal,Arthur Masuaku,Malmö,Robin Olsen,Pa Konate,Anton Tinnerholm,Filip Helander,Markus Halsti,Magnus Eriksson,Enoch Kofi Adu,Markus Rosenberg,Ricardinho,Isaac Kiese Thelin,Emil Forsberg,Group stage,4,2
87,Galatasaray,Sinan Bolat,Felipe Melo,Umut Bulut,Wesley Sneijder,Bruma,Alex Telles,Burak Yılmaz,Hakan Balta,Semih Kaya,Emre Çolak,Tarık Çamdal,Arsenal,Wojciech Szczęsny,Mathieu Debuchy,Per Mertesacker,Lukas Podolski,Alex Oxlade-Chamberlain,Aaron Ramsey,Mathieu Flamini,Calum Chambers,Yaya Sanogo,Héctor Bellerín,Joel Campbell,Group stage,1,4
88,Chelsea,Petr Čech,Filipe Luís,Cesc Fàbregas,Kurt Zouma,John Obi Mikel,André Schürrle,Mohamed Salah,Diego Costa,Nemanja Matić,Gary Cahill,César Azpilicueta,Sporting CP,Rui Patrício,Maurício,Islam Slimani,Diego Capel,William Carvalho,João Mário,André Carrillo,Adrien Silva,Paulo Oliveira,Jonathan Silva,Ricardo Esgaio,Group stage,3,1
89,Porto,Ricardo Jorge Novo Nunes,Andrés Fernández,Maicon,Iván Marcano,Rúben Neves,Ricardo Quaresma,Juan Quintero,Evandro Goebel,Adrián López,Alex Sandro,Vincent Aboubakar,Shakhtar,Andriy Pyatov,Taras Stepanenko,Fred,Bernard,Vyacheslav Shevchuk,Douglas Costa,Oleksandr Hladkyy,Alex Teixeira,Serhiy Kryvtsov,Yaroslav Rakitskiy,Ilsinho,Group stage,1,1
90,Bayern Munich,Manuel Neuer,Dante,Franck Ribéry,Gianluca Gaudino,Jérôme Boateng,Juan Bernat,Mario Götze,Sebastian Rode,Thomas Müller,Bastian Schweinsteiger,Pierre Højbjerg,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Pontus Wernbloom,Sergei Ignashevich,Alan Dzagoev,Kirill Nababkin,Ahmed Musa,Aleksei Berezutski,Roman Eremenko,Bibras Natkho,Seydou Doumbia,Group stage,3,0
91,Barcelona,Marc-André ter Stegen,Gerard Piqué,Sergio Busquets,Pedro,Andrés Iniesta,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Marc Bartra,Jérémy Mathieu,Paris S-G,Thiago Silva,Marco Verratti,Lucas Moura,Thiago Motta,Edinson Cavani,Zlatan Ibrahimović,Blaise Matuidi,Maxwell,Clément Chantôme,Gregory van der Wiel,David Luiz,Group stage,3,1
92,NK Maribor,Jasmin Handanović,Željko Filipović,Sintayehu Sallalich,Marcos Tavares,Agim Ibraimi,Aleksander Rajčević,Mitja Viler,Petar Stojanović,Damjan Bohar,Arghus,Aleš Mertelj,Schalke 04,Ralf Fährmann,Jan Kirchhoff,Benedikt Höwedes,Marco Höger,Eric Maxim Choupo-Moting,Dennis Aogo,Atsuto Uchida,Christian Fuchs,Klaas-Jan Huntelaar,Tranquillo Barnetta,Roman Neustädter,Group stage,0,1
93,Roma,Morgan De Sanctis,Mapou Yanga-Mbiwa,Radja Nainggolan,Adem Ljajić,Francesco Totti,Maicon Sisenando,Miralem Pjanić,Seydou Keita,José Holebas,Gervinho,Kostas Manolas,Manchester City,Joe Hart,Pablo Zabaleta,Fernando,James Milner,Samir Nasri,Edin Džeko,Jesús Navas,Eliaquim Mangala,Gaël Clichy,Fernandinho,Martín Demichelis,Group stage,0,2
94,Athletic Club,Gorka Iraizoz,Aymeric Laporte,Mikel San José,Ander Iturraspe,Ibai Gómez,Markel Susaeta,Andoni Iraola,Mikel Rico,Óscar de Marcos,Guillermo,Mikel Balenziaga,BATE Borisov,Artem Soroko,Evgeni Yablonski,Alyaksandr Karnitsky,Alyaksandr Valadzko,Anri Khagush,Vitali Rodionov,Egor Filipenko,Edhar Alyakhnovich,Maksim Valadzko,Nemanja Tubić,Mikhail Gordeichuk,Group stage,2,0
95,Ajax,Jasper Cillessen,Ricardo van Rhijn,Joël Veltman,Niklas Moisander,Davy Klaassen,Ricardo Kishna,Lucas Andersen,Arkadiusz Milik,Lasse Schöne,Thulani Serero,Nick Viergever,APOEL FC,Mário Sérgio,Urko Pardo,Carlão,Giorgos Efrem,Tiago Gomes,Cillian Sheridan,Nektarios Alexandrou,Marios Antoniades,Vinicius,Anastasios Papazoglou,Nuno Morais,Group stage,4,0
96,Paris S-G,Salvatore Sirigu,Thiago Silva,Marquinhos,Marco Verratti,Edinson Cavani,Zlatan Ibrahimović,Blaise Matuidi,Maxwell,Ezequiel Lavezzi,Gregory van der Wiel,David Luiz,Chelsea,Thibaut Courtois,Branislav Ivanović,Cesc Fàbregas,Ramires,Eden Hazard,Diego Costa,Nemanja Matić,Willian,Gary Cahill,John Terry,César Azpilicueta,Round of 16,1,1
97,Shakhtar,Andriy Pyatov,Oleksandr Kucher,Fred,Luiz Adriano,Vyacheslav Shevchuk,Fernando,Douglas Costa,Taison,Alex Teixeira,Darijo Srna,Yaroslav Rakitskiy,Bayern Munich,Manuel Neuer,Franck Ribéry,Arjen Robben,Rafinha,Xabi Alonso,Jérôme Boateng,Juan Bernat,Mario Götze,Thomas Müller,David Alaba,Bastian Schweinsteiger,Round of 16,0,0
98,Basel,Tomáš Vaclík,Walter Samuel,Luca Zuffi,Marco Streller,Shkëlzen Gashi,Marek Suchý,Behrang Safari,Fabian Frei,Derlis González,Mohamed Elneny,Taulant Xhaka,Porto,Fabiano,Danilo,Maicon,Iván Marcano,Casemiro,Yacine Brahimi,Jackson Martínez,Cristian Tello,Héctor Herrera,Alex Sandro,Óliver Torres,Round of 16,1,1
99,Schalke 04,Timon Wellenreuther,Benedikt Höwedes,Kevin-Prince Boateng,Marco Höger,Eric Maxim Choupo-Moting,Dennis Aogo,Atsuto Uchida,Klaas-Jan Huntelaar,Matija Nastasić,Joël Matip,Roman Neustädter,Real Madrid,Iker Casillas,Dani Carvajal,Pepe,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,Gareth Bale,Marcelo,Lucas Silva,Isco,Round of 16,0,2
100,Manchester City,Joe Hart,Vincent Kompany,Pablo Zabaleta,Fernando,James Milner,Samir Nasri,Edin Džeko,Sergio Agüero,David Silva,Gaël Clichy,Martín Demichelis,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Jordi Alba,Dani Alves,Round of 16,1,2
101,Juventus,Gianluigi Buffon,Giorgio Chiellini,Paul Pogba,Claudio Marchisio,Álvaro Morata,Carlos Tevez,Leonardo Bonucci,Andrea Pirlo,Arturo Vidal,Stephan Lichtsteiner,Patrice Evra,Dortmund,Roman Weidenfeller,İlkay Gündoğan,Ciro Immobile,Henrikh Mkhitaryan,Marco Reus,Mats Hummels,Pierre-Emerick Aubameyang,Nuri Şahin,Sokratis Papastathopoulos,Łukasz Piszczek,Marcel Schmelzer,Round of 16,2,1
102,Arsenal,David Ospina,Kieran Gibbs,Per Mertesacker,Laurent Koscielny,Alexis Sánchez,Mesut Özil,Olivier Giroud,Santi Cazorla,Danny Welbeck,Héctor Bellerín,Francis Coquelin,Monaco,Danijel Subašić,Fabinho,Aymen Abdennour,Nabil Dirar,João Moutinho,Dimitar Berbatov,Wallace,Elderson Echiéjilé,Geoffrey Kondogbia,Anthony Martial,Almamy Touré,Round of 16,1,3
103,Leverkusen,Bernd Leno,Emir Spahić,Son Heung-min,Lars Bender,Josip Drmić,Hakan Çalhanoğlu,Roberto Hilbert,Kyriakos Papadopoulos,Wendell,Gonzalo Castro,Karim Bellarabi,Atlético Madrid,Miguel Ángel Moyá,Diego Godín,Guilherme Siqueira,Tiago Mendes,Antoine Griezmann,Saúl Ñíguez,Mario Mandžukić,Arda Turan,Gabi,Juanfran,Miranda,Round of 16,1,0
104,Porto,Fabiano,Danilo,Maicon,Iván Marcano,Casemiro,Yacine Brahimi,Cristian Tello,Evandro Goebel,Héctor Herrera,Alex Sandro,Vincent Aboubakar,Basel,Tomáš Vaclík,Walter Samuel,Luca Zuffi,Marco Streller,Shkëlzen Gashi,Fabian Schär,Behrang Safari,Fabian Frei,Derlis González,Mohamed Elneny,Taulant Xhaka,Round of 16,4,0
105,Real Madrid,Iker Casillas,Pepe,Fábio Coentrão,Raphaël Varane,Sami Khedira,Cristiano Ronaldo,Toni Kroos,Karim Benzema,Gareth Bale,Álvaro Arbeloa,Isco,Schalke 04,Timon Wellenreuther,Benedikt Höwedes,Max Meyer,Marco Höger,Eric Maxim Choupo-Moting,Christian Fuchs,Klaas-Jan Huntelaar,Tranquillo Barnetta,Matija Nastasić,Joël Matip,Roman Neustädter,Round of 16,3,4
106,Chelsea,Thibaut Courtois,Branislav Ivanović,Cesc Fàbregas,Ramires,Oscar,Eden Hazard,Diego Costa,Nemanja Matić,Gary Cahill,John Terry,César Azpilicueta,Paris S-G,Salvatore Sirigu,Thiago Silva,Marquinhos,Marco Verratti,Thiago Motta,Edinson Cavani,Zlatan Ibrahimović,Javier Pastore,Blaise Matuidi,Maxwell,David Luiz,Round of 16,2,2
107,Bayern Munich,Manuel Neuer,Franck Ribéry,Robert Lewandowski,Arjen Robben,Rafinha,Jérôme Boateng,Mario Götze,Thomas Müller,David Alaba,Holger Badstuber,Bastian Schweinsteiger,Shakhtar,Andriy Pyatov,Oleksandr Kucher,Taras Stepanenko,Fred,Luiz Adriano,Vyacheslav Shevchuk,Douglas Costa,Taison,Alex Teixeira,Darijo Srna,Yaroslav Rakitskiy,Round of 16,7,0
108,Atlético Madrid,Miguel Ángel Moyá,Mario Suárez,Koke,Antoine Griezmann,Mario Mandžukić,Arda Turan,Jesús Gámez,Juanfran,Cani,Miranda,José María Giménez,Leverkusen,Bernd Leno,Emir Spahić,Son Heung-min,Lars Bender,Josip Drmić,Hakan Çalhanoğlu,Roberto Hilbert,Wendell,Ömer Toprak,Gonzalo Castro,Karim Bellarabi,Round of 16,(3) 1,0 (2)
109,Monaco,Danijel Subašić,Fabinho,Layvin Kurzawa,Aymen Abdennour,Nabil Dirar,João Moutinho,Dimitar Berbatov,Wallace,Geoffrey Kondogbia,Anthony Martial,Jérémy Toulalan,Arsenal,David Ospina,Per Mertesacker,Laurent Koscielny,Alexis Sánchez,Mesut Özil,Olivier Giroud,Nacho Monreal,Santi Cazorla,Danny Welbeck,Héctor Bellerín,Francis Coquelin,Round of 16,0,2
110,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Andrés Iniesta,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Jordi Alba,Dani Alves,Jérémy Mathieu,Manchester City,Joe Hart,Bacary Sagna,Vincent Kompany,James Milner,Samir Nasri,Aleksandar Kolarov,Sergio Agüero,David Silva,Fernandinho,Martín Demichelis,Yaya Touré,Round of 16,1,0
111,Dortmund,Roman Weidenfeller,Neven Subotić,Sven Bender,İlkay Gündoğan,Henrikh Mkhitaryan,Marco Reus,Mats Hummels,Pierre-Emerick Aubameyang,Kevin Kampl,Sokratis Papastathopoulos,Marcel Schmelzer,Juventus,Gianluigi Buffon,Giorgio Chiellini,Paul Pogba,Claudio Marchisio,Álvaro Morata,Carlos Tevez,Leonardo Bonucci,Arturo Vidal,Stephan Lichtsteiner,Patrice Evra,Roberto Pereyra,Round of 16,0,3
112,Atlético Madrid,Jan Oblak,Diego Godín,Guilherme Siqueira,Mario Suárez,Koke,Antoine Griezmann,Mario Mandžukić,Arda Turan,Gabi,Juanfran,Miranda,Real Madrid,Iker Casillas,Dani Carvajal,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,James Rodríguez,Gareth Bale,Marcelo,Luka Modrić,Quarter-finals,0,0
113,Juventus,Gianluigi Buffon,Giorgio Chiellini,Claudio Marchisio,Álvaro Morata,Carlos Tevez,Leonardo Bonucci,Andrea Pirlo,Arturo Vidal,Stephan Lichtsteiner,Patrice Evra,Roberto Pereyra,Monaco,Danijel Subašić,Fabinho,Layvin Kurzawa,Aymen Abdennour,Ricardo Carvalho,Nabil Dirar,João Moutinho,Yannick Carrasco,Geoffrey Kondogbia,Anthony Martial,Andrea Raggi,Quarter-finals,1,0
114,Porto,Fabiano,Danilo,Bruno Martins Indi,Maicon,Casemiro,Ricardo Quaresma,Yacine Brahimi,Jackson Martínez,Héctor Herrera,Alex Sandro,Óliver Torres,Bayern Munich,Manuel Neuer,Dante,Thiago Alcántara,Robert Lewandowski,Rafinha,Xabi Alonso,Jérôme Boateng,Juan Bernat,Mario Götze,Philipp Lahm,Thomas Müller,Quarter-finals,3,1
115,Paris S-G,Salvatore Sirigu,Thiago Silva,Yohan Cabaye,Marquinhos,Edinson Cavani,Javier Pastore,Blaise Matuidi,Maxwell,Ezequiel Lavezzi,Gregory van der Wiel,Adrien Rabiot,Barcelona,Marc-André ter Stegen,Martín Montoya,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Jordi Alba,Group stage,3,2
116,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Jordi Alba,Dani Alves,Paris S-G,Salvatore Sirigu,Yohan Cabaye,Marquinhos,Marco Verratti,Edinson Cavani,Zlatan Ibrahimović,Javier Pastore,Blaise Matuidi,Maxwell,Gregory van der Wiel,David Luiz,Group stage,3,1
117,Bayern Munich,Manuel Neuer,Thiago Alcántara,Robert Lewandowski,Rafinha,Xabi Alonso,Jérôme Boateng,Juan Bernat,Mario Götze,Philipp Lahm,Thomas Müller,Holger Badstuber,Porto,Fabiano,Bruno Martins Indi,Maicon,Iván Marcano,Casemiro,Ricardo Quaresma,Yacine Brahimi,Jackson Martínez,Diego Reyes,Héctor Herrera,Óliver Torres,Quarter-finals,6,1
118,Real Madrid,Iker Casillas,Dani Carvajal,Pepe,Sergio Ramos,Fábio Coentrão,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,James Rodríguez,Javier Hernández,Isco,Atlético Madrid,Jan Oblak,Diego Godín,Tiago Mendes,Koke,Antoine Griezmann,Saúl Ñíguez,Mario Mandžukić,Arda Turan,Jesús Gámez,Juanfran,Miranda,Quarter-finals,1,0
119,Monaco,Danijel Subašić,Fabinho,Layvin Kurzawa,Aymen Abdennour,João Moutinho,Bernardo Silva,Yannick Carrasco,Geoffrey Kondogbia,Anthony Martial,Andrea Raggi,Jérémy Toulalan,Juventus,Gianluigi Buffon,Giorgio Chiellini,Claudio Marchisio,Álvaro Morata,Carlos Tevez,Andrea Barzagli,Leonardo Bonucci,Andrea Pirlo,Arturo Vidal,Stephan Lichtsteiner,Patrice Evra,Quarter-finals,0,0
120,Juventus,Gianluigi Buffon,Giorgio Chiellini,Claudio Marchisio,Álvaro Morata,Carlos Tevez,Leonardo Bonucci,Andrea Pirlo,Arturo Vidal,Stephan Lichtsteiner,Stefano Sturaro,Patrice Evra,Real Madrid,Iker Casillas,Dani Carvajal,Pepe,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,James Rodríguez,Gareth Bale,Marcelo,Isco,Semi-finals,2,1
121,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Jordi Alba,Dani Alves,Bayern Munich,Manuel Neuer,Medhi Benatia,Thiago Alcántara,Robert Lewandowski,Rafinha,Xabi Alonso,Jérôme Boateng,Juan Bernat,Philipp Lahm,Thomas Müller,Bastian Schweinsteiger,Semi-finals,3,0
122,Bayern Munich,Manuel Neuer,Medhi Benatia,Thiago Alcántara,Robert Lewandowski,Rafinha,Xabi Alonso,Jérôme Boateng,Juan Bernat,Philipp Lahm,Thomas Müller,Bastian Schweinsteiger,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Sergio Busquets,Andrés Iniesta,Luis Suárez,Lionel Messi,Neymar,Javier Mascherano,Jordi Alba,Dani Alves,Semi-finals,3,2
