,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score
10,Roma,Morgan De Sanctis,Radja Nainggolan,Juan Iturbe,Francesco Totti,Maicon Sisenando,Miralem Pjanić,Seydou Keita,Davide Astori,Gervinho,Vasilis Torosidis,Kostas Manolas,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Sergei Ignashevich,Zoran Tošić,Kirill Nababkin,Ahmed Musa,Georgi Milanov,Aleksei Berezutski,Roman Eremenko,Bibras Natkho,Seydou Doumbia,Group stage,5,1
11,Barcelona,Marc-André ter Stegen,Gerard Piqué,Xavi,Lionel Messi,Neymar,Marc Bartra,Sergi Roberto,Adriano,Dani Alves,Sergi Samper,Munir El Haddadi,APOEL FC,Mário Sérgio,Urko Pardo,João Guilherme,Carlão,Tiago Gomes,Cillian Sheridan,Marios Antoniades,Vinicius,Nuno Morais,Tomas De Vincenti,Stathis Aloneftis,Group stage,1,0
12,Ajax,Jasper Cillessen,Ricardo van Rhijn,Joël Veltman,Niklas Moisander,Nicolai Boilesen,Kolbeinn Sigþórsson,Davy Klaassen,Lucas Andersen,Lasse Schöne,Thulani Serero,Nick Viergever,Paris S-G,Salvatore Sirigu,Marquinhos,Marco Verratti,Lucas Moura,Thiago Motta,Edinson Cavani,Zlatan Ibrahimović,Blaise Matuidi,Maxwell,Gregory van der Wiel,David Luiz,Group stage,1,1
13,NK Maribor,Jasmin Handanović,Željko Filipović,Sintayehu Sallalich,Marcos Tavares,Agim Ibraimi,Dare Vršič,Aleksander Rajčević,Mitja Viler,Petar Stojanović,Arghus,Aleš Mertelj,Sporting CP,Rui Patrício,Maurício,Jefferson Nascimento,André Martins,Islam Slimani,William Carvalho,André Carrillo,Adrien Silva,Mouhamadou-Naby Sarr,Cédric Soares,Nani,Group stage,1,1
14,Athletic Club,Gorka Iraizoz,Aymeric Laporte,Beñat Etxebarria,Ander Iturraspe,Iker Muniain,Ibai Gómez,Mikel Rico,Carlos Gurpegui,Óscar de Marcos,Aritz Aduriz,Mikel Balenziaga,Shakhtar,Andriy Pyatov,Oleksandr Kucher,Taras Stepanenko,Luiz Adriano,Fernando,Douglas Costa,Taison,Alex Teixeira,Darijo Srna,Yaroslav Rakitskiy,Márcio Azevedo,Group stage,0,0
15,Bayern Munich,Manuel Neuer,Medhi Benatia,Robert Lewandowski,Rafinha,Xabi Alonso,Jérôme Boateng,Juan Bernat,Mario Götze,Philipp Lahm,Thomas Müller,David Alaba,Manchester City,Joe Hart,Bacary Sagna,Vincent Kompany,Samir Nasri,Edin Džeko,Jesús Navas,David Silva,Gaël Clichy,Fernandinho,Martín Demichelis,Yaya Touré,Group stage,1,0
16,Sporting CP,Rui Patrício,Maurício,Islam Slimani,William Carvalho,João Mário,André Carrillo,Adrien Silva,Mouhamadou-Naby Sarr,Jonathan Silva,Cédric Soares,Nani,Chelsea,Thibaut Courtois,Branislav Ivanović,Filipe Luís,Cesc Fàbregas,Oscar,Eden Hazard,André Schürrle,Diego Costa,Nemanja Matić,Gary Cahill,John Terry,Group stage,0,1
17,Manchester City,Joe Hart,Vincent Kompany,Pablo Zabaleta,Edin Džeko,Jesús Navas,Sergio Agüero,David Silva,Gaël Clichy,Fernandinho,Martín Demichelis,Yaya Touré,Roma,Łukasz Skorupski,Mapou Yanga-Mbiwa,Ashley Cole,Radja Nainggolan,Francesco Totti,Maicon Sisenando,Miralem Pjanić,Seydou Keita,Alessandro Florenzi,Gervinho,Kostas Manolas,Group stage,1,1
18,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Sergei Ignashevich,Vasili Berezutski,Zoran Tošić,Ahmed Musa,Georgi Milanov,Aleksei Berezutski,Roman Eremenko,Georgi Shchennikov,Bibras Natkho,Bayern Munich,Manuel Neuer,Dante,Medhi Benatia,Robert Lewandowski,Arjen Robben,Xabi Alonso,Juan Bernat,Mario Götze,Philipp Lahm,Thomas Müller,David Alaba,Group stage,0,1
19,Schalke 04,Ralf Fährmann,Kevin-Prince Boateng,Julian Draxler,Eric Maxim Choupo-Moting,Dennis Aogo,Christian Fuchs,Kaan Ayhan,Klaas-Jan Huntelaar,Tranquillo Barnetta,Joël Matip,Roman Neustädter,NK Maribor,Jasmin Handanović,Marko Šuler,Željko Filipović,Aleš Mejač,Marcos Tavares,Agim Ibraimi,Dare Vršič,Aleksander Rajčević,Mitja Viler,Damjan Bohar,Aleš Mertelj,Group stage,1,1
20,Paris S-G,Salvatore Sirigu,Marquinhos,Marco Verratti,Lucas Moura,Thiago Motta,Edinson Cavani,Javier Pastore,Blaise Matuidi,Maxwell,Gregory van der Wiel,David Luiz,Barcelona,Marc-André ter Stegen,Ivan Rakitić,Sergio Busquets,Pedro,Andrés Iniesta,Lionel Messi,Neymar,Javier Mascherano,Jordi Alba,Dani Alves,Jérémy Mathieu,Group stage,3,2
21,Shakhtar,Andriy Pyatov,Oleksandr Kucher,Taras Stepanenko,Luiz Adriano,Fernando,Douglas Costa,Taison,Alex Teixeira,Darijo Srna,Yaroslav Rakitskiy,Márcio Azevedo,Porto,Fabiano,Danilo,Bruno Martins Indi,Maicon,Iván Marcano,Yacine Brahimi,Cristian Tello,Héctor Herrera,Alex Sandro,Óliver Torres,Vincent Aboubakar,Group stage,2,2
22,APOEL FC,Mário Sérgio,Urko Pardo,João Guilherme,Carlão,Tiago Gomes,Cillian Sheridan,Marios Antoniades,Vinicius,Gustavo Manduca,Nuno Morais,Stathis Aloneftis,Ajax,Jasper Cillessen,Ricardo van Rhijn,Joël Veltman,Niklas Moisander,Nicolai Boilesen,Kolbeinn Sigþórsson,Davy Klaassen,Lucas Andersen,Lasse Schöne,Thulani Serero,Nick Viergever,Group stage,1,1
23,BATE Borisov,Sergei Chernik,Evgeni Yablonski,Alyaksandr Karnitsky,Alyaksandr Valadzko,Mikalay Signevich,Anri Khagush,Egor Filipenko,Filip Mladenović,Dzyanis Palyakow,Maksim Valadzko,Mikhail Gordeichuk,Athletic Club,Gorka Iraizoz,Aymeric Laporte,Mikel San José,Beñat Etxebarria,Ander Iturraspe,Iker Muniain,Ibai Gómez,Andoni Iraola,Mikel Rico,Aritz Aduriz,Mikel Balenziaga,Group stage,2,1
24,Arsenal,Wojciech Szczęsny,Kieran Gibbs,Per Mertesacker,Laurent Koscielny,Alexis Sánchez,Mesut Özil,Alex Oxlade-Chamberlain,Santi Cazorla,Mathieu Flamini,Calum Chambers,Danny Welbeck,Galatasaray,Fernando Muslera,Felipe Melo,Blerim Džemaili,Wesley Sneijder,Alex Telles,Burak Yılmaz,Goran Pandev,Aurélien Chedjou,Semih Kaya,Yekta Kurtuluş,Veysel Sarı,Group stage,4,1
25,Zenit,Yuri Lodygin,Aleksandr Anyukov,Domenico Criscito,Nicolas Lombaerts,Hulk,Danny,Oleg Shatov,Viktor Fayzulin,Javi García,Salomón Rondón,Ezequiel Garay,Monaco,Danijel Subašić,Fabinho,Layvin Kurzawa,Ricardo Carvalho,Nabil Dirar,João Moutinho,Dimitar Berbatov,Lucas Ocampos,Geoffrey Kondogbia,Andrea Raggi,Jérémy Toulalan,Group stage,0,0
26,Leverkusen,Bernd Leno,Stefan Reinartz,Emir Spahić,Son Heung-min,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Roberto Hilbert,Wendell,Ömer Toprak,Karim Bellarabi,Benfica,Júlio César,Luisão,Derley,Nicolás Gaitán,Eduardo Salvio,Eliseu,Bryan Cristante,Talisca,Jardel,André Almeida,Enzo Pérez,Group stage,3,1
27,Malmö,Robin Olsen,Anton Tinnerholm,Filip Helander,Markus Halsti,Magnus Eriksson,Enoch Kofi Adu,Markus Rosenberg,Ricardinho,Erik Berg,Isaac Kiese Thelin,Emil Forsberg,Olympiacos,Roberto,Giannis Maniatis,Alberto Botía,Luka Milivojević,Ibrahim Afellay,Kostas Mitroglou,Delvin N'Dinga,Pajtim Kasami,Omar Elabdellaoui,Éric Abidal,Arthur Masuaku,Group stage,2,0
28,Atlético Madrid,Miguel Ángel Moyá,Diego Godín,Tiago Mendes,Koke,Raúl García,Saúl Ñíguez,Mario Mandžukić,Arda Turan,Cristian Ansaldi,Juanfran,Miranda,Juventus,Gianluigi Buffon,Giorgio Chiellini,Martín Cáceres,Paul Pogba,Claudio Marchisio,Carlos Tevez,Fernando Llorente,Leonardo Bonucci,Arturo Vidal,Stephan Lichtsteiner,Patrice Evra,Group stage,1,0
29,Basel,Tomáš Vaclík,Serey Die,Marco Streller,Fabian Schär,Marek Suchý,Behrang Safari,Fabian Frei,Ahmed Hamoudi,Mohamed Elneny,Taulant Xhaka,Breel Embolo,Liverpool,Simon Mignolet,José Enrique,Dejan Lovren,Steven Gerrard,Philippe Coutinho,Jordan Henderson,Javier Manquillo,Raheem Sterling,Martin Škrtel,Mario Balotelli,Lazar Marković,Group stage,1,0
30,Anderlecht,Silvio Proto,Olivier Deschacht,Andy Najar,Matías Suárez,Dennis Praet,Bram Nuytinck,Steven Defour,Ibrahima Conté,Chancel Mbemba,Youri Tielemans,Aleksandar Mitrović,Dortmund,Roman Weidenfeller,Neven Subotić,Sebastian Kehl,Sven Bender,Ciro Immobile,Pierre-Emerick Aubameyang,Kevin Großkreutz,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Marcel Schmelzer,Group stage,0,3
31,Ludogorets,Vladislav Stoyanov,Mihail Aleksandrov,Fábio Espinho,Roman Bezjak,Aleksandar Aleksandrov,Dani Abalo,Svetoslav Dyakov,Yordan Minev,Cosmin Moți,Júnior Caiçara,Marcelinho,Real Madrid,Iker Casillas,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Gareth Bale,Marcelo,Javier Hernández,Álvaro Arbeloa,Luka Modrić,Isco,Asier Illarramendi,Group stage,1,2
32,Chelsea,Petr Čech,Branislav Ivanović,Filipe Luís,Cesc Fàbregas,Kurt Zouma,Oscar,Eden Hazard,Loïc Rémy,Nemanja Matić,Willian,John Terry,NK Maribor,Jasmin Handanović,Marko Šuler,Željko Filipović,Aleš Mejač,Marcos Tavares,Agim Ibraimi,Aleksander Rajčević,Mitja Viler,Petar Stojanović,Damjan Bohar,Aleš Mertelj,Group stage,6,0
33,Porto,Fabiano,Danilo,Bruno Martins Indi,Maicon,Casemiro,Yacine Brahimi,Jackson Martínez,Juan Quintero,Cristian Tello,Héctor Herrera,Alex Sandro,Athletic Club,Gorka Iraizoz,Aymeric Laporte,Mikel San José,Ander Iturraspe,Markel Susaeta,Xabier Etxeita,Mikel Rico,Óscar de Marcos,Aritz Aduriz,Guillermo,Mikel Balenziaga,Group stage,2,1
34,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Sergei Ignashevich,Vasili Berezutski,Zoran Tošić,Ahmed Musa,Georgi Milanov,Aleksei Berezutski,Roman Eremenko,Georgi Shchennikov,Bibras Natkho,Manchester City,Joe Hart,Vincent Kompany,Pablo Zabaleta,Fernando,James Milner,Edin Džeko,Aleksandar Kolarov,Sergio Agüero,Eliaquim Mangala,David Silva,Yaya Touré,Group stage,2,2
35,Roma,Morgan De Sanctis,Mapou Yanga-Mbiwa,Ashley Cole,Radja Nainggolan,Juan Iturbe,Francesco Totti,Miralem Pjanić,Daniele De Rossi,Gervinho,Vasilis Torosidis,Kostas Manolas,Bayern Munich,Manuel Neuer,Medhi Benatia,Robert Lewandowski,Arjen Robben,Xabi Alonso,Jérôme Boateng,Juan Bernat,Mario Götze,Philipp Lahm,Thomas Müller,David Alaba,Group stage,1,7
36,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Kevin-Prince Boateng,Julian Draxler,Marco Höger,Dennis Aogo,Chinedu Obasi,Atsuto Uchida,Kaan Ayhan,Klaas-Jan Huntelaar,Roman Neustädter,Sporting CP,Rui Patrício,Maurício,Islam Slimani,William Carvalho,João Mário,André Carrillo,Adrien Silva,Paulo Oliveira,Jonathan Silva,Cédric Soares,Nani,Group stage,4,3
37,Barcelona,Marc-André ter Stegen,Gerard Piqué,Ivan Rakitić,Pedro,Andrés Iniesta,Lionel Messi,Neymar,Javier Mascherano,Marc Bartra,Jordi Alba,Dani Alves,Ajax,Jasper Cillessen,Ricardo van Rhijn,Joël Veltman,Niklas Moisander,Kolbeinn Sigþórsson,Davy Klaassen,Ricardo Kishna,Lucas Andersen,Lasse Schöne,Nick Viergever,Niki Zimling,Group stage,3,1
38,APOEL FC,Mário Sérgio,Urko Pardo,João Guilherme,Carlão,Giorgos Efrem,Tiago Gomes,Cillian Sheridan,Marios Antoniades,Vinicius,Gustavo Manduca,Nuno Morais,Paris S-G,Salvatore Sirigu,Thiago Silva,Marco Verratti,Lucas Moura,Thiago Motta,Edinson Cavani,Javier Pastore,Blaise Matuidi,Maxwell,Gregory van der Wiel,David Luiz,Group stage,0,1
39,BATE Borisov,Sergei Chernik,Dzmitry Likhtarovich,Evgeni Yablonski,Alyaksandr Karnitsky,Mikalay Signevich,Anri Khagush,Filip Mladenović,Dzyanis Palyakow,Maksim Valadzko,Nemanja Tubić,Mikhail Gordeichuk,Shakhtar,Andriy Pyatov,Oleksandr Kucher,Taras Stepanenko,Luiz Adriano,Vyacheslav Shevchuk,Fernando,Douglas Costa,Taison,Alex Teixeira,Darijo Srna,Yaroslav Rakitskiy,Group stage,0,7
40,Liverpool,Simon Mignolet,Glen Johnson,Dejan Lovren,Steven Gerrard,Philippe Coutinho,Jordan Henderson,Alberto Moreno,Joe Allen,Raheem Sterling,Martin Škrtel,Mario Balotelli,Real Madrid,Iker Casillas,Pepe,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,James Rodríguez,Marcelo,Álvaro Arbeloa,Luka Modrić,Isco,Group stage,0,3
41,Monaco,Danijel Subašić,Fabinho,Layvin Kurzawa,Ricardo Carvalho,Nabil Dirar,João Moutinho,Dimitar Berbatov,Lucas Ocampos,Geoffrey Kondogbia,Andrea Raggi,Jérémy Toulalan,Benfica,Artur Moraes,Lisandro López,Luisão,Nicolás Gaitán,Lima,Maxi Pereira,Eduardo Salvio,Eliseu,Talisca,André Almeida,Enzo Pérez,Group stage,0,0
42,Atlético Madrid,Miguel Ángel Moyá,Diego Godín,Guilherme Siqueira,Mario Suárez,Koke,Antoine Griezmann,Saúl Ñíguez,Mario Mandžukić,Arda Turan,Juanfran,Miranda,Malmö,Robin Olsen,Anton Tinnerholm,Filip Helander,Markus Halsti,Magnus Eriksson,Enoch Kofi Adu,Markus Rosenberg,Ricardinho,Erik Berg,Isaac Kiese Thelin,Emil Forsberg,Group stage,5,0
43,Leverkusen,Bernd Leno,Stefan Reinartz,Emir Spahić,Son Heung-min,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Wendell,Ömer Toprak,Giulio Donati,Karim Bellarabi,Zenit,Yuri Lodygin,Aleksandr Anyukov,Domenico Criscito,Nicolas Lombaerts,Hulk,Danny,Viktor Fayzulin,Javi García,Salomón Rondón,Ezequiel Garay,Axel Witsel,Group stage,2,0
44,Anderlecht,Silvio Proto,Olivier Deschacht,Andy Najar,Dennis Praet,Cyriac,Steven Defour,Frank Acheampong,Ibrahima Conté,Chancel Mbemba,Youri Tielemans,Anthony Vanden Borre,Arsenal,Emiliano Martínez,Kieran Gibbs,Per Mertesacker,Alexis Sánchez,Jack Wilshere,Aaron Ramsey,Nacho Monreal,Santi Cazorla,Mathieu Flamini,Calum Chambers,Danny Welbeck,Group stage,1,2
45,Olympiacos,Roberto,Giannis Maniatis,Alberto Botía,Luka Milivojević,Kostas Mitroglou,Delvin N'Dinga,Chori Domínguez,Pajtim Kasami,Omar Elabdellaoui,Éric Abidal,Arthur Masuaku,Juventus,Gianluigi Buffon,Giorgio Chiellini,Angelo Ogbonna,Paul Pogba,Álvaro Morata,Carlos Tevez,Leonardo Bonucci,Andrea Pirlo,Kwadwo Asamoah,Arturo Vidal,Stephan Lichtsteiner,Group stage,1,0
46,Ludogorets,Vladislav Stoyanov,Mihail Aleksandrov,Fábio Espinho,Roman Bezjak,Dani Abalo,Svetoslav Dyakov,Yordan Minev,Cosmin Moți,Georgi Terziev,Júnior Caiçara,Marcelinho,Basel,Tomáš Vaclík,Serey Die,Fabian Schär,Marek Suchý,Fabian Frei,Derlis González,Naser Aliji,Mohamed Elneny,Taulant Xhaka,Breel Embolo,Davide Callà,Group stage,1,0
47,Galatasaray,Fernando Muslera,Felipe Melo,Hamit Altıntop,Selçuk İnan,Wesley Sneijder,Alex Telles,Burak Yılmaz,Goran Pandev,Aurélien Chedjou,Semih Kaya,Tarık Çamdal,Dortmund,Roman Weidenfeller,Neven Subotić,Sebastian Kehl,Sven Bender,Henrikh Mkhitaryan,Marco Reus,Mats Hummels,Pierre-Emerick Aubameyang,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Group stage,0,4
48,Arsenal,Wojciech Szczęsny,Kieran Gibbs,Per Mertesacker,Alexis Sánchez,Mikel Arteta,Alex Oxlade-Chamberlain,Aaron Ramsey,Nacho Monreal,Santi Cazorla,Calum Chambers,Danny Welbeck,Anderlecht,Silvio Proto,Olivier Deschacht,Andy Najar,Dennis Praet,Cyriac,Frank Acheampong,Sacha Kljestan,Ibrahima Conté,Chancel Mbemba,Youri Tielemans,Anthony Vanden Borre,Group stage,3,3
49,Benfica,Júlio César,Luisão,Andreas Samaris,Derley,Nicolás Gaitán,Maxi Pereira,Eduardo Salvio,Talisca,Jardel,André Almeida,Enzo Pérez,Monaco,Danijel Subašić,Fabinho,Layvin Kurzawa,Ricardo Carvalho,João Moutinho,Lucas Ocampos,Yannick Carrasco,Lacina Traoré,Geoffrey Kondogbia,Andrea Raggi,Jérémy Toulalan,Group stage,1,0
50,Zenit,Yuri Lodygin,Aleksandr Anyukov,Domenico Criscito,Nicolas Lombaerts,Hulk,Danny,Aleksandr Kerzhakov,Oleg Shatov,Javi García,Ezequiel Garay,Axel Witsel,Leverkusen,Bernd Leno,Emir Spahić,Son Heung-min,Lars Bender,Hakan Çalhanoğlu,Stefan Kießling,Tin Jedvaj,Julian Brandt,Ömer Toprak,Giulio Donati,Karim Bellarabi,Group stage,1,2
51,Dortmund,Roman Weidenfeller,Neven Subotić,Sebastian Kehl,Sven Bender,Henrikh Mkhitaryan,Marco Reus,Pierre-Emerick Aubameyang,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Erik Durm,Galatasaray,Fernando Muslera,Felipe Melo,Hamit Altıntop,Blerim Džemaili,Selçuk İnan,Umut Bulut,Wesley Sneijder,Aurélien Chedjou,Hakan Balta,Semih Kaya,Tarık Çamdal,Group stage,4,1
52,Basel,Tomáš Vaclík,Luca Zuffi,Shkëlzen Gashi,Fabian Schär,Marek Suchý,Behrang Safari,Fabian Frei,Derlis González,Mohamed Elneny,Taulant Xhaka,Breel Embolo,Ludogorets,Vladislav Stoyanov,Mihail Aleksandrov,Fábio Espinho,Roman Bezjak,Brayan Angulo,Dani Abalo,Svetoslav Dyakov,Cosmin Moți,Georgi Terziev,Júnior Caiçara,Marcelinho,Group stage,4,0
53,Real Madrid,Iker Casillas,Sergio Ramos,Raphaël Varane,Cristiano Ronaldo,Toni Kroos,Karim Benzema,James Rodríguez,Marcelo,Álvaro Arbeloa,Luka Modrić,Isco,Liverpool,Simon Mignolet,Kolo Touré,Alberto Moreno,Javier Manquillo,Adam Lallana,Lucas Leiva,Emre Can,Joe Allen,Fabio Borini,Martin Škrtel,Lazar Marković,Group stage,1,0
54,Malmö,Robin Olsen,Anton Tinnerholm,Filip Helander,Markus Halsti,Magnus Eriksson,Enoch Kofi Adu,Markus Rosenberg,Ricardinho,Erik Berg,Isaac Kiese Thelin,Emil Forsberg,Atlético Madrid,Miguel Ángel Moyá,Diego Godín,Guilherme Siqueira,Mario Suárez,Koke,Raúl García,Mario Mandžukić,Arda Turan,Gabi,Juanfran,Miranda,Group stage,0,2
55,Juventus,Gianluigi Buffon,Giorgio Chiellini,Paul Pogba,Claudio Marchisio,Álvaro Morata,Carlos Tevez,Leonardo Bonucci,Andrea Pirlo,Kwadwo Asamoah,Arturo Vidal,Stephan Lichtsteiner,Olympiacos,Roberto,Giannis Maniatis,Alberto Botía,Luka Milivojević,Ibrahim Afellay,Kostas Mitroglou,Delvin N'Dinga,Chori Domínguez,Omar Elabdellaoui,Éric Abidal,Arthur Masuaku,Group stage,3,2
56,Sporting CP,Rui Patrício,Jefferson Nascimento,Islam Slimani,William Carvalho,João Mário,Adrien Silva,Paulo Oliveira,Mouhamadou-Naby Sarr,Carlos Mané,Cédric Soares,Nani,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Max Meyer,Marco Höger,Eric Maxim Choupo-Moting,Dennis Aogo,Chinedu Obasi,Atsuto Uchida,Christian Fuchs,Klaas-Jan Huntelaar,Roman Neustädter,Group stage,4,2
57,Manchester City,Joe Hart,Vincent Kompany,Pablo Zabaleta,Fernando,James Milner,Jesús Navas,Sergio Agüero,Gaël Clichy,Martín Demichelis,Stevan Jovetić,Yaya Touré,CSKA Moscow,Igor Akinfeev,Mário Fernandes,Pontus Wernbloom,Sergei Ignashevich,Alan Dzagoev,Ahmed Musa,Aleksei Berezutski,Roman Eremenko,Georgi Shchennikov,Bibras Natkho,Seydou Doumbia,Group stage,1,2
58,Athletic Club,Gorka Iraizoz,Aymeric Laporte,Mikel San José,Beñat Etxebarria,Ibai Gómez,Markel Susaeta,Mikel Rico,Carlos Gurpegui,Óscar de Marcos,Guillermo,Mikel Balenziaga,Porto,Fabiano,Danilo,Bruno Martins Indi,Maicon,Casemiro,Yacine Brahimi,Jackson Martínez,Cristian Tello,Héctor Herrera,Alex Sandro,Óliver Torres,Group stage,0,2
59,Paris S-G,Salvatore Sirigu,Thiago Silva,Lucas Moura,Thiago Motta,Edinson Cavani,Javier Pastore,Blaise Matuidi,Maxwell,Ezequiel Lavezzi,Gregory van der Wiel,David Luiz,APOEL FC,Mário Sérgio,Urko Pardo,João Guilherme,Carlão,Giorgos Efrem,Tiago Gomes,Vinicius,Gustavo Manduca,Nuno Morais,Nicholas Ioannou,Rafik Djebbour,Group stage,1,0
60,Bayern Munich,Manuel Neuer,Medhi Benatia,Franck Ribéry,Robert Lewandowski,Rafinha,Xabi Alonso,Jérôme Boateng,Juan Bernat,Mario Götze,Philipp Lahm,David Alaba,Roma,Łukasz Skorupski,Mapou Yanga-Mbiwa,Radja Nainggolan,Juan Iturbe,Daniele De Rossi,Seydou Keita,Mattia Destro,Alessandro Florenzi,José Holebas,Vasilis Torosidis,Kostas Manolas,Group stage,2,0
